@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20'

@attribute created_at_week_day {terca-feira,segunda-feira,quarta-feira,sexta-feira,domingo,quinta-Feira,sabado}
@attribute created_at_day_turn {tarde,noite,madrugada,manha}
@attribute conflict {false}
@attribute forward_links {false,true}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute num_commits numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute other_files numeric
@attribute src_churn numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute commits_to_hottest_file numeric
@attribute hotness numeric
@attribute at_mentions_description numeric
@attribute at_mentions_comments numeric
@attribute prev_pull_reqs_project numeric
@attribute project_succ_rate numeric
@attribute perc_external_contribs numeric
@attribute sloc numeric
@attribute test_lines_per_kloc numeric
@attribute test_cases_per_kloc numeric
@attribute asserts_per_kloc numeric
@attribute stars numeric
@attribute team_size numeric
@attribute project_age numeric
@attribute workload numeric
@attribute ci {travis,unknown}
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute prev_pullreqs numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute following numeric
@attribute requester_age numeric
@attribute main_team_member {true,false}
@attribute watcher_project {true,false}
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_issue_events numeric
@attribute prior_interaction_issue_comments numeric
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_pr_comments numeric
@attribute prior_interaction_commits numeric
@attribute prior_interaction_commit_comments numeric
@attribute first_response numeric
@attribute status {0,1}

@data
segunda-feira,madrugada,false,false,false,44,7,0,0,1,1,1,0,0,114,0,28.673782,0.388988,0,0,0,0,4,1128,0.833333,0.284211,315,0,0,0,2723,12,1725,44,travis,khellang,46,0.913043,127,120,1510,true,true,false,false,23,93,45,8,79,1,1,1
sexta-feira,manha,false,true,false,28,1,0,0,1,1,1,0,0,23,0,4.192193,0.056871,4,4,0.02139,0,5,1127,0.834073,0.283422,315,0,0,0,2719,12,1723,45,travis,Tsingbo-Kooboo,0,0,2,0,674,false,false,false,false,0,0,0,0,0,0,405,0
quinta-Feira,madrugada,false,false,false,57,2,0,0,2,2,2,0,0,58,0,17.318436,0.234941,4,4,0.022222,0,0,1126,0.833925,0.294444,315,0,0,0,2717,12,1721,46,travis,horsdal,7,0.857143,20,1,1455,true,true,false,false,2,15,7,1,7,0,761,1
segunda-feira,noite,false,false,false,52,4,1,0,3,4,3,0,1,81,0,27.430797,0.372125,5,3,0.011494,0,2,1125,0.833778,0.310345,315,0,0,0,2712,13,1719,45,travis,khellang,45,0.911111,126,120,1504,true,true,false,false,19,72,43,6,65,1,3022,1
sexta-feira,noite,false,false,false,40,4,0,0,6,6,6,0,0,94,0,12.892175,0.174895,2,2,0,0,1,1124,0.83363,0.30814,315,0,0,0,2710,13,1716,45,travis,adamhathcock,0,0,6,4,1540,false,true,false,false,0,1,0,0,0,0,1186,1
sexta-feira,madrugada,false,false,false,67,3,0,0,4,4,4,0,0,69,0,35.119603,0.476431,10,4,0.017442,0,1,1123,0.833482,0.30814,315,0,0,0,2706,13,1715,45,travis,khellang,44,0.909091,124,120,1500,true,true,false,false,17,69,40,9,62,1,766,1
quinta-Feira,madrugada,false,false,false,31,2,0,0,58,58,58,0,0,1288,0,258.186398,3.502027,7,3,0,0,2,1122,0.833333,0.3,315,0,0,0,2704,13,1715,45,travis,06b,16,1,2,0,1157,true,true,false,false,0,4,16,1,6,0,-1,1
quarta-feira,noite,false,false,false,6,1,0,0,1,1,1,0,0,15,0,4.039455,0.054791,0,0,0,0,0,1121,0.834077,0.3,315,0,0,0,2704,13,1714,45,travis,khellang,43,0.930233,124,120,1499,true,true,false,false,18,64,37,9,60,1,-1,0
quarta-feira,tarde,false,false,false,5,2,0,0,2,2,2,0,0,53,0,8.795812,0.119307,2,2,0.011834,0,0,1120,0.833929,0.295858,315,0,0,0,2704,12,1714,44,travis,khellang,42,0.928571,124,120,1499,true,true,true,false,18,65,36,9,60,1,-1,1
terca-feira,madrugada,false,false,false,12,2,0,0,12,12,12,0,0,52,0,52.543554,0.712709,6,2,0,0,0,1119,0.83378,0.28655,315,0,0,0,2698,13,1713,44,travis,06b,15,1,2,0,1155,true,true,false,false,0,4,15,1,6,0,-1,1
domingo,manha,false,false,false,5,1,0,0,1,1,1,0,0,2,0,4.384464,0.059472,0,0,0,0,0,1118,0.833631,0.27381,315,0,0,0,2694,13,1711,46,travis,06b,14,1,2,0,1153,true,true,false,false,0,4,14,1,6,0,-1,1
domingo,manha,false,false,false,3,1,0,0,3,3,3,0,0,6,0,13.510961,0.183265,0,0,0,0,0,1117,0.833483,0.27381,315,0,0,0,2693,13,1711,46,travis,06b,13,1,2,0,1153,true,true,false,false,0,4,13,1,6,0,-1,1
domingo,madrugada,false,false,false,127,6,3,0,27,30,27,0,1,672,0,36.443028,0.49432,3,2,0,1,4,1116,0.834229,0.27381,315,0,0,0,2693,13,1710,55,travis,thecodejunkie,172,0.988372,207,0,2220,true,true,false,false,8,13,9,5,51,0,4,0
sabado,noite,false,false,false,26,1,0,0,2,2,2,0,0,40,0,9.228687,0.12518,0,0,0,0,0,1115,0.834081,0.27381,315,0,0,0,2693,13,1710,44,travis,johnduhart,0,0,64,30,2028,false,true,false,false,0,0,0,0,0,0,-1,1
sabado,madrugada,false,false,false,3,1,0,0,1,1,1,0,0,2,0,4.245899,0.057592,2,2,0.012048,0,0,1114,0.833932,0.26506,315,0,0,0,2691,13,1709,44,travis,06b,12,1,2,0,1151,true,true,false,false,0,4,12,1,6,0,-1,1
sabado,madrugada,false,false,false,4,1,0,0,1,1,1,0,0,2,0,4.326553,0.058686,0,0,0,0,0,1113,0.833783,0.26506,315,0,0,0,2691,13,1709,43,travis,06b,11,1,2,0,1151,true,true,false,false,0,4,11,1,6,0,-1,1
sexta-feira,tarde,false,false,false,7,1,0,0,16,16,16,0,0,32,0,72.7695,0.986825,0,0,0,0,0,1112,0.833633,0.257669,315,0,0,0,2691,13,1709,46,travis,06b,10,1,2,0,1151,true,true,false,false,0,4,10,1,6,0,-1,1
sexta-feira,tarde,false,false,false,3,1,0,0,8,8,8,0,0,16,0,35.51383,0.481602,0,0,0,0,0,1111,0.833483,0.257669,315,0,0,0,2691,13,1709,45,travis,06b,9,1,2,0,1151,true,true,false,false,0,4,9,1,6,0,-1,1
sexta-feira,tarde,false,false,false,9,1,0,0,21,21,21,0,0,344,0,93.171254,1.263493,3,2,0,0,0,1110,0.833333,0.257669,315,0,0,0,2691,13,1709,45,travis,06b,8,1,2,0,1151,true,true,false,false,0,4,8,1,6,0,-1,1
quinta-Feira,manha,false,false,false,7,1,0,0,1,1,1,0,0,2,0,4.662494,0.063227,0,0,0,0,0,1108,0.833032,0.254658,315,0,0,0,2688,13,1708,45,travis,06b,7,1,2,0,1150,true,true,false,false,0,4,7,1,6,0,-1,1
quinta-Feira,manha,false,false,false,11,1,0,0,2,2,2,0,0,8,0,9.240315,0.125305,0,0,0,0,0,1107,0.832882,0.254658,315,0,0,0,2688,13,1708,45,travis,06b,6,1,2,0,1150,true,true,false,false,0,4,6,1,6,0,-1,1
quarta-feira,madrugada,false,false,false,16,1,0,0,1,1,1,0,0,1,0,4.081651,0.05535,0,0,0,0,0,1106,0.832731,0.269231,315,0,0,0,2685,13,1706,48,travis,onatm,0,0,50,20,1375,false,true,false,false,0,0,0,0,0,0,-1,1
domingo,madrugada,false,false,false,8,1,0,0,1,1,1,0,0,4,0,4.557456,0.061802,0,0,0,0,0,1105,0.832579,0.272727,315,0,0,0,2678,13,1703,50,travis,bendetat,0,0,19,28,1802,false,true,false,false,0,0,0,0,0,0,5537,1
sabado,manha,false,false,false,28,6,0,0,17,17,17,0,0,56,0,73.838309,1.001294,9,7,0,0,5,1104,0.832428,0.276316,315,0,0,0,2675,13,1703,50,travis,06b,5,1,2,0,1145,true,true,false,false,0,1,5,1,4,0,382,1
sabado,madrugada,false,false,false,11,1,0,0,1,1,1,0,0,6,0,4.544928,0.061632,1,1,0.006667,0,0,1103,0.832276,0.28,315,0,0,0,2675,13,1702,50,travis,06b,4,1,2,0,1144,true,true,false,false,0,1,4,1,2,0,-1,1
sexta-feira,tarde,false,false,true,6,1,0,0,1,1,1,0,0,15,0,4.039455,0.054778,0,0,0,0,0,1101,0.833787,0.28,315,0,0,0,2673,13,1702,48,travis,khellang,39,0.974359,123,120,1487,true,true,false,false,13,53,22,9,52,1,-1,0
sexta-feira,manha,false,false,false,9,2,0,0,1,1,1,0,0,4,0,8.951532,0.121388,0,0,0,0,0,1100,0.833636,0.283784,315,0,0,0,2673,13,1702,48,travis,06b,3,1,2,0,1144,true,true,false,false,0,1,3,1,2,0,-1,1
quarta-feira,noite,false,false,false,2,3,0,0,2,2,0,0,2,0,0,30.761119,0.41714,0,0,0,0,0,1096,0.835766,0.592593,315,0,0,0,2672,10,1700,46,travis,khellang,38,0.973684,123,120,1485,true,true,true,false,12,49,20,9,20,0,232,1
domingo,noite,false,false,false,27,4,2,0,4,6,2,0,2,105,0,19.01781,0.25822,2,2,0,0,1,1095,0.835616,0.576923,315,0,0,0,2667,10,1697,45,travis,jchannon,44,0.863636,106,5,2041,false,true,false,false,0,6,0,1,0,0,326,1
sabado,manha,false,false,false,23,1,0,0,1,1,1,0,0,2,0,4.648998,0.063123,0,0,0,0,0,1094,0.835466,0.56,315,0,0,0,2664,10,1696,46,travis,xt0rted,24,0.958333,5,2,1349,true,false,false,false,0,9,3,2,1,0,-1,1
sabado,manha,false,false,false,23,1,0,0,1,1,1,0,0,2,0,3.992816,0.054214,1,1,0.02,0,0,1093,0.835316,0.56,315,0,0,0,2664,10,1696,46,travis,xt0rted,23,0.956522,5,2,1349,true,false,false,false,0,9,2,2,1,0,-1,1
terca-feira,tarde,false,false,false,22,4,0,0,2,2,2,0,0,86,0,19.845588,0.26946,4,4,0.081633,0,0,1092,0.835165,0.55102,315,0,0,0,2654,10,1692,45,travis,khellang,37,0.972973,123,120,1477,true,true,true,false,7,41,16,5,17,0,-1,1
terca-feira,tarde,false,false,false,9,1,0,0,1,1,1,0,0,2,0,4.574406,0.062109,1,1,25,0,0,1091,0.835014,0.45,315,0,0,0,2654,10,1692,53,travis,ClemPi,2,1,3,2,1104,false,false,false,false,0,2,1,0,0,0,40,1
segunda-feira,noite,false,false,false,8,1,0,0,1,1,1,0,0,4,0,4.412082,0.059905,0,0,0,0,0,1090,0.834862,0.45,315,0,0,0,2653,10,1691,53,travis,ptomasroos,0,0,8,7,1238,false,true,false,false,0,0,0,0,0,0,-1,1
sexta-feira,tarde,false,false,false,20,1,0,0,1,1,1,0,0,2,0,4.554587,0.06184,0,0,0,0,0,1089,0.834711,0.439024,315,0,0,0,2645,11,1688,51,travis,khalidsalomao,3,0.333333,6,1,1116,true,true,false,false,0,6,5,1,2,0,5547,1
sexta-feira,madrugada,false,false,false,87,4,0,0,1,1,1,0,0,12,0,18.109002,0.245876,0,0,0,0,0,1088,0.835478,0.439024,315,0,0,0,2643,11,1687,51,travis,khalidsalomao,2,0.5,6,1,1115,true,true,false,false,0,3,3,1,2,0,4,0
quinta-Feira,noite,false,false,false,97,3,0,0,2,2,2,0,0,101,0,7.991838,0.10851,0,0,0,0,0,1087,0.835327,0.461538,315,0,0,0,2641,10,1687,51,travis,khalidsalomao,1,0,6,1,1115,false,true,false,false,0,1,1,1,0,0,237,1
segunda-feira,noite,false,false,false,19,3,0,0,2,2,1,1,0,4,0,9.38989,0.12757,2,2,0.052632,0,0,1086,0.835175,0.447368,315,0,0,0,2629,10,1684,52,travis,Kibele,0,0,8,121,297,false,true,true,false,0,0,0,0,0,0,15,1
terca-feira,tarde,false,false,false,2,1,0,0,1,1,1,0,0,4,0,4.451611,0.060479,0,0,0,0,0,1085,0.835023,0.432432,315,0,0,0,2613,10,1678,53,travis,albertjan,29,0.793103,24,64,1692,true,true,true,true,0,6,4,5,0,0,-1,1
segunda-feira,manha,false,false,false,55,1,1,0,2,3,2,0,1,40,0,13.397592,0.182019,2,2,0,0,2,1084,0.834871,0.432432,315,0,0,0,2608,10,1677,53,travis,mtharrington,0,0,0,0,666,false,false,false,false,0,0,0,0,0,0,-1,1
sabado,madrugada,false,false,false,19,1,0,0,2,2,0,0,2,0,0,9.730571,0.132198,0,0,0,0,1,1083,0.834718,0.416667,315,0,0,0,2599,10,1674,52,travis,xt0rted,22,0.954545,5,2,1327,true,false,false,false,0,8,1,2,1,0,29,1
segunda-feira,tarde,false,false,false,31,2,0,0,4,4,4,0,0,39,0,34.279691,0.465721,1,1,0,0,1,1082,0.834566,0.382353,315,0,0,0,2588,10,1670,52,travis,khellang,36,0.972222,122,120,1455,true,true,false,false,1,24,6,3,8,0,1,1
quinta-Feira,noite,false,false,false,7,1,0,0,1,1,0,0,1,0,0,4.957598,0.067354,0,0,0,0,0,1081,0.834413,0.342105,315,0,0,0,2579,11,1666,52,travis,albertjan,28,0.785714,24,64,1680,true,true,false,false,0,10,2,5,1,0,-1,1
quinta-Feira,manha,false,false,false,26,2,0,0,44,44,29,10,5,165,0,185.662598,2.521975,0,0,0,0,0,1080,0.834259,0.324324,315,0,0,0,2577,11,1666,52,travis,06b,2,1,2,0,1108,true,true,false,false,0,0,1,1,2,0,-1,1
segunda-feira,noite,false,false,false,29,1,0,0,3,3,3,0,0,88,0,13.626209,0.185094,0,0,0,0,5,1078,0.834879,0.333333,315,0,0,0,2561,12,1656,51,travis,PureKrome,0,0,50,42,1278,false,true,false,false,0,9,0,0,0,0,-1,1
segunda-feira,noite,false,false,false,7,1,0,0,2,2,2,0,0,55,0,8.849441,0.120208,0,0,0,0,0,1077,0.834726,0.315789,315,0,0,0,2560,12,1656,51,travis,albertjan,27,0.777778,24,64,1670,true,true,true,true,0,9,1,0,1,0,-1,1
quinta-Feira,manha,false,false,false,32,3,0,0,4,4,4,0,0,320,0,36.728015,0.498902,0,0,0,0,3,1076,0.834572,0.231707,315,0,0,0,2517,20,1631,62,travis,xt0rted,21,0.952381,5,2,1284,true,false,false,false,0,8,7,3,3,0,371765,1
sabado,madrugada,false,false,false,81,1,0,0,2,2,2,0,0,2,0,9.119508,0.123951,0,0,0,0,0,1075,0.834419,0.262626,315,0,0,0,2506,24,1625,52,travis,sloncho,8,0.75,1,0,1208,false,true,false,false,0,0,0,0,0,0,95787,1
sexta-feira,madrugada,false,false,false,43,1,1,0,3,4,3,0,1,29,0,17.693862,0.240493,3,3,0,0,0,1074,0.834264,0.262626,315,0,0,0,2504,24,1624,50,travis,devcrafting,0,0,5,0,794,false,true,false,false,0,1,0,0,0,0,996,1
quinta-Feira,noite,false,false,false,19,1,1,0,1,2,1,0,1,22,0,9.46034,0.128584,3,3,0.030303,0,1,1073,0.835042,0.262626,315,0,0,0,2502,24,1624,65,travis,Crisfole,4,0.25,2,1,1533,true,true,false,false,0,6,2,0,3,0,16,0
quarta-feira,noite,false,false,false,49,6,1,0,5,6,5,0,1,274,0,43.000281,0.584454,0,0,0,1,7,1072,0.835821,0.26,315,0,0,0,2500,24,1623,57,travis,Crisfole,3,0.333333,2,1,1532,true,true,false,false,0,2,1,0,3,0,62,0
quarta-feira,madrugada,false,false,false,55,1,0,0,1,1,1,0,0,6,0,3.975122,0.054029,1,1,0.009709,0,0,1071,0.836601,0.252427,315,0,0,0,2493,23,1622,53,travis,khalidsalomao,0,0,6,1,1050,false,true,false,false,0,0,0,0,0,0,3893,0
quarta-feira,noite,false,false,false,48,1,0,0,2,2,2,0,0,44,0,8.785155,0.119407,2,2,0.019231,0,0,1070,0.836449,0.240385,315,0,0,0,2462,23,1616,47,travis,ClemPi,1,1,3,2,1028,true,false,false,false,0,2,1,0,1,0,22,1
quarta-feira,madrugada,false,false,false,5,1,0,0,1,1,1,0,0,28,0,4.202446,0.057119,2,2,0.019231,0,0,1069,0.836296,0.230769,315,0,0,0,2461,23,1615,47,travis,Corstiaan84,0,0,2,5,636,false,true,false,false,0,0,0,0,0,0,-1,1
sexta-feira,madrugada,false,false,false,18,8,0,0,4,4,4,0,0,480,0,54.130401,0.735748,2,2,0,0,0,1068,0.836142,0.212963,315,0,0,0,2438,23,1603,49,travis,sschlesier,1,0,1,1,1470,true,true,false,false,0,5,2,0,13,0,-1,1
sexta-feira,noite,false,false,false,24,1,0,0,1,1,1,0,0,5,0,3.972231,0.053991,2,2,0.017094,0,0,1067,0.835989,0.205128,315,0,0,0,2426,23,1597,55,travis,ClemPi,0,0,3,2,1009,true,false,false,false,0,0,0,0,1,0,-1,1
terca-feira,noite,false,false,false,92,1,0,0,10,10,10,0,0,93,0,45.52044,0.618735,0,0,0,0,0,1066,0.835835,0.196581,315,0,0,0,2422,23,1594,48,travis,jayharris,0,0,26,28,1699,false,false,false,false,0,0,0,0,0,0,-1,1
sexta-feira,noite,false,false,false,43,2,0,0,2,2,2,0,0,41,0,8.412535,0.114347,2,2,0.016393,0,0,1065,0.835681,0.188525,315,0,0,0,2415,24,1590,51,travis,omeaart,4,1,3,6,1145,false,false,true,false,0,0,1,0,0,0,5081,1
sexta-feira,noite,false,false,false,33,1,0,0,2,2,2,0,0,22,0,9.024361,0.122663,1,1,0.008197,0,0,1064,0.835526,0.188525,315,0,0,0,2415,24,1590,52,travis,omeaart,3,1,3,6,1145,false,false,true,false,0,0,0,0,0,0,146545,1
sexta-feira,manha,false,false,false,10,1,0,0,1,1,1,0,0,6,0,4.445248,0.060422,0,0,0,0,0,1063,0.835372,0.181818,315,0,0,0,2413,24,1590,46,travis,06b,1,1,2,0,1032,true,true,false,false,0,0,3,0,4,0,-1,1
quarta-feira,madrugada,false,false,false,4,1,0,0,1,1,1,0,0,4,0,4.139785,0.05627,1,1,0.00813,0,0,1062,0.835217,0.170732,315,0,0,0,2397,25,1580,46,travis,kthompson,0,0,26,28,2309,false,true,false,false,0,0,0,0,0,0,-1,1
quinta-Feira,tarde,false,false,false,18,5,0,0,2,2,2,0,0,116,0,17.823887,0.242271,4,4,0.031496,0,5,1061,0.835061,0.15748,315,0,0,0,2391,25,1575,47,travis,albertjan,26,0.769231,24,63,1589,true,true,false,false,0,18,1,3,3,2,12,1
domingo,tarde,false,false,false,57,1,0,0,1,1,1,0,0,17,0,3.959582,0.053821,3,3,0.022727,0,0,1060,0.835849,0.159091,315,0,0,0,2387,25,1571,47,travis,IngvarKofoed,1,0,2,0,829,false,false,false,false,0,1,1,0,0,0,0,0
quarta-feira,noite,false,false,false,33,1,0,0,1,1,1,0,0,4,0,4.488055,0.061004,0,0,0,0,0,1058,0.836484,125,315,0,0,0,2384,25,1567,47,travis,yannisgu,0,0,7,0,1065,true,false,false,false,0,0,0,0,1,0,1,1
quinta-Feira,tarde,false,false,false,38,1,0,0,2,2,2,0,0,52,0,8.688369,0.118169,5,5,0.032895,0,0,1057,0.837275,125,315,0,0,0,2373,24,1561,58,travis,nathanmarlor,0,0,0,1,609,false,false,false,false,0,0,0,0,0,0,531486,0
domingo,tarde,false,false,false,63,2,0,0,1,1,1,0,0,4,0,8.554151,0.116341,1,1,0.006667,0,0,1056,0.837121,0.126667,315,0,0,0,2366,23,1557,47,travis,canton7,0,0,23,2,1350,true,false,false,false,0,0,0,0,1,0,-1,1
sabado,manha,false,false,false,15,2,0,0,1,1,1,0,0,145,0,8.86359,0.12055,2,2,0.013423,0,1,1055,0.836967,0.127517,315,0,0,0,2366,22,1556,46,travis,horsdal,6,0.833333,19,1,1290,true,true,false,false,4,21,2,7,7,0,101,1
quarta-feira,tarde,false,false,false,105,2,1,0,3,4,3,0,1,74,0,18.374044,0.250208,8,8,0.013889,0,4,1054,0.836812,0.111111,315,0,0,0,2366,22,1553,49,travis,wilhen01,1,1,3,4,469,true,false,false,false,0,8,0,0,5,0,28,1
quarta-feira,tarde,false,false,false,15,1,0,0,1,1,1,0,0,6,0,4.576474,0.06232,4,4,0.028169,0,0,1053,0.836657,0.112676,315,0,0,0,2366,22,1553,48,travis,solyutor,0,0,1,0,1147,true,false,false,false,0,0,0,0,1,0,-1,1
quarta-feira,tarde,false,false,false,41,3,1,0,3,4,4,0,1,163,0,8.590339,0.116978,2,2,0.014286,0,3,1052,0.837452,0.114286,315,0,0,0,2366,21,1553,62,travis,AnthonySteele,1,1,23,13,1900,false,false,false,false,0,3,0,0,0,0,53,0
quarta-feira,manha,false,false,false,14,2,0,0,1,1,1,0,0,23,0,0,0,0,0,0,0,0,1051,0.837298,0.115942,315,0,0,0,2366,21,1553,53,travis,jeff-pang,2,1,0,1,1022,true,false,false,false,0,3,2,2,3,0,200614,1
quarta-feira,manha,false,false,false,68,1,0,0,2,2,2,0,0,29,0,8.395304,0.114323,1,1,0.007246,0,0,1050,0.837143,0.115942,315,0,0,0,2366,21,1553,53,travis,jeff-pang,1,1,0,1,1022,true,false,false,false,0,3,1,2,3,0,437,1
segunda-feira,noite,false,false,false,316,2,0,0,1,1,1,0,0,20,0,4.114321,0.05606,1,1,0.007353,0,0,1049,0.836988,0.117647,315,0,0,0,2366,22,1551,56,travis,jjchiw,3,0.333333,7,1,1302,true,true,false,false,0,4,3,1,9,0,224990,1
segunda-feira,tarde,false,false,false,48,3,0,0,2,2,2,0,0,65,0,13.435127,0.183059,2,2,0.014925,0,0,1048,0.836832,0.119403,315,0,0,0,2366,22,1551,48,travis,albertjan,25,0.76,24,63,1565,true,true,true,false,0,23,7,9,13,2,-1,1
sabado,noite,false,true,false,238,3,0,0,3,3,3,0,0,58,0,13.393447,0.182491,4,4,0.007692,1,4,1047,0.836676,0.123077,315,0,0,0,2365,22,1549,58,travis,Jevonius,0,0,0,0,1,false,true,false,false,1,1,0,0,0,0,47,1
sabado,manha,false,false,false,12,1,0,1,0,1,1,0,0,88,0,0,0,0,0,0,0,0,1046,0.83652,0.122137,315,0,0,0,2364,22,1549,47,travis,xt0rted,20,0.95,5,2,1202,true,false,false,false,2,23,15,4,5,0,-1,1
quinta-Feira,tarde,false,false,false,37,2,0,0,3,3,3,0,0,228,0,26.451395,0.360411,5,3,0.015748,0,0,1045,0.836364,0.125984,315,0,0,0,2358,22,1547,69,travis,khellang,35,0.971429,118,119,1332,true,true,true,false,22,88,25,22,32,0,482462,1
quinta-Feira,madrugada,false,false,false,19,9,0,0,4,4,4,0,0,271,0,35.818906,0.488047,3,2,0.007937,0,2,1044,0.837165,0.119048,315,0,0,0,2355,22,1546,54,travis,sschlesier,0,0,1,1,1413,true,true,false,false,0,0,0,0,5,0,42,0
quarta-feira,tarde,false,false,false,7,1,0,0,1,1,1,0,0,4,0,4.793925,0.065357,3,3,0.024793,0,0,1043,0.837009,0.115702,315,0,0,0,2355,22,1546,45,travis,mat-mcloughlin,2,1,45,1,730,true,false,false,false,0,0,0,0,1,0,-1,1
