@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,10,8,11,7,12,15,17,18,16,19,1,20,53'

@attribute created_at_day_turn {noite,manha,tarde,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute num_commits numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute created_at_week_day {sabado,sexta-feira,quarta-feira,terca-feira,segunda-feira,quinta-Feira,domingo}
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
tarde,true,234,1,0,1,1,0,0,4.395592,0.181544,0,63,sabado,63,1
tarde,true,209,1,0,1,1,0,0,4.375761,0.180725,0,64,terca-feira,64,1
manha,true,8,1,0,1,1,1,6,4.94336,0.204168,0,1,segunda-feira,1,1
madrugada,true,192,1,0,1,1,0,0,4.367539,0.180385,0,65,segunda-feira,65,0
tarde,false,108,5,0,5,4,5,36,44.278302,1.828756,36,35,domingo,26,1
madrugada,false,40,1,1,2,1,1,49,9.225752,0.381036,0,67,quarta-feira,67,1
madrugada,true,139,1,0,1,1,0,0,4.228446,0.174957,0,66,terca-feira,66,1
madrugada,false,106,3,0,3,7,2,43,14.364244,0.594337,0,14,terca-feira,11,1
manha,false,10,1,0,1,3,1,9,4.651621,0.192466,0,2,segunda-feira,2,1
madrugada,false,7,0,0,0,1,0,0,0,0,0,0,sexta-feira,0,0
noite,true,43,3,1,4,1,2,23,17.861265,0.739029,184,5,quinta-Feira,2,1
madrugada,false,33,1,0,1,1,0,0,4.46103,0.18458,0,2,quinta-Feira,2,1
madrugada,false,34,2,0,2,2,2,60,9.183303,0.379969,85,10,terca-feira,6,1
tarde,true,222,1,0,1,1,0,0,4.370445,0.180832,0,69,segunda-feira,69,1
manha,true,210,1,0,1,1,0,0,4.353726,0.18014,0,67,quinta-Feira,67,1
madrugada,false,15,1,0,1,1,1,35,4.549139,0.188226,0,11,quinta-Feira,11,0
tarde,true,230,1,0,1,1,0,0,4.341482,0.179634,0,67,quarta-feira,67,0
tarde,true,140,1,0,1,1,0,0,4.390512,0.181662,0,64,segunda-feira,64,1
manha,false,30,3,0,3,2,2,5,13.194818,0.54595,28,14,segunda-feira,9,1
madrugada,true,160,1,0,1,1,0,0,4.068922,0.168356,0,65,segunda-feira,65,1
madrugada,true,136,1,0,1,1,0,0,4.29079,0.177536,0,65,segunda-feira,65,1
noite,true,5,6,0,6,2,5,88,59.691107,2.469756,86,17,sabado,14,0
madrugada,true,4,9,0,9,1,8,42,42.193352,1.739192,39,25,sabado,12,1
madrugada,true,45,1,0,3,1,3,28,4.589131,0.189162,0,8,sabado,6,1
tarde,false,23,1,0,1,1,1,2,4.794737,0.197634,0,2,sexta-feira,2,1
madrugada,true,2,2,0,2,2,2,6,9.126824,0.376199,7,32,sexta-feira,28,1
tarde,false,58,1,0,1,3,1,35,4.379895,0.180535,0,28,quinta-Feira,28,1
tarde,false,84,1,0,1,1,1,16,4.434575,0.182789,0,6,quinta-Feira,6,0
tarde,true,257,1,0,1,1,0,0,4.38739,0.180844,0,63,quinta-Feira,63,1
tarde,true,207,1,0,1,1,0,0,4.230616,0.174382,0,63,quinta-Feira,63,1
madrugada,false,10,1,0,1,1,1,6,4.656756,0.191947,0,28,quinta-Feira,28,1
manha,true,197,1,0,1,1,0,0,4.235572,0.174586,0,62,quarta-feira,62,1
tarde,false,40,1,0,1,1,1,26,4.823461,0.198818,0,3,terca-feira,3,0
noite,false,54,2,0,2,1,2,22,10.173672,0.419349,0,11,segunda-feira,11,0
noite,true,28,2,0,2,1,1,2,8.520959,0.351225,0,8,domingo,8,1
noite,true,11,3,0,3,2,3,25,19.047374,0.785114,10,33,domingo,28,1
tarde,true,8,1,0,1,1,1,3,4.21011,0.17389,0,28,domingo,28,1
manha,true,618,1,0,1,1,0,0,4.237038,0.175002,0,60,domingo,60,1
madrugada,true,156,1,0,1,1,0,0,4.393827,0.181478,0,60,domingo,60,1
madrugada,true,98,1,0,1,1,0,0,4.245014,0.175332,0,59,sabado,59,1
tarde,true,6,0,1,1,1,1,38,5.040524,0.208615,0,0,terca-feira,0,0
madrugada,true,155,1,0,1,1,0,0,4.447608,0.184076,0,60,terca-feira,60,1
noite,true,46,2,1,3,1,0,0,14.091825,0.583226,0,0,segunda-feira,0,1
noite,true,155,2,0,2,2,1,16,4.354874,0.180238,0,60,segunda-feira,60,1
madrugada,false,7,1,0,1,1,0,0,4.821385,0.199545,0,2,segunda-feira,2,0
manha,true,119,1,0,1,1,0,0,4.302754,0.17808,0,62,sexta-feira,62,1
manha,true,175,1,0,1,1,0,0,4.245693,0.175719,0,61,quinta-Feira,61,1
madrugada,true,36,1,0,1,1,1,0,4.430881,0.183383,4,10,quinta-Feira,10,1
noite,true,120,1,0,1,1,0,0,4.261062,0.176355,0,61,quarta-feira,61,0
tarde,true,118,1,0,1,1,0,0,4.417742,0.182839,0,60,quarta-feira,60,1
noite,true,222,1,0,1,1,0,0,4.417742,0.182839,0,59,segunda-feira,59,1
tarde,true,7,1,0,1,1,1,0,4.432546,0.183452,9,5,segunda-feira,5,1
madrugada,true,210,1,0,1,1,0,0,4.302754,0.17808,0,59,segunda-feira,59,1
noite,true,137,1,0,1,1,0,0,4.363305,0.180586,0,57,domingo,57,1
tarde,true,137,1,0,1,1,0,0,4.264844,0.176511,0,57,domingo,57,1
noite,true,17,0,0,1,1,1,67,0,0,0,2,sabado,2,1
tarde,true,40,1,0,1,1,1,2,4.301138,0.177656,0,5,sabado,5,1
tarde,true,122,1,0,1,1,0,0,4.377955,0.180835,0,60,quinta-Feira,60,1
noite,true,12,1,0,1,1,0,0,4.905163,0.202612,0,2,quarta-feira,2,1
tarde,true,106,3,0,3,1,3,97,13.390679,0.553113,5,43,quarta-feira,33,1
tarde,true,223,1,0,1,1,0,0,4.391616,0.181399,0,57,quarta-feira,57,1
manha,true,227,1,0,1,1,0,0,4.419359,0.182545,0,57,quarta-feira,57,1
manha,false,14,1,0,1,1,1,6,4.820061,0.199097,0,0,quarta-feira,0,1
madrugada,true,133,1,0,1,1,0,0,4.358049,0.180013,0,57,quarta-feira,57,1
tarde,true,7,2,0,2,1,2,6,9.107888,0.376207,6,12,terca-feira,8,1
tarde,true,7,3,0,3,1,2,11,13.686431,0.565327,7,34,terca-feira,32,1
madrugada,true,206,1,0,1,1,0,0,4.249506,0.175529,0,56,terca-feira,56,1
madrugada,true,225,1,0,1,1,0,0,4.351733,0.179751,0,55,segunda-feira,55,1
tarde,true,7,1,0,1,1,1,0,4.871261,0.20121,11,1,domingo,1,1
tarde,true,7,2,0,2,1,2,2,8.967423,0.370405,12,34,domingo,30,1
madrugada,true,89,1,0,1,1,1,5,4.293245,0.177335,0,30,domingo,30,1
tarde,true,7,2,0,2,1,1,4,9.438839,0.389879,0,4,sabado,2,1
tarde,true,10,1,0,1,1,1,2,5.044324,0.20836,0,6,sabado,6,1
manha,true,168,1,0,1,1,0,0,4.290353,0.177217,0,55,sabado,55,1
noite,true,34,1,0,1,1,1,0,4.419931,0.182568,31,6,sexta-feira,6,0
noite,true,36,1,0,1,1,1,110,4.71888,0.194916,0,28,sexta-feira,28,1
tarde,true,5,10,0,12,2,11,102,75.31084,3.110763,47,79,sexta-feira,55,1
manha,false,21,1,300,601,3,111,12740,512.830251,21.182777,0,124,sexta-feira,54,1
manha,true,27,4,0,4,2,4,21,23.310787,0.964618,0,30,sexta-feira,28,1
madrugada,true,27,17,1,18,2,17,308,168.701686,6.981085,0,101,quarta-feira,53,1
madrugada,false,23,1,0,1,1,1,2,4.90278,0.202883,0,1,quarta-feira,1,1
madrugada,true,36,3,0,3,1,3,37,13.817318,0.571778,26,30,quarta-feira,26,1
tarde,false,22,8,0,8,1,7,24,35.200772,1.456668,30,58,terca-feira,24,1
tarde,true,7,3,0,3,1,3,26,13.782269,0.570327,7,30,terca-feira,25,1
manha,true,159,139,4,143,2,140,1548,677.506365,28.036361,0,131,terca-feira,52,0
noite,true,7,11,0,11,1,10,36,51.767371,2.142221,16,98,domingo,51,1
noite,true,302,1,0,1,1,0,0,4.406062,0.184463,0,51,domingo,51,1
tarde,true,74,7,0,7,2,7,33,31.409011,1.314963,18,38,domingo,22,1
manha,true,59,20,6,26,2,26,1304,247.302864,10.375084,14,55,domingo,20,1
madrugada,true,156,2,0,2,2,2,126,18.67184,0.783339,0,11,domingo,10,1
madrugada,true,57,14,15,29,2,20,786,272.701968,11.440651,0,63,domingo,51,0
manha,false,202,1,0,1,6,1,59,4.43864,0.186214,0,10,sabado,10,1
noite,true,2,21,1,22,23,22,207,85.325951,3.579675,171,34,sexta-feira,11,1
noite,true,10,8,0,8,7,7,22,14.354606,0.602218,37,18,quinta-Feira,17,0
tarde,true,5,1,0,1,2,1,5,9.198515,0.385907,0,1,quinta-Feira,1,1
noite,false,22,6,2,10,2,8,73,54.732051,2.29608,0,75,quarta-feira,50,1
tarde,true,9,1,0,1,1,1,22,5.122155,0.214881,0,1,quarta-feira,1,1
manha,true,10,1,0,1,1,0,0,5.06515,0.21249,0,17,quarta-feira,17,1
manha,true,30,2,0,2,3,2,0,8.554403,0.358869,12,4,quarta-feira,4,1
manha,true,5,1,0,1,1,0,0,4.180987,0.175398,0,49,quarta-feira,49,1
noite,false,10,1,0,1,1,1,2,4.737481,0.198743,0,2,terca-feira,2,1
noite,false,2,1,0,1,1,1,2,4.517184,0.189502,0,0,terca-feira,0,1
noite,true,55,2,0,2,1,2,0,9.155856,0.3841,6,6,terca-feira,5,1
tarde,true,125,1,0,1,1,0,0,4.655759,0.195315,0,46,terca-feira,46,1
tarde,true,107,1,0,1,1,0,0,4.591126,0.192604,0,46,terca-feira,46,1
manha,true,9,1,0,1,2,0,0,4.464009,0.188789,0,44,terca-feira,44,1
tarde,true,127,1,0,1,1,0,0,4.316545,0.182619,0,43,segunda-feira,43,1
manha,true,6,5,1,6,2,2,184,56.380375,2.385269,0,42,segunda-feira,41,1
madrugada,true,14,2,0,2,10,1,6,5.293475,0.22395,0,15,segunda-feira,15,0
madrugada,true,86,1,0,1,1,0,0,4.41296,0.186698,0,41,segunda-feira,41,1
noite,true,141,1,0,1,1,0,0,4.335571,0.1838,0,41,domingo,41,1
tarde,true,27,7,3,10,3,7,68,64.128208,2.718618,0,59,domingo,41,0
tarde,true,9,2,1,3,1,2,3,13.944607,0.59116,42,21,domingo,19,1
madrugada,true,29,7,0,7,2,5,28,61.874813,2.623098,315,17,domingo,15,1
madrugada,true,217,1,0,1,1,0,0,4.286743,0.181731,0,40,domingo,40,1
noite,true,89,1,0,1,1,0,0,4.280478,0.181465,0,39,sabado,39,1
noite,true,8,2,0,2,1,2,29,8.972385,0.380372,36,12,sabado,10,1
noite,true,86,1,0,1,1,0,0,4.462989,0.189202,0,39,sabado,39,1
tarde,false,65,1,0,1,2,1,26,9.2573,0.392448,0,1,sabado,1,1
manha,true,6,1,0,1,1,1,37,4.688762,0.198772,0,4,sabado,4,1
noite,true,247,1,0,1,1,0,0,4.375729,0.185502,0,37,sexta-feira,37,1
noite,true,86,1,0,1,1,0,0,4.340125,0.183993,0,37,sexta-feira,37,1
madrugada,true,159,1,0,1,1,0,0,4.244223,0.179931,0,36,sexta-feira,36,1
noite,true,86,1,0,1,1,0,0,4.211464,0.179954,0,35,quinta-Feira,35,1
tarde,false,22,1,0,1,2,1,16,9.992524,0.426976,0,2,quinta-Feira,2,1
tarde,true,9,4,4,8,3,6,103,9.045777,0.386522,4,8,quinta-Feira,6,1
noite,true,109,1,0,1,1,0,0,4.371474,0.186797,0,34,quarta-feira,34,1
manha,true,10,0,0,1,1,1,7,0,0,0,1,quarta-feira,1,1
madrugada,true,109,1,0,1,1,0,0,4.300227,0.183406,0,32,quarta-feira,32,1
madrugada,true,109,1,0,1,1,0,0,4.359742,0.185945,0,32,quarta-feira,32,1
noite,true,109,1,0,1,1,0,0,4.63241,0.197571,0,28,terca-feira,28,1
noite,true,109,1,0,1,1,0,0,4.625761,0.197287,0,28,terca-feira,28,1
tarde,true,109,1,0,1,1,0,0,4.72067,0.201335,0,28,terca-feira,28,1
tarde,true,263,1,0,1,1,0,0,4.657255,0.198631,0,28,terca-feira,28,1
madrugada,true,7,6,0,6,3,5,66,49.815469,2.124623,136,45,domingo,28,1
noite,false,28,13,0,13,1,12,54,48.425551,2.065343,138,46,sabado,20,0
noite,true,6,3,0,3,2,2,7,13.635313,0.581544,26,6,sabado,4,1
manha,false,86,1,0,1,1,1,7,4.564402,0.195045,0,2,sabado,2,1
noite,true,3,3,1,4,3,2,74,26.614688,1.137295,108,4,sexta-feira,2,1
madrugada,false,11,1,1,2,2,2,50,9.2526,0.39538,60,2,quarta-feira,2,1
noite,false,2,2,0,2,2,2,6,13.831136,0.591029,18,21,terca-feira,19,1
tarde,true,9,5,1,6,1,5,45,27.913862,1.195153,0,14,terca-feira,10,1
tarde,false,31,1,0,1,1,1,2,4.769208,0.204581,0,2,segunda-feira,2,1
tarde,true,60,3,0,3,1,3,63,14.692223,0.63024,0,6,domingo,6,1
madrugada,true,7,2,1,3,1,2,4,13.313425,0.571095,174,1,sabado,1,1
noite,true,42,7,3,10,3,7,68,68.759388,2.949515,0,49,quinta-Feira,29,0
tarde,true,9,3,0,3,1,3,10,13.075293,0.56088,47,13,quinta-Feira,10,1
tarde,false,11,1,0,1,1,1,2,4.857236,0.20836,0,1,quarta-feira,1,1
manha,true,42,7,3,10,4,7,136,122.207327,5.242254,0,51,quarta-feira,30,1
madrugada,true,5,5,0,5,1,1,2,22.84334,0.97986,0,30,quarta-feira,29,1
madrugada,false,7,2,0,2,1,2,1,9.106732,0.390631,17,15,quarta-feira,10,0
tarde,false,39,3,0,3,1,2,4,13.735822,0.589195,23,22,terca-feira,18,1
manha,true,93,6,0,6,1,5,47,28.729086,1.23711,0,45,terca-feira,30,0
noite,true,34,3,2,5,2,5,259,28.254314,1.216666,0,21,segunda-feira,16,1
tarde,true,20,1,0,1,1,1,2,4.646757,0.200095,0,2,segunda-feira,2,1
madrugada,false,21,6,3,9,1,6,54,43.785633,1.885463,0,50,segunda-feira,30,0
noite,false,10,1,0,1,1,1,2,5.101606,0.219681,0,1,domingo,1,1
madrugada,false,10,1,0,1,3,1,159,14.923372,0.642619,0,1,domingo,1,0
tarde,true,65,16,3,19,6,13,221,90.076992,3.887254,110,72,sabado,29,0
tarde,true,36,1,1,2,1,1,34,9.889873,0.426795,0,3,sabado,3,1
madrugada,false,21,1,0,1,3,1,14,5.039396,0.217474,0,9,sabado,9,1
tarde,false,98,1,0,1,1,1,8,4.733825,0.204295,0,15,sexta-feira,15,1
tarde,true,42,1,0,1,1,0,0,4.300179,0.185573,0,18,sexta-feira,18,0
tarde,true,7,1,0,1,1,1,9,5.040363,0.217516,0,1,sexta-feira,1,1
manha,true,52,1,0,2,1,1,15,5.012348,0.215879,0,5,sexta-feira,5,1
madrugada,true,35,1,0,1,1,0,0,4.659628,0.200689,0,17,sexta-feira,17,1
noite,true,8,1,0,1,1,0,0,4.300179,0.185208,0,16,quinta-Feira,16,1
tarde,true,23,1,0,1,1,0,0,5.293072,0.227977,0,16,quinta-Feira,16,0
tarde,true,20,1,0,1,1,1,17,4.739519,0.204135,0,12,quinta-Feira,12,1
noite,true,5,1,0,1,1,0,0,4.5392,0.195505,0,30,quarta-feira,30,0
tarde,true,7,1,0,1,1,0,0,4.637991,0.19976,0,15,quarta-feira,15,1
tarde,false,3,1,0,1,1,0,0,5.362423,0.230962,0,15,quarta-feira,15,0
noite,true,7,5,0,5,1,5,40,21.511587,0.926512,18,25,terca-feira,12,1
tarde,true,5,1,0,1,1,0,0,5.215704,0.224644,0,15,terca-feira,15,0
tarde,true,23,2,0,2,2,0,0,9.731688,0.419151,0,43,terca-feira,30,0
madrugada,true,26,1,0,1,1,1,17,4.671164,0.20119,0,7,terca-feira,7,1
noite,true,9,2,0,2,1,2,106,9.61897,0.414296,28,15,domingo,14,1
tarde,true,4,1,0,1,5,0,0,9.631464,0.414852,0,14,domingo,14,0
madrugada,true,51,1,0,1,1,0,0,4.349749,0.189987,0,29,domingo,29,1
madrugada,true,52,17,7,24,1,27,399,112.938564,4.932884,7,36,domingo,11,1
noite,true,28,1,0,1,1,1,7,4.50334,0.196696,0,2,sabado,2,0
tarde,false,40,6,0,6,1,6,12,27.936423,1.203295,20,10,sabado,5,1
tarde,false,225,2,0,2,1,2,10,9.370144,0.409267,0,0,sabado,0,1
tarde,true,9,2,0,2,1,2,20,9.239974,0.403581,16,15,sabado,9,1
madrugada,true,6,3,0,3,1,3,4,13.862005,0.605465,28,16,sabado,12,1
madrugada,true,7,1,0,1,1,1,2,4.391852,0.191827,0,2,sabado,2,1
madrugada,true,9,2,0,2,1,2,5,9.143469,0.399369,39,4,sabado,3,1
noite,false,2,1,1,2,1,0,0,5.215009,0.227781,0,14,sexta-feira,14,0
noite,true,8,6,0,6,1,6,19,28.212333,1.232259,4,26,sexta-feira,12,1
noite,true,3,1,0,1,1,0,0,5.288724,0.231001,0,14,sexta-feira,14,0
tarde,true,32,1,0,1,1,1,2,4.866379,0.212554,0,1,sexta-feira,1,1
madrugada,true,2,2,0,2,2,1,14,9.690418,0.42067,0,19,sexta-feira,12,1
noite,false,18,3,0,3,1,2,6,13.715826,0.599079,0,41,quinta-Feira,28,0
tarde,true,10,2,0,2,1,2,15,0,0,0,0,quinta-Feira,0,1
tarde,true,113,2,0,4,1,3,17,9.417805,0.408848,0,30,quinta-Feira,28,0
noite,true,35,1,0,1,1,1,0,4.58844,0.199194,15,1,quarta-feira,1,1
noite,true,7,1,0,1,1,1,9,5.093884,0.221137,0,3,quarta-feira,3,1
tarde,false,81,1,0,1,1,1,22,4.961957,0.21541,0,1,quarta-feira,1,0
tarde,true,21,1,0,1,1,0,0,5.289101,0.229612,0,12,quarta-feira,12,0
noite,false,21,2,0,2,2,1,14,9.690418,0.420683,0,20,terca-feira,12,0
tarde,true,26,1,0,1,1,0,0,4.861967,0.212997,0,11,terca-feira,11,1
tarde,false,28,1,0,1,1,0,0,4.376016,0.191708,0,26,terca-feira,26,1
madrugada,true,77,1,0,1,1,0,0,5.054099,0.221414,0,13,terca-feira,13,0
noite,true,3,1,0,1,2,0,0,5.285029,0.229435,0,14,segunda-feira,14,0
tarde,true,56,5,0,5,1,4,61,23.299858,1.017681,0,38,segunda-feira,29,1
noite,true,29,2,0,2,1,1,2,9.70418,0.427766,0,27,domingo,25,1
noite,true,17,5,0,5,2,3,17,28.225493,1.244198,36,51,domingo,25,0
tarde,true,12,1,0,1,1,0,0,5.093446,0.224522,0,12,domingo,12,0
tarde,true,10,1,1,2,1,2,21,9.689183,0.427105,0,7,domingo,7,1
madrugada,true,27,5,3,8,1,2,156,28.096367,1.230993,0,30,domingo,27,1
noite,true,60,3,0,3,1,2,8,13.185225,0.581208,82,10,sabado,6,1
noite,true,63,1,0,1,1,1,35,4.733728,0.208664,0,7,sabado,7,1
noite,true,119,6,0,9,1,7,70,29.920303,1.318906,0,18,sabado,13,1
noite,true,24,1,0,1,1,0,0,5.134954,0.225879,0,13,sabado,13,0
noite,true,42,3,0,3,1,3,25,14.299513,0.630326,30,9,sabado,7,0
tarde,true,7,3,0,3,1,1,2,13.645384,0.601492,0,37,sabado,25,1
tarde,true,9,4,0,4,1,3,17,18.386352,0.810482,36,31,sabado,13,1
madrugada,true,36,3,0,3,1,3,32,14.333725,0.631854,15,4,sabado,2,1
madrugada,true,7,1,0,1,1,1,0,4.416778,0.194699,33,7,sabado,7,1
tarde,true,11,2,0,2,1,2,5,9.887835,0.435881,0,4,sexta-feira,4,1
tarde,false,24,5,0,6,1,5,76,22.87907,1.006427,4,35,quarta-feira,24,1
madrugada,false,25,1,0,1,1,0,0,4.456736,0.196047,0,24,quarta-feira,24,1
noite,false,29,2,0,2,2,2,12,9.250609,0.406924,39,8,terca-feira,4,0
tarde,true,4,8,0,8,1,7,61,37.329558,1.642087,0,40,segunda-feira,24,0
manha,true,30,3,0,3,1,2,19,14.689257,0.647512,0,14,segunda-feira,14,1
madrugada,true,17,1,0,1,1,1,0,4.651526,0.20462,31,3,segunda-feira,3,1
noite,true,53,3,2,5,1,4,25,23.115215,1.018924,0,27,domingo,26,0
noite,true,35,1,0,1,1,1,61,4.570172,0.201041,0,4,domingo,4,1
madrugada,true,52,1,1,2,1,2,52,9.736729,0.428318,0,15,domingo,15,0
madrugada,true,45,2,1,3,1,2,29,13.896956,0.611326,0,35,domingo,24,0
madrugada,true,78,1,0,1,1,1,25,4.641901,0.204197,0,4,domingo,4,1
madrugada,true,161,3,0,3,1,3,105,13.839656,0.608805,0,10,domingo,6,1
noite,true,57,5,0,5,1,5,56,23.32672,1.02614,17,13,sabado,6,1
noite,true,13,1,0,1,1,0,0,4.908076,0.215906,0,13,sabado,13,1
manha,true,20,1,0,1,1,1,2,5.049238,0.222115,0,1,quarta-feira,1,1
noite,true,54,4,0,4,2,2,23,19.112517,0.844212,0,40,segunda-feira,23,0
tarde,true,6,1,0,1,1,0,0,5.431155,0.239898,0,13,segunda-feira,13,0
madrugada,true,32,1,0,1,1,0,0,4.462134,0.197095,0,23,segunda-feira,23,0
noite,true,20,4,2,6,1,5,241,28.398226,1.254367,0,38,domingo,23,0
noite,true,120,5,0,5,1,5,11,23.378203,1.03263,17,14,domingo,6,1
tarde,true,6,1,0,1,1,0,0,4.378863,0.193417,0,22,domingo,22,1
madrugada,true,56,10,0,10,1,5,29,49.211868,2.173752,7,39,domingo,23,0
tarde,true,40,1,0,1,1,1,0,4.433769,0.195845,1,13,sabado,13,1
manha,true,125,13,2,15,1,14,142,69.782385,3.082379,32,52,sabado,23,1
madrugada,true,53,1,0,1,1,1,0,4.689709,0.207151,12,5,sabado,5,1
manha,true,52,1,0,1,1,1,6,4.628763,0.204453,0,10,sexta-feira,10,1
noite,true,7,1,0,1,1,1,25,4.952189,0.218739,0,3,quinta-Feira,3,1
noite,false,83,3,0,3,1,3,14,13.850672,0.611789,10,16,quarta-feira,9,1
noite,true,19,1,0,1,1,1,0,4.717573,0.208376,10,1,quarta-feira,1,0
tarde,true,83,3,0,3,1,3,5,13.557114,0.598821,117,3,quarta-feira,2,1
tarde,true,46,1,0,1,1,1,64,4.638034,0.204863,0,2,quarta-feira,2,1
tarde,true,6,9,0,9,2,8,438,77.949897,3.443071,212,35,terca-feira,15,1
tarde,true,9,1,0,1,1,0,0,4.859097,0.214628,0,2,segunda-feira,2,1
noite,true,74,2,0,2,1,2,69,9.336702,0.413392,97,1,domingo,1,0
tarde,true,9,4,0,4,2,3,7,9.256589,0.409845,11,10,domingo,9,1
tarde,true,42,2,0,2,1,2,12,9.424934,0.417299,16,8,domingo,8,1
noite,false,75,2,0,2,1,2,132,9.944927,0.440319,0,0,sabado,0,1
madrugada,true,6,1,0,2,1,1,101,4.652897,0.205573,0,25,sexta-feira,25,1
manha,true,7,1,0,1,1,0,0,5.228005,0.230982,0,15,quinta-Feira,15,0
noite,true,4,2,0,2,1,1,0,8.636766,0.380785,7,24,quarta-feira,24,1
noite,true,4,1,0,1,1,0,0,4.456417,0.196478,0,23,quarta-feira,23,0
tarde,true,7,1,0,1,1,0,0,4.505965,0.198663,0,23,quarta-feira,23,1
tarde,true,20,1,0,1,1,1,0,4.477281,0.197396,36,4,quarta-feira,4,1
madrugada,true,7,1,0,1,1,0,0,4.813875,0.212236,0,4,quarta-feira,4,1
tarde,true,4,4,0,5,1,5,26,18.265983,0.805318,0,22,terca-feira,15,1
manha,true,6,1,0,2,1,1,43,4.752431,0.209063,0,23,terca-feira,23,1
noite,true,32,1,0,1,1,1,9,4.812908,0.211724,0,3,segunda-feira,3,1
noite,false,32,1,0,1,1,1,13,4.589191,0.202333,0,7,segunda-feira,7,0
noite,true,18,1,0,1,1,1,28,4.868137,0.215039,0,1,segunda-feira,1,0
tarde,true,7,1,1,2,1,2,78,9.88807,0.437746,0,2,segunda-feira,2,0
madrugada,true,80,7,1,8,1,7,58,31.652223,1.403953,274,8,segunda-feira,5,1
noite,true,40,1,0,1,1,0,0,4.7337,0.209966,0,22,domingo,22,1
noite,true,34,4,0,4,1,4,17,17.652695,0.77829,6,11,domingo,5,1
tarde,true,14,2,0,2,1,2,45,8.948331,0.396909,265,2,domingo,2,1
tarde,true,15,1,0,1,1,1,60,4.605443,0.204302,0,5,domingo,5,1
manha,true,28,8,0,8,1,8,150,36.50237,1.619285,152,24,domingo,11,1
manha,true,14,3,0,3,1,2,2,13.197613,0.585473,0,12,domingo,8,1
madrugada,true,21,18,0,18,1,18,49,74.716725,3.314586,2005,36,domingo,11,1
madrugada,true,24,1,0,1,1,1,50,4.547325,0.201729,0,0,domingo,0,1
madrugada,true,20,5,2,7,1,7,138,32.878819,1.45836,103,17,domingo,14,1
noite,true,172,7,1,8,1,7,78,36.161084,1.604179,1278,17,sabado,8,1
manha,true,42,27,8,35,2,33,648,171.739819,7.747581,162,43,terca-feira,22,1
tarde,false,6,1,0,1,1,1,3,5.145093,0.232107,0,0,segunda-feira,0,1
tarde,true,7,1,0,1,1,1,2,4.994256,0.225302,0,1,segunda-feira,1,1
tarde,true,6,1,0,1,1,1,6,4.719249,0.221289,0,4,segunda-feira,4,1
madrugada,true,74,25,8,33,1,31,580,153.711386,6.934277,79,43,segunda-feira,22,1
madrugada,true,19,5,0,5,1,4,16,22.937942,1.075575,0,18,segunda-feira,11,1
madrugada,true,51,1,0,1,1,1,0,4.258199,0.19967,29,0,segunda-feira,0,1
noite,true,43,8,18,26,1,30,291,122.906169,5.763152,4,35,domingo,21,1
madrugada,false,61,4,5,9,1,4,312,41.028903,1.958468,0,7,domingo,4,0
noite,true,34,1,0,1,1,0,0,4.583612,0.218794,0,18,sabado,18,1
noite,true,7,2,1,3,1,1,18,14.207937,0.6782,0,31,sabado,18,1
noite,true,147,7,7,14,1,13,240,67.158832,3.205751,0,26,sabado,18,1
noite,false,58,1,0,1,3,1,11,4.428609,0.212862,0,11,sexta-feira,11,1
noite,false,5,1,0,1,1,1,33,5.023473,0.241454,0,2,sexta-feira,2,1
noite,true,7,1,0,1,1,0,0,5.193316,0.249618,0,14,quarta-feira,14,1
tarde,true,8,1,0,1,1,1,0,4.559995,0.219178,16,8,quarta-feira,8,1
tarde,true,9,1,0,1,1,1,11,4.979595,0.239346,0,1,quarta-feira,1,0
