@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,10,8,11,7,12,15,17,18,16,19,1,20,53'

@attribute created_at_day_turn {noite,manha,tarde,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute num_commits numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute created_at_week_day {sabado,sexta-feira,quarta-feira,terca-feira,segunda-feira,quinta-Feira,domingo}
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
noite,true,22,1,0,1,1,1,5,4.71163,0.304852,0,5,sabado,5,0
manha,true,61,3,0,3,1,3,93,14.144362,0.915162,0,9,sabado,7,0
noite,true,30,3,0,3,5,3,8,8.981118,0.581092,76,4,sexta-feira,4,1
noite,false,9,1,0,1,1,1,2,4.664378,0.301792,0,7,sexta-feira,7,1
tarde,false,92,1,0,1,1,1,20,4.455437,0.288274,0,4,sexta-feira,4,0
noite,true,6,1,0,1,1,1,5,4.87184,0.316184,0,3,quinta-Feira,3,1
noite,true,6,1,0,1,1,1,0,4.99963,0.324477,143,4,quinta-Feira,4,1
noite,true,2,6,0,6,5,6,35,45.63866,2.961962,51,26,quinta-Feira,13,0
tarde,true,10,2,0,2,1,2,13,9.201023,0.597149,5,5,quinta-Feira,5,1
noite,true,9,1,0,1,1,1,0,3.86484,0.250829,14,25,quarta-feira,25,1
noite,true,5,1,0,1,1,1,0,3.989818,0.25894,2,25,quarta-feira,25,0
tarde,true,7,4,1,6,7,5,1419,113.668678,7.377434,6,37,quarta-feira,30,1
madrugada,false,88,21,2,24,24,19,275,46.478921,3.01662,334,66,quarta-feira,30,1
madrugada,false,6,1,0,1,1,0,0,4.086568,0.26523,0,1,quarta-feira,1,1
tarde,true,8,1,0,1,1,1,8,5.302204,0.344122,0,3,terca-feira,3,1
tarde,true,8,5,1,6,2,3,12,50.427462,3.272831,86,60,terca-feira,30,1
madrugada,true,6,1,0,1,2,1,7,9.383177,0.609006,0,6,terca-feira,6,1
tarde,true,9,1,0,1,1,1,0,4.436743,0.287963,12,6,domingo,6,1
madrugada,true,6,1,0,1,1,0,0,4.486151,0.291169,0,28,domingo,28,1
madrugada,true,4,2,0,2,2,1,98,18.037311,1.170693,0,28,domingo,28,1
madrugada,true,27,1,0,1,1,1,6,4.934377,0.320261,0,4,domingo,4,1
madrugada,true,17,1,0,1,1,1,23,4.905832,0.318408,0,2,domingo,2,1
madrugada,true,6,1,0,1,1,1,5,4.683473,0.303976,0,12,domingo,12,1
noite,true,72,1,0,1,5,1,87,24.580651,1.595382,0,2,sabado,2,0
noite,true,30,1,0,1,1,0,0,5.060531,0.328449,0,16,sabado,16,0
noite,true,21,2,0,2,2,2,130,17.619824,1.143596,0,18,sabado,14,1
noite,true,3,1,0,1,1,0,0,4.558699,0.295877,0,27,sabado,27,1
noite,false,23,1,0,1,1,1,11,4.876142,0.316481,0,2,sabado,2,1
noite,false,11,1,0,1,1,1,6,4.771036,0.309659,0,4,sexta-feira,4,1
noite,false,72,1,0,1,1,1,4,4.573624,0.296846,0,25,sexta-feira,25,0
tarde,false,96,2,0,2,1,2,4,8.732134,0.566755,12,16,quinta-Feira,13,1
tarde,false,34,1,0,1,1,1,0,4.4053,0.285924,7,4,quinta-Feira,4,1
madrugada,false,29,1,0,1,1,1,0,4.380129,0.284279,4,1,quinta-Feira,1,1
madrugada,false,18,1,0,1,1,1,0,4.419724,0.286849,5,1,quinta-Feira,1,1
noite,false,21,1,0,1,1,1,0,4.454632,0.289115,22,1,quarta-feira,1,1
noite,false,40,1,0,1,1,1,0,4.386036,0.284663,6,3,quarta-feira,3,1
noite,false,29,2,0,2,1,2,0,8.871747,0.575795,7,21,quarta-feira,21,1
tarde,false,38,1,0,1,1,1,0,4.263614,0.276717,2,21,quarta-feira,21,1
tarde,false,24,1,0,1,1,1,0,3.74005,0.242737,6,21,quarta-feira,21,1
tarde,false,22,1,0,1,1,1,0,3.76153,0.244131,46,21,quarta-feira,21,1
tarde,true,6,1,0,1,3,1,0,4.574513,0.296895,8,4,quarta-feira,4,0
madrugada,false,398,1,0,1,1,1,90,4.747009,0.309056,0,3,terca-feira,3,0
noite,false,60,1,0,1,1,1,0,4.461421,0.290465,57,4,segunda-feira,4,1
madrugada,true,28,1,0,1,1,1,3,4.457822,0.290232,0,2,segunda-feira,2,1
madrugada,true,111,2,1,3,1,2,111,14.677155,0.955573,0,22,segunda-feira,17,1
madrugada,true,48,5,2,7,9,5,130,51.34459,3.342852,1077,28,segunda-feira,27,1
madrugada,true,7,9,0,9,2,9,0,26.583582,1.730738,67,49,segunda-feira,29,1
noite,true,7,3,0,3,1,3,9,13.729997,0.893908,0,42,domingo,27,1
noite,true,7,1,0,1,1,1,6,4.530637,0.294972,0,1,domingo,1,0
noite,true,9,3,0,3,1,3,28,13.559782,0.882834,48,23,sabado,18,0
noite,true,6,9,0,9,3,9,121,122.062328,7.947091,0,50,sabado,26,1
tarde,true,3,3,0,3,1,1,13,15.221586,0.991013,0,44,sabado,26,1
madrugada,true,11,1,0,1,1,0,0,5.341688,0.347773,0,16,sabado,16,0
noite,false,39,1,0,1,1,1,0,4.241559,0.276153,4,2,sexta-feira,2,1
tarde,false,68,1,0,1,1,1,0,4.40462,0.286769,15,2,sexta-feira,2,1
noite,false,7,1,0,1,1,1,9,4.821924,0.313317,0,0,quinta-Feira,0,1
tarde,true,84,2,1,3,1,2,4,14.697156,0.954985,8,27,quinta-Feira,24,1
tarde,true,9,3,0,3,1,3,4,14.10759,0.919267,20,23,quinta-Feira,17,1
tarde,true,28,2,0,2,1,2,1,9.488218,0.618263,2,4,quinta-Feira,3,1
tarde,true,15,1,0,1,1,0,0,4.734988,0.308537,0,22,quinta-Feira,22,1
tarde,true,66,2,1,3,1,2,5,13.61938,0.887455,0,24,quinta-Feira,22,1
madrugada,false,65,3,0,3,10,3,267,44.584113,2.905152,108,24,quinta-Feira,17,1
tarde,true,2,4,0,4,2,4,12,22.542567,1.468893,24,26,quarta-feira,13,1
madrugada,true,10,3,0,3,1,3,35,13.637712,0.888645,68,31,quarta-feira,16,1
madrugada,true,25,2,0,2,1,2,2,8.648888,0.563569,20,9,quarta-feira,8,1
madrugada,true,15,3,0,3,1,3,10,13.893679,0.905324,4,25,quarta-feira,13,1
noite,true,7,1,0,1,1,1,4,4.6969,0.306054,0,1,terca-feira,1,1
noite,false,35,1,0,1,1,1,0,4.440272,0.289332,5,15,terca-feira,15,1
madrugada,true,34,1,0,1,1,0,0,4.333744,0.283319,0,21,terca-feira,21,1
madrugada,true,37,1,1,2,1,1,21,9.895292,0.646905,0,21,terca-feira,21,0
tarde,true,7,2,0,2,1,2,2,9.292542,0.607511,21,15,segunda-feira,12,1
manha,true,5,0,1,1,3,1,145,15.373909,1.005087,0,0,segunda-feira,0,1
manha,true,114,1,0,1,1,1,13,4.516061,0.295244,0,10,segunda-feira,10,1
noite,true,2,3,0,3,2,3,38,18.710701,1.223233,68,29,domingo,14,1
noite,true,10,3,0,3,1,3,33,13.665851,0.893421,68,29,domingo,14,0
madrugada,true,8,2,0,2,2,2,28,18.307505,1.196876,0,13,domingo,11,1
manha,true,46,1,0,1,1,1,18,4.634962,0.303962,0,3,sabado,3,1
manha,true,42,5,2,7,3,5,1249,33.862527,2.220715,0,21,sabado,16,0
madrugada,true,110,4,2,6,2,5,1249,28.509812,1.869683,0,5,sabado,3,0
noite,false,82,1,0,1,1,1,0,4.252222,0.278862,16,9,sexta-feira,9,0
noite,true,10,1,0,1,2,0,0,4.469214,0.293092,0,19,sexta-feira,19,0
noite,false,15,1,0,1,2,1,0,9.214089,0.604262,15,9,sexta-feira,9,1
noite,false,48,1,0,1,2,1,0,8.247499,0.540873,2,9,sexta-feira,9,1
tarde,false,45,1,0,1,2,1,0,8.734213,0.572792,8,9,sexta-feira,9,1
tarde,false,32,3,0,3,6,2,10,20.932194,1.372739,135,10,sexta-feira,9,1
tarde,true,7,3,0,4,6,1,117,59.589133,3.90787,0,37,sexta-feira,19,1
madrugada,true,47,2,0,2,2,2,11,16.774056,1.100026,32,5,quinta-Feira,3,1
madrugada,true,28,4,2,6,2,5,1230,29.35641,1.925165,0,20,quinta-Feira,16,0
noite,true,27,1,0,1,1,0,0,5.359083,0.351443,0,16,quarta-feira,16,0
noite,true,30,1,2,3,3,3,191,29.035822,1.904141,0,2,quarta-feira,2,1
noite,true,30,1,0,1,1,0,0,5.323362,0.349101,0,16,quarta-feira,16,0
noite,true,7,1,0,1,1,1,3,4.381424,0.287332,0,3,quarta-feira,3,1
tarde,true,7,1,0,1,2,1,0,9.028105,0.592059,14,2,quarta-feira,2,1
madrugada,true,96,1,0,1,2,1,96,9.533715,0.625217,0,2,quarta-feira,2,1
noite,false,35,1,0,1,2,1,0,7.942009,0.520834,88,4,terca-feira,4,1
noite,false,36,1,0,1,1,1,0,3.315823,0.21745,4,4,terca-feira,4,1
noite,false,45,1,0,1,2,1,0,8.623268,0.56551,126,4,terca-feira,4,1
noite,false,38,1,0,1,1,1,0,4.139832,0.271489,12,4,terca-feira,4,1
noite,false,153,11,0,11,8,11,59,17.514955,1.148624,91,10,terca-feira,7,1
tarde,false,28,1,0,1,3,1,0,11.966456,0.784755,530,4,terca-feira,4,1
tarde,false,34,1,0,1,1,1,0,4.539579,0.297704,5,1,terca-feira,1,1
tarde,false,27,1,0,1,1,1,0,4.56111,0.299116,12,2,terca-feira,2,1
tarde,false,43,1,0,1,1,1,0,4.573283,0.299914,3,6,terca-feira,6,1
tarde,false,39,1,0,1,1,1,0,4.091953,0.268349,8,24,terca-feira,24,1
tarde,false,27,1,0,1,1,1,0,4.57057,0.299736,5,24,terca-feira,24,1
tarde,false,33,1,0,1,2,1,0,8.226278,0.539476,6,24,terca-feira,24,1
madrugada,true,7,8,5,13,17,8,529,90.486594,5.934074,0,37,terca-feira,19,0
madrugada,true,6,10,4,14,24,8,599,195.537589,12.823275,40,36,terca-feira,19,0
madrugada,false,48,1,0,1,1,1,0,3.982449,0.261167,8,3,terca-feira,3,1
?,false,31,1,0,1,1,1,0,4.153373,0.272376,9,8,segunda-feira,8,1
noite,false,32,1,0,1,1,1,0,4.034432,0.264576,13,24,segunda-feira,24,1
noite,false,34,1,0,1,1,1,3,4.251386,0.278804,0,7,segunda-feira,7,1
noite,false,43,1,0,1,1,1,0,4.077925,0.267429,8,24,segunda-feira,24,1
tarde,false,29,5,0,5,2,5,206,45.446878,2.980385,188,18,segunda-feira,8,1
tarde,false,43,1,0,1,1,1,0,3.549181,0.232752,9,22,segunda-feira,22,1
tarde,false,41,1,0,1,1,1,0,4.111205,0.26961,8,22,segunda-feira,22,1
madrugada,true,65,1,0,1,1,0,0,4.923613,0.322887,0,15,segunda-feira,15,1
madrugada,true,55,3,2,5,3,5,3124,57.399385,3.764206,0,4,segunda-feira,3,0
madrugada,false,15,1,0,1,2,1,5,4.586511,0.30078,0,3,segunda-feira,3,1
madrugada,true,30,4,3,7,1,9,1151,32.257101,2.136272,0,28,domingo,26,1
noite,true,7,1,0,1,1,1,12,4.605364,0.304997,0,2,sabado,2,1
madrugada,false,28,1,0,1,1,1,0,4.600074,0.304648,10,15,sabado,15,1
madrugada,false,34,1,0,1,1,1,0,4.46761,0.295875,16,15,sabado,15,1
madrugada,false,20,1,0,1,2,1,0,9.078719,0.601253,8,15,sabado,15,1
madrugada,false,19,1,0,1,2,1,0,9.078926,0.601267,8,15,sabado,15,1
noite,false,64,1,0,1,2,1,0,8.749409,0.579444,24,15,sexta-feira,15,1
noite,false,17,4,0,4,2,4,56,13.234753,0.876493,288,11,sexta-feira,8,1
noite,true,44,2,0,2,4,2,362,22.418377,1.484694,351,6,sexta-feira,5,1
noite,true,7,1,0,1,1,1,0,4.371939,0.289539,118,5,sexta-feira,5,0
manha,true,52,6,1,7,1,8,600,32.176467,2.137786,2,36,sexta-feira,24,1
manha,false,18,3,0,3,2,3,167,17.970692,1.193962,0,34,sexta-feira,24,1
madrugada,false,28,1,0,1,1,1,2,4.766073,0.316653,0,7,sexta-feira,7,0
tarde,false,21,4,0,4,3,3,18,28.753512,1.910351,0,12,quinta-Feira,6,1
noite,true,5,2,0,2,2,1,0,9.641492,0.64057,14,17,quarta-feira,15,0
tarde,false,17,1,0,1,2,1,18,9.517422,0.632326,0,23,quarta-feira,23,1
madrugada,true,11,1,0,1,2,1,9,8.862635,0.588823,0,1,quarta-feira,1,1
madrugada,false,22,2,0,2,3,2,0,13.239778,0.879635,250,6,quarta-feira,6,1
madrugada,false,19,1,0,1,1,1,0,4.361285,0.289759,50,6,quarta-feira,6,1
noite,false,19,1,0,1,1,1,0,4.170048,0.277053,50,6,terca-feira,6,1
noite,false,19,1,0,1,1,1,0,4.073173,0.270617,52,6,terca-feira,6,1
noite,false,23,1,0,1,1,1,0,4.254665,0.282675,30,6,terca-feira,6,1
noite,false,23,1,0,1,1,1,0,4.164298,0.276671,32,6,terca-feira,6,1
noite,false,41,1,0,1,1,1,0,4.251859,0.282488,30,6,terca-feira,6,1
noite,false,41,1,0,1,1,1,0,4.197719,0.278891,34,6,terca-feira,6,1
noite,false,49,1,0,1,1,1,0,4.379191,0.290948,34,6,terca-feira,6,1
noite,false,50,1,0,1,1,1,0,4.310459,0.286382,36,6,terca-feira,6,1
noite,false,48,2,0,2,1,2,8,8.714547,0.578984,0,15,terca-feira,14,1
noite,false,69,1,0,1,1,1,2,4.499356,0.298932,0,3,terca-feira,3,1
noite,true,33,12,0,12,2,11,251,101.974267,6.795972,86,37,segunda-feira,22,1
noite,true,8,5,1,6,2,4,77,25.984363,1.731702,121,35,segunda-feira,22,1
madrugada,true,25,15,4,19,7,12,263,46.316901,3.086743,86,48,segunda-feira,22,1
noite,true,25,9,0,9,3,9,357,101.715422,6.845113,0,43,domingo,28,0
tarde,true,136,17,0,17,2,17,770,153.164587,10.308617,653,65,domingo,27,1
noite,true,174,1,3,4,1,5,1228,19.36199,1.303144,0,0,sabado,0,1
noite,false,32,1,0,1,1,1,0,3.822054,0.25724,5,7,sabado,7,1
tarde,true,8,1,1,2,1,1,0,8.349804,0.561977,61,2,sabado,2,0
noite,false,34,1,0,1,1,1,0,3.675459,0.247374,11,6,sexta-feira,6,1
noite,false,9,1,0,1,1,1,2,4.595161,0.309274,0,1,sexta-feira,1,1
noite,false,20,2,0,2,2,2,6,5.019091,0.337807,0,4,sexta-feira,4,1
noite,true,22,1,0,1,1,1,0,4.347099,0.292579,15,1,sexta-feira,1,1
tarde,false,86,1,0,1,1,1,0,4.365742,0.293834,9,1,sexta-feira,1,0
madrugada,true,12,1,0,1,1,1,8,4.662309,0.313795,0,7,sexta-feira,7,1
noite,true,9,1,0,1,1,0,0,5.029655,0.338519,0,13,quinta-Feira,13,1
tarde,true,34,1,0,1,1,1,31,4.595891,0.309324,0,24,quinta-Feira,24,1
manha,true,332,1,0,1,1,1,1,4.954606,0.333468,0,24,quinta-Feira,24,1
madrugada,true,8,2,0,2,2,1,4,19.94263,1.342233,0,16,quinta-Feira,13,1
noite,false,30,1,0,1,2,1,0,9.286505,0.625026,20,4,quarta-feira,4,1
noite,false,83,1,0,1,1,1,0,4.215524,0.283725,42,4,quarta-feira,4,1
noite,false,6,17,0,17,6,17,447,93.968351,6.324515,451,61,quarta-feira,24,1
noite,false,41,1,0,1,1,1,0,4.214359,0.283646,2,4,quarta-feira,4,1
noite,true,36,1,0,1,1,1,4,4.463567,0.300419,0,1,quarta-feira,1,0
tarde,true,1,1,0,1,4,1,0,15.626695,1.051727,88,2,quarta-feira,2,0
tarde,false,94,1,0,1,2,1,8,8.945208,0.602033,0,1,quarta-feira,1,1
madrugada,true,9,3,0,3,2,2,5,25.486299,1.715287,0,14,quarta-feira,12,1
noite,false,56,1,0,1,5,1,0,19.606527,1.319565,102,2,terca-feira,2,1
manha,true,9,3,0,3,1,3,7,13.35902,0.899093,51,9,terca-feira,6,0
manha,true,23,1,0,1,1,1,2,5.165557,0.347654,0,5,terca-feira,5,0
manha,true,110,4,0,4,3,4,157,57.097092,3.842787,0,41,terca-feira,23,1
madrugada,false,23,1,0,1,1,1,2,5.165557,0.347656,0,5,terca-feira,5,0
noite,false,51,1,0,1,1,1,15,4.896329,0.329536,0,5,segunda-feira,5,1
madrugada,true,55,1,0,1,3,1,588,14.075238,0.947301,0,23,segunda-feira,23,1
madrugada,true,44,4,0,4,3,2,147,42.674393,2.872101,0,42,segunda-feira,23,1
madrugada,false,5,1,1,2,1,1,0,8.349804,0.561964,61,2,segunda-feira,2,1
madrugada,true,24,1,0,1,1,1,12,4.976033,0.3349,0,1,segunda-feira,1,1
noite,true,169,1,0,1,1,1,11,4.744904,0.32031,0,5,domingo,5,1
tarde,false,9,3,0,3,3,3,7,8.756492,0.591116,55,5,domingo,5,0
tarde,false,9,1,0,1,1,1,8,4.130947,0.278864,0,5,domingo,5,0
manha,true,20,1,0,1,1,1,4,4.61583,0.316504,0,1,domingo,1,1
madrugada,true,41,10,6,16,1,10,401,51.80155,3.551964,1201,36,domingo,21,1
madrugada,false,17,1,0,1,1,1,14,4.979915,0.341466,0,4,domingo,4,1
tarde,true,6,1,0,1,1,0,0,4.385338,0.300697,0,17,sabado,17,1
tarde,true,122,2,2,4,1,4,0,18.781461,1.296418,260,1,sabado,1,0
noite,false,116,18,8,26,8,19,446,89.200863,6.157363,1476,52,sexta-feira,21,1
manha,true,2,8,2,10,4,7,0,75.991259,5.24553,591,17,sexta-feira,15,0
manha,true,19,1,0,1,1,1,3,4.587463,0.317712,0,5,sexta-feira,5,1
noite,false,119,3,0,3,3,2,8,28.684931,1.986612,61,18,quinta-Feira,15,1
noite,true,6,0,1,1,1,1,115,4.826037,0.334233,0,0,quinta-Feira,0,1
tarde,true,6,2,0,2,2,2,30,12.998999,0.900263,74,20,quinta-Feira,19,1
manha,false,342,8,3,11,5,7,0,52.014117,3.602015,727,17,quarta-feira,15,1
madrugada,true,14,3,0,3,1,3,4,13.07993,0.905795,24,3,quarta-feira,2,1
tarde,true,43,7,0,7,5,7,625,30.946839,2.143091,946,34,terca-feira,21,0
tarde,false,18,1,0,1,2,1,22,4.975178,0.344535,0,2,terca-feira,2,1
noite,true,38,3,0,3,1,2,24,14.184269,0.982266,0,28,segunda-feira,18,1
tarde,true,51,1,0,1,1,0,0,5.192409,0.359576,0,11,segunda-feira,11,1
manha,true,126,2,0,2,1,2,30,8.853231,0.61309,36,1,segunda-feira,1,1
manha,true,14,7,0,7,1,7,198,30.946839,2.143091,481,34,segunda-feira,21,0
madrugada,true,23,2,0,2,1,2,17,8.570256,0.593494,111,2,segunda-feira,2,0
madrugada,true,49,1,0,1,1,1,2,4.752993,0.329154,0,0,segunda-feira,0,1
manha,false,35,1,0,1,1,1,10,4.954932,0.34314,0,3,domingo,3,1
manha,true,70,1,0,1,2,1,0,4.267131,0.2953,105,2,domingo,2,0
madrugada,true,8,1,0,1,1,1,2,4.847313,0.335451,0,2,domingo,2,1
madrugada,true,18,2,0,2,1,2,30,8.788589,0.608201,56,20,domingo,19,0
madrugada,false,111,21,0,21,1,0,0,13.173505,0.911652,0,5,domingo,1,1
madrugada,true,20,1,0,1,1,1,2,4.871151,0.337337,0,5,domingo,5,1
madrugada,false,107,10,1,11,1,10,28,54.652841,3.815069,0,17,domingo,6,1
noite,true,27,5,1,6,1,5,40,23.630031,1.649506,0,6,sabado,4,1
noite,true,7,2,0,2,1,2,5,9.140835,0.638081,10,11,sexta-feira,10,1
noite,false,13,1,0,1,1,1,2,4.600878,0.321167,0,5,sexta-feira,5,1
madrugada,false,8,1,0,1,1,1,4,4.60605,0.321528,0,1,sexta-feira,1,1
noite,false,16,4,0,4,5,3,19,22.375951,1.561965,44,30,quinta-Feira,16,1
madrugada,false,57,1,0,1,1,1,1,4.710346,0.33003,0,0,quinta-Feira,0,0
noite,true,6,1,0,1,1,0,0,4.516068,0.316426,0,14,quarta-feira,14,1
manha,false,38,1,0,1,1,1,8,4.747935,0.332672,0,1,quarta-feira,1,1
madrugada,false,2,1,0,1,1,1,2,4.156115,0.291211,0,2,quarta-feira,2,1
madrugada,false,42,1,0,1,1,1,2,5.046503,0.353593,0,0,terca-feira,0,1
madrugada,false,26,2,0,2,1,1,12,9.559782,0.669825,0,4,terca-feira,4,0
madrugada,true,27,1,0,1,1,1,21,4.770325,0.334242,0,2,terca-feira,2,1
tarde,false,10,2,2,4,3,2,194,44.338472,3.106662,0,7,segunda-feira,7,1
manha,true,14,2,0,2,1,2,6,8.986528,0.629659,65,10,segunda-feira,9,1
madrugada,true,32,6,0,6,3,6,707,49.706161,3.48276,1124,46,segunda-feira,21,1
madrugada,true,64,1,0,1,1,1,53,4.56894,0.321942,0,21,segunda-feira,21,1
madrugada,true,23,0,1,1,1,1,57,5.264884,0.370981,0,0,segunda-feira,0,1
noite,true,62,5,1,6,1,4,79,24.342842,1.715279,0,31,domingo,16,1
noite,true,6,1,0,1,1,1,4,4.846683,0.341514,0,5,domingo,5,1
noite,true,6,1,0,1,1,1,2,5.01131,0.35427,0,2,domingo,2,1
noite,true,4,3,1,4,1,2,4,19.355004,1.368285,9,22,domingo,13,1
madrugada,true,7,1,0,1,1,1,18,4.617689,0.326443,0,18,domingo,18,1
madrugada,true,46,6,0,6,1,6,353,26.480851,1.87204,270,48,domingo,21,1
madrugada,true,122,9,0,9,1,8,86,41.104559,2.905889,151,52,domingo,20,1
madrugada,true,2,2,0,2,2,1,52,9.613627,0.679636,0,26,domingo,16,0
noite,true,51,1,0,1,1,1,52,4.310995,0.304766,0,16,sabado,16,1
tarde,true,2,1,0,1,1,0,0,5.3961,0.381478,0,10,sabado,10,0
tarde,true,4,2,0,2,1,1,6,0,0,0,0,sabado,0,1
manha,true,59,3,0,3,1,3,496,13.535911,0.956914,0,29,sabado,20,1
manha,true,47,2,0,2,1,2,1,0,0,29,0,sabado,0,1
manha,true,19,10,0,10,4,10,689,69.253202,4.895817,130,43,sabado,20,0
madrugada,true,7,1,0,1,1,1,54,4.567668,0.320793,0,1,sabado,1,1
tarde,true,5,0,2,2,1,1,52,4.587162,0.325026,0,0,sexta-feira,0,1
noite,false,8,1,0,1,1,1,4,4.222591,0.299193,0,14,quinta-Feira,14,1
madrugada,true,36,1,0,1,1,1,0,4.18486,0.29652,189,3,quinta-Feira,3,1
noite,true,13,4,0,4,1,1,32,18.821006,1.342548,0,3,quarta-feira,2,1
noite,true,7,1,0,1,1,1,4,4.894317,0.346789,0,1,quarta-feira,1,1
tarde,true,10,4,0,6,1,41,10,18.039767,1.278216,32,4,quarta-feira,4,1
manha,false,5,1,0,1,1,1,4,4.770226,0.337997,0,5,terca-feira,5,1
madrugada,true,85,2,0,2,1,2,0,8.626952,0.611243,3,0,segunda-feira,0,1
madrugada,true,5,1,0,1,1,1,2,4.815492,0.341191,0,3,segunda-feira,3,1
noite,true,49,1,0,1,1,0,0,4.962852,0.351632,0,9,domingo,9,0
noite,true,8,1,0,1,1,0,0,5.318357,0.37682,0,9,domingo,9,0
tarde,true,2,1,0,1,1,0,0,5.358674,0.379677,0,10,domingo,10,0
tarde,true,8,1,0,1,1,1,0,4.605754,0.326329,21,0,domingo,0,1
manha,true,19,2,0,2,1,2,11,9.774581,0.69255,19,21,domingo,13,1
madrugada,true,2,1,0,1,1,0,0,5.326495,0.377393,0,9,domingo,9,0
noite,true,8,4,0,4,1,4,16,17.500265,1.239937,15,35,sabado,19,1
tarde,true,9,4,0,4,1,4,0,17.546009,1.24316,139,20,sexta-feira,14,1
madrugada,false,167,1,0,1,4,1,17,4.734611,0.335452,0,12,quinta-Feira,12,1
tarde,true,7,4,0,4,1,3,20,19.095817,1.352958,0,30,quarta-feira,14,1
manha,true,27,5,0,5,1,5,65,23.855135,1.69016,0,2,quarta-feira,2,0
madrugada,false,46,1,0,1,1,1,2,4.749777,0.336526,0,2,terca-feira,2,0
madrugada,false,34,1,0,1,1,0,0,4.55737,0.322894,0,0,terca-feira,0,1
madrugada,true,14,3,0,3,3,3,14,23.590251,1.671382,102,35,domingo,16,0
madrugada,false,38,3,0,3,4,3,14,9.384989,0.664931,102,25,domingo,13,1
tarde,true,119,5,0,5,3,5,67,28.604281,2.026591,0,1,sexta-feira,1,1
tarde,false,29,1,0,1,4,1,216,4.047811,0.286784,0,18,sexta-feira,18,1
madrugada,true,71,3,0,3,1,3,37,14.87727,1.054043,0,3,sexta-feira,3,1
tarde,true,7,1,0,1,1,1,0,4.409542,0.312413,45,12,quinta-Feira,12,1
noite,true,2,3,0,3,10,2,127,57.739764,4.09095,0,15,quarta-feira,14,0
madrugada,false,57,2,0,2,5,2,7,18.016785,1.276963,117,24,quarta-feira,12,0
madrugada,true,3,3,0,3,2,0,0,14.896738,1.055825,0,4,quarta-feira,3,1
madrugada,true,3,3,0,3,2,0,0,14.896498,1.055808,0,4,quarta-feira,3,0
noite,true,27,1,0,1,1,1,4,5.089418,0.360714,0,1,terca-feira,1,1
tarde,true,7,5,0,5,2,5,141,23.382486,1.657243,31,39,terca-feira,20,1
madrugada,true,33,2,0,2,1,0,0,9.344694,0.664666,0,3,terca-feira,3,0
madrugada,true,10,1,0,1,1,0,0,3.782069,0.26901,0,0,terca-feira,0,1
noite,true,28,1,1,2,1,2,337,10.296274,0.732353,0,3,segunda-feira,3,1
noite,true,5,1,0,1,1,0,0,4.681955,0.333018,0,1,segunda-feira,1,0
noite,true,3,1,0,1,1,0,0,4.508004,0.321781,0,13,segunda-feira,13,1
madrugada,true,5,1,0,1,1,1,2,4.465202,0.320901,0,4,quarta-feira,4,1
noite,true,18,1,1,2,1,2,175,9.210759,0.66194,0,14,domingo,14,1
madrugada,true,43,1,0,1,1,1,4,4.836723,0.347596,0,4,domingo,4,1
madrugada,true,32,3,0,3,1,3,35,13.668266,0.982282,114,23,domingo,11,1
noite,true,67,1,0,1,2,1,64,10.23931,0.735857,0,4,sexta-feira,4,1
tarde,true,40,1,0,1,1,1,26,4.924415,0.355205,0,2,sexta-feira,2,1
manha,true,43,1,0,1,1,1,1,4.746911,0.34947,0,1,segunda-feira,1,1
noite,true,39,0,1,1,2,1,820,10.414597,0.766727,0,0,domingo,0,1
madrugada,true,80,5,2,7,2,5,81,29.333349,2.159535,10,16,domingo,11,0
noite,true,60,3,0,3,1,3,16,14.655282,1.078929,0,6,sabado,3,1
