@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,10,8,12,7,11,15,9,1,16,17,18,19,20,53'

@attribute description_length numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_added numeric
@attribute src_files numeric
@attribute num_commits numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute created_at_week_day {terca-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,quarta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
37,tarde,6,1,6,9,7,102,0,quinta-Feira,56,32.298184,0.039396,35,28,1
29,tarde,1,0,1,1,1,2,0,quinta-Feira,0,4.862021,0.005932,26,26,1
27,manha,1,3,4,1,4,30,0,quinta-Feira,36,18.68561,0.030714,2,2,0
41,madrugada,2,0,2,1,2,0,0,quinta-Feira,15,10.087175,0.012306,8,6,1
9,madrugada,3,0,1,3,3,4,0,quinta-Feira,0,4.550267,0.005551,2,2,1
19,noite,1,0,1,1,1,3,0,quarta-feira,0,4.54154,0.00554,28,28,1
5,noite,1,0,0,1,1,0,0,quarta-feira,0,0,0,0,0,0
108,noite,1,0,1,3,1,12,0,quarta-feira,0,9.6822,0.01181,28,28,0
66,noite,3,0,3,1,3,55,0,quarta-feira,32,14.793574,0.018045,30,18,0
58,noite,11,1,12,2,12,55,0,quarta-feira,31,0,0,0,0,1
52,noite,558,59,536,65,762,23311,145,quarta-feira,2519,3143.352777,3.834834,299,26,1
10,tarde,1,0,0,1,1,0,0,quarta-feira,0,4.511085,0.005502,7,7,0
36,tarde,0,1,1,1,1,0,0,quarta-feira,58,4.882642,0.005956,0,0,1
42,tarde,1,0,1,3,1,28,0,quarta-feira,0,4.536905,0.005534,4,4,1
41,tarde,56,0,56,1,56,140,0,quarta-feira,91,266.725237,0.325344,111,28,0
22,tarde,1,0,0,2,1,0,0,quarta-feira,0,4.310051,0.005258,5,5,1
19,manha,1,0,0,1,1,0,0,quarta-feira,0,4.607974,0.005622,12,12,0
78,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.421738,0.005394,12,12,1
9,madrugada,3,1,3,5,5,24,1,quarta-feira,66,8.931234,0.010894,7,7,1
16,madrugada,2,0,0,1,2,0,0,quarta-feira,0,9.211643,0.011238,9,7,0
17,madrugada,1,0,0,1,1,0,0,quarta-feira,0,0,0,0,0,0
11,noite,3,0,2,4,3,18,0,terca-feira,0,14.38356,0.017545,24,20,1
13,noite,2,0,2,1,2,94,0,terca-feira,0,10.313748,0.012583,28,21,0
33,noite,3,0,3,1,3,20,0,terca-feira,0,14.230494,0.017358,36,28,0
30,tarde,4,1,3,1,5,20,0,terca-feira,53,24.516071,0.029911,10,10,0
102,madrugada,3,0,3,1,3,163,0,terca-feira,0,14.294308,0.017414,5,5,0
72,madrugada,1,0,0,1,1,0,0,terca-feira,0,4.179278,0.005091,4,4,0
45,noite,1,0,1,1,1,2,0,segunda-feira,0,4.418908,0.005383,2,2,0
13,noite,1,0,0,1,1,0,0,segunda-feira,0,4.519676,0.005514,0,0,1
43,noite,2,0,2,1,2,2,0,segunda-feira,12,9.225865,0.011239,2,2,1
30,noite,2,0,2,2,2,2,0,segunda-feira,5,9.553667,0.011657,2,2,0
38,noite,1,0,1,1,1,0,0,segunda-feira,5,4.857025,0.005926,0,0,0
21,noite,1,0,1,1,1,0,0,segunda-feira,14,4.729841,0.005762,1,1,1
77,tarde,1,0,1,1,1,25,0,segunda-feira,0,5.026701,0.006124,23,23,1
55,tarde,2,0,2,1,2,6,0,segunda-feira,5,0,0,0,0,0
33,manha,1,0,1,1,1,6,0,segunda-feira,0,4.529543,0.005526,6,6,1
81,manha,1,0,1,1,1,3,0,segunda-feira,0,5.294788,0.00645,18,18,0
55,manha,1,0,1,1,1,0,0,segunda-feira,9,4.990312,0.006079,1,1,0
1306,manha,2,0,2,1,2,96,0,segunda-feira,0,10.39319,0.01268,27,20,1
104,tarde,18,8,26,1,26,728,0,domingo,0,121.368263,0.148041,60,12,0
33,noite,1,1,2,1,2,5,0,sabado,52,10.032521,0.012237,4,4,1
86,tarde,1,0,1,1,1,35,0,sabado,0,4.620663,0.005629,0,0,1
24,tarde,259,30,398,28,292,14611,3,sabado,364,1404.622023,1.711169,207,25,0
19,tarde,258,30,397,28,291,14611,3,sabado,364,1404.980448,1.711606,204,25,0
30,manha,259,30,398,28,292,14615,3,sabado,364,1404.92443,1.711538,206,25,0
34,manha,259,30,397,28,292,14605,3,sabado,364,1405.002479,1.711633,208,25,0
187,manha,21,7,35,1,61,3824,33,sabado,1788,132.584334,0.16152,28,26,0
115,manha,1,0,1,1,1,13,0,sabado,0,4.474945,0.005452,25,25,0
1225,madrugada,2,0,2,1,2,89,0,sabado,0,9.931613,0.012279,29,25,1
101,noite,3,0,2,2,3,1,0,sexta-feira,50,9.478273,0.011563,4,3,0
96,tarde,12,1,8,5,13,244,0,quinta-Feira,85,60.977874,0.074286,72,23,0
6,tarde,11,1,8,6,12,244,0,quinta-Feira,85,56.844917,0.069338,73,25,0
57,tarde,1,0,1,6,1,222,0,quinta-Feira,0,31.621334,0.038571,17,17,1
14,noite,1,0,0,1,1,0,0,quarta-feira,0,4.690726,0.005762,3,3,0
9,noite,1,0,0,1,1,0,0,quarta-feira,0,4.571605,0.005616,2,2,1
46,noite,4,1,5,1,5,19,0,quarta-feira,19,22.651315,0.027825,9,6,1
44,noite,1,0,0,1,1,0,0,quarta-feira,0,4.528982,0.005563,2,2,1
29,noite,1,0,1,1,1,2,0,quarta-feira,0,4.291024,0.005271,0,0,0
6,tarde,1,0,1,1,1,88,0,quarta-feira,0,5.334073,0.006554,14,14,1
48,tarde,1,0,1,1,1,4,0,quarta-feira,0,4.238601,0.005208,10,10,0
44,tarde,2,0,1,1,2,0,0,quarta-feira,4,9.372403,0.011516,12,10,0
27,tarde,1,0,0,1,1,0,0,quarta-feira,0,4.338637,0.005331,1,1,0
10,manha,1,0,1,1,1,4,0,quarta-feira,0,4.544143,0.005584,6,6,1
57,manha,1,0,1,1,1,2,0,quarta-feira,0,4.732539,0.005819,17,17,1
44,manha,1,0,1,1,1,2,0,quarta-feira,0,5.309273,0.006528,17,17,1
30,manha,1,0,1,1,1,16,0,quarta-feira,0,5.030489,0.006185,0,0,0
24,manha,1,0,1,1,1,1,0,quarta-feira,0,3.946384,0.004852,1,1,0
30,manha,1,0,1,1,1,2,0,quarta-feira,0,4.383161,0.005389,10,10,0
1020,manha,2,0,2,1,2,94,0,quarta-feira,0,9.981272,0.012265,27,23,1
15,tarde,1,0,1,1,1,23,0,terca-feira,0,4.844881,0.005957,4,4,1
35,tarde,3,0,2,1,3,4,0,terca-feira,0,14.640711,0.018001,2,2,1
12,manha,1,1,2,1,2,4,0,terca-feira,55,9.568871,0.011765,11,11,0
83,noite,1,1,2,1,2,5,0,segunda-feira,28,8.923374,0.010972,2,2,0
41,tarde,2,0,0,1,2,0,0,segunda-feira,0,9.880406,0.012148,3,3,1
23,tarde,1,0,1,1,1,10,0,segunda-feira,0,4.619088,0.005679,14,14,1
31,manha,4,2,6,4,6,15,0,segunda-feira,48,29.00058,0.03566,17,17,0
99,madrugada,4,1,3,1,5,101,0,segunda-feira,19,23.460278,0.028847,12,6,0
24,madrugada,1,0,0,1,1,0,0,domingo,0,4.632552,0.005696,3,3,0
33,madrugada,2,1,2,3,3,9,0,domingo,98,27.955824,0.034375,17,11,0
30,noite,1,0,0,1,1,0,0,sabado,0,4.371053,0.005374,2,2,1
16,tarde,54,10,58,28,97,4309,33,sabado,2027,51.416076,0.063222,34,11,1
38,manha,3,1,4,1,4,32,0,sabado,57,0,0,0,0,0
166,manha,2,0,1,1,2,0,0,sabado,59,9.014344,0.011084,2,2,0
31,madrugada,3,0,1,2,3,72,0,sabado,0,18.940189,0.023289,3,2,0
9,madrugada,1,0,0,1,1,0,0,sabado,0,4.398804,0.005409,5,5,1
12,?,1,0,0,1,1,0,0,sexta-feira,0,4.768658,0.005863,0,0,0
62,noite,1,0,1,1,1,12,0,sexta-feira,0,4.443345,0.005464,1,1,1
30,tarde,1,1,2,3,3,0,1,sexta-feira,189,9.789585,0.012037,2,2,0
39,tarde,1,1,2,2,2,10,0,sexta-feira,9,9.283471,0.011415,4,4,0
63,tarde,3,1,3,3,4,12,0,sexta-feira,288,0,0,0,0,0
27,tarde,1,0,1,1,1,4,0,sexta-feira,0,4.685562,0.005761,14,14,0
57,manha,1,1,3,2,3,0,1,sexta-feira,420,19.824539,0.024377,6,4,0
12,manha,0,1,1,1,1,112,0,sexta-feira,0,5.042004,0.0062,0,0,1
26,madrugada,0,1,2,1,2,0,1,sexta-feira,66,4.919938,0.00605,1,1,1
29,madrugada,0,1,2,1,2,0,1,sexta-feira,80,4.955767,0.006094,1,1,1
31,madrugada,0,1,3,1,10,0,9,sexta-feira,107,4.98831,0.006134,0,0,1
31,madrugada,3,0,2,2,3,17,0,sexta-feira,4,14.051697,0.017279,19,11,0
43,noite,8,0,7,1,8,40,0,quinta-Feira,15,38.972739,0.047925,24,10,1
32,noite,1,0,2,2,1,0,0,quinta-Feira,45,4.879772,0.006001,0,0,0
12,noite,22,0,22,4,22,70,0,quinta-Feira,26,101.364024,0.124647,28,9,0
32,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.658917,0.005729,8,8,1
64,tarde,1,0,1,1,1,6,0,quinta-Feira,0,5.012642,0.006164,22,22,1
44,tarde,1,0,0,1,1,0,0,quinta-Feira,0,4.511448,0.005548,4,4,1
8,manha,1,0,1,1,1,8,0,quinta-Feira,0,4.870439,0.005989,19,19,0
61,manha,2,0,2,4,2,36,0,quinta-Feira,7,22.869266,0.028122,9,8,0
58,madrugada,2,1,4,2,3,76,0,quinta-Feira,0,13.84195,0.017024,15,11,1
59,noite,3,0,1,2,3,72,0,quarta-feira,0,18.993902,0.023355,6,5,1
135,noite,10,1,10,5,11,519,0,quarta-feira,1080,102.894523,0.126551,57,22,1
42,tarde,1,0,0,2,1,0,0,quarta-feira,0,4.40531,0.005418,5,5,1
30,tarde,1,0,1,1,1,2,0,quarta-feira,0,4.517667,0.005557,4,4,1
157,tarde,1,0,1,1,1,4,0,quarta-feira,0,3.856191,0.004743,3,3,0
55,tarde,1,0,1,1,1,20,0,quarta-feira,0,4.523524,0.005564,1,1,1
18,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.648166,0.005717,4,4,0
22,madrugada,1,0,1,1,1,2,0,quarta-feira,0,4.850747,0.005966,0,0,1
38,madrugada,2,0,0,2,2,0,0,quarta-feira,0,18.429706,0.022668,6,4,1
17,noite,4,1,4,2,5,74,0,terca-feira,44,18.538153,0.022802,15,8,1
37,noite,1,0,1,1,1,7,0,terca-feira,0,5.004195,0.006155,1,1,1
18,noite,1,0,1,2,1,5,0,terca-feira,0,4.882589,0.006006,1,1,0
17,noite,2,0,2,1,2,3,0,terca-feira,3,9.237016,0.011361,21,15,1
91,noite,1,0,1,3,1,0,0,terca-feira,21,4.851689,0.005968,2,2,1
40,noite,1,0,1,2,1,0,0,terca-feira,12,4.970589,0.006114,1,1,1
104,noite,1,5,6,3,6,239,0,terca-feira,221,28.282269,0.034787,0,0,1
224,tarde,4,4,7,2,8,1882,0,terca-feira,370,0,0,0,0,1
7,tarde,1,0,1,1,1,136,0,terca-feira,0,0,0,0,0,0
60,manha,1,0,1,1,1,0,0,terca-feira,4,4.898115,0.006025,1,1,1
45,madrugada,1,0,1,1,1,20,0,terca-feira,0,4.796542,0.0059,18,18,0
54,madrugada,1,0,1,1,1,4,0,terca-feira,0,4.674386,0.005749,11,11,1
17,madrugada,3,0,4,2,5,80,2,terca-feira,97,27.995762,0.034434,21,12,0
15,madrugada,1,0,1,1,1,5,0,terca-feira,0,4.662283,0.005735,8,8,0
29,madrugada,1,0,1,1,1,7,0,terca-feira,0,4.745973,0.005837,8,8,1
29,madrugada,2,0,1,1,2,10,0,terca-feira,0,9.349414,0.0115,5,3,0
135,noite,6,1,5,5,7,64,0,segunda-feira,131,48.32387,0.059438,11,5,0
11,noite,1,0,1,1,1,1,0,segunda-feira,0,5.183342,0.006376,15,15,0
24,tarde,0,1,1,1,1,4,0,segunda-feira,0,4.448124,0.005471,0,0,1
55,manha,1,0,1,1,1,68,0,segunda-feira,0,5.327019,0.006553,15,15,1
683,madrugada,2,0,2,1,2,75,0,segunda-feira,0,9.963776,0.012256,30,25,1
532,madrugada,112,17,106,74,129,2710,0,segunda-feira,646,891.837313,1.097008,267,24,0
61,noite,212,23,360,7,238,13460,3,domingo,4,1070.560289,1.316847,94,22,0
23,tarde,67,0,67,1,67,0,0,domingo,1057,319.657107,0.39321,16,3,0
475,tarde,1,0,1,1,1,53,0,domingo,0,5.353746,0.006585,15,15,0
13,manha,2,0,0,1,2,0,0,domingo,0,9.860383,0.012129,2,2,0
43,manha,1,0,0,1,1,0,0,domingo,0,4.923772,0.006056,0,0,1
38,noite,1,0,0,1,1,0,0,sabado,0,4.686109,0.005764,12,12,0
42,noite,1,0,0,2,1,0,0,sabado,0,9.388478,0.011549,11,11,0
57,noite,1,0,1,1,1,81,0,sabado,0,5.256174,0.006466,4,4,1
30,noite,2,0,1,1,2,0,0,sabado,33,0,0,0,0,1
42,manha,1,0,0,2,1,0,0,sabado,0,4.730357,0.005819,0,0,1
15,manha,1,0,1,1,1,4,0,sabado,0,4.607378,0.005668,8,8,0
14,madrugada,1,0,1,1,1,2,0,sabado,0,4.587643,0.005644,3,3,0
12,madrugada,1,0,1,3,1,4,0,sabado,0,4.308365,0.005299,1,1,0
53,noite,1,0,1,1,1,11,0,sexta-feira,0,4.593461,0.005651,10,10,1
6,noite,1,0,1,3,1,6,0,sexta-feira,0,4.617601,0.00568,8,8,0
43,tarde,1,0,1,1,1,3,0,sexta-feira,0,4.844537,0.005961,14,14,1
33,manha,7,1,8,1,8,86,0,sexta-feira,26,0,0,0,0,1
50,madrugada,2,0,2,1,2,87,0,sexta-feira,0,8.466585,0.010417,3,3,0
10,madrugada,1,0,1,3,1,12,0,sexta-feira,0,14.031465,0.017264,3,3,1
16,tarde,0,1,1,1,1,120,0,quinta-Feira,0,5.099738,0.006275,0,0,1
117,tarde,0,0,1,1,1,0,1,quinta-Feira,13,0,0,0,0,1
35,manha,1,0,1,2,1,44,0,quinta-Feira,0,10.922964,0.01344,19,19,1
12,manha,6,0,6,3,6,40,0,quinta-Feira,0,31.287103,0.038496,6,1,0
11,madrugada,0,1,1,1,1,166,0,quinta-Feira,0,5.035985,0.006196,0,0,0
42,madrugada,2,0,2,1,2,4,0,quinta-Feira,7,9.348925,0.011503,3,3,1
30,madrugada,8,0,0,1,8,0,0,quinta-Feira,0,37.606978,0.046272,24,10,1
30,madrugada,2,0,2,3,2,85,0,quinta-Feira,0,19.122549,0.023529,32,26,1
36,noite,1,0,0,1,1,0,0,quarta-feira,0,4.659738,0.005734,0,0,0
18,noite,1,0,0,1,1,0,0,quarta-feira,0,5.085738,0.006258,1,1,0
151,noite,1,0,1,1,1,0,0,quarta-feira,2,4.713052,0.005799,0,0,0
3,tarde,2,2,2,2,4,12,0,quarta-feira,74,24.932487,0.030679,5,3,0
57,tarde,2,0,2,1,2,4,0,quarta-feira,12,9.559245,0.011762,1,1,0
66,tarde,3,0,0,1,3,0,0,quarta-feira,0,14.971715,0.018422,2,2,1
6,tarde,0,1,1,1,1,87,0,quarta-feira,0,4.992701,0.006143,0,0,0
6,tarde,0,1,1,1,1,89,0,quarta-feira,0,5.232243,0.006438,0,0,0
6,tarde,0,1,1,1,1,168,0,quarta-feira,0,5.110882,0.006288,0,0,1
72,manha,1,0,1,4,1,0,0,quarta-feira,123,4.941168,0.00608,1,1,1
22,manha,1,0,0,1,1,0,0,quarta-feira,0,4.870524,0.005993,10,10,0
123,madrugada,7,0,6,2,7,0,0,quarta-feira,12,32.223966,0.039651,6,5,1
110,madrugada,3,0,3,3,3,0,0,quarta-feira,36,13.969084,0.017189,0,0,1
21,noite,3,0,2,2,3,72,0,terca-feira,0,9.367478,0.011526,12,12,1
48,noite,5,0,5,2,5,93,0,terca-feira,0,25.700352,0.031624,12,11,1
29,noite,1,0,0,1,1,0,0,terca-feira,0,4.481278,0.005514,9,9,1
62,tarde,4,3,3,6,7,66,0,terca-feira,0,23.689472,0.02915,4,4,1
30,tarde,1,0,1,1,1,2,0,terca-feira,0,4.611387,0.005674,15,15,0
5,tarde,0,1,0,1,1,0,0,terca-feira,0,4.467801,0.005498,0,0,0
109,madrugada,1,0,0,1,1,0,0,terca-feira,0,4.607179,0.005669,2,2,1
28,madrugada,1,0,0,1,1,0,0,terca-feira,0,4.54824,0.005599,2,2,0
189,madrugada,7,1,6,1,8,93,0,terca-feira,32,36.25894,0.044616,23,14,0
106,madrugada,5,6,10,2,11,114,0,terca-feira,172,94.218608,0.115934,31,14,0
59,noite,1,0,1,1,1,0,0,segunda-feira,22,4.875526,0.006002,1,1,1
48,noite,2,0,2,1,2,17,0,segunda-feira,70,9.677807,0.011913,12,10,0
38,manha,2,0,2,1,2,6,0,segunda-feira,7,9.266732,0.011408,2,1,0
32,madrugada,1,0,2,2,2,11,1,segunda-feira,0,4.770257,0.005872,1,1,0
118,noite,3,2,5,2,5,42,0,domingo,17,0,0,0,0,0
127,tarde,4,0,4,1,4,55,0,domingo,66,19.248443,0.023683,26,16,0
49,manha,1,0,1,4,1,53,0,domingo,0,4.767413,0.005869,3,3,1
25,madrugada,1,0,1,2,1,4,0,domingo,0,8.879193,0.010931,0,0,1
136,madrugada,1,0,1,1,1,0,0,domingo,21,4.716479,0.005806,3,3,1
16,noite,96,0,96,2,96,164,0,sabado,232,438.973248,0.540391,88,12,0
13,noite,1,0,1,1,1,2,0,sabado,0,4.460806,0.005491,7,7,1
66,noite,2,0,2,1,2,13,0,sabado,21,9.502838,0.011698,2,1,0
11,noite,2,0,2,2,2,0,0,sabado,8,9.523917,0.011724,2,2,1
14,noite,1,0,1,1,1,2,0,sabado,0,4.298226,0.005291,3,3,1
35,noite,3,1,2,14,5,30,1,sabado,34,23.182599,0.028539,22,13,0
21,noite,1,0,1,1,1,14,0,sabado,0,5.165871,0.006359,0,0,0
45,madrugada,1,0,1,1,1,2,0,sabado,0,4.938546,0.00608,1,1,0
15,noite,12,0,0,20,12,0,0,sexta-feira,0,17.931132,0.022077,8,4,0
48,tarde,0,0,0,0,0,0,0,sexta-feira,0,0,0,0,0,0
59,tarde,4,1,2,1,5,8,0,sexta-feira,9,23.867964,0.029386,29,15,0
11,tarde,2,0,2,6,2,30,0,sexta-feira,0,4.996002,0.006151,15,15,0
12,noite,1,0,1,1,1,14,0,quinta-Feira,0,4.800626,0.00591,3,3,0
52,noite,101,0,50,4,101,505,0,quinta-Feira,50,439.533754,0.541147,183,21,0
159,noite,2,0,2,2,2,32,0,quarta-feira,0,15.07418,0.018559,11,11,1
76,noite,16,3,16,5,19,2166,0,quarta-feira,32,167.365407,0.206058,39,15,1
25,tarde,1,0,1,1,1,10,0,quarta-feira,0,5.07896,0.006253,14,14,0
42,tarde,1,0,1,1,1,0,0,quarta-feira,31,4.988109,0.006141,1,1,0
66,manha,3,0,3,10,3,26,0,quarta-feira,267,9.691469,0.011932,3,3,1
162,manha,7,1,8,4,8,357,0,quarta-feira,30,24.245342,0.029851,11,6,0
41,madrugada,1,1,2,1,2,11,0,quarta-feira,28,9.692098,0.011933,7,7,1
76,madrugada,8,0,8,4,8,122,0,quarta-feira,0,20.428939,0.025152,16,14,1
31,noite,8,0,8,1,8,161,0,terca-feira,0,35.081815,0.043192,24,13,1
120,noite,2,1,3,1,3,14,0,terca-feira,26,13.494571,0.016614,2,2,0
31,noite,11,1,12,1,12,59,0,terca-feira,20,55.217284,0.067983,44,13,1
165,noite,19,7,22,20,26,416,0,terca-feira,106,40.267168,0.049582,21,19,0
66,noite,2,0,2,1,2,4,0,segunda-feira,7,8.291003,0.010208,3,2,1
51,tarde,2,1,2,1,3,12,0,segunda-feira,16,0,0,0,0,0
29,madrugada,1,0,1,1,1,12,0,segunda-feira,0,4.706962,0.005795,19,19,0
31,manha,2,0,2,3,2,7,0,domingo,4,9.295285,0.011444,11,9,0
20,manha,230,0,5,3,233,166,3,sabado,0,1187.595996,1.462149,33,31,0
33,tarde,1,1,2,1,2,16,0,sexta-feira,38,0,0,0,0,1
155,tarde,1,0,1,1,1,13,0,sexta-feira,0,5.152065,0.006343,15,15,0
37,manha,1,0,1,1,1,88,0,sexta-feira,0,5.213761,0.006419,19,19,1
27,madrugada,2,0,0,1,2,0,0,sexta-feira,0,9.803573,0.012071,2,2,1
145,madrugada,1,0,1,2,1,20,0,sexta-feira,0,4.764959,0.005867,1,1,0
94,noite,2,0,2,1,2,37,0,quinta-Feira,59,9.639324,0.011868,3,2,0
31,noite,69,9,59,1,78,3061,0,quarta-feira,0,370.989256,0.456756,2,2,0
42,noite,2,0,1,1,2,8,0,segunda-feira,0,9.284582,0.011431,12,12,0
17,tarde,9,0,6,3,9,0,0,domingo,13,26.748083,0.032934,5,3,1
40,tarde,1,0,1,1,1,11,0,domingo,0,0,0,0,0,1
193,tarde,167,138,385,6,335,7763,30,sabado,1849,0,0,0,0,0
39,madrugada,1,2,2,2,3,720,0,sabado,0,9.679864,0.011918,11,11,1
21,madrugada,1,0,1,1,1,50,0,sexta-feira,0,5.042353,0.006208,21,21,1
10,madrugada,3,0,2,1,3,26,0,quarta-feira,0,15.280211,0.018813,23,14,1
37,noite,1,0,1,1,1,30,0,terca-feira,0,4.534806,0.005583,3,3,1
28,madrugada,1,0,1,1,1,0,0,terca-feira,8,4.982312,0.006135,3,3,1
117,noite,2,0,2,1,2,2,0,segunda-feira,18,9.363089,0.011528,16,15,0
24,manha,1,0,1,1,1,5,0,sabado,0,4.441379,0.005468,15,15,0
22,madrugada,3,1,3,3,4,15,0,sexta-feira,146,14.335441,0.017651,8,7,0
34,tarde,1,0,1,2,1,0,0,domingo,69,0,0,0,0,1
127,noite,25,0,24,2,25,10,0,domingo,48,0,0,0,0,1
23,manha,1,0,0,1,1,0,0,domingo,0,4.455324,0.005486,2,2,0
90,manha,1,0,0,1,1,0,0,sabado,0,4.871116,0.005998,1,1,0
149,manha,10,0,10,1,10,268,0,quinta-Feira,6,0,0,0,0,0
31,noite,2,1,3,1,3,40,0,terca-feira,4,0,0,0,0,0
28,madrugada,1,2,3,1,3,3,0,sexta-feira,53,0,0,0,0,0
71,manha,2,0,2,1,2,3,0,terca-feira,10,9.48629,0.01168,4,2,0
184,noite,2,0,2,2,2,41,0,quinta-Feira,0,14.612051,0.018459,44,33,1
34,tarde,0,0,0,3,0,0,0,segunda-feira,0,0,0,0,0,0
177,manha,3,8,11,1,11,17,0,segunda-feira,95,50.211113,0.063504,27,15,0
42,madrugada,165,0,165,2,165,0,0,segunda-feira,454,0,0,0,0,0
52,noite,3,1,4,1,4,42,0,domingo,34,17.070102,0.021589,13,10,0
121,noite,2,0,2,1,2,10,0,domingo,18,9.122271,0.011537,9,8,0
111,tarde,1,1,1,2,2,0,0,domingo,35,0,0,0,0,0
91,manha,0,0,0,1,0,0,0,domingo,0,0,0,0,0,0
43,madrugada,0,0,0,1,0,0,0,domingo,0,0,0,0,0,0
105,tarde,0,0,0,9,0,0,0,sexta-feira,0,0,0,0,0,0
31,tarde,2,0,0,1,2,0,0,sexta-feira,0,9.745181,0.012343,4,4,1
7,tarde,1,0,1,1,1,102,0,sexta-feira,0,4.874218,0.006165,1,1,1
47,madrugada,0,0,0,1,0,0,0,sexta-feira,0,0,0,0,0,0
63,madrugada,1,1,2,1,2,4,0,sexta-feira,34,9.23076,0.011365,20,20,0
41,tarde,3,1,2,2,4,15,0,quinta-Feira,26,18.82647,0.023781,17,14,0
9,madrugada,8,0,8,1,8,181,0,quinta-Feira,0,39.036679,0.050681,6,6,0
18,madrugada,152,22,297,4,179,12459,5,quinta-Feira,0,58.462838,0.075902,28,15,0
124,noite,0,5,3,1,5,111,0,quarta-feira,45,25.700898,0.031644,0,0,0
85,manha,2,0,2,1,2,36,0,quarta-feira,15,9.63473,0.011863,13,10,1
46,noite,1,0,1,1,1,39,0,terca-feira,0,5.41177,0.006765,20,20,1
34,manha,0,0,0,0,0,0,0,terca-feira,0,0,0,0,0,0
33,manha,1,0,1,1,1,1,0,terca-feira,0,4.724466,0.005985,8,8,0
38,noite,1,0,1,1,1,2,0,segunda-feira,0,4.850523,0.006397,1,1,1
8,tarde,14,0,14,2,16,1821,2,segunda-feira,0,69.67019,0.088252,3,2,1
42,noite,225,67,260,2,311,8773,19,domingo,269,1320.862927,1.742104,8,7,0
81,manha,1,0,1,1,1,2,0,domingo,0,4.632186,0.006109,8,8,0
18,madrugada,1,0,1,1,1,23,0,domingo,0,4.592965,0.006058,0,0,0
42,manha,1,0,1,1,1,33,0,sabado,0,4.700943,0.005955,0,0,0
5,manha,1,0,1,1,1,2,0,sabado,0,4.769333,0.00629,2,2,0
392,tarde,2,0,1,2,2,29,0,sexta-feira,0,13.868731,0.018006,32,32,0
63,tarde,1,0,1,1,1,2,0,sexta-feira,0,4.66413,0.006152,1,1,0
149,manha,2,0,2,1,2,2,0,sexta-feira,89,9.933462,0.013101,11,11,0
38,manha,1,0,1,1,1,0,0,sexta-feira,6,4.943788,0.006087,1,1,0
7,noite,178,23,59,22,205,722,4,quinta-Feira,304,1050.898945,1.365983,170,30,1
36,tarde,0,0,0,0,0,0,0,quinta-Feira,0,0,0,0,0,1
53,tarde,72,0,79,5,72,23954,0,quinta-Feira,0,353.97204,0.464221,31,13,0
204,manha,1,0,1,1,1,0,0,quinta-Feira,55,4.955798,0.0062,2,2,0
27,manha,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,0
54,manha,1,0,1,1,1,4,0,quinta-Feira,0,0,0,0,0,1
8,manha,1,0,0,1,1,0,0,quinta-Feira,0,4.497125,0.005923,1,1,0
52,madrugada,2,1,3,3,3,6,0,quinta-Feira,115,23.550331,0.031018,7,6,0
85,noite,1,0,1,1,1,6,0,quarta-feira,0,4.616339,0.005838,4,4,0
4,noite,1,0,0,1,1,0,0,quarta-feira,0,4.513759,0.005951,1,1,0
6,tarde,0,1,1,1,1,133,0,quarta-feira,0,5.003203,0.006596,0,0,1
11,madrugada,2,0,2,1,2,21,0,quarta-feira,13,9.533768,0.011739,3,2,0
89,madrugada,0,0,25,1,25,0,25,quarta-feira,1431,0,0,1,1,0
