@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,10,8,12,7,11,15,9,1,16,17,18,19,20,53'

@attribute description_length numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_added numeric
@attribute src_files numeric
@attribute num_commits numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute created_at_week_day {terca-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,quarta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
15,manha,1,0,1,2,1,5,0,quarta-feira,0,5.032095,0.006033,3,3,0
74,manha,29,0,29,2,29,0,0,quarta-feira,104,264.039791,0.316552,14,3,1
52,manha,3,0,3,2,6,0,3,quarta-feira,152,0,0,1,1,1
18,noite,1,0,0,2,1,0,0,terca-feira,0,9.360428,0.011222,6,6,0
25,noite,1,0,0,2,1,0,0,terca-feira,0,9.110262,0.010922,6,6,0
116,noite,2,1,3,2,3,6,0,terca-feira,54,18.169795,0.021783,7,5,1
29,tarde,6,0,5,2,6,180,0,terca-feira,37,47.927722,0.05746,15,11,1
31,manha,1,0,1,1,1,0,0,terca-feira,3,4.883464,0.005855,1,1,1
48,madrugada,2,0,2,2,2,4,0,terca-feira,12,18.24278,0.021871,1,1,0
15,madrugada,1,0,0,1,1,0,0,terca-feira,0,4.545868,0.00545,9,9,0
52,madrugada,1,0,1,2,1,0,0,terca-feira,18,9.480709,0.011366,1,1,0
26,madrugada,1,0,0,2,1,0,0,terca-feira,0,9.33771,0.011195,9,9,0
12,madrugada,1,0,0,3,1,0,0,terca-feira,0,9.639479,0.011557,8,8,0
14,noite,1,0,0,3,1,0,0,segunda-feira,0,9.398607,0.011268,2,2,0
12,noite,1,0,0,3,1,0,0,segunda-feira,0,4.87061,0.005839,5,5,0
19,noite,1,0,0,1,1,0,0,segunda-feira,0,4.877638,0.005848,5,5,0
76,manha,2,0,1,2,2,0,0,segunda-feira,24,18.284438,0.021921,9,9,0
59,madrugada,2,0,1,2,2,0,0,segunda-feira,12,18.548873,0.022238,11,9,0
34,manha,43,0,38,1,43,0,0,domingo,63,193.132133,0.231557,11,3,0
9,manha,1,0,0,2,1,0,0,domingo,0,9.66861,0.011592,4,4,0
9,manha,1,0,0,2,1,0,0,domingo,0,9.533934,0.011431,4,4,0
14,manha,1,0,0,3,1,0,0,domingo,0,0,0,11,11,1
22,manha,1,0,0,1,1,0,0,domingo,0,4.609658,0.005527,3,3,1
25,manha,1,0,0,1,1,0,0,domingo,0,4.507838,0.005405,9,9,1
78,madrugada,2,0,2,1,2,0,0,domingo,4,9.446593,0.011326,14,13,1
7,madrugada,7,0,7,1,7,0,0,domingo,10,30.74061,0.036856,3,1,1
114,noite,1,0,1,1,1,6,0,sabado,0,4.207075,0.005044,1,1,0
12,noite,1,0,0,2,1,0,0,sabado,0,9.614304,0.011527,10,10,0
7,manha,11,0,11,2,11,0,0,sabado,16,46.69142,0.05598,3,1,1
43,manha,12,0,12,2,12,0,0,sabado,60,110.3262,0.132275,0,0,1
23,manha,21,0,21,1,21,0,0,sabado,28,95.839278,0.114906,6,2,1
21,madrugada,29,0,29,1,29,0,0,sabado,48,131.047326,0.157119,6,1,1
15,noite,1,0,0,2,1,0,0,sexta-feira,0,8.845094,0.010605,9,9,1
34,madrugada,2,1,2,3,3,3,0,sexta-feira,33,9.733083,0.011669,4,4,1
50,tarde,2,0,2,2,2,12,0,quinta-Feira,0,9.348126,0.011208,13,13,0
74,manha,4,0,2,2,4,48,0,quinta-Feira,0,24.073192,0.028862,6,3,1
69,manha,1,0,1,1,1,7,0,quinta-Feira,0,4.776103,0.005726,0,0,0
20,manha,1,0,1,2,1,0,0,quinta-Feira,8,9.410284,0.011282,2,2,0
17,madrugada,1,0,0,2,1,0,0,quinta-Feira,0,4.783346,0.005735,6,6,0
109,madrugada,300,0,301,1,300,0,0,quinta-Feira,608,1339.594291,1.606192,54,8,1
26,madrugada,1,0,1,1,1,2,0,quinta-Feira,0,4.137208,0.004961,1,1,0
31,madrugada,1,0,1,1,1,0,0,quinta-Feira,2,4.571363,0.005481,5,5,1
33,madrugada,1,0,1,1,1,6,0,quinta-Feira,0,4.820489,0.00578,3,3,1
29,noite,1,1,2,1,2,2,0,quarta-feira,26,9.184763,0.023406,0,0,0
53,noite,102,16,296,5,145,7828,27,quarta-feira,20,924.972114,1.109053,17,8,0
29,tarde,18,0,18,1,18,0,0,quarta-feira,22,79.367662,0.095163,11,2,1
27,tarde,3,0,3,1,3,3,0,quarta-feira,0,13.632943,0.016346,5,4,1
12,tarde,1,0,1,2,1,0,0,quarta-feira,21,4.700272,0.005636,1,1,1
16,madrugada,64,14,46,23,78,809,0,quarta-feira,385,401.22256,0.484734,231,18,0
12,madrugada,539,62,544,250,622,8652,21,quarta-feira,4445,4115.385509,4.9344,483,23,0
6,madrugada,1,0,1,1,1,4,0,quarta-feira,0,4.529156,0.005431,1,1,0
49,noite,1,1,2,1,2,4,0,terca-feira,52,9.455877,0.011338,3,3,1
19,noite,2,0,2,1,2,0,0,terca-feira,4,9.306594,0.011159,1,1,0
3,manha,1,0,0,1,1,0,0,terca-feira,0,4.725098,0.005666,1,1,0
3,manha,1,0,1,2,1,44,0,terca-feira,0,4.782769,0.005735,1,1,1
8,madrugada,1,0,0,2,1,0,0,terca-feira,0,9.619033,0.011534,13,13,1
24,madrugada,3,0,3,2,3,8,0,terca-feira,0,18.841903,0.022594,0,0,0
28,noite,11,1,2,2,12,133,0,segunda-feira,0,114.819439,0.137718,57,13,1
34,noite,2,0,2,2,2,1,0,segunda-feira,4,4.902412,0.00588,5,5,0
52,tarde,6,5,11,3,11,593,0,segunda-feira,145,28.933378,0.034704,4,3,1
44,manha,3,1,3,2,4,16,0,segunda-feira,119,27.808506,0.033354,15,6,0
55,manha,1,0,1,3,1,729,0,segunda-feira,0,9.722474,0.011661,2,2,0
22,madrugada,1,0,0,2,1,0,0,segunda-feira,0,4.974366,0.005966,13,13,1
5,madrugada,1,0,0,1,1,0,0,segunda-feira,0,4.79953,0.005757,8,8,0
18,noite,1,0,0,2,1,0,0,domingo,0,9.150159,0.010975,13,13,0
52,noite,1,0,1,1,1,41,0,domingo,0,4.686236,0.005621,4,4,0
30,tarde,1,0,1,2,1,0,0,domingo,8,9.413845,0.011291,1,1,0
90,tarde,2,1,2,2,3,21,0,domingo,111,23.881376,0.028644,9,6,0
152,tarde,5,0,5,2,5,113,0,domingo,0,47.535854,0.057016,25,11,0
10,manha,1,0,0,2,1,0,0,domingo,0,9.49247,0.011386,9,9,0
8,madrugada,1,0,1,1,1,2,0,domingo,0,4.86603,0.005836,4,4,0
16,madrugada,1,0,1,1,1,2,0,domingo,0,4.86603,0.005836,4,4,0
5,madrugada,1,0,1,1,1,24,0,domingo,0,4.630413,0.005554,4,4,0
220,noite,1,1,2,2,2,328,0,sabado,0,18.745484,0.022484,3,3,0
136,madrugada,2,1,3,2,3,61,0,sabado,81,22.960799,0.02754,6,6,1
48,noite,1,0,1,2,1,0,0,sexta-feira,16,4.793832,0.00575,0,0,0
92,tarde,1,0,1,1,1,0,0,sexta-feira,25,4.78867,0.005744,0,0,0
12,manha,1,0,1,1,1,20,0,sexta-feira,0,4.835365,0.0058,11,11,0
68,madrugada,5,1,5,3,6,20,0,sexta-feira,77,23.244001,0.027893,6,5,0
72,madrugada,427,153,253,155,635,12243,55,sexta-feira,4884,5002.054371,6.11609,118,14,0
12,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.828872,0.005795,5,5,0
27,noite,1,4,5,2,5,100,0,quinta-Feira,60,33.681318,0.040421,3,3,1
30,tarde,1,1,2,1,2,2,0,quinta-Feira,24,9.80827,0.011771,0,0,1
48,tarde,1,1,2,2,2,44,0,quinta-Feira,0,18.349883,0.022022,11,11,0
111,tarde,2,0,2,2,2,0,0,quinta-Feira,212,19.503712,0.023406,12,12,0
51,tarde,1,0,0,1,1,0,0,quinta-Feira,0,4.771225,0.005726,11,11,0
13,madrugada,1,0,0,3,1,0,0,quinta-Feira,0,9.542891,0.011452,5,5,1
15,madrugada,2,0,2,2,2,8,0,quinta-Feira,20,9.84119,0.01181,19,18,0
7,madrugada,1,0,0,2,1,0,0,quinta-Feira,0,9.038296,0.010847,18,18,0
34,madrugada,4,0,3,1,4,63,0,quinta-Feira,9,18.219175,0.021865,8,4,0
20,noite,1,0,1,2,1,0,0,quarta-feira,96,10.050214,0.012061,0,0,1
41,manha,1,0,1,1,1,3,0,quarta-feira,0,4.411245,0.005295,2,2,0
29,madrugada,5,0,5,1,5,19,0,quarta-feira,0,24.328303,0.0292,12,5,0
24,madrugada,1,0,1,1,1,5,0,quarta-feira,0,3.843515,0.004613,1,1,0
49,madrugada,4,1,5,3,5,6,0,quarta-feira,35,32.266543,0.038728,19,13,0
41,tarde,2,0,2,4,2,30,0,terca-feira,0,20.143658,0.024179,3,2,1
22,tarde,7,0,7,2,7,71,0,terca-feira,53,40.945331,0.049147,42,21,0
7,manha,1,0,0,1,1,0,0,terca-feira,0,4.636663,0.005565,11,11,0
17,madrugada,0,1,1,2,1,0,0,terca-feira,52,10.11696,0.012143,0,0,1
22,madrugada,30,0,0,4,30,0,0,terca-feira,0,136.59968,0.163971,118,18,0
46,madrugada,1,0,1,1,1,39,0,terca-feira,0,5.336431,0.006406,20,20,0
21,madrugada,2,0,2,2,2,17,0,terca-feira,21,19.342825,0.023223,4,4,0
40,madrugada,1,2,3,2,3,11,0,terca-feira,212,29.017612,0.034842,6,6,0
16,madrugada,71,2,66,2,73,3254,0,terca-feira,0,684.495139,0.821883,1,1,1
37,noite,1,0,0,2,1,0,0,segunda-feira,0,4.296151,0.005158,7,7,0
83,noite,1,0,1,2,1,4,0,segunda-feira,0,4.872727,0.005851,0,0,0
40,tarde,1,0,1,1,1,2,0,segunda-feira,0,4.290753,0.005152,0,0,0
48,manha,2,0,2,1,2,12,0,segunda-feira,0,8.59989,0.010326,3,3,0
54,noite,1,0,1,1,1,2,0,domingo,0,4.653705,0.005588,12,12,0
21,noite,1,0,1,1,1,2,0,domingo,0,5.104114,0.006129,23,23,0
24,manha,1,0,0,2,1,0,0,domingo,0,8.980715,0.010783,7,7,0
58,noite,3,0,3,2,3,266,0,sabado,0,28.052145,0.033683,9,8,0
131,noite,1,0,1,1,1,0,0,sabado,17,4.647893,0.005581,0,0,0
7,madrugada,1,0,1,1,1,1,0,quinta-Feira,0,5.009886,0.006018,19,19,1
8,madrugada,1,0,1,2,1,2,0,quinta-Feira,0,10.005087,0.012018,19,19,1
7,madrugada,1,0,1,2,1,2,0,quinta-Feira,0,10.409757,0.012504,19,19,1
67,madrugada,2,1,3,2,3,6,0,quinta-Feira,70,28.473051,0.034202,11,11,1
26,madrugada,2,0,0,2,2,0,0,quinta-Feira,0,18.713572,0.022479,18,16,1
33,madrugada,1,0,1,2,1,0,0,quarta-feira,44,9.838669,0.011818,1,1,1
21,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.560423,0.005478,14,14,0
21,madrugada,1,0,0,1,1,0,0,quarta-feira,0,4.560423,0.005576,8,8,1
10,noite,1,0,0,2,1,0,0,terca-feira,0,9.918649,0.011915,5,5,0
29,tarde,1,0,1,3,1,0,0,terca-feira,30,9.399535,0.011291,1,1,0
201,tarde,1,1,1,4,2,126,0,terca-feira,0,20.424978,0.024536,2,2,1
58,tarde,2,0,1,4,2,22,0,terca-feira,0,18.915387,0.022722,17,14,1
4,manha,1,0,0,3,1,0,0,terca-feira,0,4.651434,0.005588,13,13,0
4,manha,1,0,0,2,1,0,0,terca-feira,0,4.700112,0.005646,10,10,0
4,manha,1,0,0,1,1,0,0,terca-feira,0,4.545064,0.00546,8,8,0
4,manha,1,0,0,3,1,0,0,terca-feira,0,4.715951,0.005665,4,4,0
16,manha,2,0,2,2,2,4,0,terca-feira,10,9.251644,0.011114,2,2,1
320,manha,2,0,0,2,2,0,0,terca-feira,0,19.967524,0.023986,1,1,1
1331,madrugada,2,0,2,2,2,255,0,terca-feira,0,19.905874,0.024073,22,17,0
1330,madrugada,706,54,594,250,909,9149,149,terca-feira,3265,5172.402896,6.21347,493,23,0
21,madrugada,3,0,0,1,3,0,0,terca-feira,0,13.671248,0.016423,7,6,1
3,madrugada,1,0,1,2,1,7,0,segunda-feira,0,4.832167,0.005805,18,18,1
21,noite,2,0,1,2,2,0,0,domingo,6,13.634725,0.01638,10,9,0
110,noite,1,1,2,2,2,4,0,domingo,86,18.036974,0.021669,2,2,0
48,tarde,1,0,1,2,1,2,0,domingo,0,3.980993,0.004783,11,11,0
55,manha,1,4,5,2,5,319,0,domingo,0,46.060774,0.055335,7,7,1
102,manha,2,0,2,1,2,8,0,domingo,16,9.213471,0.011069,5,4,0
29,manha,4,0,1,2,4,60,0,domingo,0,22.87554,0.027481,10,10,1
26,manha,2,0,2,1,2,4,0,domingo,21,9.452443,0.011356,5,4,1
50,madrugada,3,1,3,11,4,222,0,domingo,51,4.856722,0.005835,13,13,0
50,tarde,1,0,1,1,1,3,0,sabado,0,4.661516,0.005601,22,22,1
11,manha,1,0,0,1,1,0,0,sabado,0,4.717196,0.005668,9,9,1
37,madrugada,2,1,3,1,3,32,0,sabado,8,14.798394,0.01778,9,9,1
661,noite,1,0,1,1,1,4,0,sexta-feira,0,4.599257,0.005526,14,14,0
32,tarde,1,0,1,5,1,192,0,sexta-feira,0,26.324184,0.031628,16,16,1
64,tarde,1,0,1,1,1,8,0,sexta-feira,0,5.082217,0.006151,17,17,0
22,tarde,1,0,0,1,1,0,0,sexta-feira,0,4.94293,0.012596,1,1,0
69,tarde,1,1,1,2,2,0,0,sexta-feira,44,18.263875,0.021944,7,7,0
22,manha,1,0,0,3,1,0,0,sexta-feira,0,9.05392,0.010953,7,7,0
40,manha,1,0,1,1,1,9,0,sexta-feira,0,4.618573,0.005587,1,1,0
8,madrugada,1,0,1,1,1,1,0,sexta-feira,0,4.975449,0.006019,15,15,0
7,madrugada,1,0,1,1,1,1,0,sexta-feira,0,5.059118,0.00612,15,15,1
6,madrugada,1,0,1,2,1,2,0,sexta-feira,0,10.534472,0.012744,15,15,1
49,madrugada,1,0,1,1,1,1,0,sexta-feira,0,4.366494,0.005282,6,6,0
11,madrugada,1,0,0,2,1,0,0,sexta-feira,0,4.518119,0.005466,12,12,0
21,madrugada,2,0,0,1,2,0,0,sexta-feira,0,9.056025,0.010955,12,12,0
56,noite,200,31,314,13,258,14952,27,quinta-Feira,0,1328.963152,1.602971,1,1,1
55,noite,138,1,138,3,140,1979,1,quinta-Feira,0,649.619545,1.084077,0,0,0
55,noite,138,1,138,3,140,1979,1,quinta-Feira,0,649.619545,1.656429,0,0,0
43,noite,2,0,1,2,2,28,0,quinta-Feira,0,18.317746,0.022095,0,0,0
113,manha,5,0,4,3,5,58,0,quinta-Feira,8,49.203168,0.059348,25,14,0
214,madrugada,1,0,0,2,1,0,0,quinta-Feira,0,8.900301,0.010735,13,13,1
17,noite,2,0,2,2,2,8,0,quarta-feira,0,18.584532,0.022416,4,4,1
35,noite,1,0,0,1,1,0,0,quarta-feira,0,4.511132,0.005441,2,2,1
29,noite,1,0,1,1,1,74,0,quarta-feira,0,5.040866,0.00608,5,5,0
68,noite,1,0,0,2,1,0,0,quarta-feira,0,8.830374,0.010651,13,13,1
39,manha,2,1,3,2,3,15,0,quarta-feira,29,26.762886,0.032281,30,29,1
24,madrugada,2,0,1,5,2,0,0,quarta-feira,60,9.293393,0.011209,8,8,0
106,madrugada,3,1,3,2,4,44,0,quarta-feira,32,19.415405,0.023418,4,3,0
40,madrugada,1,0,1,1,1,0,0,quarta-feira,15,5.059919,0.006104,0,0,0
72,madrugada,50,35,291,5,96,5231,11,quarta-feira,1,365.353621,0.440706,24,8,1
168,madrugada,7,0,6,1,7,30,0,quarta-feira,0,34.254668,0.04132,37,29,0
28,noite,2,0,2,1,2,38,0,terca-feira,0,10.051398,0.012124,17,16,0
9,noite,2,1,3,4,3,84,0,terca-feira,71,28.781855,0.034718,16,14,1
38,noite,3,0,3,1,3,42,0,terca-feira,62,14.744786,0.017787,18,16,1
14,tarde,1,0,0,1,1,0,0,terca-feira,0,4.729977,0.005706,11,11,1
80,manha,1,0,1,1,1,0,0,terca-feira,24,4.681685,0.005648,1,1,0
84,manha,3,0,3,1,3,4,0,terca-feira,22,13.661438,0.01648,6,5,0
34,manha,1,0,1,1,1,8,0,terca-feira,0,4.9161,0.00593,4,4,0
38,madrugada,2,0,1,1,2,0,0,terca-feira,10,9.27525,0.011189,8,8,0
149,madrugada,2,0,1,1,2,3,0,terca-feira,0,9.336817,0.011263,19,11,1
19,noite,1,0,0,1,1,0,0,segunda-feira,0,4.276018,0.005158,2,2,1
108,tarde,2,1,3,4,3,2,0,segunda-feira,27,9.396459,0.011335,7,7,0
65,noite,1,0,0,1,1,0,0,domingo,0,4.313815,0.005204,2,2,1
43,manha,1,0,1,2,1,0,0,domingo,36,4.809589,0.005802,0,0,0
41,madrugada,1,0,1,1,1,0,0,domingo,24,4.814468,0.005808,0,0,0
124,manha,41,2,37,28,43,285,0,sabado,748,170.264052,0.205392,103,14,0
64,manha,1,0,1,1,1,0,0,sabado,45,4.814859,0.005808,0,0,1
64,madrugada,30,0,0,2,30,0,0,sabado,0,128.995234,0.155609,110,14,0
23,madrugada,2,0,1,1,2,0,0,sabado,13,9.198896,0.011097,9,9,0
70,tarde,4,0,3,1,4,10,0,sexta-feira,56,19.470029,0.023487,15,7,1
91,madrugada,1,0,1,2,1,0,0,sexta-feira,11,4.546158,0.005484,0,0,0
26,madrugada,1,0,1,12,1,0,0,sexta-feira,4,0,0,0,0,1
77,madrugada,0,0,0,1,0,0,0,sexta-feira,0,0,0,0,0,0
53,noite,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,0
274,noite,3,0,3,1,3,139,0,quinta-Feira,110,0,0,0,0,0
20,noite,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,1
207,tarde,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,0
90,manha,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,0
143,madrugada,0,0,0,1,0,0,0,quinta-Feira,0,0,0,0,0,1
37,madrugada,2,1,2,2,3,16,0,quinta-Feira,31,0,0,0,0,0
41,madrugada,1,0,1,1,1,0,0,quinta-Feira,23,4.941138,0.005961,0,0,0
25,madrugada,9,0,9,2,9,121,0,quinta-Feira,21,46.653862,0.056279,41,14,1
32,madrugada,1,0,0,1,1,0,0,quinta-Feira,0,4.857737,0.00586,4,4,1
161,noite,0,0,0,1,0,0,0,quarta-feira,0,0,0,0,0,1
34,noite,9,1,9,1,11,180,1,quarta-feira,8,46.381854,0.055951,53,30,0
112,noite,0,0,0,1,0,0,0,quarta-feira,0,0,0,0,0,0
51,tarde,3,0,3,1,3,33,0,quarta-feira,81,14.515317,0.01751,20,13,1
24,manha,0,0,0,1,0,0,0,quarta-feira,0,0,0,0,0,1
11,madrugada,1,0,1,1,1,4,0,quarta-feira,0,4.801805,0.005794,9,9,1
85,madrugada,1,0,1,2,1,0,0,quarta-feira,31,4.68165,0.00565,1,1,0
190,noite,2,0,1,37,2,1387,0,terca-feira,0,41.532275,0.050121,9,9,0
113,tarde,248,15,50,2,296,2989,33,terca-feira,495,1325.526329,1.616141,4,4,0
5,manha,1,0,1,1,1,2,0,terca-feira,0,4.391356,0.0053,16,16,1
4,manha,1,0,1,1,1,6,0,terca-feira,0,4.685186,0.005654,16,16,1
39,manha,1,0,0,1,1,0,0,terca-feira,0,4.564979,0.005509,5,5,0
42,madrugada,2,0,2,1,2,14,0,terca-feira,31,9.641601,0.011636,15,12,1
44,madrugada,0,0,0,0,0,0,0,terca-feira,0,0,0,0,0,1
37,noite,1,1,1,1,2,7,0,segunda-feira,0,9.441724,0.011394,1,1,0
227,tarde,1,0,1,2,1,0,0,segunda-feira,4,9.288981,0.01121,2,2,1
25,manha,1,0,0,1,1,0,0,segunda-feira,0,4.611631,0.005565,6,6,1
105,noite,1,0,1,1,1,0,0,domingo,4,4.286686,0.005173,0,0,0
122,tarde,10,1,7,4,11,856,0,domingo,0,54.582187,0.139116,2,2,0
14,tarde,2,1,3,1,3,23,0,domingo,0,13.895644,0.016769,23,13,0
36,madrugada,1,0,1,3,1,39,0,domingo,0,13.791124,0.016644,5,5,1
16,noite,1,0,1,1,1,0,0,sabado,3,4.615733,0.005571,3,3,1
7,noite,1,0,1,1,1,0,0,sabado,3,4.38166,0.005288,1,1,1
7,tarde,2,0,1,2,2,367,0,sabado,0,6.010326,0.007254,0,0,1
21,manha,1,0,1,1,1,10,0,sabado,0,4.559114,0.005502,0,0,1
38,madrugada,1,0,0,1,1,0,0,sabado,0,4.73046,0.005709,1,1,1
18,madrugada,2,1,2,4,3,12,0,sabado,41,3.973453,0.004796,7,7,1
22,madrugada,132,13,34,7,254,1067,109,sabado,69,742.985214,1.220822,3,1,0
4,noite,4,0,0,1,4,0,0,sexta-feira,0,19.054627,0.022997,28,17,1
12,noite,1,0,1,1,1,1,0,sexta-feira,0,4.28454,0.005171,7,7,0
20,noite,1,0,0,1,1,0,0,sexta-feira,0,4.749971,0.005733,12,12,1
58,madrugada,1,0,1,1,1,0,0,sexta-feira,18,4.660797,0.005626,2,2,1
18,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.908226,0.005925,10,10,0
31,noite,1,0,0,1,1,0,0,quinta-Feira,0,4.410787,0.005324,8,8,0
14,noite,1,0,1,2,1,23,0,quinta-Feira,0,4.913797,0.005931,4,4,0
55,noite,2,0,2,2,2,8,0,quinta-Feira,16,5.023056,0.006063,4,4,0
64,tarde,3,0,2,2,3,22,0,quinta-Feira,0,4.739273,0.005721,12,12,1
26,madrugada,0,1,1,2,1,0,0,quinta-Feira,86,9.647979,0.011646,0,0,1
39,noite,1,0,1,2,1,0,0,quarta-feira,59,9.459603,0.011417,0,0,0
33,noite,2,0,2,1,2,0,0,quarta-feira,4,9.967928,0.012031,1,1,0
28,noite,1,0,1,2,1,0,0,quarta-feira,6,9.543847,0.011519,3,3,1
15,tarde,1,0,1,2,1,16,0,quarta-feira,0,4.628224,0.005586,8,8,1
20,manha,1,0,0,1,1,0,0,quarta-feira,0,4.574782,0.005522,8,8,1
42,madrugada,1,1,2,1,2,0,0,quarta-feira,39,9.937772,0.011995,2,2,0
86,madrugada,3,3,6,3,6,224,0,quarta-feira,1270,55.756726,0.142109,1,1,0
86,madrugada,3,3,6,3,6,182,0,quarta-feira,1274,53.457847,0.089234,2,2,0
29,tarde,2,0,2,2,2,4,0,terca-feira,3,13.761423,0.01661,1,1,0
23,tarde,1,0,1,1,1,2,0,terca-feira,0,4.883344,0.005894,1,1,0
36,manha,3,0,3,1,3,0,0,terca-feira,8,13.918719,0.0168,3,2,0
24,manha,2,0,2,1,2,0,0,terca-feira,52,9.883019,0.011929,13,12,0
16,manha,1,0,1,1,1,0,0,terca-feira,1,4.527617,0.005465,1,1,0
34,madrugada,1,0,1,1,1,8,0,terca-feira,0,4.907122,0.005923,6,6,0
19,madrugada,2,0,1,2,2,25,0,terca-feira,0,17.91959,0.021629,20,15,0
30,noite,2,1,3,1,3,914,0,segunda-feira,0,13.67311,0.016503,17,13,0
137,noite,2,0,2,4,2,8,0,segunda-feira,40,8.93152,0.01078,10,10,0
23,noite,1,0,0,1,1,0,0,segunda-feira,0,4.932058,0.005953,6,6,0
17,noite,1,0,1,1,1,0,0,segunda-feira,2,4.849491,0.005853,0,0,0
30,noite,1,0,1,2,1,0,0,segunda-feira,34,9.873256,0.011917,2,2,1
18,tarde,1,0,1,1,1,5,0,segunda-feira,0,4.796313,0.005789,11,11,1
8,tarde,1,0,1,1,1,17,0,segunda-feira,0,4.821142,0.005819,11,11,0
4,tarde,6,0,5,3,6,14,0,segunda-feira,0,31.787137,0.038367,30,11,0
67,tarde,28,0,0,1,28,0,0,segunda-feira,0,134.077597,0.161831,128,14,0
6,tarde,5,0,5,2,5,28,0,segunda-feira,0,44.903968,0.054199,29,11,0
39,madrugada,1,0,1,2,1,0,0,segunda-feira,10,9.539829,0.011515,2,2,0
7,madrugada,4,0,3,1,4,2,0,segunda-feira,7,18.10772,0.021856,12,9,0
65,noite,2,0,2,1,2,2,0,domingo,5,9.181734,0.011082,11,8,1
19,tarde,6,0,6,2,6,60,0,domingo,2,18.413771,0.022225,6,3,0
19,tarde,7,0,7,7,7,42,0,domingo,0,36.634977,0.044218,17,6,0
17,manha,1,0,1,1,1,4,0,domingo,0,4.673177,0.005641,10,10,0
35,manha,1,0,1,1,1,0,0,domingo,63,4.409694,0.005322,0,0,1
15,madrugada,1,0,1,2,1,4,0,domingo,0,8.872159,0.010709,1,1,0
61,noite,1,0,1,1,1,4,0,sabado,0,4.878082,0.008015,1,1,0
74,tarde,2,0,2,2,2,7,0,sabado,14,8.771086,0.01059,11,8,1
157,madrugada,4,0,4,2,4,48,0,sabado,0,13.508016,0.01631,20,20,0
60,noite,1,0,0,1,1,0,0,sexta-feira,0,4.441657,0.005363,5,5,0
14,noite,1,0,0,1,1,0,0,sexta-feira,0,4.580664,0.005531,4,4,0
15,noite,0,0,1,1,0,0,0,sexta-feira,0,0,0,0,0,0
55,manha,1,0,0,2,1,0,0,sexta-feira,0,9.324239,0.011259,5,5,1
14,manha,2,0,2,2,2,7,0,sexta-feira,0,12.284416,0.014833,15,15,0
66,madrugada,1,1,2,2,2,6,0,sexta-feira,47,18.608352,0.022469,0,0,0
63,noite,1,0,1,1,1,81,0,quinta-Feira,0,4.491774,0.005424,4,4,0
51,noite,2,0,2,2,2,148,0,quinta-Feira,89,19.355949,0.023373,11,9,0
53,noite,1,0,1,2,1,46,0,quinta-Feira,0,7.892026,0.00953,7,7,1
17,tarde,1,0,1,10,1,50,0,quinta-Feira,0,4.667072,0.005636,9,9,0
19,tarde,1,0,0,2,1,0,0,quinta-Feira,0,9.059768,0.01094,3,3,1
12,noite,5,6,11,12,11,653,0,quarta-feira,44,129.326532,0.156167,54,35,1
84,noite,1,0,1,2,1,49,0,quarta-feira,0,4.850852,0.005858,6,6,0
80,noite,2,1,3,2,3,157,0,quarta-feira,0,28.495971,0.03441,16,13,0
20,noite,2,0,0,3,2,0,0,quarta-feira,0,17.957033,0.021684,14,11,0
64,manha,2,0,2,2,2,16,0,quarta-feira,11,9.939186,0.012002,15,15,1
