@relation 'scala-js-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R22,7,6,10,2,8,14,17,11,9,15,12,16,18,1,53'

@attribute at_mentions_description numeric
@attribute num_commits numeric
@attribute description_length numeric
@attribute files_modified numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute files_added numeric
@attribute other_files numeric
@attribute new_entropy numeric
@attribute files_changed numeric
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute src_files numeric
@attribute test_churn numeric
@attribute entropy_diff numeric
@attribute created_at_week_day {domingo,quinta-Feira,quarta-feira,segunda-feira,terca-feira,sexta-feira,sabado}
@attribute status {0,1}

@data
2,1,29,1,tarde,0,0,4.662942,1,0,13,1,0,0.096946,quinta-Feira,1
0,1,232,1,tarde,0,1,4.91223,1,0,0,0,0,0.102129,quinta-Feira,1
0,1,4,0,manha,2,0,9.63776,2,0,120,2,619,0.193441,quinta-Feira,1
0,1,8,2,noite,0,0,9.203651,2,0,12,2,45,0.191684,terca-feira,1
0,1,7,2,tarde,3,0,21.274378,8,3,0,68,352,0.442814,terca-feira,1
0,1,12,2,manha,2,0,0,4,0,4,4,91,0,terca-feira,1
0,1,4,0,noite,1,0,4.399667,1,0,5,1,0,0.091659,segunda-feira,1
0,1,6,3,tarde,0,0,14.493167,3,0,10,3,13,0.301848,segunda-feira,1
0,1,7,2,tarde,3,0,21.274378,8,3,0,68,352,0.443213,segunda-feira,1
0,1,6,1,tarde,0,0,4.66491,1,0,4,1,0,0.09728,segunda-feira,1
0,1,8,3,manha,0,0,13.565293,3,0,40,3,8,0.283741,sexta-feira,1
0,1,30,4,madrugada,0,0,18.518824,4,0,139,4,130,0.387357,sabado,1
0,1,5,2,noite,0,0,9.618259,2,0,3,2,18,0.201186,sexta-feira,1
0,1,112,1,tarde,0,0,4.793051,1,0,7,1,0,0.100256,sexta-feira,1
0,1,7,2,tarde,1,0,13.838269,3,0,20,3,0,0.289456,quinta-Feira,1
0,1,7,1,tarde,0,0,4.591772,1,0,6,1,0,0.096046,quarta-feira,1
0,3,25,9,tarde,46,43,210.161707,55,0,400,7,0,4.395962,quarta-feira,1
0,1,2,1,noite,0,0,4.504571,1,0,24,1,0,0.094222,terca-feira,1
0,1,29,0,tarde,2,0,9.426788,2,0,76,2,178,0.197565,terca-feira,1
0,1,5,7,tarde,3,0,0,10,0,824,10,633,0,segunda-feira,1
0,1,82,1,noite,0,0,4.705713,1,0,2,1,0,0.098622,sexta-feira,1
0,1,4,2,noite,0,0,9.562725,2,0,13,2,44,0.200415,sexta-feira,1
0,1,29,4,tarde,0,0,17.921735,4,0,16,4,36,0.375603,sexta-feira,1
0,12,88,38,noite,6,0,49.59936,44,0,4497,40,3202,1.037455,domingo,1
0,1,8,14,noite,0,1,68.575094,14,0,30,13,4,1.438557,sexta-feira,1
0,1,60,1,noite,0,1,4.332833,1,0,0,0,0,0.090185,sexta-feira,0
0,2,57,1,tarde,0,0,9.709053,1,0,9,1,0,0.205345,sexta-feira,1
0,1,40,3,tarde,1,0,14.263098,4,0,691,4,336,0.299192,quinta-Feira,1
0,1,10,2,manha,9,0,48.449447,11,0,572,11,624,1.024701,quarta-feira,1
0,1,10,1,tarde,0,0,4.677987,1,0,6,2,0,0.09894,terca-feira,1
0,1,35,2,tarde,0,0,9.25827,2,0,2,2,5,0.196002,segunda-feira,1
0,1,37,1,tarde,1,0,9.337507,2,0,18,2,42,0.197677,segunda-feira,1
0,1,14,5,manha,0,0,23.992274,5,0,26,5,31,0.507928,domingo,1
0,2,11,2,madrugada,0,0,18.529591,2,0,24,2,50,0.393025,quinta-Feira,1
0,1,32,2,tarde,0,1,9.317879,2,0,10,1,0,0.205833,quarta-feira,1
0,3,4,9,tarde,0,0,45.103769,9,0,99,9,0,0.996348,quarta-feira,1
0,4,17,3,noite,2,0,27.863252,7,2,166,4,321,0.615503,terca-feira,1
0,3,22,2,manha,2,0,13.996995,4,0,218,4,357,0.309543,terca-feira,1
0,2,6,2,tarde,0,0,19.435245,2,0,32,2,20,0.429812,segunda-feira,1
0,2,34,5,manha,4,0,69.018242,9,0,872,9,417,1.526345,segunda-feira,1
0,2,6,2,manha,1,0,24.802262,3,0,136,3,441,0.548505,segunda-feira,1
0,1,5,1,manha,0,0,4.412646,1,0,310,1,0,0.098811,sexta-feira,1
0,2,33,7,tarde,45,42,412.917493,52,0,48,6,0,9.246329,quinta-Feira,1
0,2,75,2,tarde,0,0,17.063482,2,0,8,2,0,0.383657,quinta-Feira,1
0,2,8,3,tarde,0,0,22.846976,3,0,56,3,870,0.513695,quarta-feira,1
0,2,159,3,tarde,0,0,23.705833,3,0,102,3,0,0.533006,quarta-feira,1
0,1,39,1,manha,0,0,4.578299,1,0,4,1,0,0.102939,quarta-feira,1
0,1,11,1,manha,0,0,4.124064,1,0,5,1,0,0.092726,quarta-feira,1
0,1,59,4,tarde,0,0,18.701397,4,0,33,4,20,0.42048,terca-feira,1
0,2,7,2,tarde,0,0,19.85923,2,0,1367,2,550,0.446513,segunda-feira,1
0,1,13,4,tarde,0,0,19.154765,4,0,15,4,35,0.431131,sexta-feira,1
0,2,67,4,tarde,0,0,37.727881,4,0,137,4,32,0.849171,sexta-feira,1
0,2,21,5,noite,1,0,27.955441,6,0,216,6,0,0.629215,quinta-Feira,1
0,1,34,1,tarde,2,0,12.462663,3,0,14,3,44,0.28051,quinta-Feira,0
0,1,9,2,manha,0,0,8.915739,2,0,5,2,34,0.201101,quarta-feira,1
0,2,35,2,tarde,0,0,18.618134,2,0,242,2,59,0.419945,terca-feira,1
0,4,5,2,tarde,0,0,19.146391,2,0,48,2,0,0.43186,terca-feira,1
0,1,57,1,tarde,0,0,4.647355,1,0,6,1,0,0.104824,terca-feira,1
2,3,48,3,madrugada,1,0,17.948815,4,0,21,4,197,0.404848,terca-feira,1
0,2,71,4,madrugada,0,0,27.516691,4,0,101,4,107,0.620658,terca-feira,1
0,2,24,2,tarde,0,0,18.212651,2,0,58,2,98,0.410799,segunda-feira,1
0,5,31,15,tarde,12,0,113.557381,27,0,3575,27,6799,2.561364,segunda-feira,1
0,2,6,1,noite,1,0,19.29296,2,0,895,2,0,0.435171,sexta-feira,1
0,2,8,4,tarde,0,0,0,4,0,8,4,16,0,sexta-feira,1
0,2,2,3,manha,3,0,32.386333,6,0,4,6,353,0.732753,sexta-feira,1
2,2,47,1,manha,0,0,8.692492,1,0,7,1,0,0.196671,sexta-feira,1
0,4,2,7,manha,0,0,64.439251,7,0,162,7,132,1.457962,sexta-feira,1
0,5,19,3,tarde,4,0,31.929893,7,0,856,5,585,0.722426,quinta-Feira,1
0,2,3,3,tarde,0,0,28.411837,3,0,12,3,0,0.642823,segunda-feira,1
0,1,22,1,madrugada,0,0,3.687201,1,0,10,1,0,0.083424,sabado,0
0,1,22,1,tarde,0,0,4.578299,1,0,4,1,0,0.104023,sexta-feira,0
0,9,5,6,tarde,5,0,89.421188,12,1,566,8,1314,2.031722,sexta-feira,1
0,6,8,3,manha,5,0,56.790775,9,1,294,7,1051,1.290333,sexta-feira,0
0,6,8,2,noite,1,0,18.986218,3,0,106,2,148,0.436384,quarta-feira,1
0,6,35,5,noite,6,0,293.446302,11,0,1884,11,10818,6.797039,segunda-feira,1
0,17,39,182,noite,1,2,6369.849451,183,0,5241,181,7243,147.704414,sexta-feira,1
0,8,8,8,tarde,1,0,143.655836,9,0,1015,9,0,3.331099,quarta-feira,1
0,6,59,7,tarde,1,0,100.23321,8,0,87,8,340,2.355692,quarta-feira,1
0,2,48,2,tarde,0,0,18.951407,2,0,110,2,0,0.445398,quarta-feira,1
0,1,11,5,manha,0,0,23.484432,5,0,0,5,20,0.551934,terca-feira,1
0,2,8,2,madrugada,0,0,18.10104,2,0,54,2,46,0.434808,domingo,1
0,36,8,21,noite,10,0,717.233256,31,0,12574,25,1571,17.228768,sabado,1
0,2,57,4,tarde,0,0,36.426571,4,0,196,4,0,0.874994,sexta-feira,1
0,2,8,1,tarde,0,0,9.240683,1,0,12,1,0,0.22198,sexta-feira,1
0,1,8,1,madrugada,0,0,4.297148,1,0,0,1,9,0.103226,sexta-feira,1
0,1,43,1,tarde,0,0,5.230626,1,0,5,1,0,0.12565,quinta-Feira,1
0,1,8,2,noite,0,0,8.700111,2,0,1,2,14,0.211102,quarta-feira,1
0,17,36,30,tarde,3,0,185.953142,33,0,1972,33,144,4.51203,quarta-feira,1
0,1,7,3,manha,0,0,14.33323,3,0,62,3,0,0.34777,terca-feira,1
0,1,21,4,manha,0,0,0,4,0,0,0,0,0,segunda-feira,1
0,1,41,3,manha,0,1,14.517714,3,0,31,2,0,0.35225,domingo,0
0,10,17,14,noite,9,1,338.923655,23,0,4142,15,0,8.234006,sabado,1
0,1,11,1,tarde,0,0,4.902748,1,0,24,1,0,0.11911,sabado,1
0,4,59,2,tarde,0,0,28.653344,2,0,20,2,3,0.72605,quinta-Feira,1
0,2,12,3,madrugada,0,1,28.248476,3,0,36,2,0,0.715801,quarta-feira,1
0,8,5,3,noite,0,1,9.321338,3,0,8,2,1,0.236198,terca-feira,1
0,45,77,15,tarde,21,0,350.84567,36,0,5316,21,3457,8.890237,terca-feira,1
0,1,18,1,noite,0,0,5.031136,1,0,26,1,0,0.127486,domingo,1
0,1,13,0,noite,1,0,4.65759,1,0,119,1,0,0.118021,sabado,0
0,2,20,4,noite,1,0,37.848932,5,0,29,5,80,0.960263,sexta-feira,1
0,4,3,3,tarde,0,0,34.898918,3,0,24,3,30,0.887492,sexta-feira,1
0,1,9,3,madrugada,0,0,13.549844,3,0,50,3,14,0.344629,quinta-Feira,0
0,3,31,2,noite,0,0,27.251298,2,0,138,2,48,0.693201,quarta-feira,1
0,13,5,15,manha,0,1,333.997962,15,0,978,14,0,8.49603,quarta-feira,1
0,55,5,31,noite,1,1,832.572699,32,0,22649,30,95,21.182812,terca-feira,1
0,2,81,3,tarde,0,0,18.521629,3,0,35,3,0,0.471238,segunda-feira,1
0,6,7,10,manha,0,0,192.799251,10,0,1657,10,483,4.905314,domingo,1
0,4,9,6,tarde,0,0,29.029409,6,0,124,6,54,0.738587,sabado,1
0,1,76,1,noite,0,0,4.824749,1,0,11,1,0,0.122888,sexta-feira,0
0,2,78,1,tarde,0,0,8.665656,1,0,26,1,0,0.220717,sexta-feira,1
0,3,4,4,tarde,1,0,28.024434,5,0,54,5,97,0.71379,sexta-feira,1
0,3,98,5,manha,2,0,96.521096,7,0,335,7,0,2.463737,quinta-Feira,1
0,10,3,6,tarde,3,0,37.207232,9,0,712,7,204,0.95297,quarta-feira,1
0,2,19,0,tarde,0,0,0,0,0,12,1,0,0,sexta-feira,1
0,1,13,2,noite,0,0,8.654686,2,0,20,2,12,0.221676,domingo,1
0,2,11,2,noite,0,0,19.566527,2,0,35,2,62,0.501174,terca-feira,1
0,5,117,15,noite,0,0,198.727901,15,0,1382,15,0,5.09019,quarta-feira,1
0,9,2,2,manha,2,0,77.20425,4,0,433,4,0,1.988709,segunda-feira,1
0,3,9,2,madrugada,2,0,41.475936,4,0,79,4,0,1.068381,sexta-feira,1
0,2,14,2,noite,8,2,54.283533,10,0,60,8,0,1.398292,quinta-Feira,1
0,1,17,2,tarde,4,1,27.623768,6,0,40,5,0,0.711562,quinta-Feira,0
0,3,19,14,tarde,0,0,62.840983,14,0,114,14,0,1.618724,quarta-feira,1
0,2,2907,0,madrugada,2,1,9.535489,2,0,6,1,0,0.245625,quarta-feira,0
0,1,4,1,manha,0,0,4.563299,1,0,10,1,0,0.117682,segunda-feira,1
0,2,2,3,manha,0,0,17.943242,3,0,13,3,12,0.462734,segunda-feira,1
0,2,17,2,madrugada,0,0,8.732738,2,0,4,2,2,0.225206,segunda-feira,1
0,11,17,8,tarde,0,0,39.412738,8,0,341,8,419,1.016405,domingo,1
0,6,9,7,madrugada,2,1,196.696714,9,0,413,8,240,5.072561,sabado,1
0,2,97,3,noite,0,0,18.752029,3,0,189,3,0,0.483591,sexta-feira,1
0,1,5,2,noite,0,0,0,2,0,21,2,0,0,quarta-feira,1
0,3,6,2,noite,0,0,4.536518,2,0,8,2,46,0.116984,segunda-feira,1
0,51,41,62,noite,39,1,2305.346715,104,3,79731,53,91838,59.448156,segunda-feira,1
0,5,13,17,tarde,0,0,349.829876,17,0,2575,17,45,9.03249,segunda-feira,1
0,2,11,1,tarde,0,0,4.655754,1,0,8,1,0,0.12021,segunda-feira,1
0,1,11,2,manha,0,0,8.988195,2,0,2,2,17,0.232073,segunda-feira,1
0,1,4,7,noite,0,0,32.72127,7,0,2,7,122,0.844889,domingo,1
0,1,4,2,manha,0,0,9.210074,2,0,2,2,4,0.237822,domingo,1
0,1,14,2,madrugada,0,0,9.037947,2,0,34,2,13,0.233376,domingo,1
0,3,124,17,noite,1,0,90.117867,18,0,463,18,4,2.326813,sabado,1
0,2,6,2,manha,0,0,20.224057,2,0,319,2,122,0.522221,sabado,1
0,61,20,39,noite,65,9,267.103447,104,0,18145,89,108,6.897568,quinta-Feira,1
0,2,4,2,noite,0,0,0,2,0,16,2,21,0,quarta-feira,1
0,1,51,1,manha,0,0,4.617512,1,0,2,1,0,0.125026,sabado,1
0,1,10,2,manha,0,0,9.608291,2,0,8,2,13,0.260158,sabado,1
0,5,6,8,noite,47,42,0,55,0,1756,10,0,0,quinta-Feira,1
0,2,8,2,tarde,0,0,0,2,0,56,2,0,0,segunda-feira,1
0,1,41,1,noite,0,0,4.878399,1,0,4,1,0,0.132342,sexta-feira,1
0,6,65,17,noite,2,2,478.196748,19,0,1415,17,12,12.972574,sexta-feira,1
0,1,53,8,noite,0,0,37.101018,8,0,65,8,2,1.00649,quinta-Feira,0
0,1,75,2,noite,0,0,9.774464,2,0,61,2,20,0.282752,quarta-feira,1
0,2,10,2,tarde,0,0,4.673769,2,0,15,2,0,0.135201,quarta-feira,1
0,1,32,3,tarde,0,0,14.726528,3,0,69,3,0,0.426004,quarta-feira,1
0,1,4,2,noite,1,0,0,3,0,10,3,22,0,segunda-feira,1
0,1,13,1,noite,0,0,0,1,0,2,1,0,0,segunda-feira,1
0,2,7,2,noite,0,0,17.549065,2,0,4,2,46,0.508224,segunda-feira,1
0,1,10,2,manha,0,0,8.672608,2,0,18,2,11,0.251159,domingo,1
0,17,69,15,madrugada,5,0,232.970233,20,0,5124,19,2142,6.756037,terca-feira,1
0,11,4,16,tarde,1,0,4.53308,17,0,1226,16,48,0.131457,quinta-Feira,1
0,3,9,3,noite,0,1,0,3,0,186,2,0,0,terca-feira,1
0,5,2,2,noite,0,0,26.27681,2,0,50,2,0,0.762027,segunda-feira,1
0,1,8,2,noite,0,0,9.139346,2,0,4,2,12,0.265045,sabado,1
0,2,3,1,madrugada,0,0,9.406005,1,0,25,1,0,0.272778,quinta-Feira,1
0,1,44,2,noite,0,0,9.507,2,0,1,2,36,0.276489,quarta-feira,1
0,2,7,1,noite,2,0,29.089154,3,0,655,3,0,0.845992,sexta-feira,1
0,3,3,1,tarde,0,0,12.201846,1,0,15,1,0,0.355263,segunda-feira,1
0,3,7,2,tarde,0,1,13.762415,2,0,76,1,0,0.4007,sabado,1
0,17,53,12,tarde,1,0,27.642724,13,0,1997,13,205,0.804835,quinta-Feira,1
0,1,18,1,tarde,0,0,4.71357,1,0,6,1,0,0.137239,quinta-Feira,1
0,2,30,4,madrugada,0,1,18.28537,4,0,107,3,0,0.532425,quinta-Feira,1
0,1,24,2,noite,0,0,9.070414,2,0,2,2,30,0.264108,quarta-feira,1
0,1,15,8,noite,0,0,37.142696,8,0,0,0,0,1.081504,segunda-feira,1
0,12,66,21,tarde,1,0,239.431339,23,1,1634,21,33,7.012909,sexta-feira,1
0,7,4,15,tarde,45,42,4.487964,60,0,134,11,0,0.138314,quinta-Feira,1
0,15,41,29,madrugada,4,0,535.125004,33,0,1846,29,153,16.491913,quinta-Feira,1
0,16,10,26,tarde,4,0,403.292027,30,0,2353,26,221,12.428978,quarta-feira,1
0,1,49,2,tarde,0,0,9.181113,2,0,6,2,0,0.282951,quarta-feira,1
0,1,36,1,noite,0,0,4.412159,1,0,18,1,0,0.135978,terca-feira,1
0,36,3,21,noite,1,0,234.323112,23,1,7770,22,99,7.221563,segunda-feira,1
0,1,6,2,tarde,0,0,9.460364,2,0,9,2,0,0.291568,quarta-feira,1
0,3,51,6,tarde,0,0,78.08464,6,0,125,6,59,2.406563,quarta-feira,1
0,1,4,6,noite,0,0,28.156497,6,0,90,5,0,0.867881,terca-feira,1
0,1,8,2,noite,0,0,9.686747,2,0,8,2,15,0.298579,terca-feira,1
0,8,4,17,noite,7,0,494.341653,24,0,10565,24,0,15.385288,sexta-feira,1
0,1,5,2,tarde,0,0,9.290184,2,0,4,2,0,0.289137,quarta-feira,1
0,2,73,5,noite,0,0,24.005162,5,0,122,5,43,0.747129,terca-feira,1
0,7,7,32,noite,4,0,218.003217,36,0,902,34,0,6.837552,segunda-feira,1
1,18,30,13,tarde,1,0,404.632699,14,0,4212,13,4,12.691085,segunda-feira,1
0,6,2,13,tarde,1,0,133.760397,14,0,1413,13,7,4.195322,segunda-feira,1
0,2,7,0,noite,0,0,0,0,0,20,1,0,0,domingo,1
0,1,8,3,tarde,0,0,12.966465,3,0,4,3,27,0.406688,sabado,1
0,1,10,1,madrugada,0,0,4.467709,1,0,2,1,0,0.140128,sabado,0
0,1,8,2,tarde,0,0,8.800297,2,0,2,2,33,0.275996,sexta-feira,1
0,12,2,23,tarde,0,0,426.536472,23,0,1700,23,0,13.377111,sexta-feira,1
0,2,22,1,tarde,0,0,9.604477,1,0,16,1,0,0.301217,sexta-feira,1
0,1,7,0,noite,2,0,9.349809,2,0,623,3,0,0.294442,quinta-Feira,1
0,1,24,1,noite,0,0,4.862225,1,0,2,1,0,0.15312,quinta-Feira,1
0,7,4,26,tarde,4,0,229.763421,30,0,1561,30,59,7.266623,quinta-Feira,1
0,4,101,24,noite,3,0,506.592472,27,0,5146,27,236,16.021769,quarta-feira,1
0,1,22,1,tarde,0,0,4.382669,1,0,0,1,36,0.138773,segunda-feira,1
0,13,79,9,tarde,1,0,238.245905,10,0,572,10,119,7.543809,domingo,1
0,6,6,9,madrugada,0,1,37.183386,9,0,198,8,20,1.177381,sexta-feira,1
0,2,2,3,madrugada,0,0,13.662675,3,0,8,3,36,0.432617,sexta-feira,1
0,7,5,20,madrugada,0,0,306.238144,20,0,2929,20,88,9.696776,sexta-feira,1
0,5,17,23,tarde,0,0,78.909495,23,0,745,23,0,2.498652,quinta-Feira,1
0,2,6,9,noite,0,0,0,9,0,59,9,53,0,quarta-feira,1
0,1,5,1,tarde,0,0,4.646917,1,0,3,1,0,0.147143,quarta-feira,1
0,1,9,2,tarde,0,0,8.491605,2,0,8,2,14,0.268883,quarta-feira,1
0,1,7,2,tarde,1,0,13.617278,3,0,38,3,34,0.431736,segunda-feira,1
0,2,10,17,tarde,0,0,77.115857,17,0,292,17,0,2.441847,segunda-feira,1
0,3,78,5,manha,0,0,0,5,0,187,5,36,0,segunda-feira,1
0,2,2,5,manha,1,0,27.635101,6,0,81,6,0,0.877494,segunda-feira,1
0,1,8,3,tarde,1,0,18.166299,4,0,294,4,0,0.57935,sexta-feira,1
0,1,10,1,madrugada,0,1,4.764981,1,0,0,0,0,0.151962,sexta-feira,1
0,1,6,1,noite,0,0,4.367941,1,0,1,1,0,0.139297,quinta-Feira,1
0,1,8,1,tarde,0,1,4.719219,1,0,0,0,0,0.150499,quinta-Feira,1
0,1,8,1,tarde,0,0,4.790167,1,0,5,1,0,0.152762,quinta-Feira,1
0,1,11,2,tarde,0,0,9.332056,2,0,64,2,0,0.297606,quinta-Feira,1
0,3,2,7,tarde,0,0,68.568972,7,0,187,7,0,2.186714,quinta-Feira,1
0,2,66,29,tarde,0,0,132.968474,29,0,1045,29,0,4.240487,quarta-feira,1
0,3,2,6,tarde,2,0,41.690012,8,0,455,8,260,1.329533,quarta-feira,1
0,1,7,2,tarde,4,0,27.794594,6,0,536,6,0,0.891524,terca-feira,1
0,1,10,2,noite,2,1,18.861087,4,0,189,3,105,0.606764,segunda-feira,1
0,1,9,3,tarde,0,0,14.437484,3,0,24,3,0,0.464456,segunda-feira,1
0,1,8,1,manha,0,0,4.303047,1,0,2,1,0,0.13843,segunda-feira,1
0,1,11,1,manha,0,0,4.768866,1,0,6,1,0,0.153415,segunda-feira,1
0,4,3,10,noite,1,0,58.344355,11,0,105,11,50,1.879114,domingo,1
0,1,7,1,noite,0,1,4.753675,1,0,2,1,0,0.153103,domingo,1
0,1,16,4,noite,0,2,19.652224,4,0,4,2,0,0.632945,domingo,1
0,5,15,7,noite,0,0,27.088887,7,0,38,7,45,0.872491,sexta-feira,1
0,2,3,2,tarde,0,0,13.714789,2,0,77,3,0,0.441732,sexta-feira,1
0,1,6,1,tarde,0,0,4.446739,1,0,2,1,0,0.143222,sexta-feira,1
0,3,2,3,tarde,0,1,18.356325,3,0,12,2,0,0.591226,sexta-feira,1
0,5,1,35,noite,1,2,175.779888,38,2,1238,274,360,5.654283,quinta-Feira,1
0,3,3,5,tarde,1,0,27.698713,6,0,203,5,32,0.94977,quarta-feira,1
0,2,7,3,tarde,0,0,12.583953,3,0,17,3,0,0.529321,quarta-feira,1
0,1,45,3,noite,0,1,14.418793,3,0,56,2,0,0.494407,terca-feira,1
0,1,55,2,tarde,0,0,9.185226,2,0,34,2,0,0.314954,terca-feira,0
0,4,3,3,tarde,0,0,26.519272,3,0,89,3,86,0.909325,terca-feira,1
0,1,35,8,noite,0,1,38.22637,8,0,128,7,0,1.310699,segunda-feira,1
0,4,23,6,tarde,1,0,32.707068,7,0,103,7,113,1.123345,segunda-feira,1
0,1,6,1,tarde,0,1,4.261242,1,0,0,0,0,0.14758,segunda-feira,1
0,1,9,5,tarde,1,1,27.038677,6,0,137,5,0,0.937478,domingo,1
0,5,16,11,madrugada,1,0,80.499094,12,0,317,11,223,2.791043,domingo,1
0,15,4,31,tarde,4,0,173.769062,35,0,2088,35,518,6.024874,sabado,1
0,1,10,1,noite,0,0,4.73513,1,0,0,1,21,0.164175,sexta-feira,1
0,6,3,19,tarde,50,1,300.656911,79,10,639,83,3426,10.424287,sexta-feira,1
0,9,6,17,madrugada,0,0,79.431461,17,0,166,17,56,2.754769,quinta-Feira,1
0,1,107,1,madrugada,0,0,4.610922,1,0,10,1,0,0.159912,terca-feira,1
0,1,23,1,noite,0,0,4.764042,1,0,40,1,0,0.165232,segunda-feira,1
0,6,4,11,tarde,44,0,269.612997,55,0,3386,55,2292,12.392561,segunda-feira,1
0,1,16,0,noite,2,0,10.091988,2,0,163,2,182,0.376345,domingo,1
0,1,4,1,tarde,2,0,13.976203,3,0,151,3,281,0.521214,domingo,1
0,1,7,2,tarde,0,0,10.152725,2,0,60,2,33,0.378625,sabado,1
0,1,8,5,noite,1,0,27.068908,6,0,22,6,65,1.011284,sexta-feira,1
0,1,23,1,tarde,0,0,4.776208,1,0,0,1,4,0.178437,sexta-feira,1
0,1,9,3,tarde,0,0,13.40597,3,0,24,3,35,0.616198,sexta-feira,1
0,3,21,9,tarde,40,0,208.273966,49,0,2961,49,1800,7.781043,quarta-feira,1
0,2,2,6,tarde,0,0,28.748275,6,0,16,6,0,1.323892,quarta-feira,1
0,1,8,4,tarde,0,0,18.372216,4,0,51,4,13,0.686384,terca-feira,1
0,1,39,11,tarde,12,15,105.159109,23,0,18,2,10,4.004358,terca-feira,1
0,1,60,3,noite,0,0,14.672041,3,0,37,3,6,0.5587,segunda-feira,1
0,1,10,2,noite,0,0,9.113909,2,0,26,2,0,0.347051,segunda-feira,1
0,1,11,1,tarde,0,1,4.924264,1,0,0,0,0,0.187512,segunda-feira,1
0,3,2,13,tarde,107,108,499.012126,120,0,102,3,0,22.270123,segunda-feira,1
0,1,16,1,tarde,0,1,4.447965,1,0,0,0,0,0.204515,quinta-Feira,1
0,1,55,1,tarde,0,1,4.338119,1,0,0,0,0,0.199463,quarta-feira,1
0,20,2,17,tarde,13,1,463.831458,30,0,4542,28,372,21.326566,quarta-feira,1
0,1,6,6,noite,0,0,27.793434,6,0,0,0,0,1.277888,segunda-feira,1
0,1,7,5,tarde,0,0,22.38876,5,0,98,5,0,1.029384,segunda-feira,1
0,2,9,1,tarde,0,1,8.80336,1,0,0,0,0,0.404759,segunda-feira,1
0,1,8,1,manha,0,0,4.698286,1,0,5,1,0,0.216016,segunda-feira,1
0,2,3,10,noite,0,0,58.418027,10,0,22,1,0,2.685137,sexta-feira,1
0,2,9,6,tarde,0,0,54.12771,6,0,0,0,0,2.488753,sexta-feira,1
0,1,7,1,tarde,0,1,4.639773,1,0,0,0,0,0.213333,sexta-feira,1
0,1,20,2,tarde,0,0,9.092758,2,0,15,2,0,0.418078,sexta-feira,1
0,58,7,59,tarde,5,3,534.987773,64,0,2126,60,996,24.79408,sexta-feira,1
1,107,11,61,noite,5,3,939.217663,66,0,3900,62,1827,43.528168,quinta-Feira,1
0,3,50,5,noite,0,2,23.068811,5,0,252,3,0,1.060687,quinta-Feira,1
0,9,13,8,tarde,4,1,110.638288,12,0,120,7,0,5.087069,quinta-Feira,1
0,1,15,1,tarde,1,2,8.068367,2,0,0,0,0,0.371643,quinta-Feira,1
0,1,6,1,tarde,0,0,4.427157,1,0,10,1,0,0.203924,quinta-Feira,1
0,3,25,3,madrugada,0,0,28.74955,3,0,92,3,80,1.324331,quinta-Feira,1
0,5,1,4,noite,0,0,26.409811,4,0,405,4,54,1.216569,quarta-feira,1
0,1,36,1,noite,0,0,4.737692,1,0,10,1,0,0.218244,quarta-feira,1
0,4,42,10,tarde,0,0,130.783746,10,0,825,10,0,6.038493,terca-feira,1
0,1,6,1,tarde,0,0,4.755217,1,0,7,1,0,0.219562,terca-feira,1
0,2,20,2,madrugada,0,0,18.506272,2,0,70,2,44,0.854488,terca-feira,1
0,1,7,2,noite,0,0,9.043658,2,0,3,2,10,0.417571,segunda-feira,1
0,3,8,2,noite,0,0,28.1033,2,0,27,2,36,1.297609,segunda-feira,1
0,14,4,22,tarde,1,1,237.013683,23,0,3216,22,661,10.943596,segunda-feira,1
0,1,9,1,tarde,0,0,0,1,0,6,1,0,0,segunda-feira,1
0,8,12,31,manha,0,0,56.770768,31,0,4039,31,60,2.626848,quinta-Feira,1
0,2,31,1,tarde,0,0,7.937634,1,0,8,1,0,0.367283,quarta-feira,1
0,1,8,1,noite,0,0,5.064061,1,0,32,1,0,0.234322,segunda-feira,1
0,21,10,19,tarde,0,0,464.093227,19,0,3945,19,10,21.473705,segunda-feira,1
