@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,6,2,1,15,8,11,12,10,36,17,18,5,21,14,53'

@attribute num_commits numeric
@attribute description_length numeric
@attribute created_at_day_turn {tarde,noite,madrugada,manha}
@attribute created_at_week_day {terca-feira,segunda-feira,quarta-feira,sexta-feira,domingo,quinta-Feira,sabado}
@attribute src_churn numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute files_modified numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute intra_branch {false,true}
@attribute hotness numeric
@attribute other_files numeric
@attribute status {0,1}

@data
1,21,tarde,sexta-feira,4,0,1,1,1,jugglingnutcase,4.664358,0.064101,false,0,0,1
2,89,tarde,quinta-Feira,37,0,2,2,2,richardprice,4.231462,0.058155,false,0,0,1
2,51,noite,terca-feira,93,0,2,2,2,aharin,9.077132,0.124746,false,0.013986,0,1
1,35,noite,terca-feira,17,0,2,2,2,aharin,9.066594,0.124601,false,0.013986,0,0
1,32,madrugada,terca-feira,9,0,1,1,1,xt0rted,4.559936,0.062667,false,0.013889,0,1
1,44,noite,sexta-feira,18,0,1,1,1,thecodejunkie,4.43874,0.061001,false,0,0,1
3,9,tarde,sexta-feira,47,0,1,1,1,jchannon,4.951434,0.068047,false,0,0,1
1,30,tarde,terca-feira,2,0,1,1,1,sloncho,4.407093,0.060566,false,0,0,0
5,72,manha,terca-feira,150,0,2,2,2,paulsuart,21.993269,0.302251,false,0.032258,0,1
3,72,madrugada,terca-feira,130,0,2,2,2,paulsuart,17.494057,0.240419,false,0.032258,0,1
1,23,noite,segunda-feira,5,0,1,1,1,sloncho,4.137978,0.056868,false,0,0,1
1,109,noite,quinta-Feira,157,1,7,6,6,sloncho,31.978792,0.439473,false,0,1,0
2,5,tarde,quarta-feira,30,0,1,1,1,khellang,9.715219,0.133515,false,0,0,1
2,6,tarde,quarta-feira,19,0,1,1,1,khellang,4.836513,0.066468,false,0,0,1
13,293,noite,terca-feira,5103,4,13,9,9,logiclrd,242.858473,3.337575,false,0,2,1
4,16,noite,terca-feira,4,0,2,3,2,xt0rted,20.417588,0.280596,false,0,1,1
1,6,madrugada,terca-feira,0,0,1,0,1,jugglingnutcase,4.783647,0.065741,false,0,0,1
1,5,tarde,quinta-Feira,6,0,1,1,1,albertjan,4.141375,0.056948,false,0.013333,0,1
7,64,manha,quinta-Feira,455,1,5,3,4,albertjan,26.814835,0.368732,false,0,1,0
2,6,tarde,quarta-feira,25,0,3,3,3,albertjan,4.250553,0.058484,false,0,0,1
1,35,tarde,quarta-feira,91,0,4,4,4,albertjan,18.413481,0.253356,false,0,0,1
4,76,madrugada,quarta-feira,224,0,4,4,4,grumpydev,47.46628,0.6531,false,0,0,1
1,24,noite,terca-feira,2,0,1,1,1,DavidHoerster,4.616882,0.063525,false,0,0,1
2,48,tarde,terca-feira,36,0,2,2,2,albertjan,13.724115,0.188834,false,0,0,1
4,24,tarde,segunda-feira,92,1,4,3,3,icelorrio,4.674737,0.064321,false,0.015385,1,1
7,83,tarde,sabado,1714,15,95,5,65,jjchiw,76.208659,1.048574,false,0,70,0
2,50,tarde,quinta-Feira,4,0,1,1,1,kzhen,4.636466,0.063794,false,0,0,1
2,5,madrugada,quarta-feira,4,0,1,1,1,khellang,0,0,false,0,0,1
5,16,tarde,segunda-feira,55,0,4,3,4,damianh,18.684982,0.257092,false,0.024845,1,1
4,47,tarde,segunda-feira,256,157,163,7,6,damianh,260.214312,3.948898,false,0,154,1
18,68,noite,sexta-feira,1225,3,15,12,11,wilhen01,28.361938,0.430408,false,0.018987,2,1
3,147,manha,domingo,145,0,2,2,2,xt0rted,8.046792,0.122194,false,0,0,1
1,642,manha,sabado,0,0,1,0,1,phillip-haydon,4.76048,0.07229,false,0.011696,1,1
1,97,manha,sabado,47,1,4,3,3,phillip-haydon,18.361027,0.278819,false,0,1,1
6,122,tarde,sexta-feira,135,0,2,2,2,nerdfury,16.50223,0.250593,false,0.011628,0,1
13,61,manha,sexta-feira,415,3,12,11,9,khellang,215.821808,3.277335,false,0.011561,1,1
3,97,noite,quarta-feira,40,0,2,2,2,mloenow,13.76066,0.20896,false,0,0,1
1,7,tarde,quarta-feira,282,0,1,1,1,jchannon,4.475822,0.067964,false,0,0,1
1,35,tarde,quarta-feira,23,0,2,2,2,DarrellMozingo,8.581679,0.130311,false,0.02381,0,1
9,71,tarde,segunda-feira,300,0,7,7,7,khellang,26.488582,0.402509,false,0,0,1
1,6,madrugada,domingo,17,0,2,2,2,thecodejunkie,8.729819,0.132655,false,0.011429,0,1
2,28,madrugada,domingo,174,0,10,10,10,thecodejunkie,88.419306,1.343582,false,0.022857,0,1
2,6,tarde,quinta-Feira,32,4,67,15,63,jchannon,0,0,false,0,71,0
1,38,noite,segunda-feira,6,0,1,1,1,jtroe,5.016621,0.076231,false,0,0,1
7,116,tarde,sabado,374,1,4,2,3,phillip-haydon,27.369212,0.415892,false,0.087912,1,1
1,55,noite,quinta-Feira,140,0,2,2,2,jeffdoolittle,8.864375,0.1347,false,0.01105,0,0
1,75,tarde,quinta-Feira,1,0,1,1,1,washcroft,4.233611,0.064247,false,0.005525,0,0
3,28,noite,quarta-feira,130,2,5,4,3,xt0rted,45.206837,0.686945,false,0,1,1
12,114,noite,domingo,246,1,9,8,8,khellang,61.290324,0.945146,false,0,3,1
1,32,manha,domingo,151,0,1,1,1,xt0rted,4.457298,0.068735,false,0,0,1
4,51,manha,sexta-feira,73,0,25,25,25,xt0rted,113.052477,1.743367,false,0,0,1
1,3,manha,sexta-feira,4,0,1,1,1,xt0rted,4.539308,0.07,false,0.102041,0,1
1,59,manha,sexta-feira,0,0,1,0,1,xt0rted,5.020263,0.077417,false,0.006849,1,1
1,4,noite,quinta-Feira,2,0,1,1,1,xt0rted,4.207196,0.064878,false,0,0,1
20,54,tarde,quarta-feira,180,0,31,30,31,tpluscode,26.367394,0.406607,false,0,1,1
1,62,noite,quinta-Feira,23,0,1,1,1,acorkery,4.447371,0.068719,false,0,0,1
2,70,tarde,quinta-Feira,56,1,4,3,3,robertbeal,22.98968,0.355227,false,0,1,0
1,118,tarde,quarta-feira,17,0,2,2,2,provegard,9.229069,0.142842,false,0.007463,0,1
2,44,noite,segunda-feira,79,1,4,2,3,csainty,13.248443,0.205052,false,0.007519,1,0
2,11,tarde,terca-feira,146,1,4,3,3,khellang,0,0,false,0,1,1
1,12,manha,segunda-feira,4,0,1,1,1,wallymathieu,4.513752,0.069861,false,0,0,1
33,212,noite,sexta-feira,4311,29,65,43,28,liddellj,117.36341,1.816485,false,0.022222,10,1
1,7,noite,terca-feira,6,0,1,1,1,stanislavromanov,4.167492,0.064502,false,0.029412,0,1
2,2,tarde,segunda-feira,6,0,2,2,2,khellang,4.578943,0.07092,false,0,0,1
2,4,tarde,quinta-Feira,51,1,4,2,3,khellang,18.271772,0.283195,false,0.022556,1,1
6,37,tarde,quinta-Feira,238,0,8,8,8,grumpydev,35.701382,0.55531,false,0.015267,0,1
1,9,tarde,terca-feira,27,1,2,1,1,khellang,9.372965,0.145893,false,0.137405,1,1
1,25,tarde,segunda-feira,25,1,3,2,2,philjones88,14.475447,0.225764,false,0,1,0
1,92,tarde,sabado,55,2,6,4,4,grumpydev,27.89759,0.43575,false,0.015504,2,1
16,154,noite,sexta-feira,950,3,30,27,27,grumpydev,44.526146,0.695481,false,0,5,1
1,36,tarde,quarta-feira,2,0,1,1,1,rcknight,4.591897,0.071825,false,0,0,1
25,16,manha,sexta-feira,1769,5,22,15,17,thecodejunkie,534.775213,8.364047,false,0.018692,2,1
1,38,tarde,terca-feira,5,0,1,1,1,dot-i,4.880678,0.078429,false,0.118812,0,1
1,9,tarde,segunda-feira,28,0,1,1,1,khellang,4.250665,0.068305,false,0,0,1
7,39,manha,sexta-feira,1543,4,17,19,9,jeff-pang,8.452679,0.135827,false,0,2,1
1,7,madrugada,sexta-feira,145,0,2,2,2,thecodejunkie,9.380145,0.150731,false,0.02,0,1
2,23,noite,terca-feira,86,0,1,1,1,khellang,8.341344,0.134038,false,0,0,1
9,37,madrugada,segunda-feira,279,1,5,4,4,xt0rted,65.967325,1.060036,false,0,1,0
1,17,noite,quinta-Feira,40,0,1,1,1,xt0rted,4.536543,0.073053,false,0.044944,0,1
4,69,tarde,terca-feira,252,2,12,10,10,thecodejunkie,59.914958,0.964819,false,0,2,1
5,63,madrugada,segunda-feira,184,0,4,4,4,dot-i,14.14248,0.227738,false,0.103448,0,1
1,26,noite,sabado,2,0,1,1,1,thecodejunkie,4.755622,0.076579,false,0,0,1
1,60,tarde,sabado,32,0,2,2,2,nerdfury,8.465195,0.136313,false,0,0,1
7,9,noite,quarta-feira,52,3,13,2,7,phillip-haydon,41.073097,0.661391,false,0,11,1
1,3,madrugada,quarta-feira,4,0,1,1,1,stabbylambda,4.344448,0.069958,false,0,0,1
10,69,madrugada,quarta-feira,1137,7,36,31,29,thecodejunkie,198.150501,3.190772,false,0,3,1
1,15,noite,terca-feira,4,0,1,1,1,jugglingnutcase,4.555139,0.07335,false,0.02439,0,1
12,59,manha,segunda-feira,353,0,2,2,2,xt0rted,53.372018,0.859437,false,0.022472,0,1
1,49,madrugada,segunda-feira,2,0,1,1,1,detroitpro,3.894096,0.062706,false,0,0,0
2,175,tarde,domingo,326,0,3,3,3,xt0rted,17.626774,0.283839,false,0,0,1
2,46,tarde,domingo,78,1,2,2,1,despertargz,8.759672,0.141054,false,0,0,0
7,234,manha,sabado,8414,28,37,19,9,jeffdoolittle,663.030494,10.676585,false,0,11,1
2,34,noite,sabado,22,0,1,1,1,Adalyat,6.74054,0.108541,false,0.021978,0,1
1,26,tarde,terca-feira,21,0,5,5,5,xt0rted,22.030049,0.354743,false,0.011111,0,1
4,46,tarde,terca-feira,83,1,5,3,4,damianh,22.037608,0.355119,false,0.044444,1,1
1,7,madrugada,terca-feira,4,0,1,1,1,frankradocaj,4.809699,0.077505,false,0,0,1
5,136,noite,quinta-Feira,286,1,4,3,3,khellang,31.309665,0.504531,false,0.034091,1,1
1,22,noite,terca-feira,29,1,4,2,3,khellang,0,0,false,0,2,1
3,23,tarde,terca-feira,190,0,7,7,7,Adalyat,17.610948,0.283786,false,0,0,1
1,104,noite,sabado,2,0,1,1,1,DavidKarlas,4.281371,0.068991,false,0.011628,0,0
1,30,madrugada,sabado,14,0,1,1,1,scottt732,4.289876,0.069128,false,0,0,1
1,17,noite,sexta-feira,4,0,1,1,1,jugglingnutcase,4.213003,0.067889,false,0.068182,0,1
1,6,noite,sexta-feira,13,0,1,1,1,khellang,0,0,false,0,0,1
2,44,noite,quarta-feira,45,0,4,4,4,khellang,17.964766,0.289485,false,0.056818,0,1
1,24,tarde,quarta-feira,3,0,2,2,2,thecodejunkie,9.070182,0.146156,false,0,0,1
2,12,tarde,quarta-feira,500,0,84,84,84,albertjan,393.27428,6.337198,false,0,0,0
2,18,tarde,quarta-feira,13,0,3,3,3,albertjan,13.751198,0.221589,false,0.02381,0,1
2,13,tarde,quarta-feira,36,0,2,2,2,albertjan,9.088928,0.14646,false,0.071429,0,1
1,26,madrugada,quarta-feira,10,0,6,4,6,khellang,26.987531,0.434877,false,0,2,1
1,74,madrugada,terca-feira,24,0,1,1,1,DavidKarlas,4.319087,0.069598,false,0,0,0
1,73,noite,segunda-feira,7,0,1,1,1,khellang,4.23885,0.068305,false,0,0,1
1,62,madrugada,sabado,5,0,1,1,1,jbonhag,4.876355,0.078577,false,0.011236,0,1
1,20,noite,sexta-feira,15,0,1,1,1,jchannon,4.647844,0.074895,false,0.044944,0,1
2,19,tarde,sexta-feira,128,0,3,3,3,jchannon,13.906961,0.224096,false,0.033708,0,1
9,7,noite,quinta-Feira,301,1,8,5,6,khellang,19.004804,0.306241,false,0.136364,1,1
4,4,tarde,quinta-Feira,16,0,2,2,2,khellang,14.423314,0.232416,false,0,1,1
1,5,manha,quinta-Feira,9,0,1,1,1,thecodejunkie,4.266893,0.068756,false,0.033333,0,1
1,20,manha,quarta-feira,28,0,2,2,2,thecodejunkie,8.855371,0.142691,false,0.033708,0,1
4,15,manha,terca-feira,61,0,5,5,5,zippy1981,19.552202,0.315055,false,0,0,1
1,19,manha,terca-feira,2,0,1,1,1,xt0rted,4.324296,0.06968,false,0.079545,0,1
8,14,madrugada,terca-feira,347,1,4,2,3,horsdal,41.481941,0.66842,false,0.034483,1,1
2,52,tarde,sabado,42,1,3,2,2,phillip-haydon,13.829687,0.223499,false,0.049383,1,1
53,16,tarde,sabado,1557,9,61,49,52,horsdal,451.963138,7.304102,false,0.036145,7,0
3,30,noite,quarta-feira,23,0,1,1,1,damianh,13.869287,0.225659,false,0.05618,0,1
6,76,noite,quarta-feira,872,2,8,4,6,omeaart,88.453903,1.43918,false,0,2,1
3,49,noite,domingo,31,1,4,3,3,zippy1981,17.848422,0.291485,false,0,1,0
1,20,noite,sexta-feira,43,0,1,1,1,Crisfole,4.580551,0.074806,false,0.010101,0,0
2,36,manha,quarta-feira,57,1,3,1,2,williambogaiv,9.759996,0.159392,false,0,1,1
1,35,madrugada,quarta-feira,11,0,2,2,2,CumpsD,8.840252,0.144371,false,0.009804,0,1
4,11,manha,terca-feira,89,0,2,2,2,zippy1981,9.002491,0.147128,false,0.06,0,1
1,14,noite,sexta-feira,28,0,1,1,1,jugglingnutcase,4.569286,0.074676,false,0.09,0,1
3,33,madrugada,segunda-feira,8,0,1,1,1,CumpsD,4.33068,0.070776,false,0,0,1
13,34,noite,sexta-feira,416,2,13,13,11,richardprice,37.053606,0.605568,false,0.019608,2,1
1,9,noite,quinta-Feira,26,0,1,1,1,tempaccount0,4.919327,0.080397,false,0,0,1
3,32,tarde,terca-feira,371,1,12,10,11,damianh,101.461306,1.659435,false,0,1,1
8,49,noite,domingo,117,0,2,2,2,phillip-haydon,14.304626,0.233957,false,0.027778,0,1
10,110,noite,sexta-feira,279,0,8,8,8,phillip-haydon,61.242,1.001638,false,0,0,1
1,34,?,segunda-feira,0,0,2,0,2,hmemcpy,10.310337,0.168626,false,0,2,1
3,260,noite,segunda-feira,960,10,25,18,13,lukesmith,166.644621,2.725479,false,0,4,0
1,5,noite,sabado,17,0,1,1,1,fliiiix,4.67904,0.076526,false,0,0,1
1,10,madrugada,sexta-feira,143,1,4,3,3,dot-i,17.470161,0.285726,false,0,1,0
1,36,tarde,quinta-Feira,22,0,2,2,2,FredrikL,9.21265,0.150675,false,0.045872,0,1
2,6,tarde,quinta-Feira,19,0,2,2,2,jchannon,4.029249,0.065899,false,0.064815,0,1
4,32,madrugada,quinta-Feira,76,1,6,4,5,khellang,27.668698,0.452862,false,0,1,1
4,284,madrugada,quarta-feira,64,0,3,3,3,jugglingnutcase,16.521734,0.270416,false,0,0,1
8,7,madrugada,quarta-feira,142,1,9,7,8,horsdal,24.040067,0.393471,false,0,1,1
2,45,manha,terca-feira,4,0,1,1,1,jfis,4.194819,0.068655,false,0,0,1
7,97,madrugada,terca-feira,444,1,6,5,5,dot-i,52.673367,0.862083,false,0.009901,1,1
13,20,noite,segunda-feira,2476,2,11,7,9,jchannon,32.614622,0.53379,false,0.040404,2,1
1,7,madrugada,segunda-feira,32,0,2,2,2,thecodejunkie,8.560125,0.1401,false,0.040816,0,1
3,58,madrugada,segunda-feira,129,0,3,3,3,MCord,22.192469,0.363215,false,0.030612,0,0
4,14,noite,domingo,66,0,2,2,2,jchannon,25.155697,0.411715,false,0.041667,0,1
4,64,manha,sexta-feira,191,1,5,3,4,raurfang,4.4229,0.072388,false,0,1,1
1,6,madrugada,sexta-feira,2,0,1,1,1,steenhulthin,4.462142,0.07303,false,0,0,1
1,31,madrugada,quarta-feira,17,0,1,1,1,khellang,4.493773,0.073548,false,0.052083,0,1
1,6,madrugada,quarta-feira,28,0,2,2,2,khellang,8.814099,0.144257,false,0.03125,0,1
17,99,madrugada,quarta-feira,4236,2,9,6,7,khellang,126.540297,2.071044,false,0.031579,1,1
1,12,noite,segunda-feira,2,0,1,1,1,marcusoftnet,4.605905,0.07544,false,0,0,1
1,5,noite,segunda-feira,2,0,1,1,1,jchannon,4.547176,0.074478,false,0.022472,0,1
3,39,noite,sabado,23,0,2,2,2,rogeralsing,17.354509,0.28425,false,0,0,1
2,42,madrugada,segunda-feira,118,1,5,3,4,thecodejunkie,22.573144,0.374522,false,0.034884,1,1
2,165,tarde,sabado,157,4,8,7,4,phillip-haydon,38.074765,0.631717,false,0,1,1
1,21,noite,sexta-feira,2,0,1,1,1,anilanar,4.721312,0.078333,false,0.02381,0,1
2,36,tarde,sexta-feira,4,0,1,1,1,omockler,4.599831,0.076318,false,0,0,1
1,63,noite,quarta-feira,1,0,1,1,1,TheFastCat,4.482343,0.074369,false,0,0,1
47,172,madrugada,quarta-feira,1256,17,35,22,18,jugglingnutcase,18.089078,0.300124,false,0,10,0
3,9,madrugada,quarta-feira,45,0,2,2,2,jchannon,8.725058,0.144761,false,0.023256,0,1
1,25,noite,segunda-feira,81,2,3,2,1,jchannon,14.105003,0.234378,false,0,1,1
3,22,tarde,domingo,29,0,2,2,2,phillip-haydon,8.785517,0.145989,false,0.055556,0,1
2,4,manha,quarta-feira,10,1,4,1,3,SimonCropp,17.546154,0.291969,false,0.020619,3,1
3,32,madrugada,quarta-feira,195,1,6,4,5,Hihaj,31.278578,0.520477,false,0.030928,1,1
1,14,noite,terca-feira,2,0,1,1,1,jugglingnutcase,4.644945,0.077292,false,0.072917,0,1
1,7,madrugada,segunda-feira,0,4,37,0,29,adamralph,145.533051,2.421675,false,0.010417,41,1
9,59,madrugada,domingo,228,1,16,13,15,thecodejunkie,49.565839,0.824777,false,0.020833,2,1
2,119,noite,sexta-feira,199,1,5,3,4,davidalpert,18.309568,0.304672,false,0.020833,1,1
2,44,manha,quinta-Feira,150,0,9,9,9,thecodejunkie,40.364537,0.67168,false,0.053191,0,1
9,9,tarde,quarta-feira,204,0,3,3,3,jchannon,4.662366,0.077583,false,0.042553,0,1
3,9,manha,quarta-feira,112,0,9,9,9,thecodejunkie,40.16153,0.668341,false,0.032258,0,1
3,435,madrugada,quarta-feira,382,7,15,13,8,logiclrd,31.946618,0.531634,false,0,2,1
1,8,tarde,segunda-feira,0,0,1,0,1,khellang,4.879044,0.081813,false,0,1,1
1,6,tarde,domingo,65,0,6,5,5,thecodejunkie,22.259264,0.37299,false,0.023256,1,1
6,30,tarde,domingo,213,0,9,9,9,thecodejunkie,22.669486,0.379864,false,0.034884,0,1
7,28,tarde,domingo,126,0,9,9,9,thecodejunkie,40.533544,0.679205,false,0,0,1
33,39,madrugada,domingo,3007,1,29,27,27,thecodejunkie,820.137794,13.742736,false,0,2,1
2,30,tarde,sabado,41,0,3,3,3,Deadarius,13.262268,0.222231,false,0.023529,0,1
1,23,noite,sexta-feira,2,0,1,1,1,zippy1981,4.411368,0.07392,false,0.035294,0,1
2,85,noite,quinta-Feira,51,1,4,3,3,robertbeal,19.340651,0.324084,false,0,1,0
1,29,noite,quinta-Feira,13,0,1,1,1,btompkins,4.604104,0.077149,false,0,0,0
2,10,tarde,quarta-feira,66,0,1,1,1,DavidChristiansen,4.359803,0.073056,false,0,0,1
1,49,noite,terca-feira,2,0,1,1,1,Hihaj,4.391108,0.073555,false,0,0,1
1,52,noite,terca-feira,48,0,3,3,3,brianwigfield,14.20259,0.237906,false,0.023529,0,1
1,8,noite,segunda-feira,18,0,1,1,1,grumpydev,4.532016,0.075915,false,0.036145,0,1
2,41,tarde,sexta-feira,41,0,3,3,3,Deadarius,13.262268,0.222153,false,0.024096,0,0
1,10,tarde,sexta-feira,6,0,1,1,1,thecodejunkie,4.345721,0.072794,false,0.060976,0,1
1,11,tarde,sexta-feira,12,0,1,1,1,thecodejunkie,4.433974,0.074272,false,0.024691,0,1
3,6,manha,sexta-feira,131,0,2,2,2,grumpydev,13.249144,0.221915,false,0,0,1
3,7,manha,quinta-Feira,71,0,2,2,2,jchannon,17.578096,0.295267,false,0,0,1
1,4,manha,quarta-feira,0,0,1,0,1,SimonCropp,5.000881,0.083997,false,0.026316,1,0
1,8,manha,quarta-feira,0,0,1,0,1,khellang,5.000881,0.083997,false,0.026316,1,1
1,4,manha,quarta-feira,0,4,11,0,2,SimonCropp,0,0,false,0,11,1
1,6,noite,sexta-feira,4,0,1,1,1,grumpydev,4.420075,0.074241,false,0.028169,0,1
1,13,tarde,sexta-feira,436,0,1,1,1,sloncho,4.523779,0.075979,false,0,0,1
14,58,noite,quinta-Feira,448,0,4,4,4,khellang,36.558047,0.614493,false,0.046875,0,1
1,14,tarde,quinta-Feira,6,0,1,1,1,emilianionascu,4.674301,0.078569,false,0,0,1
2,147,noite,quarta-feira,517,0,2,2,2,rasmus-beck,9.750037,0.163886,false,0.080645,0,1
6,70,tarde,quarta-feira,125,0,7,7,7,grumpydev,35.935599,0.604032,false,0.016129,0,1
5,52,noite,terca-feira,191,2,11,9,7,thecodejunkie,40.324548,0.677805,false,0,2,1
1,4,tarde,terca-feira,3,0,1,1,1,grumpydev,4.328965,0.072764,false,0.092308,0,1
1,29,noite,segunda-feira,72,0,1,1,1,jchannon,4.825116,0.081104,false,0.153846,0,1
9,41,tarde,domingo,80,10,20,3,8,grumpydev,78.198244,1.314407,false,0,16,0
3,20,madrugada,sabado,33,0,2,2,2,wasabii,13.668178,0.229744,false,0,0,1
3,122,noite,quinta-Feira,31,0,2,2,2,omeaart,3.831558,0.064403,false,0,0,1
1,78,tarde,quinta-Feira,348,2,8,6,6,liddellj,35.913955,0.604592,false,0,2,1
5,20,manha,quinta-Feira,106,0,3,2,3,grumpydev,27.006113,0.454635,false,0.153846,1,1
2,5,tarde,terca-feira,47,0,2,2,2,albertjan,12.741793,0.214502,false,0.121212,0,1
1,206,noite,sexta-feira,12,0,1,1,1,justinvp,4.478613,0.075395,false,0.044776,0,1
6,18,tarde,sexta-feira,138,0,10,10,10,khellang,42.197579,0.710367,false,0.030769,0,1
3,14,noite,terca-feira,6,0,1,1,1,sirbadger,8.7925,0.148016,false,0,0,1
4,56,tarde,terca-feira,79,0,3,3,3,nerdfury,9.065939,0.152619,false,0,0,1
4,44,manha,sexta-feira,320,17,25,11,6,ferretallica,114.544441,1.928293,false,0,8,1
2,72,madrugada,sexta-feira,50,0,2,2,2,khellang,8.95701,0.150786,false,0.047619,0,1
8,59,noite,quinta-Feira,808,10,20,10,9,marcusoftnet,37.888195,0.637827,false,0.031746,5,1
1,70,tarde,quinta-Feira,8,0,3,2,3,mat-mcloughlin,14.013052,0.235902,false,0,0,1
2,113,tarde,quinta-Feira,99,0,1,1,1,mattilaj,4.614121,0.077676,false,0.014085,0,1
1,93,tarde,quinta-Feira,86,0,1,1,1,mattilaj,4.614121,0.077676,false,0.013889,0,1
2,9,manha,quinta-Feira,2,0,1,1,1,khellang,0,0,false,0,1,1
1,4,manha,quarta-feira,4,0,1,1,1,haf,4.020713,0.067687,false,0.013889,0,1
