@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,6,2,1,15,8,11,12,10,36,17,18,5,21,14,53'

@attribute num_commits numeric
@attribute description_length numeric
@attribute created_at_day_turn {tarde,noite,madrugada,manha}
@attribute created_at_week_day {terca-feira,segunda-feira,quarta-feira,sexta-feira,domingo,quinta-Feira,sabado}
@attribute src_churn numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute files_modified numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute intra_branch {false,true}
@attribute hotness numeric
@attribute other_files numeric
@attribute status {0,1}

@data
2,18,noite,segunda-feira,22,0,2,2,2,khellang,8.379805,0.113353,false,0.045198,0,1
61,6,noite,sabado,183,129,353,44,133,jchannon,1564.147645,21.158035,true,0.005747,235,0
1,15,tarde,sabado,0,0,1,0,1,thecodejunkie,5.266516,0.071239,false,0.079755,1,1
1,58,noite,quinta-Feira,19,0,2,2,2,jonathanfoster,8.867079,0.119944,false,0.03681,0,1
4,88,madrugada,quinta-Feira,145,2,6,4,4,thecodejunkie,27.348694,0.370392,false,0.037037,1,1
2,24,tarde,terca-feira,8,0,2,2,2,khellang,12.059738,0.163329,false,0.041379,0,0
1,23,madrugada,quarta-feira,0,0,1,0,1,onliner10,5.07974,0.068893,false,0.012903,1,1
1,25,noite,terca-feira,8,0,1,1,1,phoenixx,3.744553,0.050785,false,0.012903,0,1
1,36,noite,terca-feira,18,0,2,2,2,asbjornu,8.934226,0.12117,false,0.019355,0,1
3,40,manha,terca-feira,90,0,6,6,6,xt0rted,25.909119,0.351391,false,0.012739,0,1
4,55,noite,segunda-feira,53,118,120,2,2,khellang,92.165928,1.250054,false,0,118,1
1,41,noite,segunda-feira,37,0,2,2,2,asbjornu,8.581605,0.116393,false,0.006329,0,1
3,204,tarde,domingo,923,2,35,33,33,thecodejunkie,201.641558,2.734897,false,0.012422,1,1
3,30,tarde,sexta-feira,31,0,1,1,1,asbjornu,4.448314,0.060333,false,0.085366,0,1
8,92,tarde,quarta-feira,89,0,9,9,9,khellang,55.327385,0.750414,false,0.023121,0,0
4,12,madrugada,quarta-feira,14,0,5,5,5,thecodejunkie,22.936513,0.31151,false,0.02381,1,1
8,7,noite,terca-feira,507,3,26,27,22,thecodejunkie,95.95759,1.303239,false,0.018182,1,1
2,21,madrugada,segunda-feira,172,0,1,1,1,khellang,7.995228,0.10859,false,0.095238,0,1
1,31,noite,sexta-feira,86,0,7,7,7,thecodejunkie,31.371551,0.426091,false,0.03352,0,1
1,9,tarde,quinta-Feira,218,0,6,6,6,thecodejunkie,27.4684,0.373071,false,0.016854,0,1
9,221,tarde,quarta-feira,557,4,28,24,24,thecodejunkie,55.093299,0.750112,false,0.021739,2,1
58,11,madrugada,quarta-feira,4614,2,72,66,70,damianh,4.138004,0.05634,false,0.037634,4,1
1,119,noite,quarta-feira,70,1,5,3,1,thecodejunkie,10.153129,0.134716,false,0.005155,2,1
4,25,noite,quinta-Feira,49,0,8,7,8,richardprice,24.521437,0.32536,false,0.005405,1,1
1,6,tarde,quinta-Feira,7,0,1,1,1,khellang,4.71283,0.062532,false,0.061111,0,1
89,836,noite,terca-feira,18343,95,197,186,86,DavidLievrouw,2974.592731,39.516162,false,0,11,0
1,22,tarde,terca-feira,47,0,7,7,7,damianh,30.48875,0.405767,false,0.011765,0,1
2,18,madrugada,terca-feira,365,0,3,3,3,jchannon,13.076344,0.174679,false,0.01227,0,1
3,6,madrugada,terca-feira,269,6,9,5,3,thecodejunkie,46.378817,0.619547,false,0,4,1
1,39,tarde,domingo,66,0,3,2,3,thecodejunkie,13.219782,0.176609,false,0.012903,1,1
3,8,noite,sexta-feira,79,1,4,2,3,khellang,17.665969,0.236141,false,0,1,1
1,9,noite,sexta-feira,2,0,1,1,1,khellang,4.407093,0.05891,false,0.013333,0,1
2,13,noite,sexta-feira,247,0,5,5,5,horsdal,26.950208,0.360247,true,0,0,1
6,4,noite,sexta-feira,1596,12,25,7,6,horsdal,182.260065,2.447288,true,0,15,1
2,17,tarde,sexta-feira,667,0,2,2,2,thecodejunkie,8.499207,0.114122,false,0,0,1
1,13,manha,quarta-feira,23,0,1,1,1,mikle111,4.55968,0.061224,false,0,0,1
1,58,noite,terca-feira,1,0,1,1,1,jongleur1983,4.290521,0.05761,false,0,0,1
1,12,noite,sabado,2,0,1,1,1,jlennox,5.138202,0.069032,false,0,0,1
6,126,noite,quinta-Feira,110,1,4,2,3,joebuschmann,26.620644,0.357648,false,0.012658,1,1
3,10,noite,sexta-feira,180,0,1,1,1,jchannon,9.505657,0.127708,false,0.012821,0,1
1,25,noite,quinta-Feira,91,1,4,3,3,grumpydev,17.658129,0.237369,false,0,1,1
2,24,manha,terca-feira,6,0,1,1,1,duszekmestre,4.216169,0.056676,false,0.012658,0,0
1,121,noite,segunda-feira,8,0,1,1,1,jongleur1983,4.570571,0.06144,false,0.012821,0,1
3,31,madrugada,segunda-feira,354,0,1,1,1,06b,4.727007,0.063543,false,0,0,1
5,36,madrugada,domingo,132,0,1,1,1,thecodejunkie,8.733109,0.117395,false,0,0,1
2,73,tarde,quinta-Feira,12,0,2,2,2,jchannon,9.011746,0.121141,false,0.013423,0,1
6,36,noite,terca-feira,1596,12,25,7,6,ayoung,105.59181,1.419418,false,0,15,1
1,73,noite,quinta-Feira,5,0,1,1,1,danielmue,3.778904,0.050799,false,0,0,1
1,82,tarde,domingo,0,0,1,0,1,jonathanfoster,0,0,false,0,0,1
1,6,madrugada,sabado,4,0,1,1,1,bsommardahl,4.635982,0.062321,false,0,0,1
3,6,noite,sexta-feira,40,0,3,3,3,khellang,27.029561,0.363353,false,0,0,1
1,14,tarde,quarta-feira,0,0,1,0,1,khellang,4.458407,0.059974,false,0.015152,1,1
3,17,tarde,quarta-feira,0,0,83,0,83,khellang,410.382016,5.520383,false,0,83,1
1,25,tarde,quarta-feira,0,1,1,0,0,khellang,4.914503,0.066195,false,0,1,1
5,64,noite,terca-feira,108,0,6,6,6,felipeleusin,22.841758,0.307664,false,0.007692,0,1
1,3,tarde,terca-feira,0,1,1,0,0,khellang,4.795168,0.064588,false,0,1,1
1,9,madrugada,terca-feira,16,0,2,2,2,thecodejunkie,9.359648,0.126209,false,0.03252,0,1
1,37,madrugada,terca-feira,10,0,1,1,1,thecodejunkie,4.12752,0.055657,false,0,0,1
1,10,tarde,segunda-feira,4,0,1,1,1,samal84,4.391228,0.059213,false,0.016667,0,1
3,7,noite,domingo,299,2,16,14,14,khellang,45.333215,0.611294,false,0,2,1
9,9,tarde,domingo,523,11,29,18,15,phillip-haydon,124.758957,1.677112,false,0,6,1
1,48,madrugada,domingo,164,0,33,33,33,thecodejunkie,149.055179,2.009901,false,0,0,1
1,68,tarde,sexta-feira,155,0,2,2,2,thecodejunkie,9.057584,0.122135,false,0.027273,0,1
1,10,tarde,quinta-Feira,2,0,1,1,1,lijunle,5.103439,0.068816,false,0,0,1
1,41,tarde,quinta-Feira,7,0,1,1,1,thecodejunkie,4.472909,0.060313,false,0,0,1
2,46,tarde,quinta-Feira,35,0,1,1,1,thecodejunkie,4.408928,0.05945,false,0,0,1
1,17,tarde,quinta-Feira,2,0,1,1,1,khellang,5.125773,0.069116,true,0.019608,0,1
1,67,tarde,quinta-Feira,2,0,1,1,1,gitter-badger,5.132361,0.069205,false,0,0,1
12,98,manha,quinta-Feira,284,0,7,7,7,khellang,17.196135,0.231874,false,0,0,1
1,42,manha,quinta-Feira,33,0,1,1,1,thecodejunkie,4.197749,0.056603,false,0,0,1
3,30,manha,quarta-feira,169,0,3,3,3,thecodejunkie,31.339296,0.422606,false,0,0,1
2,76,manha,terca-feira,13,0,5,5,5,rudygt,22.083331,0.297791,false,0,0,1
1,3,madrugada,segunda-feira,0,0,1,0,1,xt0rted,5.046686,0.068054,false,0,1,1
1,109,tarde,sexta-feira,2,0,1,1,1,AIexandr,3.977724,0.053639,false,0,0,0
4,77,noite,terca-feira,37,0,3,3,3,anton-gogolev,27.273794,0.367783,false,0,0,1
54,23,manha,terca-feira,6059,11,530,354,478,thecodejunkie,2785.3047,37.559448,false,0,143,0
3,27,madrugada,terca-feira,24,0,3,3,3,wtilton,9.190508,0.123933,false,0.031746,0,1
1,160,madrugada,domingo,4,0,1,1,1,dbent,3.908666,0.052708,false,0,0,1
3,133,tarde,sexta-feira,51,0,3,3,3,taharrison,18.978149,0.255917,false,0,0,0
1,58,noite,terca-feira,11,0,1,1,1,AdamFinley,3.731172,0.050314,false,0,0,0
1,18,madrugada,terca-feira,5,0,1,1,1,sroylance,4.349928,0.058658,false,0,0,1
1,90,tarde,terca-feira,9,0,1,1,1,Crisfole,4.706816,0.06347,false,0,0,0
1,2,noite,sabado,10,0,1,1,1,VictorTomaili,4.097274,0.055251,false,0,0,0
1,51,madrugada,quinta-Feira,0,0,64,0,64,khellang,325.214568,4.385447,false,0,64,0
1,8,manha,quarta-feira,8,0,1,1,1,khellang,4.415223,0.059538,false,0,0,1
3,10,manha,terca-feira,59,0,2,2,2,khellang,17.4788,0.235697,false,0,0,1
2,7,manha,quinta-Feira,45,0,3,2,3,khellang,13.745198,0.18535,false,0.014388,1,1
1,23,noite,segunda-feira,29,0,1,1,1,lijunle,4.239455,0.057169,false,0.024845,0,1
2,18,tarde,segunda-feira,3,0,3,1,3,tparnell8,14.301481,0.192856,false,0,2,1
5,45,madrugada,domingo,373,2,232,5,3,tparnell8,14.568401,0.196455,false,0,224,0
1,61,madrugada,quinta-Feira,25,0,2,2,2,jvandertil,8.903167,0.120059,false,0,0,1
1,11,tarde,terca-feira,3,0,1,1,1,awec,4.318877,0.05824,false,0.011561,0,1
1,20,manha,sexta-feira,2,0,1,1,1,oskar,4.478491,0.060393,false,0.016854,0,1
1,8,noite,quinta-Feira,4,0,1,1,1,lijunle,4.287173,0.057813,false,0,0,1
1,5,noite,quinta-Feira,6,0,2,2,2,khellang,9.251465,0.124756,false,0,1,1
1,54,tarde,domingo,364,2,7,5,5,hmemcpy,30.797399,0.415751,false,0,2,1
2,18,manha,quinta-Feira,2,0,1,1,1,kobi,10.173006,0.137331,false,0.046948,0,1
12,13,manha,terca-feira,357,0,5,4,5,khellang,60.046968,0.810607,false,0,1,1
1,34,noite,segunda-feira,2,0,1,1,1,cchrisman,4.260323,0.057512,false,0.035176,0,0
1,6,tarde,terca-feira,6,0,1,1,1,jchannon,4.790254,0.064667,true,0.020305,0,1
1,25,tarde,terca-feira,8,0,2,2,2,danbarua,9.443541,0.127484,false,0,0,1
1,11,noite,sabado,8,0,1,1,1,jbattermann,4.615933,0.062314,false,0,0,1
2,156,noite,sabado,497,1,9,6,8,jonathanfoster,36.024824,0.486323,false,0,1,0
5,8,manha,sabado,72,0,3,2,3,khellang,33.265315,0.44907,false,0.010152,1,1
1,13,noite,sexta-feira,0,0,1,0,1,shiftbot,4.714859,0.063649,false,0,0,1
2,23,noite,quinta-Feira,4,0,2,1,2,hlesesne,8.716112,0.117665,false,0,0,1
3,38,noite,segunda-feira,105,0,3,3,3,horsdal,17.719821,0.239212,false,0.010309,0,1
3,40,noite,sexta-feira,25,0,1,1,1,Crisfole,4.595525,0.062038,false,0,0,1
1,18,manha,sexta-feira,27,0,2,2,2,grumpydev,8.746425,0.118074,false,0.036458,0,1
1,249,noite,quinta-Feira,4,0,1,1,1,etishor,4.448639,0.060056,false,0,0,1
1,52,noite,terca-feira,10,0,1,1,1,scottcarr,4.287795,0.057884,false,0,0,1
2,46,noite,segunda-feira,31,0,2,2,2,anton-gogolev,9.542933,0.128827,false,0.041237,0,1
1,6,tarde,segunda-feira,47,0,3,3,3,jchannon,13.022482,0.175801,false,0,0,0
1,32,manha,sexta-feira,67,1,23,2,22,ranjitCatchinUp,117.23888,1.583716,false,0.010363,21,1
1,13,manha,quinta-Feira,76,0,12,12,12,hlesesne,53.306663,0.720957,false,0,0,1
1,4,manha,quinta-Feira,10,0,3,3,3,06b,13.106322,0.177259,false,0,0,1
1,3,madrugada,quinta-Feira,6,0,3,3,3,06b,12.913976,0.174658,false,0,0,1
2,7,manha,quarta-feira,0,3,43,0,40,ranjitCatchinUp,209.363511,2.838396,false,0,43,1
1,84,noite,terca-feira,3,0,1,1,1,khellang,4.138159,0.056102,false,0.016043,0,1
2,98,tarde,terca-feira,88,0,2,2,2,loftum,9.53582,0.12928,false,0,0,1
5,50,manha,terca-feira,258,2,7,4,5,hlesesne,17.952935,0.243393,false,0,2,1
4,5,tarde,domingo,20,0,3,3,3,ranjitCatchinUp,8.965001,0.12154,false,0.010526,0,1
1,7,tarde,domingo,2,0,1,1,1,ranjitCatchinUp,4.563607,0.06187,false,0,0,1
1,27,tarde,sabado,7,0,1,1,1,DarthWalsh,4.217617,0.057216,false,0.020725,0,1
11,75,madrugada,sabado,275,1,4,3,3,loftum,23.677813,0.32121,false,0,1,1
7,44,madrugada,segunda-feira,114,0,1,1,1,khellang,28.673782,0.388988,false,0,0,1
1,28,manha,sexta-feira,23,0,1,1,1,Tsingbo-Kooboo,4.192193,0.056871,false,0.02139,0,0
2,57,madrugada,quinta-Feira,58,0,2,2,2,horsdal,17.318436,0.234941,false,0.022222,0,1
4,52,noite,segunda-feira,81,1,4,3,3,khellang,27.430797,0.372125,false,0.011494,1,1
4,40,noite,sexta-feira,94,0,6,6,6,adamhathcock,12.892175,0.174895,false,0,0,1
3,67,madrugada,sexta-feira,69,0,4,4,4,khellang,35.119603,0.476431,false,0.017442,0,1
2,31,madrugada,quinta-Feira,1288,0,58,58,58,06b,258.186398,3.502027,false,0,0,1
1,6,noite,quarta-feira,15,0,1,1,1,khellang,4.039455,0.054791,false,0,0,0
2,5,tarde,quarta-feira,53,0,2,2,2,khellang,8.795812,0.119307,false,0.011834,0,1
2,12,madrugada,terca-feira,52,0,12,12,12,06b,52.543554,0.712709,false,0,0,1
1,5,manha,domingo,2,0,1,1,1,06b,4.384464,0.059472,false,0,0,1
1,3,manha,domingo,6,0,3,3,3,06b,13.510961,0.183265,false,0,0,1
6,127,madrugada,domingo,672,3,30,27,27,thecodejunkie,36.443028,0.49432,false,0,1,0
1,26,noite,sabado,40,0,2,2,2,johnduhart,9.228687,0.12518,false,0,0,1
1,3,madrugada,sabado,2,0,1,1,1,06b,4.245899,0.057592,false,0.012048,0,1
1,4,madrugada,sabado,2,0,1,1,1,06b,4.326553,0.058686,false,0,0,1
1,7,tarde,sexta-feira,32,0,16,16,16,06b,72.7695,0.986825,false,0,0,1
1,3,tarde,sexta-feira,16,0,8,8,8,06b,35.51383,0.481602,false,0,0,1
1,9,tarde,sexta-feira,344,0,21,21,21,06b,93.171254,1.263493,false,0,0,1
1,7,manha,quinta-Feira,2,0,1,1,1,06b,4.662494,0.063227,false,0,0,1
1,11,manha,quinta-Feira,8,0,2,2,2,06b,9.240315,0.125305,false,0,0,1
1,16,madrugada,quarta-feira,1,0,1,1,1,onatm,4.081651,0.05535,false,0,0,1
1,8,madrugada,domingo,4,0,1,1,1,bendetat,4.557456,0.061802,false,0,0,1
6,28,manha,sabado,56,0,17,17,17,06b,73.838309,1.001294,false,0,0,1
1,11,madrugada,sabado,6,0,1,1,1,06b,4.544928,0.061632,false,0.006667,0,1
1,6,tarde,sexta-feira,15,0,1,1,1,khellang,4.039455,0.054778,true,0,0,0
2,9,manha,sexta-feira,4,0,1,1,1,06b,8.951532,0.121388,false,0,0,1
3,2,noite,quarta-feira,0,0,2,0,2,khellang,30.761119,0.41714,false,0,2,1
4,27,noite,domingo,105,2,6,2,4,jchannon,19.01781,0.25822,false,0,2,1
1,23,manha,sabado,2,0,1,1,1,xt0rted,4.648998,0.063123,false,0,0,1
1,23,manha,sabado,2,0,1,1,1,xt0rted,3.992816,0.054214,false,0.02,0,1
4,22,tarde,terca-feira,86,0,2,2,2,khellang,19.845588,0.26946,false,0.081633,0,1
1,9,tarde,terca-feira,2,0,1,1,1,ClemPi,4.574406,0.062109,false,25,0,1
1,8,noite,segunda-feira,4,0,1,1,1,ptomasroos,4.412082,0.059905,false,0,0,1
1,20,tarde,sexta-feira,2,0,1,1,1,khalidsalomao,4.554587,0.06184,false,0,0,1
4,87,madrugada,sexta-feira,12,0,1,1,1,khalidsalomao,18.109002,0.245876,false,0,0,0
3,97,noite,quinta-Feira,101,0,2,2,2,khalidsalomao,7.991838,0.10851,false,0,0,1
3,19,noite,segunda-feira,4,0,2,1,2,Kibele,9.38989,0.12757,false,0.052632,0,1
1,2,tarde,terca-feira,4,0,1,1,1,albertjan,4.451611,0.060479,false,0,0,1
1,55,manha,segunda-feira,40,1,3,2,2,mtharrington,13.397592,0.182019,false,0,1,1
1,19,madrugada,sabado,0,0,2,0,2,xt0rted,9.730571,0.132198,false,0,2,1
2,31,tarde,segunda-feira,39,0,4,4,4,khellang,34.279691,0.465721,false,0,0,1
1,7,noite,quinta-Feira,0,0,1,0,1,albertjan,4.957598,0.067354,false,0,1,1
2,26,manha,quinta-Feira,165,0,44,29,44,06b,185.662598,2.521975,false,0,5,1
1,29,noite,segunda-feira,88,0,3,3,3,PureKrome,13.626209,0.185094,false,0,0,1
1,7,noite,segunda-feira,55,0,2,2,2,albertjan,8.849441,0.120208,false,0,0,1
3,32,manha,quinta-Feira,320,0,4,4,4,xt0rted,36.728015,0.498902,false,0,0,1
1,81,madrugada,sabado,2,0,2,2,2,sloncho,9.119508,0.123951,false,0,0,1
1,43,madrugada,sexta-feira,29,1,4,3,3,devcrafting,17.693862,0.240493,false,0,1,1
1,19,noite,quinta-Feira,22,1,2,1,1,Crisfole,9.46034,0.128584,false,0.030303,1,0
6,49,noite,quarta-feira,274,1,6,5,5,Crisfole,43.000281,0.584454,false,0,1,0
1,55,madrugada,quarta-feira,6,0,1,1,1,khalidsalomao,3.975122,0.054029,false,0.009709,0,0
1,48,noite,quarta-feira,44,0,2,2,2,ClemPi,8.785155,0.119407,false,0.019231,0,1
1,5,madrugada,quarta-feira,28,0,1,1,1,Corstiaan84,4.202446,0.057119,false,0.019231,0,1
8,18,madrugada,sexta-feira,480,0,4,4,4,sschlesier,54.130401,0.735748,false,0,0,1
1,24,noite,sexta-feira,5,0,1,1,1,ClemPi,3.972231,0.053991,false,0.017094,0,1
1,92,noite,terca-feira,93,0,10,10,10,jayharris,45.52044,0.618735,false,0,0,1
2,43,noite,sexta-feira,41,0,2,2,2,omeaart,8.412535,0.114347,false,0.016393,0,1
1,33,noite,sexta-feira,22,0,2,2,2,omeaart,9.024361,0.122663,false,0.008197,0,1
1,10,manha,sexta-feira,6,0,1,1,1,06b,4.445248,0.060422,false,0,0,1
1,4,madrugada,quarta-feira,4,0,1,1,1,kthompson,4.139785,0.05627,false,0.00813,0,1
5,18,tarde,quinta-Feira,116,0,2,2,2,albertjan,17.823887,0.242271,false,0.031496,0,1
1,57,tarde,domingo,17,0,1,1,1,IngvarKofoed,3.959582,0.053821,false,0.022727,0,0
1,33,noite,quarta-feira,4,0,1,1,1,yannisgu,4.488055,0.061004,false,0,0,1
1,38,tarde,quinta-Feira,52,0,2,2,2,nathanmarlor,8.688369,0.118169,false,0.032895,0,0
2,63,tarde,domingo,4,0,1,1,1,canton7,8.554151,0.116341,false,0.006667,0,1
2,15,manha,sabado,145,0,1,1,1,horsdal,8.86359,0.12055,false,0.013423,0,1
2,105,tarde,quarta-feira,74,1,4,3,3,wilhen01,18.374044,0.250208,false,0.013889,1,1
1,15,tarde,quarta-feira,6,0,1,1,1,solyutor,4.576474,0.06232,false,0.028169,0,1
3,41,tarde,quarta-feira,163,1,4,4,3,AnthonySteele,8.590339,0.116978,false,0.014286,1,0
2,14,manha,quarta-feira,23,0,1,1,1,jeff-pang,0,0,false,0,0,1
1,68,manha,quarta-feira,29,0,2,2,2,jeff-pang,8.395304,0.114323,false,0.007246,0,1
2,316,noite,segunda-feira,20,0,1,1,1,jjchiw,4.114321,0.05606,false,0.007353,0,1
3,48,tarde,segunda-feira,65,0,2,2,2,albertjan,13.435127,0.183059,false,0.014925,0,1
3,238,noite,sabado,58,0,3,3,3,Jevonius,13.393447,0.182491,false,0.007692,0,1
1,12,manha,sabado,88,0,1,1,0,xt0rted,0,0,false,0,0,1
2,37,tarde,quinta-Feira,228,0,3,3,3,khellang,26.451395,0.360411,false,0.015748,0,1
9,19,madrugada,quinta-Feira,271,0,4,4,4,sschlesier,35.818906,0.488047,false,0.007937,0,0
1,7,tarde,quarta-feira,4,0,1,1,1,mat-mcloughlin,4.793925,0.065357,false,0.024793,0,1
16,21,noite,domingo,3038,6,24,15,15,Novakov,287.670348,3.921873,false,0,1,1
1,25,madrugada,sabado,16,0,4,4,4,xt0rted,18.067183,0.246621,false,0.058824,0,1
1,5,noite,sexta-feira,35,0,1,1,1,xt0rted,4.503465,0.061474,false,0.042373,0,1
3,4,noite,quinta-Feira,44,0,2,2,2,amityagov,8.352676,0.114018,false,0.034483,0,0
1,12,manha,terca-feira,0,0,1,0,1,xt0rted,4.739146,0.064692,false,0.034188,1,1
1,17,madrugada,terca-feira,0,0,1,0,1,xt0rted,4.753741,0.064891,false,0.017391,1,1
24,33,madrugada,segunda-feira,1693,2,28,20,26,rasmus-beck,87.596013,1.195725,false,0.009091,7,0
2,10,madrugada,domingo,25,0,3,3,3,rasmus-beck,4.438434,0.06059,false,0.009346,0,0
7,107,tarde,sabado,344,0,2,2,2,Hihaj,35.413855,0.483439,false,0.056075,0,0
0,23,tarde,sexta-feira,0,0,0,0,0,khellang,0,0,false,0,0,1
4,67,manha,quarta-feira,682,0,103,103,103,06b,445.598959,6.082923,false,0,0,1
1,58,madrugada,quarta-feira,1,0,1,1,1,pdoh00,4.486847,0.06125,false,0.010101,0,1
4,48,madrugada,segunda-feira,48,0,1,1,1,khellang,16.905411,0.230778,false,0.040816,0,1
2,64,noite,sexta-feira,15,0,1,1,1,jchannon,4.271449,0.05831,false,0.010309,0,1
2,62,noite,terca-feira,112,2,5,3,2,jchannon,23.090166,0.315207,false,0.008696,1,0
8,19,madrugada,domingo,3098,0,1,1,1,jjchiw,4.964452,0.06777,false,0.042017,0,1
3,63,tarde,sabado,35,0,1,1,1,StephenFriend,4.653317,0.063521,false,0,0,1
2,3,madrugada,quarta-feira,7,0,2,2,2,xt0rted,8.794619,0.120053,false,0.007246,0,1
12,63,madrugada,quarta-feira,77,0,1,1,1,StephenFriend,36.64984,0.500295,false,0,0,1
10,58,tarde,domingo,281,1,5,4,4,phillip-haydon,21.552211,0.294202,false,0.021739,1,1
1,66,noite,sexta-feira,9,0,2,1,2,thecodejunkie,8.590107,0.11782,false,0.081481,1,1
3,12,tarde,quinta-Feira,54,0,20,29,20,jchannon,77.646455,1.064983,false,0.014388,9,1
1,18,noite,quarta-feira,29,0,2,2,2,jchannon,8.798229,0.120674,false,0.014388,0,1
2,72,noite,segunda-feira,262,4,9,7,4,jchannon,40.860551,0.560434,false,0.014184,1,0
1,29,manha,segunda-feira,86,1,4,3,3,ExUltima,18.003066,0.246926,false,0,1,0
