@relation 'netty-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,8,12,6,11,10,9,15,1,17,14,18,19,16,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute files_added numeric
@attribute src_files numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_modified numeric
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sabado,sexta-feira,quinta-Feira,domingo,quarta-feira}
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
1,noite,0,10,73,10,10,0,79,quarta-feira,45.342326,0,0.42385,1,29,0
2,noite,0,1,114,1,1,0,131,quarta-feira,7.680615,0,0.119348,2,0,1
2,noite,0,1,103,1,1,0,241,quarta-feira,8.942878,0,0.083596,1,0,1
2,madrugada,2,4,39,4,2,0,18,quarta-feira,29.050115,0,0.27167,1,229,1
2,madrugada,0,3,28,3,3,0,106,quarta-feira,26.772338,0,0.250368,9,42,0
1,noite,0,1,5,1,1,0,2,terca-feira,4.509705,0,0.070125,0,0,1
4,manha,7,34,157,35,28,0,2116,terca-feira,125.816167,0,1.176602,13,1177,1
1,manha,0,1,24,1,1,0,2,terca-feira,4.63419,0,0.043338,0,0,1
1,manha,0,1,33,1,1,0,5,terca-feira,4.649775,0,0.043484,5,0,1
2,tarde,0,1,37,1,1,0,9,segunda-feira,4.464927,0,0.041757,1,0,1
2,manha,0,5,195,5,5,0,48,sabado,35.462372,0,0.331949,7,0,0
2,madrugada,0,4,68,5,5,0,72,sabado,32.03206,1,0.299839,22,50,0
1,madrugada,0,8,38,8,6,2,446,sabado,26.899234,0,0.251911,18,746,0
2,madrugada,0,2,40,2,2,0,55,sabado,17.698657,0,0.165748,3,26,0
2,madrugada,2,12,54,12,10,0,363,sabado,97.797874,0,0.915877,10,206,1
1,noite,0,1,27,1,1,0,7,sexta-feira,4.535931,0,0.042479,4,0,0
2,noite,1,2,51,2,1,0,331,sexta-feira,19.122675,0,0.179084,1,0,1
1,noite,0,1,53,1,1,0,16,sexta-feira,4.524455,0,0.042372,0,0,1
1,noite,1,2,81,2,1,0,8,sexta-feira,9.067484,0,0.084917,0,58,1
2,noite,0,1,39,1,1,0,102,sexta-feira,9.058444,0,0.141169,0,0,0
2,noite,0,4,113,4,4,0,215,sexta-feira,30.470099,0,0.285353,6,0,0
1,manha,0,1,63,1,1,0,158,sexta-feira,4.511663,0,0.042988,1,0,0
5,manha,0,2,62,2,2,0,7,sexta-feira,8.896684,0,0.086077,2,0,1
2,noite,38,46,40,46,8,0,4204,quinta-Feira,435.849076,0,4.180523,1,3710,1
2,manha,3,8,31,8,5,0,767,quinta-Feira,0,0,0,0,8,1
1,manha,1,6,48,6,5,0,646,quinta-Feira,28.343735,0,0.271864,0,99,0
2,manha,0,2,73,2,2,0,42,quinta-Feira,18.066435,0,0.1736,2,0,1
2,madrugada,2,5,37,5,3,0,428,quinta-Feira,32.787892,0,0.315058,0,412,1
1,manha,0,1,58,1,1,0,75,quarta-feira,4.446693,0,0.069298,7,0,1
2,manha,0,3,94,3,3,0,26,quarta-feira,27.77175,0,0.432801,8,79,1
1,manha,0,1,62,1,1,0,7,quarta-feira,4.551858,0,0.070937,7,0,1
2,manha,0,1,71,1,1,0,19,quarta-feira,9.124819,0,0.142203,2,0,1
2,manha,4,17,227,17,13,0,1890,quarta-feira,153.61947,0,1.476127,17,60,1
1,noite,0,0,38,0,0,0,0,segunda-feira,0,1,0,0,0,0
2,noite,7,15,90,15,8,0,1479,segunda-feira,96.845376,0,0.930585,4,325,1
2,madrugada,7,21,85,16,9,0,1928,domingo,124.206923,0,1.195626,4,122,1
1,noite,0,2,35,2,2,0,2,sabado,0,0,0,0,10,1
250,madrugada,126,546,1,627,484,17,41499,domingo,5705.717704,42,55.435204,153,16022,1
2,madrugada,5,15,73,16,11,0,1796,sabado,112.657537,1,1.087026,31,1918,0
2,madrugada,0,7,56,7,7,0,192,sabado,65.336194,0,0.630425,16,230,0
3,madrugada,1,1,45,2,1,0,239,sabado,5.112099,0,0.049326,0,0,0
1,madrugada,0,2,90,2,2,0,152,sabado,9.066686,0,0.088089,3,2,1
1,noite,0,1,44,1,1,0,2,quarta-feira,4.720248,0,0.045861,1,0,0
1,manha,0,2,64,2,2,0,6,domingo,9.15314,0,0.088318,1,0,1
1,manha,0,1,84,1,1,0,13,domingo,4.572389,0,0.044119,0,0,1
1,manha,0,1,102,1,1,0,9,domingo,4.351996,0,0.041992,1,0,1
2,tarde,0,3,133,3,3,0,0,sexta-feira,26.869577,0,0.261057,2,318,0
1,tarde,0,0,92,0,0,0,0,quinta-Feira,0,0,0,0,0,1
1,tarde,0,5,108,5,5,0,216,quinta-Feira,0,0,0,0,54,0
1,madrugada,0,1,30,1,1,0,5,quarta-feira,4.689653,0,0.045249,0,0,0
2,noite,0,2,75,2,2,0,119,sexta-feira,17.84527,0,0.1733,1,32,0
1,noite,0,1,72,1,1,0,56,sexta-feira,4.288552,0,0.041361,5,0,0
2,noite,0,5,69,5,5,0,194,sexta-feira,23.421303,0,0.225888,14,0,1
1,noite,0,2,48,2,2,0,4,sexta-feira,9.06239,0,0.087403,0,0,1
1,noite,0,20,28,20,20,0,85,sexta-feira,87.70553,0,1.372126,12,0,1
1,noite,0,2,71,2,2,0,25,sexta-feira,9.35036,0,0.090846,2,463,0
4,noite,0,4,62,4,4,0,125,sexta-feira,19.279268,0,0.187312,5,48,0
1,manha,0,2,158,2,2,0,17,sexta-feira,8.809546,0,0.137718,2,199,1
1,madrugada,0,1,31,1,1,0,14,sexta-feira,4.389112,0,0.068614,1,0,1
1,madrugada,0,4,78,4,3,1,78,sexta-feira,13.498436,0,0.211018,5,0,1
2,madrugada,1,10,94,10,8,1,341,sexta-feira,64.932986,0,0.6317,10,1991,0
1,noite,0,3,59,3,3,0,63,quinta-Feira,13.558032,0,0.21195,3,0,0
1,noite,0,1,107,1,1,0,68,quinta-Feira,4.480983,0,0.07005,2,0,1
1,tarde,0,1,17,1,1,0,2,quinta-Feira,4.390323,0,0.042711,0,0,1
3,noite,0,4,61,4,4,0,157,quarta-feira,17.639237,0,0.171603,6,37,0
1,manha,0,2,72,2,2,0,18,terca-feira,8.413113,0,0.081284,6,0,1
2,madrugada,0,21,36,21,21,0,2030,terca-feira,92.946622,0,0.904658,18,448,1
2,noite,1,2,53,2,1,0,25,segunda-feira,18.73891,0,0.293164,4,93,1
1,noite,0,2,35,2,2,0,59,segunda-feira,9.139663,0,0.088304,1,0,0
1,madrugada,0,2,34,2,2,0,70,terca-feira,9.052395,0,0.088937,1,0,0
1,noite,0,6,32,6,5,1,317,segunda-feira,23.689961,0,0.234499,9,2,0
2,noite,2,5,59,7,5,0,474,domingo,47.758103,0,0.472741,8,147,1
2,manha,1,3,101,3,2,0,405,domingo,28.513941,0,0.280271,3,0,1
2,noite,0,1,56,1,1,0,0,sabado,9.417574,0,0.092567,5,114,1
1,noite,0,0,32,1,1,0,0,sabado,4.515061,1,0.044377,18,0,0
2,noite,0,1,36,1,1,0,42,sabado,9.012983,0,0.088586,2,0,0
1,noite,0,1,44,1,1,0,11,sabado,4.59292,0,0.045143,0,0,0
1,madrugada,0,3,49,3,3,0,2,sexta-feira,13.327275,0,0.131915,7,12,0
1,madrugada,0,2,20,2,2,0,6,sexta-feira,9.128507,0,0.090355,4,11,0
1,madrugada,0,3,24,3,3,0,25,sexta-feira,12.473192,0,0.195138,1,7,0
2,madrugada,74,49,45,81,7,0,5610,quinta-Feira,393.565665,30,3.895579,19,1942,0
2,tarde,0,2,137,2,2,0,36,quarta-feira,17.188244,0,0.268905,0,196,1
2,madrugada,2,8,39,8,6,0,1120,quarta-feira,65.753742,0,0.650842,7,306,0
2,noite,0,5,72,5,5,0,141,terca-feira,39.734043,0,0.390538,4,38,0
1,tarde,0,1,29,1,1,0,0,terca-feira,4.836019,0,0.075656,1,6,1
3,madrugada,0,5,37,5,5,0,757,terca-feira,41.018928,0,0.406015,6,196,0
1,tarde,0,1,61,1,1,0,15,segunda-feira,4.494484,0,0.044393,11,0,0
2,noite,1,2,29,2,1,0,110,sexta-feira,14.85294,0,0.147767,2,0,0
2,noite,0,13,144,13,13,0,222,sexta-feira,73.511731,0,0.731342,19,153,0
2,tarde,0,1,52,1,1,0,28,sexta-feira,9.551301,0,0.094396,0,0,1
2,manha,0,1,116,1,1,0,4,sexta-feira,7.931827,0,0.078391,3,0,1
1,manha,0,1,47,1,1,0,7,sexta-feira,4.0082,0,0.039613,1,0,1
1,madrugada,0,1,118,1,1,0,5,sexta-feira,5.147914,0,0.051215,0,0,0
1,noite,0,5,40,5,5,0,112,quinta-Feira,22.512161,0,0.222707,4,96,1
1,noite,0,1,60,1,1,0,13,quinta-Feira,4.138349,0,0.04094,10,0,0
2,noite,0,2,43,2,2,0,10,quinta-Feira,16.749953,0,0.165703,0,64,0
2,noite,2,46,144,44,40,2,8347,quinta-Feira,381.68286,0,3.800949,29,1077,0
3,tarde,0,27,83,27,26,1,810,quinta-Feira,136.842233,0,1.353732,24,0,0
2,tarde,0,0,62,1,1,0,0,quinta-Feira,8.773737,1,0.087372,2,0,0
1,tarde,0,0,52,2,2,0,0,quinta-Feira,9.182028,2,0.091438,15,0,0
1,tarde,1,1,40,1,0,0,0,quinta-Feira,4.881267,0,0.077142,0,103,1
2,manha,0,1,47,1,1,0,55,quinta-Feira,9.473659,0,0.09372,0,0,1
2,manha,2,4,52,4,2,0,153,quinta-Feira,37.826537,0,0.597802,2,72,0
1,manha,0,2,51,2,2,0,16,quinta-Feira,9.418118,0,0.09317,0,0,1
2,madrugada,0,1,20,1,1,0,71,quarta-feira,4.822348,0,0.076211,0,0,1
5,tarde,0,2,14,2,2,0,86,terca-feira,8.776453,0,0.087309,1,2,0
2,tarde,4,19,66,19,15,0,610,segunda-feira,153.533475,0,2.435425,13,72,0
2,tarde,1,21,120,21,19,1,1024,domingo,88.216665,0,0.877973,14,386,0
3,noite,0,2,52,2,2,0,46,sabado,9.513263,0,0.09433,1,0,0
1,noite,0,2,47,2,2,0,42,sexta-feira,8.447898,0,0.134004,4,36,1
2,noite,1,4,43,4,3,0,292,sexta-feira,35.003797,0,0.555244,1,227,1
2,noite,0,1,62,1,1,0,44,sexta-feira,8.022104,0,0.12725,3,0,1
1,madrugada,0,1,9,1,1,0,2,quinta-Feira,4.709315,0,0.074756,0,0,1
2,madrugada,1,3,41,3,2,0,374,quinta-Feira,27.300294,0,0.433369,2,0,1
2,?,0,5,41,5,5,0,758,quarta-feira,44.318185,0,0.703514,10,0,1
1,noite,0,1,37,1,1,0,9,quarta-feira,4.45533,0,0.044198,1,0,1
2,tarde,0,2,148,2,2,0,277,quarta-feira,18.306922,0,0.290607,0,0,1
2,tarde,0,12,170,12,12,0,114,terca-feira,32.009292,0,0.319474,1,16,0
2,manha,0,2,66,2,2,0,137,segunda-feira,13.387731,0,0.213323,1,0,1
250,tarde,101,335,1,380,273,6,19611,domingo,4032.748161,19,40.24948,124,8855,0
1,noite,0,12,40,12,12,0,0,sexta-feira,55.444969,0,0.88349,2,179,1
1,noite,0,3,92,3,3,0,35,sexta-feira,13.417558,0,0.213803,7,2,1
1,noite,0,2,97,2,2,0,3,sexta-feira,9.004336,0,0.14348,3,25,1
1,noite,0,1,47,1,1,0,5,sexta-feira,4.170035,0,0.066448,1,0,0
2,noite,1,7,73,7,6,0,721,sexta-feira,65.483428,0,1.043449,2,0,1
3,noite,10,33,35,33,23,0,3112,quinta-Feira,156.766495,0,1.561079,21,7,0
2,noite,0,4,50,4,4,0,128,quarta-feira,37.120986,0,0.593333,2,78,1
2,noite,5,14,65,14,9,0,1483,quarta-feira,103.72664,0,1.657942,2,0,0
1,manha,0,1,34,1,1,0,2,quarta-feira,4.761107,0,0.0761,0,0,1
1,manha,0,1,43,1,1,0,84,quarta-feira,4.391422,0,0.070191,1,0,1
1,manha,0,2,35,2,2,0,5,quarta-feira,9.454231,0,0.094543,0,25,0
1,madrugada,0,0,9,0,0,0,0,terca-feira,0,0,0,0,0,0
1,manha,4,17,22,17,13,0,538,segunda-feira,76.004782,0,0.757946,4,10,0
2,manha,0,3,58,3,3,0,263,sabado,22.869012,0,0.365816,0,60,1
2,manha,1,2,90,3,2,0,30,sabado,28.351816,1,0.453519,7,161,1
1,manha,1,3,60,3,2,0,104,sabado,13.444633,0,0.215062,3,0,1
1,manha,2,4,60,4,2,0,144,sabado,18.535518,0,0.296497,2,76,1
1,manha,1,4,38,4,3,0,25,sabado,18.252813,0,0.1822,0,32,1
1,manha,0,1,23,1,1,0,0,sabado,4.565344,0,0.045742,2,45,1
1,madrugada,2,5,118,5,3,0,33,sabado,23.260346,0,0.232185,1,124,1
1,noite,0,1,67,1,1,0,0,sexta-feira,4.565441,0,0.045572,2,23,0
3,noite,10,33,64,33,23,0,3123,sexta-feira,215.941585,0,2.155538,21,7,1
2,noite,10,33,116,32,22,0,6098,sexta-feira,293.479242,0,2.929523,21,14,0
1,madrugada,0,2,92,2,2,0,39,sexta-feira,9.065578,0,0.090493,4,0,1
1,noite,0,1,7,1,1,0,31,quinta-Feira,4.567107,0,0.04576,1,0,0
1,manha,0,1,65,1,1,0,2,quinta-Feira,4.347395,0,0.043558,0,0,1
1,noite,0,1,61,1,1,0,10,terca-feira,3.781547,0,0.037746,4,0,0
2,noite,0,8,61,8,8,0,112,terca-feira,58.125805,0,0.580197,14,0,0
2,noite,0,1,49,1,1,0,116,terca-feira,9.093127,0,0.14545,7,0,1
1,noite,2,4,40,4,2,0,247,terca-feira,18.128214,0,0.180951,4,0,0
2,noite,0,3,84,3,3,0,144,terca-feira,24.480261,0,0.391577,1,0,1
2,noite,0,3,72,3,3,0,68,terca-feira,27.009422,0,0.269601,1,125,1
2,noite,0,1,69,1,1,0,64,terca-feira,4.344008,0,0.043361,11,0,1
1,noite,0,1,36,1,1,0,7,terca-feira,4.63263,0,0.046242,5,0,1
2,noite,1,3,65,6,5,0,63,sexta-feira,55.674378,3,0.555724,24,562,1
1,noite,0,3,42,3,3,0,12,sexta-feira,13.853438,0,0.221594,10,14,1
2,noite,0,3,53,4,4,0,22,sexta-feira,35.459596,1,0.567198,28,166,1
2,noite,0,1,80,1,1,0,4,sexta-feira,8.774151,0,0.087581,4,0,0
2,noite,0,3,39,3,3,0,230,sexta-feira,22.576432,0,0.225351,3,110,0
2,noite,3,4,90,5,2,0,73,quinta-Feira,45.286347,1,0.725973,27,381,1
1,tarde,0,1,73,1,1,0,3,quinta-Feira,4.224844,0,0.067727,8,0,1
1,madrugada,0,14,103,14,14,0,238,quinta-Feira,61.143446,0,0.611152,25,32,0
3,noite,0,16,60,16,16,0,797,quarta-feira,79.604604,0,0.795679,27,82,0
1,tarde,0,3,47,4,4,0,30,quarta-feira,19.090236,1,0.306031,16,0,1
1,tarde,0,1,3,1,1,0,2,quarta-feira,2.837466,0,0.065059,0,0,0
1,manha,0,0,25,1,1,0,0,quarta-feira,4.473302,1,0.07171,14,0,1
1,madrugada,0,1,6,1,1,0,22,quarta-feira,5.118371,0,0.051352,8,0,0
8,madrugada,0,2,88,2,2,0,184,domingo,4.262994,0,0.042609,0,0,0
1,madrugada,0,1,185,1,1,0,90,domingo,4.53093,0,0.045287,0,0,0
1,noite,0,2,81,2,2,0,34,sexta-feira,9.119998,0,0.091322,5,54,0
1,noite,0,1,88,1,1,0,22,sexta-feira,4.424661,0,0.070985,0,0,1
1,noite,1,2,53,2,1,0,95,sexta-feira,9.443915,0,0.151508,0,0,1
1,noite,0,2,38,2,2,0,6,sexta-feira,8.667056,0,0.139045,0,12,1
1,noite,0,6,56,6,6,0,32,sexta-feira,27.059282,0,0.434111,1,13,1
1,tarde,0,3,42,3,3,0,76,sexta-feira,13.000087,0,0.130176,2,48,1
1,madrugada,38,45,21,45,7,0,2203,sexta-feira,215.292338,0,2.155821,5,1827,0
1,madrugada,0,1,39,1,1,0,0,quinta-Feira,4.955395,0,0.079499,1,23,1
1,noite,0,1,41,1,1,0,37,quarta-feira,4.507887,0,0.07232,7,0,1
1,tarde,1,3,43,3,2,0,9,quarta-feira,14.604692,0,0.146315,3,35,0
1,tarde,0,3,47,3,3,0,18,quarta-feira,13.115257,0,0.131393,11,0,0
1,tarde,0,3,59,3,3,0,25,quarta-feira,14.282281,0,0.143085,12,24,0
1,tarde,0,1,19,1,1,0,0,quarta-feira,4.75367,0,0.047624,5,12,0
1,tarde,0,1,124,1,1,0,25,quarta-feira,4.471059,0,0.044793,2,0,0
1,tarde,0,3,31,3,3,0,61,quarta-feira,14.836347,0,0.148636,1,0,0
1,manha,0,2,42,2,2,0,23,quarta-feira,8.671127,0,0.139111,3,0,1
1,manha,0,1,64,1,1,0,0,quarta-feira,4.833005,0,0.077536,0,2,1
1,manha,0,0,32,1,1,0,0,quarta-feira,4.326539,1,0.06941,13,0,1
6,noite,3,6,67,8,5,0,963,terca-feira,27.095467,0,0.272472,4,1475,0
1,madrugada,0,1,37,1,1,0,2,terca-feira,4.305567,0,0.043297,7,0,0
1,noite,0,2,38,2,2,0,16,segunda-feira,9.591932,0,0.096457,8,17,0
1,madrugada,4,11,140,11,7,0,467,segunda-feira,52.930388,0,0.530275,0,246,1
2,noite,1,5,25,6,5,0,2775,sexta-feira,22.307074,0,0.22432,0,0,0
1,noite,1,11,46,11,10,0,171,sexta-feira,50.250648,0,0.503656,9,34,0
1,tarde,0,0,70,7,7,0,0,sexta-feira,30.905182,7,0.309759,11,0,0
1,manha,0,0,26,5,5,0,0,sexta-feira,21.998296,5,0.353173,16,0,0
2,madrugada,0,7,50,7,7,0,1105,quarta-feira,22.543213,0,0.225948,13,609,1
1,madrugada,0,2,52,2,2,0,17,quarta-feira,9.427218,0,0.094488,3,0,0
1,noite,0,1,75,1,1,0,33,terca-feira,4.127218,0,0.041367,0,0,1
1,noite,0,2,67,2,2,0,34,segunda-feira,10.220987,0,0.102443,4,0,0
1,noite,0,0,27,1,1,0,0,segunda-feira,4.281018,1,0.042908,9,0,0
1,noite,0,2,60,2,2,0,74,segunda-feira,9.21408,0,0.092351,5,0,0
1,noite,0,5,59,5,5,0,68,segunda-feira,23.486232,0,0.235398,4,2,0
1,noite,0,1,61,1,1,0,20,segunda-feira,5.188035,0,0.051999,2,0,0
1,noite,0,8,61,8,8,0,115,segunda-feira,38.411262,0,0.384992,8,0,0
1,noite,0,4,46,4,4,0,36,segunda-feira,18.464076,0,0.296427,8,0,1
1,noite,0,2,87,2,2,0,28,segunda-feira,7.954326,0,0.127703,2,0,1
1,noite,0,0,25,1,1,0,0,segunda-feira,4.22422,1,0.067817,14,0,0
1,noite,0,3,51,3,3,0,13,segunda-feira,13.732214,0,0.220461,0,2,1
1,noite,0,2,49,2,2,0,9,segunda-feira,8.538669,0,0.137082,7,33,1
1,noite,0,2,29,2,2,0,6,terca-feira,9.318891,0,0.093404,0,13,1
1,madrugada,0,7,150,7,7,0,86,sabado,33.775736,0,0.542655,7,86,1
1,madrugada,0,6,65,6,6,0,140,sabado,26.958628,0,0.271346,3,0,1
1,noite,0,1,42,1,1,0,8,sexta-feira,4.102051,0,0.041134,1,0,0
1,noite,0,30,83,30,30,0,105,sexta-feira,139.291364,0,1.396773,23,330,0
1,noite,0,1,95,1,1,0,7,sexta-feira,4.602789,0,0.046328,0,0,0
1,noite,0,1,27,1,1,0,6,sexta-feira,4.447408,0,0.044597,2,0,0
1,noite,0,14,44,14,14,0,131,sexta-feira,63.779048,0,0.639558,19,42,0
3,tarde,1,2,181,3,2,0,41,sexta-feira,9.241688,0,0.148481,4,219,1
1,noite,0,2,60,2,2,0,86,terca-feira,8.173678,0,0.082043,3,139,0
1,noite,0,1,41,1,1,0,8,terca-feira,4.085535,0,0.041008,3,0,0
1,noite,0,1,48,1,1,0,0,terca-feira,4.357269,0,0.043736,5,3,0
1,madrugada,0,1,35,1,1,0,8,terca-feira,5.065506,0,0.081512,1,0,1
1,madrugada,0,4,22,4,4,0,35,segunda-feira,19.210976,0,0.309136,6,0,1
1,noite,2,11,96,11,9,0,208,domingo,53.843871,0,0.866444,9,113,1
1,manha,0,2,17,2,2,0,12,sabado,9.169515,0,0.092386,1,0,1
1,madrugada,0,2,112,2,2,0,251,sabado,9.440921,0,0.151925,0,0,0
1,noite,0,1,37,1,1,0,8,sexta-feira,4.527766,0,0.072861,0,0,1
250,noite,100,336,3,375,269,6,21058,sexta-feira,4079.265498,19,41.09999,108,7859,0
1,noite,1,3,42,3,2,0,38,sexta-feira,14.273115,0,0.229858,7,52,1
1,noite,0,2,97,2,2,0,52,sexta-feira,9.174277,0,0.092479,2,54,0
1,tarde,0,1,12,1,1,0,9,sexta-feira,3.657705,0,0.036905,0,0,0
1,manha,0,1,13,1,1,0,0,sexta-feira,4.600121,0,0.046414,3,2,0
1,manha,0,0,19,1,1,0,0,sexta-feira,4.471861,1,0.072125,11,0,1
1,manha,0,1,98,1,1,0,4,sexta-feira,4.408553,0,0.071104,0,0,1
1,manha,0,2,36,2,2,0,24,sexta-feira,9.353576,0,0.15086,0,33,1
1,madrugada,0,1,37,1,1,0,2,sexta-feira,4.260903,0,0.042831,2,0,0
1,madrugada,0,2,59,2,2,0,0,sexta-feira,8.839536,0,0.088855,4,248,0
1,madrugada,0,0,98,1,1,0,0,sexta-feira,4.710578,1,0.047351,5,0,0
1,manha,2,3,57,3,1,0,152,quinta-Feira,14.046397,0,0.141193,1,55,1
1,manha,0,1,12,1,1,0,2,quinta-Feira,3.828401,0,0.038645,0,0,0
1,madrugada,0,1,35,1,1,0,3,quinta-Feira,4.34698,0,0.043674,9,0,0
1,madrugada,0,2,101,2,2,0,83,quinta-Feira,8.503357,0,0.085433,1,627,0
1,madrugada,0,1,54,1,1,0,53,quinta-Feira,4.112441,0,0.066326,0,0,0
1,madrugada,0,39,52,37,36,1,770,quinta-Feira,167.939915,0,1.687289,19,155,0
1,madrugada,0,1,42,1,1,0,7,quinta-Feira,4.910307,0,0.079194,0,0,0
1,noite,0,3,43,3,3,0,2,quarta-feira,13.428301,0,0.216574,1,57,0
1,noite,0,6,76,6,4,2,170,quarta-feira,17.571529,0,0.282961,0,0,0
1,noite,0,2,39,2,2,0,27,quarta-feira,9.2559,0,0.149051,0,0,1
1,noite,0,1,42,1,1,0,8,quarta-feira,5.06558,0,0.081699,6,0,1
1,madrugada,0,2,70,2,2,0,60,terca-feira,9.504097,0,0.095671,5,194,0
1,manha,0,1,69,1,1,0,8,segunda-feira,5.06558,0,0.081573,6,0,0
1,madrugada,0,1,57,1,1,0,2,segunda-feira,4.683494,0,0.07542,6,0,0
1,tarde,2,2,217,2,0,0,138,sabado,9.618098,0,0.097276,0,119,0
1,noite,0,1,47,1,1,0,2,sexta-feira,4.05206,0,0.04079,3,0,0
1,noite,0,1,24,1,1,0,0,sexta-feira,4.634616,0,0.046654,1,2,0
1,tarde,0,1,240,1,1,0,53,sexta-feira,4.495816,0,0.04547,1,0,1
1,noite,1,1,36,1,0,0,64,quinta-Feira,4.804503,0,0.077846,0,0,0
1,manha,0,2,55,2,2,0,26,quinta-Feira,9.338454,0,0.151429,1,74,1
1,manha,0,2,87,2,2,0,28,quinta-Feira,9.165826,0,0.148629,0,37,0
1,manha,0,1,69,1,1,0,3,quinta-Feira,4.684099,0,0.075956,3,0,1
1,manha,8,8,33,8,0,0,472,quinta-Feira,38.57272,0,0.62548,0,143,1
1,manha,0,4,21,4,4,0,10,quinta-Feira,18.403103,0,0.185255,0,10,0
1,madrugada,1,1,60,1,0,0,45,quinta-Feira,4.942596,0,0.049803,0,0,0
1,noite,1,1,35,1,0,0,62,quarta-feira,4.836474,0,0.048734,0,0,1
1,noite,0,1,47,1,1,0,19,quarta-feira,4.481322,0,0.045155,1,0,0
1,noite,0,9,103,9,9,0,163,quarta-feira,42.66154,0,0.431469,13,236,0
1,noite,0,4,72,4,4,0,226,quarta-feira,19.208573,0,0.19336,4,244,0
1,noite,0,1,52,1,1,0,5,quarta-feira,4.476282,0,0.045318,4,0,0
1,noite,0,1,45,1,1,0,4,quarta-feira,4.096055,0,0.041468,0,0,0
1,noite,0,6,75,6,6,0,158,quarta-feira,23.661416,0,0.23842,3,108,0
1,tarde,0,1,109,1,1,0,6,quarta-feira,4.231946,0,0.068624,4,0,1
1,madrugada,6,11,95,11,5,0,740,quarta-feira,51.488234,0,0.518813,3,35,0
1,tarde,0,2,134,2,2,0,78,terca-feira,8.815693,0,0.08883,4,0,0
250,tarde,320,578,134,809,470,19,36155,terca-feira,4786.765104,233,48.461068,141,9733,1
1,tarde,1,2,111,2,1,0,0,domingo,9.712756,0,0.098522,2,101,0
1,madrugada,1,3,90,3,2,0,44,domingo,14.664697,0,0.148753,7,28,1
1,madrugada,1,9,61,9,8,0,232,sexta-feira,41.977699,0,0.42384,5,278,0
1,madrugada,1,9,61,9,8,0,225,sexta-feira,41.948472,0,0.423544,5,265,0
1,manha,10,84,57,83,63,10,5635,quinta-Feira,341.841805,0,3.451489,13,1632,0
1,madrugada,0,1,42,1,1,0,11,quinta-Feira,4.427751,0,0.044852,8,0,0
1,madrugada,1,4,61,4,3,0,91,quinta-Feira,18.850925,0,0.306163,2,142,0
2,madrugada,0,2,55,2,2,0,87,quinta-Feira,8.944685,0,0.145273,1,0,0
1,madrugada,0,1,49,1,1,0,2,quinta-Feira,4.304155,0,0.069905,0,0,0
1,madrugada,0,0,30,1,1,0,0,quinta-Feira,4.747205,1,0.047931,5,0,0
1,noite,0,3,107,3,3,0,104,quarta-feira,13.389256,0,0.135815,6,97,0
2,madrugada,0,2,293,2,2,0,17,quarta-feira,8.962082,0,0.090826,1,39,1
1,madrugada,0,1,65,1,1,0,38,quarta-feira,3.918282,0,0.03971,0,0,0
1,manha,0,1,45,1,1,0,10,sabado,4.22905,0,0.068736,3,0,1
1,manha,0,0,7,0,0,0,0,quarta-feira,0,0,0,0,0,0
1,manha,0,0,7,0,0,0,0,quarta-feira,0,0,0,0,0,0
1,tarde,0,0,7,0,0,0,0,segunda-feira,0,0,0,0,0,0
1,noite,4,38,499,38,34,0,3723,quinta-Feira,174.817334,0,1.774552,4,696,0
1,tarde,0,1,9,1,1,0,4,quinta-Feira,4.256165,0,0.043346,0,0,1
1,noite,0,1,57,1,1,0,3,quarta-feira,3.907979,0,0.063515,0,0,0
