@relation 'netty-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,8,12,6,11,10,9,15,1,17,14,18,19,16,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute files_added numeric
@attribute src_files numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_modified numeric
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sabado,sexta-feira,quinta-Feira,domingo,quarta-feira}
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
1,noite,0,1,5,1,1,0,4,quarta-feira,3.897267,0,0.03971,0,0,1
1,tarde,0,0,9,1,1,0,0,quarta-feira,4.545695,1,0.046317,8,0,1
1,tarde,0,2,111,2,2,0,23,quarta-feira,8.990618,0,0.091308,0,15,1
1,tarde,0,4,7,4,4,0,14,quarta-feira,18.461961,0,0.187497,0,2,0
1,madrugada,1,3,64,3,2,0,179,quarta-feira,13.630256,0,0.138882,0,0,0
1,madrugada,8,102,57,101,82,11,5170,quarta-feira,423.713501,0,4.294104,25,1764,0
1,noite,0,3,32,3,3,0,16,terca-feira,13.520211,0,0.219915,0,29,1
1,noite,2,5,51,5,3,0,1117,terca-feira,22.374488,0,0.227233,3,2,0
1,noite,0,5,45,5,5,0,42,terca-feira,24.099642,0,0.391996,8,0,1
1,noite,0,1,44,1,1,0,27,terca-feira,0,0,0,0,0,1
1,noite,0,1,61,1,1,0,4,terca-feira,4.352623,0,0.04435,0,0,0
3,noite,0,2,210,2,2,0,113,segunda-feira,8.854273,0,0.090219,5,0,0
0,noite,0,0,180,0,0,0,0,domingo,0,0,0,0,0,0
1,noite,0,2,96,2,2,0,18,domingo,9.014669,0,0.091507,1,113,0
1,noite,0,1,42,1,1,0,0,domingo,4.806228,0,0.048787,3,84,0
250,madrugada,111,348,1,389,274,4,24279,sabado,4437.43353,19,45.191853,118,7808,0
1,noite,0,1,42,1,1,0,22,terca-feira,4.195103,0,0.068236,3,0,1
1,noite,0,2,57,2,2,0,10,terca-feira,9.347225,0,0.152039,4,15,1
1,noite,0,3,31,3,3,0,18,terca-feira,12.900825,0,0.209841,7,2,1
1,noite,0,1,47,1,1,0,3,terca-feira,4.757141,0,0.077378,3,0,1
1,noite,0,3,30,3,2,1,29,terca-feira,9.651468,1,0.098293,6,0,0
1,noite,0,1,32,1,1,0,0,segunda-feira,4.826856,0,0.049158,8,2,0
1,tarde,1,13,84,14,13,0,788,segunda-feira,65.009745,1,1.056579,26,158,1
1,manha,0,1,20,1,1,0,2,domingo,4.372915,0,0.071128,0,0,1
1,noite,0,3,48,3,3,0,98,sexta-feira,13.405578,0,0.136079,5,65,0
1,manha,1,2,79,2,1,0,8,sexta-feira,9.675786,0,0.098591,0,52,1
1,madrugada,0,5,76,5,5,0,26,sexta-feira,23.606962,0,0.239633,17,20,0
250,madrugada,323,514,3,747,406,18,33013,sexta-feira,4613.213968,232,47.005934,174,12220,1
1,manha,0,4,72,4,4,0,76,quinta-Feira,0,0,0,0,0,1
1,madrugada,0,2,40,2,2,0,16,quinta-Feira,9.420997,0,0.09568,2,10,1
1,madrugada,0,2,42,2,2,0,12,quinta-Feira,8.713271,0,0.141842,2,12,0
1,madrugada,0,2,43,2,2,0,14,quinta-Feira,9.206429,0,0.14987,0,15,1
1,madrugada,0,1,10,1,1,0,0,quinta-Feira,4.736915,0,0.048266,1,39,1
4,madrugada,0,10,46,13,13,0,227,terca-feira,60.280375,3,0.61391,23,73,0
1,noite,0,1,17,1,1,0,2,domingo,4.751784,0,0.048418,0,0,1
1,tarde,1,15,229,15,14,0,1265,domingo,67.048933,0,0.677287,3,58,1
1,manha,0,1,2,1,1,0,2,domingo,4.741523,0,0.048313,0,0,0
1,tarde,0,3,120,3,3,0,98,sabado,13.954682,0,0.142118,2,137,1
6,madrugada,7,20,52,27,18,2,2238,sexta-feira,53.614971,0,0.546581,7,75,0
6,noite,1,2,65,3,2,0,206,quinta-Feira,4.6598,0,0.047505,0,0,0
3,noite,1,4,69,5,4,0,20,quinta-Feira,9.291571,0,0.094725,1,113,0
2,noite,0,3,49,3,3,0,110,quarta-feira,13.363011,0,0.13636,18,36,0
1,manha,0,1,62,1,1,0,6,quarta-feira,3.680433,0,0.037433,10,0,1
1,manha,0,3,17,3,3,0,125,quarta-feira,13.627719,0,0.13893,11,3,0
1,noite,0,2,56,2,2,0,39,terca-feira,9.552279,0,0.097155,2,0,0
1,noite,0,7,80,7,7,0,69,terca-feira,32.252047,0,0.32803,9,58,0
1,noite,0,2,47,2,2,0,34,terca-feira,8.837337,0,0.143862,1,0,0
250,noite,112,356,2,398,282,4,25635,terca-feira,4409.608587,19,44.997172,135,8098,0
1,noite,0,1,39,1,1,0,36,terca-feira,4.632548,0,0.075413,1,0,1
1,noite,0,1,31,1,1,0,6,terca-feira,4.334652,0,0.044087,16,0,1
1,noite,0,1,61,1,1,0,5,terca-feira,4.690445,0,0.047863,4,0,0
1,noite,0,0,34,1,1,0,0,segunda-feira,4.73413,1,0.077004,6,0,1
1,tarde,0,2,65,2,2,0,22,sexta-feira,8.709884,0,0.142003,0,27,0
1,tarde,1,2,71,2,1,0,520,sexta-feira,9.133599,0,0.092984,9,0,1
1,tarde,1,2,62,2,1,0,11,sexta-feira,9.015379,0,0.146983,0,62,1
1,tarde,0,2,64,2,2,0,30,sexta-feira,8.922829,0,0.145474,3,24,1
1,tarde,0,1,42,1,1,0,18,sexta-feira,4.401317,0,0.071757,1,0,1
1,tarde,0,4,66,4,4,0,14,sexta-feira,0,0,0,0,17,0
1,manha,2,16,7,16,14,0,794,sexta-feira,0,0,0,0,281,0
3,noite,2,2,51,4,2,0,376,terca-feira,27.558545,0,0.281484,0,350,0
1,tarde,0,1,23,1,1,0,2,segunda-feira,4.381376,0,0.100782,0,0,0
3,madrugada,0,2,37,2,2,0,206,sabado,13.642331,0,0.139343,11,27,0
2,madrugada,0,2,12,2,2,0,16,sabado,18.084916,0,0.18472,0,110,1
1,manha,0,1,45,1,1,0,2,quarta-feira,4.789694,0,0.048922,1,0,0
3,madrugada,0,1,31,1,1,0,0,terca-feira,4.55307,0,0.046551,3,60,0
2,manha,1,24,72,24,23,0,491,segunda-feira,168.711701,0,1.719254,0,35,0
10,noite,3,3,232,6,3,0,2663,sexta-feira,42.390791,0,0.975088,0,334,0
1,tarde,0,1,75,1,1,0,7,quinta-Feira,4.529984,0,0.046162,2,0,1
4,noite,0,3,102,3,3,0,265,quarta-feira,14.129212,0,0.144456,25,62,0
2,noite,0,1,83,2,2,0,1020,quarta-feira,17.700904,1,0.180378,20,0,1
2,noite,0,1,66,1,1,0,27,terca-feira,4.362138,0,0.071338,2,0,1
1,noite,0,1,46,1,1,0,2,terca-feira,4.277222,0,0.069949,2,0,1
1,noite,0,1,40,1,1,0,8,terca-feira,4.281413,0,0.070018,8,0,1
2,noite,7,74,104,74,66,1,2872,sexta-feira,605.057709,0,6.165727,13,23,0
2,noite,0,3,83,3,3,0,58,quarta-feira,22.737609,0,0.231702,7,0,0
1,manha,0,1,43,1,1,0,4,quarta-feira,4.16522,0,0.042445,5,0,1
3,madrugada,0,1,100,1,1,0,64,quarta-feira,9.171123,0,0.093454,4,0,0
3,tarde,0,4,140,4,4,0,378,terca-feira,33.358658,0,0.339927,3,0,1
1,manha,0,2,86,2,2,0,36,terca-feira,8.850143,0,0.090184,0,0,1
1,manha,0,2,36,2,2,0,294,terca-feira,9.554318,0,0.156251,1,0,0
2,manha,0,6,88,6,6,0,185,terca-feira,56.047825,0,0.571132,4,212,1
5,manha,0,2,36,2,2,0,938,segunda-feira,9.655413,0,0.098389,5,0,1
2,manha,0,1,34,1,1,0,28,sabado,9.049265,0,0.147991,1,0,1
2,manha,0,2,48,2,2,0,12,sabado,18.45279,0,0.301775,0,24,1
1,manha,0,1,45,1,1,0,14,sabado,4.111607,0,0.067241,4,0,1
1,manha,0,1,32,1,1,0,4,sabado,4.440674,0,0.045251,0,0,0
1,manha,0,4,63,4,4,0,23,sabado,18.088168,0,0.185021,12,0,1
2,madrugada,0,2,68,2,2,0,84,sabado,12.98712,0,0.132339,22,3,0
7,madrugada,0,19,75,19,19,0,1894,sabado,386.199462,0,3.935377,43,1340,1
6,noite,0,18,154,18,18,0,687,quinta-Feira,122.379545,0,1.253647,41,862,0
12,manha,2,5,56,6,4,0,577,quarta-feira,14.478635,0,0.14839,7,489,0
1,tarde,0,3,107,3,3,0,43,terca-feira,14.121595,0,0.23315,4,0,0
1,madrugada,0,1,2,1,1,0,2,terca-feira,4.377027,0,0.044859,1,0,1
1,madrugada,0,1,47,1,1,0,6,terca-feira,4.333529,0,0.044413,1,0,1
6,tarde,0,2,122,2,2,0,506,sabado,9.139551,0,0.093762,0,223,0
13,manha,3,21,256,24,18,3,8392,sabado,391.017495,0,3.994263,12,60,1
2,madrugada,1,8,86,8,7,0,150,sabado,71.494274,0,0.730317,7,99,0
2,noite,1,2,90,2,1,0,156,sexta-feira,9.874399,0,0.101301,5,0,1
1,noite,0,1,6,1,1,0,2,sexta-feira,4.444656,0,0.0735,2,0,1
1,noite,0,1,65,1,1,0,15,sexta-feira,4.459289,0,0.073742,3,0,1
2,noite,2,4,54,4,2,0,226,sexta-feira,28.941839,0,0.295642,0,59,1
57,tarde,12,26,98,31,16,3,8877,quinta-Feira,469.067153,0,4.812142,9,4743,0
1,manha,0,2,196,2,2,0,107,quarta-feira,8.601323,0,0.14268,2,0,0
3,manha,3,9,106,13,10,0,1524,quarta-feira,97.671703,0,1.620196,10,0,1
2,manha,1,5,55,5,4,0,54,quarta-feira,44.238371,0,0.452764,6,140,1
1,noite,0,1,70,1,1,0,30,terca-feira,4.238924,0,0.070316,3,0,0
1,noite,0,1,27,1,1,0,4,terca-feira,4.983197,0,0.051001,6,0,0
3,noite,1,5,64,5,4,0,311,segunda-feira,42.887293,0,0.711433,7,0,1
1,noite,10,9,36,12,2,0,1302,segunda-feira,57.212758,3,0.94907,20,899,0
1,noite,0,1,55,1,1,0,23,segunda-feira,4.386632,0,0.045089,0,0,1
1,noite,0,1,44,1,1,0,3,segunda-feira,3.73911,0,0.062026,2,0,1
1,tarde,0,1,102,1,1,0,53,segunda-feira,4.435694,0,0.073581,0,0,1
1,tarde,0,1,41,1,1,0,36,segunda-feira,4.614678,0,0.07655,3,0,1
6,noite,0,1,35,2,2,0,41,sexta-feira,4.471889,1,0.046011,14,0,0
1,manha,0,1,3,1,1,0,8,quinta-Feira,4.846977,0,0.04987,0,0,1
1,noite,0,1,32,1,1,0,6,quarta-feira,4.567154,0,0.047149,0,0,0
1,tarde,0,1,125,1,1,0,19,quarta-feira,4.518047,0,0.075475,0,0,1
1,manha,0,1,5,1,1,0,2,segunda-feira,4.749153,0,0.057679,0,0,1
4,manha,8,14,66,14,6,0,5062,segunda-feira,242.060959,0,4.056679,1,0,1
1,noite,1,5,185,5,4,0,163,sexta-feira,23.425373,0,0.392584,1,69,0
3,noite,1,3,34,4,3,0,200,sexta-feira,8.819016,1,0.147797,5,0,1
2,noite,0,4,76,4,4,0,57,sexta-feira,37.352693,0,0.453652,3,0,0
1,noite,0,1,56,1,1,0,14,sexta-feira,4.376164,0,0.07334,0,0,0
3,noite,0,5,66,5,5,0,134,sexta-feira,54.038472,0,0.905626,12,0,1
1,noite,0,1,36,1,1,0,1,sexta-feira,4.441315,0,0.074432,0,0,1
3,noite,1,7,39,7,6,0,15,sexta-feira,98.310143,0,1.647571,2,386,1
2,noite,2,6,45,6,4,0,341,sexta-feira,54.613273,0,0.915259,2,0,1
2,noite,0,3,99,3,3,0,109,sexta-feira,27.97255,0,0.33801,25,104,0
1,manha,0,2,30,2,2,0,2,terca-feira,9.603347,0,0.217759,2,20,0
1,noite,0,2,84,2,2,0,14,segunda-feira,9.567278,0,0.160338,6,0,1
1,tarde,0,0,42,1,1,0,0,segunda-feira,4.334513,1,0.052643,16,0,1
1,tarde,0,2,65,2,2,0,78,segunda-feira,9.269229,0,0.112006,1,7,1
1,madrugada,0,3,63,3,3,0,8,segunda-feira,13.438354,0,0.309114,0,0,1
1,madrugada,0,3,66,3,3,0,8,segunda-feira,13.534776,0,0.164382,0,0,0
2,tarde,2,2,28,4,2,0,190,domingo,9.796099,0,0.119201,0,0,1
1,noite,0,4,63,4,4,0,26,sexta-feira,18.293107,0,0.221044,3,0,0
1,noite,0,1,42,1,1,0,0,sexta-feira,4.294896,0,0.051897,1,23,0
1,noite,0,1,38,1,1,0,2,sexta-feira,4.153437,0,0.050539,0,0,0
1,tarde,0,9,18,9,9,0,46,sexta-feira,0,0,0,0,16,0
1,noite,0,3,92,3,3,0,71,quinta-Feira,13.724581,0,0.165842,1,0,0
1,tarde,0,1,61,1,1,0,37,quinta-Feira,3.544328,0,0.043128,17,0,0
2,tarde,15,26,62,25,10,0,4806,quinta-Feira,226.558118,0,5.298517,1,1259,0
2,manha,6,25,75,16,7,3,2808,quinta-Feira,123.119297,0,1.498988,1,1234,0
1,madrugada,0,1,40,1,1,0,18,quinta-Feira,4.434696,0,0.053993,4,0,1
4,noite,1,3,46,4,3,0,176,quarta-feira,74.361524,1,1.25928,20,899,1
2,noite,0,1,72,1,1,0,93,quarta-feira,8.707121,0,0.106012,16,0,0
2,noite,15,27,64,26,8,3,4950,quarta-feira,216.967331,0,3.674239,1,2404,0
1,tarde,0,1,5,1,1,0,12,quarta-feira,3.994423,0,0.048632,5,0,0
1,tarde,0,2,27,2,2,0,14,quarta-feira,9.147034,0,0.111365,0,40,1
2,manha,0,3,36,3,3,0,132,quarta-feira,28.466064,0,0.346574,0,0,1
1,manha,0,1,70,1,1,0,38,quarta-feira,4.488887,0,0.076015,0,0,1
1,manha,0,1,5,1,1,0,2,quarta-feira,4.539312,0,0.055329,0,0,0
2,manha,0,1,77,1,1,0,192,quarta-feira,3.652914,0,0.061957,2,0,1
1,madrugada,0,1,53,1,1,0,17,quarta-feira,4.146381,0,0.070326,2,0,1
8,madrugada,0,9,74,9,9,0,82,quarta-feira,56.819719,0,0.691031,33,164,0
3,noite,2,9,43,9,7,0,824,terca-feira,83.282358,0,1.412539,9,1148,1
2,noite,0,6,39,6,6,0,216,terca-feira,54.414534,0,0.922917,18,0,1
4,noite,0,3,90,3,3,0,141,terca-feira,36.417866,0,0.617678,12,0,0
1,noite,0,1,32,1,1,0,0,terca-feira,4.227591,0,0.071704,2,16,1
3,noite,0,4,64,4,4,0,163,terca-feira,13.254101,0,0.224801,2,8,1
4,madrugada,0,2,86,2,2,0,40,terca-feira,3.798075,0,0.046295,5,338,0
1,noite,0,5,8,5,5,0,48,segunda-feira,23.026192,0,0.28067,12,26,0
3,noite,0,8,148,8,8,0,112,segunda-feira,73.453436,0,0.895337,33,208,0
1,noite,0,1,34,2,2,0,0,quinta-Feira,9.224138,1,0.113113,14,3,0
3,tarde,0,1,26,1,1,0,8,quinta-Feira,8.148065,0,0.099918,4,0,0
1,manha,0,1,31,1,1,0,4,quinta-Feira,3.990691,0,0.049335,2,0,0
6,madrugada,0,12,13,12,12,0,220,quinta-Feira,161.567103,0,1.997378,33,329,0
1,tarde,0,6,83,6,6,0,53,quarta-feira,26.410875,0,0.453009,0,18,0
1,tarde,0,2,46,2,2,0,12,quarta-feira,7.051797,0,0.120955,7,0,0
1,manha,0,1,31,1,1,0,20,quarta-feira,4.54811,0,0.0561,14,0,0
1,madrugada,0,1,46,1,1,0,21,quarta-feira,4.499586,0,0.055627,13,0,0
4,noite,17,23,51,29,12,0,2657,domingo,113.165409,1,1.941071,22,414,0
1,noite,0,1,53,1,1,0,63,sabado,4.168,0,0.071492,1,0,1
11,madrugada,5,13,135,17,12,0,7325,sabado,364.92162,0,4.501241,11,922,1
2,noite,0,3,44,3,3,0,46,sexta-feira,26.359764,0,0.325332,14,30,0
1,madrugada,0,3,39,3,3,0,11,sexta-feira,13.185593,0,0.163106,17,12,0
2,madrugada,0,12,99,12,12,0,286,quarta-feira,54.73796,0,0.677116,28,172,0
3,noite,0,1,46,1,1,0,262,terca-feira,8.096508,0,0.138875,0,0,1
1,noite,0,3,64,3,3,0,66,terca-feira,13.658473,0,0.234277,11,0,1
3,noite,1,2,40,4,3,0,58,terca-feira,37.817271,0,0.64866,1,71,1
5,noite,4,42,26,42,38,0,12410,terca-feira,702.183171,0,8.686086,9,3363,0
2,manha,0,1,23,1,1,0,4,terca-feira,7.752412,0,0.095898,0,0,1
5,manha,0,16,149,16,16,0,3678,terca-feira,271.993671,0,3.356971,34,1301,0
1,madrugada,0,1,26,1,1,0,6,terca-feira,4.551001,0,0.078061,1,0,0
3,madrugada,0,4,79,4,4,0,163,terca-feira,13.598119,0,0.16821,5,33,0
8,tarde,1,8,48,8,7,0,1411,segunda-feira,97.869678,0,1.678708,24,866,1
3,tarde,0,15,387,15,15,0,329,domingo,126.522974,0,2.958994,0,10,0
6,tarde,0,15,379,15,15,0,494,sabado,141.220528,0,1.74693,1,20,1
8,manha,0,16,95,16,16,0,464,sabado,126.499517,0,2.169796,9,432,1
6,noite,3,4,64,8,3,2,505,sexta-feira,13.339233,1,0.228803,7,0,0
1,noite,0,1,54,1,1,0,24,sexta-feira,4.549339,0,0.078033,1,0,1
2,noite,0,6,62,6,6,0,104,sexta-feira,57.076163,0,0.704445,4,0,1
10,noite,15,27,114,27,12,0,10450,sexta-feira,678.176564,0,8.370189,13,2301,0
1,noite,0,1,37,1,1,0,28,sexta-feira,4.805345,0,0.082424,7,0,1
1,noite,0,2,40,2,2,0,40,sexta-feira,9.285146,0,0.159264,2,73,1
2,madrugada,0,1,181,1,1,0,32,sexta-feira,8.360136,0,0.103871,1,0,0
3,noite,0,3,24,3,3,0,222,quinta-Feira,13.616985,0,0.169571,2,0,0
1,tarde,0,2,80,2,2,0,20,quinta-Feira,8.441905,0,0.144801,1,0,1
2,tarde,0,1,6,1,1,0,68,quinta-Feira,8.520193,0,0.146144,1,0,1
1,madrugada,3,74,107,72,68,1,2753,quarta-feira,329.365711,0,4.108991,13,253,0
22,tarde,11,33,64,40,26,3,20390,terca-feira,812.403787,0,10.111982,7,5120,1
16,madrugada,8,27,26,20,12,0,1986,terca-feira,378.495543,2,4.724724,6,31,1
4,madrugada,1,1,73,2,1,0,38,terca-feira,4.794023,1,0.059843,1,0,0
10,noite,2,6,160,7,5,0,601,segunda-feira,143.162871,0,1.785965,1,802,0
1,manha,0,1,71,1,1,0,2,segunda-feira,4.581547,0,0.057155,1,0,1
1,noite,0,3,127,4,4,0,0,sabado,19.609861,1,0.244075,4,91,0
3,manha,0,3,46,3,3,0,308,sabado,28.125537,0,0.482822,2,0,1
8,madrugada,416,27,56,426,10,0,5433,sabado,387.507272,401,4.823134,4,0,0
6,madrugada,0,2,92,2,2,0,480,sabado,47.097183,0,0.586198,12,620,0
4,madrugada,1,1,48,1,0,0,0,sabado,19.041846,0,0.237006,0,409,0
8,madrugada,2,21,139,21,19,0,3013,sabado,376.56464,0,4.686935,26,268,0
2,madrugada,0,4,118,4,4,0,226,sabado,35.877588,0,0.446553,17,345,0
5,madrugada,1,1,24,3,2,0,0,sabado,9.426796,1,0.1176,3,528,0
1,noite,0,1,48,1,1,0,8,sexta-feira,3.946993,0,0.067757,1,0,1
2,noite,0,2,50,2,2,0,34,sexta-feira,7.736025,0,0.132802,13,0,1
1,noite,0,1,23,1,1,0,3,sexta-feira,4.876526,0,0.083714,1,0,1
1,noite,0,3,32,1,1,0,10,sexta-feira,4.717588,0,0.080985,0,8,1
30,noite,21,24,51,40,19,0,6256,sexta-feira,246.819297,1,4.237066,17,2056,1
3,noite,0,4,42,4,2,2,488,sexta-feira,18.333987,0,0.228717,14,0,0
1,noite,0,6,37,6,6,0,48,sexta-feira,28.752373,0,0.35869,5,12,0
7,noite,1,11,66,12,11,0,414,quinta-Feira,50.563113,0,0.632686,26,123,0
1,madrugada,0,3,84,3,3,0,238,quinta-Feira,13.371799,0,0.167319,18,0,0
1,madrugada,2,3,44,3,1,0,179,quinta-Feira,13.915079,0,0.174116,11,59,0
1,manha,0,1,53,1,1,0,12,quarta-feira,4.336842,0,0.054266,0,0,1
1,manha,11,11,117,11,0,0,845,terca-feira,52.484035,0,0.656714,0,0,0
9,noite,0,12,74,12,12,0,1380,segunda-feira,100.740976,0,1.260537,16,6,0
1,madrugada,0,1,133,1,1,0,6,segunda-feira,4.317578,0,0.053901,1,0,1
3,madrugada,0,1,197,1,1,0,85,sabado,13.060301,0,0.305441,0,0,0
1,madrugada,0,2,90,2,2,0,11,sabado,9.158528,0,0.114336,9,68,0
1,madrugada,0,1,76,1,1,0,145,sabado,4.555932,0,0.056877,8,0,0
1,madrugada,0,2,43,2,2,0,10,sabado,9.379043,0,0.117089,9,9,0
6,madrugada,0,7,72,7,7,0,295,sabado,97.575568,0,1.218143,15,70,0
7,madrugada,6,76,107,76,68,2,13346,sabado,981.71308,0,12.255805,14,919,0
1,madrugada,0,2,84,2,2,0,46,sabado,9.696625,0,0.121054,1,0,0
10,madrugada,0,9,146,9,9,0,1591,sabado,163.464754,0,2.040711,21,310,0
2,noite,0,2,67,2,2,0,41,sexta-feira,17.704152,0,0.221527,5,0,0
2,manha,0,2,71,2,2,0,107,sexta-feira,12.751234,0,0.159275,6,0,1
3,tarde,0,4,43,4,4,0,30,quarta-feira,19.60159,0,0.245269,2,6,0
2,noite,0,2,73,2,2,0,50,segunda-feira,17.417717,0,0.407343,0,174,0
7,noite,0,1,56,1,1,0,39,segunda-feira,4.377035,0,0.054769,8,0,0
1,noite,0,2,62,2,2,0,14,segunda-feira,9.673444,0,0.12126,7,28,0
7,manha,1,2,4,3,2,0,39,segunda-feira,27.567216,0,0.473237,0,232,1
2,noite,0,1,140,1,1,0,80,sabado,4.217169,0,0.052895,6,0,0
13,madrugada,4,85,10,89,68,17,5211,sabado,372.628777,1,8.588725,0,1079,0
5,noite,0,4,114,4,4,0,491,sexta-feira,73.231379,0,0.920251,6,1198,0
5,madrugada,1,30,56,31,30,0,810,sexta-feira,4.449708,0,0.07645,0,0,0
1,madrugada,0,1,3,1,1,0,2,quarta-feira,4.740685,0,0.081449,0,0,1
6,noite,0,2,104,2,2,0,203,domingo,37.80576,0,0.475368,4,274,1
1,noite,0,0,51,1,1,0,0,domingo,4.655233,1,0.058535,12,0,0
1,noite,0,1,41,1,1,0,18,domingo,5.388946,0,0.06776,0,0,0
1,noite,0,0,30,1,1,0,0,domingo,4.482601,1,0.056364,2,0,0
1,noite,1,6,37,6,5,0,118,domingo,28.230152,0,0.354965,4,0,0
3,noite,0,17,62,17,17,0,302,sexta-feira,123.989457,0,1.561754,10,58,0
1,noite,0,1,12,1,1,0,8,sexta-feira,4.408307,0,0.055526,0,0,1
10,manha,0,8,110,8,8,0,1727,sexta-feira,332.823836,0,4.192199,6,1437,0
1,manha,0,3,18,3,3,0,6,quinta-Feira,13.042771,0,0.164284,0,0,1
1,manha,0,1,31,1,1,0,1,quinta-Feira,4.436467,0,0.055881,0,0,1
2,madrugada,0,2,96,2,2,0,68,quinta-Feira,18.344191,0,0.231059,2,62,0
1,tarde,0,1,4,1,1,0,2,quarta-feira,4.767211,0,0.060047,0,0,1
1,madrugada,0,1,159,1,1,0,13,quarta-feira,4.378906,0,0.055156,2,0,0
2,madrugada,0,1,56,1,1,0,30,quarta-feira,9.073013,0,0.212188,0,0,1
2,noite,0,4,47,4,4,0,36,terca-feira,18.269591,0,0.23012,1,0,0
1,tarde,0,0,55,1,1,0,0,terca-feira,4.078428,1,0.051371,12,0,1
7,manha,19,46,253,60,32,9,18508,segunda-feira,602.350362,0,7.573995,2,926,1
4,madrugada,0,12,41,12,12,0,255,domingo,22.697137,0,0.285892,4,58,0
1,noite,0,5,105,5,5,0,18,sabado,22.440458,0,0.282168,0,48,1
1,manha,0,1,37,1,1,0,33,sabado,4.54163,0,0.057206,3,0,0
1,noite,0,1,42,1,1,0,23,sexta-feira,4.759804,0,0.081777,16,0,1
3,tarde,0,2,112,2,2,0,109,sexta-feira,27.814378,0,0.35035,0,68,1
2,madrugada,0,1,52,1,1,0,110,sexta-feira,4.735349,0,0.059646,0,0,0
1,noite,0,10,54,10,10,0,72,quinta-Feira,45.147013,0,0.568666,4,24,0
4,madrugada,0,1,66,1,1,0,638,quinta-Feira,12.363095,0,0.155724,3,0,0
4,madrugada,4,8,32,10,4,2,439,quarta-feira,55.949311,0,0.703506,1,0,0
3,madrugada,0,4,34,4,4,0,27,quarta-feira,33.645348,0,0.42379,5,3,0
7,tarde,1,18,101,20,18,1,1604,terca-feira,154.070502,1,1.940603,42,0,1
8,noite,0,3,3,3,3,0,614,segunda-feira,40.319155,0,0.507843,1,170,0
4,manha,0,1,106,1,1,0,332,segunda-feira,18.317426,0,0.314708,2,0,0
2,tarde,0,2,54,2,2,0,91,sabado,14.710022,0,0.25273,18,0,1
2,manha,0,3,78,3,3,0,35,sabado,21.779534,0,0.273851,0,50,1
2,manha,0,1,46,1,1,0,10,sabado,6.472372,0,0.111201,0,0,1
2,tarde,0,2,46,2,2,0,4,quinta-Feira,8.477234,0,0.106776,7,0,1
1,madrugada,0,2,46,2,2,0,9,quarta-feira,9.097671,0,0.114591,2,0,0
2,tarde,0,2,75,2,2,0,58,terca-feira,18.856743,0,0.323977,0,127,0
10,madrugada,0,5,94,5,5,0,1009,sabado,83.415915,0,1.050679,6,1995,0
1,madrugada,0,1,28,1,1,0,7,sabado,3.927638,0,0.06748,8,0,1
1,noite,0,1,41,1,1,0,46,sexta-feira,4.904602,0,0.084265,16,0,1
1,noite,0,1,39,1,1,0,18,sexta-feira,4.569558,0,0.078509,15,0,1
1,manha,0,0,36,1,1,0,0,terca-feira,4.281018,1,0.053922,14,0,1
1,noite,0,1,5,1,1,0,2,segunda-feira,4.254308,0,0.053586,1,0,1
3,noite,0,4,46,4,4,0,111,sexta-feira,33.875888,0,0.582022,10,0,1
2,noite,0,3,37,3,3,0,68,sexta-feira,29.458698,0,0.50613,15,0,1
2,noite,1,9,55,9,8,0,181,sexta-feira,72.61728,0,1.247638,17,4,1
1,noite,0,1,76,1,1,0,12,sexta-feira,4.642267,0,0.079759,3,0,0
1,noite,0,2,162,2,2,0,6,quarta-feira,9.517998,0,0.121428,1,6,1
1,madrugada,0,4,95,4,4,0,120,quarta-feira,16.248066,0,0.207513,1,0,0
1,tarde,0,1,21,1,1,0,6,terca-feira,4.45581,0,0.057125,1,0,1
