@relation 'bundler-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,8,36,6,9,12,2,10,11,14,15,5,1,16,17,53'

@attribute num_commits numeric
@attribute files_added numeric
@attribute requester {indirect,segiddins,RochesterinNYC,schneems,allenzhao,sonalkr132,BronzDoc,asutoshpalai,mobilutz,njam,mib32,jbodah,Elffers,glennpratt,christhekeele,cirdes,lamont-granquist,dtognazzini,Zorbash,vassilevsky,MOZGIII,arthurnn,hughbien,Agis-,morsheed,pcarranza,dthjones,drn,smellsblue,deepj,jperville,doy,benlovell,fotanus,JuanitoFatas,TimMoore,stantona,CoralineAda,blackxored,deivid-rodriguez,dwb,felixbuenemann,sikachu,denmat,Nikolay-Pomytkin,andremedeiros,csfrancis,toolmantim,voxik,goughy000,jtarchie,A5308Y,samphippen,dilumn,Sirupsen,esasse,jasonkarns,jaym,lukaso,robinboening,philnash,heliocola,asymmetric,jrafanie,esse,masarakki,Eric-Guo,smlance,seanlinsley,pmenglund,chulkilee,grosser,Koronen,jordanthomas,mastfish,sferik,tf,steved,frsyuki,EduardoBautista,byroot,roseweixel,cdwort,hbd225,mattbrictson,amatsuda,ethanez713,PG-kura,AlexanderPavlenko,mcantor,joshk,pducks32,danieltdt,timblair,Bartuz,tjschuck,cstrahan,steverob,habibalamin,karlo57,tony-spataro-rs,strand,neoeno,postmodern,waynn,skateman,ivantsepp,e2,hartator,repinel,akihiro17,nickborromeo,spastorino,Strech,ineiti,stevenjack,pjump,fny,aprescott,hone,tenderlove,korobkov,hiukkanen,panthomakos,sealocal,jdmundrawala,digitalextremist,mlarraz,matiasow,seamusabshere,jhass,simi,chastell,bobishh,kodnin,marocchino,marutosi,niku4i,janlelis,Sxl1092,sanemat,kohgpat,kirs,banyan,maclover7,keiths-osc,neerfri,moeffju,steakknife,darnould,tamird,bjfish,ccutrer,eagletmt,joneslee85,k0kubun,dsisnero,claudiob,bkeepers,selcham,BenMorganIO,tdtds,jnraine,pangloss,eapache,aroben,y-yagi,onetwopunch,myronmarston,gfvcastro,rohit,myabc,petedmarsh,dholdren,toy,thomasfedb,kuraga,doodzik,staugaard,Who828,GeekOnCoffee,gsamokovarov,obfusk,zzak,Deradon,agenteo,arronmabrey,patvice,Sketch,gretel,twcctz50,elia,dubek,rrrene,dangoita,danfinnie,DevRubySlippers,Intrepidd,fvaleur,seuros,meganemura,yous,ryansouza,dx7,aasmith,kares,ruyrocha,HonoreDB,benlakey,bak,eloyesp,citizen428,hwartig,tonytonyjan,ejaypcanaria,splattael,allyraza,reiz,lgierth,pmahoney,jetaggart,tryba,nickpellant,mraidel,zmack,jasonrclark,jemc,rodreegez,Razzell,Nerian,IvanUkhov,notlaforge,jc00ke,Juanxo,prathamesh-sonpatki,aptinio,vinbarnes,tiredpixel,mvz,mattwynne,gjaldon,MSNexploder,deitrick,unak,robolson,aughr,richo,grant-olson,1337807,gnufied,jmmk,peter-mtso,YorickPeterse,mokhan,jm,dylanahsmith,j15e,d-reinhold,mathonsunday,stevecj,vais,as-cii,urbanautomaton,tbuehlmann,aitor,mrphs,headius,kiela,mdkent,suzukaze,stlay,jfvanderwalt,divineforest,lardcanoe,burke,strzalek,davidblondeau,jwworth,narutosanjiv,zebardy,punkle,smashwilson,kgrz,shrey-sharma,andreychernih,suhastech,loveky,codertux,salimane,v-yarotsky,rafaelfranca,deependersingla,olivierlacan,phallstrom,tundal45,DavidEGrayson,dougcole,yaotti,tdumitrescu,skottler,sunny,ognevsky,spohlenz,arunagw,rhysd,mrkn,steveklabnik,qblake,grddev,tyler,cainlevy,jendiamond,misfo,mfojtik,samsm,ghedamat,joyicecloud,cowboyd,brandonblack,henrik,jasonmp85,SamSaffron,steved555,benjamintanweihao,wfarr,joallard,Garoe,snackbandit,mcfiredrill,rykov,larskanis,flyinprogramer,xaviershay,Plaristote,jlsuttles,JordanFaust,faun,lucasmazza,ssrihari,shtirlic,fuadsaud,gudleik,ndbroadbent,nubbel,ixti,rthbound,tricknotes,jfoy,JonRowe,apsoto,kml,mipearson,Gaelan,rahearn,bwillis,Nitrodist,pjvds,regularfry,matthewd,BrentWheeldon,mpapis,epinault,Holek,ardavis,Ptico,hbakhtiyor,dougal,qichunren,chief,nslocum,jayniz,rehevkor5,sakuro,gregory-m,bradleybuda,dmueller,halorgium,nevir,okitan,coop,ogra,danielsdeleo,JamesFerguson,zimbatm,alup,sunaku,jarl-dk,raggi,matthewrudy,parndt,luislavena,gaffneyc,CosmicCat,utkarshkukreti,ddopson,databus23,matschaffer,EmilRehnberg,RyanonRails,Peeja,andreagoulet,dblock,csgui,timoschilling,NARKOZ,gkop,liveh2o,ToadJamb,jisaacks,semanticart,farski,drbrain,crowbot,Empact,kcurtin,wildchild,cheald,wallyqs,sol,brettporter,nbibler,tomykaira,koraktor,pivotalcommon,rking,MafcoCinco,phocke,dkastner,jmoses,benmoss,godfat,BMorearty,davidcelis,brainopia,jdelStrother,mkristian,Flameeyes,mrflip,carlosantoniodasilva,hirochachacha,eightbitraptor,kikito,luismreis,zofrex,trans,bobbus,takkanm,phil-monroe,bowsersenior,jgaskins,gilesbowkett,nwwatson,rkh,stevenh512,coding46,drogus,kucaahbe,mpabst,dougbarth,fpauser,bryanwoods,richardkmichael,bpardee,echohead,kytrinyx,jimmycuadra,jgeiger,ariofrio,jhlllnd,floehopper,dlee,soulcutter,dekellum,etehtsea,svenfuchs,hlidotbe,gerwinbrunner,Fluxx,josevalim,nashby,Vanuan,jpatokal,zeha,knu,d,geemus,lsimoneau,ANithian,mattconnolly,mhoran,vijaydev,osheroff,jreidinger,sodabrew,invisiblefunnel,ilude,dadooda,brixen,eric1234,laserlemon,stve,petervandenabeele,nurse,jeremy,derekprior,jredville,smartinez87,lunks,lastobelus,arsduo,albus522,jjb,sleeper,francois,timfel,jch,roend83,maxjustus,nono,bensie,jacobo,lanej,pirj,sundbp,benhoskings,nextmat,leereilly,stephencelis,slagyr,rwilcox,radsaq,DNNX,Trevoke,tpope,retr0h,tiegz,robertwahler,boffbowsh,neonlex,cldwalker,mtylty,cgriego,kmayer,mheffner,tadman,joelmoss,leejarvis,rkbodenner,benhamill,ybart,pascalh1011,mbirk,rubiii,csquared,mikehoward,mpj,tissak,ngollan,josh,ryanbriones,evanphx,dhh,krekoten,rslifka,cmeiklejohn,gucki,jordansissel,voidlock,bgreenlee,jonah-carbonfive,nledez,botanicus,jackdempsey,epall,wuputah,nolith,hedgehog,nicksieger,opsb,goneflyin,vandrijevik,mjio,jfelchner,baroquebobcat,sumbach,Lytol,sgrove,davesmylie,tigris,aaronblohowiak,bcardarella,now,adelcambre,ecoleman,gyngve,leobessa,dasch,ai,net1957,sdhull,rcarver,mcolyer,kalv,shwoodard,ultrasaurus,tsigo,dismaldenizen,bobbywilson0,antono,jfirebaugh,tarcieri,rjharmon,ddollar,kakutani,jstorimer,irjudson,trampoline,dennisreimann,graaff,aslakhellesoy,MasterLambaster,mephux,bsears,fd,chipiga,spraints}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_changed numeric
@attribute other_files numeric
@attribute src_churn numeric
@attribute intra_branch {true,false}
@attribute created_at_week_day {sabado,quinta-Feira,quarta-feira,terca-feira,segunda-feira,domingo,sexta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute status {0,1}

@data
2,0,RochesterinNYC,10,0,2,madrugada,2,2,0,11,false,domingo,3,13.233359,1
32,3,pcarranza,389,0,9,madrugada,9,12,0,1028,false,sabado,1370,205.003363,1
1,0,dthjones,80,0,2,madrugada,2,2,0,4,false,sabado,26,8.745726,1
4,0,segiddins,7,0,1,noite,2,2,1,4,true,sexta-feira,0,30.214554,1
2,0,RochesterinNYC,14,0,2,noite,3,3,1,26,false,segunda-feira,63,28.279034,1
1,0,RochesterinNYC,13,0,2,tarde,2,2,0,12,false,sexta-feira,34,8.833097,1
2,0,drn,456,0,1,madrugada,1,1,0,12,false,sexta-feira,0,8.62606,0
2,0,segiddins,6,0,2,manha,2,2,0,350,true,quarta-feira,8,19.068149,1
1,0,segiddins,8,0,1,manha,1,1,0,8,true,quarta-feira,0,4.701783,1
1,0,RochesterinNYC,11,0,0,madrugada,1,1,1,0,false,quarta-feira,0,4.546649,1
7,0,smellsblue,79,0,13,madrugada,13,13,0,51,false,quarta-feira,416,51.560471,1
2,0,RochesterinNYC,38,0,2,madrugada,2,2,0,18,false,terca-feira,44,13.484617,1
3,0,RochesterinNYC,10,0,2,madrugada,2,2,0,0,false,segunda-feira,103,13.861823,1
2,0,RochesterinNYC,13,0,1,noite,1,1,0,9,false,domingo,0,9.611284,1
3,0,indirect,26,0,3,noite,3,3,0,27,true,domingo,0,21.560986,1
2,0,RochesterinNYC,65,0,2,manha,2,2,0,6,false,domingo,247,18.506804,1
4,0,deepj,29,0,8,noite,10,10,2,36,false,quarta-feira,0,55.780349,1
1,0,jperville,76,0,0,noite,1,1,1,0,false,segunda-feira,0,4.769368,1
4,0,doy,50,0,2,madrugada,2,2,0,39,false,sexta-feira,17,4.162505,1
1,0,benlovell,34,0,0,noite,1,1,1,0,false,quarta-feira,0,4.748825,1
1,0,fotanus,10,0,1,noite,1,1,0,2,true,segunda-feira,0,4.442223,1
1,0,segiddins,8,0,1,manha,1,1,0,2,true,segunda-feira,0,4.520948,1
1,0,JuanitoFatas,26,0,0,tarde,1,1,1,0,false,sabado,0,4.75138,1
1,0,TimMoore,33,0,1,madrugada,1,1,0,13,false,sabado,0,4.494969,1
1,0,stantona,183,0,0,madrugada,0,0,0,0,false,sexta-feira,0,0,0
16,0,segiddins,3,0,0,madrugada,0,0,0,0,true,sexta-feira,0,0,1
1,0,segiddins,9,0,0,noite,0,0,0,0,true,quinta-Feira,0,0,1
1,0,CoralineAda,18,0,1,madrugada,2,2,1,4,false,quarta-feira,0,8.731188,1
1,0,segiddins,4,0,1,manha,3,3,2,4,true,sabado,0,14.634149,1
1,0,smellsblue,31,0,3,madrugada,3,3,0,11,false,quinta-Feira,33,14.323148,1
2,0,blackxored,68,0,4,madrugada,4,4,0,8,false,quarta-feira,46,13.944537,1
1,0,deivid-rodriguez,5,0,1,tarde,1,1,0,7,false,terca-feira,0,4.655491,0
1,0,dwb,46,0,2,tarde,2,2,0,2,false,terca-feira,6,9.032014,0
3,0,felixbuenemann,114,0,3,noite,3,3,0,6,false,segunda-feira,53,12.491511,1
1,0,sikachu,83,0,2,noite,2,2,0,4,false,segunda-feira,6,8.796128,0
1,1,JuanitoFatas,19,0,0,manha,0,1,1,0,false,sexta-feira,0,4.849263,1
8,1,denmat,98,0,2,madrugada,2,3,0,12,false,sexta-feira,60,9.612379,0
2,0,segiddins,10,0,1,manha,1,1,0,0,true,quinta-Feira,28,9.576589,1
1,0,deivid-rodriguez,32,0,1,tarde,1,1,0,204,false,sexta-feira,0,4.729928,0
1,0,deivid-rodriguez,13,0,1,tarde,1,1,0,7,false,sexta-feira,0,4.655491,0
2,0,smellsblue,176,0,6,tarde,6,6,0,87,false,terca-feira,36,21.876755,1
250,4,Nikolay-Pomytkin,4,0,132,manha,142,146,12,1887,false,domingo,1277,2422.229165,1
2,0,Agis-,16,0,2,tarde,2,2,0,12,true,sexta-feira,12,9.156551,0
2,0,Agis-,5,0,2,tarde,3,3,1,4,true,sexta-feira,28,27.023937,0
2,0,andremedeiros,9,0,1,noite,1,1,0,3,true,quarta-feira,0,4.681851,1
6,0,csfrancis,87,0,2,noite,2,2,0,34,false,quarta-feira,86,17.884632,0
2,0,toolmantim,5,0,0,manha,1,1,1,0,false,quarta-feira,0,9.73959,1
2,0,voxik,97,0,2,noite,2,2,0,20,false,terca-feira,25,18.030756,0
3,2,Agis-,7,0,6,tarde,4,6,0,338,true,terca-feira,27,37.026592,1
2,0,Agis-,7,0,4,madrugada,4,4,0,26,true,terca-feira,53,18.274766,1
2,0,Agis-,68,0,2,tarde,2,2,0,4,true,segunda-feira,14,17.945523,1
1,0,Agis-,2,0,1,noite,1,1,0,0,true,sabado,2,4.340072,0
2,0,Agis-,9,0,2,madrugada,2,2,0,12,true,sexta-feira,32,9.972701,1
2,1,Agis-,29,0,4,noite,3,4,0,18,true,quinta-Feira,50,17.549715,1
2,0,Zorbash,43,0,4,madrugada,4,4,0,8,false,quinta-Feira,26,31.813104,0
1,0,goughy000,43,0,2,noite,2,2,0,2,false,quarta-feira,7,9.353153,1
12,1,jtarchie,61,0,15,madrugada,14,15,0,270,false,terca-feira,501,74.589824,1
2,1,A5308Y,166,0,8,tarde,6,7,0,336,false,sabado,0,26.189462,1
2,0,segiddins,12,0,2,manha,2,2,0,4,true,sabado,36,17.488495,1
1,0,Agis-,20,0,1,tarde,1,1,0,12,true,segunda-feira,0,4.451467,1
2,0,Agis-,4,0,1,tarde,1,1,0,0,true,sabado,98,4.530416,1
1,0,Zorbash,5,0,2,tarde,2,2,0,2,false,sabado,2,8.913879,0
1,0,A5308Y,71,0,1,tarde,1,1,0,128,false,sabado,0,4.455507,1
2,1,samphippen,155,0,2,tarde,1,2,0,13,false,quarta-feira,23,15.033569,0
12,0,dilumn,3,0,0,manha,0,0,0,0,false,quarta-feira,0,0,0
1,0,Zorbash,26,0,1,noite,1,1,0,2,false,terca-feira,0,4.64996,0
5,3,Agis-,43,0,9,noite,7,10,1,57,true,terca-feira,172,17.457097,1
1,0,Zorbash,35,0,1,manha,1,1,0,2,false,terca-feira,0,4.311788,1
2,0,Sirupsen,39,0,1,madrugada,1,1,0,0,false,terca-feira,38,9.735882,1
6,0,segiddins,11,0,3,madrugada,3,3,0,22,true,segunda-feira,34,17.881246,0
4,0,segiddins,4,0,5,noite,8,8,3,20,true,domingo,16,45.24351,1
1,0,Zorbash,5,2,4,tarde,3,5,1,45,false,domingo,201,13.621548,0
2,1,Agis-,8,0,4,tarde,3,4,0,34,true,domingo,32,13.33179,1
1,0,esasse,2,0,2,manha,3,3,1,8,false,domingo,0,13.287265,1
1,0,Zorbash,53,0,1,noite,1,1,0,3,false,sabado,0,4.549851,1
2,0,Sirupsen,1551,0,1,tarde,1,1,0,4,false,sabado,0,8.213835,1
251,9,Zorbash,5,12,115,tarde,123,144,20,2912,false,sabado,6687,3271.194754,0
2,0,Zorbash,9,0,2,tarde,2,2,0,8,false,sabado,16,16.889784,0
2,0,esasse,2,0,1,manha,3,3,2,2,false,sabado,0,18.849243,1
7,0,segiddins,7,0,7,manha,7,7,0,31,true,sexta-feira,39,16.651355,1
1,0,jasonkarns,8,0,2,madrugada,2,2,0,3,false,quarta-feira,7,9.117813,1
4,0,jaym,108,0,2,madrugada,2,2,0,4,false,quarta-feira,33,10.011116,1
12,0,lukaso,52,0,13,manha,13,13,0,211,false,terca-feira,39,71.866023,1
1,0,robinboening,14,0,2,noite,2,2,0,3,false,sabado,17,9.208628,0
1,0,philnash,27,0,1,noite,1,1,0,59,false,sabado,0,4.548516,1
5,1,A5308Y,10,0,2,noite,2,3,0,186,false,sabado,0,19.413585,1
4,0,Agis-,58,0,11,noite,11,11,0,108,false,sabado,18,49.195497,1
1,0,heliocola,16,0,1,tarde,1,1,0,6,false,terca-feira,0,4.417456,1
2,0,Agis-,19,2,13,madrugada,13,15,3,67,false,terca-feira,862,89.2686,1
1,0,asymmetric,27,0,1,tarde,1,1,0,0,false,domingo,40,4.466828,1
2,0,Agis-,8,0,2,noite,2,2,0,11,false,sabado,15,15.061178,1
1,0,Agis-,4,0,1,noite,1,1,0,0,false,sabado,9,5.09644,0
3,0,asymmetric,14,0,7,noite,7,7,0,4,false,sexta-feira,51,32.364826,1
1,0,jrafanie,198,0,1,noite,1,1,0,5,false,quinta-Feira,0,4.573734,1
2,0,asymmetric,32,0,0,tarde,1,1,1,0,false,quinta-Feira,0,9.134426,0
1,0,asymmetric,24,0,0,tarde,1,1,1,0,false,quinta-Feira,0,4.366851,0
22,0,asymmetric,57,0,9,noite,11,11,2,17,false,quarta-feira,200,97.940624,0
5,0,asymmetric,36,0,2,tarde,2,2,0,10,false,quarta-feira,27,22.258851,0
2,0,esse,62,0,1,manha,1,1,0,8,false,quarta-feira,0,4.401733,0
1,0,Agis-,7,0,2,noite,2,2,0,2,false,terca-feira,13,9.74527,1
1,0,asymmetric,80,0,1,tarde,1,1,0,0,false,terca-feira,2,4.511736,0
1,0,masarakki,16,0,2,madrugada,2,2,0,6,false,domingo,0,8.918458,1
1,0,Eric-Guo,27,0,1,tarde,1,1,0,2,false,sabado,0,4.665164,0
20,1,smlance,12,0,10,noite,9,10,0,148,true,quinta-Feira,553,72.213751,1
1,0,indirect,66,0,2,madrugada,2,2,0,3,true,segunda-feira,16,8.198458,0
1,0,Agis-,8,0,2,tarde,2,2,0,3,false,domingo,16,8.304092,1
1,0,seanlinsley,116,0,1,noite,1,1,0,4,false,sabado,0,4.269872,1
23,1,smlance,43,0,9,noite,9,10,0,239,false,quarta-feira,719,31.188487,0
1,0,Agis-,8,0,4,noite,5,5,1,8,false,domingo,8,0,1
2,0,Agis-,3,0,2,tarde,2,2,0,0,false,domingo,4,8.93568,1
1,0,Agis-,9,0,2,tarde,2,2,0,2,false,domingo,27,9.064958,1
3,0,pmenglund,49,0,1,madrugada,1,1,0,16,false,sabado,0,4.835927,1
1,0,Agis-,8,0,5,noite,5,5,0,27,false,sexta-feira,14,0,1
1,0,chulkilee,94,0,1,noite,1,1,0,0,false,quinta-Feira,12,0,0
1,0,Agis-,120,0,1,madrugada,1,1,0,12,false,quinta-Feira,0,4.459214,1
3,0,indirect,19,0,1,tarde,2,2,1,0,true,domingo,12,9.122165,1
1,0,Agis-,9,0,1,noite,1,1,0,22,false,sabado,0,4.688994,1
1,1,grosser,61,0,1,noite,0,1,0,43,false,sabado,0,5.063377,1
1,0,Koronen,12,0,22,tarde,23,23,1,1978,false,sabado,6,104.761835,0
1,0,Koronen,12,0,0,tarde,2,2,2,0,false,sabado,0,9.319844,1
34,0,smlance,6,0,25,noite,27,27,2,336,false,sexta-feira,562,112.554583,0
6,0,indirect,6,0,4,manha,4,4,0,9,true,quarta-feira,171,38.720732,0
1,0,esasse,2,0,3,madrugada,4,4,1,12,false,terca-feira,12,18.196604,1
1,0,smlance,8,0,1,tarde,1,1,0,18,false,domingo,0,4.278197,1
250,11,smlance,21,7,154,madrugada,164,182,18,2175,false,domingo,2930,3040.359673,1
1,0,smlance,51,0,1,noite,1,1,0,2,false,sabado,0,4.181872,1
13,1,smlance,6,1,14,madrugada,13,15,0,692,false,sabado,585,58.043064,0
27,0,asymmetric,51,0,23,noite,25,25,2,82,false,sexta-feira,655,264.232651,0
2,0,smlance,22,0,5,noite,5,5,0,9,false,sexta-feira,41,22.165555,0
5,0,indirect,13,0,3,noite,3,3,0,13,true,quinta-Feira,36,22.785535,1
2,0,indirect,10,0,0,noite,1,1,1,0,true,quinta-Feira,0,4.805063,1
1,0,indirect,9,0,1,noite,1,1,0,11,true,quinta-Feira,0,3.838519,1
1,0,Agis-,22,0,2,madrugada,2,2,0,3,false,segunda-feira,8,0,1
1,0,Agis-,65,0,1,madrugada,1,1,0,0,false,segunda-feira,2,4.570107,1
1,0,Koronen,2,0,12,noite,13,13,1,14,false,sabado,32,0,1
35,0,Koronen,18,0,45,noite,46,46,1,231,false,sabado,60,425.577356,1
1,0,Koronen,25,0,13,tarde,15,15,2,48,false,sabado,6,66.737635,0
1,0,segiddins,16,0,2,manha,2,2,0,91,true,sabado,0,9.768399,1
1,0,segiddins,4,0,20,manha,22,22,2,52,true,sabado,20,98.811506,1
1,0,esasse,50,0,0,noite,1,1,1,0,false,sexta-feira,0,4.787108,1
1,0,jordanthomas,32,0,2,noite,2,2,0,2,false,quinta-Feira,2,8.634494,1
2,0,mastfish,33,0,1,madrugada,1,1,0,4,false,quarta-feira,0,4.762174,1
1,0,sferik,14,0,0,manha,1,1,1,0,true,terca-feira,0,4.527788,1
1,0,tf,45,0,2,manha,2,2,0,2,false,terca-feira,13,8.902333,1
2,0,indirect,48,0,2,manha,2,2,0,4,true,segunda-feira,20,9.218041,1
1,0,indirect,7,0,1,madrugada,1,1,0,10,true,segunda-feira,0,4.467182,1
1,0,asymmetric,22,0,1,tarde,1,1,0,7,false,domingo,0,4.563181,0
1,0,esasse,2,0,7,manha,8,8,1,35,false,domingo,37,34.558551,1
1,1,indirect,5,0,2,madrugada,1,2,0,3,true,domingo,16,9.534451,1
2,0,steved,97,0,5,noite,5,5,0,8,false,sexta-feira,29,32.309442,0
3,1,frsyuki,89,0,2,madrugada,1,2,0,27,false,sexta-feira,34,4.349476,1
2,0,EduardoBautista,31,0,2,noite,2,2,0,6,false,quinta-Feira,10,4.103495,1
4,1,indirect,56,0,4,manha,4,5,0,0,true,quinta-Feira,102,4.809099,1
1,0,EduardoBautista,18,0,1,noite,1,1,0,3,false,quarta-feira,0,4.620246,1
1,0,esasse,2,0,5,madrugada,7,7,2,20,false,quarta-feira,4,29.920553,1
2,0,esasse,2,0,7,madrugada,8,8,1,12,false,quarta-feira,24,35.984912,1
2,0,esasse,2,0,5,madrugada,6,6,1,6,false,terca-feira,11,25.98956,1
4,0,indirect,41,0,2,noite,3,3,1,11,true,segunda-feira,38,18.626525,1
2,0,TimMoore,10,0,1,tarde,1,1,0,16,true,segunda-feira,0,4.955235,1
4,3,byroot,517,0,5,manha,5,8,0,280,false,segunda-feira,0,50.160593,0
4,0,roseweixel,145,0,2,madrugada,3,3,1,24,false,segunda-feira,0,17.78645,1
5,0,segiddins,13,0,17,manha,17,17,0,5,true,sabado,174,80.71725,0
2,0,cdwort,244,0,1,manha,1,1,0,0,false,sabado,27,0,1
1,0,esasse,2,0,15,madrugada,16,16,1,26,false,sexta-feira,10,67.880905,1
1,0,esasse,2,0,2,madrugada,3,3,1,4,false,quinta-Feira,0,13.079946,1
3,0,segiddins,10,0,2,madrugada,2,2,0,22,true,quinta-Feira,0,9.277757,1
1,0,hbd225,16,0,12,noite,12,12,0,14,false,quarta-feira,86,54.068423,1
2,0,segiddins,11,0,3,manha,3,3,0,8,true,quarta-feira,18,8.723242,1
1,0,cdwort,154,0,1,manha,1,1,0,0,false,quarta-feira,7,4.856094,1
1,0,esasse,6,0,8,madrugada,10,10,2,16,false,quarta-feira,0,42.376816,1
1,0,esasse,2,0,36,madrugada,37,37,1,72,false,quarta-feira,4,155.166125,0
1,0,mattbrictson,48,0,1,madrugada,1,1,0,2,false,quarta-feira,0,4.465197,1
1,1,mattbrictson,49,0,1,madrugada,3,4,2,1,false,quarta-feira,0,17.005221,1
3,0,amatsuda,51,0,3,noite,4,4,1,40,false,terca-feira,6,27.837536,1
2,0,indirect,6,0,1,noite,2,2,1,2,true,terca-feira,0,8.782112,1
1,0,smlance,5,0,2,noite,2,2,0,2,false,terca-feira,4,8.245325,1
14,0,segiddins,5,0,12,manha,12,12,0,258,true,terca-feira,138,8.594783,1
1,0,esasse,2,0,9,madrugada,10,10,1,22,false,terca-feira,4,43.499009,1
1,0,esasse,2,0,4,madrugada,5,5,1,10,true,terca-feira,2,22.317526,1
7,0,esasse,3,0,19,manha,20,20,1,102,false,sabado,12,127.864419,1
2,0,indirect,39,0,2,madrugada,2,2,0,15,true,sabado,4,4.433771,1
1,0,esasse,2,0,2,madrugada,3,3,1,10,false,sabado,0,13.745319,1
2,0,esasse,2,0,13,madrugada,14,14,1,86,false,sabado,14,62.645999,0
2,0,esasse,2,0,39,madrugada,40,40,1,58,false,sabado,78,183.912562,0
1,0,esasse,2,0,3,madrugada,4,4,1,0,false,sabado,8,17.865635,1
1,0,esasse,2,0,2,madrugada,3,3,1,40,false,sabado,0,13.5592,1
1,0,esasse,2,0,43,madrugada,44,44,1,102,false,sabado,64,199.800763,0
1,0,esasse,2,0,5,madrugada,6,6,1,14,false,sabado,6,27.129475,1
1,0,esasse,2,0,14,madrugada,15,15,1,14,false,sabado,60,71.104324,1
1,0,esasse,2,0,10,madrugada,11,11,1,26,false,sabado,2,46.928327,0
1,0,esasse,2,0,2,madrugada,3,3,1,1,false,sabado,1,12.991793,1
81,2,smlance,13,5,102,noite,116,123,16,752,false,sexta-feira,2172,1032.240879,1
3,1,smlance,6,4,3,noite,4,9,5,71,false,sexta-feira,2,17.550067,1
1,0,smlance,8,0,0,noite,1,1,1,0,false,sexta-feira,0,4.411268,1
2,3,smlance,10,0,17,noite,19,22,5,81,false,sexta-feira,266,96.866868,1
1,0,ethanez713,60,0,0,madrugada,1,1,1,0,false,sexta-feira,0,4.683049,1
4,0,smlance,29,0,3,madrugada,3,3,0,68,false,sexta-feira,1,13.27493,1
1,0,smlance,20,0,2,noite,2,2,0,41,false,quinta-Feira,18,9.140214,1
2,0,smlance,17,0,1,noite,1,1,0,0,false,quinta-Feira,33,4.773259,1
12,0,smlance,19,0,61,noite,73,73,12,491,false,quinta-Feira,586,133.155193,0
4,0,PG-kura,47,0,3,tarde,3,3,0,13,false,quinta-Feira,28,4.654608,1
16,3,segiddins,31,0,173,manha,182,185,9,1049,true,quinta-Feira,1807,1325.347875,1
1,0,AlexanderPavlenko,11,0,2,manha,2,2,0,2,false,quarta-feira,15,0,1
1,0,smlance,15,0,20,madrugada,20,20,0,18,false,quarta-feira,229,89.796962,0
1,0,cdwort,40,0,1,madrugada,1,1,0,2,false,quarta-feira,0,4.417701,1
1,0,mcantor,155,0,1,noite,1,1,0,1,false,terca-feira,0,4.643547,0
1,0,mattbrictson,33,0,1,madrugada,1,1,0,4,false,domingo,0,4.855953,1
4,0,joshk,21,0,1,tarde,2,2,1,2,true,sabado,0,5.851532,0
61,2,pducks32,55,5,66,noite,71,78,8,662,false,sexta-feira,1661,617.908462,0
1,0,danieltdt,36,0,2,noite,2,2,0,2,false,quinta-Feira,8,8.623286,1
1,0,deivid-rodriguez,52,0,3,tarde,3,3,0,12,false,quinta-Feira,2,14.315627,1
3,0,timblair,85,0,2,madrugada,2,2,0,4,false,quinta-Feira,157,13.52242,1
3,2,segiddins,16,0,4,madrugada,5,7,5,1,true,terca-feira,8,19.349685,1
1,0,tf,156,0,2,noite,3,3,1,7,false,domingo,12,14.149424,1
1,0,EduardoBautista,4,0,1,manha,1,1,0,2,false,domingo,0,4.749783,0
4,0,pducks32,38,0,2,noite,2,2,0,11,false,quarta-feira,52,4.331049,1
1,0,Bartuz,12,0,1,noite,1,1,0,2,false,terca-feira,0,4.247226,1
1,0,segiddins,6,0,4,madrugada,4,4,0,58,true,terca-feira,0,17.695947,1
1,0,Elffers,10,0,2,manha,2,2,0,18,false,sabado,15,8.893365,1
