@relation 'bundler-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,8,36,6,9,12,2,10,11,14,15,5,1,16,17,53'

@attribute num_commits numeric
@attribute files_added numeric
@attribute requester {indirect,segiddins,RochesterinNYC,schneems,allenzhao,sonalkr132,BronzDoc,asutoshpalai,mobilutz,njam,mib32,jbodah,Elffers,glennpratt,christhekeele,cirdes,lamont-granquist,dtognazzini,Zorbash,vassilevsky,MOZGIII,arthurnn,hughbien,Agis-,morsheed,pcarranza,dthjones,drn,smellsblue,deepj,jperville,doy,benlovell,fotanus,JuanitoFatas,TimMoore,stantona,CoralineAda,blackxored,deivid-rodriguez,dwb,felixbuenemann,sikachu,denmat,Nikolay-Pomytkin,andremedeiros,csfrancis,toolmantim,voxik,goughy000,jtarchie,A5308Y,samphippen,dilumn,Sirupsen,esasse,jasonkarns,jaym,lukaso,robinboening,philnash,heliocola,asymmetric,jrafanie,esse,masarakki,Eric-Guo,smlance,seanlinsley,pmenglund,chulkilee,grosser,Koronen,jordanthomas,mastfish,sferik,tf,steved,frsyuki,EduardoBautista,byroot,roseweixel,cdwort,hbd225,mattbrictson,amatsuda,ethanez713,PG-kura,AlexanderPavlenko,mcantor,joshk,pducks32,danieltdt,timblair,Bartuz,tjschuck,cstrahan,steverob,habibalamin,karlo57,tony-spataro-rs,strand,neoeno,postmodern,waynn,skateman,ivantsepp,e2,hartator,repinel,akihiro17,nickborromeo,spastorino,Strech,ineiti,stevenjack,pjump,fny,aprescott,hone,tenderlove,korobkov,hiukkanen,panthomakos,sealocal,jdmundrawala,digitalextremist,mlarraz,matiasow,seamusabshere,jhass,simi,chastell,bobishh,kodnin,marocchino,marutosi,niku4i,janlelis,Sxl1092,sanemat,kohgpat,kirs,banyan,maclover7,keiths-osc,neerfri,moeffju,steakknife,darnould,tamird,bjfish,ccutrer,eagletmt,joneslee85,k0kubun,dsisnero,claudiob,bkeepers,selcham,BenMorganIO,tdtds,jnraine,pangloss,eapache,aroben,y-yagi,onetwopunch,myronmarston,gfvcastro,rohit,myabc,petedmarsh,dholdren,toy,thomasfedb,kuraga,doodzik,staugaard,Who828,GeekOnCoffee,gsamokovarov,obfusk,zzak,Deradon,agenteo,arronmabrey,patvice,Sketch,gretel,twcctz50,elia,dubek,rrrene,dangoita,danfinnie,DevRubySlippers,Intrepidd,fvaleur,seuros,meganemura,yous,ryansouza,dx7,aasmith,kares,ruyrocha,HonoreDB,benlakey,bak,eloyesp,citizen428,hwartig,tonytonyjan,ejaypcanaria,splattael,allyraza,reiz,lgierth,pmahoney,jetaggart,tryba,nickpellant,mraidel,zmack,jasonrclark,jemc,rodreegez,Razzell,Nerian,IvanUkhov,notlaforge,jc00ke,Juanxo,prathamesh-sonpatki,aptinio,vinbarnes,tiredpixel,mvz,mattwynne,gjaldon,MSNexploder,deitrick,unak,robolson,aughr,richo,grant-olson,1337807,gnufied,jmmk,peter-mtso,YorickPeterse,mokhan,jm,dylanahsmith,j15e,d-reinhold,mathonsunday,stevecj,vais,as-cii,urbanautomaton,tbuehlmann,aitor,mrphs,headius,kiela,mdkent,suzukaze,stlay,jfvanderwalt,divineforest,lardcanoe,burke,strzalek,davidblondeau,jwworth,narutosanjiv,zebardy,punkle,smashwilson,kgrz,shrey-sharma,andreychernih,suhastech,loveky,codertux,salimane,v-yarotsky,rafaelfranca,deependersingla,olivierlacan,phallstrom,tundal45,DavidEGrayson,dougcole,yaotti,tdumitrescu,skottler,sunny,ognevsky,spohlenz,arunagw,rhysd,mrkn,steveklabnik,qblake,grddev,tyler,cainlevy,jendiamond,misfo,mfojtik,samsm,ghedamat,joyicecloud,cowboyd,brandonblack,henrik,jasonmp85,SamSaffron,steved555,benjamintanweihao,wfarr,joallard,Garoe,snackbandit,mcfiredrill,rykov,larskanis,flyinprogramer,xaviershay,Plaristote,jlsuttles,JordanFaust,faun,lucasmazza,ssrihari,shtirlic,fuadsaud,gudleik,ndbroadbent,nubbel,ixti,rthbound,tricknotes,jfoy,JonRowe,apsoto,kml,mipearson,Gaelan,rahearn,bwillis,Nitrodist,pjvds,regularfry,matthewd,BrentWheeldon,mpapis,epinault,Holek,ardavis,Ptico,hbakhtiyor,dougal,qichunren,chief,nslocum,jayniz,rehevkor5,sakuro,gregory-m,bradleybuda,dmueller,halorgium,nevir,okitan,coop,ogra,danielsdeleo,JamesFerguson,zimbatm,alup,sunaku,jarl-dk,raggi,matthewrudy,parndt,luislavena,gaffneyc,CosmicCat,utkarshkukreti,ddopson,databus23,matschaffer,EmilRehnberg,RyanonRails,Peeja,andreagoulet,dblock,csgui,timoschilling,NARKOZ,gkop,liveh2o,ToadJamb,jisaacks,semanticart,farski,drbrain,crowbot,Empact,kcurtin,wildchild,cheald,wallyqs,sol,brettporter,nbibler,tomykaira,koraktor,pivotalcommon,rking,MafcoCinco,phocke,dkastner,jmoses,benmoss,godfat,BMorearty,davidcelis,brainopia,jdelStrother,mkristian,Flameeyes,mrflip,carlosantoniodasilva,hirochachacha,eightbitraptor,kikito,luismreis,zofrex,trans,bobbus,takkanm,phil-monroe,bowsersenior,jgaskins,gilesbowkett,nwwatson,rkh,stevenh512,coding46,drogus,kucaahbe,mpabst,dougbarth,fpauser,bryanwoods,richardkmichael,bpardee,echohead,kytrinyx,jimmycuadra,jgeiger,ariofrio,jhlllnd,floehopper,dlee,soulcutter,dekellum,etehtsea,svenfuchs,hlidotbe,gerwinbrunner,Fluxx,josevalim,nashby,Vanuan,jpatokal,zeha,knu,d,geemus,lsimoneau,ANithian,mattconnolly,mhoran,vijaydev,osheroff,jreidinger,sodabrew,invisiblefunnel,ilude,dadooda,brixen,eric1234,laserlemon,stve,petervandenabeele,nurse,jeremy,derekprior,jredville,smartinez87,lunks,lastobelus,arsduo,albus522,jjb,sleeper,francois,timfel,jch,roend83,maxjustus,nono,bensie,jacobo,lanej,pirj,sundbp,benhoskings,nextmat,leereilly,stephencelis,slagyr,rwilcox,radsaq,DNNX,Trevoke,tpope,retr0h,tiegz,robertwahler,boffbowsh,neonlex,cldwalker,mtylty,cgriego,kmayer,mheffner,tadman,joelmoss,leejarvis,rkbodenner,benhamill,ybart,pascalh1011,mbirk,rubiii,csquared,mikehoward,mpj,tissak,ngollan,josh,ryanbriones,evanphx,dhh,krekoten,rslifka,cmeiklejohn,gucki,jordansissel,voidlock,bgreenlee,jonah-carbonfive,nledez,botanicus,jackdempsey,epall,wuputah,nolith,hedgehog,nicksieger,opsb,goneflyin,vandrijevik,mjio,jfelchner,baroquebobcat,sumbach,Lytol,sgrove,davesmylie,tigris,aaronblohowiak,bcardarella,now,adelcambre,ecoleman,gyngve,leobessa,dasch,ai,net1957,sdhull,rcarver,mcolyer,kalv,shwoodard,ultrasaurus,tsigo,dismaldenizen,bobbywilson0,antono,jfirebaugh,tarcieri,rjharmon,ddollar,kakutani,jstorimer,irjudson,trampoline,dennisreimann,graaff,aslakhellesoy,MasterLambaster,mephux,bsears,fd,chipiga,spraints}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_modified numeric
@attribute files_changed numeric
@attribute other_files numeric
@attribute src_churn numeric
@attribute intra_branch {true,false}
@attribute created_at_week_day {sabado,quinta-Feira,quarta-feira,terca-feira,segunda-feira,domingo,sexta-feira}
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute status {0,1}

@data
1,0,GeekOnCoffee,18,0,1,madrugada,1,1,0,2,false,terca-feira,0,4.686909,1
1,0,gsamokovarov,82,0,2,noite,2,2,0,12,false,sabado,36,8.753958,1
9,0,Who828,17,0,3,noite,3,3,0,67,true,quarta-feira,43,26.787464,1
1,0,obfusk,53,0,2,manha,2,2,0,6,false,quarta-feira,0,8.356037,1
1,0,zzak,41,0,1,madrugada,2,2,1,2,false,terca-feira,0,9.319325,1
1,0,segiddins,4,0,1,madrugada,1,1,0,2,false,terca-feira,0,5.099549,1
1,0,kirs,10,0,4,manha,4,4,0,85,false,domingo,3,18.326763,1
4,0,BenMorganIO,87,0,3,manha,3,3,0,6,false,domingo,57,13.382329,1
1,0,kirs,10,0,2,tarde,2,2,0,3,false,sabado,7,8.804435,1
1,0,Deradon,69,0,0,noite,1,1,1,0,false,sexta-feira,0,4.928444,1
1,0,kirs,22,0,7,manha,7,7,0,29,false,sexta-feira,33,30.498651,0
2,0,agenteo,5,0,1,noite,2,2,1,3,false,quinta-Feira,0,9.54184,1
1,0,arronmabrey,10,0,1,noite,1,1,0,2,false,quarta-feira,0,4.613771,1
1,0,arronmabrey,83,0,1,noite,1,1,0,2,false,terca-feira,0,4.613771,1
2,0,Who828,15,0,4,noite,4,4,0,42,true,terca-feira,0,17.598867,1
21,10,segiddins,5,0,55,manha,14,24,0,1904,false,segunda-feira,35,127.271933,1
1,2,TimMoore,8,0,6,manha,4,6,0,39,false,domingo,45,26.77894,1
1,0,TimMoore,8,0,2,manha,2,2,0,18,false,domingo,13,8.813848,0
1,0,patvice,18,0,1,manha,1,1,0,4,false,terca-feira,0,4.691815,1
2,0,voxik,12,0,1,noite,1,1,0,13,false,quinta-Feira,0,8.70499,1
11,0,voxik,10,0,3,tarde,3,3,0,204,false,quinta-Feira,30,35.446614,1
2,0,voxik,80,0,1,noite,1,1,0,20,false,quarta-feira,0,4.652978,0
1,0,Sketch,19,0,0,noite,1,1,1,0,false,sabado,0,4.765382,1
5,0,gretel,20,0,0,noite,1,1,1,0,false,segunda-feira,0,4.926711,1
25,0,twcctz50,4,0,20,manha,24,24,4,123,true,segunda-feira,86,173.515798,1
1,0,elia,4,0,1,manha,1,1,0,27,false,segunda-feira,0,4.915819,1
4,0,dtognazzini,10,0,5,manha,5,5,0,236,false,terca-feira,184,45.442919,0
3,0,postmodern,20,0,3,madrugada,3,3,0,18,false,sexta-feira,27,22.649801,1
1,0,sferik,292,0,1,tarde,2,2,1,3,true,quarta-feira,0,9.841312,1
4,0,dubek,214,0,2,noite,2,2,0,29,false,terca-feira,0,16.879761,1
1,0,rrrene,52,0,1,tarde,1,1,0,1,false,terca-feira,0,4.809419,1
1,0,dangoita,14,0,1,madrugada,1,1,0,2,false,terca-feira,0,4.266635,1
2,0,dubek,49,0,2,manha,2,2,0,6,false,segunda-feira,20,8.65027,1
1,0,danfinnie,45,0,2,manha,2,2,0,7,false,sabado,25,8.307725,1
1,0,dubek,6,0,0,noite,1,1,1,0,false,sexta-feira,0,4.692256,1
1,0,DevRubySlippers,16,0,1,madrugada,1,1,0,0,false,sexta-feira,4,4.433915,1
2,0,Intrepidd,162,0,2,tarde,2,2,0,10,false,quarta-feira,50,17.288527,1
6,0,TimMoore,10,0,6,tarde,6,6,0,60,false,segunda-feira,57,39.729089,1
1,0,fvaleur,35,0,2,madrugada,2,2,0,13,false,sabado,2,9.17737,1
1,0,DevRubySlippers,27,0,1,noite,1,1,0,0,false,quinta-Feira,4,5.489653,1
1,0,seuros,4,0,3,tarde,4,4,1,29,false,quinta-Feira,2,18.132071,1
1,0,meganemura,29,0,1,noite,1,1,0,14,false,quarta-feira,0,4.552112,1
1,0,DevRubySlippers,29,0,3,madrugada,3,3,0,0,false,terca-feira,18,14.456457,1
2,0,ccutrer,95,0,6,manha,6,6,0,28,false,terca-feira,24,54.793974,1
2,0,chastell,60,0,2,noite,2,2,0,7,false,sabado,0,8.586956,1
1,0,yous,11,0,0,tarde,1,1,1,0,false,quarta-feira,0,5.191118,1
1,0,ryansouza,118,0,1,madrugada,1,1,0,0,false,quarta-feira,12,4.63704,0
1,0,dx7,17,0,0,madrugada,1,1,1,0,false,quarta-feira,0,4.938903,1
1,0,aasmith,15,0,3,manha,3,3,0,7,false,sexta-feira,0,13.312339,1
1,0,kares,5,0,1,manha,1,1,0,2,false,terca-feira,0,4.311886,0
1,0,ruyrocha,2,0,1,noite,1,1,0,2,false,sexta-feira,0,4.727531,0
1,0,HonoreDB,69,0,6,madrugada,7,7,1,28,false,sexta-feira,218,32.076737,0
1,0,benlakey,43,0,4,madrugada,4,4,0,4,false,quinta-Feira,43,17.972353,1
1,0,TimMoore,38,0,1,tarde,1,1,0,0,false,terca-feira,4,4.663608,1
2,0,bak,33,0,0,madrugada,1,1,1,0,false,terca-feira,0,9.731689,1
1,0,TimMoore,18,0,1,tarde,1,1,0,4,false,domingo,0,4.387844,1
1,0,TimMoore,9,0,3,madrugada,3,3,0,32,false,sexta-feira,12,13.451675,1
1,0,eloyesp,88,0,1,noite,1,1,0,3,false,terca-feira,0,4.469197,1
5,0,citizen428,140,0,3,manha,3,3,0,37,false,sexta-feira,6,4.561861,1
1,0,hwartig,6,0,0,noite,2,2,2,0,false,domingo,0,9.815783,1
3,0,tonytonyjan,12,0,1,tarde,1,1,0,33,false,sabado,0,13.151697,1
1,0,ejaypcanaria,17,0,2,tarde,2,2,0,2,false,sabado,14,8.792855,1
2,0,splattael,24,0,3,manha,3,3,0,3,false,segunda-feira,25,18.024919,0
1,0,grosser,5,0,0,noite,1,1,1,0,false,domingo,0,4.579614,0
1,0,grosser,9,0,0,noite,1,1,1,0,false,domingo,0,5.018696,1
1,0,grosser,48,0,0,noite,1,1,1,0,false,domingo,0,5.120873,1
1,0,allyraza,15,0,1,tarde,1,1,0,3,false,sexta-feira,0,4.549795,0
1,0,dubek,313,0,3,manha,3,3,0,10,false,sexta-feira,0,11.357841,1
1,0,reiz,23,0,1,noite,1,1,0,1,false,quarta-feira,0,4.83249,0
2,0,lgierth,59,0,2,madrugada,2,2,0,14,false,segunda-feira,17,13.283112,0
2,0,pmahoney,41,0,3,noite,3,3,0,5,false,segunda-feira,37,17.096852,1
1,0,jetaggart,25,0,2,madrugada,2,2,0,2,false,domingo,13,8.8927,1
1,0,jetaggart,37,0,1,madrugada,1,1,0,0,false,domingo,13,4.404012,1
1,0,tryba,30,0,1,madrugada,1,1,0,11,false,quinta-Feira,0,4.587242,1
1,0,nickpellant,45,0,1,noite,1,1,0,0,false,terca-feira,6,4.626446,1
3,2,tryba,42,0,7,madrugada,6,8,0,99,false,terca-feira,38,40.537167,1
2,0,mraidel,45,0,4,tarde,4,4,0,16,false,segunda-feira,11,18.63271,1
1,0,zmack,45,0,1,manha,1,1,0,4,false,domingo,0,4.665167,1
2,0,jasonrclark,174,0,2,manha,2,2,0,23,false,quinta-Feira,26,13.276559,1
2,0,jemc,10,0,2,tarde,2,2,0,8,false,quarta-feira,50,8.958369,0
1,0,TimMoore,331,0,1,tarde,1,1,0,0,false,segunda-feira,3,4.356672,1
1,0,rodreegez,57,0,1,noite,1,1,0,446,false,quarta-feira,0,4.679612,1
1,0,Razzell,14,0,4,noite,4,4,0,10,false,segunda-feira,0,17.433099,0
3,3,Nerian,17,1,6,tarde,4,8,1,90,false,sexta-feira,0,40.698205,0
1,0,rrrene,146,0,1,noite,1,1,0,2,false,terca-feira,0,4.714548,1
1,0,IvanUkhov,14,0,0,manha,1,1,1,0,false,segunda-feira,0,4.884185,1
2,0,notlaforge,41,0,1,noite,1,1,0,12,false,quarta-feira,0,4.511568,0
1,0,jc00ke,6,0,0,noite,1,1,1,0,false,terca-feira,0,4.224453,1
1,0,Juanxo,42,0,1,madrugada,1,1,0,2,false,segunda-feira,0,4.712239,1
1,0,prathamesh-sonpatki,13,0,1,tarde,1,1,0,0,false,domingo,2,4.300975,1
1,0,seuros,9,0,1,manha,2,2,1,2,false,terca-feira,0,10.129553,0
35,0,Who828,364,1,21,noite,21,22,1,259,false,quinta-Feira,83,49.77027,1
1,0,aptinio,5,0,0,manha,1,1,1,0,false,quinta-Feira,0,4.862886,1
1,0,vinbarnes,4,0,1,madrugada,1,1,0,2,false,quinta-Feira,0,4.000896,1
1,0,andremedeiros,107,0,3,tarde,3,3,0,6,true,segunda-feira,24,14.297387,1
1,0,tiredpixel,72,0,0,tarde,1,1,1,0,false,sabado,0,4.587741,0
1,0,mvz,30,0,1,manha,1,1,0,0,false,quinta-Feira,2,4.738466,1
1,0,mattwynne,9,0,1,tarde,1,1,0,1,false,segunda-feira,0,4.116542,1
1,0,JuanitoFatas,7,0,1,noite,1,1,0,2,false,domingo,0,4.337218,1
1,0,myronmarston,112,0,1,noite,1,1,0,0,false,quinta-Feira,19,4.743052,0
2,0,JuanitoFatas,8,0,2,madrugada,3,3,1,1,false,terca-feira,24,4.850347,1
2,0,gjaldon,23,0,2,noite,2,2,0,100,false,sabado,5,9.135617,1
1,0,rrrene,37,0,1,noite,1,1,0,3,false,sabado,0,4.780832,1
1,6,MSNexploder,25,0,23,noite,17,23,0,401,false,terca-feira,943,105.933732,1
3,0,mvz,16,0,5,manha,5,5,0,4,false,segunda-feira,13,9.264823,1
2,0,mvz,52,0,5,tarde,5,5,0,4,false,domingo,15,22.943406,1
11,0,gjaldon,67,0,11,noite,11,11,0,48,false,sexta-feira,128,84.031893,1
2,0,Who828,22,0,1,manha,1,1,0,11,false,terca-feira,0,4.259155,1
1,0,deitrick,37,0,3,madrugada,3,3,0,4,false,terca-feira,7,13.228639,0
1,0,unak,30,0,4,tarde,4,4,0,42,false,sexta-feira,0,19.066703,1
2,0,banyan,7,0,1,madrugada,1,1,0,2,false,sexta-feira,0,9.359026,1
1,0,robolson,10,0,1,noite,1,1,0,2,false,quinta-Feira,0,4.705481,0
1,0,aughr,46,0,2,noite,2,2,0,2,false,domingo,16,8.65756,1
1,0,zzak,22,1,0,manha,0,1,1,0,false,domingo,0,0,0
1,0,richo,42,0,1,madrugada,1,1,0,2,false,sexta-feira,0,4.04658,0
1,0,grant-olson,23,0,0,madrugada,1,1,1,0,false,sexta-feira,0,4.104529,0
2,0,1337807,30,0,3,manha,3,3,0,30,false,quinta-Feira,50,13.275059,1
1,0,gnufied,30,0,1,madrugada,1,1,0,9,true,quinta-Feira,0,4.41654,1
1,0,jmmk,2,0,1,manha,1,1,0,2,false,quarta-feira,0,4.705481,1
1,0,peter-mtso,32,0,0,noite,1,1,1,0,false,terca-feira,0,4.775893,1
1,0,YorickPeterse,8,0,1,noite,1,1,0,2,false,terca-feira,0,4.602466,1
1,0,mokhan,71,0,1,madrugada,1,1,0,4,false,terca-feira,0,4.769857,0
1,0,prathamesh-sonpatki,26,0,1,manha,1,1,0,0,false,domingo,2,4.492783,1
1,0,jm,111,0,4,noite,5,5,1,4,false,sexta-feira,6,22.111787,0
3,0,dylanahsmith,49,0,3,noite,3,3,0,37,false,sexta-feira,72,34.920395,1
1,0,j15e,42,0,1,noite,1,1,0,12,false,quinta-Feira,0,4.435952,0
2,0,d-reinhold,62,0,5,noite,5,5,0,143,false,quarta-feira,14,13.362425,1
1,0,mathonsunday,8,0,1,noite,1,1,0,2,false,segunda-feira,0,4.744148,1
1,0,stevecj,10,0,0,madrugada,1,1,1,0,false,domingo,0,4.639948,1
1,0,vais,246,0,1,tarde,1,1,0,2,false,sabado,0,4.473323,0
2,0,as-cii,10,0,15,tarde,15,15,0,35,false,sexta-feira,6,59.234041,1
4,0,as-cii,21,0,1,manha,3,3,2,4,false,terca-feira,0,14.409794,1
1,0,Who828,54,0,1,noite,1,1,0,16,true,terca-feira,0,4.551223,1
2,0,urbanautomaton,27,0,0,tarde,1,1,1,0,false,terca-feira,0,9.504859,1
3,0,Who828,11,0,1,manha,1,1,0,10,true,domingo,0,4.52876,1
1,0,tbuehlmann,12,0,1,tarde,1,1,0,25,false,sabado,0,4.708034,1
1,0,aitor,280,0,1,tarde,1,1,0,28,false,quarta-feira,0,4.659176,1
1,0,mrphs,19,0,1,madrugada,1,1,0,4,false,terca-feira,0,4.387176,0
1,0,TimMoore,29,0,1,tarde,1,1,0,6,false,segunda-feira,0,4.470765,1
6,0,TimMoore,21,0,1,tarde,1,1,0,58,false,segunda-feira,0,26.220512,1
1,0,TimMoore,9,0,1,tarde,1,1,0,2,false,segunda-feira,0,4.731912,1
2,0,seanlinsley,38,0,1,manha,1,1,0,12,false,domingo,0,9.830332,1
1,0,headius,125,0,1,manha,1,1,0,13,false,sabado,0,4.789888,1
2,0,kiela,16,0,2,tarde,2,2,0,6,false,sexta-feira,2,4.470765,1
3,3,andremedeiros,17,0,4,manha,8,11,7,32,false,sexta-feira,18,47.998435,0
1,0,mdkent,16,0,1,madrugada,1,1,0,3,false,terca-feira,0,4.209344,1
1,0,kiela,10,0,1,tarde,1,1,0,3,false,domingo,0,4.817456,1
1,0,suzukaze,13,0,0,manha,1,1,1,0,false,domingo,0,4.695377,1
1,0,kiela,10,0,1,tarde,1,1,0,3,false,sexta-feira,0,4.817456,0
2,0,stlay,32,0,1,tarde,1,1,0,4,false,quinta-Feira,0,4.207904,1
2,0,TimMoore,8,0,1,tarde,1,1,0,8,false,quarta-feira,0,4.404802,1
5,0,jfvanderwalt,12,0,4,noite,4,4,0,133,false,segunda-feira,30,18.37323,1
1,0,divineforest,50,0,1,noite,1,1,0,9,false,segunda-feira,0,4.964141,0
1,0,tbuehlmann,14,0,0,tarde,1,1,1,0,false,domingo,0,4.947682,1
2,0,aughr,63,0,2,manha,2,2,0,17,false,domingo,63,17.922326,1
2,0,lardcanoe,117,0,4,noite,4,4,0,41,false,sabado,14,31.753912,1
1,0,burke,209,0,1,manha,1,1,0,2,false,sexta-feira,0,4.654723,0
2,0,bkeepers,67,0,1,madrugada,1,1,0,8,false,quarta-feira,0,8.579736,1
4,0,strzalek,160,0,3,noite,3,3,0,294,false,sexta-feira,212,56.03566,1
1,0,simi,15,0,2,tarde,2,2,0,10,false,segunda-feira,0,9.111126,1
1,0,davidblondeau,23,0,3,manha,3,3,0,15,false,segunda-feira,11,13.883237,1
3,0,simi,136,0,3,tarde,3,3,0,52,false,sexta-feira,32,40.964842,1
1,0,jwworth,5,0,5,madrugada,5,5,0,18,false,quinta-Feira,0,21.610728,1
14,0,kiela,75,0,8,tarde,7,7,0,0,false,terca-feira,511,18.152766,1
1,0,narutosanjiv,23,0,1,tarde,1,1,0,5,false,terca-feira,0,4.836262,1
6,0,zebardy,6,0,14,noite,14,14,0,170,false,segunda-feira,110,69.45067,1
2,0,punkle,129,0,1,noite,1,1,0,11,false,sexta-feira,0,4.559562,1
8,1,smashwilson,94,0,3,noite,2,3,0,79,false,sexta-feira,67,45.305339,1
3,0,kgrz,87,0,2,madrugada,2,2,0,10,false,quinta-Feira,36,18.488494,1
1,0,shrey-sharma,20,0,1,noite,1,1,0,3,false,terca-feira,0,4.503022,1
2,0,eagletmt,15,0,2,tarde,2,2,0,46,false,sexta-feira,15,9.075772,1
1,0,gnufied,43,0,2,manha,2,2,0,18,true,sexta-feira,13,9.121599,0
4,0,Who828,168,0,17,manha,17,17,0,36,false,sexta-feira,17,65.768672,1
1,0,schneems,66,0,2,manha,2,2,0,4,false,sexta-feira,13,9.015813,1
1,0,andreychernih,20,0,12,noite,14,14,2,184,false,quinta-Feira,34,65.309857,0
22,0,smashwilson,46,0,12,noite,12,12,0,62,false,quinta-Feira,246,184.07994,1
1,0,Who828,29,0,1,tarde,1,1,0,31,false,segunda-feira,0,4.707407,1
2,0,suhastech,14,0,2,manha,2,2,0,17,false,domingo,0,9.767186,0
1,0,loveky,6,0,1,manha,1,1,0,2,false,domingo,0,4.719365,1
1,1,codertux,71,0,2,madrugada,3,4,3,11,false,domingo,24,17.876531,0
1,0,salimane,5,0,0,tarde,1,1,1,0,false,sabado,0,5.171749,1
1,0,TimMoore,27,0,2,madrugada,3,3,1,2,false,sabado,2,13.538383,1
1,1,v-yarotsky,33,0,5,noite,4,5,0,3,false,sexta-feira,25,22.357324,1
2,0,rafaelfranca,12,0,7,manha,8,8,1,65,false,terca-feira,0,33.896747,1
1,0,Who828,110,0,2,tarde,2,2,0,17,false,domingo,0,8.204662,1
5,0,deependersingla,61,0,1,tarde,1,1,0,72,false,domingo,0,8.548582,0
1,0,olivierlacan,43,0,1,noite,1,1,0,2,false,sabado,0,4.966935,1
1,0,sanemat,18,0,0,noite,1,1,1,0,false,sexta-feira,0,5.696536,0
1,3,TimMoore,23,0,31,manha,28,31,0,2653,false,sexta-feira,0,138.344225,0
4,0,deependersingla,36,0,1,noite,1,1,0,28,false,segunda-feira,0,4.268481,0
1,0,arthurnn,22,0,1,manha,1,1,0,2,false,segunda-feira,0,4.100016,1
1,0,TimMoore,44,0,1,madrugada,1,1,0,16,false,domingo,0,4.369278,1
2,0,phallstrom,150,0,4,madrugada,4,4,0,12,false,sexta-feira,140,17.824392,1
2,3,TimMoore,5,0,31,tarde,28,31,0,5300,false,quinta-Feira,0,276.674477,0
1,0,zzak,19,0,1,madrugada,1,1,0,2,false,quinta-Feira,0,4.078444,1
1,0,sanemat,82,0,0,tarde,1,1,1,0,false,segunda-feira,0,4.948994,1
3,1,gjaldon,74,0,7,manha,6,7,0,56,false,sabado,31,4.672139,1
2,0,Who828,82,0,1,manha,1,1,0,30,false,terca-feira,0,8.685414,1
6,2,tundal45,49,0,3,manha,1,3,0,151,false,terca-feira,8,9.476329,1
1,0,DavidEGrayson,268,0,1,madrugada,1,1,0,4,false,segunda-feira,0,4.596596,0
1,1,DavidEGrayson,65,0,2,noite,1,2,0,2,false,domingo,15,8.928514,1
17,0,Who828,201,2,6,manha,4,6,0,737,false,quinta-Feira,174,105.817348,1
1,0,dougcole,75,0,2,manha,2,2,0,9,false,quarta-feira,0,9.11484,0
1,0,simi,6,0,2,tarde,2,2,0,3,false,segunda-feira,0,8.969379,1
1,0,yaotti,7,0,1,tarde,1,1,0,1,false,segunda-feira,0,4.843016,1
5,0,tdumitrescu,129,0,4,manha,4,4,0,34,false,segunda-feira,162,28.199317,1
38,19,Who828,73,2,37,manha,32,53,0,3158,false,segunda-feira,189,132.133327,1
1,0,skottler,9,0,6,madrugada,6,6,0,47,false,segunda-feira,0,26.350343,0
2,0,sunny,11,0,1,madrugada,1,1,0,6,false,quinta-Feira,0,9.358328,1
1,0,banyan,14,0,2,noite,2,2,0,7,false,quarta-feira,16,8.978827,1
16,0,Who828,296,2,5,manha,3,5,0,714,false,sexta-feira,174,67.995367,1
2,0,yaotti,43,0,1,tarde,1,1,0,13,false,quarta-feira,0,8.67965,1
1,0,olivierlacan,17,0,2,madrugada,2,2,0,4,false,domingo,0,9.227901,1
1,0,Who828,23,0,1,tarde,1,1,0,2,false,sabado,0,3.636208,0
3,3,ognevsky,24,0,6,noite,3,6,0,126,false,terca-feira,87,69.783699,0
1,0,myronmarston,25,0,1,noite,1,1,0,0,false,domingo,4,4.327781,1
2,0,myronmarston,53,0,7,noite,8,8,1,4,false,domingo,14,37.06851,1
3,0,spohlenz,43,0,2,manha,2,2,0,15,false,sabado,39,28.934869,1
