@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,11,8,12,10,17,18,15,1,5,23,14,25,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,manha,madrugada,tarde}
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute src_files numeric
@attribute files_modified numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sabado,sexta-feira,quarta-feira,domingo,quinta-Feira}
@attribute intra_branch {false,true}
@attribute at_mentions_comments numeric
@attribute other_files numeric
@attribute project_succ_rate numeric
@attribute status {0,1}

@data
3,noite,154,3,2,1,1,2.683707,0.007429,1138,quarta-feira,false,3,1,0.84213,1
1,noite,306,1,0,1,1,5.158531,0.014279,4,quarta-feira,false,0,0,0.842093,1
2,noite,168,2,1,1,1,5.036641,0.013942,49,quarta-feira,false,0,0,0.842056,1
284,noite,664,256,56,210,193,1683.171307,4.659114,13345,quarta-feira,false,171,10,0.842019,1
2,manha,232,1,0,1,1,4.648531,0.012867,38,quarta-feira,false,0,0,0.841982,1
4,manha,205,9,6,9,3,42.558411,0.117805,642,quarta-feira,false,0,0,0.841945,1
1,manha,10,2,0,2,2,9.105387,0.025204,4,quarta-feira,false,2,0,0.841908,1
1,manha,33,9,0,9,9,39.902786,0.110454,18,quarta-feira,false,1,0,0.841871,1
2,madrugada,333,2,1,1,1,9.384024,0.025976,313,quarta-feira,false,0,0,0.841834,1
1,madrugada,19,1,0,1,1,4.766213,0.013193,2,quarta-feira,false,0,0,0.841797,1
1,noite,115,1,0,1,1,5.021078,0.013901,9,terca-feira,false,0,0,0.84176,1
1,noite,192,1,0,1,1,4.293065,0.011887,4,terca-feira,false,0,0,0.841723,1
1,noite,199,1,0,1,1,4.482351,0.012411,1,terca-feira,false,0,0,0.84192,0
1,noite,40,1,0,1,1,4.869236,0.013482,4,terca-feira,false,0,0,0.841883,1
4,noite,47,3,0,3,3,13.12749,0.036377,14,terca-feira,false,1,0,0.841846,1
4,tarde,45,2,1,1,1,4.913421,0.013668,92,terca-feira,false,3,0,0.841809,1
6,tarde,8,2,1,1,1,4.915479,0.013674,83,terca-feira,false,2,0,0.841772,1
6,noite,18,2,0,2,2,9.588051,0.026675,49,segunda-feira,false,0,0,0.841735,1
4,noite,547,3,1,2,2,9.289946,0.025846,162,domingo,false,13,0,0.841698,1
2,tarde,286,2,1,1,1,9.522308,0.026492,88,sabado,false,0,0,0.841661,1
10,madrugada,283,79,0,79,79,386.881076,1.076355,1531,sabado,false,6,0,0.841624,1
1,madrugada,85,1,0,1,1,4.704984,0.01309,19,sabado,false,2,0,0.841586,1
1,noite,58,1,0,1,1,4.445144,0.012367,4,sexta-feira,false,0,0,0.841549,1
1,noite,53,1,0,1,1,4.385017,0.0122,8,sexta-feira,false,0,0,0.841512,1
1,manha,85,1,0,1,1,5.056357,0.014057,19,sexta-feira,false,0,0,0.841475,1
1,madrugada,27,1,0,1,1,4.636991,0.012891,1,sexta-feira,false,0,0,0.841438,1
2,madrugada,44,1,0,1,1,9.565298,0.026592,4,sexta-feira,false,4,0,0.8414,1
2,madrugada,104,6,0,1,1,5.178168,0.014396,10,sexta-feira,false,0,5,0.841363,1
1,madrugada,118,1,0,1,1,5.047074,0.014031,4,sexta-feira,false,0,0,0.841326,1
1,madrugada,127,1,0,1,1,4.980339,0.013848,4,sexta-feira,false,0,0,0.841289,1
1,noite,106,1,1,0,0,5.210914,0.014489,0,quinta-Feira,false,3,1,0.841251,1
4,noite,95,4,0,4,4,17.928194,0.049849,50,quinta-Feira,false,0,0,0.841214,1
1,noite,201,1,0,1,1,4.836783,0.01345,9,quinta-Feira,false,0,0,0.841176,1
2,noite,329,2,1,1,1,4.893375,0.013608,99,quarta-feira,false,2,0,0.841139,1
4,noite,13,2,0,1,2,4.931468,0.013714,6,quarta-feira,false,3,1,0.841102,1
5,noite,16,5,2,5,3,33.812386,0.094052,224,quarta-feira,false,0,0,0.841064,1
1,noite,40,1,0,1,1,4.385017,0.012197,8,quarta-feira,false,0,0,0.841027,1
1,noite,42,1,0,1,1,4.676346,0.013008,17,quarta-feira,false,0,0,0.840989,1
2,madrugada,394,2,1,1,1,4.942986,0.013749,168,quarta-feira,false,3,0,0.840952,1
4,madrugada,137,6,0,6,6,18.752644,0.052162,88,quarta-feira,false,6,0,0.840914,1
2,madrugada,144,13,5,27,6,51.472666,0.143176,1265,quarta-feira,false,2,0,0.840877,1
1,noite,37,6,0,2,6,8.934735,0.024853,6,terca-feira,false,0,4,0.840839,1
2,noite,11,2,1,1,1,9.672272,0.026908,202,terca-feira,false,0,0,0.840802,1
1,madrugada,38,2,0,2,2,9.285745,0.025836,10,terca-feira,false,3,0,0.840764,1
1,noite,102,1,0,1,1,4.414912,0.012284,4,segunda-feira,false,4,0,0.840727,1
5,noite,10,1,0,1,1,8.932715,0.024854,10,segunda-feira,false,2,0,0.840689,1
4,noite,376,33,0,33,33,167.892574,0.467134,144,segunda-feira,false,0,0,0.840652,1
5,noite,75,1,0,1,1,14.688247,0.040868,15,segunda-feira,false,4,0,0.84085,0
1,madrugada,12,1,0,1,1,4.555529,0.012689,2,domingo,false,1,0,0.840812,1
3,noite,5,32,0,32,32,17.305744,0.048205,113,sabado,false,0,0,0.840775,1
3,noite,10,4,0,4,4,4.574663,0.012743,34,sabado,false,9,0,0.840974,0
1,madrugada,52,1,0,1,1,4.907238,0.013669,2,sabado,false,0,0,0.840936,1
7,madrugada,388,9,6,5,3,38.515894,0.107286,459,sabado,false,0,0,0.840898,1
1,madrugada,69,1,0,1,1,4.426538,0.01233,36,sabado,false,0,0,0.840861,1
4,noite,332,32,0,32,32,9.474392,0.026391,68,sexta-feira,false,1,0,0.840823,1
7,noite,33,3,0,3,3,18.123479,0.050483,101,sexta-feira,false,0,0,0.840785,1
1,noite,38,3,0,3,3,11.568984,0.032225,41,sexta-feira,false,0,0,0.840984,0
2,noite,62,2,0,2,2,9.013834,0.025108,6,sexta-feira,false,0,0,0.840947,1
7,madrugada,11,5,2,3,3,14.102426,0.039282,613,sexta-feira,false,2,0,0.841146,0
1,noite,3,2,0,2,2,9.250071,0.025773,14,quinta-Feira,false,0,0,0.841345,0
1,noite,18,7,0,7,7,31.881017,0.088829,42,quinta-Feira,false,0,0,0.841307,1
15,tarde,132,4,1,3,3,10.084431,0.028098,241,quinta-Feira,false,9,0,0.84127,1
21,tarde,5,6,0,6,6,85.547095,0.238358,151,quinta-Feira,false,2,0,0.841232,1
1,noite,952,1,0,1,1,4.596147,0.012811,13,quarta-feira,false,3,0,0.841195,1
1,madrugada,54,6,0,6,6,27.199354,0.075837,28,quarta-feira,false,0,0,0.841157,1
1,manha,24,1,0,1,1,4.882195,0.013612,25,terca-feira,false,0,0,0.841319,1
1,manha,24,1,0,1,1,4.476278,0.012481,1,terca-feira,false,0,0,0.841281,1
1,madrugada,61,1,0,1,1,4.51664,0.012593,4,terca-feira,false,1,0,0.841243,1
1,madrugada,24,1,0,1,1,5.079738,0.014163,4,terca-feira,false,0,0,0.841206,1
1,noite,67,10,0,0,10,0,0,0,segunda-feira,false,0,10,0.841168,1
1,noite,6,1,0,1,1,4.700846,0.013107,4,segunda-feira,false,0,0,0.84113,1
1,noite,65,2,0,2,2,8.924362,0.024883,4,segunda-feira,false,0,0,0.841093,1
1,manha,49,3,0,3,3,13.720568,0.038317,3,segunda-feira,false,1,0,0.841055,1
2,manha,382,12,11,6,1,51.522361,0.143885,233,segunda-feira,false,0,4,0.841017,1
2,madrugada,21,1,0,1,1,4.868786,0.013597,70,segunda-feira,false,2,0,0.841217,0
8,tarde,54,2,0,2,2,9.140642,0.025534,5693,domingo,false,4,0,0.841179,1
2,manha,97,7,0,7,7,31.205882,0.087195,40,domingo,false,0,0,0.841141,1
1,manha,41,1,0,1,1,4.995342,0.013958,2,domingo,false,0,0,0.841104,1
1,manha,125,7,0,7,7,31.507111,0.088037,20,domingo,false,0,0,0.841066,1
1,manha,125,7,0,7,7,31.507111,0.088037,20,domingo,true,0,0,0.841028,1
1,madrugada,180,4,1,4,3,0,0,77,domingo,false,1,0,0.84099,1
35,noite,42,9,3,6,5,138.024909,0.385669,7855,sabado,false,0,0,0.84119,0
3,madrugada,338,1,0,1,1,14.243953,0.039811,34,sabado,false,3,0,0.841153,1
3,madrugada,90,3,2,4,1,24.747852,0.069195,745,sabado,false,0,0,0.841115,1
1,madrugada,31,1,0,1,1,4.520384,0.012639,2,sabado,false,0,0,0.841077,1
1,madrugada,25,2,0,2,2,9.727593,0.027198,82,sabado,false,1,0,0.841039,1
16,noite,241,4,2,2,2,9.694549,0.027106,667,sexta-feira,false,3,0,0.841001,1
2,noite,106,3,2,2,1,9.873603,0.027607,146,sexta-feira,false,0,0,0.840963,1
1,noite,22,1,1,1,0,5.072231,0.013963,82,sexta-feira,false,0,0,0.841164,0
1,noite,25,1,1,1,0,4.92921,0.013569,104,sexta-feira,false,0,0,0.841365,0
3,noite,133,6,2,4,4,19.386617,0.05422,184,sexta-feira,false,15,0,0.841327,1
1,madrugada,80,3,0,2,3,13.387308,0.037441,12,sexta-feira,false,1,1,0.841289,1
1,madrugada,72,1,0,1,1,3.825273,0.010698,2,sexta-feira,false,0,0,0.841251,1
4,madrugada,28,2,1,1,1,5.052905,0.014132,149,sexta-feira,false,2,0,0.841213,1
2,madrugada,14,1,0,1,1,4.961291,0.013876,8,sexta-feira,false,0,0,0.841175,1
1,madrugada,74,2,0,2,2,8.924362,0.025054,4,sexta-feira,false,3,0,0.841376,0
1,noite,224,2,0,2,2,8.716097,0.024377,19,quinta-Feira,false,0,0,0.841338,1
8,manha,11,3,1,2,2,10.248309,0.028662,348,quinta-Feira,false,6,0,0.8413,1
4,madrugada,47,1,0,0,1,4.40341,0.012315,0,quinta-Feira,false,0,1,0.841262,1
1,madrugada,16,7,0,7,7,29.244508,0.08179,99,quinta-Feira,false,0,0,0.841224,1
1,madrugada,64,1,0,1,1,4.793942,0.013408,17,quinta-Feira,false,3,0,0.841186,1
9,noite,56,2,1,1,1,4.871891,0.013626,446,quarta-feira,false,3,0,0.841148,1
6,noite,55,2,1,1,1,4.878911,0.013645,396,quarta-feira,false,2,0,0.84111,1
1,noite,92,7,0,7,7,31.205882,0.087607,38,quarta-feira,false,1,0,0.841312,0
7,tarde,260,1,0,1,1,23.870325,0.06676,55,quarta-feira,false,7,0,0.841274,1
3,manha,275,1,0,1,1,13.579379,0.037978,38,quarta-feira,false,1,0,0.841236,1
4,noite,273,4,0,4,4,18.301487,0.051185,14,terca-feira,false,0,0,0.841198,1
3,noite,60,2,0,2,2,4.160839,0.011637,12,terca-feira,false,3,0,0.84116,1
4,noite,578,1,0,1,1,14.31097,0.040025,163,terca-feira,false,0,0,0.841121,1
2,noite,43,1,0,1,1,4.724838,0.013214,6,terca-feira,false,4,0,0.841083,1
17,noite,204,9,3,5,5,44.592111,0.124714,1360,terca-feira,false,2,0,0.841045,1
2,noite,28,1,0,1,1,4.79972,0.013424,15,terca-feira,false,0,0,0.841007,1
1,manha,78,1,0,1,1,4.630231,0.01295,2,terca-feira,false,0,0,0.840969,1
22,manha,209,2,1,1,1,30.815759,0.086196,189,terca-feira,false,11,0,0.840931,1
10,manha,185,3,0,3,3,13.022991,0.036427,75,terca-feira,false,1,0,0.840893,1
7,madrugada,98,3,0,3,3,12.336366,0.034507,20,terca-feira,false,3,0,0.840855,1
1,noite,31,17,0,17,17,74.303451,0.207867,90,segunda-feira,false,1,0,0.840816,1
1,noite,98,2,0,2,2,0,0,4,segunda-feira,false,0,0,0.840778,1
1,tarde,40,1,0,1,1,4.624911,0.012938,7,segunda-feira,false,1,0,0.84098,0
3,manha,31,3,0,3,0,0,0,421,segunda-feira,false,0,0,0.840942,1
1,tarde,60,7,0,7,7,33.13027,0.092659,73,sabado,false,8,0,0.840904,1
1,noite,391,1,0,1,1,4.042116,0.011305,10,sexta-feira,false,1,0,0.840865,1
3,tarde,264,7,0,7,7,33.106773,0.092593,80,sexta-feira,false,2,0,0.840827,1
1,tarde,323,2,0,2,2,8.604036,0.024064,4,sexta-feira,false,3,0,0.840789,1
1,madrugada,22,1,0,1,1,4.737011,0.013248,17,sexta-feira,false,0,0,0.840751,1
2,noite,72,1,0,1,1,9.098376,0.025446,5,quinta-Feira,false,0,0,0.840712,1
1,madrugada,66,1,0,1,1,4.995994,0.013979,8,quinta-Feira,false,0,0,0.840674,1
2,noite,38,1,0,1,1,9.996253,0.027969,31,quarta-feira,false,0,0,0.840636,1
1,manha,12,1,0,1,1,4.174855,0.011681,1,quarta-feira,false,3,0,0.840597,1
1,manha,207,1,0,1,1,4.228137,0.01183,2,quarta-feira,false,0,0,0.840559,1
3,madrugada,373,1,0,1,1,4.336445,0.012133,21,quarta-feira,false,0,0,0.84052,1
2,madrugada,285,2,0,2,2,9.818679,0.027472,355,quarta-feira,false,3,0,0.840482,1
3,noite,231,2,0,2,2,19.836145,0.055501,932,terca-feira,false,0,0,0.840443,1
1,tarde,45,1,0,1,1,4.652644,0.013018,2,terca-feira,false,0,0,0.840405,1
1,manha,54,1,0,0,1,4.61246,0.012906,0,terca-feira,false,0,0,0.840367,1
1,noite,35,1,0,1,1,5.108724,0.014297,6,segunda-feira,false,1,0,0.840328,1
4,noite,190,2,1,1,1,4.869524,0.013627,187,segunda-feira,false,4,0,0.84029,1
2,tarde,163,4,3,4,1,18.18541,0.050891,259,segunda-feira,false,16,0,0.840251,1
1,manha,6,1,0,1,1,4.002767,0.011202,2,segunda-feira,false,1,0,0.840212,1
2,manha,5,1,0,1,1,9.070514,0.025383,4,segunda-feira,false,0,0,0.840174,1
4,noite,336,2,1,1,1,4.860395,0.013603,117,domingo,false,8,0,0.840135,1
5,tarde,17,3,0,3,3,18.826408,0.052692,22,domingo,false,5,0,0.840097,1
27,tarde,261,4,2,2,2,101.159208,0.283166,781,sabado,false,5,0,0.840058,1
1,madrugada,1449,4,0,0,4,0,0,0,sabado,false,0,4,0.840019,1
1,madrugada,120,7,0,7,7,31.507111,0.088453,20,sabado,false,0,0,0.840222,0
8,noite,119,2,1,1,1,18.882814,0.052857,158,sexta-feira,false,0,0,0.840184,1
2,madrugada,30,1,0,1,1,4.708849,0.013181,23,sexta-feira,false,2,0,0.840145,1
2,madrugada,30,1,0,1,1,4.722379,0.013219,9,sexta-feira,false,0,0,0.840106,1
4,madrugada,180,2,1,1,1,4.74732,0.013326,116,quinta-Feira,false,3,0,0.840068,1
7,noite,402,2,1,1,1,4.906719,0.013773,277,quarta-feira,false,3,0,0.840029,1
7,manha,172,5,2,3,2,4.962985,0.013931,360,quarta-feira,false,11,0,0.83999,1
2,madrugada,44,1,0,1,1,4.535989,0.012733,17,quarta-feira,false,1,0,0.839952,1
17,noite,309,13,7,6,6,142.474777,0.399931,758,terca-feira,false,2,2,0.839913,1
1,tarde,60,1,1,1,0,5.026242,0.014109,159,terca-feira,false,1,0,0.840116,0
1,manha,242,1,0,1,1,5.040844,0.01415,2,terca-feira,false,0,0,0.840078,1
2,manha,67,1,0,1,1,4.013521,0.011266,4,terca-feira,false,0,0,0.840039,1
3,noite,53,1,0,1,1,5.031965,0.014125,16,segunda-feira,false,7,0,0.84,1
6,madrugada,393,2,1,1,1,4.756398,0.013353,245,domingo,false,21,0,0.839961,1
1,madrugada,35,1,0,0,0,0,0,0,sabado,false,0,1,0.839922,1
12,madrugada,385,1,0,1,1,4.875523,0.013684,359,sabado,false,1,0,0.839884,1
1,madrugada,24,1,0,1,1,4.685697,0.013151,2,sabado,false,0,0,0.839845,1
2,noite,90,6,0,2,4,17.847028,0.050103,12,sexta-feira,false,6,2,0.839806,1
23,manha,330,24,16,18,4,104.948844,0.294627,3052,sexta-feira,false,7,5,0.839767,1
108,madrugada,375,98,39,68,52,273.2222,0.767029,6657,sexta-feira,false,2,8,0.839728,1
2,madrugada,25,1,0,1,1,4.925087,0.013826,4,sexta-feira,false,0,0,0.839689,1
1,noite,13,1,0,1,1,4.601958,0.01292,4,quinta-Feira,false,0,0,0.83965,1
1,noite,23,2,0,2,2,9.355783,0.026265,6,quinta-Feira,false,0,0,0.839611,1
4,manha,992,9,0,6,9,31.62487,0.088769,601,quinta-Feira,false,4,3,0.839572,1
1,manha,18,1,0,1,1,4.806278,0.013491,2,quinta-Feira,false,0,0,0.839533,1
3,madrugada,347,2,1,1,1,4.725827,0.013265,109,quinta-Feira,false,5,0,0.839494,1
2,madrugada,149,1,0,1,1,4.481558,0.012579,48,quinta-Feira,false,0,0,0.839455,1
1,madrugada,34,1,0,0,0,0,0,0,quinta-Feira,false,1,1,0.839416,1
4,madrugada,44,3,0,3,3,4.732161,0.013283,23,quinta-Feira,false,0,0,0.839377,1
7,madrugada,20,4,1,3,3,37.151106,0.104282,172,quinta-Feira,false,0,0,0.839581,0
1,noite,33,1,0,1,1,4.774728,0.013403,1,quarta-feira,false,0,0,0.839542,1
6,noite,65,10,0,9,10,68.435632,0.192097,33,quarta-feira,false,0,1,0.839503,1
1,noite,27,1,0,1,1,4.677772,0.01313,4,quarta-feira,false,0,0,0.839464,1
2,noite,137,2,0,2,2,18.341224,0.051483,137,quarta-feira,false,0,0,0.839425,1
3,noite,87,1,0,1,1,4.456731,0.01251,28,quarta-feira,false,0,0,0.839386,1
1,noite,14,1,0,1,1,4.158745,0.011675,2,quarta-feira,false,3,0,0.839347,1
2,tarde,17,2,0,2,2,9.682255,0.027181,8,quarta-feira,false,0,0,0.839307,1
7,madrugada,157,4,0,4,4,18.538224,0.052043,2021,quarta-feira,false,0,0,0.839268,1
1,madrugada,5,1,0,0,1,4.83377,0.01357,0,quarta-feira,false,0,1,0.839473,0
2,noite,66,2,0,2,2,14.721722,0.041329,84,terca-feira,false,1,0,0.839434,1
2,tarde,81,2,0,2,2,8.734077,0.02452,10,terca-feira,false,1,0,0.839639,0
8,tarde,342,1,0,1,1,4.737123,0.013299,167,terca-feira,false,3,0,0.8396,1
1,madrugada,62,1,0,1,1,4.392457,0.012333,4,terca-feira,false,4,0,0.839805,0
1,noite,76,11,0,11,11,47.086686,0.132207,21,segunda-feira,false,0,0,0.839766,1
4,tarde,162,2,1,1,1,15.0333,0.042215,577,segunda-feira,false,0,0,0.839726,1
5,noite,540,3,1,2,2,4.811444,0.013513,209,domingo,false,6,0,0.839687,1
4,noite,92,2,1,1,1,5.007197,0.014063,465,domingo,false,9,0,0.839648,1
9,noite,387,3,1,2,2,4.762681,0.013376,126,domingo,false,25,0,0.839853,0
2,noite,148,2,0,0,2,0,0,0,sabado,false,8,2,0.839814,1
1,tarde,7,1,0,1,1,4.625614,0.012991,2,sabado,false,1,0,0.839775,1
1,madrugada,287,3,0,3,3,14.226178,0.039953,16,sabado,false,1,0,0.839736,1
1,noite,66,13,0,13,13,57.031583,0.16017,52,sexta-feira,false,10,0,0.839697,1
1,noite,130,1,0,0,1,3.115834,0.008751,0,sexta-feira,false,2,1,0.839657,1
11,tarde,103,5,1,8,4,12.594179,0.03537,116,sexta-feira,false,9,0,0.839618,1
10,tarde,44,2,1,1,1,4.970392,0.013959,422,sexta-feira,false,4,0,0.839579,1
1,manha,245,2,0,0,2,0,0,0,sexta-feira,false,6,2,0.839539,1
1,madrugada,27,2,0,2,2,9.760906,0.027413,2,sexta-feira,false,0,0,0.8395,1
3,madrugada,315,5,0,5,5,19.22002,0.053986,184,quinta-Feira,false,0,0,0.839461,1
3,madrugada,159,1,0,0,1,14.457576,0.040609,0,quinta-Feira,false,0,1,0.839421,1
4,madrugada,58,1,0,0,1,4.826237,0.013556,0,quinta-Feira,false,1,1,0.839382,1
1,noite,21,2,0,0,2,9.982704,0.02804,0,quarta-feira,false,0,0,0.839343,1
1,noite,22,4,0,4,4,17.449179,0.049012,12,quarta-feira,false,0,0,0.839303,1
1,tarde,23,8,0,8,8,35.235296,0.098971,160,quarta-feira,false,0,0,0.839264,1
3,manha,68,2,1,1,1,4.959049,0.013929,101,quarta-feira,false,43,0,0.839224,1
7,madrugada,44,7,0,3,7,46.683083,0.131126,409,quarta-feira,false,1,4,0.839185,1
5,madrugada,308,2,0,2,2,18.925286,0.053186,0,quarta-feira,false,0,0,0.839145,1
7,noite,787,13,4,9,8,48.575005,0.13653,392,terca-feira,false,6,0,0.839106,1
1,noite,49,1,0,1,1,4.691301,0.013186,8,terca-feira,false,1,0,0.839066,1
1,tarde,17,1,0,1,1,4.783303,0.013444,4,terca-feira,false,0,0,0.839027,1
1,madrugada,188,1,0,1,1,4.044952,0.011369,2,terca-feira,false,0,0,0.838987,1
1,madrugada,46,1,0,1,1,3.975167,0.011173,58,terca-feira,false,0,0,0.838948,1
9,madrugada,49,1,0,1,1,27.376696,0.077735,351,terca-feira,false,4,0,0.838908,1
3,noite,137,4,0,4,4,14.197399,0.040313,72,segunda-feira,false,1,0,0.838868,1
1,noite,20,1,0,1,1,4.844141,0.013755,3,segunda-feira,false,0,0,0.838829,1
2,noite,217,2,1,1,1,4.960309,0.014085,115,segunda-feira,false,6,0,0.839035,0
3,noite,229,2,1,1,1,15.134375,0.042974,199,segunda-feira,false,0,0,0.838996,1
1,noite,161,1,0,1,1,3.954451,0.011229,2,segunda-feira,false,0,0,0.838956,1
3,madrugada,195,7,0,7,7,18.992306,0.053936,87,segunda-feira,false,4,0,0.838916,1
1,madrugada,192,4,3,4,1,18.087034,0.051385,201,domingo,false,2,0,0.838877,1
4,noite,8,3,1,2,2,18.078526,0.051368,289,sexta-feira,false,0,0,0.839083,0
7,tarde,6,2,0,2,2,17.935439,0.050962,19,sexta-feira,false,0,0,0.83929,0
7,tarde,6,2,0,2,2,17.935439,0.050962,19,sexta-feira,false,0,0,0.839497,0
1,manha,16,1,0,1,1,4.846426,0.013773,2,quarta-feira,false,0,0,0.839457,1
5,noite,12,2,1,1,1,14.971178,0.042545,170,terca-feira,false,2,0,0.839418,1
2,tarde,88,2,0,2,2,9.312479,0.026464,18,terca-feira,false,2,0,0.839378,1
1,tarde,157,1,1,1,0,4.921114,0.013985,164,terca-feira,false,2,0,0.839339,1
1,manha,39,1,0,1,1,4.785636,0.013602,2,terca-feira,false,0,0,0.839299,1
152,madrugada,840,194,90,114,94,1849.913064,5.257828,12471,terca-feira,false,23,0,0.839259,1
1,madrugada,25,1,0,1,1,4.591678,0.01305,2,terca-feira,false,0,0,0.83922,1
2,noite,257,1,0,1,1,8.591782,0.02442,8,segunda-feira,false,0,0,0.83918,1
4,noite,146,256,2,246,2,13.850862,0.039367,55406,segunda-feira,false,1,9,0.839387,0
1,tarde,15,1,0,1,1,4.366279,0.012413,2,segunda-feira,false,1,0,0.839555,1
4,noite,132,2,1,1,1,4.753055,0.013513,117,domingo,false,2,0,0.839515,1
1,noite,137,1,1,1,0,4.73786,0.01347,93,sabado,false,0,0,0.839476,1
3,manha,215,1,0,1,1,4.30218,0.012231,157,sabado,false,0,0,0.839436,1
42,madrugada,120,5,2,2,2,28.123104,0.079953,864,sabado,false,0,1,0.839396,1
3,madrugada,148,1,0,0,1,4.66545,0.013264,0,sabado,false,2,1,0.839564,1
1,madrugada,44,1,0,1,1,4.726324,0.013439,2,sabado,false,0,0,0.839525,1
1,noite,160,1,0,1,1,4.959558,0.014104,2,sexta-feira,false,0,0,0.839485,1
2,noite,64,1,0,0,1,9.515143,0.027059,0,sexta-feira,false,0,1,0.839445,1
1,tarde,191,1,0,1,1,4.69311,0.013346,8,sexta-feira,false,0,0,0.839405,1
1,madrugada,90,1,1,1,0,4.93428,0.014032,64,sexta-feira,false,0,0,0.839365,1
1,madrugada,170,1,0,1,1,4.611334,0.013113,2,sexta-feira,false,0,0,0.839534,1
1,noite,41,1,0,0,1,4.361646,0.0124,0,quinta-Feira,false,0,1,0.839494,1
2,noite,85,2,0,2,0,0,0,0,quinta-Feira,false,4,0,0.839454,1
1,madrugada,4,1,0,0,1,4.370994,0.012427,0,quinta-Feira,false,2,1,0.839414,1
1,madrugada,151,1,0,1,1,4.629585,0.013162,2,quinta-Feira,false,0,0,0.839374,1
4,madrugada,51,2,1,1,1,18.415754,0.052355,645,quinta-Feira,false,0,0,0.839583,0
3,madrugada,23,6,1,5,5,4.400765,0.012511,91,quinta-Feira,false,0,0,0.839543,1
3,madrugada,153,13,0,13,13,61.975609,0.176195,52,quinta-Feira,false,0,0,0.839752,0
2,noite,94,8,0,8,8,71.899661,0.204408,82,quarta-feira,false,1,0,0.839712,1
15,noite,145,9,0,9,9,86.965433,0.24724,1153,quarta-feira,false,7,0,0.839672,1
1,noite,182,1,0,1,1,4.19597,0.011929,2,quarta-feira,false,0,0,0.839632,1
1,noite,94,1,0,1,1,4.996884,0.01421,10,terca-feira,false,0,0,0.839592,1
2,manha,276,4,0,3,4,13.838053,0.039351,32,terca-feira,false,3,1,0.839552,1
2,noite,163,1,0,1,1,9.442707,0.026856,60,segunda-feira,false,0,0,0.839512,1
1,manha,11,1,1,1,0,4.791994,0.013631,146,domingo,false,4,0,0.839721,0
2,manha,11,2,1,1,1,10.26919,0.02921,482,domingo,false,0,0,0.839681,1
3,madrugada,19,7,0,7,7,33.372607,0.095371,34,domingo,false,0,0,0.839641,1
10,madrugada,283,2,1,1,1,4.731667,0.013522,368,domingo,false,53,0,0.839601,1
6,noite,142,26,0,26,26,111.845438,0.319627,1028,sabado,false,1,0,0.839562,1
25,noite,294,3,1,2,2,89.142587,0.254783,352,sabado,false,2,0,0.839522,1
4,noite,50,5,0,5,5,21.136808,0.060412,24,sabado,false,0,0,0.839482,1
115,noite,187,45,4,32,40,110.344602,0.315382,2393,sabado,false,7,8,0.839442,1
2,madrugada,90,1,0,1,1,4.488645,0.012829,26,sabado,false,0,0,0.839401,1
1,?,51,2,0,2,2,7.645079,0.021903,2,sexta-feira,false,3,0,0.839361,1
1,noite,21,1,0,1,1,4.416215,0.012652,2,sexta-feira,false,0,0,0.839321,1
1,noite,37,1,0,1,1,5.035269,0.014426,4,sexta-feira,false,0,0,0.839281,1
1,tarde,9,36,0,36,36,172.506194,0.49456,1318,sexta-feira,false,0,0,0.839241,1
3,tarde,625,1,0,1,1,14.990458,0.042976,44,sexta-feira,false,0,0,0.839201,1
1,manha,63,3,0,3,3,12.94764,0.03712,17,sexta-feira,false,0,0,0.839161,1
1,madrugada,22,24,0,24,24,110.60097,0.317081,48,sexta-feira,false,0,0,0.839121,1
1,madrugada,10,10,0,10,10,46.382762,0.132975,89,sexta-feira,false,0,0,0.83908,1
