@relation 'candlepin-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,8,11,15,9,10,16,12,17,14,18,1,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute description_length numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute test_churn numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute created_at_week_day {terca-feira,quinta-Feira,quarta-feira,segunda-feira,sexta-feira,sabado,domingo}
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
1,noite,59,0,1,3,0,1,0,1,4.423942,0,0.088054,terca-feira,11,1
1,noite,28,0,2,19,0,2,6,2,9.163272,0,0.182386,terca-feira,11,1
1,tarde,59,0,2,15,0,2,18,2,9.431793,0,0.187729,terca-feira,0,1
1,noite,3,0,2,11,0,2,0,2,9.059825,0,0.180326,segunda-feira,8,0
1,noite,25,0,2,1,0,2,1,2,9.409845,0,0.187293,segunda-feira,13,1
1,madrugada,43,2,5,2,0,3,0,1,24.170461,2,0.481958,quinta-Feira,27,1
1,noite,21,0,1,7,0,1,0,1,4.367686,0,0.087091,quarta-feira,22,1
1,noite,262,0,9,427,0,9,101,9,41.417209,0,0.825857,quarta-feira,31,1
1,noite,5,0,1,5,0,1,0,1,4.228362,0,0.084313,terca-feira,6,1
2,tarde,67,0,20,75,0,20,0,20,88.202857,0,1.75876,segunda-feira,54,0
2,noite,11,0,38,2362,7,31,0,33,265.582459,0,5.261993,quinta-Feira,38,1
1,noite,39,0,6,40,0,6,0,6,25.900496,0,0.516621,terca-feira,3,1
1,noite,13,0,1,4,0,1,0,1,4.396422,0,0.087685,quinta-Feira,2,0
1,noite,23,3,5,137,0,2,0,5,23.87605,0,0.474391,quarta-feira,1,1
1,tarde,27,0,2,6,0,2,52,2,9.390551,0,0.187291,quarta-feira,0,1
2,noite,30,5,80,2219,0,75,1670,77,750.534986,3,15.044192,quarta-feira,73,1
1,noite,4,0,22,0,0,22,0,0,117.63522,0,2.357955,quarta-feira,10,1
4,noite,2,0,2,52,0,2,77,2,8.689536,0,0.174178,segunda-feira,14,1
2,noite,3,5,17,423,0,12,287,17,108.28941,0,2.181313,quarta-feira,19,1
1,tarde,51,0,16,370,5,11,273,16,50.727932,0,1.016822,terca-feira,17,1
2,tarde,42,0,2,17,0,2,26,2,9.386301,0,0.188145,terca-feira,22,1
1,noite,50,0,7,77,0,7,18,7,32.588486,0,0.653224,segunda-feira,25,1
2,noite,32,0,3,120,0,3,150,3,28.179874,0,0.564855,quinta-Feira,5,1
1,tarde,15,0,5,27,0,5,78,5,23.906938,0,0.48012,quinta-Feira,17,0
1,tarde,38,2,14,417,0,12,644,14,65.135126,0,1.308101,quinta-Feira,47,1
1,tarde,28,1,31,134,0,30,0,31,144.636295,0,2.910448,terca-feira,27,0
1,noite,29,0,44,157,1,43,0,39,195.834945,5,3.944116,sexta-feira,38,1
12,noite,11,2,23,792,0,21,401,18,231.775113,3,4.667951,sexta-feira,45,1
1,madrugada,4,0,22,0,0,22,0,0,117.165296,0,2.359706,sexta-feira,8,1
2,noite,29,0,3,0,0,3,0,0,14.201037,3,0.287118,quinta-Feira,0,1
1,madrugada,199,0,1,38,0,1,0,1,4.483448,0,0.090275,quinta-Feira,5,1
3,noite,6,2,24,721,0,22,234,21,220.369006,3,4.43715,quarta-feira,45,1
1,noite,115,0,1,11,0,1,0,1,4.472931,0,0.090063,segunda-feira,8,1
4,noite,93,4,27,580,0,23,555,22,118.133973,3,2.378638,segunda-feira,54,1
3,tarde,7,1,13,140,0,12,3,10,59.970859,3,1.207528,quinta-Feira,40,0
2,madrugada,152,1,6,168,0,5,0,3,33.376058,3,0.672713,quinta-Feira,25,1
5,noite,3,2,15,546,0,13,188,10,131.178441,3,2.649072,segunda-feira,45,1
1,madrugada,18,0,1,2,0,1,0,1,4.616508,0,0.093228,sabado,0,1
1,noite,4,0,22,0,0,22,0,0,118.09813,0,2.384932,sexta-feira,6,1
1,madrugada,45,0,2,0,0,2,0,0,9.396593,2,0.189759,sexta-feira,23,1
1,noite,23,0,23,136,0,23,0,23,104.447921,0,2.111404,quinta-Feira,22,1
1,noite,8,0,2,22,0,2,0,2,8.952815,0,0.181164,quinta-Feira,4,1
3,tarde,211,0,2,22,0,2,0,2,11.824022,0,0.239264,quinta-Feira,4,1
1,noite,8,0,1,0,0,1,0,0,4.489083,1,0.090838,quarta-feira,2,1
3,madrugada,3,1,41,306,0,40,0,38,375.342479,3,7.595197,terca-feira,33,1
2,noite,51,0,1,58,0,1,0,1,9.494502,0,0.192125,segunda-feira,0,1
1,noite,3,1,40,147,0,39,0,37,183.062291,3,3.704335,segunda-feira,38,0
3,madrugada,33,1,10,54,0,9,65,7,42.070505,3,0.851313,quinta-Feira,32,1
2,tarde,7,0,2,0,0,2,0,0,13.720665,2,0.277645,quarta-feira,4,1
1,madrugada,4,0,22,0,0,22,0,0,63.734581,0,1.292291,quarta-feira,5,1
2,noite,21,2,15,134,0,13,41,12,60.418742,3,1.227436,terca-feira,34,1
2,madrugada,75,0,10,378,0,10,228,10,79.92989,0,1.623801,terca-feira,57,1
6,noite,6,2,25,1471,0,23,380,22,283.088023,3,5.751021,segunda-feira,56,1
2,noite,62,0,1,0,0,1,0,0,4.837891,1,0.098283,segunda-feira,22,1
1,noite,9,0,1,0,0,1,0,0,4.618327,0,0.093823,sexta-feira,2,1
1,noite,76,0,1,18,0,1,0,1,3.635217,0,0.073851,quinta-Feira,7,1
1,noite,34,0,1,4,0,1,0,1,4.605907,0,0.093571,quinta-Feira,2,1
1,tarde,15,0,1,0,0,1,0,0,3.597887,1,0.073093,quinta-Feira,15,1
1,tarde,2,0,3,35,0,3,0,3,13.45073,0,0.273258,quinta-Feira,11,1
1,madrugada,27,0,3,35,0,3,0,3,13.45073,0,0.273258,quinta-Feira,11,1
1,noite,6,0,3,7,0,3,21,3,13.090359,0,0.265938,quarta-feira,2,1
1,noite,8,0,1,0,0,1,0,0,3.159144,1,0.06418,quarta-feira,15,1
3,madrugada,2,0,3,311,0,3,178,3,31.813918,0,0.646317,quarta-feira,13,1
1,noite,18,0,3,14,0,3,0,3,13.855362,0,0.281479,segunda-feira,25,1
1,madrugada,3,0,6,31,0,6,83,5,25.692438,1,0.522518,sexta-feira,51,1
1,noite,72,1,7,192,0,6,40,7,32.523724,0,0.662102,quinta-Feira,32,1
1,noite,26,1,3,0,0,2,0,0,15.383471,3,0.313165,terca-feira,20,1
2,madrugada,69,2,23,369,0,21,94,19,107.111351,3,2.180492,terca-feira,62,0
2,madrugada,27,0,2,25,0,2,38,2,9.352345,0,0.190385,sabado,4,1
1,madrugada,11,0,1,0,0,1,0,0,4.739009,1,0.096472,sexta-feira,3,1
1,noite,83,0,1,0,0,1,0,0,4.419735,1,0.090065,quinta-Feira,16,1
2,noite,15,1,3,0,0,2,0,0,15.220774,3,0.310169,quinta-Feira,16,1
1,tarde,183,1,5,0,0,4,0,0,25.242438,5,0.514932,quinta-Feira,14,1
1,noite,31,0,2,4,0,2,13,2,8.552184,0,0.176198,sexta-feira,6,1
2,madrugada,5,0,2,13,0,2,98,2,4.592996,0,0.094622,quarta-feira,7,1
1,noite,10,0,1,0,0,1,0,0,4.812251,0,0.099139,terca-feira,0,1
1,noite,6,0,1,2,0,1,0,1,3.953776,0,0.081453,terca-feira,6,1
14,madrugada,121,11,59,4600,1,47,3513,52,752.731961,3,15.507229,terca-feira,113,1
1,madrugada,27,0,1,297,0,1,0,1,4.969016,0,0.102368,sabado,0,1
1,noite,9,0,1,4,0,1,0,1,4.240209,0,0.087354,quinta-Feira,11,1
1,noite,27,0,1,13,0,1,0,1,4.641777,0,0.095917,terca-feira,0,1
2,madrugada,44,1,8,19,0,7,3,5,23.198036,3,0.479367,terca-feira,10,1
7,noite,204,0,2,3,0,2,0,1,39.904751,1,0.824596,segunda-feira,4,1
2,madrugada,5,0,48,448,0,48,0,48,420.000235,0,8.678963,sexta-feira,67,1
2,noite,19,2,4,167,0,2,146,4,19.191046,0,0.396567,quinta-Feira,18,1
1,noite,63,0,1,0,0,1,0,0,4.729951,1,0.097741,quinta-Feira,0,1
2,noite,3,0,2,9,0,2,8,2,4.393813,0,0.090798,quarta-feira,4,1
2,noite,36,0,3,49,0,3,0,3,13.889766,0,0.287312,quarta-feira,29,1
2,noite,26,1,4,72,0,3,162,4,23.072715,0,0.477264,quarta-feira,40,1
2,noite,29,0,2,113,0,2,7,2,13.490071,0,0.279045,quarta-feira,42,1
1,madrugada,46,0,2,105,0,2,0,2,9.257896,0,0.191501,quarta-feira,0,1
1,noite,5,0,1,2,0,1,0,1,4.215098,0,0.08719,segunda-feira,3,1
1,noite,27,0,1,8,0,1,0,1,4.506048,0,0.093209,segunda-feira,24,1
1,madrugada,29,0,2,13,0,2,0,1,9.797417,1,0.202662,sabado,30,1
1,madrugada,38,0,15,93,0,15,0,14,68.8124,1,1.422012,sabado,34,1
2,noite,31,0,5,92,0,5,182,5,48.505767,0,1.011338,sexta-feira,4,1
7,noite,104,0,2,374,0,2,37,2,17.629079,0,0.364662,quinta-Feira,31,1
1,madrugada,34,0,4,14,0,4,48,3,17.897913,1,0.373177,terca-feira,42,1
2,noite,3,2,15,388,0,13,260,14,66.101955,0,1.380982,segunda-feira,82,1
1,tarde,7,0,1,5,0,1,0,1,4.111024,0,0.085886,segunda-feira,6,1
5,madrugada,34,0,71,587,0,71,299,69,356.181822,2,7.441248,sabado,101,1
1,noite,12,0,3,60,0,3,18,3,13.294693,0,0.277749,sexta-feira,5,1
1,noite,66,0,1,2,0,1,0,1,4.376298,0,0.091428,sexta-feira,0,1
1,tarde,7,0,1,0,0,1,0,0,3.403472,1,0.071111,sexta-feira,14,1
1,noite,38,0,2,0,0,2,0,0,9.014412,2,0.188529,quinta-Feira,0,1
3,noite,217,8,21,586,0,13,540,21,99.27542,0,2.076261,quinta-Feira,70,1
1,noite,129,1,6,29,0,5,34,6,22.539147,0,0.471387,quinta-Feira,15,1
1,madrugada,480,0,1,7,0,1,0,1,5.28704,0,0.110574,quinta-Feira,25,1
1,madrugada,28,0,5,65,0,5,2,4,22.431921,1,0.469145,quinta-Feira,51,1
1,noite,20,0,1,0,0,1,0,0,3.260474,1,0.06819,quarta-feira,11,1
3,madrugada,8,0,5,39,0,5,60,5,36.813788,0,0.769927,quarta-feira,32,1
9,madrugada,21,1,10,405,0,9,97,8,31.15133,1,0.652125,sabado,32,1
2,madrugada,20,0,3,90,0,3,89,3,17.82189,0,0.373085,sexta-feira,30,1
1,madrugada,80,0,1,20,0,1,0,1,4.476172,0,0.093705,quinta-Feira,4,1
2,madrugada,59,0,6,215,0,6,140,6,27.652227,0,0.578877,quinta-Feira,27,0
1,noite,22,0,1,0,0,1,3,1,4.533354,0,0.094902,quarta-feira,4,1
1,noite,5,0,2,3,0,2,18,2,9.128726,0,0.191103,quarta-feira,20,1
2,noite,3,0,5,79,0,5,23,5,26.510742,0,0.55494,terca-feira,23,1
1,madrugada,7,0,1,27,0,1,0,1,4.466991,0,0.093506,terca-feira,12,1
2,madrugada,89,0,24,170,0,24,31,21,111.291826,3,2.329642,terca-feira,82,1
1,noite,5,0,2,0,0,2,0,0,9.254614,2,0.193724,segunda-feira,24,1
1,noite,53,0,1,3,0,1,0,1,4.566314,0,0.095589,sexta-feira,21,1
1,noite,36,3,14,937,0,11,458,15,64.836812,0,1.35726,quinta-Feira,86,0
1,noite,20,0,1,3,0,1,0,1,4.512407,0,0.094461,quinta-Feira,0,1
1,madrugada,66,0,1,0,0,1,0,0,4.831881,1,0.101651,quinta-Feira,0,1
3,noite,73,5,17,889,0,12,502,12,60.213291,0,1.266738,quarta-feira,75,1
1,madrugada,9,0,3,6,0,3,0,1,14.509595,2,0.305246,quarta-feira,32,1
39,tarde,655,14,108,2492,2,92,1361,92,1351.929133,8,28.815309,quinta-Feira,131,1
1,noite,21,0,2,22,0,2,83,2,9.38625,0,0.200061,quarta-feira,12,1
18,manha,32,1,24,1271,0,23,1524,18,336.392047,5,7.169933,quarta-feira,87,1
9,madrugada,7,0,14,268,1,13,0,14,67.300793,0,1.434464,quarta-feira,24,1
1,madrugada,44,0,2,2,0,2,0,1,9.259395,1,0.197357,quarta-feira,26,1
5,noite,42,1,3,31,0,2,86,3,8.917451,0,0.191425,segunda-feira,38,1
3,noite,20,0,7,199,0,7,33,7,65.098512,0,1.397428,segunda-feira,62,1
1,madrugada,22,0,1,0,1,0,56,1,0,0,0,sabado,0,1
1,noite,19,0,2,5,0,2,0,1,10.018175,1,0.215956,quinta-Feira,21,1
7,noite,32,1,21,1150,0,20,1216,16,125.725227,5,2.710184,quarta-feira,64,1
2,noite,2,0,3,9,0,3,0,3,14.32156,0,0.308724,quarta-feira,21,1
13,madrugada,47,12,126,3653,6,108,861,116,651.599352,9,14.136887,terca-feira,159,1
19,madrugada,15,8,22,2476,1,13,754,16,239.927807,0,5.205395,terca-feira,43,1
2,noite,50,1,3,118,0,2,21,3,14.332949,0,0.310963,segunda-feira,2,1
8,noite,2,4,21,547,0,17,608,22,184.814645,0,4.009678,segunda-feira,61,1
4,madrugada,2,0,19,144,0,19,10,16,105.015029,3,2.278275,sexta-feira,75,1
2,tarde,115,0,4,0,0,4,5,1,27.83833,3,0.610205,terca-feira,0,1
1,noite,37,0,1,4,0,1,0,1,4.428092,0,0.097062,segunda-feira,20,1
1,noite,8,0,1,5,0,1,0,1,4.572503,0,0.100227,sexta-feira,5,1
2,noite,21,1,4,8,0,3,0,1,39.758327,3,0.871486,sexta-feira,24,1
1,tarde,11,0,1,0,0,1,0,0,4.476137,1,0.098112,sexta-feira,5,1
2,madrugada,15,0,2,4,0,2,156,2,18.44528,0,0.404744,quinta-Feira,18,1
2,noite,45,9,41,1037,0,32,165,31,163.726948,4,3.59265,quarta-feira,88,1
2,noite,30,0,2,0,0,2,0,0,9.878966,2,0.216774,terca-feira,12,1
1,noite,222,0,2,1,0,2,6,2,9.257482,0,0.203137,terca-feira,0,1
1,noite,54,1,5,0,0,4,0,0,24.633404,5,0.540532,terca-feira,38,0
3,noite,12,1,5,0,0,4,0,0,42.227686,5,0.927547,sexta-feira,23,1
2,noite,23,1,4,0,0,3,0,0,39.590045,4,0.86961,sexta-feira,20,1
2,noite,39,0,1,8,0,1,0,1,4.949255,0,0.108712,sexta-feira,0,1
2,tarde,19,0,4,48,0,4,42,4,22.965431,0,0.504444,sexta-feira,37,1
2,noite,8,1,3,162,1,1,260,3,19.392853,0,0.429657,quinta-Feira,0,1
3,noite,8,10,55,2371,2,43,917,48,437.672967,3,9.707047,quarta-feira,71,1
3,noite,26,0,11,215,0,11,114,8,99.933666,3,2.23047,quarta-feira,60,1
17,noite,47,11,56,1802,3,42,391,46,584.38861,5,13.057679,segunda-feira,68,0
2,noite,3,0,5,140,0,5,20,5,47.250067,0,1.055764,quinta-Feira,5,1
1,noite,27,0,1,2,0,1,0,1,4.708241,0,0.105202,terca-feira,21,1
2,noite,6,0,4,501,0,4,0,4,35.408998,0,0.791184,terca-feira,41,1
2,tarde,62,1,6,446,0,5,0,6,56.109985,0,1.25373,segunda-feira,63,1
1,noite,10,0,2,2,0,2,0,1,9.383159,0,0.209659,quinta-Feira,43,1
1,noite,31,0,3,8,0,3,0,2,13.370732,0,0.29936,quarta-feira,68,0
1,noite,119,1,4,14,0,3,18,3,18.898385,1,0.423119,quarta-feira,0,1
3,noite,42,6,24,864,0,18,228,15,78.511752,4,1.757814,segunda-feira,75,1
32,noite,329,2,27,549,0,25,24,23,146.454847,4,3.279004,segunda-feira,108,1
2,tarde,57,1,5,184,0,4,6,5,47.396579,0,1.062335,quinta-Feira,20,1
1,noite,4,0,2,18,0,2,0,2,7.379094,0,0.165403,quarta-feira,39,1
1,tarde,44,0,1,37,0,1,0,1,5.140134,0,0.115216,terca-feira,0,1
4,tarde,69,0,7,202,0,7,118,7,66.162301,0,1.483036,sexta-feira,69,1
0,tarde,54,0,0,0,0,0,0,0,0,0,0,sexta-feira,0,1
1,tarde,118,0,4,66,0,4,16,4,18.40471,0,0.412544,sexta-feira,44,1
1,noite,7,0,1,1,0,1,0,1,4.550198,0,0.101993,quinta-Feira,23,1
0,tarde,41,0,0,0,0,0,0,0,0,0,0,quinta-Feira,0,1
2,noite,55,1,3,0,0,2,0,0,15.016259,3,0.338076,quarta-feira,18,1
1,noite,101,0,1,6,0,1,0,1,4.622367,0,0.104297,quarta-feira,0,1
1,noite,19,0,2,6,0,2,36,2,9.854023,0,0.222342,quarta-feira,21,1
1,tarde,3,0,1,2,0,1,0,1,4.174524,0,0.094192,quarta-feira,0,1
1,tarde,4,0,1,1,0,1,0,1,4.722632,0,0.106559,quarta-feira,17,1
0,noite,70,0,0,0,0,0,0,0,0,0,0,terca-feira,0,1
1,tarde,4,0,1,12,0,1,0,1,4.780353,0,0.107862,terca-feira,8,1
1,tarde,3,0,1,37,0,1,0,1,4.598777,0,0.103765,terca-feira,8,0
12,noite,264,3,7,214,0,4,0,1,19.281439,3,0.435057,segunda-feira,0,1
1,noite,35,0,1,2,0,1,0,1,4.459116,0,0.100729,segunda-feira,0,1
4,noite,20,0,2,206,0,2,0,1,17.216798,1,0.388904,sexta-feira,17,1
2,noite,50,1,3,0,0,2,0,0,14.916631,3,0.336573,sexta-feira,16,0
10,noite,81,1,27,172,0,26,0,8,139.946083,18,3.161189,sexta-feira,55,1
2,tarde,35,0,6,27,0,6,0,6,24.399246,0,0.551176,terca-feira,13,1
6,madrugada,35,0,27,276,0,27,74,27,127.635815,0,2.883277,sabado,83,1
4,noite,44,2,10,278,0,8,0,5,33.670483,3,0.760612,sexta-feira,53,1
6,noite,5,1,10,183,0,9,494,6,44.673181,4,1.009161,quinta-Feira,36,0
9,tarde,14,0,16,124,0,16,45,14,83.532391,2,1.88908,quinta-Feira,69,0
1,noite,7,0,5,21,0,5,0,4,22.37607,1,0.506022,quarta-feira,24,1
4,noite,21,0,8,677,0,8,0,8,61.115009,0,1.382082,terca-feira,38,1
1,noite,2,0,7,26,0,7,181,7,32.019056,0,0.724077,segunda-feira,28,1
1,noite,54,0,7,23,0,7,93,7,31.72242,0,0.717369,sexta-feira,36,0
1,tarde,185,0,2,64,0,2,55,2,9.509474,0,0.215047,sexta-feira,2,0
1,tarde,106,0,2,10,0,2,16,2,9.101491,0,0.206052,quinta-Feira,0,1
1,tarde,70,1,21,232,0,20,102,18,94.576871,3,2.14116,quinta-Feira,104,1
24,tarde,7,2,59,634,1,56,0,57,441.227979,0,10.000604,terca-feira,81,1
1,tarde,8,0,1,13,0,1,0,1,4.318582,0,0.097882,terca-feira,2,1
2,tarde,19,0,2,21,0,2,70,2,18.29122,0,0.414578,terca-feira,7,1
1,tarde,84,0,3,62,0,3,30,3,14.073419,0,0.31898,domingo,23,1
2,noite,7,0,2,27,0,2,22,2,9.239935,0,0.209427,sexta-feira,23,0
1,noite,22,0,2,37,0,2,17,2,8.980829,0,0.203554,sexta-feira,21,1
2,madrugada,31,0,6,36,0,6,0,5,26.287654,1,0.595803,sexta-feira,24,1
2,noite,5,0,5,49,0,5,52,5,44.20601,0,1.001918,quinta-Feira,52,1
1,noite,4,0,3,18,0,3,0,3,12.534495,0,0.286964,quinta-Feira,5,1
1,noite,24,0,2,7,0,2,21,2,8.798665,0,0.199629,quinta-Feira,28,1
1,tarde,7,1,3,0,0,2,0,0,14.745775,3,0.33456,quinta-Feira,15,1
1,noite,10,0,1,0,0,1,2,1,4.418658,0,0.100256,sexta-feira,10,1
1,noite,87,0,2,41,0,2,0,2,9.224517,0,0.209298,sexta-feira,21,1
1,noite,53,0,4,106,0,4,30,4,18.714345,0,0.424632,sexta-feira,27,1
1,noite,4,0,6,129,0,6,6,6,27.843205,0,0.631768,sexta-feira,36,1
1,noite,51,0,2,39,0,2,0,2,8.553871,0,0.194089,sexta-feira,32,1
2,tarde,27,0,2,59,0,2,0,2,8.969585,0,0.203522,sexta-feira,34,1
1,tarde,29,0,4,120,0,4,0,4,18.430576,0,0.418193,sexta-feira,31,1
1,noite,4,0,5,108,0,5,0,5,23.065011,0,0.523349,quinta-Feira,36,0
2,tarde,77,0,7,78,0,7,44,7,66.179229,0,1.501619,quinta-Feira,63,1
1,noite,4,0,1,3,0,1,0,1,4.389435,0,0.099597,quarta-feira,28,1
1,noite,6,0,2,35,0,2,60,2,9.214053,0,0.210446,segunda-feira,11,1
1,noite,44,0,3,9,0,3,221,3,14.414208,0,0.32921,sexta-feira,32,1
43,noite,41,6,58,2722,0,52,1128,51,643.838047,4,14.704781,sexta-feira,156,1
5,noite,31,0,2,1330,0,2,135,2,9.160682,0,0.209224,segunda-feira,25,1
1,noite,165,0,2,14,0,2,0,2,9.521002,0,0.217453,quinta-Feira,30,1
1,noite,92,0,1,9,0,1,0,1,4.484689,0,0.102425,terca-feira,8,1
3,noite,1,0,4,52,0,4,0,4,18.003811,0,0.411188,terca-feira,65,1
1,noite,126,0,2,6,0,2,0,2,9.428272,0,0.21533,sexta-feira,2,1
1,noite,51,0,2,12,0,2,26,2,9.093648,0,0.207687,sexta-feira,2,1
1,noite,42,0,3,46,0,3,0,3,13.833561,0,0.315941,sexta-feira,21,1
1,tarde,4,0,1,2,0,1,0,1,4.277114,0,0.097684,sexta-feira,5,1
1,noite,53,0,1,4,0,1,0,1,4.70155,0,0.107377,quinta-Feira,10,0
1,noite,13,0,1,0,0,1,0,0,4.78983,1,0.109394,quinta-Feira,1,1
2,noite,54,0,2,5,0,2,26,2,9.144059,0,0.208606,quinta-Feira,12,1
10,tarde,14,0,21,591,1,20,246,21,152.311211,0,3.474629,segunda-feira,90,1
1,noite,10,0,1,2,0,1,0,1,4.580035,0,0.104483,quinta-Feira,10,1
1,noite,4,0,1,2,0,1,0,1,4.014055,0,0.091571,quinta-Feira,24,1
1,tarde,2,0,1,1,0,1,0,1,4.188091,0,0.095542,quinta-Feira,22,1
2,noite,72,1,7,30,0,6,24,4,17.985065,3,0.410755,quarta-feira,7,1
1,noite,69,0,1,0,0,1,0,0,4.702401,1,0.107397,terca-feira,1,1
3,noite,6,0,18,156,0,18,12,18,66.420741,0,1.516968,terca-feira,62,1
3,noite,6,0,6,125,0,6,31,6,30.984601,0,0.70765,terca-feira,40,1
3,noite,3,0,15,46,0,15,16,11,68.220122,4,1.558064,terca-feira,54,0
1,noite,5,0,7,14,0,7,0,7,30.567157,0,0.698116,segunda-feira,14,1
2,noite,5,0,5,1,0,5,0,1,44.446497,4,1.015103,segunda-feira,20,1
1,noite,46,0,1,0,0,1,0,0,3.02681,1,0.069129,quinta-Feira,35,1
1,noite,53,0,3,103,0,3,0,3,13.439844,0,0.306947,quarta-feira,37,1
1,tarde,27,0,3,24,0,3,14,3,14.006438,0,0.319889,quarta-feira,2,1
1,tarde,13,0,1,19,0,1,0,1,4.720959,0,0.107821,quarta-feira,15,1
1,noite,44,0,1,69,0,1,0,1,4.225079,0,0.096497,terca-feira,9,1
1,noite,122,0,3,9,0,3,13,3,13.540861,0,0.309259,terca-feira,6,1
1,tarde,13,1,7,35,0,6,36,4,33.573031,3,0.767621,terca-feira,60,1
1,tarde,18,0,1,0,0,1,0,0,3.813131,1,0.087184,terca-feira,33,1
1,tarde,29,0,1,0,0,1,0,0,3.662488,1,0.083743,terca-feira,31,1
1,noite,6,0,2,31,0,2,33,2,9.389242,0,0.214682,segunda-feira,14,1
2,noite,8,0,12,113,0,12,0,12,49.204187,0,1.125036,segunda-feira,93,1
1,tarde,25,0,1,4,0,1,0,1,4.358587,0,0.099658,segunda-feira,7,1
2,noite,40,0,1,15,0,1,0,1,9.109301,0,0.208281,sexta-feira,13,1
5,noite,53,0,6,34,0,6,18,6,22.670698,0,0.518356,quarta-feira,57,1
6,tarde,31,0,6,372,0,6,0,6,45.556264,0,1.045274,terca-feira,22,1
2,noite,28,0,2,53,0,2,20,2,9.376413,0,0.214657,sexta-feira,14,1
1,tarde,8,0,0,0,0,0,0,0,0,0,0,sexta-feira,0,0
2,tarde,12,0,2,1,0,2,37,2,9.299784,0,0.212903,quinta-Feira,21,1
2,noite,38,0,2,16,0,2,214,2,17.748029,0,0.406311,quarta-feira,5,1
33,tarde,116,5,55,2616,2,48,912,46,298.656749,6,6.837245,quarta-feira,207,1
1,noite,9,0,7,224,2,5,164,7,22.618188,0,0.517805,terca-feira,44,1
1,noite,54,0,2,3,0,2,1,2,9.206946,0,0.210778,segunda-feira,10,1
1,noite,19,0,4,15,0,4,0,4,17.996804,0,0.412007,sexta-feira,30,1
4,noite,44,0,4,154,0,4,116,4,37.081451,0,0.848918,quinta-Feira,82,1
4,noite,1,0,10,159,0,10,166,10,69.570291,0,1.592695,quarta-feira,31,1
1,noite,34,0,2,59,0,2,25,2,9.010286,0,0.206712,terca-feira,3,1
2,noite,63,2,8,137,0,6,37,7,32.456909,0,0.744618,segunda-feira,23,1
2,noite,25,0,5,144,0,5,131,5,23.335595,0,0.535359,quinta-Feira,9,1
1,tarde,52,0,1,2,0,1,0,1,4.666162,0,0.107051,quinta-Feira,4,1
1,noite,54,0,1,14,0,1,0,1,3.999464,0,0.091756,quarta-feira,2,1
1,noite,13,0,1,0,0,1,0,0,4.840042,1,0.111169,terca-feira,4,1
1,noite,17,0,2,4,0,2,0,2,7.941669,0,0.182409,terca-feira,20,1
2,noite,2,1,4,0,0,3,0,0,19.722381,4,0.452996,terca-feira,30,1
3,noite,6,0,3,224,0,3,19,3,4.969055,0,0.114132,segunda-feira,0,1
1,noite,44,0,3,16,0,3,54,3,14.13972,0,0.324769,segunda-feira,74,1
1,noite,5,0,1,0,0,1,8,1,4.849983,0,0.111396,segunda-feira,9,1
2,tarde,44,0,3,57,0,3,12,3,23.03394,0,0.52904,segunda-feira,22,1
3,noite,75,0,6,179,0,6,72,6,55.246696,0,1.268898,sexta-feira,27,1
1,tarde,16,0,3,14,0,3,74,3,13.591947,0,0.312522,sexta-feira,71,1
2,noite,54,0,1,65,0,1,0,1,8.076009,0,0.185694,quinta-Feira,18,1
1,tarde,91,1,8,97,0,7,87,8,37.390111,0,0.859721,quarta-feira,84,1
20,noite,20,0,20,893,0,20,863,20,268.830169,0,6.181283,terca-feira,80,1
2,madrugada,60,0,8,96,0,8,46,8,36.651805,0,0.841762,terca-feira,20,1
2,madrugada,60,0,8,96,0,8,46,8,36.650996,0,0.841743,terca-feira,20,0
