@relation 'candlepin-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,8,11,15,9,10,16,12,17,14,18,1,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute description_length numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute src_churn numeric
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute test_churn numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute created_at_week_day {terca-feira,quinta-Feira,quarta-feira,segunda-feira,sexta-feira,sabado,domingo}
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
3,tarde,37,0,4,151,0,4,119,4,27.883241,0,0.479514,quinta-Feira,0,1
36,noite,20,1,24,900,11,12,0,5,304.493824,12,5.240526,quarta-feira,14,1
11,noite,50,1,3,0,0,2,0,0,13.417714,2,0.230927,segunda-feira,0,1
1,tarde,51,1,2,0,0,1,0,0,9.1306,2,0.157143,segunda-feira,0,1
1,noite,12,0,2,0,0,2,0,0,9.416341,2,0.162062,quarta-feira,6,1
2,tarde,13,0,7,67,0,7,33,7,31.624025,0,0.544272,sexta-feira,30,1
2,noite,78,2,21,516,0,19,398,17,201.719878,4,3.477642,segunda-feira,24,1
1,tarde,8,0,1,3,0,1,0,1,4.554689,0,0.078655,quinta-Feira,11,1
3,tarde,45,2,8,205,0,6,392,7,23.877991,0,0.412356,quinta-Feira,9,1
1,noite,53,0,1,0,0,1,0,0,5.076069,1,0.08766,quarta-feira,0,1
1,noite,9,0,1,0,0,1,0,0,4.382983,1,0.075691,quarta-feira,4,1
1,noite,4,0,1,31,0,1,0,1,4.57272,0,0.079385,quarta-feira,4,1
1,tarde,20,0,1,0,0,1,0,0,4.924629,1,0.085494,terca-feira,0,1
2,noite,126,2,7,243,0,5,4,11,33.041577,3,0.573618,segunda-feira,21,1
8,tarde,4,2,6,125,0,4,0,2,24.709061,2,0.429692,segunda-feira,0,1
2,madrugada,40,2,3,331,0,1,0,2,14.440501,1,0.251121,sabado,5,1
1,madrugada,60,0,4,6,0,4,0,1,18.474082,3,0.321265,sabado,3,1
1,tarde,7,0,11,651,8,3,462,11,13.012114,0,0.224743,quinta-Feira,6,1
2,?,43,0,3,47,0,3,20,2,14.043253,1,0.242554,quarta-feira,5,1
9,noite,643,0,12,218,0,12,0,12,133.686007,0,2.310845,terca-feira,23,0
3,tarde,54,0,4,101,0,4,0,4,23.145291,0,0.400071,terca-feira,20,1
3,noite,41,0,6,126,0,6,253,6,54.816512,0,0.947514,segunda-feira,31,1
3,noite,70,3,10,546,2,5,0,3,34.11883,4,0.589751,segunda-feira,12,1
10,noite,12,6,32,3063,1,25,704,23,71.832019,6,1.24162,quarta-feira,10,1
3,noite,10,0,5,193,0,5,26,5,40.04698,0,0.692214,quarta-feira,13,1
3,noite,8,0,4,46,0,4,602,4,27.158441,0,0.469435,quarta-feira,18,1
1,tarde,26,0,1,0,0,1,0,0,4.305155,0,0.074414,quarta-feira,5,1
2,noite,36,0,3,140,0,3,0,3,26.892428,0,0.464831,terca-feira,0,1
1,tarde,63,0,2,16,0,2,2,2,8.431157,0,0.14573,terca-feira,2,1
5,tarde,126,0,9,296,0,9,308,9,101.519403,0,1.756143,terca-feira,48,1
1,tarde,47,0,1,0,0,1,0,0,4.659391,1,0.080601,terca-feira,5,1
6,madrugada,102,2,14,256,1,11,148,12,79.90524,2,1.382247,terca-feira,15,1
1,madrugada,64,0,1,19,0,1,0,1,4.698362,0,0.081275,sexta-feira,0,1
2,madrugada,34,0,4,69,0,4,9,4,18.107958,0,0.313242,sexta-feira,17,0
3,noite,193,0,2,108,0,2,0,2,17.924229,0,0.310064,terca-feira,4,1
3,tarde,9,0,5,65,0,5,94,5,36.474296,0,0.630953,terca-feira,21,1
5,noite,3,0,6,46,0,6,46,6,31.734306,0,0.548958,sexta-feira,21,1
2,noite,26,0,2,32,0,2,0,2,17.396889,0,0.300941,quinta-Feira,22,1
3,noite,16,0,3,35,0,3,75,3,32.083027,0,0.555464,terca-feira,9,1
1,noite,16,0,1,8,0,1,0,1,4.491115,0,0.077756,terca-feira,0,0
2,madrugada,28,0,4,38,0,4,2,4,36.668126,0,0.635868,terca-feira,17,0
1,madrugada,50,0,2,28,0,2,0,2,9.071135,0,0.157304,terca-feira,14,0
1,noite,35,0,1,9,0,1,0,1,4.453704,0,0.077232,segunda-feira,0,1
2,noite,6,0,1,0,0,1,0,0,8.669878,0,0.150346,segunda-feira,2,1
6,tarde,84,1,13,180,0,12,107,11,85.831888,2,1.488426,quinta-Feira,31,1
3,noite,65,1,6,21,0,5,45,2,85.4875,4,1.482454,quarta-feira,6,1
1,noite,7,0,6,31,0,6,8,7,26.710212,0,0.463191,terca-feira,31,1
1,noite,6,0,7,31,1,6,68,7,26.710212,0,0.463191,terca-feira,31,0
1,noite,8,0,4,85,1,3,188,5,13.857029,0,0.24048,sexta-feira,27,1
2,noite,15,0,5,105,0,5,8,5,31.991729,0,0.555194,quinta-Feira,26,1
1,noite,40,0,3,98,0,3,125,3,13.607615,0,0.236151,quinta-Feira,9,1
1,noite,9,0,2,6,0,2,0,2,9.056446,0,0.157168,quinta-Feira,17,0
1,noite,18,0,1,9,0,1,0,1,4.348002,0,0.075457,terca-feira,3,1
1,tarde,92,0,1,0,0,1,0,0,4.623086,1,0.080644,segunda-feira,7,1
8,noite,138,5,18,342,0,13,183,12,135.89883,4,2.370589,sexta-feira,36,1
1,noite,11,0,1,15,0,1,0,1,4.632067,0,0.080801,quinta-Feira,4,1
4,madrugada,14,1,9,676,0,8,97,8,37.969206,0,0.662326,quarta-feira,6,1
1,madrugada,102,0,1,0,0,1,0,0,4.928893,1,0.085981,quarta-feira,22,1
2,noite,42,0,4,46,0,4,14,4,23.074587,0,0.404799,terca-feira,18,1
1,noite,32,0,1,0,0,1,0,0,4.573208,1,0.080229,segunda-feira,5,1
8,noite,192,5,19,337,0,14,106,11,127.789082,4,2.253581,sexta-feira,27,1
2,madrugada,82,1,7,187,0,6,422,7,32.983421,0,0.581668,sexta-feira,3,1
52,noite,2,6,42,2336,0,36,1226,35,415.127574,4,7.320806,quarta-feira,25,1
1,madrugada,21,0,1,37,0,1,0,1,4.739008,0,0.083573,quarta-feira,2,1
4,noite,11,0,40,943,0,40,528,46,223.053106,0,3.933558,terca-feira,79,1
2,tarde,51,0,1,15,0,1,0,1,10.220486,0,0.181754,segunda-feira,12,1
2,noite,4,0,6,12,0,6,0,2,23.147593,3,0.411643,sexta-feira,31,1
3,madrugada,26,3,14,604,1,10,179,15,36.308064,0,0.64133,sexta-feira,22,1
7,noite,8,9,19,1482,0,10,513,18,167.120932,0,2.971928,terca-feira,16,0
1,madrugada,109,0,1,4,0,1,0,1,5.115871,0,0.090977,sabado,21,1
1,madrugada,5,0,1,3,0,1,0,1,4.493729,0,0.079913,sabado,12,0
1,madrugada,30,0,1,0,0,1,14,1,4.394409,0,0.078147,sabado,2,1
1,noite,23,0,1,2,0,1,0,1,4.383267,0,0.077949,sexta-feira,0,1
1,noite,51,0,4,44,0,4,0,4,17.939964,0,0.31903,quinta-Feira,17,1
2,noite,28,0,3,53,0,3,70,3,24.227452,0,0.430842,quinta-Feira,4,1
3,noite,159,1,11,673,0,10,568,11,101.491282,0,1.806357,terca-feira,16,1
3,noite,91,3,3,0,0,0,0,0,14.039648,3,0.250514,quarta-feira,0,0
1,noite,7,0,1,6,0,1,0,1,4.796243,0,0.085581,terca-feira,25,1
2,tarde,90,0,2,12,0,2,15,2,9.144046,0,0.16316,segunda-feira,9,1
1,noite,4,0,1,11,0,1,0,1,4.733361,0,0.084456,sexta-feira,3,1
10,madrugada,2,1,22,1138,0,21,84,18,226.395438,4,4.032821,quarta-feira,23,1
1,noite,17,0,2,8,0,2,0,2,9.164902,0,0.163256,terca-feira,12,1
1,noite,86,0,3,38,0,3,126,3,14.039441,0,0.250092,segunda-feira,11,1
1,noite,38,0,1,0,0,1,0,0,4.8151,1,0.085777,sexta-feira,2,1
4,noite,160,0,10,171,0,10,145,10,53.076538,0,0.945516,quinta-Feira,22,1
1,madrugada,210,0,7,153,0,7,18,7,32.150081,0,0.607739,quarta-feira,0,1
1,noite,8,0,1,15,0,1,0,1,4.157742,0,0.074064,segunda-feira,0,1
2,noite,150,0,3,28,0,3,12,3,28.800604,0,0.513041,sexta-feira,5,1
1,madrugada,34,0,1,2,0,1,0,1,4.643236,0,0.082712,sexta-feira,0,1
1,noite,9,0,1,10,0,1,0,1,4.81328,0,0.085742,quinta-Feira,18,1
1,noite,20,0,8,61,0,8,24,8,36.889875,0,0.662204,segunda-feira,8,1
21,noite,108,3,27,546,0,24,30,22,199.273338,5,3.577122,segunda-feira,58,1
1,madrugada,37,0,1,14,0,1,0,1,4.503336,0,0.080839,sabado,5,1
1,madrugada,7,0,7,15,0,7,0,7,30.55117,0,0.548419,sabado,22,1
1,noite,4,0,1,0,0,1,0,0,5.3773,1,0.09684,sexta-feira,11,1
1,noite,5,0,1,0,0,1,0,0,5.109338,1,0.092014,sexta-feira,22,1
13,noite,30,43,128,514,46,39,14,13,552.546657,6,9.918673,sexta-feira,53,1
5,noite,101,6,17,473,0,11,455,8,57.947872,4,1.043585,sexta-feira,12,1
4,madrugada,7,0,28,259,0,28,0,28,112.552688,0,2.026964,sexta-feira,55,1
2,noite,51,0,3,0,0,3,0,0,15.94622,3,0.287176,quinta-Feira,16,1
1,noite,14,0,7,44,0,7,24,7,32.209569,0,0.580063,quarta-feira,8,0
1,noite,22,0,1,12,0,1,0,1,5.016341,0,0.090339,quarta-feira,16,1
1,madrugada,45,0,4,68,0,4,95,4,18.173967,0,0.327295,terca-feira,8,1
2,madrugada,25,0,1,6,0,1,0,1,4.903089,0,0.0883,quarta-feira,13,1
2,madrugada,26,0,5,94,0,5,153,5,23.124406,0,0.416448,terca-feira,10,1
1,noite,5,0,1,0,0,1,0,0,4.925322,1,0.0887,segunda-feira,19,1
5,madrugada,3,0,10,104,0,10,0,4,60.68814,4,1.092924,sabado,43,1
3,madrugada,42,0,4,0,1,3,0,0,0,2,0,sexta-feira,0,1
3,noite,3,0,9,4,0,9,0,1,42.647934,4,0.768047,quinta-Feira,55,1
2,madrugada,66,0,5,8,0,5,13,2,23.447586,1,0.424014,sexta-feira,12,1
1,madrugada,9,0,3,0,0,3,0,0,14.970986,3,0.270727,quinta-Feira,57,1
9,noite,119,3,112,83,3,106,3160,202,80.405243,5,1.454006,quarta-feira,43,1
1,noite,36,0,2,4,0,2,0,2,8.993894,0,0.162641,quarta-feira,26,1
2,noite,3,0,2,5,0,2,0,1,9.502563,0,0.17184,quarta-feira,30,1
1,noite,63,2,23,860,5,16,486,26,85.101479,0,1.536391,segunda-feira,62,1
6,madrugada,47,4,25,1568,0,21,2005,21,87.893444,1,1.586796,sabado,81,1
4,noite,5,1,10,110,0,9,0,8,96.71144,2,1.747531,quinta-Feira,42,1
2,noite,3,0,2,34,0,2,0,1,15.035889,1,0.271692,quinta-Feira,14,1
3,noite,7,1,10,137,0,9,10,12,46.23846,0,0.835501,quinta-Feira,44,1
1,madrugada,5,0,1,0,0,1,0,0,4.980463,1,0.089994,quinta-Feira,6,1
1,madrugada,34,0,1,24,0,1,0,1,4.592535,0,0.082984,quinta-Feira,0,1
6,noite,31,1,6,14,0,5,124,6,41.039113,0,0.741552,quarta-feira,19,1
1,noite,117,0,3,0,0,3,0,0,17.526909,3,0.3167,quarta-feira,0,1
1,noite,11,0,3,0,0,3,0,0,13.818001,1,0.249688,quarta-feira,24,1
1,noite,8,0,1,2,0,1,0,1,4.672709,0,0.084435,quarta-feira,19,1
1,noite,96,0,1,0,0,1,0,0,5.076023,1,0.091723,terca-feira,6,0
1,madrugada,35,0,2,345,0,2,0,2,8.951651,0,0.161755,terca-feira,5,1
2,noite,66,3,22,923,0,19,534,23,195.004668,2,3.523695,sexta-feira,107,1
6,noite,17,0,10,300,1,9,172,10,82.467834,0,1.490177,sexta-feira,46,1
1,noite,6,1,2,0,0,1,0,0,9.962065,2,0.180017,sexta-feira,1,1
3,noite,123,0,6,314,1,5,9,6,35.089677,0,0.645533,quarta-feira,35,1
1,noite,59,0,1,14,0,1,0,1,4.031224,0,0.074161,terca-feira,2,0
1,noite,32,0,1,0,0,1,0,0,4.97904,1,0.091598,terca-feira,23,1
2,noite,33,0,10,117,1,9,43,10,37.215146,0,0.672552,terca-feira,42,0
2,noite,36,0,3,47,0,3,46,3,13.786066,0,0.253645,quinta-Feira,8,1
72,noite,71,43,152,5784,22,87,2696,107,1290.093976,18,23.735974,quinta-Feira,147,1
5,noite,2,4,23,1581,0,19,837,24,310.740531,1,5.625388,quarta-feira,78,0
1,madrugada,38,1,8,126,0,7,7,8,36.755972,0,0.676832,terca-feira,34,1
1,tarde,26,0,1,14,0,1,0,1,5.138301,0,0.094618,sexta-feira,8,1
1,noite,7,0,1,0,0,1,0,0,4.945042,1,0.091059,quinta-Feira,0,1
1,noite,8,0,1,4,0,1,0,1,4.256299,0,0.078376,quinta-Feira,0,1
1,noite,25,0,3,35,0,3,2,3,13.885385,0,0.255688,quinta-Feira,23,1
1,tarde,57,0,2,0,0,2,0,0,10.105696,1,0.186088,quinta-Feira,4,1
11,noite,82,1,9,261,0,8,312,7,107.686769,1,1.984761,quarta-feira,22,1
1,noite,8,0,2,5,0,2,1,2,9.177325,0,0.169146,quarta-feira,5,1
2,madrugada,15,0,20,0,0,20,126,20,180.069267,0,3.3188,quarta-feira,8,0
1,noite,39,0,1,11,0,1,0,1,4.040928,0,0.074477,terca-feira,32,0
3,noite,13,0,9,53,0,9,0,6,4.841783,2,0.089237,sexta-feira,5,1
3,tarde,27,0,4,34,0,4,0,3,18.502903,1,0.340103,quarta-feira,14,1
1,tarde,43,0,1,0,0,1,0,0,4.801284,1,0.088253,quarta-feira,23,1
1,tarde,9,0,1,17,0,1,0,1,4.682592,0,0.086151,terca-feira,6,1
2,tarde,116,1,6,232,0,5,194,6,55.567312,0,1.022336,terca-feira,39,1
2,noite,145,0,4,32,0,4,0,3,18.37149,1,0.339807,sexta-feira,15,0
1,noite,33,0,1,1,0,1,0,1,4.636254,0,0.08575,sexta-feira,4,1
19,manha,41,1,127,3393,4,122,3700,126,1540.233223,1,28.487316,sexta-feira,90,1
3,noite,5,0,2,4,0,2,0,1,17.791733,1,0.329066,quinta-Feira,3,1
2,noite,11,0,3,48,0,3,0,3,9.452568,0,0.174831,quinta-Feira,2,1
1,noite,9,0,1,0,0,1,0,0,5.144115,1,0.095143,terca-feira,16,1
4,noite,86,0,3,377,0,3,0,1,5.144888,2,0.095158,sexta-feira,9,1
1,tarde,28,0,1,0,0,1,0,0,4.545348,1,0.084069,quarta-feira,4,1
10,tarde,3,7,45,1890,1,37,2353,35,228.094402,3,4.218671,terca-feira,49,1
1,tarde,68,0,2,5,0,2,49,2,9.100046,0,0.168308,terca-feira,5,1
19,noite,84,6,46,1432,1,39,504,39,305.27755,0,5.676634,sexta-feira,47,1
1,noite,5,0,1,2,0,1,0,1,4.437224,0,0.082785,sexta-feira,18,1
2,madrugada,19,1,7,32,0,6,2,4,32.800522,4,0.611957,sexta-feira,15,1
1,noite,79,0,3,0,0,3,4,2,13.868053,1,0.259446,terca-feira,5,1
11,madrugada,71,1,9,45,0,8,0,2,89.226606,5,1.670764,terca-feira,37,1
1,noite,21,0,7,55,0,7,64,7,32.541685,0,0.609907,sexta-feira,27,1
3,tarde,5,1,3,97,0,2,135,3,9.405639,0,0.176284,sexta-feira,34,1
2,noite,15,4,29,0,0,25,0,0,33.545791,5,0.630459,quinta-Feira,13,1
4,tarde,122,0,6,218,1,5,56,6,23.802523,0,0.447347,quinta-Feira,40,1
1,tarde,9,0,1,0,0,1,0,0,0,1,0,quinta-Feira,0,1
1,tarde,11,0,1,0,0,1,0,0,4.575295,1,0.085989,quinta-Feira,11,1
7,noite,3,4,11,542,0,7,287,11,61.464815,0,1.156188,terca-feira,50,1
4,noite,159,3,9,155,0,6,0,7,42.550888,0,0.802121,terca-feira,14,1
1,tarde,6,0,1,2,0,1,0,1,4.537402,0,0.085534,terca-feira,2,1
1,noite,7,0,1,2,0,1,0,1,4.782934,0,0.090162,sexta-feira,5,1
1,noite,12,4,109,542,0,105,214,161,487.253416,5,9.185143,sexta-feira,111,1
1,tarde,12,4,109,554,0,105,214,161,487.262151,5,9.185308,sexta-feira,111,0
1,madrugada,12,4,111,575,0,107,230,163,496.036932,5,9.359552,sexta-feira,124,0
8,tarde,46,1,9,233,0,8,612,8,50.900691,0,0.960428,quinta-Feira,36,1
1,noite,23,0,1,2,0,1,0,1,4.202163,0,0.079508,segunda-feira,2,1
2,madrugada,98,0,302,1876,0,302,660,301,1377.079942,1,26.053288,sexta-feira,108,1
16,noite,79,5,19,752,2,12,806,13,203.337734,1,3.846993,quinta-Feira,19,1
1,noite,34,0,4,8,0,4,0,5,17.929233,0,0.339206,quarta-feira,12,1
1,noite,6,0,1,8,0,1,0,1,4.029296,0,0.076231,quarta-feira,4,1
1,noite,8,0,1,6,0,1,0,3,4.339577,0,0.082101,quarta-feira,21,1
6,tarde,88,2,12,198,2,8,172,10,62.766342,1,1.190728,terca-feira,36,1
1,noite,34,1,7,20,0,6,0,4,33.750576,3,0.640891,segunda-feira,15,1
1,noite,25,0,1,3,0,1,0,1,4.278089,0,0.081237,segunda-feira,20,1
2,noite,5,0,1,0,0,1,0,0,9.91422,1,0.188261,sexta-feira,6,1
2,noite,7,0,1,4,0,1,0,1,9.895574,0,0.187907,sexta-feira,2,1
2,noite,91,0,2,99,0,2,0,2,19.011161,0,0.361011,quarta-feira,5,1
1,tarde,45,0,1,40,0,1,0,1,4.726003,0,0.089744,quarta-feira,2,1
8,noite,86,4,26,899,1,21,445,22,213.207095,3,4.055861,terca-feira,21,1
2,noite,8,2,9,1134,0,7,192,9,79.257539,0,1.507724,terca-feira,8,1
2,tarde,46,3,11,188,0,8,284,8,104.250473,3,1.98316,terca-feira,15,1
1,noite,10,0,1,2,0,1,0,1,4.69774,0,0.089365,segunda-feira,51,1
1,tarde,8,0,8,26,0,8,0,8,35.041255,0,0.666591,segunda-feira,7,1
1,tarde,58,0,2,35,0,2,0,2,9.382834,0,0.17849,segunda-feira,50,1
7,noite,23,5,11,11,0,6,0,2,71.422763,4,1.378661,quinta-Feira,49,1
10,noite,108,13,24,871,1,10,310,15,104.025516,0,2.013849,quinta-Feira,19,1
1,tarde,83,0,3,0,0,3,0,0,13.579369,1,0.262387,quinta-Feira,4,1
5,noite,2,2,27,610,2,23,52,26,123.901239,0,2.394074,quarta-feira,14,1
3,noite,21,3,13,262,0,10,42,12,48.158248,0,0.932271,quarta-feira,22,1
2,tarde,4,1,19,270,0,18,43,19,64.583312,0,1.259124,quarta-feira,12,0
12,madrugada,78,6,11,0,2,3,0,0,38.459367,3,0.749812,terca-feira,2,1
5,noite,5,2,10,758,0,8,231,9,37.738786,0,0.735763,segunda-feira,2,0
3,noite,20,0,3,0,2,1,0,0,13.403836,3,0.261324,segunda-feira,3,1
1,noite,17,0,2,1,0,2,20,2,9.283519,0,0.180993,segunda-feira,2,1
2,noite,36,0,4,41,0,4,20,4,18.366319,0,0.358074,segunda-feira,2,1
1,noite,37,0,3,31,0,3,0,3,14.03951,0,0.273717,sexta-feira,2,1
5,noite,3,0,3,12,0,3,16,3,17.988852,0,0.350714,sexta-feira,2,0
3,noite,125,3,22,1298,1,18,138,21,208.213493,0,4.056075,quinta-Feira,13,1
2,tarde,2,162,224,214,0,62,0,242,260.271109,32,5.070177,quinta-Feira,114,0
2,noite,23,0,1,44,0,1,0,1,8.543311,0,0.166427,quarta-feira,3,1
1,noite,63,1,5,102,0,4,15,5,23.612462,0,0.466032,terca-feira,4,1
1,tarde,61,1,6,84,0,5,25,6,27.912505,0,0.550902,terca-feira,9,0
1,madrugada,21,0,1,5,0,1,0,1,4.76685,0,0.094082,terca-feira,2,1
4,noite,42,7,22,925,4,11,54,18,91.274552,0,1.801462,segunda-feira,15,1
1,noite,9,0,1,4,0,1,0,1,4.245593,0,0.084442,segunda-feira,6,1
5,noite,38,2,17,349,3,12,498,16,61.609577,1,1.227781,sexta-feira,29,1
1,noite,19,0,5,221,5,0,0,3,0,1,0,sexta-feira,2,1
3,noite,10,0,6,640,0,6,0,5,13.993033,1,0.278258,sexta-feira,12,1
6,tarde,2,10,20,990,0,10,183,16,115.258594,0,2.291969,sexta-feira,28,1
3,noite,207,2,7,376,0,5,0,5,28.1383,2,0.559543,quinta-Feira,27,1
1,noite,20,1,6,40,0,5,62,4,28.648671,2,0.569692,quinta-Feira,17,1
1,noite,12,0,1,1,0,1,0,1,4.683643,0,0.093795,quarta-feira,4,1
3,tarde,53,3,9,167,1,5,0,4,39.962212,3,0.801152,quarta-feira,20,1
2,noite,34,0,4,188,1,3,0,2,5.280813,2,0.105868,terca-feira,6,1
9,noite,65,9,26,915,1,16,354,17,160.703308,0,3.222005,terca-feira,67,1
1,noite,56,0,1,4,0,1,0,1,4.367789,0,0.085367,segunda-feira,4,1
1,noite,38,2,5,318,0,3,0,5,23.705284,0,0.464166,quinta-Feira,12,1
31,noite,386,14,29,385,1,14,0,6,98.272993,8,1.924253,quinta-Feira,0,1
1,tarde,24,0,1,0,0,1,0,0,4.899166,1,0.095929,quinta-Feira,5,1
11,madrugada,13,0,47,4201,27,20,614,52,139.259634,2,2.726794,quinta-Feira,27,1
1,noite,30,0,1,11,0,1,0,1,4.477465,0,0.087672,quarta-feira,4,1
2,noite,32,1,1,112,0,0,0,1,10.901952,0,0.224256,terca-feira,0,1
53,noite,2,65,115,5172,14,36,799,58,617.000601,17,12.691822,terca-feira,44,1
1,noite,7,0,4,67,0,4,0,4,17.633956,0,0.362734,terca-feira,2,1
2,noite,7,0,2,4,0,2,0,1,19.211396,1,0.395182,terca-feira,3,1
3,noite,20,0,7,56,0,7,54,7,25.642285,0,0.542229,segunda-feira,18,1
1,tarde,31,0,3,0,0,3,0,0,13.418577,1,0.283748,segunda-feira,34,1
14,tarde,15,31,48,2961,3,14,237,820,181.689146,143,3.841981,sexta-feira,42,1
1,noite,146,0,2,12,0,2,12,2,9.331526,0,0.197324,quinta-Feira,0,1
1,noite,6,162,224,214,0,62,0,242,255.669192,32,5.406338,terca-feira,113,0
2,madrugada,7,1,5,158,0,4,0,4,18.426758,0,0.389649,terca-feira,41,0
3,noite,60,0,5,298,0,5,26,5,36.225877,0,0.76606,segunda-feira,8,1
1,noite,7,0,2,4,0,2,5,2,8.749806,0,0.185031,segunda-feira,0,1
6,tarde,48,0,7,268,0,7,59,7,28.147479,0,0.595231,segunda-feira,4,1
2,madrugada,18,0,17,280,0,17,0,16,85.014723,1,1.669407,quinta-Feira,9,1
1,madrugada,20,0,59,19,59,0,0,1,0,42,0,quinta-Feira,0,1
1,noite,53,0,3,63,0,3,0,3,14.354748,0,0.28188,quarta-feira,8,1
3,madrugada,38,0,2,46,0,2,0,2,5.229081,0,0.102682,quarta-feira,37,0
1,tarde,29,0,2,7,0,2,0,2,8.437674,0,0.165688,terca-feira,7,1
2,noite,10,0,3,17,0,3,0,3,13.843636,0,0.271842,sexta-feira,6,1
1,noite,140,0,2,78,0,2,0,2,9.297774,0,0.182576,sexta-feira,4,1
2,noite,33,0,9,700,0,9,124,9,81.687944,0,1.604125,quinta-Feira,17,1
2,noite,89,1,5,408,0,4,462,5,47.05493,0,0.946882,quarta-feira,0,0
1,noite,26,0,1,12,0,1,0,1,4.730471,0,0.09298,terca-feira,35,1
13,noite,2,0,2,590,0,2,312,2,51.499603,0,1.012252,terca-feira,12,1
1,madrugada,7,0,2,7,0,2,0,2,9.172788,0,0.180475,terca-feira,0,1
1,noite,25,0,1,3,0,1,0,1,4.579871,0,0.090109,segunda-feira,2,1
1,noite,16,0,1,0,0,1,0,0,4.826792,1,0.094968,segunda-feira,30,1
2,tarde,43,1,5,341,0,4,244,5,9.381898,0,0.18475,sexta-feira,2,1
3,noite,50,0,5,160,0,5,244,5,43.396287,0,0.854582,quarta-feira,12,1
4,tarde,3,0,7,46,0,7,77,7,51.790595,0,1.019887,quarta-feira,15,1
2,noite,7,0,5,83,0,5,138,5,36.32329,0,0.715317,terca-feira,13,1
2,tarde,17,0,1,16,0,1,0,1,4.913614,0,0.096764,terca-feira,30,1
2,noite,8,1,12,322,0,11,348,8,109.444345,4,2.155296,segunda-feira,17,1
3,noite,80,2,8,560,1,5,0,4,32.740702,3,0.644765,segunda-feira,30,1
1,noite,8,0,8,155,0,8,174,8,36.548403,0,0.71975,segunda-feira,6,0
2,tarde,8,0,3,24,0,3,22,3,27.107659,0,0.533833,segunda-feira,4,1
1,noite,8,0,3,26,0,3,0,3,13.21008,0,0.260147,sexta-feira,0,0
2,noite,8,0,4,179,0,4,94,4,31.66165,0,0.623515,sexta-feira,2,1
1,tarde,72,0,2,26,0,2,0,2,9.251376,0,0.18219,quinta-Feira,4,1
1,noite,8,0,1,1,0,1,0,1,4.32765,0,0.085223,quarta-feira,0,1
1,noite,9,0,1,0,0,1,0,0,4.90638,1,0.096619,segunda-feira,28,1
3,noite,25,0,2,6,0,2,0,1,9.291057,1,0.18296,sexta-feira,16,1
1,noite,88,0,2,13,0,2,0,2,9.116012,0,0.179512,quinta-Feira,3,1
13,madrugada,23,0,3,460,0,3,0,2,60.139982,1,1.184273,quarta-feira,16,1
1,noite,18,0,1,41,0,1,0,1,4.554684,0,0.08969,terca-feira,2,1
1,noite,6,0,2,27,0,2,63,2,9.197266,0,0.181112,segunda-feira,20,1
1,tarde,24,0,2,3,0,2,46,2,8.984307,0,0.176919,segunda-feira,0,1
2,noite,30,0,2,19,0,2,64,2,17.853639,0,0.351573,sexta-feira,0,1
1,noite,49,0,3,8,0,3,0,3,13.805495,0,0.271867,quarta-feira,6,1
4,tarde,11,0,8,22,0,8,6,5,60.110285,1,1.184894,segunda-feira,33,1
2,tarde,3,0,2,4,0,2,2,2,13.381381,0,0.26378,segunda-feira,4,1
3,tarde,46,0,4,20,0,4,0,4,8.553785,0,0.168616,sexta-feira,20,1
2,noite,10,0,3,149,0,3,28,3,13.976658,0,0.275515,quinta-Feira,3,1
2,noite,45,1,18,114,0,17,44,14,76.6872,3,1.523372,sexta-feira,56,1
2,noite,82,0,10,118,0,10,63,10,37.515449,0,0.746707,sexta-feira,49,1
1,tarde,27,0,1,2,0,1,0,1,4.296994,0,0.085527,quinta-Feira,0,1
1,tarde,25,0,1,3,0,1,0,1,4.298933,0,0.085566,quarta-feira,13,1
