@relation 'rosdistro-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R16,17,8,18,6,7,25,2,14,24,5,10,11,19,21,53'

@attribute test_churn numeric
@attribute new_entropy numeric
@attribute files_added numeric
@attribute entropy_diff numeric
@attribute description_length numeric
@attribute num_commits numeric
@attribute project_succ_rate numeric
@attribute created_at_day_turn {madrugada,noite,manha,tarde}
@attribute other_files numeric
@attribute prev_pull_reqs_project numeric
@attribute intra_branch {false,true}
@attribute files_modified numeric
@attribute files_changed numeric
@attribute commits_on_files_touched numeric
@attribute hotness numeric
@attribute status {0,1}

@data
0,4.410509,0,0.137307,36,1,0.934549,tarde,1,8113,false,1,1,1099,0.908264,1
0,4.312165,0,0.134245,48,1,0.934541,manha,1,8112,false,1,1,1098,0.905194,1
0,4.146664,0,0.129093,6,1,0.934649,noite,1,8110,false,1,1,1108,0.897166,1
0,4.35958,0,0.135721,36,1,0.934641,tarde,1,8109,false,1,1,1110,0.899514,1
0,4.372309,0,0.136118,40,1,0.934632,tarde,1,8108,false,1,1,532,0.431468,1
0,4.407226,0,0.137205,36,1,0.934624,tarde,1,8107,false,1,1,1126,0.913961,1
0,8.747452,0,0.272324,17,1,0.934616,madrugada,2,8106,false,2,2,1693,0.915721,1
0,4.36116,0,0.135771,73,1,0.934608,manha,1,8105,false,1,1,1152,0.89441,1
0,4.323227,0,0.13459,54,1,0.9346,manha,1,8104,false,1,1,542,0.421462,1
0,4.393416,0,0.136775,6,1,0.934592,manha,1,8103,false,1,1,81,0.063084,1
0,4.313684,0,0.134293,54,1,0.934584,manha,1,8102,false,1,1,1150,0.897036,1
0,4.2947,0,0.133702,180,1,0.934576,manha,1,8101,false,1,1,1148,0.896875,1
0,4.453624,0,0.138649,237,1,0.934568,noite,1,8100,false,1,1,1146,0.893916,1
0,4.494219,0,0.139913,144,1,0.93456,noite,1,8099,false,1,1,1144,0.894449,1
0,4.514335,0,0.140539,54,1,0.934552,noite,1,8098,false,1,1,597,0.468235,1
0,4.505473,0,0.140263,54,1,0.934544,noite,1,8097,false,1,1,1142,0.896389,1
0,4.511392,0,0.140448,54,1,0.934536,noite,1,8096,false,1,1,538,0.423289,1
0,4.556065,0,0.141838,77,1,0.934527,noite,1,8095,false,1,1,536,0.423381,1
0,4.548246,0,0.141595,77,1,0.934519,noite,1,8094,false,1,1,1136,0.898024,1
0,4.49756,0,0.140017,86,1,0.934511,noite,1,8093,false,1,1,536,0.424051,1
0,4.48827,0,0.139728,86,1,0.934503,noite,1,8092,false,1,1,1136,0.899446,1
0,4.478544,0,0.139425,109,1,0.934495,noite,1,8091,false,1,1,1136,0.900872,1
0,4.458867,0,0.138812,247,1,0.934487,tarde,1,8090,false,1,1,595,0.471848,1
0,4.321136,0,0.134525,54,1,0.934479,tarde,1,8089,false,1,1,593,0.471009,1
0,4.277722,0,0.133173,58,1,0.934471,manha,1,8088,false,1,1,1136,0.903021,1
0,9.006208,0,0.280379,5,2,0.934463,madrugada,1,8087,false,1,1,79,0.062798,1
0,4.479532,0,0.139456,84,1,0.934455,noite,1,8086,false,1,1,1134,0.905028,1
0,4.521492,0,0.140762,104,1,0.934447,noite,1,8085,false,1,1,593,0.473264,1
0,4.516219,0,0.140598,104,1,0.934438,noite,1,8084,false,1,1,1134,0.905028,1
0,4.521664,0,0.140767,104,1,0.93443,noite,1,8083,false,1,1,536,0.427773,1
0,4.495654,0,0.139958,61,1,0.934422,noite,1,8082,false,1,1,593,0.4744,1
0,4.481645,0,0.139522,61,1,0.934414,noite,1,8081,false,1,1,1134,0.9072,1
0,4.494926,0,0.139935,61,1,0.934406,noite,1,8080,false,1,1,534,0.4272,1
0,4.494134,0,0.13991,82,1,0.934522,noite,1,8079,false,1,1,534,0.4272,0
0,4.447377,0,0.138455,82,1,0.934637,noite,1,8078,false,1,1,1136,0.9088,0
0,4.478251,0,0.139416,82,1,0.934753,noite,1,8077,false,1,1,593,0.4744,0
0,4.481568,0,0.139519,195,1,0.934745,noite,1,8076,false,1,1,1135,0.909455,1
0,4.465609,0,0.139022,195,1,0.934737,noite,1,8075,false,1,1,532,0.426282,1
0,4.300891,0,0.133894,72,1,0.934729,tarde,1,8074,false,1,1,1154,0.925421,1
0,4.438828,0,0.138189,132,1,0.934721,tarde,1,8073,false,1,1,1158,0.932367,1
0,4.424907,0,0.137755,132,1,0.934713,tarde,1,8072,false,1,1,589,0.474235,1
0,4.453579,0,0.138648,48,1,0.934704,tarde,1,8071,false,1,1,530,0.426731,1
0,4.445985,0,0.138412,48,1,0.934696,tarde,1,8070,false,1,1,1158,0.932367,1
0,4.450998,0,0.138568,48,1,0.934688,tarde,1,8069,false,1,1,589,0.474235,1
0,4.375037,0,0.136203,295,1,0.93468,tarde,1,8068,false,1,1,528,0.424779,1
0,4.290295,0,0.133565,119,1,0.934672,manha,1,8067,false,1,1,1160,0.933977,1
0,0,0,0,136,1,0.934664,manha,1,8066,false,1,1,0,0,1
0,4.390187,0,0.136674,4,1,0.934656,manha,1,8065,false,1,1,74,0.059774,1
0,4.164728,0,0.129656,5,1,0.934648,manha,1,8064,false,1,1,1156,0.933764,1
0,0,0,0,57,1,0.93464,manha,1,8063,false,1,1,0,0,1
0,4.303368,0,0.133972,51,2,0.934632,manha,1,8062,false,1,1,74,0.059774,1
0,4.387469,0,0.13659,154,1,0.934623,noite,1,8061,false,1,1,593,0.472134,1
0,4.382671,0,0.13644,154,1,0.934615,noite,1,8060,false,1,1,1156,0.920382,1
0,4.483799,0,0.139589,52,1,0.934607,noite,1,8059,false,1,1,1157,0.921912,1
0,4.363336,0,0.135839,36,1,0.934599,noite,1,8058,false,1,1,592,0.472466,1
0,4.372193,0,0.136114,215,1,0.934591,tarde,1,8057,false,1,1,1155,0.921788,1
0,4.381394,0,0.136401,215,1,0.934583,tarde,1,8056,false,1,1,586,0.469928,1
0,4.388432,0,0.13662,93,1,0.934575,tarde,1,8055,false,1,1,1150,0.922213,1
0,4.395559,0,0.136842,93,1,0.934567,tarde,1,8054,false,1,1,586,0.469928,1
0,4.33166,0,0.134852,68,1,0.934559,tarde,1,8053,false,1,1,1150,0.922213,1
0,4.341971,0,0.135173,68,1,0.93455,tarde,1,8052,false,1,1,586,0.469928,1
0,4.376494,0,0.136248,5,1,0.934542,tarde,1,8051,false,1,1,1150,0.922213,1
0,4.39295,0,0.13676,165,1,0.934534,manha,1,8050,false,1,1,1153,0.9224,1
0,4.379923,0,0.136355,89,1,0.934526,manha,1,8049,false,1,1,1149,0.920673,1
0,4.470286,0,0.139168,75,1,0.934518,manha,1,8048,false,1,1,1149,0.920673,1
0,0,0,0,52,1,0.93451,manha,1,8047,false,1,1,0,0,1
0,4.548246,0,0.141595,73,1,0.934502,noite,1,8046,false,1,1,1152,0.923077,1
0,4.556065,0,0.141839,73,1,0.934493,noite,1,8045,false,1,1,522,0.418269,1
0,4.320833,0,0.134515,36,1,0.934485,noite,1,8044,false,1,1,1150,0.922213,1
0,4.308748,0,0.134139,36,1,0.934477,noite,1,8043,false,1,1,1148,0.922088,1
0,4.463138,0,0.138946,65,1,0.934469,noite,1,8042,false,1,1,584,0.469076,1
0,4.410895,0,0.137319,71,1,0.934461,noite,1,8041,false,1,1,582,0.467095,1
0,4.421391,0,0.137646,41,1,0.934453,tarde,1,8040,false,1,1,1153,0.926849,1
0,4.399305,0,0.136958,41,1,0.934445,tarde,1,8039,false,1,1,580,0.466238,1
0,4.334677,0,0.134946,91,1,0.934436,tarde,1,8038,false,1,1,1151,0.925986,1
0,4.427038,0,0.137822,36,1,0.934428,manha,1,8037,false,1,1,522,0.42029,1
0,4.417121,0,0.137513,36,1,0.93442,manha,1,8036,false,1,1,1151,0.926731,1
0,4.441062,0,0.138258,36,1,0.934412,manha,1,8035,false,1,1,580,0.467365,1
0,0,0,0,54,1,0.934404,manha,1,8034,false,1,1,0,0,1
0,4.45633,0,0.138734,219,1,0.934396,manha,1,8033,false,1,1,1150,0.928168,1
0,4.464657,0,0.138993,229,1,0.934387,manha,1,8032,false,1,1,578,0.466882,1
0,4.45633,0,0.138734,249,1,0.934504,manha,1,8031,false,1,1,1151,0.929725,0
0,4.227226,0,0.131601,36,1,0.934496,manha,1,8030,false,1,1,578,0.466882,1
0,4.464657,0,0.138993,259,1,0.934612,madrugada,1,8029,false,1,1,578,0.466882,0
0,4.516522,0,0.140608,55,1,0.934604,madrugada,1,8028,false,1,1,578,0.467638,1
0,4.506002,0,0.14028,55,1,0.934596,madrugada,1,8027,false,1,1,1151,0.93123,1
0,4.525021,0,0.140872,55,1,0.934588,madrugada,1,8026,false,1,1,518,0.419094,1
0,4.372311,0,0.136118,36,1,0.934696,madrugada,1,8024,false,1,1,1147,0.930251,1
0,4.327866,0,0.134734,62,1,0.934688,madrugada,1,8023,false,1,1,516,0.418491,1
0,4.262172,0,0.132689,6,1,0.93468,madrugada,1,8022,false,1,1,1145,0.929383,1
0,4.376921,0,0.136261,36,1,0.934671,madrugada,1,8021,false,1,1,576,0.468293,1
0,4.469639,0,0.139148,78,1,0.934663,noite,1,8020,false,1,1,512,0.415247,1
0,4.482232,0,0.13954,71,1,0.934655,noite,1,8019,false,1,1,512,0.415247,1
0,4.33141,0,0.134845,200,1,0.934647,noite,1,8018,false,1,1,1144,0.928571,1
0,4.334677,0,0.134946,111,1,0.934639,noite,1,8017,false,1,1,1145,0.928629,1
0,4.424826,0,0.137753,74,1,0.934631,tarde,1,8016,false,1,1,579,0.469968,1
0,4.489495,0,0.139766,113,1,0.934623,tarde,1,8015,false,1,1,1142,0.928455,1
0,4.486624,0,0.139677,109,1,0.934614,tarde,1,8014,false,1,1,1142,0.928455,1
0,4.433415,0,0.13802,125,1,0.934606,tarde,1,8013,false,1,1,510,0.414972,1
0,4.328569,0,0.134756,11,1,0.934598,tarde,1,8012,false,1,1,1140,0.928339,1
0,4.379245,0,0.136334,59,1,0.93459,tarde,1,8011,false,1,1,506,0.412724,1
0,4.329798,0,0.134795,55,1,0.934582,tarde,1,8010,false,1,1,506,0.412724,1
0,4.417682,0,0.137531,230,1,0.934574,manha,1,8009,false,1,1,1134,0.926471,1
0,4.430006,0,0.137914,230,1,0.934565,manha,1,8008,false,1,1,574,0.468954,1
0,4.415313,0,0.137457,697,1,0.934557,manha,1,8007,false,1,1,1134,0.926471,1
0,4.42807,0,0.137854,697,1,0.934549,manha,1,8006,false,1,1,574,0.468954,1
0,4.446455,0,0.138426,747,1,0.934541,madrugada,1,8005,false,1,1,1134,0.926471,1
0,4.454747,0,0.138684,757,1,0.934533,madrugada,1,8004,false,1,1,574,0.468954,1
0,4.468648,0,0.139117,64,1,0.934525,madrugada,1,8003,false,1,1,1135,0.925775,1
0,4.360669,0,0.135756,64,1,0.934516,madrugada,1,8002,false,1,1,1136,0.926591,1
0,4.422515,0,0.137681,36,1,0.934508,noite,1,8001,false,1,1,586,0.477588,1
0,0,0,0,54,1,0.9345,tarde,1,8000,false,1,1,0,0,1
0,4.272803,0,0.13302,48,1,0.934492,madrugada,1,7999,false,1,1,500,0.408497,1
0,4.237758,0,0.131929,36,1,0.934609,madrugada,1,7998,false,1,1,2,0.001631,0
0,4.27938,0,0.133225,107,1,0.9346,madrugada,1,7997,false,1,1,1148,0.936378,1
0,4.379999,0,0.136357,81,1,0.934592,madrugada,1,7996,false,1,1,500,0.40783,1
0,4.375713,0,0.136224,107,1,0.934709,madrugada,1,7995,false,1,1,1148,0.936378,0
0,4.383621,0,0.13647,224,1,0.934701,madrugada,1,7994,false,1,1,1148,0.936378,1
0,4.388687,0,0.136628,224,1,0.934693,madrugada,1,7993,false,1,1,578,0.471452,1
0,4.209075,0,0.131036,36,1,0.93481,madrugada,1,7992,false,1,1,2,0.001631,0
0,4.273779,0,0.133051,82,1,0.934927,madrugada,1,7991,false,1,1,2,0.001631,0
0,4.305435,0,0.134036,36,1,0.934919,madrugada,1,7990,false,1,1,500,0.40783,1
0,4.488232,0,0.139727,263,1,0.934911,madrugada,1,7989,false,1,1,578,0.469537,1
0,4.470916,0,0.139188,263,1,0.934902,madrugada,1,7988,false,1,1,1140,0.929095,1
0,4.432929,0,0.138005,99,1,0.934894,noite,1,7987,false,1,1,578,0.470301,1
0,4.439022,0,0.138195,74,1,0.934886,noite,1,7986,false,1,1,578,0.470301,1
0,4.421346,0,0.137645,99,1,0.934878,noite,1,7985,false,1,1,1140,0.927583,1
0,4.516522,0,0.140608,60,1,0.93487,noite,1,7984,false,1,1,578,0.470301,1
0,4.428083,0,0.137854,74,1,0.934862,noite,1,7983,false,1,1,1140,0.927583,1
0,4.506002,0,0.14028,60,1,0.934853,noite,1,7982,false,1,1,1140,0.927583,1
0,4.32285,0,0.134578,48,1,0.934845,noite,1,7981,false,1,1,498,0.405537,1
0,4.410361,0,0.137303,36,1,0.934837,tarde,1,7980,false,1,1,580,0.472313,1
0,4.504084,0,0.14022,63,1,0.934829,manha,1,7979,false,1,1,496,0.40358,1
0,4.335498,0,0.134972,155,1,0.934821,noite,1,7978,false,1,1,578,0.469537,1
0,4.433027,0,0.138008,125,1,0.934813,noite,1,7977,false,1,1,496,0.402271,1
0,4.378055,0,0.136297,82,1,0.934804,noite,1,7976,false,1,1,494,0.400974,1
0,4.472603,0,0.13924,72,1,0.934796,noite,1,7975,false,1,1,576,0.466775,1
0,4.267905,0,0.132868,63,1,0.934788,tarde,1,7974,false,1,1,492,0.399027,1
0,4.347437,0,0.135344,52,1,0.93478,tarde,1,7973,false,1,1,490,0.397727,1
0,4.363716,0,0.135851,52,1,0.934897,tarde,1,7972,false,1,1,490,0.397727,0
0,4.27968,0,0.133234,131,1,0.934889,tarde,1,7971,false,1,1,488,0.396426,1
0,4.298937,0,0.133834,82,1,0.934881,tarde,1,7970,false,1,1,486,0.395122,1
0,4.400209,0,0.136987,41,1,0.934873,manha,1,7969,false,1,1,484,0.393816,1
0,0,0,0,267,1,0.934864,manha,1,7968,false,1,1,0,0,1
0,0,0,0,71,1,0.934856,manha,1,7967,false,1,1,0,0,1
0,0,0,0,71,1,0.934848,manha,1,7966,false,1,1,0,0,1
0,0,0,0,100,1,0.93484,manha,1,7965,false,1,1,0,0,1
0,0,0,0,54,1,0.934832,manha,1,7964,false,1,1,0,0,1
0,4.309958,0,0.134177,48,1,0.934824,manha,1,7963,false,1,1,480,0.392478,1
0,0,0,0,49,1,0.934815,manha,1,7962,false,1,1,0,0,1
0,0,0,0,166,1,0.934807,madrugada,1,7961,false,1,1,0,0,1
0,0,0,0,45,1,0.934799,madrugada,1,7960,false,1,1,0,0,1
0,0,0,0,45,1,0.934791,madrugada,1,7959,false,1,1,0,0,1
0,0,0,0,50,1,0.934783,madrugada,1,7958,false,1,1,0,0,1
0,4.264722,0,0.132769,36,1,0.934774,madrugada,1,7957,false,1,1,472,0.385936,1
0,4.382519,0,0.136436,99,1,0.934766,noite,1,7956,false,1,1,470,0.383987,1
0,4.367863,0,0.13598,99,1,0.934884,noite,1,7955,false,1,1,470,0.383987,0
0,0,0,0,110,1,0.934876,noite,1,7954,false,1,1,0,0,1
0,4.303066,0,0.133962,263,1,0.934867,noite,1,7953,false,1,1,466,0.381342,1
0,4.357443,0,0.135655,77,1,0.934859,noite,1,7952,false,1,1,464,0.380328,1
0,4.427993,0,0.137852,4,1,0.934851,noite,1,7951,true,1,1,72,0.059016,1
0,4.422535,0,0.137682,4,1,0.934843,noite,1,7950,true,1,1,70,0.057471,1
0,4.353014,0,0.135517,433,1,0.934835,noite,1,7949,false,1,1,462,0.379934,1
0,4.365975,0,0.135921,12,1,0.934826,noite,1,7948,false,1,1,1153,0.948971,1
0,4.382383,0,0.136432,56,1,0.934818,tarde,1,7947,false,1,1,461,0.37602,1
0,4.339141,0,0.135085,52,1,0.93481,tarde,1,7946,false,1,1,459,0.375307,1
0,4.335668,0,0.134977,52,1,0.934802,tarde,1,7945,false,1,1,1170,0.956664,1
0,4.382674,0,0.136441,56,1,0.934794,tarde,1,7944,false,1,1,1170,0.956664,1
0,4.356411,0,0.135623,64,1,0.934785,manha,1,7943,false,1,1,577,0.471405,1
0,4.320636,0,0.134509,60,1,0.934777,madrugada,1,7942,false,1,1,457,0.373061,1
0,4.409613,0,0.137279,74,1,0.934769,madrugada,1,7941,false,1,1,455,0.371732,1
0,4.285854,0,0.133427,7,1,0.934761,madrugada,1,7940,true,1,1,69,0.056419,1
0,4.265672,0,0.132798,62,1,0.934752,madrugada,1,7939,false,1,1,453,0.371007,1
0,8.717169,0,0.271382,28,1,0.934744,madrugada,2,7938,false,2,2,78,0.058244,1
0,4.199688,0,0.130744,3,1,0.934736,madrugada,1,7937,false,1,1,1173,0.963054,1
0,4.376491,0,0.136248,66,1,0.934728,madrugada,1,7936,false,1,1,451,0.370583,1
0,4.405175,0,0.137141,51,1,0.93472,noite,1,7935,false,1,1,447,0.367901,1
0,4.3405,0,0.135128,55,1,0.934711,noite,1,7934,false,1,1,447,0.367901,1
0,4.548246,0,0.141596,78,1,0.934703,tarde,1,7933,false,1,1,1167,0.961285,1
0,4.499076,0,0.140065,69,1,0.934695,tarde,1,7932,false,1,1,1167,0.961285,1
0,4.494219,0,0.139914,99,1,0.934687,tarde,1,7931,false,1,1,1167,0.961285,1
0,4.478544,0,0.139426,52,1,0.934678,tarde,1,7930,false,1,1,1167,0.961285,1
0,4.315265,0,0.134342,183,1,0.93467,tarde,1,7929,false,1,1,445,0.366859,1
0,4.404638,0,0.137125,183,1,0.934662,manha,1,7928,false,1,1,1168,0.963696,1
0,4.375472,0,0.136217,88,1,0.934654,manha,1,7927,false,1,1,443,0.366116,1
0,4.383621,0,0.13647,98,1,0.934645,manha,1,7926,false,1,1,1164,0.961983,1
0,4.544188,0,0.141469,2,2,0.934763,manha,1,7925,false,1,1,66,0.054545,0
0,4.385952,0,0.136543,98,1,0.934755,manha,1,7924,false,1,1,586,0.484298,1
0,4.351269,0,0.135463,6,1,0.934747,madrugada,1,7923,false,1,1,64,0.052805,1
0,8.844665,0,0.275351,4,1,0.934739,madrugada,2,7922,false,2,2,1588,0.960396,1
0,4.352659,0,0.135507,149,1,0.93473,madrugada,1,7921,false,1,1,1164,0.961189,1
0,4.386664,0,0.136565,36,1,0.934722,madrugada,1,7920,false,1,1,439,0.36251,1
0,4.375157,0,0.136207,36,1,0.934714,madrugada,1,7919,false,1,1,1162,0.960331,1
0,4.363251,0,0.135836,149,1,0.934706,madrugada,1,7918,false,1,1,437,0.361456,1
0,4.36928,0,0.136024,36,1,0.934697,noite,1,7917,false,1,1,1159,0.962625,1
0,4.276412,0,0.133133,96,1,0.934689,noite,1,7916,false,1,1,1157,0.961762,1
0,4.406421,0,0.13718,84,1,0.934681,noite,1,7915,false,1,1,595,0.495008,1
0,12.95492,0,0.403311,4,1,0.934673,noite,3,7914,false,3,3,2133,0.493755,1
0,4.26249,0,0.132699,24,1,0.934664,noite,1,7913,false,1,1,1155,0.961699,1
0,4.365454,0,0.135905,57,1,0.934656,tarde,1,7912,false,1,1,430,0.358035,1
0,4.408968,0,0.13726,8,2,0.934648,tarde,1,7911,false,1,1,63,0.052456,1
0,4.358868,0,0.1357,131,1,0.93464,tarde,1,7910,false,1,1,1153,0.960833,1
0,17.499277,0,0.544786,131,4,0.934758,tarde,2,7909,false,2,2,1713,0.961635,0
0,4.368994,0,0.136015,131,1,0.93475,tarde,1,7908,false,1,1,591,0.494147,1
0,4.376619,0,0.136252,295,1,0.934741,tarde,1,7907,false,1,1,1149,0.959098,1
0,4.38536,0,0.136525,295,1,0.934733,manha,1,7906,false,1,1,589,0.4933,1
0,4.463355,0,0.138953,85,1,0.934725,manha,1,7905,false,1,1,1143,0.958089,1
0,4.314032,0,0.134304,3,1,0.934717,manha,1,7904,false,1,1,428,0.358759,1
0,4.255987,0,0.132497,393,1,0.934708,manha,1,7903,false,1,1,426,0.357383,1
0,4.313011,0,0.134272,52,1,0.9347,madrugada,1,7902,false,1,1,424,0.355705,1
0,4.383621,0,0.13647,67,1,0.934692,madrugada,1,7901,false,1,1,1145,0.96057,1
0,4.384175,0,0.136488,67,1,0.934684,madrugada,1,7900,false,1,1,589,0.494542,1
0,4.335884,0,0.134984,181,1,0.934675,madrugada,1,7899,false,1,1,1145,0.961377,1
0,4.34635,0,0.13531,181,1,0.934667,madrugada,1,7898,false,1,1,420,0.353238,1
0,4.276674,0,0.133141,96,1,0.934659,madrugada,1,7897,false,1,1,1145,0.962994,1
0,4.283507,0,0.133354,96,1,0.93465,madrugada,1,7896,false,1,1,420,0.353238,1
0,4.362034,0,0.135798,5,1,0.934642,noite,1,7895,false,1,1,1145,0.963805,1
0,4.643669,0,0.144566,5,1,0.934634,noite,1,7894,true,1,1,66,0.055602,1
0,4.548246,0,0.141596,251,1,0.934626,noite,1,7893,false,1,1,1143,0.963744,1
0,4.519781,0,0.14071,59,1,0.934617,noite,1,7892,false,1,1,418,0.353339,1
0,4.521222,0,0.140755,59,1,0.934609,noite,1,7891,false,1,1,589,0.497887,1
0,4.507501,0,0.140328,59,1,0.934601,noite,1,7890,false,1,1,1141,0.964497,1
0,4.491406,0,0.139827,67,1,0.934592,noite,1,7889,false,1,1,1135,0.961864,1
0,4.499076,0,0.140066,55,1,0.934584,noite,1,7888,false,1,1,1135,0.961864,1
0,4.494219,0,0.139914,99,1,0.934576,noite,1,7887,false,1,1,1135,0.961864,1
0,13.556455,0,0.422041,50,1,0.934568,tarde,2,7886,false,3,3,121,0.052321,1
0,4.280183,0,0.133251,7,1,0.934559,tarde,1,7885,false,1,1,1136,0.96027,1
0,4.377454,0,0.136279,162,1,0.934551,manha,1,7884,false,1,1,1139,0.962806,1
0,4.40373,0,0.137097,89,1,0.934543,manha,1,7883,false,1,1,1137,0.961929,1
0,4.437053,0,0.138135,202,1,0.934534,manha,1,7882,false,1,1,1136,0.962712,1
0,4.369505,0,0.136032,129,1,0.934526,manha,1,7881,false,1,1,1136,0.962712,1
0,4.389905,0,0.136667,101,1,0.934518,madrugada,1,7880,false,1,1,1134,0.961017,1
0,4.395836,0,0.136852,101,1,0.934509,madrugada,1,7879,false,1,1,592,0.501695,1
0,9.00536,0,0.280356,11,1,0.934501,noite,2,7878,false,2,2,121,0.052986,1
0,4.279529,0,0.133231,49,1,0.934493,noite,1,7877,false,1,1,416,0.350168,1
0,4.358592,0,0.135692,164,1,0.934485,noite,1,7876,false,1,1,414,0.347315,1
0,4.348627,0,0.135382,164,1,0.934476,noite,1,7875,false,1,1,1142,0.954849,1
0,4.362346,0,0.135809,65,1,0.934468,tarde,1,7874,false,1,1,412,0.344194,1
0,4.369982,0,0.136047,65,1,0.93446,tarde,1,7873,false,1,1,410,0.343096,1
0,4.373675,0,0.136162,104,1,0.934451,tarde,1,7872,false,1,1,1158,0.969849,1
0,4.378705,0,0.136318,104,1,0.934443,tarde,1,7871,false,1,1,596,0.499162,1
0,3.991687,0,0.12427,94,1,0.934435,madrugada,1,7870,false,1,1,12,0.010042,1
0,4.373236,0,0.136148,44,1,0.934426,madrugada,1,7869,false,1,1,1160,0.969089,1
0,4.335451,0,0.134972,143,1,0.934418,madrugada,1,7868,false,1,1,408,0.340852,1
0,4.342584,0,0.135194,51,1,0.93441,noite,1,7867,false,1,1,406,0.339465,1
0,4.390374,0,0.136682,3,1,0.934401,noite,1,7866,false,1,1,58,0.048495,1
0,4.36452,0,0.135877,51,1,0.93452,noite,1,7865,false,1,1,406,0.339465,0
0,4.446385,0,0.138425,3,1,0.934512,noite,1,7864,false,1,1,58,0.048536,1
0,4.342982,0,0.135206,36,1,0.934503,noite,1,7863,false,1,1,404,0.338075,1
0,4.358925,0,0.135702,84,1,0.934495,noite,1,7862,false,1,1,402,0.336966,1
0,4.364641,0,0.13588,84,1,0.934487,noite,1,7861,false,1,1,1164,0.97733,1
0,4.370396,0,0.13606,84,1,0.934478,noite,1,7860,false,1,1,597,0.501259,1
0,4.390125,0,0.136674,48,1,0.93447,noite,1,7859,false,1,1,398,0.334735,1
0,4.38839,0,0.13662,60,1,0.934462,noite,1,7858,false,1,1,398,0.334735,1
0,4.289769,0,0.13355,36,1,0.934453,noite,1,7857,false,1,1,396,0.333333,1
0,4.369096,0,0.136019,111,1,0.934445,tarde,1,7856,false,1,1,394,0.331929,1
0,4.398655,0,0.136939,111,1,0.934437,tarde,1,7855,false,1,1,1166,0.984797,1
0,4.389905,0,0.136667,101,1,0.934428,tarde,1,7854,false,1,1,1164,0.983939,1
0,4.395836,0,0.136852,101,1,0.93442,tarde,1,7853,false,1,1,594,0.502538,1
0,0,0,0,49,1,0.934412,manha,1,7852,false,1,1,0,0,1
0,4.26249,0,0.1327,393,1,0.934403,manha,1,7851,false,1,1,1160,0.982218,1
0,4.333091,0,0.134898,77,1,0.934395,madrugada,1,7850,false,1,1,392,0.332485,1
0,4.483544,0,0.139582,109,1,0.934387,madrugada,1,7849,false,1,1,592,0.50212,1
0,4.480905,0,0.1395,109,1,0.934378,madrugada,1,7848,false,1,1,1160,0.98472,1
0,4.37332,0,0.136151,62,1,0.93437,madrugada,1,7847,false,1,1,390,0.331351,1
0,4.529869,0,0.141024,96,1,0.934361,madrugada,1,7846,false,1,1,388,0.329932,1
0,4.259508,0,0.132607,198,1,0.934353,noite,1,7845,false,1,1,1158,0.985532,1
0,4.325111,0,0.13465,79,1,0.934345,noite,1,7844,false,1,1,384,0.327087,1
0,4.332865,0,0.134891,77,1,0.934336,noite,1,7843,false,1,1,1152,0.984615,1
0,4.322195,0,0.134559,79,1,0.934328,noite,1,7842,false,1,1,1152,0.984615,1
0,4.331667,0,0.134854,79,1,0.93432,noite,1,7841,false,1,1,591,0.505128,1
0,4.286602,0,0.133451,81,1,0.934311,tarde,1,7840,false,1,1,1152,0.984615,1
0,4.387272,0,0.136585,141,1,0.934303,tarde,1,7839,false,1,1,382,0.326775,1
0,4.302688,0,0.133952,198,1,0.934294,tarde,1,7838,false,1,1,585,0.502577,1
0,4.395791,0,0.13685,189,1,0.934286,tarde,1,7837,false,1,1,1150,0.987124,1
0,4.401782,0,0.137037,189,1,0.934278,tarde,1,7836,false,1,1,584,0.501718,1
0,4.288505,0,0.13351,36,1,0.934269,manha,1,7835,false,1,1,382,0.327616,1
0,4.422387,0,0.137678,36,1,0.93438,manha,1,7833,false,1,1,584,0.500858,1
0,4.322998,0,0.134584,36,1,0.934372,manha,1,7832,false,1,1,380,0.32646,1
0,4.311376,0,0.134222,36,1,0.934363,manha,1,7831,false,1,1,1148,0.986254,1
0,4.342688,0,0.135197,36,1,0.934355,manha,1,7830,false,1,1,584,0.501718,1
