@relation 'meteor-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,4,6,9,11,8,10,12,13,36,1,15,18,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute forward_links {false,true}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute requester {emgee3,tmeasday,aldeed,glasser,zol,Primigenus,woogenius,laosb,Sarah-Alsinan,mitar,aericson,mattmccutchen,martijnwalraven,trusktr,jithesh55,meonkeys,birkskyum,Kauress,cloudzombie,LewisW,sebakerckhof,avital,fabienb4,dotansimha,lassombra,mquandalle,queso,rafael-nunez,emars,benjamn,pra85,okland,ozsay,zimme,rdickert,jiku,jrmlstf,tonycastle,nagelflorian,sedouard,n1mmy,bwobst,mjmasn,bwhitty,IeuanG,nathan-muir,brunocassol,Veered,aofrozen,slava,sheeldotme,reel,lpinto93,horner,oricordeau,talha-asad,robfallows,devgrok,skishore,rgoomar,stubailo,bySabi,dburles,welelay,mbrookes,TomFreudenberg,zacharydenton,markoshust,yhoiseth,TechplexEngineer,AlexeyMK,greggman,benweissmann,timwachsener,KiwiHacks08,martijndeh,Gwendall,JonTheNiceGuy,ekatek,eXon,ClarenceL,theavish,anand-vishal,bradvogel,kencheung,dandv,johnthepink,brettle,yyx990803,DAB0mB,aramk,pbastowski,sclausen,DCKT,lalomartins,shadedprofit,maxnowack,cedla,wojtkowiak,wh0,Urigo,brianlukoff,OleksandrChekhovskyi,vjau,cherbst,dgreensp,luohuazju,tomwasd,timhaines,quetzalcoatl,anubhav94,servel333,Rebolon,TC827,JamesMGreene,acidsound,atcwells,peterchoo,wbyrnetx,kookoskar,lieuwex,kentonv,omeid,patmoore,RobertLowe,chmac,edwinlin1987,firdausramlan,clothiersphere,robertpitt,tahirabas12,ffxsam,ApplePicke,jboulhous,Kriegslustig,freiit,carterchung,HQingYi,zhenyasav,gsuess,dolgarev,zicai,speciose,Lavan,adhearn,alanning,BraveKenny,jperl,Andarist,avalanche1,rbabayoff,lezed1,copleykj,jagi,jozzas,dferber90,maersu,DenisGorbachev,krazyeom,SachaG,ryneeverett,skagedal,warrenseine,ecwyne,hammadasad,hjst,edull24,dabrorius,Siilwyn,ksepehri,aquator,raix,Dev1an,srounce,Danieboy,jamgold,Sanjo,zyzo,lucendio,rjakobsson,hwillson,dropfen,murillo128,tomarcafe,svda,koolaid1551,Tarang,multilinear,bobiblazeski,hypno2000,mininao,mariorodriguespt,jakozaur,awatson1978,yauh,romanzolotarev,tomByrer,0a-,DanielDent,prasadKodeInCloud,d4nyll,estark37,cuberoot,smallhelm,netanelgilad,prinzdezibel,fay-jai,nothingisdead,splendido,lourd,strikeout,adnissen,restebanez,rissem,knownasilya,ogourment,locksmithdon,taromero,graemian,comerc,musically-ut,waitingkuo,colllin,physiocoder,DanielDornhardt,anstarovoyt,Cangit,ChristianBundy,pcjpcj2,Maxim-Filimonov,PooMaster,sebsylvester,ograycode,chrisbridgett,LyuGGang,olizilla,kevinchiu,awwx,matteodem,plexorama,andylash,stefankutko,mizzao,gitter-badger,adelq,timbrandin,rosh93,vince-stark,Gaelan,richguan,rick-golden-healthagen,davidworkman9,rzymek,pscanf,ryanmurakami,timoabend,evliu,subhog,wulfmeister,prapicault,clauswitt,theosp,justinsb,CryptoQuick,WimAtIHomer,RichardLitt,giavjeko,apendua,JimHough,twhy,MaximDubrovin,plachintas,Sewdn,lorensr,thatneat,ImtiazMajeed,boneyao,cmather,ORiON-,duckspeaker,iamstephenkerr,jbruni,FredericoC,ducdigital,pahans,kevb,babenzele,arbesfeld,juan-lavaina,tbjers,mikowals,rcy,andyeskridge,AntonLS,felixrabe,vsivsi,arunoda,Pent,nodecoder,Neftedollar,lukemt,davegonzalez,rgould,paulswartz,gdi2290,jfhamlin,subjective,marcandre,ankurp,greggdourgarian,patrickleet,yeputons,andreas-karlsson,OyoKooN,michaelbishop,mart-jansink,siggioskarsson,jvanveen,jaredsohn,gandev-de,alexhancock,ScottPolhemus,Tarangp,danieljonce,FooBarWidget,blackcoat,lencinhaus,andriesmalan,MaerF0x0,zeldovich,et,akralj,mcbain,demyanrogozhin,mrmrs,bitsthatmatter,Maxhodges,codeinthehole,sdarnell,bruceharris,BenjaminRH,dnprock,opyh,ansman,meawoppl,andreioprisan,jpmx,ryw,btipling,mrhein,eymiha,deepwell,eldog,bchelli,reezer,drgorb,Xample,yubozhao,lennartcl,zvictor,johnston,adamjspooner,jacott,ashaffer,stephentcannon,gib,pius,sixolet,pmark,jagill,spang,AjayMT,joshuaconner,tutukin,ianserlin,kevee,erundook,jhoxray,reustle,pstuart2,justinledwards,nate-strauser,sylvaingi,rasmuserik,haircuttedfreak,jmhredsox,kevinxucs,qzg,biocross,krizka,michaelglenadams,jerico-dev,dbimmler,belisarius222,Multiply,mrcoles,bbbmmmlll,wihl,RoboTeddy,hijonathan,crunchie84,milesmatthias,xenolf,bramp,bminer,zealoushacker,imageoptimiser,michaelneale,geoffd123,danawoodman,AVGP,rep,scottburch,hipertracker,substack,Ed-von-Schleck,airlok,TimHeckel,acemtp,nwmartin,roymax,workmad3,lvbreda,stephanebisson,Charuru,Gigaroby,75lb,jwulf,ayal,evo42,html5cat,jbernab,tifroz,motro,yonggao,bradens,yanivoliver,possibilities,fivethirty,psoots,joshrtay,TomWij,alansikora,jaeh,heavyk,zhangcheng,alex-seville,corbanbrook,MStumpp,adrusi,mpj,node-migrator-bot,ibash,groodt,TrevorBurnham,1337807,sindrenm,wbzyl,thomasf1,jonathanKingston,jlamontagne,huetsch,clarete,cobbweb,barisbalic,antoviaque,tylerball,phillc,bfirsh,climboid,JasonGiedymin,jackp,gabriel-dehan,d2s,viddo,dsummersl,adrianmaurer,txm,alanvdam,jpmec,AndyMoreland,skalb,iwoj,mindscratch,bobbywarner,shama,jamesotron,dmayle,andredublin,kiba,heikki,thatguydan,joshmcarthur,quarterto,cldwalker,ghostrocket,bnookala,hswolff,davemo,edward,debergalis}
@attribute created_at_week_day {terca-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,quarta-feira}
@attribute src_churn numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
2,madrugada,false,18,0,1,0,1,0,0,jozzas,quarta-feira,0,0.047141,10,0
3,tarde,false,73,0,3,0,3,3,0,zimme,terca-feira,13,0.143741,115,1
1,noite,false,210,0,1,0,1,1,0,meonkeys,quinta-Feira,1,0.042895,11,1
1,madrugada,false,339,0,1,0,1,1,0,TomFreudenberg,quarta-feira,4,0.050622,20,0
1,madrugada,false,8,0,2,0,2,1,0,benjamn,quarta-feira,7,0.089205,6,1
1,madrugada,false,41,0,1,0,1,1,0,benjamn,quarta-feira,22,0.045498,6,1
1,tarde,false,90,0,1,0,1,1,0,dferber90,sabado,2,0.050503,0,1
2,tarde,false,145,0,2,0,2,2,0,dferber90,sabado,24,0.142568,8,1
2,noite,false,41,0,3,0,3,1,1,dferber90,sexta-feira,17,0.126279,46,0
1,madrugada,false,89,0,1,0,1,1,0,maersu,sexta-feira,3,0.048418,22,1
3,manha,false,17,0,26,6,20,26,0,slava,terca-feira,1243,2.610269,64,1
1,tarde,false,27,0,1,0,1,1,0,DenisGorbachev,domingo,2,0.047737,0,1
4,manha,false,17,0,4,0,4,4,0,krazyeom,sabado,26,0.180366,13,1
1,madrugada,false,3,0,1,0,1,1,0,SachaG,quarta-feira,2,0.045318,4,1
3,madrugada,false,24,0,1,0,1,1,0,ryneeverett,domingo,6,0.049311,0,1
25,madrugada,false,137,0,9,2,7,9,0,benjamn,sabado,4195,2.039675,12,1
13,tarde,false,142,0,10,5,5,8,0,wojtkowiak,sexta-feira,495,0.877579,58,1
1,tarde,false,68,0,1,0,1,1,0,chmac,sexta-feira,2,0.04878,5,0
1,manha,false,29,0,1,0,1,1,0,krazyeom,sexta-feira,2,0.047797,4,1
2,noite,false,31,0,1,0,1,0,1,skagedal,quinta-Feira,0,0.090779,0,1
1,madrugada,true,22,0,2,0,2,2,0,RobertLowe,quinta-Feira,18,0.093873,8,0
1,manha,false,107,0,2,0,2,2,0,tmeasday,quarta-feira,13,0.091062,2,0
1,manha,false,11,1,13,11,1,34,0,RobertLowe,terca-feira,504,0.561216,25,1
1,tarde,false,8,0,1,0,1,0,1,dandv,segunda-feira,0,0.050231,0,1
1,manha,false,4,0,1,0,1,0,1,warrenseine,domingo,0,0.046667,4,1
2,madrugada,false,28,0,2,0,2,2,0,RobertLowe,domingo,141,0.046109,7,1
1,madrugada,false,23,0,1,0,1,1,0,ecwyne,domingo,4,0.047691,0,1
1,manha,false,25,0,1,0,1,0,1,hammadasad,sexta-feira,0,0.047443,3,1
1,tarde,false,83,0,1,0,1,1,0,OleksandrChekhovskyi,quinta-Feira,24,0.044079,54,0
1,noite,false,33,0,1,0,1,1,0,hjst,quarta-feira,4,0.048506,8,1
1,madrugada,false,7,0,1,0,1,0,1,edull24,quarta-feira,0,0.047443,3,1
1,tarde,false,36,0,1,0,1,1,0,dabrorius,terca-feira,1,0.046653,3,0
3,noite,false,23,0,2,0,2,2,0,Siilwyn,segunda-feira,112,0.146662,2,1
1,tarde,false,18,0,2,0,2,2,0,DenisGorbachev,domingo,4,0.086403,4,1
1,tarde,false,8,0,1,0,1,0,1,ksepehri,sabado,0,0.046781,0,1
3,madrugada,false,147,0,4,1,3,4,0,stubailo,sabado,631,0.248597,14,0
19,madrugada,false,174,0,10,0,10,9,1,slava,sabado,374,1.780929,49,1
28,noite,false,174,0,15,0,15,14,1,slava,quinta-Feira,582,2.004069,50,1
1,noite,false,10,0,1,0,1,1,0,RobertLowe,quinta-Feira,2,0.044862,26,1
2,tarde,false,13,0,2,0,2,2,0,aquator,quinta-Feira,2,0.093998,3,0
9,manha,true,26,0,6,0,6,5,1,slava,quinta-Feira,198,0.578844,24,1
3,madrugada,false,14,0,5,0,5,5,0,stubailo,quinta-Feira,118,0.339877,66,1
1,tarde,false,58,0,2,0,2,2,0,raix,quarta-feira,134,0.093682,119,0
1,noite,false,15,0,1,0,1,0,1,Dev1an,terca-feira,0,0.04528,0,1
3,tarde,false,28,0,5,1,4,5,0,RobertLowe,sabado,73,0.19525,15,1
1,tarde,false,16,0,1,0,1,1,0,RobertLowe,sabado,2,0.045944,7,1
2,noite,false,34,0,1,0,1,1,0,srounce,sexta-feira,4,0.049356,26,0
1,madrugada,false,6,0,1,0,1,1,0,mitar,sexta-feira,2,0.044823,11,1
9,madrugada,false,21,0,2,0,2,2,0,mitar,sexta-feira,54,0.049222,11,1
10,madrugada,false,14,0,8,1,7,7,0,slava,quinta-Feira,49,0.57156,210,1
83,madrugada,false,14,0,50,2,48,41,0,slava,quinta-Feira,535,5.047655,469,1
250,tarde,false,2,10,141,7,124,119,2,Danieboy,quarta-feira,17918,20.491119,714,1
2,manha,true,44,0,1,0,1,1,0,nathan-muir,quarta-feira,13,0.04905,0,0
1,madrugada,false,336,0,2,0,2,2,0,kentonv,quarta-feira,24,0.093767,0,0
1,noite,true,14,0,2,0,2,2,0,jamgold,domingo,10,0.097917,29,1
31,manha,false,13,0,18,0,18,17,0,jamgold,sabado,82,1.831148,224,1
227,madrugada,false,8,10,127,13,104,102,2,jamgold,sabado,21354,20.821456,591,1
3,madrugada,false,8,0,1,0,1,1,0,slava,quinta-Feira,52,0.051701,15,1
1,noite,false,76,0,1,0,1,1,0,Sanjo,quarta-feira,43,0.043382,5,1
1,noite,false,17,0,3,0,3,3,0,stubailo,terca-feira,17,0.143942,60,1
1,madrugada,false,2,0,1,0,1,1,0,Primigenus,terca-feira,12,0.048053,2,1
3,manha,false,59,0,7,0,7,6,0,slava,domingo,149,0.36969,44,1
8,madrugada,false,79,0,4,0,4,2,2,zyzo,domingo,412,0.328337,25,1
2,noite,false,33,0,1,0,1,1,0,lucendio,quinta-Feira,14,0.097553,8,0
1,tarde,false,17,0,5,0,5,5,0,rjakobsson,quinta-Feira,10,0.236118,6,1
6,manha,false,43,0,6,0,6,6,0,stubailo,quinta-Feira,54,0.096633,77,0
38,manha,false,5,0,154,0,154,139,1,stubailo,quinta-Feira,535,9.432063,388,1
2,madrugada,false,42,0,3,0,3,3,0,hwillson,quinta-Feira,13,0.095998,18,1
3,madrugada,false,172,0,14,5,9,13,0,nathan-muir,quarta-feira,238,1.23444,15,0
1,madrugada,true,35,0,2,0,2,2,0,nathan-muir,quarta-feira,21,0.097421,0,0
3,madrugada,false,42,0,2,0,2,2,0,slava,quarta-feira,51,0.096126,2,1
4,madrugada,false,4,0,4,0,4,3,1,stubailo,terca-feira,11,0.233618,23,1
10,madrugada,false,2,0,132,0,132,119,0,dropfen,terca-feira,259,6.916525,238,1
1,manha,false,66,0,1,0,1,1,0,mitar,segunda-feira,2,0.049742,14,1
1,manha,false,2,0,1,0,1,1,0,mitar,domingo,1,0.047028,23,1
3,manha,false,37,0,3,0,3,2,1,hwillson,sexta-feira,7,0.088089,11,1
7,madrugada,false,25,0,20,0,20,19,0,stubailo,quinta-Feira,259,0.296111,50,0
3,manha,true,95,0,2,0,2,1,1,zol,quarta-feira,110,0.100509,18,1
1,madrugada,false,71,0,1,0,1,1,0,tmeasday,segunda-feira,28,0.050969,10,1
1,noite,false,11,0,1,0,1,1,0,hwillson,domingo,2,0.045283,16,1
1,madrugada,false,36,0,3,0,3,3,0,RobertLowe,sexta-feira,7,0.140027,5,1
6,tarde,false,32,0,6,0,6,6,0,slava,quinta-Feira,232,0.097548,3,1
3,manha,false,19,0,3,0,3,1,0,hwillson,quinta-Feira,15,0.048291,0,1
1,manha,false,10,0,1,0,1,1,0,mitar,quarta-feira,0,0.047896,3,1
2,madrugada,false,35,0,1,0,1,1,0,stubailo,quarta-feira,40,0.102245,0,1
2,tarde,false,30,0,2,0,2,2,0,murillo128,terca-feira,2,0.145137,0,1
5,manha,false,54,0,9,3,6,8,0,slava,terca-feira,208,0.432195,12,1
2,manha,false,62,0,2,0,2,2,0,slava,terca-feira,10,0.204813,4,0
1,madrugada,false,46,0,1,0,1,1,0,queso,segunda-feira,1,0.050282,93,1
2,manha,false,11,0,1,0,1,1,0,mitar,sabado,0,0.050335,0,0
1,madrugada,false,3,0,1,0,1,1,0,mitar,sabado,0,0.047861,0,1
1,tarde,false,37,0,1,0,1,1,0,tomarcafe,quinta-Feira,4,0.048634,5,1
1,tarde,false,14,0,1,0,1,1,0,svda,quinta-Feira,1,0.050761,9,0
1,manha,false,21,0,2,0,2,1,0,koolaid1551,terca-feira,2,0.087037,13,1
1,noite,false,12,0,1,0,1,1,0,Tarang,domingo,1,0.049835,2,0
9,manha,false,14,0,7,0,7,6,1,slava,sexta-feira,282,0.949157,22,0
1,manha,false,12,0,1,0,1,1,0,svda,sexta-feira,1,0.054439,7,0
2,madrugada,false,26,0,1,0,1,1,0,slava,sexta-feira,36,0.051876,12,1
1,madrugada,false,19,0,1,0,1,1,0,meonkeys,quinta-Feira,2,0.04899,73,1
4,madrugada,false,29,0,4,0,4,4,0,slava,quarta-feira,70,0.299145,90,1
3,noite,false,79,0,3,0,3,3,0,multilinear,terca-feira,39,0.172793,12,1
2,noite,false,13,0,1,0,1,1,0,Siilwyn,terca-feira,8,0.049788,0,0
1,tarde,false,26,0,1,0,1,1,0,bobiblazeski,terca-feira,13,0.043642,11,0
2,tarde,false,48,0,1,0,1,1,0,hypno2000,terca-feira,23,0.049001,0,1
1,madrugada,false,6,0,1,0,1,1,0,dandv,terca-feira,4,0.054455,13,0
1,tarde,false,2,0,1,0,1,1,0,mitar,domingo,1,0.053545,16,1
1,noite,false,7,0,1,0,1,1,0,dandv,sabado,15,0.055365,3,1
1,madrugada,false,10,0,1,0,1,1,0,mininao,sexta-feira,2,0.054089,0,0
1,noite,false,94,0,1,0,1,0,1,bwhitty,quarta-feira,0,0.05153,13,1
1,manha,false,117,0,1,0,1,1,0,mariorodriguespt,sabado,2,0.051276,8,0
5,madrugada,false,76,0,9,0,9,9,0,jakozaur,sexta-feira,242,0.817019,90,1
9,noite,false,49,0,2,0,2,2,0,awatson1978,quinta-Feira,322,0.314991,0,1
1,noite,false,8,0,1,0,1,0,0,DenisGorbachev,quinta-Feira,0,0.056474,8,0
1,noite,false,24,0,1,0,1,1,0,DenisGorbachev,quinta-Feira,8,0.051821,2,1
1,tarde,false,15,0,1,0,1,0,0,yauh,quarta-feira,0,0.048088,16,0
7,madrugada,false,53,0,10,3,7,9,1,stubailo,terca-feira,572,0.740435,23,0
41,madrugada,false,6,0,20,0,20,18,1,slava,terca-feira,1076,0.309114,3,1
19,noite,false,57,0,16,1,15,14,1,stubailo,segunda-feira,713,1.39547,45,1
1,tarde,false,2,0,1,0,1,1,0,romanzolotarev,domingo,2,0.051368,2,1
1,madrugada,false,17,0,1,0,1,1,0,tomByrer,domingo,3,0.050107,0,0
9,madrugada,false,8,0,7,0,7,6,1,stubailo,sabado,201,0.046652,5,1
2,madrugada,true,32,0,3,0,3,2,1,stubailo,sabado,53,0.054339,13,0
1,noite,false,51,0,1,0,1,1,0,mitar,sexta-feira,0,0.050995,0,1
1,tarde,false,14,0,1,0,1,1,0,0a-,quinta-Feira,8,0.050612,40,1
1,manha,false,33,0,1,0,1,1,0,rbabayoff,quinta-Feira,7,0.052209,0,1
5,madrugada,false,146,0,1,0,1,1,0,gsuess,quinta-Feira,9,0.049956,8,1
2,madrugada,false,28,0,2,0,2,2,0,slava,quinta-Feira,17,0.108123,14,1
4,manha,false,12,0,3,1,2,3,0,DanielDent,quarta-feira,91,0.052421,0,1
1,manha,false,12,0,1,0,1,1,0,DanielDent,quarta-feira,7,0.053584,0,0
25,manha,false,16,0,33,1,32,28,0,prasadKodeInCloud,segunda-feira,369,2.032821,311,1
1,manha,false,16,0,1,0,1,1,0,RobertLowe,domingo,2,0.053243,1,0
1,noite,false,18,0,1,0,1,1,0,mitar,sabado,2,0.056383,7,1
1,tarde,false,65,0,1,0,1,0,1,d4nyll,sabado,0,0.053587,17,1
3,madrugada,false,83,0,2,0,2,2,0,estark37,sabado,34,0.216582,17,0
153,manha,false,17,2,70,16,52,53,0,stubailo,quinta-Feira,4395,12.698563,660,0
1,manha,false,43,0,2,0,2,2,0,cuberoot,quinta-Feira,6,0.107121,4,0
1,noite,false,52,0,1,0,1,1,0,smallhelm,terca-feira,5,0.048699,3,1
5,madrugada,false,8,0,2,0,2,2,0,netanelgilad,segunda-feira,23,0.203821,0,1
1,madrugada,false,163,0,1,0,1,1,0,prinzdezibel,segunda-feira,2,0.052047,66,0
1,manha,false,21,0,1,0,1,0,0,fay-jai,domingo,0,0,0,1
2,madrugada,false,71,0,3,1,2,3,0,avital,sabado,48,0.050371,5,1
1,noite,true,22,0,1,0,1,1,0,smallhelm,sexta-feira,2,0.048151,0,1
28,manha,false,21,0,21,0,21,18,0,slava,terca-feira,254,1.121174,261,1
2,madrugada,false,144,0,4,0,4,3,0,glasser,terca-feira,68,0.432304,37,0
3,madrugada,false,50,0,4,0,4,4,0,nothingisdead,segunda-feira,33,0.38082,9,0
1,madrugada,false,45,0,3,0,3,3,0,glasser,domingo,120,0.165081,199,1
1,tarde,false,24,0,1,0,1,1,0,splendido,sabado,41,0.056811,0,1
1,manha,false,133,0,9,2,7,9,0,glasser,sabado,161,0.507739,169,1
2,manha,false,136,0,4,0,4,4,0,glasser,sabado,141,0.446018,424,1
1,madrugada,false,57,0,1,0,1,1,0,lourd,sexta-feira,2,0.055768,0,0
1,manha,false,37,0,1,0,1,0,1,strikeout,terca-feira,0,0.055059,5,0
1,noite,false,22,0,1,0,1,0,1,adnissen,domingo,0,0.048073,7,1
1,manha,false,22,0,1,0,1,1,0,adnissen,terca-feira,2,0.051375,74,0
1,manha,false,47,0,1,0,1,1,0,adnissen,terca-feira,13,0.057601,35,0
1,noite,false,62,0,1,0,1,1,0,restebanez,segunda-feira,5,0.052943,0,1
2,noite,false,13,0,2,0,2,2,0,estark37,domingo,6,0.205922,1,1
1,manha,false,8,0,1,0,1,1,0,dandv,domingo,4,0.057886,16,0
1,madrugada,false,8,0,1,0,1,1,0,dandv,domingo,6,0.058051,15,0
1,tarde,false,3,0,1,0,1,1,0,Primigenus,sabado,2,0.051476,80,1
2,madrugada,false,35,0,2,0,2,1,0,rissem,sabado,8,0.101746,196,1
1,madrugada,false,11,0,1,0,1,1,0,dandv,sabado,4,0.054702,104,1
1,noite,false,7,0,1,0,1,1,0,timhaines,quinta-Feira,2,0.053501,0,1
2,manha,false,38,0,1,0,1,1,0,tmeasday,quinta-Feira,23,0.114342,30,1
21,madrugada,false,72,3,45,11,31,37,0,ekatek,quinta-Feira,3321,0.987814,573,1
1,madrugada,false,10,0,3,0,3,3,0,estark37,quarta-feira,5,0.158103,92,1
4,madrugada,false,95,0,2,0,2,2,0,estark37,quarta-feira,54,0.435357,4,1
5,tarde,false,71,0,6,0,6,6,0,stubailo,terca-feira,269,0.544887,327,0
5,madrugada,false,42,0,53,0,53,53,0,stubailo,terca-feira,3173,5.862909,1054,1
1,noite,false,53,0,3,0,3,3,0,DanielDent,domingo,53,0.169439,16,1
1,tarde,false,108,0,1,0,1,1,0,Primigenus,domingo,6,0.057577,12,1
1,noite,false,36,0,1,0,1,1,0,Sanjo,sabado,13,0.052975,16,1
1,noite,false,5,0,1,0,1,1,0,knownasilya,sexta-feira,6,0.051943,0,1
2,manha,false,46,0,1,0,1,1,0,ekatek,sexta-feira,112,0.053477,105,1
3,madrugada,false,15,0,5,0,5,4,1,slava,terca-feira,64,0.167207,22,1
1,noite,false,63,0,1,0,1,1,0,ogourment,domingo,4,0.050874,15,1
1,manha,false,22,1,3,0,2,0,2,mquandalle,sabado,0,0.108099,33,1
1,noite,false,6,0,1,0,1,1,0,mquandalle,sexta-feira,1,0.054362,76,1
1,manha,false,28,0,1,0,1,1,0,locksmithdon,sexta-feira,3,0.0523,17,0
16,manha,false,672,0,25,0,25,24,0,ekatek,sexta-feira,2763,1.250571,891,1
1,noite,false,119,0,1,0,1,1,0,taromero,quinta-Feira,6,0.054157,12,0
1,noite,false,60,0,1,0,1,1,0,graemian,quinta-Feira,2,0.047671,5,1
1,tarde,false,5,0,1,0,1,1,0,dandv,quinta-Feira,2,0.052567,5,1
1,manha,false,5,0,1,0,1,1,0,dandv,quinta-Feira,4,0.055757,3,1
1,madrugada,false,3,0,1,0,1,1,0,dandv,quinta-Feira,3,0.054602,4,1
1,tarde,false,2,0,1,0,1,1,0,comerc,terca-feira,4,0.056104,3,0
1,manha,false,49,0,3,0,3,3,0,benjamn,terca-feira,83,0.162753,99,1
1,tarde,false,7,0,1,0,1,1,0,comerc,domingo,8,0.056469,13,0
1,madrugada,false,8,0,1,0,1,1,0,dandv,sexta-feira,0,0.05642,28,0
160,noite,false,12,21,208,6,181,189,1,glasser,terca-feira,16133,29.610447,1304,1
2,noite,false,37,0,1,0,1,1,0,musically-ut,terca-feira,70,0.055841,69,1
8,tarde,false,40,0,29,0,29,28,0,slava,segunda-feira,556,0.055667,23,1
1,noite,false,42,0,1,0,1,0,1,trusktr,domingo,0,0.053635,10,1
2,noite,false,42,0,1,0,1,0,1,trusktr,domingo,0,0.056319,5,0
1,noite,false,23,0,1,0,1,1,0,musically-ut,sabado,2,0.05229,69,1
1,manha,false,18,0,1,0,1,1,0,waitingkuo,sexta-feira,1,0.047743,93,0
1,tarde,false,50,0,23,0,23,21,1,dandv,quinta-Feira,176,1.218952,691,0
2,manha,false,67,0,3,1,2,3,0,tmeasday,quinta-Feira,158,0.326912,59,1
1,noite,false,5,0,1,0,1,1,0,colllin,quarta-feira,2,0.054972,14,1
2,tarde,false,5,0,3,0,3,2,1,dandv,terca-feira,8,0.164529,88,0
1,noite,false,3,0,1,0,1,1,0,physiocoder,segunda-feira,8,0.053269,16,0
1,noite,true,105,0,1,0,1,1,0,DanielDornhardt,segunda-feira,2,0.049984,35,1
1,tarde,false,95,0,1,0,1,1,0,DanielDornhardt,segunda-feira,2,0.051729,35,0
1,tarde,false,17,0,1,0,1,1,0,anstarovoyt,sexta-feira,2,0.056459,5,1
1,manha,false,18,0,1,0,1,1,0,Cangit,sexta-feira,1,0.053634,88,0
1,tarde,false,117,0,1,0,1,1,0,glasser,terca-feira,10,0.052496,34,1
1,madrugada,false,55,0,1,0,1,0,1,ChristianBundy,terca-feira,0,0.054751,4,1
3,noite,false,45,0,2,0,2,0,3,pcjpcj2,domingo,0,0.108676,9,1
6,madrugada,false,75,1,20,17,2,14,4,Maxim-Filimonov,sabado,127,0.296214,2,0
2,manha,false,65,0,2,0,2,2,0,PooMaster,sexta-feira,2,0.105196,9,1
20,manha,false,172,1,32,0,31,32,0,glasser,sexta-feira,1659,6.219814,872,1
2,noite,false,63,0,2,0,2,2,0,glasser,quinta-Feira,13,0.104589,99,1
3,noite,false,37,0,2,0,2,2,0,sebsylvester,quinta-Feira,13,0.159559,3,0
1,tarde,false,78,0,1,0,1,1,0,ograycode,quinta-Feira,3,0.052808,15,1
3,manha,false,60,0,1,0,1,1,0,TomFreudenberg,quinta-Feira,67,0.106451,239,1
1,noite,false,2,0,1,0,1,0,1,physiocoder,quarta-feira,0,0.050812,8,1
6,manha,false,8,0,4,0,4,3,1,dandv,quarta-feira,41,0.05459,4,0
1,tarde,false,8,0,1,0,1,1,0,chrisbridgett,segunda-feira,2,0.053084,16,1
1,manha,false,37,0,1,0,1,1,0,mitar,sexta-feira,7,0.052436,4,1
1,tarde,false,11,0,1,0,1,1,0,LyuGGang,quinta-Feira,4,0.052279,7,0
1,tarde,false,11,0,1,0,1,1,0,LyuGGang,quinta-Feira,4,0.052279,7,0
1,madrugada,false,17,0,1,0,1,0,1,olizilla,quinta-Feira,0,0.059223,6,0
1,noite,false,49,0,1,0,1,1,0,benweissmann,quarta-feira,7,0.051984,4,1
1,madrugada,false,4,0,1,0,1,1,0,dandv,quarta-feira,2,0.049884,133,1
1,madrugada,false,5,0,1,0,1,1,0,dandv,quarta-feira,5,0.053415,5,1
1,madrugada,false,12,0,1,0,1,0,1,rgoomar,quarta-feira,0,0.055478,6,1
1,madrugada,false,18,0,1,0,1,1,0,kevinchiu,quarta-feira,2,0.051938,4,1
1,noite,false,100,0,3,0,3,3,0,awwx,terca-feira,6,0.161319,19,1
1,madrugada,false,25,0,1,0,1,1,0,Urigo,terca-feira,6,0.067249,102,1
1,madrugada,false,14,0,3,0,3,4,0,benjamn,terca-feira,163,0.213131,4,1
