@relation 'meteor-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,4,6,9,11,8,10,12,13,36,1,15,18,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute forward_links {false,true}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute requester {emgee3,tmeasday,aldeed,glasser,zol,Primigenus,woogenius,laosb,Sarah-Alsinan,mitar,aericson,mattmccutchen,martijnwalraven,trusktr,jithesh55,meonkeys,birkskyum,Kauress,cloudzombie,LewisW,sebakerckhof,avital,fabienb4,dotansimha,lassombra,mquandalle,queso,rafael-nunez,emars,benjamn,pra85,okland,ozsay,zimme,rdickert,jiku,jrmlstf,tonycastle,nagelflorian,sedouard,n1mmy,bwobst,mjmasn,bwhitty,IeuanG,nathan-muir,brunocassol,Veered,aofrozen,slava,sheeldotme,reel,lpinto93,horner,oricordeau,talha-asad,robfallows,devgrok,skishore,rgoomar,stubailo,bySabi,dburles,welelay,mbrookes,TomFreudenberg,zacharydenton,markoshust,yhoiseth,TechplexEngineer,AlexeyMK,greggman,benweissmann,timwachsener,KiwiHacks08,martijndeh,Gwendall,JonTheNiceGuy,ekatek,eXon,ClarenceL,theavish,anand-vishal,bradvogel,kencheung,dandv,johnthepink,brettle,yyx990803,DAB0mB,aramk,pbastowski,sclausen,DCKT,lalomartins,shadedprofit,maxnowack,cedla,wojtkowiak,wh0,Urigo,brianlukoff,OleksandrChekhovskyi,vjau,cherbst,dgreensp,luohuazju,tomwasd,timhaines,quetzalcoatl,anubhav94,servel333,Rebolon,TC827,JamesMGreene,acidsound,atcwells,peterchoo,wbyrnetx,kookoskar,lieuwex,kentonv,omeid,patmoore,RobertLowe,chmac,edwinlin1987,firdausramlan,clothiersphere,robertpitt,tahirabas12,ffxsam,ApplePicke,jboulhous,Kriegslustig,freiit,carterchung,HQingYi,zhenyasav,gsuess,dolgarev,zicai,speciose,Lavan,adhearn,alanning,BraveKenny,jperl,Andarist,avalanche1,rbabayoff,lezed1,copleykj,jagi,jozzas,dferber90,maersu,DenisGorbachev,krazyeom,SachaG,ryneeverett,skagedal,warrenseine,ecwyne,hammadasad,hjst,edull24,dabrorius,Siilwyn,ksepehri,aquator,raix,Dev1an,srounce,Danieboy,jamgold,Sanjo,zyzo,lucendio,rjakobsson,hwillson,dropfen,murillo128,tomarcafe,svda,koolaid1551,Tarang,multilinear,bobiblazeski,hypno2000,mininao,mariorodriguespt,jakozaur,awatson1978,yauh,romanzolotarev,tomByrer,0a-,DanielDent,prasadKodeInCloud,d4nyll,estark37,cuberoot,smallhelm,netanelgilad,prinzdezibel,fay-jai,nothingisdead,splendido,lourd,strikeout,adnissen,restebanez,rissem,knownasilya,ogourment,locksmithdon,taromero,graemian,comerc,musically-ut,waitingkuo,colllin,physiocoder,DanielDornhardt,anstarovoyt,Cangit,ChristianBundy,pcjpcj2,Maxim-Filimonov,PooMaster,sebsylvester,ograycode,chrisbridgett,LyuGGang,olizilla,kevinchiu,awwx,matteodem,plexorama,andylash,stefankutko,mizzao,gitter-badger,adelq,timbrandin,rosh93,vince-stark,Gaelan,richguan,rick-golden-healthagen,davidworkman9,rzymek,pscanf,ryanmurakami,timoabend,evliu,subhog,wulfmeister,prapicault,clauswitt,theosp,justinsb,CryptoQuick,WimAtIHomer,RichardLitt,giavjeko,apendua,JimHough,twhy,MaximDubrovin,plachintas,Sewdn,lorensr,thatneat,ImtiazMajeed,boneyao,cmather,ORiON-,duckspeaker,iamstephenkerr,jbruni,FredericoC,ducdigital,pahans,kevb,babenzele,arbesfeld,juan-lavaina,tbjers,mikowals,rcy,andyeskridge,AntonLS,felixrabe,vsivsi,arunoda,Pent,nodecoder,Neftedollar,lukemt,davegonzalez,rgould,paulswartz,gdi2290,jfhamlin,subjective,marcandre,ankurp,greggdourgarian,patrickleet,yeputons,andreas-karlsson,OyoKooN,michaelbishop,mart-jansink,siggioskarsson,jvanveen,jaredsohn,gandev-de,alexhancock,ScottPolhemus,Tarangp,danieljonce,FooBarWidget,blackcoat,lencinhaus,andriesmalan,MaerF0x0,zeldovich,et,akralj,mcbain,demyanrogozhin,mrmrs,bitsthatmatter,Maxhodges,codeinthehole,sdarnell,bruceharris,BenjaminRH,dnprock,opyh,ansman,meawoppl,andreioprisan,jpmx,ryw,btipling,mrhein,eymiha,deepwell,eldog,bchelli,reezer,drgorb,Xample,yubozhao,lennartcl,zvictor,johnston,adamjspooner,jacott,ashaffer,stephentcannon,gib,pius,sixolet,pmark,jagill,spang,AjayMT,joshuaconner,tutukin,ianserlin,kevee,erundook,jhoxray,reustle,pstuart2,justinledwards,nate-strauser,sylvaingi,rasmuserik,haircuttedfreak,jmhredsox,kevinxucs,qzg,biocross,krizka,michaelglenadams,jerico-dev,dbimmler,belisarius222,Multiply,mrcoles,bbbmmmlll,wihl,RoboTeddy,hijonathan,crunchie84,milesmatthias,xenolf,bramp,bminer,zealoushacker,imageoptimiser,michaelneale,geoffd123,danawoodman,AVGP,rep,scottburch,hipertracker,substack,Ed-von-Schleck,airlok,TimHeckel,acemtp,nwmartin,roymax,workmad3,lvbreda,stephanebisson,Charuru,Gigaroby,75lb,jwulf,ayal,evo42,html5cat,jbernab,tifroz,motro,yonggao,bradens,yanivoliver,possibilities,fivethirty,psoots,joshrtay,TomWij,alansikora,jaeh,heavyk,zhangcheng,alex-seville,corbanbrook,MStumpp,adrusi,mpj,node-migrator-bot,ibash,groodt,TrevorBurnham,1337807,sindrenm,wbzyl,thomasf1,jonathanKingston,jlamontagne,huetsch,clarete,cobbweb,barisbalic,antoviaque,tylerball,phillc,bfirsh,climboid,JasonGiedymin,jackp,gabriel-dehan,d2s,viddo,dsummersl,adrianmaurer,txm,alanvdam,jpmec,AndyMoreland,skalb,iwoj,mindscratch,bobbywarner,shama,jamesotron,dmayle,andredublin,kiba,heikki,thatguydan,joshmcarthur,quarterto,cldwalker,ghostrocket,bnookala,hswolff,davemo,edward,debergalis}
@attribute created_at_week_day {terca-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,quarta-feira}
@attribute src_churn numeric
@attribute entropy_diff numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
1,manha,true,115,0,1,0,1,1,0,Veered,terca-feira,2,0.038895,0,1
1,noite,false,2,0,1,0,1,1,0,mitar,segunda-feira,2,0.041018,0,1
1,noite,false,55,0,1,0,1,1,0,mitar,domingo,10,0.041813,0,0
9,madrugada,false,54,0,3,0,3,3,0,aofrozen,sabado,171,0.254671,0,0
1,madrugada,false,16,0,1,0,1,1,0,slava,terca-feira,12,0.04219,4,1
1,tarde,false,9,0,1,0,1,1,0,mitar,domingo,5,0.035857,10,1
1,noite,false,13,0,1,0,1,1,0,mitar,sabado,3,0.042913,4,1
1,tarde,false,42,0,1,0,1,1,0,sheeldotme,sabado,2,0.042331,1,1
1,madrugada,false,10,0,1,0,1,1,0,reel,quarta-feira,2,0.046706,5,1
201,noite,false,164,25,66,27,14,8,0,lpinto93,segunda-feira,1129,6.989399,9,0
200,madrugada,false,173,6,47,27,14,8,0,lpinto93,segunda-feira,765,6.989399,10,0
193,madrugada,false,152,23,61,24,14,8,0,lpinto93,segunda-feira,1099,6.779159,10,0
1,madrugada,false,168,0,1,0,1,1,0,horner,segunda-feira,2,0.042327,5,1
1,manha,false,59,0,2,0,2,1,1,oricordeau,domingo,3,0.07616,4,1
2,madrugada,false,8,0,8,0,8,6,0,avital,quinta-Feira,14,0.301019,19,1
1,noite,false,23,0,1,0,1,1,0,talha-asad,sabado,10,0.040386,1,0
2,tarde,false,96,0,1,0,1,1,0,robfallows,sexta-feira,342,0.083759,1,1
3,noite,false,55,0,2,0,2,2,0,devgrok,quinta-Feira,16,0.08355,1,1
1,manha,false,8,0,1,0,1,1,0,mitar,quinta-Feira,2,0.038431,12,1
1,tarde,false,59,0,3,0,3,2,1,skishore,terca-feira,17,0.123992,4,1
1,tarde,false,15,0,1,0,1,1,0,okland,quinta-Feira,2,0.040867,3,1
1,tarde,false,8,0,1,0,1,1,0,okland,quinta-Feira,2,0.041682,3,0
1,manha,false,25,0,1,0,1,1,0,mitar,quinta-Feira,4,0.042175,6,1
2,madrugada,false,11,0,1,0,1,1,0,mitar,quinta-Feira,4,0.044259,3,1
1,noite,false,1,0,1,0,1,1,0,Primigenus,quarta-feira,2,0.038858,1,1
1,madrugada,false,6,0,1,0,1,1,0,mitar,quarta-feira,2,0.041198,4,1
4,madrugada,false,88,0,6,0,6,6,0,martijnwalraven,quarta-feira,15,0.332135,20,1
1,manha,false,32,0,1,0,1,1,0,rgoomar,terca-feira,2,0.041724,6,1
50,madrugada,false,120,0,23,0,23,23,0,benjamn,terca-feira,2844,2.442952,75,1
2,noite,false,51,0,4,0,4,4,0,stubailo,segunda-feira,44,0.124789,21,1
1,noite,false,24,0,1,0,1,1,0,bySabi,quarta-feira,2,0.035403,5,1
1,tarde,false,4,0,1,0,1,1,0,mitar,quarta-feira,2,0.039204,8,0
2,madrugada,false,109,0,5,2,3,3,2,nathan-muir,sabado,117,0.429895,11,1
43,madrugada,false,197,16,112,31,65,84,2,Veered,sabado,2132,4.073208,179,1
5,noite,true,13,0,3,0,3,3,0,zimme,sexta-feira,13,0.042512,3,1
1,manha,false,71,0,1,0,1,1,0,dburles,sexta-feira,2,0.040427,1,1
1,tarde,false,8,0,1,0,1,1,0,welelay,quinta-Feira,3,0.040583,12,1
2,madrugada,false,16,0,2,0,2,2,0,stubailo,quarta-feira,12,0.040755,11,1
2,madrugada,false,10,0,2,0,2,2,0,stubailo,quarta-feira,49,0.130179,9,1
1,tarde,false,11,0,1,0,1,1,0,mbrookes,terca-feira,4,0.039151,1,1
3,madrugada,false,46,0,4,1,3,4,0,mbrookes,terca-feira,162,0.080289,48,0
3,madrugada,false,29,16,54,30,8,33,0,sebakerckhof,terca-feira,1571,1.503957,83,1
1,madrugada,false,41,0,1,0,1,1,0,okland,segunda-feira,3,0.042062,0,1
1,madrugada,false,27,0,24,0,24,21,0,TomFreudenberg,segunda-feira,44,0.983052,50,1
2,noite,false,66,0,2,0,2,2,0,benjamn,sexta-feira,266,0.166475,9,1
3,madrugada,false,122,0,8,4,4,8,0,stubailo,quinta-Feira,2345,0.489375,48,1
1,noite,false,33,0,1,0,1,1,0,rgoomar,terca-feira,2,0.043755,63,0
2,noite,false,35,0,2,0,2,2,0,zacharydenton,segunda-feira,2,0.038706,2,1
1,manha,false,10,0,1,0,1,1,0,markoshust,segunda-feira,13,0.039496,4,0
2,tarde,true,23,0,1,0,1,1,0,mbrookes,domingo,76,0.037767,55,0
1,noite,false,4,0,1,0,1,1,0,yhoiseth,sexta-feira,2,0.037723,3,0
2,noite,false,75,0,4,0,4,4,0,TechplexEngineer,sexta-feira,21,0.166053,14,0
17,manha,false,84,2,38,13,23,26,0,avital,sexta-feira,2513,3.407403,57,0
1,madrugada,false,42,0,1,0,1,1,0,AlexeyMK,sexta-feira,1,0.042144,2,1
2,manha,false,90,0,3,0,3,3,0,greggman,quinta-Feira,20,0.236904,17,0
1,madrugada,false,68,0,1,0,1,1,0,benweissmann,terca-feira,4,0.042983,16,1
1,madrugada,false,4,0,1,0,1,1,0,timwachsener,segunda-feira,1,0.042421,23,0
4,tarde,false,1,0,3,0,3,3,0,KiwiHacks08,sabado,67,0.166973,24,1
1,noite,false,156,0,2,0,2,2,0,martijndeh,quinta-Feira,2,0.080244,12,1
1,tarde,false,2,0,1,0,1,1,0,Gwendall,quinta-Feira,2,0.040266,6,1
1,manha,false,13,0,2,0,2,1,1,JonTheNiceGuy,quinta-Feira,9,0.083419,1,0
6,madrugada,false,51,0,4,0,4,2,2,ekatek,quinta-Feira,42,0.133496,6,1
4,noite,false,20,0,2,0,2,1,1,JonTheNiceGuy,terca-feira,11,0.08263,1,0
1,tarde,false,56,0,1,0,1,1,0,eXon,segunda-feira,2,0.042656,34,1
1,manha,false,95,0,1,0,1,1,0,ClarenceL,segunda-feira,4,0.041987,2,0
1,manha,false,7,0,1,0,1,1,0,theavish,sexta-feira,6,0.040422,4,0
1,noite,false,39,0,1,0,1,1,0,anand-vishal,quarta-feira,2,0.03923,3,0
1,madrugada,false,8,0,1,0,1,1,0,bradvogel,terca-feira,2,0.040501,5,1
3,tarde,false,6,0,2,0,2,2,0,kencheung,quinta-Feira,60,0.039781,0,1
1,manha,false,5,0,1,0,1,0,1,dandv,quarta-feira,0,0.042578,2,1
1,noite,false,2,0,1,0,1,1,0,johnthepink,terca-feira,2,0.038211,3,1
2,manha,false,16,0,3,0,3,3,0,bradvogel,terca-feira,21,0.125611,6,0
1,madrugada,false,3,0,1,0,1,1,0,stubailo,terca-feira,2,0.038351,4,0
1,madrugada,false,4,0,1,0,1,1,0,stubailo,terca-feira,1,0.038209,4,0
1,tarde,false,6,0,1,0,1,1,0,kencheung,domingo,32,0.043228,1,0
1,manha,false,4,0,1,0,1,1,0,brettle,domingo,2,0.040039,7,1
1,madrugada,false,3,0,2,2,0,1,0,yyx990803,sabado,19,0.082004,0,1
1,noite,false,25,0,2,0,2,2,0,DAB0mB,sexta-feira,2,0.080158,1,1
1,tarde,false,48,0,1,0,1,1,0,aramk,quinta-Feira,2,0.039778,2,1
4,noite,false,136,0,2,0,2,2,0,pbastowski,quarta-feira,152,0.084951,10,0
1,manha,false,83,0,4,0,4,0,1,sclausen,quarta-feira,0,0.152232,5,0
1,madrugada,false,22,0,1,0,1,1,0,rgoomar,quarta-feira,6,0.04432,50,1
1,manha,false,5,0,1,0,1,1,0,zimme,terca-feira,3,0.039546,49,1
2,manha,false,30,0,1,0,1,1,0,DCKT,terca-feira,16,0.039949,3,0
1,madrugada,false,102,0,6,0,6,6,0,glasser,terca-feira,124,0.255215,96,1
9,tarde,false,15,0,8,0,8,8,0,lalomartins,segunda-feira,403,0.747975,4,0
1,madrugada,false,33,0,1,0,1,1,0,shadedprofit,domingo,2,0.043934,1,0
1,tarde,false,11,0,1,0,1,1,0,mitar,sabado,6,0.041663,17,1
4,noite,false,63,0,5,0,5,3,2,maxnowack,sexta-feira,10,0.126385,2,1
1,noite,false,103,0,3,0,3,3,0,cedla,sexta-feira,75,0.12207,25,0
2,tarde,false,199,0,3,0,3,3,0,wojtkowiak,sexta-feira,95,0.171402,4,0
2,madrugada,false,39,0,1,0,1,1,0,stubailo,quinta-Feira,118,0.041915,2,1
1,madrugada,false,60,0,1,0,1,1,0,wh0,quarta-feira,9,0.038213,1,1
1,manha,false,7,0,9,9,0,1,2,Urigo,terca-feira,33,0.330786,0,0
2,madrugada,false,335,0,5,0,5,5,0,avital,terca-feira,150,0.170778,6,1
1,madrugada,false,17,0,1,0,1,1,0,mitar,terca-feira,6,0.043699,2,1
1,madrugada,false,19,0,6,0,6,6,0,nathan-muir,terca-feira,12,0.258491,5,1
1,tarde,false,37,0,1,0,1,1,0,mitar,domingo,0,0.040248,0,1
1,tarde,false,5,0,2,0,2,2,0,mitar,domingo,12,0.081452,0,1
1,noite,false,26,0,1,0,1,1,0,brianlukoff,sabado,5,0.041322,0,1
1,tarde,false,24,0,1,0,1,1,0,wh0,sabado,30,0.041682,2,0
1,tarde,false,57,0,3,0,3,3,0,OleksandrChekhovskyi,sexta-feira,27,0.121692,14,1
1,madrugada,false,122,0,23,5,18,19,0,stubailo,terca-feira,470,0.937481,102,1
2,noite,false,56,0,2,0,2,2,0,eXon,domingo,4,0.088098,16,0
1,noite,false,34,0,1,0,1,1,0,vjau,domingo,2,0.043781,6,1
1,tarde,false,7,0,1,0,1,1,0,cherbst,sabado,2,0.044877,2,0
1,madrugada,false,15,0,1,0,1,1,0,brettle,sabado,6,0.041846,6,1
2,noite,false,13,0,1,0,1,1,0,dgreensp,sexta-feira,40,0.04091,19,1
1,noite,false,7,0,1,0,1,1,0,avital,sexta-feira,8,0.042334,2,0
3,noite,false,15,0,2,0,2,2,0,dandv,quinta-Feira,27,0.047065,1,1
3,noite,false,3,0,3,0,3,3,0,luohuazju,quarta-feira,16,0.127682,6,0
1,madrugada,false,11,0,1,0,1,1,0,stubailo,quarta-feira,38,0.043042,16,1
9,manha,false,1,0,11,0,11,10,0,stubailo,terca-feira,362,0.547084,66,0
1,madrugada,false,28,0,7,0,7,6,0,stubailo,terca-feira,482,0.296966,27,1
2,noite,false,75,0,1,0,1,1,0,martijnwalraven,domingo,263,0.043042,2,0
2,noite,false,54,0,1,0,1,1,0,tomwasd,domingo,42,0.044765,0,0
1,noite,false,10,0,1,0,1,1,0,timhaines,quinta-Feira,2,0.043081,0,1
14,manha,false,237,3,20,9,8,8,1,ekatek,quinta-Feira,27,0.759098,18,1
1,madrugada,false,12,0,1,0,1,1,0,Primigenus,quarta-feira,2,0.037985,0,1
1,tarde,false,12,0,1,0,1,0,1,dandv,terca-feira,0,0.039836,10,1
1,tarde,false,30,0,1,0,1,1,0,quetzalcoatl,terca-feira,61,0.045705,0,0
1,noite,false,33,0,1,0,1,1,0,dandv,domingo,2,0.038902,7,1
2,manha,false,26,0,4,1,3,3,0,brettle,domingo,8,0.123585,14,1
1,madrugada,false,161,0,1,0,1,1,0,anubhav94,sabado,6,0.041873,11,1
2,tarde,false,24,0,1,0,1,1,0,dandv,sexta-feira,10,0.040876,0,1
2,noite,false,78,0,1,0,1,0,1,servel333,quinta-Feira,0,0.042301,10,1
2,noite,false,30,0,1,0,1,1,0,Rebolon,terca-feira,11,0.043576,3,1
1,noite,true,49,0,2,0,2,2,0,benjamn,terca-feira,129,0,0,0
1,tarde,false,114,0,11,0,11,10,0,benjamn,terca-feira,1650,0,0,1
1,tarde,false,13,0,1,0,1,1,0,sebakerckhof,segunda-feira,2,0.04019,4,1
1,noite,false,9,0,1,0,1,0,0,mbrookes,domingo,0,0.039347,1,0
3,madrugada,false,110,0,10,0,10,10,0,TC827,sabado,231,0.58791,64,0
1,noite,false,2,0,1,0,1,1,0,TC827,sexta-feira,5,0.040003,5,0
1,madrugada,false,22,0,1,0,1,0,0,JamesMGreene,sexta-feira,0,0.04598,0,1
1,tarde,false,7,0,1,0,1,1,0,cherbst,quinta-Feira,3,0.042119,17,1
5,noite,false,84,0,17,5,12,15,0,dgreensp,terca-feira,127,0.595692,42,1
10,manha,false,149,0,17,11,6,8,4,anubhav94,terca-feira,319,1.053586,43,0
2,madrugada,false,20,0,1,0,1,1,0,stubailo,terca-feira,11,0.039891,9,1
1,manha,false,78,0,6,1,5,6,0,brettle,segunda-feira,67,0.262852,12,1
1,madrugada,false,29,0,1,0,1,1,0,Primigenus,domingo,12,0.042275,1,1
2,noite,false,955,0,12,6,6,13,0,stubailo,sexta-feira,151,0.475767,9,1
1,manha,false,47,0,2,0,2,2,0,stubailo,quarta-feira,6,0.08586,4,1
1,madrugada,false,165,1,32,28,3,19,2,stubailo,quarta-feira,1205,1.19295,12,1
1,madrugada,true,30,0,4,0,4,4,0,TechplexEngineer,quarta-feira,14,0.174384,15,0
1,manha,false,18,0,1,0,1,1,0,OleksandrChekhovskyi,terca-feira,2,0.043362,1,1
1,noite,false,21,0,1,0,1,0,1,acidsound,sexta-feira,0,0.042169,3,1
2,madrugada,false,11,0,3,0,3,2,0,martijnwalraven,sexta-feira,23,0,0,1
10,madrugada,false,30,0,4,0,4,4,0,martijnwalraven,sexta-feira,166,0.417035,37,1
1,tarde,false,25,0,1,0,1,1,0,atcwells,quinta-Feira,4,0.049599,0,0
1,tarde,false,91,0,1,0,1,1,0,TomFreudenberg,quinta-Feira,14,0.040427,5,0
1,tarde,false,10,0,2,0,2,1,1,peterchoo,quarta-feira,2,0.091213,8,1
1,noite,false,18,0,1,0,1,1,0,wbyrnetx,sabado,2,0.040263,7,1
1,madrugada,false,1,0,1,0,1,1,0,Primigenus,sabado,2,0.04143,4,1
1,noite,false,7,0,1,0,1,1,0,kookoskar,sexta-feira,1,0.042624,1,1
1,madrugada,false,5,0,1,0,1,1,0,trusktr,sexta-feira,3,0.042195,18,1
1,noite,false,4,0,1,0,1,1,0,lieuwex,quinta-Feira,3,0.04535,1,1
1,madrugada,false,3,0,1,0,1,1,0,trusktr,quinta-Feira,2,0.046342,0,0
3,manha,false,65,0,11,0,11,11,0,nathan-muir,quarta-feira,105,0.574301,8,1
1,manha,false,38,0,1,0,1,1,0,kentonv,quarta-feira,8,0.044643,4,1
1,tarde,false,27,0,1,0,1,1,0,omeid,terca-feira,22,0.048546,0,0
1,madrugada,false,24,0,1,0,1,1,0,patmoore,terca-feira,5,0.045358,0,1
3,manha,false,12,0,2,0,2,2,0,RobertLowe,segunda-feira,90,0.084993,5,1
1,madrugada,false,3,0,1,0,1,1,0,trusktr,segunda-feira,2,0.044734,0,0
1,manha,false,41,0,1,0,1,1,0,chmac,domingo,3,0.044988,4,0
1,noite,false,34,0,1,0,1,0,1,edwinlin1987,sabado,0,0.047386,0,1
1,tarde,false,9,0,0,0,0,0,0,firdausramlan,sabado,0,0,0,0
1,manha,false,4,0,1,0,1,1,0,trusktr,sabado,10,0.047069,6,1
9,madrugada,false,235,0,22,14,8,16,0,benjamn,sabado,747,0.654864,3,0
2,manha,false,34,0,1,0,1,0,0,clothiersphere,sexta-feira,0,0.091583,1,1
1,madrugada,false,5,0,1,0,1,1,0,mitar,sexta-feira,17,0.046723,2,0
1,noite,false,75,0,1,0,1,1,0,TomFreudenberg,quinta-Feira,30,0.044611,7,0
1,noite,false,90,0,1,0,1,1,0,TomFreudenberg,quarta-feira,6,0.047304,0,0
1,madrugada,true,48,0,1,0,1,1,0,robertpitt,quarta-feira,2,0.042108,1,0
1,tarde,false,181,0,3,0,3,3,0,OleksandrChekhovskyi,terca-feira,97,0,0,0
57,madrugada,false,33,1,34,12,21,21,0,anubhav94,sexta-feira,10539,6.89437,23,1
1,tarde,false,5,0,12,0,12,10,2,tahirabas12,quinta-Feira,102,0.565328,12,1
1,tarde,false,136,0,1,0,1,1,0,zimme,quarta-feira,3,0.046014,4,0
2,manha,false,48,0,1,0,1,1,0,zimme,quarta-feira,4,0.089589,3,1
1,madrugada,false,4,0,1,0,1,0,1,ffxsam,quarta-feira,0,0.048164,2,1
4,noite,false,28,0,1,0,1,1,0,zimme,domingo,42,0.094211,0,0
1,madrugada,false,29,0,1,0,1,1,0,RobertLowe,domingo,19,0.042428,3,0
7,noite,false,43,0,2,0,2,2,0,ApplePicke,sabado,222,0.235592,11,0
1,manha,false,8,0,1,0,1,1,0,trusktr,quinta-Feira,37,0.048467,8,1
2,madrugada,false,35,0,2,0,2,1,0,jboulhous,quinta-Feira,12,0.050647,8,0
12,madrugada,false,6,0,5,0,5,3,0,stubailo,quinta-Feira,1053,0.555986,10,0
2,noite,false,31,0,6,2,4,2,0,stubailo,quarta-feira,105,0.37009,24,0
3,noite,false,26,0,112,0,112,112,0,benjamn,quarta-feira,4469,2.374884,86,1
1,noite,false,4,0,1,0,1,1,0,trusktr,segunda-feira,24,0.04787,7,1
1,noite,true,7,0,1,0,1,1,0,trusktr,sabado,5,0.046932,7,0
1,tarde,false,31,0,1,0,1,1,0,Kriegslustig,sabado,2,0.045277,0,0
1,manha,false,16,0,1,0,1,1,0,mitar,sabado,3,0.047184,0,1
3,madrugada,false,107,0,1,0,1,1,0,wh0,quinta-Feira,226,0.046641,2,1
1,madrugada,false,12,0,2,0,2,1,0,benjamn,quarta-feira,10,0.091401,6,1
3,tarde,false,38,0,2,0,2,2,0,zimme,terca-feira,14,0.099135,3,1
2,tarde,false,6,0,1,0,1,1,0,freiit,terca-feira,12,0.046194,0,1
1,manha,false,6,0,1,0,1,1,0,carterchung,domingo,2,0.041456,0,1
1,noite,false,89,0,1,0,1,1,0,HQingYi,sabado,3,0.047523,3,0
2,madrugada,false,28,0,2,0,2,2,0,zhenyasav,sabado,13,0.139017,0,1
1,noite,false,6,0,1,0,1,0,1,dandv,sexta-feira,0,0.049088,2,1
1,tarde,false,15,0,1,0,1,1,0,dandv,sexta-feira,4,0.047605,1,1
12,manha,false,23,0,36,8,28,28,0,stubailo,quarta-feira,445,2.307446,141,1
3,noite,false,19,0,2,0,2,2,0,gsuess,domingo,32,0.045481,6,1
2,noite,false,98,0,1,0,1,1,0,dolgarev,sabado,12,0.097517,13,1
1,madrugada,false,5,0,1,0,1,0,1,zicai,sabado,0,0.048695,4,1
1,tarde,false,2,0,1,0,1,1,0,dandv,quinta-Feira,2,0.046868,18,1
1,noite,false,27,0,1,0,1,1,0,speciose,quarta-feira,4,0.048581,0,0
3,tarde,false,82,0,1,0,1,1,0,Lavan,quarta-feira,5,0.045985,2,0
1,madrugada,false,14,0,2,0,2,2,0,adhearn,quarta-feira,16,0.095149,12,1
1,manha,false,71,0,1,0,1,1,0,alanning,domingo,2,0.048455,7,1
1,noite,false,76,0,3,0,3,3,0,BraveKenny,sexta-feira,4,0.138021,6,1
1,noite,false,5,0,1,0,1,1,0,jperl,quarta-feira,2,0.048739,113,1
1,tarde,false,68,0,1,0,1,1,0,sebakerckhof,quarta-feira,2,0.047809,2,1
1,manha,false,13,0,2,0,2,1,1,mitar,quarta-feira,4,0.083693,9,1
1,madrugada,false,2,0,1,0,1,1,0,trusktr,quarta-feira,2,0.046986,7,1
1,madrugada,false,45,0,1,0,1,1,0,trusktr,terca-feira,2,0.046803,6,1
3,manha,false,90,0,3,0,3,2,1,queso,segunda-feira,48,0.283391,33,0
2,manha,false,46,0,1,0,1,1,0,mitar,segunda-feira,7,0.049984,0,1
2,noite,false,35,0,1,0,1,1,0,trusktr,sexta-feira,3,0.047483,3,0
1,noite,false,19,0,1,0,1,1,0,Andarist,sexta-feira,20,0.049364,10,0
2,tarde,false,32,0,1,0,1,1,0,yyx990803,sexta-feira,18,0.047201,20,1
1,madrugada,false,101,0,1,0,1,1,0,nathan-muir,quinta-Feira,2,0.043879,0,0
6,madrugada,false,93,0,3,0,3,3,0,robertpitt,quinta-Feira,26,0.044884,5,1
2,noite,false,5,0,1,0,1,1,0,avalanche1,quarta-feira,5,0.045134,20,1
2,manha,false,15,0,1,0,1,1,0,stubailo,terca-feira,11,0.091081,10,1
1,tarde,false,12,0,2,0,2,2,0,rbabayoff,domingo,1339,0.10025,6,1
2,manha,false,12,0,1,0,1,1,0,lezed1,sabado,4,0.043859,2,0
19,noite,false,2,0,11,1,10,11,0,copleykj,sexta-feira,86,0.935565,46,1
1,tarde,false,7,0,1,0,1,1,0,jagi,quarta-feira,13,0.048474,0,0
