@relation 'appium-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R13,2,6,7,10,12,15,8,11,14,16,23,1,17,18,53'

@attribute doc_files numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute description_length numeric
@attribute num_commits numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute files_added numeric
@attribute files_changed numeric
@attribute other_files numeric
@attribute test_churn numeric
@attribute at_mentions_comments numeric
@attribute created_at_week_day {terca-feira,sexta-feira,quarta-feira,quinta-Feira,sabado,segunda-feira,domingo}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute status {0,1}

@data
0,noite,12,4,1,1,12,0,1,0,0,4,terca-feira,9.975787,0.382631,0
0,manha,28,1,2,2,2,0,2,0,15,0,terca-feira,9.462828,0.363603,1
0,madrugada,7,1,5,4,102,0,5,1,0,2,terca-feira,22.84194,0.877688,1
0,madrugada,7,2,2,2,4,0,2,0,78,1,sabado,18.481681,0.710141,1
0,noite,5,1,10,10,22,0,10,0,0,0,sexta-feira,53.464939,2.054316,1
0,madrugada,4,1,1,1,1,0,1,0,0,0,quinta-Feira,4.693533,0.180346,1
0,madrugada,5,3,1,1,0,1,2,0,48,0,quinta-Feira,19.433128,0.746705,1
0,noite,39,1,4,4,131,0,4,0,325,0,quarta-feira,19.242543,0.739415,1
0,manha,21,1,1,1,2,0,1,0,0,0,quarta-feira,4.549864,0.174895,1
0,madrugada,55,9,16,15,138,0,16,1,126,0,quarta-feira,170.705942,6.561871,1
0,noite,15,1,1,1,1,0,1,0,0,0,terca-feira,4.848219,0.186364,1
0,noite,20,1,1,1,60,0,1,0,0,0,terca-feira,4.746554,0.182456,1
0,noite,31,2,2,0,0,0,2,2,0,0,segunda-feira,9.293188,0.357233,1
0,tarde,7,1,1,1,15,0,1,0,0,3,domingo,5.00153,0.19226,1
0,tarde,12,1,1,1,10,0,1,0,0,1,sexta-feira,4.731155,0.181866,1
0,madrugada,34,3,3,3,6,0,3,0,91,6,quinta-Feira,35.729276,1.373343,1
0,manha,9,1,2,1,5,0,2,1,0,0,quarta-feira,9.013576,0.346459,1
0,madrugada,54,3,2,2,77,0,2,0,0,1,quarta-feira,27.712284,1.065189,1
0,noite,18,1,1,1,11,0,1,0,0,0,terca-feira,4.896783,0.188219,1
0,madrugada,38,9,6,4,670,0,7,3,0,1,terca-feira,74.242217,2.853666,1
0,madrugada,13,1,1,1,2,0,1,0,0,0,terca-feira,4.564163,0.175434,1
0,manha,13,1,1,1,4,0,1,0,0,0,segunda-feira,4.533676,0.174262,1
0,noite,18,2,0,1,414,0,0,0,0,0,sexta-feira,0,0,1
0,manha,4,1,1,1,2,0,1,0,0,0,sexta-feira,4.571554,0.175707,1
0,noite,19,1,1,1,0,0,1,0,41,0,quinta-Feira,4.687355,0.180472,1
0,madrugada,21,1,2,2,67,0,2,0,0,0,quinta-Feira,9.805747,0.377541,1
0,noite,45,2,2,3,345,1,3,0,0,0,quarta-feira,24.971216,0.963294,1
0,madrugada,13,1,1,1,0,0,1,0,2,0,quarta-feira,4.664927,0.179959,1
0,noite,41,2,5,5,34,0,5,0,0,0,terca-feira,46.656494,1.799874,1
0,noite,11,1,1,1,3,0,1,0,0,0,terca-feira,4.630205,0.17862,1
0,tarde,18,3,1,1,16,0,1,0,0,4,terca-feira,4.764226,0.183791,1
0,manha,45,1,1,1,6,0,1,0,0,11,terca-feira,4.648926,0.179343,1
0,noite,18,1,8,8,10,1,9,1,39,0,segunda-feira,38.335042,1.483388,1
0,tarde,12,1,1,1,36,0,1,0,0,0,segunda-feira,4.651954,0.180009,1
0,tarde,9,2,1,1,18,0,1,0,0,0,domingo,9.825443,0.380199,1
0,noite,4,1,1,1,8,0,1,0,0,0,sabado,4.746782,0.183678,1
0,madrugada,16,3,3,2,76,0,3,1,0,6,sabado,13.489024,0.521963,0
0,noite,8,1,4,3,58,0,4,1,0,1,sexta-feira,18.665489,0.722279,1
0,madrugada,27,1,1,1,8,0,1,0,0,0,sexta-feira,4.93241,0.190864,1
0,madrugada,24,1,2,2,2,0,2,0,27,0,sexta-feira,9.667822,0.374102,1
0,madrugada,2,1,1,1,8,0,1,0,0,0,sexta-feira,4.504823,0.174003,1
0,noite,13,1,1,1,59,0,1,0,0,0,quinta-Feira,4.97233,0.192065,1
0,madrugada,22,1,2,0,0,0,2,2,0,1,quinta-Feira,9.003179,0.347764,1
0,madrugada,87,2,5,6,84,0,6,0,109,1,quinta-Feira,23.550778,0.909691,1
0,tarde,5,2,1,0,0,0,1,1,0,1,quarta-feira,8.268889,0.319398,1
0,manha,91,2,1,1,16,0,1,0,0,4,quarta-feira,9.096772,0.351376,1
0,madrugada,15,2,2,2,0,0,2,0,44,0,quarta-feira,9.16454,0.353993,1
0,madrugada,12,1,1,0,0,0,1,1,0,0,quarta-feira,4.388675,0.169519,1
0,noite,16,1,1,0,0,0,1,1,0,0,terca-feira,4.547342,0.175648,1
1,madrugada,8,3,8,7,28,0,8,0,11,0,terca-feira,22.327056,0.862421,1
0,madrugada,33,2,2,2,41,0,2,0,0,0,terca-feira,18.747801,0.724161,1
0,noite,18,1,1,0,0,0,1,1,0,1,segunda-feira,4.586384,0.177156,1
0,noite,70,2,2,3,180,1,3,0,63,1,domingo,17.965456,0.693942,1
0,madrugada,4,2,5,3,20,0,5,2,0,0,sabado,36.981855,1.428478,1
0,madrugada,6,1,1,0,0,0,1,1,0,0,sabado,4.391267,0.169619,1
0,noite,9,1,1,0,0,0,1,1,0,0,quarta-feira,4.170293,0.160479,1
0,madrugada,11,1,1,1,6,0,1,0,0,4,quarta-feira,4.687878,0.180718,0
0,madrugada,2,25,13,11,2238,1,17,4,208,1,quarta-feira,306.209241,11.804384,1
0,madrugada,6,18,14,11,784,1,18,4,96,0,quarta-feira,175.736399,6.774649,0
0,tarde,22,3,2,2,36,0,2,0,27,3,sexta-feira,29.477816,1.136455,1
0,noite,21,4,3,3,74,0,3,0,44,4,quinta-Feira,14.65733,0.565081,1
0,noite,8,1,2,2,140,0,2,0,0,2,quinta-Feira,9.986038,0.384989,0
0,tarde,54,1,1,1,10,0,1,0,0,0,quinta-Feira,4.798965,0.185013,1
0,manha,18,5,3,3,33,0,3,0,28,1,quinta-Feira,43.236642,1.666892,0
0,madrugada,71,1,2,2,15,0,2,0,0,0,quinta-Feira,9.356279,0.360711,1
0,noite,8,1,1,1,2,0,1,0,0,0,quarta-feira,4.740302,0.182752,1
0,madrugada,60,1,1,1,11,0,1,0,0,2,quarta-feira,4.427153,0.170679,0
0,noite,23,1,1,1,0,0,1,0,1,0,terca-feira,4.622919,0.178226,1
0,manha,14,1,1,1,2,0,1,0,0,1,terca-feira,4.658296,0.17959,1
0,noite,20,1,5,5,10,0,5,0,22,0,sexta-feira,23.774202,0.91824,1
0,madrugada,15,2,2,2,14,0,2,0,0,0,sexta-feira,18.791754,0.725801,1
0,madrugada,9,1,2,2,4,0,2,0,16,0,sexta-feira,9.109169,0.351827,1
0,madrugada,33,2,1,1,57,1,2,0,0,0,sexta-feira,4.780733,0.184648,1
0,noite,10,1,1,1,58,0,1,0,0,2,quinta-Feira,4.735233,0.18289,1
0,noite,45,1,3,2,25,0,4,2,0,5,quinta-Feira,13.945122,0.539629,1
0,madrugada,23,1,1,1,5,0,1,0,0,0,quinta-Feira,4.793928,0.185509,1
0,noite,11,2,1,1,23,0,1,0,0,0,quinta-Feira,9.208945,0.388229,1
0,noite,6,2,2,2,0,0,2,0,154,4,quarta-feira,18.722726,0.78931,1
0,noite,38,2,2,2,114,0,2,0,172,1,quarta-feira,18.036591,0.760392,1
0,tarde,5,1,1,0,0,0,1,1,0,0,quarta-feira,4.323064,0.182251,1
0,madrugada,16,1,1,1,2,0,1,0,0,0,terca-feira,4.739348,0.199801,1
0,madrugada,8,1,6,5,120,0,6,1,61,0,terca-feira,27.590813,1.16324,1
0,noite,11,3,6,5,119,0,6,1,62,0,segunda-feira,27.588458,1.163141,0
0,noite,33,1,1,1,6,0,1,0,0,1,segunda-feira,4.44784,0.187523,1
0,noite,41,1,1,1,0,0,1,0,19,0,segunda-feira,4.297912,0.181202,1
0,noite,4,2,2,1,30,0,2,1,0,3,segunda-feira,18.920514,0.797697,1
0,madrugada,5,1,2,0,0,0,2,2,0,1,sabado,8.963026,0.380117,1
0,noite,18,1,2,0,0,0,2,2,0,0,quinta-Feira,8.880088,0.3766,1
0,noite,21,1,7,4,72,0,7,2,0,0,quarta-feira,32.752124,1.389016,1
0,tarde,1,1,0,1,30,1,1,0,0,0,terca-feira,6.260409,0.26657,0
0,tarde,63,2,1,1,50,0,1,0,0,1,quarta-feira,9.301982,0.393608,1
1,noite,13,8,9,11,355,3,12,0,77,5,terca-feira,147.133881,6.225881,1
0,tarde,5,1,1,0,0,0,1,1,0,1,sabado,4.113151,0.166137,1
0,madrugada,2,8,5,3,44,0,5,1,0,7,sabado,45.988172,1.857548,1
0,madrugada,3,12,11,8,142,4,15,5,32,0,sabado,86.879967,3.534929,1
0,madrugada,38,2,6,5,211,0,6,1,130,2,quarta-feira,46.295201,1.979652,0
0,madrugada,48,1,1,1,58,0,1,0,0,1,quarta-feira,4.717663,0.201734,1
0,madrugada,38,1,4,4,92,0,4,0,68,1,quarta-feira,18.706743,0.799928,0
0,noite,21,3,1,1,12,0,1,0,0,1,terca-feira,13.844365,0.592006,0
0,tarde,8,18,12,31,1027,4,43,11,32,1,segunda-feira,97.019365,4.148696,1
0,noite,22,8,5,3,44,0,5,1,0,2,terca-feira,36.602148,1.478428,1
0,noite,31,1,1,1,0,0,1,0,1,0,terca-feira,4.15387,0.167782,0
0,tarde,5,3,1,0,0,0,1,0,0,0,terca-feira,12.000409,0.484719,0
0,noite,24,1,1,1,3,0,1,0,0,0,segunda-feira,4.667485,0.188528,0
0,madrugada,4,3,1,0,0,0,1,0,0,0,segunda-feira,4.002174,0.161655,0
0,noite,8,1,1,1,2,0,1,0,0,0,sexta-feira,4.975126,0.202426,1
0,manha,25,1,1,0,0,0,1,1,0,4,quinta-Feira,4.573828,0.186098,0
0,manha,91,1,1,1,2,0,1,0,0,0,quinta-Feira,4.891745,0.199033,1
0,madrugada,55,4,5,5,139,0,5,0,38,4,segunda-feira,59.749718,2.431073,1
0,manha,58,1,1,1,2,0,1,0,0,0,domingo,4.658296,0.189535,1
0,tarde,38,8,5,4,206,0,5,1,0,2,quarta-feira,54.394577,2.213185,1
0,madrugada,16,4,3,3,71,0,3,0,0,1,terca-feira,25.680543,1.04488,1
0,madrugada,46,4,4,2,36,0,4,2,0,6,terca-feira,56.330121,2.291937,1
0,madrugada,8,1,1,1,2,0,1,0,0,0,sexta-feira,4.434011,0.180409,1
0,noite,57,1,2,2,26,0,2,0,0,0,sexta-feira,9.400924,0.386368,1
0,noite,4,1,1,0,0,0,1,1,0,1,sexta-feira,4.592715,0.188756,1
0,noite,120,1,2,1,5,0,2,1,0,0,quarta-feira,9.150287,0.37607,1
0,noite,26,1,1,1,0,0,1,0,7,0,terca-feira,4.862283,0.199836,1
0,madrugada,84,10,14,13,2561,0,15,1,0,7,terca-feira,179.765203,7.388222,1
0,madrugada,35,1,9,8,46,0,9,1,0,2,terca-feira,43.195178,1.775291,1
0,noite,29,1,1,1,11,0,1,0,0,0,segunda-feira,4.826553,0.198365,1
0,noite,80,2,3,3,160,0,3,0,0,1,quinta-Feira,28.562568,1.173868,1
0,noite,12,1,1,1,14,0,1,0,0,1,terca-feira,4.841577,0.19898,0
0,madrugada,24,1,1,1,2,0,1,0,0,0,terca-feira,4.416805,0.181522,1
0,madrugada,6,1,1,2,0,0,2,0,110,0,sabado,4.601476,0.189458,1
0,madrugada,18,1,5,5,10,0,5,0,22,0,quarta-feira,23.589332,0.971261,1
0,noite,30,3,1,1,0,0,1,0,14,1,segunda-feira,13.465079,0.554404,1
0,tarde,8,2,10,11,346,0,11,0,0,0,segunda-feira,52.731698,2.171148,0
0,manha,31,1,1,1,1,0,1,0,0,1,quinta-Feira,4.778795,0.196767,1
0,madrugada,21,7,12,19,4166,6,19,0,0,24,quinta-Feira,316.479138,13.030946,1
0,noite,16,1,4,5,166,1,6,1,0,3,quarta-feira,23.102734,0.951249,1
0,noite,52,1,2,2,5,0,2,0,0,0,quarta-feira,9.425385,0.388088,1
0,noite,26,1,1,1,4,0,1,0,0,1,quarta-feira,4.791615,0.197294,1
0,tarde,17,1,2,1,0,0,2,1,12,0,sabado,9.224544,0.379817,1
0,noite,38,2,6,6,17,0,6,0,0,1,quinta-Feira,26.926489,1.108693,1
0,noite,20,1,2,2,59,0,2,0,5,3,terca-feira,9.390155,0.386638,1
0,manha,31,1,2,3,55,1,3,0,38,0,sexta-feira,13.980517,0.579072,1
0,tarde,41,1,1,1,4,0,1,0,0,0,quinta-Feira,4.996155,0.206938,1
0,madrugada,98,2,1,1,7,0,1,0,0,0,quinta-Feira,4.502158,0.186476,1
0,madrugada,34,1,1,1,0,0,1,0,16,0,quinta-Feira,4.69245,0.194358,1
0,noite,21,1,1,1,0,0,1,0,6,0,terca-feira,4.763626,0.197303,1
0,tarde,9,1,1,1,2,0,1,0,0,0,terca-feira,4.60986,0.190934,1
0,madrugada,79,1,4,4,2,0,4,0,12,0,terca-feira,18.996722,0.786802,1
0,noite,22,13,6,6,42,0,6,0,0,10,segunda-feira,31.398174,1.300442,0
0,noite,9,1,1,1,1,0,1,0,0,2,segunda-feira,0,0,1
0,tarde,13,1,2,2,57,0,2,0,0,1,sexta-feira,9.63259,0.399693,1
0,noite,13,1,2,2,5,0,2,0,20,0,quinta-Feira,9.393483,0.389758,0
0,noite,10,3,3,1,2,0,3,1,0,1,quinta-Feira,13.665804,0.567027,1
0,manha,24,39,31,34,670,6,37,2,1012,2,quinta-Feira,235.148393,9.756868,1
0,madrugada,27,1,1,1,6,0,1,0,0,0,quinta-Feira,4.664519,0.193542,0
0,noite,9,37,30,32,657,6,36,3,1010,0,quarta-feira,225.414451,9.35302,1
0,noite,27,1,1,1,14,0,1,0,0,0,terca-feira,4.680125,0.19419,0
0,noite,33,1,2,1,0,0,2,1,136,0,terca-feira,9.207846,0.382056,0
0,noite,166,3,6,6,43,1,7,1,23,0,terca-feira,14.022183,0.581815,1
0,tarde,2,2,2,1,4,0,2,1,0,1,terca-feira,9.156305,0.379917,0
0,tarde,34,1,2,2,4,0,2,0,0,1,terca-feira,9.579109,0.397461,0
0,madrugada,231,10,12,14,845,5,17,2,534,0,sabado,38.424161,1.613586,0
0,noite,68,1,1,1,9,0,1,0,0,0,sexta-feira,4.6404,0.194869,0
0,manha,41,1,3,3,52,0,3,0,6,1,sexta-feira,13.965472,0.586467,0
0,madrugada,15,1,0,11,0,0,10,0,72,0,sexta-feira,0,0,1
0,madrugada,16,1,1,1,8,0,1,0,0,0,sexta-feira,4.717697,0.198114,1
0,manha,17,1,1,0,0,0,1,1,0,0,quinta-Feira,4.791936,0.19732,1
0,noite,104,1,1,1,24,0,1,0,0,8,quarta-feira,4.758816,0.195956,0
0,noite,1,2,2,0,0,0,2,1,0,0,quarta-feira,13.872461,0.571233,1
0,tarde,4,1,1,1,28,0,1,0,0,2,quarta-feira,4.81722,0.198361,0
0,madrugada,35,1,4,4,0,0,4,0,31,0,quarta-feira,19.045317,0.784238,0
0,tarde,28,2,4,4,170,0,4,0,103,4,terca-feira,23.656354,0.974109,0
0,madrugada,21,1,1,0,0,0,1,1,0,0,terca-feira,4.420989,0.180977,1
0,noite,20,1,2,5,20,0,5,0,346,1,segunda-feira,0,0,1
0,manha,138,1,0,3,0,3,3,0,268,6,domingo,14.755045,0.604045,0
0,madrugada,6,2,1,1,12,0,1,0,0,38,sabado,4.612573,0.18883,0
0,noite,16,1,2,2,147,0,2,0,71,0,sexta-feira,9.632023,0.394318,1
0,noite,47,1,1,1,14,0,1,0,0,1,sexta-feira,4.607028,0.188603,0
0,madrugada,28,1,3,3,6,0,3,0,2,0,sexta-feira,12.859513,0.526448,1
0,noite,22,1,1,1,49,0,1,0,0,0,quinta-Feira,4.787047,0.195974,0
0,noite,6,2,3,3,55,0,3,0,0,1,quinta-Feira,19.254661,0.788256,0
0,tarde,13,1,3,3,21,0,3,0,54,0,quinta-Feira,13.165441,0.538973,0
0,noite,11,1,1,1,0,0,1,0,68,0,quarta-feira,4.629324,0.189517,0
0,tarde,15,34,27,31,716,6,33,1,1114,0,quarta-feira,100.068093,4.096632,1
0,madrugada,73,1,2,1,11,0,2,1,0,0,quarta-feira,9.101833,0.372615,1
0,noite,6,1,1,0,0,0,1,1,0,0,terca-feira,4.587952,0.188568,1
0,tarde,22,7,2,2,50,0,2,0,0,2,terca-feira,28.334394,1.164571,1
0,manha,22,1,0,1,58,1,1,0,0,0,terca-feira,5.187977,0.213231,1
0,manha,3,2,1,1,46,0,1,0,0,0,terca-feira,9.700949,0.398714,1
0,noite,54,1,1,1,5,0,1,0,0,4,sexta-feira,4.876634,0.200435,1
0,noite,46,3,4,4,35,0,4,0,18,0,sexta-feira,37.483122,1.540412,1
0,madrugada,41,1,2,2,47,0,2,0,24,2,sexta-feira,9.47078,0.389213,1
0,tarde,27,1,1,1,107,0,1,0,0,6,quinta-Feira,4.733056,0.19451,0
0,manha,71,1,1,1,2,0,1,0,0,4,quinta-Feira,4.124198,0.169489,0
0,noite,48,4,2,1,134,0,2,1,0,1,quarta-feira,30.956567,1.272196,1
0,manha,115,1,1,1,60,0,1,0,0,5,quarta-feira,4.78456,0.196627,0
0,manha,10,2,3,3,9,0,3,0,160,2,quarta-feira,23.324497,0.958547,1
0,tarde,3,1,1,1,2,0,1,0,0,1,terca-feira,4.645739,0.191271,1
0,noite,33,3,3,4,24,1,4,0,75,5,segunda-feira,51.757628,2.130889,1
0,noite,27,2,1,2,0,1,2,0,46,1,segunda-feira,4.904249,0.201911,1
0,noite,24,1,2,2,20,0,2,0,0,0,segunda-feira,9.580134,0.394421,1
0,noite,22,2,12,13,507,1,13,0,214,9,segunda-feira,70.361745,2.89684,0
0,madrugada,9,1,3,3,182,0,3,0,0,3,segunda-feira,13.695132,0.563834,1
0,noite,38,1,1,1,4,0,1,0,0,0,sabado,4.837425,0.199159,1
0,tarde,92,1,1,1,1,0,1,0,0,0,sexta-feira,4.643623,0.191181,1
0,madrugada,20,1,1,1,5,0,1,0,0,0,sexta-feira,4.403903,0.181311,1
0,noite,198,2,1,1,248,0,1,0,0,3,quinta-Feira,9.205521,0.378996,0
0,tarde,14,2,2,1,0,0,2,1,58,0,quarta-feira,9.210007,0.37919,1
0,noite,3,1,1,1,2,0,1,0,0,0,terca-feira,4.456046,0.183462,1
0,noite,58,1,2,2,19,0,2,0,65,0,segunda-feira,9.302835,0.383009,1
0,madrugada,29,2,6,6,0,0,6,0,115,0,sabado,58.50566,2.408706,1
0,manha,24,1,1,1,3,0,1,0,0,1,sexta-feira,4.542197,0.187012,1
0,madrugada,11,2,1,1,17,0,1,0,0,0,sexta-feira,9.590609,0.394865,1
0,noite,11,1,4,3,136,0,4,1,0,1,quinta-Feira,18.359598,0.755901,1
0,tarde,38,1,3,4,178,1,4,0,8,0,quarta-feira,18.69326,0.771131,1
0,madrugada,18,1,1,1,4,0,1,0,0,0,quarta-feira,4.610296,0.190183,1
0,madrugada,6,1,1,1,26,0,1,0,0,0,quarta-feira,4.762396,0.196456,1
0,madrugada,6,2,1,1,25,0,1,0,0,0,quarta-feira,4.775551,0.196999,0
0,madrugada,19,2,3,3,67,0,3,0,0,3,terca-feira,23.918572,0.986683,1
0,noite,43,3,5,5,241,1,6,0,8,15,segunda-feira,19.851519,0.823123,0
0,manha,35,1,1,1,2,0,1,0,0,0,quinta-Feira,4.701954,0.194962,1
0,noite,7,1,1,1,2,0,1,0,0,0,quarta-feira,4.744935,0.196744,1
0,tarde,22,1,1,1,2,0,1,0,0,6,quarta-feira,4.727062,0.196003,1
0,manha,54,1,1,1,17,0,1,0,0,0,quarta-feira,4.635625,0.192212,1
0,noite,27,2,2,2,38,0,2,0,0,0,terca-feira,18.876866,0.782707,1
0,tarde,26,2,1,1,6,0,1,0,0,3,segunda-feira,9.114481,0.377921,1
0,manha,81,1,1,1,13,0,1,0,0,0,domingo,4.799772,0.197989,0
0,tarde,21,3,1,1,18,0,1,0,0,1,quinta-Feira,5.002165,0.207409,1
0,noite,16,1,1,1,0,0,1,0,7,0,segunda-feira,4.758064,0.197294,1
0,noite,52,1,1,1,15,0,1,0,0,0,segunda-feira,4.579621,0.189895,1
0,tarde,102,1,2,2,37,0,2,0,10,1,segunda-feira,9.504007,0.394085,1
0,tarde,4,1,4,10,129,4,8,1,22,0,segunda-feira,41.323735,1.728769,1
0,noite,4,1,1,1,92,0,1,0,0,0,domingo,5.084082,0.212691,1
0,tarde,4,1,3,4,81,1,4,0,0,0,domingo,19.752748,0.827967,1
0,madrugada,8,1,1,1,2,0,1,0,0,0,sabado,4.533893,0.190045,1
0,tarde,13,37,44,46,688,11,55,8,281,0,sexta-feira,262.365679,10.997471,1
0,madrugada,19,1,1,1,0,0,1,0,8,0,sexta-feira,4.713325,0.197559,1
0,madrugada,16,1,1,1,0,0,1,0,2,0,quinta-Feira,4.569898,0.191547,1
0,madrugada,3,1,1,1,40,0,1,0,0,0,quinta-Feira,4.944697,0.207258,1
0,madrugada,23,1,1,1,0,0,1,0,12,0,quinta-Feira,4.699505,0.196981,1
0,noite,19,1,2,2,0,0,2,0,4,0,quarta-feira,9.510219,0.39863,1
0,noite,3,1,1,0,0,0,1,1,0,0,quarta-feira,4.62624,0.193913,0
0,noite,17,1,1,1,0,0,1,0,8,0,quarta-feira,4.262709,0.178673,1
0,noite,48,1,1,1,2,0,1,0,0,1,quarta-feira,4.785791,0.200596,0
0,tarde,8,1,1,1,2,0,1,0,0,0,segunda-feira,4.614999,0.19344,0
0,madrugada,82,3,0,4,0,1,3,0,615,3,sexta-feira,10.149917,0.425438,0
0,manha,27,1,2,1,6,0,2,1,0,15,quinta-Feira,8.692481,0.364353,1
0,noite,21,1,1,1,5,0,1,0,0,0,quarta-feira,4.758108,0.199812,1
0,tarde,80,5,2,2,588,0,2,0,284,15,quarta-feira,33.934714,1.422398,1
0,madrugada,45,1,1,1,5,0,1,0,0,0,quarta-feira,4.889862,0.205345,1
0,madrugada,110,1,2,2,21,0,2,0,1,2,quarta-feira,9.157965,0.384581,0
0,noite,18,1,1,1,0,0,1,0,229,1,terca-feira,0,0,1
0,noite,58,1,8,8,142,1,9,1,36,2,segunda-feira,40.952064,1.719755,1
0,noite,239,1,9,8,180,0,9,1,0,1,sexta-feira,41.871966,1.775558,0
0,noite,26,1,1,1,2,0,1,0,0,0,sexta-feira,4.545821,0.192763,1
0,noite,87,1,4,3,143,0,4,1,68,0,sexta-feira,18.403752,0.780401,1
0,madrugada,45,1,1,1,2,0,1,0,0,0,sexta-feira,4.805378,0.20377,1
0,noite,54,1,1,1,2,0,1,0,0,0,quarta-feira,4.780186,0.202714,1
0,madrugada,6,1,16,19,240,4,20,1,108,1,terca-feira,93.948106,4.016592,1
0,madrugada,60,1,2,0,0,0,2,2,0,4,terca-feira,0,0,1
0,tarde,44,1,4,6,153,2,6,0,327,0,sabado,28.497846,1.223189,1
0,madrugada,24,1,16,19,240,4,20,1,108,4,sabado,93.948106,4.016698,1
0,manha,28,1,1,1,4,0,1,0,0,7,quarta-feira,4.650391,0.20001,1
0,madrugada,13,1,1,1,2,0,1,0,0,0,quarta-feira,4.714688,0.202776,1
0,madrugada,76,7,16,16,162,2,18,0,129,0,quarta-feira,107.337337,4.616507,0
0,noite,129,1,6,5,225,0,6,1,0,1,terca-feira,27.6023,1.170536,1
0,noite,30,1,3,6,18,3,6,0,68,1,segunda-feira,0,0,1
0,noite,48,1,4,5,30,1,5,0,32,4,domingo,23.335056,1.003627,0
0,noite,81,1,7,8,104,1,8,0,52,15,sabado,0,0,1
0,madrugada,71,5,10,8,45,0,10,2,41,0,sabado,23.330964,1.003428,1
0,noite,7,1,2,2,6,0,2,0,0,0,sexta-feira,9.304312,0.400163,1
0,noite,87,203,81,83,25081,5,89,3,8763,59,quinta-Feira,2543.804639,106.6254,1
0,noite,56,1,3,3,33,0,3,0,32,0,quarta-feira,14.276646,0.614018,1
0,madrugada,17,1,5,3,10,1,6,3,45,0,quarta-feira,27.863844,1.200828,1
0,madrugada,38,1,1,1,2,0,1,0,0,2,sabado,4.651009,0.200437,1
0,noite,61,1,1,1,2,0,1,0,0,0,sexta-feira,4.351952,0.187544,1
0,noite,43,3,7,6,206,0,7,1,63,1,sexta-feira,78.998538,3.404388,1
0,noite,13,1,1,1,17,0,1,0,0,1,sexta-feira,4.309331,0.186099,0
0,tarde,20,1,1,1,6,0,1,0,0,0,sexta-feira,4.62964,0.199931,1
0,noite,36,2,4,4,38,0,4,0,0,0,quinta-Feira,38.184982,1.64897,1
0,noite,69,1,4,4,50,0,4,0,87,0,quinta-Feira,18.611668,0.81035,1
0,noite,5,1,1,1,2,0,1,0,0,0,quarta-feira,4.743595,0.206536,1
0,noite,34,1,1,1,7,0,1,0,0,0,quarta-feira,4.674381,0.203522,1
0,noite,8,2,2,3,190,1,3,0,27,0,quarta-feira,23.54971,1.025352,1
0,noite,27,2,2,2,30,0,2,0,0,0,quarta-feira,18.656829,0.812316,1
0,noite,47,2,3,1,65,0,3,2,0,0,quarta-feira,4.371473,0.190333,1
0,madrugada,75,2,7,6,49,1,8,2,0,0,quarta-feira,60.209998,2.621479,1
0,noite,30,12,18,23,2466,8,30,1,114,2,terca-feira,239.568016,10.430537,1
0,noite,30,10,15,19,938,9,29,3,48,0,terca-feira,168.236423,7.324835,0
0,noite,48,2,1,1,12,0,1,0,0,3,terca-feira,9.33156,0.406286,1
0,madrugada,18,2,3,3,30,0,3,0,0,2,terca-feira,28.574119,1.244087,1
0,madrugada,43,1,2,2,6,0,2,0,20,0,terca-feira,9.263604,0.40332,1
0,madrugada,14,2,4,2,0,0,4,2,23,0,terca-feira,18.428106,0.802322,1
0,noite,10,1,1,1,0,0,1,0,11,0,segunda-feira,4.649367,0.202409,1
0,tarde,4,1,1,1,7,0,1,0,0,5,segunda-feira,4.822292,0.209939,1
0,madrugada,11,4,2,1,0,0,2,1,90,6,sabado,37.684589,1.640601,1
0,noite,40,5,5,5,98,0,5,0,0,6,sexta-feira,83.994044,3.656688,1
0,tarde,8,2,1,1,4,0,1,0,0,0,sexta-feira,8.900709,0.387493,0
0,tarde,57,1,1,1,1,0,1,0,0,0,sexta-feira,4.687074,0.204052,0
