@relation 'vagrant-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,7,6,11,8,10,12,14,2,9,15,1,17,18,20,53'

@attribute requester {pearkes,kenorb,larsch,jtopper,altexdim,mwrock,amontalban,tpenguin,kamigerami,geo4orce,donaldguy,radarhere,interdev,evisboy,jzohrab,Eric-Guo,budhrg,oddtazz,snagy22000,sethvargo,rightsaidjames,krutcha,taurus-forever,erSitzt,mbrodala,pra85,evaryont,prateepb,kkremitzki,gavioto,williamonymous,tompscanlan,wjsager,mmickan,theengineear,daniel-sc,jlduran,cweagans,anatol,adamenger,velocity303,kamazee,sneal,gimler,gildegoma,kylegibson,michaldo,aqnouch,kriuz,petems,OmarIthawi,sschuberth,char16t,mitchellh,ianvanness,KaffeJunky123,metropolislights,geerlingguy,josephfrazier,kikitux,tomkins,captainill,tonyarkles,michaa76,rickard-von-essen,mkuzmin,chenz,reedloden,jharshman,rubenv,romulodl,timuralp,legal90,handlers,Panya,iamseth,ReadmeCritic,yoshiyaka,thachmai,signed8bit,oliviermeurice,fedorovdima,dmacvicar,amirbilu,Ingramz,invernizzi,dvorak,nikelmwann,aneeshusa,rogerhu,karthequian,dexterc,matthewcodes,gawbul,glamouracademy,gpkfr,jsyeo,htesligte,joseph-onsip,markus-perl,timotei,grafjo,javimuu,PatOShea,jcockhren,caleblloyd,electrofelix,knixeur,ctammes,iankronquist,janek-warchol,Fudoshiki,trivoallan,blueyed,bitprocessor,senglin,tbriggs-curse,justinlynn,tomfanning,jperville,loren-osborn,samphippen,philipwigg,krig,dharmab,myrjola,mirthy,phinze,jgoldschrafe,jrob,modernlegend,yanosz,konomae,dustymabe,ArloL,gajdaw,marc-ta,hubub,tknerr,glensc,cbednarski,issyl0,lonniev,JustinCampbell,pwnall,philoserf,tjanez,StefanScherer,cazzerson,mtwentyman,evverx,vbaskoff,driskell,Johntron,caseylang,benh57,bdwyertech,darkn3rd,pogliamarci,ievgenp,Mattias-,denisbr,jkburges,bheuvel,cristovaov,progamesigner,aidanhs,wkral,kaorimatz,densuke,adrianguenter,msabramo,dcbw,strzibny,oxygen0211,cisco87,jjasghar,ivuk,miguel250,peckpeck,alh84001,jeremyplichta,iNecas,Ryanbarnes420,chrisbaldauf,berendt,linyows,jim-minter,leocassarani,bergman,deviantintegral,c33s,mrahtz,mahnkong,agdula,taliesins,Stanzilla,dmangot,paul-krohn,brooksbrown,otagi,jfbibeau,frapposelli,purpleidea,bluehaoran,michaeldhopkins,notpeter,quirkey,stoned,thenewwazoo,randonn,jackywu,vvchik,ssugar,marsam,obnoxxx,MiLk,johnsonj,eidge,francisoud,follower,duro,aogail,Turbo87,Jamezz,valchonedelchev,timoguin,ibizaman,marxarelli,laetificat,trensen,edward010,davidsantoso,erwinvaneyk,hashar,choffee,agreenbhm,YpNo,mafrosis,tioteath,kev009,timsutton,frankbb,mixpix3ls,SchnWalter,channui,Scythril,terceiro,Keeguon,rgardler,aknrdureegaesr,blairham,radeksimko,alfonsodev,dragon788,simonjbeaumont,simonvetter,voxik,BlakeMesdag,clayallsopp,tomassrnka,thierrymarianne,clintoncwolfe,clinstid,hdeheer,windowsrefund,bvalerius,peterood,dcarley,fgrehm,johnclaus,AntonioMeireles,wkolean,simon3z,MobileWiseguyTX,mdirik,ermaker,tai-ga,lpabon,HerrBertling,databus23,willdurand,zmingee,maxlinc,tjouan,c0dxtr3m1st,frodenas,heydonovan,imjacobclark,joelhandwell,kalifg,tboettch,riquito,jquast,athak,oeuftete,svenXY,obfusk,michaeljb,malonecm,whitel,jcollins1991,aidanmorgan,maoueh,derdanne,julienvey,stephenwithav,jch,llamallama,ccutrer,philwrenn,KFishner,robkinyon,aspiers,Tarrant,cllns,konstantint,uchagani,awithersdd,jramnani,orenmazor,dimbleby,tmatilai,jschwarze,dlundgren,crypt1d,styro,danielsiwiec,davidjb,dannykansas,dup2,rogeriopradoj,ilucker,ebelew,mrwhelan,plu,matgnt,Xylakant,kbohnenberger,lunetics,chriskuehl,sprin,donckers,tboerger,mpoeter,jugglinmike,rtkrruvinskiy,abele,Gurpartap,jure,andytson,npvisual,igas,keithchambers,juliandunn,cdenneen,omehegan,simoleone,dmcrystax,gpoulin2,rclanan,sax,lsimons,jdmulloy,BackSlasher,s7726,sumkincpp,andrewmains12,ewigkeit1204,nmische,parisholley,justanshulsharma,acidum,gildub,fpletz,danielparks,synth3tk,b-dean,stvleung,emyl,stevemcc,vStone,EvanPurkhiser,ffrank,bbaugher,schauer,vassilevsky,aaadschutz,techtonik,amracks,keiths-osc,skeggse,sfx-public,Maks3w,BlackIkeEagle,dhoppe,cielavenir,akzhan,salimane,zr40,simono,bewiwi,KLVTZ,brettporter,calvinhp,ifnull,dougm,pdericson,PerilousApricot,az7arul,xstevecs,catsby,marnovdm,rockymadden,zigg,stonith,kalmanh,Freyskeyd,gpurkins,snowch,hippich,shtouff,cstrahan,targetx007,RabidGuppy,ramakrishnan,YungSang,agilebarbecue,goshakkk,szuliq,assens,takekazuomi,tupy,p0deje,cammoraton,felixrabe,also,sciurus,chr4,lamont-granquist,eykd,shadowfax-chc,JuanitoFatas,wtanaka,bclarkindy,benesch,javornikolov,bmcorser,ronnix,rasschaert,jingchan,jjshoe,mjfroehlich,brenttheisen,Mulkave,zeroem,bmorg,b-long,cuberri,zzamboni,timcooper,Arxisos,joanbarros,ndemonner,briandailey,odigity,davidkuridza,oscarrenalias,valioDOTch,philippfranke,pmenglund,miurahr,Coffee-fan,toooooooby,jaikdean,skoblenick,mattoxbeckman,ecoleman,novalagung,barrkel,skinofstars,mivok,justincwatt,pbitty,alimony,andyclarke,uwej711,cournape,rissem,jyggen,khiro,ex-nerd,freshteapot,mkremer,xraj,mway,schlamar,Fuhrmann,patrickheeney,bbinet,Krazylee,stormbrew,adamlazz,mafigit,johnbellone,ramondelafuente,mattes,johan-open-future,endemics,gldnspud,lheinlen-os,ajw0100,retr0h,kvilhaugsvik,eugeneware,shanegibbs,ryanuber,dstevenson,earnubs,elyast,gnawhleinad,mhahn,rmccue,danielbachhuber,maspwr,wouteroostervld,nickborromeo,frosario,chrischillibean,mpalmer,myoung34,seginoviax,morrizon,timgus,thanosa75,gustavobgama,masteinhauser,miketheman,glebm,smoyer,charlax,ryansb,joestump,graingert,lunohodov,sferik,jameydeorio,darthmuffins,MarcMeszaros,marcellodesales,picsolvebryan,tobiasbaehr,Ninir,Ninjamoose,oalders,Grunny,ampedandwired,martinezdelariva,acharlieh,adrianlzt,drpebcak,tnaoto,arthurnn,bbonamin,lndbrg,makern,scalp42,ShonM,mwarkentin,jpfuentes2,teaforthecat,mattalexx,till,bennlich,instilled,alangarf,ticosax,nikhilv,Sgoettschkes,athoune,elliotsegler,markpeek,millerdev,isaoshimizu,rconradharris,AJCStriker,phs,jaugustin,ziuchkovski,hatsuseno,andyfowler,canausa,tduffield,jeremyfelt,clintjhill,jackdesert,onejli,rimckenn,tmacedo,Schpidi,SpringMT,txchen,hikch,borgstrom,tehmaspc,catharsis,Tomdarkness,viq,sgronblo,3flex,virtuald,gwaldo,tuminoid,mpioli,copperlight,jeffasinger,jabclab,eggsby,ianheggie,jeremyquinton,daveloyall,grenade,czi,fcharlier,mrkafk,Caustic,PeteMichaud,bt5e,aleno,gregwork,mark-rushakoff,mikerowehl,tpltnt,Raman148,deltaroe,atomic-penguin,cmthornton,grepory,BreiteSeite,ndemoor,herdani,psi,beporter,gildas,erichelgeson,miguno,tsahara-iij,mlex,janth,shutej,Boohbah,ches,rajivr,ppp0,sevos,tejaycar,mcourtois,flozano,talexb,gwenci,michaelglass,StephenKing,erran,bmabey,tsugliani,tehranian,zvirusz,mpapis,znz,korya,Sauraus,nickanderson,saturnflyer,marcparadise,b2jrock,mightybs,commandtab,bdon,patcon,sthulb,koolhead17,benjixx,voronoipotato,mfournier,trlinkin,ngiger,scottmuc,jprosevear,tgarvey,kburwieck,davegudge,hecko,Aigeruth,dsesh,hwartig,ekalinin,wbates,tunix,econchick,jheise,drogerschariot,frankshearar,Loa,tawan,toretore,pronix,aszeszo,akalyaev,igorbonadio,cliles,Govinda-Fichtner,gilesbowkett,pmorton,johntdyer,gumayunov,hectcastro,nickrw,NeilW,raadad,cassianoleal,davidbirdsong,geetarista,onefrankguy,tobli,chorankates-sfdc,smdahlen,benprew,schisamo,jimmycuadra,jefflab,wormzer,wenlock,neil477,davedevelopment,jedvardsson,kentaro,janschumann,hmalphettes,rubbish,yujiorama,uggedal,nickchappell,martoe,lucaspiller,curzonj,masm,whiteley,aaa572,jblaine,grosser,frsantos,johnbarney,erikh,phunehehe,erictip,ereslibre,hh,ithinkihaveacat,samet,lolindrath,pastafari,dmajkic,magec,kainz,llonchj,yarikoptic,nicobrevin,eladroz,kbrock,rizzatti,ozanturksever,nwjsmith,jwhitley,hdorio,priestjim,jbraeuer,paulmars,chilicat,mattandersen,jasim,ryfow,morpheu,xiwenc,pbrisbin,gmsharky,jeremyd,lorello,obscurerichard,carlossg,paulv,petere,sbfaulkner,michaelthies,sl4m,YannRobert,gabetax,piavlo,smerrill,rrehbeindoi,julianhille,hugowetterberg,gaffo,Samuel29,danmidwood,bcwaldon,jtimberman,jmazzi,spk,benburkert,chipchilders,scoates,vaimo-wilko,mandarbarve,loe,conormcd,dansimau,5long,bobmaerten,marklap,jamtur01,jssjr,zsiddique,nathankleyn,muffs,videlalvaro,RLasinski,mattrobenolt,monvillalon,mxtthias,leth,oker1,kindjal,npeters,webcoyote,hollow,jmahowald,ryanlecompte,squarelover,jhf,LarsFronius,dbroeglin,nesQuick,rafmagana,bitprophet,calavera,theju,stevehodgkiss,andyl,skarab,dcolish,lorin,hvolkmer,Oakie3CR,rvermeulen,rtyler,andrewchalfant,withnale,mbbx6spp,wayneeseguin,jbochi,Achimh3011,dgholz,ndwns,ergonlogic,jjhuff,jsoriano,bobveznat,semarj,mephaust,straphka,jkutner,withnail,sroegner,mamciek,rtgibbons,jarmo,sigi,henare,sirl1on,zev,bgreenlee,richardiux,halcyonCorsair,LeftyBC,dgtized,hedgehog,paulsmith,cwarden,avit,russss,jbrown,lmars,alexey-chebotar,xuru,eriksencosta,mdellanoce,dizzyd,brycethornton,ticean,wjlroe,kevin1024,dctrwatson,ody,sjl,darrin-wortlehock,samerbuna,ambethia,mirell,josephholsten,tnm,brianloveswords,pelletier,xdissent,dax,simonsd,halcyon,gabemc,jeffrafter,pauln415,theaboutbox,RichardBronosky,svenfuchs,mlinderm,reset,nstielau,philips,ryansch,alanshields,mhorbul,stopdropandrew,bodepd,jwinter,wfarr,th34ut0m4t0r,rcreasey,patcoll,wsc,tonyla,TimDumol,morepanda,gammons,ramonvanalteren,jeffmccune,tail,aglarond,thbar,vishvananda,mdub,underlog,kvs,michaelbearne,mtrudel,evtuhovich,bpo,masterzen,tolbrino,lstoll,bnmrrs,scompt,dreamcat4,ctrabold,drnic,adamv,ankopainting,bixu}
@attribute num_commits numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute other_files numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,domingo,sabado,quarta-feira,sexta-feira,quinta-Feira,segunda-feira}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
eggsby,1,40,1,0,1,1,0,madrugada,0,6,quarta-feira,4.304917,0.127544,24,1
fgrehm,1,17,1,0,1,1,0,noite,0,13,terca-feira,4.66769,0.138293,3,1
ianheggie,1,154,1,0,1,1,0,tarde,0,1,domingo,4.38546,0.130107,5,1
jeremyquinton,1,12,1,0,1,1,0,tarde,0,2,sexta-feira,4.737697,0.140558,2,1
daveloyall,1,39,1,0,1,0,0,noite,0,0,quinta-Feira,4.647892,0.137893,0,0
grenade,1,21,1,0,1,0,0,tarde,0,0,quinta-Feira,5.181997,0.153739,0,0
jabclab,1,82,1,0,1,1,0,manha,0,5,quinta-Feira,4.71302,0.139826,22,1
czi,1,21,2,1,1,2,0,madrugada,0,22,quinta-Feira,9.03833,0.268148,0,1
fcharlier,1,7,1,0,1,1,0,noite,0,2,terca-feira,4.812131,0.142747,0,1
mrkafk,1,9,1,0,1,0,1,noite,0,0,segunda-feira,4.921962,0.146005,4,1
Caustic,1,65,2,0,2,2,0,manha,0,48,domingo,8.901428,0.264052,6,1
PeteMichaud,1,3,1,0,1,1,0,madrugada,0,2,domingo,4.655117,0.138089,5,1
bt5e,1,7,1,0,1,1,0,noite,0,10,quinta-Feira,4.216814,0.125086,12,1
aleno,1,34,2,0,2,2,0,tarde,0,7,quinta-Feira,8.65825,0.256836,4,1
gimler,1,32,1,0,1,1,0,tarde,0,2,quinta-Feira,4.113719,0.122028,3,1
viq,1,8,1,0,1,1,0,manha,0,3,quinta-Feira,4.135521,0.122675,6,1
viq,1,17,1,0,1,1,0,manha,0,2,quinta-Feira,4.172158,0.123762,6,0
gregwork,1,97,1,0,1,1,0,tarde,0,12,quarta-feira,3.945537,0.116881,2,0
mark-rushakoff,1,2,1,0,1,1,0,manha,0,2,quarta-feira,4.62421,0.136985,3,1
fgrehm,1,26,1,0,1,1,0,noite,0,21,segunda-feira,4.53034,0.135144,5,1
jcockhren,1,16,1,0,1,1,0,tarde,0,2,sabado,3.946642,0.117733,4,1
copperlight,1,188,3,0,3,3,0,madrugada,0,54,sabado,13.652929,0.407283,19,1
mikerowehl,1,25,1,0,1,1,0,noite,0,2,sexta-feira,4.165319,0.124256,1,1
tpltnt,1,43,1,0,1,0,1,tarde,0,0,quinta-Feira,4.223044,0.125978,43,1
Raman148,2,212,1,0,1,1,0,?,0,6,quarta-feira,9.008818,0.268742,8,1
phinze,1,42,3,0,3,3,0,noite,0,3,quarta-feira,14.167899,0.422643,158,1
deltaroe,1,26,2,0,2,2,0,tarde,0,6,terca-feira,7.540603,0.224944,9,1
schlamar,1,3,1,0,1,1,0,manha,0,1,segunda-feira,4.128088,0.123145,9,1
atomic-penguin,1,46,2,0,2,2,0,noite,0,7,sabado,9.135618,0.272534,13,1
gustavobgama,1,10,1,0,1,1,0,noite,0,2,sabado,4.415343,0.131718,7,1
gildegoma,3,368,2,0,2,2,0,tarde,0,69,sabado,18.013483,0.537378,16,1
cmthornton,1,27,1,0,1,1,0,tarde,0,2,sabado,4.415343,0.131718,7,0
grepory,1,154,1,0,1,0,1,noite,0,0,sexta-feira,4.913626,0.146579,2,1
BreiteSeite,1,33,1,0,1,0,0,manha,0,0,sexta-feira,4.757835,0.142167,3,1
ndemoor,1,9,1,0,1,1,0,tarde,0,43,quinta-Feira,4.417386,0.131996,29,0
herdani,1,9,1,0,1,1,0,tarde,0,1,quinta-Feira,4.41216,0.13184,1,1
psi,1,24,5,5,0,5,0,madrugada,0,306,quinta-Feira,23.703652,0.713295,0,1
beporter,1,20,1,0,1,1,0,noite,0,4,quarta-feira,4.263342,0.128293,3,1
gildas,1,7,1,0,1,1,0,noite,0,3,quarta-feira,4.09185,0.123133,0,0
erichelgeson,1,7,1,0,1,1,0,madrugada,0,3,quarta-feira,4.523029,0.136108,1,1
markpeek,1,45,4,3,1,3,1,noite,0,68,terca-feira,17.501921,0.788359,44,1
fgrehm,1,65,2,0,2,2,0,noite,0,76,domingo,8.827719,0.401603,0,1
miguno,2,92,1,0,1,1,0,manha,0,5,quarta-feira,8.86795,0.421747,8,1
miguno,1,32,1,0,1,1,0,manha,0,2,quarta-feira,4.488942,0.213488,8,1
tsahara-iij,1,26,6,5,1,4,0,manha,0,83,quarta-feira,24.788555,1.178909,0,1
glensc,1,22,1,0,1,1,0,noite,0,2,terca-feira,4.487062,0.213398,6,1
miurahr,1,40,2,2,0,2,0,tarde,0,93,sabado,8.892155,0.422898,0,0
miurahr,4,63,8,2,6,6,0,tarde,0,78,sabado,26.356621,1.253483,6,1
mlex,1,36,2,0,2,2,0,tarde,0,13,sexta-feira,8.045494,0.382632,11,1
miketheman,1,90,2,0,2,0,0,madrugada,0,0,sexta-feira,9.093707,0.432483,7,1
janth,1,39,7,7,0,7,0,tarde,0,196,quarta-feira,32.470139,1.544233,0,1
shutej,1,30,1,0,1,1,0,tarde,0,3,segunda-feira,4.243878,0.201833,1,0
Boohbah,1,17,1,0,1,1,0,madrugada,0,3,sabado,4.495488,0.213786,0,1
timsutton,1,33,2,1,1,2,0,noite,0,17,sexta-feira,9.124249,0.434848,6,1
ches,1,102,1,0,1,1,0,noite,0,2,quinta-Feira,4.237612,0.206874,0,1
rajivr,2,14,3,0,3,2,0,manha,0,36,quarta-feira,13.317534,0.650143,7,0
ppp0,1,38,1,0,1,1,0,noite,0,2,segunda-feira,4.207216,0.20539,4,1
sevos,1,5,1,0,1,1,0,madrugada,0,16,domingo,4.301269,0.20998,3,1
sevos,3,48,8,5,3,5,0,noite,0,130,sabado,36.034118,1.778621,0,1
tejaycar,3,87,7,0,7,6,1,tarde,0,147,sexta-feira,53.418786,2.636718,57,1
mcourtois,2,12,1,0,1,1,0,noite,0,9,quinta-Feira,8.438916,0.41654,2,1
flozano,1,81,1,0,1,1,0,tarde,0,4,quinta-Feira,4.21939,0.208266,4,1
talexb,1,40,1,1,0,0,1,noite,0,0,quarta-feira,4.971488,0.24539,0,0
gwenci,1,41,1,0,1,1,0,noite,0,2,terca-feira,4.451936,0.219746,4,1
ches,1,29,1,0,1,1,0,tarde,0,4,terca-feira,4.380649,0.216227,2,1
fgrehm,4,352,4,1,3,4,0,manha,0,207,terca-feira,39.043075,1.927154,3,0
fgrehm,4,133,2,0,2,2,0,madrugada,0,10,segunda-feira,27.653296,1.364979,0,1
michaelglass,1,11,1,0,1,1,0,madrugada,0,3,segunda-feira,4.229043,0.208747,4,1
michaelglass,1,29,1,0,1,1,0,noite,0,2,sexta-feira,3.628523,0.179106,5,1
StephenKing,1,6,1,0,1,1,0,manha,0,2,sexta-feira,4.835732,0.238694,81,1
erran,2,61,2,0,2,1,1,manha,0,13,sexta-feira,11.432732,0.564326,28,1
michaelglass,1,40,1,0,1,1,0,noite,0,2,quinta-Feira,4.501222,0.222183,7,1
bmabey,2,59,1,0,1,1,0,noite,0,5,quarta-feira,8.820034,0.435362,6,1
atomic-penguin,1,108,1,0,1,1,0,noite,0,5,quarta-feira,4.965963,0.245123,4,0
tsugliani,1,3,1,0,1,1,0,manha,0,2,quarta-feira,3.758821,0.185538,3,1
tehranian,1,46,4,3,1,2,0,madrugada,0,65,terca-feira,19.64244,0.969647,0,0
zvirusz,1,255,2,0,2,1,1,manha,0,50,segunda-feira,8.170316,0.403327,70,0
mpapis,1,27,1,0,1,1,0,madrugada,0,12,sexta-feira,4.549016,0.224542,9,1
znz,1,26,2,0,2,2,0,manha,0,7,quinta-Feira,7.717782,0.38273,1,1
miketheman,1,7,4,0,4,2,0,manha,0,6,quinta-Feira,17.643675,0.874951,6,1
miketheman,1,9,1,0,1,0,1,manha,0,0,quinta-Feira,4.669609,0.231573,0,1
fpletz,1,105,2,0,2,2,0,tarde,0,2,segunda-feira,7.807386,0.387195,0,1
korya,1,60,2,0,2,1,1,manha,0,5,segunda-feira,8.896222,0.441194,15,1
Sauraus,1,15,1,0,1,1,0,madrugada,0,2,sabado,4.599033,0.228082,1,1
nickanderson,3,15,4,0,4,4,0,tarde,0,12,sexta-feira,18.095335,0.89741,0,1
fgrehm,3,47,3,0,3,3,0,tarde,0,75,sexta-feira,41.642782,2.065208,159,1
saturnflyer,1,57,1,0,1,0,1,tarde,0,0,quinta-Feira,4.37309,0.216877,13,1
marcparadise,1,73,4,0,4,2,1,manha,0,31,quinta-Feira,17.920361,0.888774,30,1
b2jrock,10,107,16,8,8,9,0,madrugada,0,669,quinta-Feira,26.733955,1.325891,0,1
mightybs,1,39,1,0,1,1,0,noite,0,2,terca-feira,4.384168,0.217438,0,1
emyl,1,13,1,0,1,0,1,tarde,0,0,terca-feira,4.132144,0.204938,9,1
emyl,1,71,3,0,3,2,1,tarde,0,7,terca-feira,12.961713,0.642848,9,1
commandtab,1,273,1,0,1,1,0,manha,0,17,domingo,4.651135,0.230677,2,1
bdon,2,4,1,0,1,0,1,manha,0,0,sabado,7.581442,0.376009,19,1
patcon,2,77,8,0,8,7,0,noite,0,32,quinta-Feira,17.976772,0.891575,73,1
Sauraus,6,23,4,0,4,3,1,tarde,0,15,quarta-feira,21.368925,1.059812,33,0
sthulb,7,47,6,0,6,6,0,manha,0,23,terca-feira,24.981825,1.238997,34,1
koolhead17,1,17,1,0,1,0,0,manha,0,0,segunda-feira,4.653887,0.230814,3,0
benjixx,1,52,1,0,1,1,0,noite,0,2,quarta-feira,4.179595,0.207291,7,1
voronoipotato,1,4,1,0,1,1,0,noite,0,2,terca-feira,4.771708,0.236657,2,0
mfournier,2,222,3,0,3,3,0,noite,0,8,segunda-feira,13.410134,0.665088,168,1
trlinkin,1,50,1,0,1,1,0,noite,0,2,segunda-feira,4.343009,0.215396,2,1
sethvargo,1,24,1,0,1,1,0,tarde,0,1,segunda-feira,4.575559,0.226928,0,1
trlinkin,1,157,1,0,1,1,0,noite,0,2,domingo,4.016055,0.199179,1,1
ngiger,1,8,1,0,1,1,0,manha,0,67,segunda-feira,4.288746,0.212703,5,0
nickanderson,1,14,1,0,1,1,0,manha,0,2,segunda-feira,4.550623,0.225691,9,1
scottmuc,1,41,1,0,1,0,0,noite,0,0,sexta-feira,4.823521,0.239226,3,0
ngiger,2,31,2,0,2,2,0,noite,0,10,quarta-feira,13.27641,0.658435,3,0
fgrehm,3,23,2,1,1,1,0,madrugada,0,45,segunda-feira,13.923592,0.692134,0,1
jprosevear,1,33,1,0,1,1,0,noite,0,2,domingo,4.732117,0.235188,4,1
tgarvey,1,50,3,0,3,2,0,manha,0,11,domingo,13.912282,0.691446,6,0
glensc,1,30,1,0,1,0,0,noite,0,0,sexta-feira,4.48792,0.223051,1,1
kburwieck,3,7,2,0,2,2,0,tarde,0,65,sexta-feira,8.58165,0.426512,20,0
davegudge,1,71,1,0,1,1,0,tarde,0,4,quinta-Feira,4.585179,0.227885,3,1
hecko,1,49,1,0,1,1,0,tarde,0,2,quarta-feira,4.459745,0.221651,0,1
Aigeruth,3,114,3,0,3,2,1,tarde,0,24,sabado,4.599821,0.228601,4,1
dsesh,1,16,1,0,1,1,0,manha,0,2,sexta-feira,4.676122,0.232393,2,1
hwartig,1,43,3,1,2,3,0,tarde,0,4,sabado,14.628939,0.727027,134,0
ekalinin,1,71,1,0,1,1,0,manha,0,30,sexta-feira,5.137286,0.255312,0,1
wbates,1,139,9,0,9,8,0,madrugada,0,23,sexta-feira,39.851446,1.980531,11,0
tunix,1,47,3,0,3,1,0,noite,0,5,quinta-Feira,14.29479,0.71042,2,1
sthulb,6,49,6,0,6,6,0,tarde,0,23,terca-feira,12.23992,0.608298,10,1
econchick,1,8,1,0,1,1,0,manha,0,2,domingo,4.712525,0.234202,5,0
jheise,1,25,1,0,1,1,0,manha,0,11,domingo,3.888535,0.193252,11,1
drogerschariot,1,29,1,0,1,0,0,tarde,0,0,quarta-feira,5.316285,0.264208,2,1
frankshearar,2,86,1,0,1,1,0,noite,0,6,terca-feira,4.413194,0.219326,2,1
Loa,1,43,1,0,1,1,0,tarde,0,1,terca-feira,3.581506,0.177993,12,0
patcon,1,20,1,0,1,0,1,madrugada,0,0,terca-feira,4.452525,0.221281,55,1
gildegoma,1,84,2,1,1,1,0,manha,0,31,segunda-feira,8.670128,0.430887,10,1
tawan,1,2,1,0,1,1,0,tarde,0,2,domingo,4.152013,0.206346,0,1
toretore,1,137,3,2,1,3,0,tarde,0,43,sabado,14.14459,0.702955,3,1
pronix,1,4,1,0,1,1,0,noite,0,2,sexta-feira,3.992956,0.198441,0,0
pronix,1,4,1,0,1,1,0,noite,0,2,sexta-feira,4.331871,0.215285,0,0
aszeszo,1,22,1,0,1,1,0,tarde,0,2,sexta-feira,4.511725,0.224223,7,1
akalyaev,1,11,2,0,2,2,0,tarde,0,4,sexta-feira,8.442802,0.419589,210,1
igorbonadio,1,58,2,0,2,2,0,madrugada,0,5,sexta-feira,8.253115,0.410162,25,0
cliles,3,10,1,0,1,1,0,tarde,0,4,quinta-Feira,9.429277,0.468615,4,1
gildegoma,1,21,2,0,2,1,1,tarde,0,6,terca-feira,8.822236,0.438446,63,0
Govinda-Fichtner,1,64,2,0,2,2,0,manha,0,6,terca-feira,8.895025,0.442063,3,1
gildegoma,7,360,2,0,2,2,0,noite,0,53,segunda-feira,21.952106,1.090972,10,1
gilesbowkett,1,10,1,0,1,0,1,tarde,0,0,segunda-feira,4.337901,0.215584,65,0
p0deje,3,118,3,0,3,2,1,tarde,0,125,segunda-feira,13.179933,0.655014,92,0
akalyaev,1,86,5,0,5,4,1,noite,0,8,domingo,22.572368,1.121798,136,1
pmorton,1,40,1,0,1,1,0,noite,0,13,sexta-feira,4.199609,0.208712,6,0
philippfranke,1,17,4,3,1,2,0,tarde,0,65,sexta-feira,19.688489,0.978476,3,1
fgrehm,1,38,2,0,2,2,0,madrugada,0,4,quinta-Feira,8.95982,0.445275,4,1
johntdyer,1,11,1,0,1,0,0,noite,0,0,quarta-feira,4.788693,0.237983,0,1
gumayunov,3,38,1,0,1,1,0,tarde,0,28,quarta-feira,12.814727,0.636852,8,0
hectcastro,1,63,1,0,1,1,0,noite,0,2,segunda-feira,4.286292,0.214439,2,0
nickrw,1,129,2,0,2,1,0,tarde,0,14,sexta-feira,8.326857,0.416585,21,0
fgrehm,1,41,1,0,1,1,0,noite,0,2,quinta-Feira,5.029151,0.251604,129,1
aszeszo,1,34,1,0,1,1,0,noite,0,2,segunda-feira,4.555328,0.227901,7,1
NeilW,1,27,1,0,1,1,0,noite,0,2,sexta-feira,4.281358,0.214159,18,1
smoyer,1,149,1,0,1,1,0,noite,0,35,quinta-Feira,4.393425,0.219764,13,0
raadad,5,98,8,5,3,5,0,tarde,0,4168,quinta-Feira,23.063919,1.153684,0,1
cassianoleal,1,35,1,0,1,1,0,noite,0,2,terca-feira,4.175635,0.208878,0,1
JustinCampbell,1,31,1,0,1,0,0,noite,0,0,terca-feira,4.574509,0.228836,3,0
davidbirdsong,2,130,1,0,1,1,0,madrugada,0,9,terca-feira,3.883347,0.194261,37,0
geetarista,1,5,1,0,1,1,0,madrugada,0,2,terca-feira,4.28398,0.2143,3,1
onefrankguy,3,45,4,0,4,2,0,madrugada,0,2,segunda-feira,17.207026,0.860712,2,1
tobli,1,14,1,0,1,1,0,tarde,0,2,domingo,4.683407,0.234268,0,1
