@relation 'hazelcast-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R13,7,8,9,14,6,2,11,4,10,12,17,15,16,18,53'

@attribute doc_files numeric
@attribute num_commits numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute other_files numeric
@attribute description_length numeric
@attribute created_at_day_turn {manha,madrugada,noite,tarde}
@attribute files_changed numeric
@attribute forward_links {false,true}
@attribute files_modified numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute src_churn numeric
@attribute test_churn numeric
@attribute entropy_diff numeric
@attribute status {0,1}

@data
0,2,13,0,0,7,noite,23,false,10,23,63.885693,784,331,0.289046,1
0,2,7,0,1,33,noite,14,false,7,13,68.404974,786,330,0.268161,1
0,1,4,0,3,14,noite,13,false,9,10,59.236432,92,124,0.268011,1
0,2,0,0,0,16,noite,10,false,10,10,91.662378,189,0,0.359334,1
0,2,0,0,0,18,tarde,7,false,7,7,18.544327,99,177,0.072697,1
0,2,0,0,0,17,tarde,7,false,7,7,18.544327,99,177,0.08392,1
0,2,2,0,0,38,noite,5,false,3,5,45.171951,335,148,0.20442,1
0,1,0,0,0,15,noite,7,false,7,7,0,62,145,0,1
0,2,15,0,2,34,tarde,51,false,36,50,0,654,111,0,1
0,1,0,0,0,27,noite,6,false,6,6,0,60,122,0,1
0,2,1,70,4,11,noite,101,false,30,97,270.65602,18948,142,1.225883,0
0,2,0,0,0,9,noite,1,false,1,1,4.716263,37,0,0.018492,1
0,1,0,0,0,8,tarde,2,false,2,2,9.221541,22,26,0.036157,1
0,1,0,0,0,4,tarde,2,false,2,2,9.221541,22,26,0.041767,1
0,1,0,0,0,3,tarde,6,false,6,6,28.46328,32,244,0.111644,1
0,1,2,0,0,5,noite,6,false,4,6,28.500121,305,0,0.111789,1
0,11,33,5,0,39,noite,73,false,35,62,476.038586,4564,1356,2.158944,1
0,2,0,0,0,20,noite,2,false,2,2,9.191723,64,0,0.041687,1
0,2,0,0,0,10,tarde,2,false,2,2,0,0,87,0,1
0,1,0,0,0,38,tarde,2,false,2,2,9.233844,5,29,0.036219,1
0,2,0,0,1,14,noite,3,false,3,2,4.817328,78,0,0.021848,1
0,1,0,0,0,15,noite,0,false,0,2,0,2,0,0,0
0,1,0,0,0,37,noite,2,false,2,2,9.233844,5,29,0.041878,1
0,1,0,0,0,44,tarde,42,false,42,44,194.378515,34,182,0.88156,1
0,2,1,0,0,10,tarde,21,false,20,21,92.113419,520,132,0.361306,1
0,1,3,0,0,78,manha,20,false,17,20,0,509,94,0,1
0,2,1,0,0,9,madrugada,20,false,19,20,42.04387,445,131,0.190681,1
0,1,0,0,2,15,noite,3,false,3,1,13.583573,0,17,0.05328,1
0,1,0,0,2,14,noite,3,false,3,1,13.583573,0,17,0.061605,1
0,4,0,0,0,153,tarde,2,false,2,2,9.538457,0,175,0.04326,1
0,2,1,0,0,72,tarde,5,false,4,5,45.700912,44,429,0.179257,1
0,2,1,0,0,72,tarde,5,false,4,5,45.700912,44,429,0.207267,1
0,1,0,0,0,14,tarde,2,false,2,2,9.066359,2,146,0.035562,1
0,1,0,0,0,50,tarde,2,false,2,2,9.066359,2,146,0.041119,1
0,8,4,0,2,26,madrugada,13,false,9,10,114.066975,479,425,0.517329,1
0,2,0,0,0,13,noite,10,false,10,10,91.273923,180,0,0.413956,1
0,1,0,0,0,67,noite,1,false,1,1,4.46666,2,0,0.020754,0
0,1,0,0,0,67,noite,1,false,1,1,4.46861,2,0,0.017528,0
0,1,0,0,0,67,noite,1,false,1,1,4.46861,2,0,0.017528,1
0,1,0,0,0,67,noite,1,false,1,1,4.46861,2,0,0.020267,1
0,1,0,0,0,10,tarde,2,false,2,2,8.772758,8,12,0.03441,1
0,1,0,0,0,9,tarde,2,false,2,2,8.772758,8,12,0.039787,1
0,1,0,0,0,46,tarde,8,false,8,8,35.654941,76,0,0.139854,1
0,4,0,0,1,16,tarde,17,false,17,16,79.490716,201,319,0.311796,0
0,2,0,0,0,18,tarde,8,false,8,8,43.990969,74,0,0.199337,1
0,1,0,0,0,13,madrugada,1,false,1,1,4.423484,2,0,0.020554,0
0,2,0,0,0,2,tarde,3,false,3,3,9.403952,24,240,0.042612,1
0,1,0,4,0,7,tarde,7,false,3,7,13.942593,398,0,0.063178,1
0,2,0,299,12,40,madrugada,300,false,1,289,5.768793,19434,0,0.022617,1
0,1,1,0,0,13,noite,4,false,3,4,18.731466,21,176,0.087054,1
0,1,1,0,0,9,noite,4,false,3,4,18.533347,21,171,0.072709,1
0,1,0,0,3,8,noite,3,false,3,0,14.244915,0,0,0.055885,1
0,1,0,0,0,87,noite,2,false,2,2,8.963875,6,64,0.041659,1
0,1,0,0,0,89,noite,2,false,2,2,9.03776,6,66,0.035457,1
0,1,0,0,0,15,tarde,6,false,6,6,0,76,162,0,1
0,1,0,0,0,6,tarde,1,false,1,1,4.722641,0,121,0.018528,1
0,1,0,0,0,41,madrugada,1,false,1,1,4.343377,36,0,0.01704,0
0,1,0,0,0,10,noite,8,false,8,8,33.429726,0,16,0.155364,1
0,2,7,0,1,13,noite,13,false,6,12,24.335796,566,165,0.113321,0
0,1,1,0,0,10,tarde,2,false,1,2,0,34,120,0,1
0,2,0,0,0,167,tarde,26,false,26,26,223.791972,552,0,0.87814,0
0,1,0,0,1,10,tarde,1,false,1,0,3.051404,0,0,0.011976,1
0,1,1,0,0,14,tarde,6,false,5,6,28.37785,272,119,0.131918,1
0,2,1,0,0,12,tarde,6,false,5,6,28.28624,516,234,0.111038,1
0,2,2,0,0,6,manha,5,false,3,5,32.517545,379,53,0.127648,0
0,1,2,0,0,7,noite,3,false,1,3,13.878279,2,235,0.0545,1
0,1,0,0,0,21,noite,1,false,1,1,0,0,24,0,1
0,2,2,0,2,13,tarde,4,false,2,2,27.643527,4,45,0.176307,0
0,2,2,0,2,13,tarde,4,false,2,2,27.63091,4,45,0.108506,1
0,1,0,0,0,8,tarde,1,false,1,1,4.72361,17,0,0.021963,1
0,1,1,0,0,9,tarde,3,false,2,3,13.808287,47,102,0.064203,1
0,1,0,0,0,21,tarde,1,false,1,1,4.972943,3,0,0.019529,1
0,1,0,0,0,25,tarde,2,false,2,2,9.384652,4,67,0.043644,1
0,1,0,0,0,24,tarde,2,false,2,2,9.419211,4,69,0.036996,1
0,1,1,0,0,10,tarde,2,false,1,2,9.221753,2,181,0.042887,1
0,1,1,0,0,9,tarde,2,false,1,2,9.226015,2,182,0.036237,1
0,1,0,0,0,60,noite,1,false,1,1,4.283625,2,0,0.016825,1
0,1,1,0,0,12,tarde,6,false,5,6,29.462183,76,7,0.115739,1
0,2,1,0,0,74,noite,3,false,2,3,27.605614,92,204,0.108506,1
0,1,0,0,0,32,noite,1,false,1,1,4.732735,17,0,0.018602,1
0,1,1,0,0,4,tarde,5,false,4,5,23.090558,67,217,0.090881,1
0,2,2,0,0,14,tarde,2,false,0,4,0,212,275,0,1
0,1,0,0,0,66,tarde,2,false,2,2,9.188706,27,0,0.036165,1
0,2,0,0,0,12,tarde,1,false,1,1,8.997122,54,0,0.035411,0
0,1,0,0,0,36,tarde,1,false,1,1,4.517732,7,0,0.017781,1
0,1,0,0,0,8,tarde,1,false,1,1,4.678095,2,0,0.018412,1
0,1,0,0,0,31,noite,1,false,1,1,0,14,0,0,1
0,1,0,0,0,24,noite,1,false,1,1,0,0,24,0,1
0,1,0,0,0,9,noite,5,false,5,5,21.241654,12,0,0.083604,1
0,1,0,0,0,34,noite,1,false,1,1,0,14,0,0,1
0,2,0,0,2,7,noite,4,false,4,2,16.877566,40,0,0.066428,1
0,2,0,0,0,29,tarde,1,false,1,1,0,27,0,0,1
0,1,0,0,0,13,tarde,1,false,1,1,4.38694,27,0,0.017266,0
0,1,0,0,2,7,tarde,4,false,4,2,16.73134,39,0,0.065852,1
0,2,0,0,0,8,noite,2,false,2,2,14.06533,36,0,0.055359,0
0,2,0,0,0,5,noite,1,false,1,1,9.478382,18,0,0.037363,0
0,3,0,0,0,18,noite,1,false,1,1,3.906937,6,0,0.015401,1
0,1,3,0,0,8,noite,6,false,3,6,28.7868,45,123,0.113476,1
0,1,0,0,0,11,noite,1,false,1,1,4.162159,7,0,0.016407,1
0,1,0,0,0,6,tarde,1,false,1,1,3.842299,8,0,0.015157,1
0,1,0,0,0,18,noite,2,false,2,2,9.362445,0,88,0.036934,1
0,1,0,0,0,14,noite,2,false,2,2,9.33897,0,90,0.043432,1
0,1,0,0,0,99,noite,1,false,1,1,4.613066,3,0,0.021453,1
0,1,0,0,0,96,noite,1,false,1,1,4.613054,3,0,0.018198,1
0,1,0,0,0,20,tarde,2,false,2,2,9.71874,4,19,0.045197,1
0,1,0,0,0,18,tarde,5,false,5,5,23.869329,46,23,0.09416,1
0,1,0,0,0,30,tarde,2,false,2,2,9.282331,5,0,0.043168,1
0,1,0,0,0,82,tarde,2,false,2,2,9.224626,5,0,0.03639,1
0,1,0,0,0,7,tarde,1,false,1,1,4.22071,2,0,0.01665,1
0,1,0,0,0,5,tarde,8,false,8,8,35.428634,32,0,0.139734,1
0,3,0,0,1,34,noite,6,false,6,5,36.265072,268,33,0.143033,1
0,2,0,0,0,40,noite,3,false,3,3,22.703484,20,34,0.089545,1
0,2,0,1,0,25,madrugada,5,false,4,5,13.898254,234,39,0.054816,1
0,1,0,0,0,39,noite,3,false,3,3,14.024091,2,30,0.055313,1
0,1,0,0,0,10,noite,2,false,2,2,9.569795,0,64,0.044505,1
0,1,0,0,0,7,noite,2,false,2,2,9.504472,0,60,0.037487,1
0,2,0,0,0,31,tarde,3,false,3,3,27.273059,83,124,0.126834,1
0,3,2,0,1,13,tarde,4,false,2,3,3.796473,153,77,0.014979,1
0,2,0,0,0,2,noite,1,false,1,1,9.162716,30,0,0.036152,1
0,2,3,1,0,16,noite,14,false,10,16,59.883733,3012,0,0.236273,1
0,2,0,0,0,36,noite,6,false,6,6,8.955925,131,72,0.035336,1
0,1,0,0,0,53,tarde,1,false,1,1,4.76523,0,7,0.018801,1
0,1,0,0,0,14,tarde,4,false,4,4,17.602847,42,0,0.069453,1
0,1,0,0,0,6,tarde,1,false,1,1,4.568651,0,13,0.018036,1
0,6,0,0,1,11,tarde,16,true,16,15,103.700704,357,440,0.409393,1
0,1,0,0,0,10,tarde,3,false,3,3,13.433856,78,0,0.053035,0
0,2,3,0,0,19,noite,4,false,1,4,19.822128,0,528,0.078255,1
0,2,0,0,0,7,tarde,4,false,4,4,13.914153,94,116,0.054974,1
0,1,0,0,0,74,tarde,1,false,1,1,4.644229,0,2,0.018349,1
0,2,0,0,0,9,tarde,2,false,2,2,9.428177,0,519,0.03725,0
0,1,0,0,0,8,tarde,1,false,1,1,4.514147,0,6,0.020993,1
0,1,0,0,0,6,tarde,1,false,1,1,4.514147,0,6,0.017835,1
0,1,0,0,0,71,tarde,1,false,1,1,4.683851,0,2,0.021782,1
0,2,0,0,0,46,tarde,8,false,8,8,67.29845,160,0,0.265893,1
0,2,0,0,0,36,noite,1,false,1,1,0,0,231,0,1
0,1,0,0,0,18,tarde,3,false,3,3,12.893136,14,0,0.05094,1
0,2,0,0,0,61,tarde,6,false,6,6,26.146496,616,0,0.121594,1
0,1,0,0,0,8,tarde,1,false,1,1,4.514147,0,6,0.020993,1
0,2,5,0,0,15,tarde,11,false,6,11,33.814063,101,463,0.133596,1
0,1,0,0,0,42,tarde,1,false,1,1,4.231727,8,0,0.019688,1
0,1,2,0,0,7,madrugada,2,false,0,2,0,0,111,0,1
0,2,0,0,0,13,noite,11,false,11,11,47.966957,120,38,0.189586,1
0,1,0,0,0,10,noite,1,false,1,1,4.514147,0,6,0.021002,1
0,1,0,0,0,8,noite,1,false,1,1,4.514147,0,6,0.017849,1
0,1,0,0,0,9,noite,6,false,6,6,26.34425,8,10,0.122568,1
0,1,0,0,0,9,noite,6,false,6,6,26.351873,8,10,0.104136,1
0,1,0,0,0,37,tarde,1,false,1,1,4.787241,0,25,0.018918,1
0,1,2,0,0,29,tarde,7,false,5,7,32.195772,144,0,0.149792,1
0,3,4,0,0,24,tarde,10,false,6,10,0,768,140,0,1
0,1,0,0,0,73,tarde,1,false,1,1,4.681894,0,2,0.018509,1
0,1,2,0,0,7,tarde,5,false,3,5,23.841362,76,106,0.094251,1
0,1,0,0,0,11,tarde,6,false,6,6,27.918326,296,0,0.129891,0
0,1,0,0,0,52,tarde,8,false,8,8,34.761584,45,10,0.16173,1
0,2,0,0,4,15,tarde,9,false,9,5,87.701031,12,22,0.346708,1
0,2,0,0,0,16,noite,10,false,10,12,53.980166,25,250,0.2134,1
0,1,0,0,0,27,noite,2,false,2,2,9.486697,40,28,0.037504,1
0,1,0,0,0,12,tarde,6,false,6,6,27.918326,296,0,0.110369,1
0,1,0,0,0,54,tarde,5,false,5,5,23.394023,104,2,0.092553,1
0,2,0,0,0,11,madrugada,6,false,6,6,52.350162,154,1618,0.207111,1
0,2,0,0,0,51,noite,4,false,4,4,29.647456,18,24,0.117316,1
0,1,0,0,0,4,noite,1,false,1,1,4.647113,2,0,0.018389,1
0,1,0,0,0,9,noite,1,false,1,1,3.496361,3,0,0.013838,1
0,3,1,0,0,12,noite,6,false,5,6,56.335282,185,232,0.222959,1
0,1,0,0,0,27,tarde,1,false,1,1,4.796117,17,0,0.018982,1
0,2,2,0,0,26,tarde,6,false,4,6,55.997002,276,0,0.221621,1
0,2,0,0,0,13,tarde,1,false,1,1,4.963149,74,0,0.019643,1
0,2,1,0,0,30,noite,2,false,1,2,18.373489,0,231,0.072746,1
0,1,2,0,0,23,noite,12,false,10,12,54.972451,135,105,0.217651,1
0,1,0,0,0,28,noite,2,false,2,2,7.602347,2,0,0.0301,1
0,2,0,0,0,10,noite,8,false,8,8,23.747822,491,118,0.110489,1
0,1,0,0,0,5,noite,2,false,2,2,9.29423,23,0,0.043242,1
0,1,0,0,0,13,noite,1,false,1,1,4.709549,7,0,0.021912,1
0,1,0,0,0,14,noite,1,false,1,1,4.715267,7,0,0.018669,1
0,1,0,0,0,28,tarde,4,false,4,4,0,181,0,0,1
0,1,0,0,1,10,tarde,20,false,20,53,92.633534,21,348,0.366763,1
0,2,1,1,7,4,tarde,20,false,18,13,86.575452,376,154,0.342777,1
0,21,3,18,15,11,madrugada,180,false,159,213,174.518435,3719,3576,0.690966,1
0,2,0,0,0,31,noite,4,false,4,4,18.639439,362,0,0.073799,1
0,2,0,0,0,96,noite,1,false,1,1,4.548385,0,59,0.018008,0
0,2,0,0,0,17,noite,6,false,6,6,28.00474,40,424,0.110878,1
0,1,0,0,0,59,noite,5,false,5,5,23.746527,408,118,0.094019,1
0,1,0,0,0,5,noite,1,false,1,1,4.861726,12,0,0.019249,1
0,2,0,0,0,44,noite,3,false,3,3,17.414334,31,0,0.068948,1
0,2,0,0,0,105,noite,10,false,10,10,91.539408,1109,0,0.362429,1
0,2,1,1,7,2,noite,20,false,18,13,56.994025,224,57,0.26517,1
0,1,0,0,0,8,tarde,1,false,1,1,4.221277,6,0,0.016723,1
0,2,0,0,0,15,tarde,2,false,2,2,18.273601,16,94,0.08502,1
0,1,0,0,0,8,tarde,8,false,8,8,33.429726,0,16,0.132536,1
0,2,5,0,4,7,tarde,42,false,37,38,258.44073,1145,34,1.024615,1
0,1,0,0,1,2,tarde,1,false,1,0,3.809181,0,0,0.015102,0
0,1,0,0,0,10,tarde,4,false,4,4,18.343111,30,0,0.072723,1
0,1,0,0,0,5,madrugada,1,false,1,1,4.715821,0,165,0.018696,1
0,2,0,0,0,14,noite,2,false,2,2,18.069465,10,87,0.071638,1
0,1,0,0,0,10,tarde,2,false,2,2,9.41299,0,4,0.037326,1
0,2,0,0,0,20,tarde,1,false,1,1,4.675616,9,0,0.018541,1
0,1,0,0,0,24,tarde,3,false,3,3,14.059064,10,91,0.05575,1
0,2,0,0,0,44,noite,7,false,7,7,31.140356,136,384,0.123507,0
0,1,0,0,0,11,noite,2,false,2,2,9.46209,0,147,0.037528,1
0,1,0,0,0,9,tarde,2,false,2,2,8.897182,44,114,0.035287,1
0,1,1,0,0,7,tarde,2,false,1,2,9.401205,23,81,0.04375,1
0,1,1,0,0,13,tarde,2,false,1,2,9.39802,22,82,0.037274,1
0,2,7,0,0,25,noite,32,false,25,31,194.067769,1601,10,0.770585,1
0,2,1,0,0,32,tarde,2,false,1,2,13.728874,6,104,0.054587,1
0,4,2,0,0,6,tarde,3,false,1,3,9.331246,253,38,0.037109,0
0,1,1,0,4,30,tarde,22,false,21,18,100.191769,467,35,0.398446,1
0,2,7,0,0,50,manha,7,false,0,7,68.952041,402,254,0.274264,1
0,2,4,0,0,35,madrugada,33,false,29,33,37.798393,500,436,0.150347,1
0,2,0,0,1,16,noite,1,false,1,0,3.22256,0,0,0.012818,0
0,1,0,0,0,16,tarde,10,false,10,10,45.497698,72,30,0.180972,1
0,1,1,0,0,12,tarde,3,false,2,3,14.091311,0,75,0.05605,1
0,1,0,0,0,21,tarde,6,false,6,6,27.311193,94,0,0.108633,1
0,1,0,0,0,12,madrugada,2,false,2,2,9.46944,8,32,0.044067,1
0,1,0,0,0,10,madrugada,2,false,2,2,9.46944,8,32,0.037666,1
0,2,0,0,0,6,madrugada,2,false,2,2,4.680085,0,267,0.018616,1
0,2,1,0,0,62,madrugada,5,false,4,5,4.501538,40,18,0.017905,1
0,2,4,0,0,48,madrugada,7,false,3,6,18.689395,0,414,0.074339,1
0,2,0,0,0,96,madrugada,2,false,2,2,9.509677,16,247,0.037819,1
0,2,0,0,0,19,noite,2,false,2,2,18.538077,16,0,0.073767,1
0,2,0,0,0,70,noite,4,false,4,4,17.692437,0,42,0.070402,1
0,1,0,0,0,25,tarde,5,false,5,5,21.041172,71,0,0.083744,1
0,1,0,0,0,31,madrugada,1,false,1,1,4.756987,8,0,0.018933,1
0,2,1,0,0,53,noite,3,false,2,3,23.607146,94,438,0.093991,1
0,2,0,0,0,6,noite,2,false,2,2,19.17019,0,53,0.076326,1
0,7,0,0,0,4,noite,6,false,6,6,8.93682,86,0,0.035582,1
0,3,0,0,0,19,noite,4,false,4,4,14.206775,84,0,0.056564,1
0,1,0,0,0,21,noite,3,false,3,3,14.292548,35,0,0.056905,1
0,1,0,0,0,16,noite,2,false,2,2,8.64974,22,26,0.040253,1
0,1,0,0,0,12,noite,2,false,2,2,8.540884,22,17,0.034005,1
0,1,1,0,0,9,noite,4,false,3,4,0,29,162,0,1
0,1,1,0,0,7,noite,4,false,3,4,18.315184,28,162,0.073005,1
0,2,0,0,0,29,noite,2,false,2,2,17.636668,122,0,0.0703,1
0,4,6,1,1,52,noite,20,false,13,19,156.398813,0,2679,0.623409,1
0,12,1,0,0,188,tarde,11,false,10,10,61.266424,159,72,0.244209,1
0,1,0,0,7,3,tarde,14,false,14,7,63.729898,0,149,0.25398,0
0,3,2,0,0,22,madrugada,7,false,5,6,43.982239,605,0,0.17528,1
0,2,0,0,0,50,manha,2,false,2,2,18.293862,14,82,0.072906,1
0,1,0,0,0,38,madrugada,4,false,4,4,17.334003,40,0,0.080721,1
0,1,0,0,0,47,madrugada,2,false,2,2,8.310561,12,0,0.03312,1
0,1,0,0,0,27,tarde,1,false,1,1,4.080204,9,0,0.01627,1
0,1,2,0,0,6,tarde,3,false,1,3,14.785137,0,210,0.058957,1
0,1,0,0,0,16,tarde,1,false,1,1,4.413292,13,0,0.017598,1
0,1,0,0,0,7,tarde,2,false,2,2,9.022345,29,0,0.042015,0
0,1,0,0,0,14,tarde,1,false,1,1,4.386374,3,0,0.017491,1
0,2,0,0,0,118,noite,3,false,3,3,13.249251,386,274,0.052853,1
0,7,1,0,0,184,noite,6,true,5,6,18.269699,110,62,0.085078,0
0,2,2,0,0,64,noite,8,false,6,8,28.797049,560,192,0.114875,1
0,2,0,0,0,7,noite,3,false,3,3,9.024141,2,17,0.035999,1
0,1,0,0,0,9,tarde,1,false,1,1,3.463983,2,0,0.016131,1
0,1,0,0,0,10,tarde,1,false,1,1,3.463983,2,0,0.01382,1
0,1,0,0,0,3,tarde,2,false,2,2,9.444474,28,0,0.037681,1
0,2,0,0,0,44,tarde,5,false,5,5,42.689868,12,76,0.198798,1
0,2,0,0,0,30,noite,4,false,4,4,31.369788,19,0,0.125207,1
0,1,2,0,0,28,noite,5,false,3,5,22.580701,25,448,0.090127,1
0,1,1,0,0,19,noite,2,false,1,2,8.98271,12,60,0.04184,1
0,2,0,0,0,10,noite,1,false,1,1,9.656099,0,101,0.038548,1
0,1,1,0,0,15,noite,2,false,1,2,8.911737,12,60,0.035576,1
0,2,2,0,2,10,noite,4,false,2,2,14.124888,14,72,0.056399,1
0,2,2,2,0,16,tarde,8,false,4,8,0,37,1868,0,1
0,1,0,0,0,6,tarde,2,false,2,2,9.649422,0,84,0.038529,1
0,1,0,0,1,14,tarde,1,false,1,0,4.388904,0,0,0.020443,1
0,1,0,0,1,49,tarde,1,false,1,0,4.388904,0,0,0.017524,1
0,1,1,0,0,35,tarde,3,false,2,3,13.517198,9,105,0.053972,1
0,2,0,0,0,41,tarde,12,false,12,12,102.616767,176,0,0.477968,1
0,2,1,2,1,7,tarde,44,false,41,43,175.134509,609,41,0.699285,1
0,2,3,0,0,19,tarde,8,false,5,7,64.27193,26,1320,0.256629,1
0,2,0,0,0,14,tarde,11,false,11,11,0,237,164,0,1
0,1,0,0,1,20,tarde,3,false,3,2,0,26,0,0,1
0,1,0,0,0,15,tarde,2,false,2,2,8.975864,26,0,0.035839,1
0,2,0,0,0,96,noite,2,false,2,2,8.952245,77,0,0.041707,1
0,1,0,0,0,41,noite,4,false,4,4,17.571441,4,66,0.081863,1
0,1,0,0,0,37,noite,4,false,4,4,17.547504,4,66,0.070064,1
0,2,0,0,0,94,noite,2,false,2,2,9.105866,68,0,0.036358,1
0,1,0,0,0,30,noite,4,false,4,4,18.882827,76,84,0.087973,1
0,3,0,0,0,19,noite,13,false,13,13,54.122004,123,0,0.216098,1
0,1,0,0,0,117,noite,1,false,1,6,4.260427,22,164,0.017021,1
0,1,0,0,0,12,tarde,4,false,4,4,18.585964,4,96,0.086589,1
0,1,0,0,0,7,tarde,2,false,2,2,0,4,0,0,1
0,1,0,0,0,9,madrugada,7,false,7,7,0,146,50,0,1
0,1,1,0,0,15,madrugada,5,false,4,5,23.802054,7,138,0.095109,1
0,1,0,0,0,42,noite,3,false,3,3,13.731154,2,74,0.054867,1
0,1,0,0,0,53,noite,25,false,25,25,115.319407,840,0,0.460713,1
0,2,0,0,0,26,noite,2,false,2,2,8.251523,11,0,0.032971,1
0,1,0,0,0,14,noite,2,false,2,2,9.144228,0,16,0.036553,1
0,1,0,0,0,54,tarde,8,false,8,8,35.579039,94,67,0.165756,1
0,1,0,0,0,14,tarde,4,false,4,4,18.667265,4,92,0.074621,1
0,1,0,0,0,34,tarde,2,false,2,2,9.707261,0,2,0.038811,1
0,1,0,0,0,35,tarde,9,false,9,9,41.224398,10,18,0.164822,1
0,1,0,0,0,17,manha,3,false,3,3,13.470839,16,0,0.062814,1
0,1,0,0,0,128,manha,3,false,3,3,13.452702,16,0,0.053817,1
0,1,0,0,1,197,tarde,3,false,3,2,0,26,0,0,1
0,1,0,0,0,41,madrugada,9,false,9,9,0,101,96,0,1
0,1,1,0,0,108,noite,4,false,3,6,18.567393,149,256,0.08658,1
0,1,1,0,0,112,noite,4,false,3,6,18.575443,145,257,0.074268,1
0,1,0,0,0,26,noite,7,false,7,7,0,51,50,0,1
0,1,0,0,0,25,noite,3,false,3,3,13.284321,9,5,0.061945,1
0,1,0,0,0,9,noite,4,false,4,4,0,89,6,0,1
0,1,0,0,0,23,noite,3,false,3,3,0,10,6,0,1
0,1,3,0,2,8,tarde,12,false,9,10,0,240,5,0,1
0,1,0,0,0,12,madrugada,0,false,0,0,0,0,0,0,1
0,1,0,0,0,11,noite,1,false,1,1,3.930559,0,12,0.018328,1
0,2,0,0,0,43,noite,5,false,5,5,23.053358,45,28,0.092194,1
0,5,0,8,0,35,noite,16,false,8,15,38.661209,0,2309,0.154608,1
0,1,0,0,0,7,noite,1,false,1,1,4.55669,0,7,0.018222,0
0,1,0,0,0,9,noite,1,false,1,1,3.930559,0,12,0.015718,1
0,1,1,0,0,3,noite,1,false,0,1,0,0,53,0,1
0,1,0,0,0,4,noite,1,false,1,1,4.851635,0,33,0.019402,1
0,1,0,0,0,43,noite,3,false,3,3,14.137105,30,15,0.056526,1
0,1,1,0,1,29,noite,20,false,19,19,0,357,0,0,1
0,1,1,1,0,12,tarde,10,false,8,11,41.824161,409,8,0.167477,1
0,1,0,0,0,82,tarde,0,false,0,0,0,0,0,0,1
0,1,0,0,0,79,tarde,5,false,5,5,23.318936,10,91,0.093324,1
0,2,0,0,0,14,tarde,4,false,4,4,25.636594,0,155,0.1026,1
0,1,1,0,0,37,noite,2,false,1,2,9.736959,13,67,0.038968,1
0,1,0,0,0,16,tarde,3,false,3,3,12.600248,0,10,0.058755,1
0,1,0,0,0,15,tarde,3,false,3,3,12.447368,0,10,0.049863,1
0,1,0,0,0,49,tarde,1,false,1,1,4.687991,27,0,0.01878,0
0,1,0,0,0,46,noite,2,false,2,2,8.927588,60,0,0.035763,0
0,2,0,0,0,21,noite,11,false,11,11,9.112551,148,0,0.036504,1
0,2,3,0,0,53,tarde,22,false,19,22,96.866351,1794,0,0.38849,1
0,2,0,0,0,18,tarde,1,false,1,1,8.911811,20,0,0.035742,1
0,2,1,0,0,9,tarde,2,false,1,2,19.082379,19,40,0.076531,1
0,2,2,0,1,4,tarde,7,false,5,6,62.599161,250,41,0.251059,1
0,1,0,0,0,8,tarde,4,false,4,4,19.484154,0,21,0.090854,1
0,2,0,0,1,37,tarde,8,false,8,7,73.834072,78,44,0.296234,1
0,1,0,0,0,4,manha,0,false,0,0,0,0,0,0,0
0,1,0,0,0,14,madrugada,1,false,1,1,4.459412,41,0,0.017892,1
0,1,0,0,0,65,noite,6,false,6,6,27.271419,22,222,0.109417,1
0,1,1,0,0,3,noite,10,false,9,11,48.299692,0,280,0.193786,1
0,1,1,0,0,57,noite,2,false,1,2,9.667093,10,112,0.045077,1
0,1,0,0,0,4,noite,1,false,1,1,4.703325,0,14,0.01887,1
0,1,3,0,4,17,noite,18,false,15,14,83.800831,247,370,0.336219,1
0,1,1,0,0,56,tarde,2,false,1,2,9.688759,10,107,0.038873,1
0,1,0,0,0,29,tarde,2,false,2,2,8.90737,6,0,0.035759,1
0,1,0,0,0,13,tarde,11,false,11,11,52.761346,0,13,0.211812,1
