@relation 'scikit-learn-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,10,11,12,1,9,16,17,8,14,18,15,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {madrugada,noite,manha,tarde}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute created_at_week_day {terca-feira,domingo,sexta-feira,segunda-feira,sabado,quinta-Feira,quarta-feira}
@attribute files_deleted numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute files_added numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute src_churn numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
1,tarde,8,6,6,6,terca-feira,0,13,18.209994,0,0,0.432247,225,9,0
1,noite,85,7,7,4,segunda-feira,0,0,29.96704,0,0,0.711322,10,35,1
1,tarde,4,1,2,0,segunda-feira,0,0,4.831908,1,1,0.114909,0,10,1
3,noite,12,2,2,2,sabado,0,33,26.471092,0,0,0.626214,60,3,1
8,manha,69,2,2,2,sexta-feira,0,44,9.051712,0,0,0.214131,96,2,1
94,madrugada,67,166,213,163,sexta-feira,21,5736,40.955487,26,13,0.968858,21988,87,1
5,madrugada,90,6,6,6,sexta-feira,0,172,22.527187,0,0,0.532911,0,13,1
1,noite,14,1,1,1,quinta-Feira,0,0,4.383128,0,0,0.103689,2,0,1
5,noite,20,2,2,2,quinta-Feira,0,8,8.702816,0,0,0.205881,42,2,1
4,tarde,26,3,3,3,quinta-Feira,0,0,12.070306,0,0,0.285546,37,6,1
32,tarde,90,8,8,8,quinta-Feira,0,0,186.757751,0,0,4.418104,1385,76,1
1,madrugada,345,6,13,12,quarta-feira,0,44,50.381638,7,1,1.194087,857,80,0
2,tarde,5,1,3,0,terca-feira,0,0,9.494194,2,2,0.22502,0,8,1
1,madrugada,1,1,1,1,terca-feira,0,0,4.139556,0,0,0.098111,2,8,1
2,noite,9,2,2,2,quinta-Feira,0,9,9.228327,0,0,0.218719,4,30,1
1,noite,5,1,1,1,quinta-Feira,0,0,4.30644,0,0,0.102066,2,23,1
5,madrugada,223,7,7,6,quinta-Feira,0,0,66.335598,0,0,1.572207,1110,56,1
1,tarde,5,1,1,0,quarta-feira,0,0,4.293244,0,0,0.101753,0,4,1
2,noite,137,2,2,2,terca-feira,0,31,9.224448,0,0,0.218631,15,0,1
3,noite,65,2,2,2,terca-feira,0,1,8.336757,0,0,0.197591,14,8,1
2,madrugada,355,2,5,4,terca-feira,0,68,19.244637,3,0,0.456128,542,3,0
2,noite,38,2,9,9,segunda-feira,7,0,18.154216,0,0,0.430284,1526,0,1
3,tarde,111,5,7,7,segunda-feira,0,56,83.279897,2,0,1.92846,877,11,1
1,madrugada,109,1,1,1,segunda-feira,0,0,0,0,0,0,7,0,1
5,manha,23,2,2,2,domingo,0,0,13.112806,0,0,0.303958,175,0,1
75,manha,1,39,43,24,domingo,1,158,491.556373,3,8,11.394399,1011,115,0
99,madrugada,72,16,20,13,domingo,0,951,88.298873,4,0,2.04679,1991,10,1
1,noite,19,2,2,2,sexta-feira,0,15,8.563525,0,0,0.198505,18,14,0
4,noite,17,2,2,2,sexta-feira,0,16,16.762824,0,0,0.388566,24,14,0
5,tarde,20,1,1,1,sexta-feira,0,0,12.757705,0,0,0.295727,27,7,0
3,manha,17,1,1,0,sexta-feira,0,0,4.692843,0,0,0.108781,0,0,1
10,manha,184,4,5,3,sexta-feira,0,0,8.769655,1,0,0.203283,553,2,1
1,manha,4,1,1,1,sexta-feira,0,20,4.483867,0,0,0.103937,0,2,1
1,madrugada,48,1,1,1,sexta-feira,0,0,4.188256,0,0,0.097085,2,7,0
5,madrugada,43,2,2,2,sexta-feira,0,14,4.227904,0,0,0.098004,14,0,1
1,madrugada,145,2,3,3,sexta-feira,0,0,9.047902,1,0,0.209733,39,2,0
20,noite,33,4,4,2,quinta-Feira,0,274,115.639353,0,0,2.680554,240,7,0
4,manha,51,2,2,2,quinta-Feira,0,50,13.160801,0,0,0.305071,134,13,1
16,madrugada,187,146,166,138,quinta-Feira,9,1888,30.748501,11,4,0.712759,4467,68,0
1,tarde,12,1,1,1,quarta-feira,0,0,4.069149,0,0,0.094324,9,0,1
1,madrugada,30,1,1,1,quarta-feira,0,0,4.734021,0,0,0.115869,6,0,0
1,tarde,87,2,2,2,terca-feira,0,60,8.961539,0,0,0.209353,3,12,0
4,noite,23,5,5,4,segunda-feira,0,0,12.830018,0,0,0.299727,89,6,1
10,noite,321,5,7,7,segunda-feira,0,0,59.639949,2,0,1.39327,663,4,1
1,tarde,16,6,6,6,segunda-feira,0,7,25.653094,0,0,0.599291,0,34,1
2,tarde,35,1,1,1,segunda-feira,0,9,4.403028,0,0,0.102861,0,3,1
1,tarde,25,1,1,0,segunda-feira,0,0,4.655894,0,0,0.108768,0,3,1
1,tarde,28,1,1,1,segunda-feira,0,0,4.537102,0,0,0.105993,1,24,1
57,tarde,153,7,8,5,segunda-feira,0,5050,75.157553,1,0,1.755782,2129,31,1
1,manha,10,1,1,0,segunda-feira,0,0,4.473136,0,0,0.104499,0,2,1
3,madrugada,19,1,1,1,segunda-feira,0,0,12.798361,0,0,0.298987,7,3,1
1,noite,6,1,1,0,domingo,0,0,4.910767,0,0,0.114717,0,0,1
7,noite,82,50,50,45,domingo,0,231,351.214526,0,0,8.204468,1692,130,1
1,madrugada,32,1,1,1,sexta-feira,0,0,4.050077,0,0,0.094612,6,2,0
2,madrugada,126,7,7,7,sexta-feira,0,72,31.166394,0,0,0.728064,65,36,1
1,noite,2,1,2,0,quinta-Feira,0,0,4.665205,1,1,0.109182,0,10,1
14,manha,17,4,4,2,quinta-Feira,0,167,88.688721,0,0,2.075618,220,16,0
14,manha,17,4,4,2,quinta-Feira,0,167,88.688721,0,0,2.075618,220,16,1
13,madrugada,41,2,2,2,quinta-Feira,0,94,9.078935,0,0,0.212478,49,8,1
1,tarde,21,1,1,1,quarta-feira,0,0,4.194807,0,0,0.098173,17,0,0
1,tarde,12,1,1,1,quarta-feira,0,0,4.674383,0,0,0.109396,2,0,1
2,madrugada,21,1,1,1,quarta-feira,0,0,4.379512,0,0,0.102495,9,0,1
2,madrugada,34,2,2,2,quarta-feira,0,56,9.06255,0,0,0.212095,24,8,0
2,noite,28,1,1,1,terca-feira,0,0,4.427313,0,0,0.103614,12,0,0
34,manha,11,3,3,2,segunda-feira,0,530,18.286698,0,0,0.427971,405,1,1
13,madrugada,27,3,3,3,segunda-feira,0,53,4.088501,0,0,0.095686,73,8,0
1,noite,40,1,1,1,domingo,0,8,4.424614,0,0,0.103552,0,2,1
1,noite,46,1,1,1,sabado,0,0,4.098804,0,0,0.095926,5,1,1
3,tarde,102,5,5,5,sabado,0,99,46.42834,0,0,1.086584,153,21,1
1,noite,31,1,1,1,sexta-feira,0,0,3.881714,0,0,0.090846,2,1,0
1,noite,33,1,1,1,quarta-feira,0,0,4.761183,0,0,0.111428,4,17,1
8,noite,62,7,7,6,quarta-feira,0,79,9.137348,0,0,0.213846,116,20,1
52,noite,84,7,7,7,quarta-feira,0,0,197.215306,0,0,4.61552,2956,61,1
1,tarde,16,1,1,1,quarta-feira,0,0,4.222,0,0,0.098809,2,21,1
1,manha,10,0,0,0,quarta-feira,0,0,0,0,0,0,0,0,0
1,manha,10,0,0,0,quarta-feira,0,0,0,0,0,0,0,0,0
1,madrugada,8,1,1,1,quarta-feira,0,0,4.805693,0,0,0.11247,2,11,1
2,tarde,46,2,2,2,terca-feira,0,10,8.525061,0,0,0.199516,4,4,1
2,noite,6,1,1,1,segunda-feira,0,56,4.196612,0,0,0.098215,0,8,1
1,tarde,50,2,2,2,domingo,0,2,8.298633,0,0,0.194215,3,5,1
1,madrugada,13,1,1,1,domingo,0,0,4.464936,0,0,0.104497,13,1,1
1,madrugada,53,2,2,2,domingo,0,0,3.826065,0,0,0.089545,10,60,0
539,noite,94,11,12,7,sabado,0,7386,1750.566559,1,0,40.969942,26480,3,1
5,tarde,47,2,3,2,sabado,0,172,17.709789,1,1,0.414475,112,2,0
2,noite,20,1,1,1,sexta-feira,0,0,4.373341,0,0,0.102352,5,3,0
1,tarde,8,1,1,1,sexta-feira,0,0,4.345035,0,0,0.10169,2,5,1
1,madrugada,31,1,1,0,sexta-feira,0,0,4.54038,0,0,0.106261,0,1,1
1,noite,9,1,1,1,quinta-Feira,0,0,4.7701,0,0,0.111638,2,1,1
5,noite,9,2,4,4,quinta-Feira,0,301,39.507878,2,0,0.924628,503,1,0
8,tarde,93,4,6,5,quarta-feira,0,278,80.610165,2,0,1.886571,294,25,1
1,manha,111,1,1,1,quarta-feira,0,1,4.542397,0,0,0.106309,0,3,1
16,noite,91,4,4,4,terca-feira,0,88,18.285748,0,0,0.427953,826,9,1
10,noite,58,5,5,5,terca-feira,0,74,73.148583,0,0,1.71195,301,76,0
1,tarde,127,1,1,1,terca-feira,0,0,4.341288,0,0,0.101602,10,9,0
1,manha,11,1,1,1,terca-feira,0,0,4.530765,0,0,0.106037,29,10,1
25,noite,13,12,19,11,segunda-feira,2,598,201.732539,5,0,4.721295,1621,33,1
23,noite,19,11,18,10,segunda-feira,2,596,178.583401,5,0,4.179519,1608,31,0
1,manha,23,1,1,1,segunda-feira,0,0,4.200752,0,0,0.098313,3,0,1
1,manha,36,1,1,1,segunda-feira,0,0,4.378001,0,0,0.102462,2,9,1
3,noite,63,3,3,2,sexta-feira,0,28,8.968016,0,0,0.209886,8,13,1
6,noite,11,5,5,5,quinta-Feira,0,16,12.705019,0,0,0.297347,59,64,1
16,madrugada,167,15,15,15,quinta-Feira,0,4,69.882185,0,0,1.640973,62,2,1
1,noite,5,1,1,1,quarta-feira,0,0,4.442931,0,0,0.104329,2,5,1
2,noite,15,12,12,8,quarta-feira,0,6,48.34179,0,0,1.135161,22,40,1
10,tarde,153,4,4,3,quarta-feira,0,58,15.857956,0,0,0.372376,1720,55,1
3,madrugada,61,3,3,3,quarta-feira,0,12,11.79865,0,0,0.277056,118,69,1
1,madrugada,33,1,1,0,quarta-feira,0,0,4.874749,0,0,0.114469,0,2,1
1,madrugada,5,1,1,0,quarta-feira,0,0,4.569862,0,0,0.107309,0,3,1
1,tarde,4,1,1,0,terca-feira,0,0,4.807635,0,0,0.112893,0,8,1
1,manha,76,1,1,1,terca-feira,0,0,4.129182,0,0,0.096961,6,17,0
206,madrugada,141,14,25,15,terca-feira,2,2439,142.954007,9,0,3.356844,15306,0,1
1,noite,7,1,1,0,segunda-feira,0,0,4.732057,0,0,0.111122,0,0,1
1,tarde,11,27,27,27,segunda-feira,0,21,118.348662,0,0,2.779149,37,79,1
1,madrugada,31,1,1,1,segunda-feira,0,0,4.763283,0,0,0.111855,2,0,0
4,tarde,89,6,6,5,sabado,0,145,72.761059,0,0,1.70854,457,12,0
24,tarde,105,7,7,7,sabado,0,51,41.223447,0,0,0.967992,2555,60,0
1,tarde,21,5,5,5,sabado,0,0,22.759967,0,0,0.53444,76,6,1
2,tarde,36,4,4,4,sabado,0,0,13.839866,0,0,0.324982,94,21,1
8,tarde,35,5,5,4,sabado,0,31,32.196279,0,0,0.756019,108,67,0
1,noite,14,1,1,1,sexta-feira,0,0,4.234565,0,0,0.099434,2,21,1
37,tarde,76,7,9,5,sexta-feira,0,989,213.033578,2,0,5.002365,667,76,1
1,noite,8,1,1,1,quarta-feira,0,0,4.269043,0,0,0.100244,6,25,1
1,noite,26,1,1,1,quarta-feira,0,0,4.559258,0,0,0.107059,30,1,1
1,manha,129,2,2,2,quarta-feira,0,19,8.728559,0,0,0.20496,4,3,1
5,madrugada,95,3,3,3,quarta-feira,0,18,12.862213,0,0,0.302025,39,21,1
22,noite,20,9,16,8,domingo,2,523,169.656781,5,0,3.983813,1535,32,0
38,madrugada,57,5,5,3,domingo,0,820,89.454921,0,0,2.100545,1557,74,1
1,noite,69,2,2,2,sabado,0,0,4.613303,0,0,0.108329,4,2,1
1,noite,51,2,2,2,sexta-feira,0,0,9.835536,0,0,0.230957,137,0,1
3,madrugada,75,4,4,4,sexta-feira,0,0,22.687794,0,0,0.532752,205,61,1
1,noite,13,1,1,1,quinta-Feira,0,0,4.988464,0,0,0.117139,6,0,1
6,tarde,33,3,3,3,quinta-Feira,0,134,17.90186,0,0,0.420369,145,19,0
55,noite,77,11,11,9,terca-feira,0,1096,64.858642,0,0,1.525853,3512,12,0
1,noite,2,1,1,1,terca-feira,0,0,4.251468,0,0,0.100019,2,16,1
1,tarde,2,1,1,0,terca-feira,0,0,4.554731,0,0,0.107154,0,9,1
1,manha,13,1,1,1,terca-feira,0,0,4.655586,0,0,0.109529,5,0,1
1,manha,70,3,3,0,terca-feira,0,0,12.525343,0,0,0.294688,0,0,1
4,madrugada,12,3,3,2,terca-feira,0,31,18.356413,0,0,0.431878,16,58,1
44,madrugada,98,3,4,3,terca-feira,0,0,46.225122,1,0,1.087556,1642,9,1
1,noite,9,1,2,0,segunda-feira,0,0,4.803511,1,1,0.113015,0,15,1
1,tarde,29,1,1,1,segunda-feira,0,0,4.44184,0,0,0.104506,2,1,1
9,tarde,28,4,4,4,segunda-feira,0,43,8.917013,0,0,0.209796,219,14,0
2,tarde,24,1,1,1,segunda-feira,0,0,9.072046,0,0,0.213444,49,14,1
3,noite,5,2,2,2,domingo,0,66,16.60105,0,0,0.390583,17,22,1
4,manha,23,2,2,1,domingo,0,0,13.854186,0,0,0.325956,19,9,1
3,madrugada,37,1,1,0,domingo,0,0,5.195612,0,1,0.122245,0,10,1
3,madrugada,5,2,2,1,domingo,0,26,4.651854,0,1,0.109458,0,7,1
33,madrugada,65,8,11,6,sabado,0,372,39.79162,3,0,0.936298,643,14,1
24,noite,21,35,35,35,sexta-feira,0,108,3.267011,0,0,0.076873,128,9,1
1,madrugada,36,1,1,0,sexta-feira,0,0,4.772535,0,0,0.112298,0,0,1
1,madrugada,6,1,1,0,sexta-feira,0,0,4.933371,0,0,0.116082,0,5,1
2,madrugada,48,2,2,2,sexta-feira,0,53,9.058675,0,0,0.213151,0,31,1
57,noite,134,11,12,11,quinta-Feira,0,563,319.229388,1,0,7.511479,2527,43,0
2,noite,62,7,7,6,quarta-feira,0,23,26.507973,0,0,0.623743,84,9,1
1,tarde,6,1,1,1,terca-feira,0,0,4.539636,0,0,0.107941,2,8,1
1,tarde,31,1,1,1,terca-feira,0,0,4.082859,0,0,0.09708,2,32,1
1,manha,178,1,1,1,terca-feira,0,0,3.947491,0,0,0.093861,6,5,1
20,madrugada,139,5,5,5,terca-feira,0,0,70.490388,0,0,1.676069,1906,72,1
11,noite,121,3,3,2,segunda-feira,0,0,25.148155,0,0,0.597954,456,53,1
2,noite,9,1,1,1,segunda-feira,0,42,8.64871,0,0,0.205642,0,13,1
1,tarde,22,1,1,0,segunda-feira,0,0,4.217056,0,0,0.10027,0,36,1
1,tarde,35,1,1,1,domingo,0,4,4.450942,0,0,0.105831,0,7,1
2,manha,8,2,2,2,sabado,0,31,4.558365,0,0,0.108385,16,6,1
20,madrugada,45,9,9,9,sexta-feira,0,81,21.96826,0,0,0.522341,998,8,0
1,tarde,20,1,1,1,quinta-Feira,0,0,4.02445,0,0,0.09569,2,4,1
12,manha,66,6,6,6,quinta-Feira,0,36,13.004481,0,0,0.309208,2160,64,1
2,noite,46,5,5,3,quarta-feira,0,0,22.772101,0,0,0.542607,45,39,1
1,noite,163,1,3,3,quarta-feira,0,45,13.749995,2,0,0.327631,68,5,0
1,tarde,27,2,2,2,terca-feira,0,4,8.878066,0,0,0.212493,29,9,1
1,noite,8,8,8,8,segunda-feira,0,0,26.16939,0,0,0.626363,75,2,0
1,tarde,63,2,2,2,segunda-feira,0,0,4.560554,0,0,0.109156,13,0,1
1,tarde,20,1,1,1,segunda-feira,0,39,4.29826,0,0,0.102878,0,22,1
4,manha,9,2,2,2,segunda-feira,0,48,9.56623,0,0,0.227941,54,57,1
13,noite,67,8,8,7,domingo,0,10,98.259882,0,1,2.346335,3637,64,1
2,manha,20,2,2,0,domingo,0,0,4.806926,0,0,0.114784,0,0,1
2,tarde,18,3,3,2,sexta-feira,0,0,13.252577,0,0,0.316456,20,11,1
1,noite,8,1,1,1,quinta-Feira,0,0,4.250081,0,0,0.101489,3,0,1
1,tarde,35,1,1,0,quinta-Feira,0,0,4.96319,0,0,0.118518,0,0,1
5,tarde,134,3,5,3,quinta-Feira,0,0,27.306794,2,0,0.652067,342,0,0
1,tarde,7,1,1,1,quinta-Feira,0,0,4.247168,0,0,0.101419,4,0,1
1,tarde,7,1,1,1,quinta-Feira,0,0,4.181836,0,0,0.099859,2,0,1
4,noite,42,2,2,2,quarta-feira,0,109,18.103811,0,0,0.432306,39,6,1
43,tarde,43,5,8,5,quarta-feira,0,338,36.233984,3,0,0.865204,2041,1,0
2,tarde,31,1,1,1,segunda-feira,0,1380,8.693234,0,0,0.20759,0,18,1
1,tarde,10,1,1,1,segunda-feira,0,19,4.464062,0,0,0.1066,0,18,1
9,noite,129,7,7,7,sexta-feira,0,285,13.397715,0,0,0.320646,166,12,1
2,noite,18,3,3,3,sexta-feira,0,0,26.497472,0,0,0.634161,54,6,1
2,madrugada,61,2,2,2,sexta-feira,0,34,8.715567,0,0,0.208587,20,11,1
4,manha,10,2,2,2,quarta-feira,0,98,22.396732,0,0,0.536015,22,2,0
1,tarde,61,2,2,2,terca-feira,0,13,8.706841,0,0,0.208379,5,3,1
1,tarde,2,1,1,0,segunda-feira,0,0,4.68271,0,0,0.11207,0,3,1
2,madrugada,2,1,1,0,domingo,0,0,4.521571,0,0,0.108214,0,0,1
18,noite,71,19,23,20,sexta-feira,1,1344,142.906584,3,0,3.420146,2568,40,0
50,madrugada,151,26,26,21,sexta-feira,0,1646,875.233142,0,0,20.946727,1344,179,1
1,tarde,86,1,1,1,quinta-Feira,0,0,4.518906,0,0,0.10815,2,6,0
3,manha,97,12,12,8,quinta-Feira,0,91,49.384436,0,0,1.181908,77,47,1
4,madrugada,26,8,8,5,quinta-Feira,0,56,46.013486,0,0,1.101232,196,42,0
2,madrugada,43,3,3,2,quinta-Feira,0,11,13.938344,0,0,0.333584,15,33,1
13,noite,35,3,3,3,terca-feira,0,0,64.499225,0,0,1.543648,148,0,1
1,madrugada,46,1,1,1,terca-feira,0,0,4.005515,0,0,0.095863,2,0,1
2,madrugada,6,2,2,2,terca-feira,0,9,8.933971,0,0,0.213815,6,6,1
1,tarde,4,1,2,0,segunda-feira,0,0,4.820857,1,1,0.115593,0,9,1
2,tarde,21,1,1,1,domingo,0,0,4.426757,0,0,0.106143,5,6,1
7,madrugada,7,3,3,2,sabado,0,47,8.913737,0,0,0.21373,26,10,1
1,manha,41,1,1,1,quinta-Feira,0,0,4.371955,0,0,0.104829,55,6,1
1,madrugada,19,1,1,1,quinta-Feira,0,0,4.335721,0,0,0.10396,7,3,1
1,noite,9,3,8,5,quarta-feira,5,708,12.885443,0,0,0.308962,1429,12,1
46,tarde,76,20,20,14,quarta-feira,0,1134,0,0,0,0,1401,0,1
1,tarde,37,1,1,1,quarta-feira,0,0,4.430084,0,0,0.106223,23,15,1
2,noite,6,3,3,3,terca-feira,0,59,12.655129,0,0,0.304005,68,52,1
1,noite,19,4,4,3,terca-feira,0,6,18.288076,0,0,0.439319,11,45,1
1,madrugada,6,2,3,0,terca-feira,0,0,0,1,1,0,0,0,1
12,madrugada,74,5,5,5,terca-feira,0,106,9.256705,0,0,0.222366,182,5,1
3,noite,22,1,1,0,segunda-feira,0,0,4.897187,0,0,0.117641,0,17,1
1,manha,23,1,1,1,segunda-feira,0,0,3.821169,0,0,0.091891,4,2,1
2,tarde,81,1,2,1,sabado,0,0,4.481433,1,0,0.107767,209,0,1
3,madrugada,109,2,2,2,sabado,0,28,17.546319,0,0,0.421946,73,12,1
51,madrugada,55,4,5,7,sexta-feira,0,243,78.927019,1,0,1.906779,1150,12,0
1,tarde,122,2,2,2,quinta-Feira,0,4,8.607713,0,0,0.206776,23,12,1
2,tarde,14,1,1,1,quinta-Feira,0,0,8.652877,0,0,0.209043,6,8,0
1,tarde,7,2,2,0,quarta-feira,0,0,8.853036,0,0,0.213879,0,12,1
2,madrugada,96,2,2,2,quarta-feira,0,0,8.514908,0,0,0.205711,5,5,1
4,tarde,45,5,5,4,terca-feira,0,20,22.175154,0,0,0.535727,18,39,1
2,noite,8,1,1,1,segunda-feira,0,230,8.971835,0,0,0.216749,0,43,1
9,madrugada,64,2,2,2,segunda-feira,0,0,9.511325,0,0,0.229786,112,0,1
1,tarde,70,4,4,4,sabado,0,85,16.551857,0,0,0.399875,3,57,1
1,noite,18,1,1,1,sexta-feira,0,2,4.289324,0,0,0.103627,0,15,1
1,noite,16,2,2,2,sexta-feira,0,11,9.376512,0,0,0.226525,11,21,0
1,tarde,9,1,1,0,sexta-feira,0,0,4.348834,0,0,0.106442,0,0,1
2,madrugada,9,1,1,1,sexta-feira,0,0,4.630298,0,0,0.111865,8,13,1
0,madrugada,10,0,0,0,quinta-Feira,0,0,0,0,0,0,0,0,1
1,tarde,21,2,2,2,quarta-feira,0,30,7.809517,0,0,0.188673,4,6,1
1,madrugada,9,1,1,0,quarta-feira,0,0,4.781258,0,0,0.115512,0,0,1
1,noite,5,1,1,1,terca-feira,0,0,4.376606,0,0,0.105736,4,0,1
9,madrugada,191,2,2,2,domingo,0,245,8.684609,0,0,0.209814,354,31,0
1,madrugada,5,1,1,0,sabado,0,0,4.563169,0,0,0.110243,0,0,1
9,noite,89,2,2,2,sexta-feira,0,52,13.725135,0,0,0.331591,72,10,0
2,noite,60,2,2,2,quarta-feira,0,23,12.801666,0,0,0.309277,71,6,1
1,madrugada,11,1,1,1,quarta-feira,0,0,4.178945,0,0,0.10096,2,4,1
7,madrugada,97,4,5,2,quarta-feira,0,0,55.236491,1,1,1.334467,1399,11,0
126,tarde,39,7,7,5,terca-feira,0,1397,61.293911,0,0,1.480809,9738,28,0
1,madrugada,22,2,2,2,domingo,0,35,8.312359,0,0,0.200822,4,5,1
1,tarde,14,1,1,0,sexta-feira,0,0,4.069912,0,0,0.098327,0,4,1
3,madrugada,9,2,2,2,sexta-feira,0,71,8.202647,0,0,0.198171,35,29,1
3,noite,8,2,2,2,quinta-Feira,0,8,4.108928,0,0,0.099269,164,11,1
1,tarde,100,2,2,2,quinta-Feira,0,20,8.819149,0,0,0.213065,12,3,0
1,madrugada,67,2,2,2,quinta-Feira,0,76,8.467639,0,0,0.204573,33,4,0
9,madrugada,118,5,5,5,terca-feira,0,53,18.36171,0,0,0.443608,357,0,1
1,madrugada,22,1,1,1,segunda-feira,0,0,4.591769,0,0,0.110936,4,0,1
1,noite,11,1,1,1,quinta-Feira,0,0,4.299378,0,0,0.10387,21,2,0
3,noite,11,2,2,2,terca-feira,0,18,4.169196,0,0,0.100725,2,1,1
1,manha,9,1,1,0,terca-feira,0,0,4.63668,0,1,0.112018,0,4,1
2,madrugada,45,2,2,1,segunda-feira,0,0,9.521531,0,0,0.229476,2,0,1
74,manha,200,17,20,15,domingo,0,688,134.058369,3,0,3.230902,6572,53,1
8,noite,9,3,3,2,quinta-Feira,0,85,17.165727,0,0,0.414422,215,0,1
1,noite,34,1,2,0,quinta-Feira,0,0,4.710545,1,1,0.113724,0,16,1
1,manha,84,1,1,1,quarta-feira,0,0,4.110029,0,0,0.099227,4,1,1
1,noite,37,1,1,1,terca-feira,0,0,4.293549,0,0,0.103658,15,10,0
1,noite,22,1,1,1,segunda-feira,0,0,5.052074,0,0,0.121971,32,0,1
2,noite,64,1,1,1,domingo,0,0,8.638505,0,0,0.208558,12,3,0
2,tarde,48,1,1,1,sexta-feira,0,0,4.816956,0,0,0.116295,41,6,1
1,tarde,12,1,1,1,sexta-feira,0,0,4.263166,0,0,0.102925,2,0,1
6,madrugada,150,3,3,3,sexta-feira,0,27,37.770884,0,0,0.911906,133,5,1
10,noite,49,4,7,4,quarta-feira,0,33,13.682327,3,0,0.330333,368,1,0
1,tarde,15,1,1,0,quarta-feira,0,0,4.416581,0,0,0.10663,0,3,1
11,madrugada,186,3,4,3,quarta-feira,0,60,4.202556,1,0,0.101463,31,5,1
1,tarde,6,1,1,0,terca-feira,0,0,4.386977,0,0,0.105915,0,14,1
3,madrugada,47,1,1,0,terca-feira,0,0,4.946859,0,0,0.119432,0,14,1
3,madrugada,16,1,1,1,segunda-feira,0,7,4.489001,0,0,0.108252,0,27,1
8,noite,45,8,8,5,domingo,0,218,101.248373,0,0,2.441599,2472,64,0
4,noite,16,12,12,12,domingo,0,41,4.268162,0,0,0.102926,0,18,1
1,tarde,16,0,1,1,sabado,1,0,0,0,0,0,145,1,1
1,tarde,18,1,1,1,sexta-feira,0,0,3.978475,0,0,0.096256,2,2,1
2,madrugada,48,1,2,0,quinta-Feira,0,0,10.067413,1,1,0.242145,0,25,0
2,tarde,59,3,3,3,quarta-feira,0,0,7.483249,0,0,0.179989,156,115,1
1,manha,6,1,1,1,quarta-feira,0,0,4.325409,0,0,0.104036,3,21,1
2,noite,48,1,1,1,terca-feira,0,0,4.300862,0,0,0.103446,103,2,1
2,noite,12,2,2,2,terca-feira,0,10,8.730038,0,0,0.209978,15,2,1
3,tarde,28,2,2,2,terca-feira,0,29,9.203453,0,0,0.221365,38,61,1
1,manha,7,1,1,0,terca-feira,0,0,4.501631,0,0,0.108395,0,4,1
3,noite,17,2,2,1,segunda-feira,0,0,8.870292,0,0,0.213587,11,14,1
3,noite,5,4,6,4,segunda-feira,2,0,18.895833,0,0,0.454992,143,7,1
2,tarde,18,1,7,0,segunda-feira,5,0,8.853794,1,5,0.21319,0,11,1
2,manha,49,2,3,2,segunda-feira,0,0,9.390495,1,0,0.226113,66,3,1
4,manha,30,1,1,1,segunda-feira,0,0,4.388682,0,0,0.105675,20,14,1
84,tarde,361,19,23,20,sexta-feira,1,6108,142.558587,3,0,3.432787,7575,109,1
10,noite,90,11,11,11,quarta-feira,0,78,130.208028,0,0,3.135387,575,90,1
13,tarde,174,4,6,3,quarta-feira,1,32,18.013237,1,1,0.433756,109,20,1
5,tarde,60,4,4,4,quarta-feira,0,0,40.181508,0,0,0.967673,409,111,1
3,tarde,78,1,1,1,quarta-feira,0,0,4.681812,0,0,0.11275,50,0,1
1,madrugada,11,1,1,1,quarta-feira,0,0,4.035656,0,0,0.097298,2,18,1
2,noite,59,1,1,1,terca-feira,0,0,4.588228,0,0,0.11062,7,26,1
3,manha,49,3,4,0,terca-feira,0,0,13.757991,1,3,0.3317,0,11,1
30,tarde,69,3,3,2,domingo,0,258,9.347574,0,0,0.225366,1765,81,0
