@relation 'scikit-learn-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,6,10,11,12,1,9,16,17,8,14,18,15,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {madrugada,noite,manha,tarde}
@attribute description_length numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute created_at_week_day {terca-feira,domingo,sexta-feira,segunda-feira,sabado,quinta-Feira,quarta-feira}
@attribute files_deleted numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute files_added numeric
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute src_churn numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
2,manha,19,1,1,1,segunda-feira,0,9,4.212181,0,0,0.09293,0,5,1
4,madrugada,10,1,1,1,segunda-feira,0,19,4.214755,0,0,0.092986,0,5,1
5,madrugada,7,1,1,0,segunda-feira,0,0,19.392623,0,0,0.427842,0,3,0
1,manha,12,1,1,0,domingo,0,0,4.397059,0,0,0.097008,0,0,1
5,madrugada,10,1,1,1,domingo,0,0,8.409666,0,0,0.185535,34,3,1
1,noite,9,1,1,1,sabado,0,0,4.601766,0,0,0.101525,9,6,1
1,madrugada,16,2,2,2,sabado,0,0,9.143233,0,0,0.201719,7,11,1
10,madrugada,19,23,23,23,sabado,0,144,13.139184,0,0,0.289879,99,58,1
4,tarde,36,3,3,3,sexta-feira,0,11,4.453554,0,0,0.098255,11,2,0
2,tarde,72,2,2,2,sexta-feira,0,7,8.60599,0,0,0.189867,2,11,1
1,tarde,68,2,2,2,sexta-feira,0,0,4.501102,0,0,0.099304,14,2,1
12,noite,13,3,3,3,quinta-Feira,0,205,52.705866,0,0,1.162809,107,29,1
13,noite,76,2,2,2,quinta-Feira,0,331,17.353603,0,0,0.382859,369,8,1
1,tarde,16,2,2,2,quinta-Feira,0,20,8.609599,0,0,0.189947,17,16,1
1,tarde,9,2,2,2,quinta-Feira,0,3,8.817939,0,0,0.194543,1,11,0
9,tarde,76,4,4,3,quinta-Feira,0,275,57.350275,0,0,1.265272,1335,20,1
2,tarde,38,1,1,0,quinta-Feira,0,0,8.981203,0,0,0.198145,0,2,1
11,tarde,22,4,7,4,quinta-Feira,1,182,62.452526,2,0,1.377839,496,19,1
1,tarde,23,1,1,1,quinta-Feira,0,0,4.3978,0,0,0.097025,10,7,0
1,manha,8,1,1,0,quinta-Feira,0,0,4.474642,0,0,0.09872,0,12,1
1,noite,20,1,1,1,quarta-feira,0,0,4.551538,0,0,0.100418,4,14,1
3,madrugada,19,4,4,4,quarta-feira,0,24,4.29573,0,0,0.094774,16,4,1
2,tarde,6,1,1,0,terca-feira,0,0,4.68213,0,0,0.103299,0,2,1
1,noite,8,1,1,1,segunda-feira,0,0,3.496579,0,0,0.077143,6,0,1
3,manha,100,4,4,4,segunda-feira,0,66,48.744985,0,0,1.075429,102,49,1
1,noite,6,2,2,1,domingo,0,0,8.693104,0,0,0.19179,2,8,1
1,tarde,194,1,1,1,sabado,0,0,4.400989,0,0,0.097096,4,3,1
1,tarde,10,1,1,1,quinta-Feira,0,2,4.676833,0,0,0.103182,0,15,1
4,tarde,9,2,2,2,quarta-feira,0,28,13.393736,0,0,0.295499,9,29,1
27,noite,13,4,4,2,terca-feira,0,162,9.200805,0,0,0.202993,449,30,0
2,tarde,14,1,1,1,terca-feira,0,0,3.804163,0,0,0.083929,6,11,0
5,madrugada,21,6,6,1,terca-feira,0,0,27.505725,0,0,0.607457,3,17,0
2,madrugada,22,4,4,0,terca-feira,0,0,18.468027,0,0,0.407862,0,0,1
4,noite,162,2,2,2,segunda-feira,0,21,15.960498,0,0,0.352484,64,30,1
3,tarde,26,4,4,3,segunda-feira,0,52,13.200317,0,0,0.291479,32,14,1
1,tarde,29,1,1,1,segunda-feira,0,0,4.219188,0,0,0.093165,6,0,0
3,madrugada,26,2,2,2,segunda-feira,0,37,26.873476,0,0,0.593399,24,25,1
2,tarde,6,1,1,0,sabado,0,0,4.687977,0,0,0.103516,0,11,1
7,manha,130,83,83,83,sabado,0,6560,459.174153,0,0,10.139103,0,196,1
8,manha,16,4,4,3,sabado,0,203,45.067694,0,0,0.995147,72,7,1
3,noite,14,2,2,2,sexta-feira,0,54,9.164065,0,0,0.202353,84,5,1
1,noite,17,2,2,2,sexta-feira,0,10,9.024435,0,0,0.19927,8,13,1
2,manha,10,2,2,2,sexta-feira,0,22,17.763301,0,0,0.392228,8,21,1
1,manha,91,1,1,1,sexta-feira,0,0,4.126956,0,0,0.091127,2,6,1
31,manha,68,17,21,14,sexta-feira,2,1212,24.387234,2,0,0.53849,5643,13,1
14,madrugada,46,16,16,15,sexta-feira,0,111,92.721204,0,0,2.047361,646,116,1
2,noite,9,1,1,1,quinta-Feira,0,0,8.299595,0,0,0.183262,24,15,1
5,madrugada,37,20,25,23,quinta-Feira,5,973,111.000226,0,1,2.450977,1949,95,1
1,madrugada,6,1,1,1,quinta-Feira,0,0,3.939646,0,0,0.086991,9,19,1
7,madrugada,38,4,4,4,quinta-Feira,0,12,47.992528,0,0,1.059716,42,18,1
7,madrugada,22,2,2,2,quinta-Feira,0,0,4.343821,0,0,0.095915,15,14,0
1,noite,22,2,2,2,quarta-feira,0,16,8.963847,0,0,0.196907,6,8,1
4,madrugada,26,3,3,3,quarta-feira,0,18,9.291668,0,0,0.204108,50,39,1
2,noite,22,4,6,5,terca-feira,0,34,26.657962,2,1,0.586806,99,19,1
1,manha,2,1,1,1,domingo,0,0,4.651666,0,0,0.102394,2,2,1
1,madrugada,14,1,1,0,sabado,0,0,4.284606,0,0,0.094314,0,11,1
1,noite,12,2,2,2,sexta-feira,0,11,8.6565,0,0,0.19055,0,31,1
6,tarde,85,2,3,2,sexta-feira,0,126,28.131611,1,0,0.619244,51,0,1
4,madrugada,51,3,3,2,sexta-feira,0,30,14.21728,0,0,0.312957,3,20,1
1,noite,31,1,1,1,terca-feira,0,0,4.553714,0,0,0.100238,6,6,1
4,noite,33,1,1,1,terca-feira,0,0,4.361387,0,0,0.096005,20,38,1
1,noite,15,1,1,0,terca-feira,0,0,4.797062,0,0,0.105595,0,93,1
14,tarde,5,3,3,3,terca-feira,0,157,53.093318,0,0,1.169807,100,22,1
114,tarde,39,134,139,131,terca-feira,5,3460,137.173354,0,1,3.022346,2647,212,1
1,madrugada,19,2,2,2,terca-feira,0,0,9.103812,0,0,0.200585,9,0,0
4,madrugada,24,1,1,1,terca-feira,0,0,13.11927,0,0,0.289057,77,4,1
4,madrugada,81,21,26,24,terca-feira,5,2771,53.237321,0,1,1.17298,5376,108,1
1,madrugada,6,1,1,0,terca-feira,0,0,4.671055,0,0,0.102918,0,11,0
3,madrugada,14,2,2,2,terca-feira,0,53,8.628849,0,0,0.19012,51,18,1
1,noite,12,1,1,0,segunda-feira,0,0,4.741676,0,0,0.104474,0,2,1
1,tarde,41,1,1,0,segunda-feira,0,0,4.856995,0,0,0.107015,0,0,1
12,madrugada,8,4,4,4,segunda-feira,0,148,16.778006,0,0,0.369671,20,3,1
1,madrugada,17,1,1,0,domingo,0,0,4.766352,0,0,0.105017,0,9,1
21,manha,6,1,1,1,sabado,0,0,26.620186,0,0,0.586525,194,2,1
2,noite,18,2,2,2,sexta-feira,0,23,9.245901,0,0,0.203717,20,14,1
9,manha,49,5,5,5,sexta-feira,0,0,21.478319,0,0,0.47326,66,9,1
14,madrugada,14,8,8,6,sexta-feira,0,50,58.46756,0,1,1.288292,222,152,0
18,madrugada,32,21,21,19,sexta-feira,0,1571,8.993606,0,0,0.198169,1603,46,1
7,madrugada,14,3,3,3,sexta-feira,0,85,31.786087,0,0,0.700397,256,20,1
2,tarde,26,1,1,1,quinta-Feira,0,0,9.666354,0,0,0.213,46,4,1
1,tarde,11,1,1,1,quinta-Feira,0,0,4.368355,0,0,0.096258,2,2,1
3,madrugada,9,1,1,0,quinta-Feira,0,0,5.070922,0,0,0.111739,0,0,1
1,noite,12,1,1,1,quarta-feira,0,2,4.437657,0,0,0.097785,0,1,1
2,noite,136,15,15,11,quarta-feira,0,0,54.597255,0,0,1.203063,38,186,1
1,tarde,30,1,1,1,quarta-feira,0,0,4.39938,0,0,0.096941,2,12,1
8,tarde,75,2,2,2,quarta-feira,0,68,34.977247,0,0,0.770731,203,17,1
4,tarde,83,1,1,1,quarta-feira,0,0,4.424687,0,0,0.097499,32,2,0
12,manha,32,2,2,1,quarta-feira,0,0,13.592069,0,0,0.299504,266,20,1
40,manha,10,80,130,64,terca-feira,3,1298,823.159528,47,9,18.138483,7753,145,1
3,madrugada,20,9,9,5,terca-feira,0,0,78.088865,0,0,1.720704,52,53,1
1,madrugada,25,1,1,1,terca-feira,0,0,4.539419,0,0,0.100027,11,0,1
2,madrugada,36,1,1,1,terca-feira,0,0,4.378981,0,0,0.097327,42,11,1
8,madrugada,35,18,18,16,terca-feira,0,2,79.454197,0,0,1.76594,135,103,1
6,noite,48,12,18,15,segunda-feira,0,18,121.288721,6,0,2.695749,7931,64,0
3,noite,47,1,1,1,segunda-feira,0,0,4.845884,0,0,0.107704,66,8,1
1,tarde,100,1,1,1,segunda-feira,0,0,4.498637,0,0,0.099986,46,23,1
13,noite,18,88,88,87,domingo,0,6624,36.932694,0,1,0.820864,28,3,0
15,noite,5,32,32,29,domingo,0,632,13.546214,0,0,0.301077,385,8,0
1,tarde,17,1,1,0,domingo,0,0,4.536338,0,0,0.100824,0,2,1
1,tarde,67,1,1,0,domingo,0,0,4.766426,0,0,0.105938,0,2,0
16,madrugada,42,11,11,10,sabado,0,122,88.204091,0,0,1.960422,342,147,1
1,tarde,16,1,1,1,sexta-feira,0,0,4.672079,0,0,0.103842,2,0,1
13,tarde,6,16,17,14,quinta-Feira,0,550,53.20526,1,0,1.182547,1080,14,1
1,noite,37,4,4,4,quarta-feira,0,19,18.479803,0,0,0.410735,43,15,0
3,tarde,27,3,3,2,quarta-feira,0,197,39.943898,0,0,0.887798,39,22,1
1,madrugada,76,2,2,2,quarta-feira,0,8,8.945808,0,0,0.198831,8,8,1
2,noite,13,1,1,0,terca-feira,0,0,4.569127,0,0,0.101554,0,1,1
1,tarde,33,8,8,8,terca-feira,0,28,35.031198,0,0,0.778607,0,26,1
1,madrugada,6,1,1,1,terca-feira,0,0,4.199783,0,0,0.093345,8,13,1
2,madrugada,51,4,4,4,terca-feira,0,38,31.338071,0,0,0.696523,106,39,1
18,tarde,49,2,2,2,segunda-feira,0,209,28.325278,0,0,0.62956,115,11,1
1,noite,5,1,1,1,domingo,0,0,4.195846,0,0,0.093257,4,0,1
1,noite,3,1,1,1,domingo,0,0,4.059544,0,0,0.090227,2,9,1
3,noite,90,3,3,3,sexta-feira,0,135,25.86117,0,0,0.574793,118,23,1
3,noite,50,3,3,3,quinta-Feira,0,58,26.650495,0,0,0.592328,21,3,1
1,tarde,6,1,1,1,quinta-Feira,0,0,4.208156,0,0,0.093529,2,3,0
1,madrugada,13,1,1,1,quinta-Feira,0,0,4.434984,0,0,0.098571,16,38,1
1,noite,6,1,1,0,quarta-feira,0,0,4.531699,0,0,0.100721,0,5,1
3,noite,20,1,1,0,terca-feira,0,0,4.619892,0,0,0.102681,0,3,1
2,tarde,24,2,2,2,terca-feira,0,8,17.029102,0,0,0.378484,7,18,1
6,noite,210,20,20,19,domingo,0,0,90.605021,0,0,2.013763,120,108,1
1,tarde,65,4,4,4,domingo,0,49,17.761168,0,0,0.394755,111,15,1
5,manha,166,6,6,6,domingo,0,107,21.224971,0,0,0.471741,213,33,1
20,noite,7,7,7,6,sexta-feira,0,1000,132.774562,0,0,2.951012,2868,84,1
1,tarde,7,1,1,0,sexta-feira,0,0,4.676639,0,0,0.103942,0,0,1
3,madrugada,17,3,3,3,sexta-feira,0,258,27.709373,0,0,0.615861,0,27,1
7,madrugada,19,1,1,1,sexta-feira,0,132,4.725999,0,0,0.105039,0,5,0
5,madrugada,7,2,2,1,sexta-feira,0,0,4.55034,0,0,0.101135,50,4,0
5,madrugada,11,4,4,3,sexta-feira,0,247,13.585969,0,0,0.301958,99,8,1
1,noite,15,2,2,2,quinta-Feira,0,18,9.064961,0,0,0.201476,1,3,1
23,tarde,14,5,9,6,quinta-Feira,0,0,123.006473,4,1,2.733928,1957,9,0
3,madrugada,16,3,3,2,quinta-Feira,0,72,9.087748,0,0,0.201984,88,8,1
1,noite,38,1,1,1,quarta-feira,0,0,4.458896,0,0,0.099103,8,8,0
6,noite,14,2,2,2,quarta-feira,0,20,36.131775,0,0,0.803062,95,0,1
1,madrugada,14,1,1,0,quarta-feira,0,0,4.775483,0,0,0.106139,0,0,1
3,noite,6,1,1,1,terca-feira,0,0,4.538477,0,0,0.100872,96,7,1
2,madrugada,52,2,2,2,terca-feira,0,42,8.837773,0,0,0.196428,4,19,1
30,noite,16,20,37,25,segunda-feira,5,572,73.870883,12,2,1.641853,5856,45,1
4,noite,25,2,2,2,segunda-feira,0,20,34.470073,0,0,0.766131,121,29,0
324,manha,68,239,258,217,segunda-feira,8,6991,207.945827,11,6,4.621775,10014,66,1
1,manha,35,1,1,0,segunda-feira,0,0,3.991674,0,0,0.088718,0,17,1
1,noite,73,1,1,1,domingo,0,0,4.482349,0,0,0.099624,12,0,1
1,tarde,9,1,1,0,domingo,0,0,4.533682,0,0,0.100765,0,74,1
4,madrugada,65,3,5,4,domingo,0,0,70.713381,2,1,1.571669,425,13,0
1,madrugada,3,2,2,2,domingo,0,9,9.216746,0,0,0.204851,2,3,1
1,noite,30,3,3,2,sabado,0,24,13.531435,0,0,0.300748,4,86,1
1,tarde,28,1,1,1,sexta-feira,0,0,4.595566,0,0,0.10214,3,16,1
2,tarde,54,1,1,1,sexta-feira,0,0,8.413864,0,0,0.187005,13,11,1
9,manha,37,5,5,3,sexta-feira,0,36,35.490166,0,0,0.788797,50,124,1
2,madrugada,12,2,2,2,sexta-feira,0,36,8.734721,0,0,0.194136,0,25,1
4,madrugada,21,4,4,3,sexta-feira,0,96,8.952745,0,0,0.198982,8,4,1
12,madrugada,49,4,4,2,sexta-feira,0,782,53.584115,0,0,1.19095,42,83,1
1,manha,6,1,1,1,quinta-Feira,0,0,4.289201,0,0,0.095331,10,12,1
1,madrugada,27,2,2,2,quinta-Feira,0,2,8.661535,0,0,0.19251,12,18,1
2,tarde,8,1,1,1,quarta-feira,0,0,8.923014,0,0,0.198321,12,0,1
2,madrugada,7,3,3,3,quarta-feira,0,12,9.069457,0,0,0.201576,12,10,0
12,madrugada,15,17,17,17,quarta-feira,0,301,284.875309,0,0,6.331581,528,87,1
2,noite,41,1,1,0,terca-feira,0,0,4.669621,0,0,0.103786,0,4,1
21,madrugada,77,5,7,4,terca-feira,0,129,13.773186,2,0,0.306434,533,13,1
6,noite,34,3,3,3,domingo,0,66,12.519781,0,0,0.278547,4,10,1
3,noite,2,2,2,2,domingo,0,15,8.654364,0,0,0.192547,2,10,1
1,tarde,24,1,1,0,domingo,0,0,4.666423,0,0,0.103821,0,15,1
1,manha,26,1,1,1,domingo,0,0,4.343821,0,0,0.096644,2,44,1
13,manha,33,5,5,4,domingo,0,70,17.758691,0,0,0.395106,168,15,1
14,madrugada,32,4,4,3,domingo,0,246,22.941972,0,0,0.512595,56,67,0
3,madrugada,240,8,8,7,domingo,0,169,13.103494,0,0,0.292773,361,22,0
1,noite,18,1,1,1,sabado,0,0,4.187002,0,0,0.093551,5,6,1
1,noite,9,1,1,1,sabado,0,0,4.480166,0,0,0.100101,30,9,1
1,madrugada,9,1,1,1,sabado,0,0,4.085345,0,0,0.09128,2,4,1
2,madrugada,17,2,2,2,sabado,0,0,15.790598,0,0,0.352813,8,4,0
6,madrugada,13,3,3,2,sabado,0,60,37.274701,0,0,0.832836,75,5,1
3,tarde,72,1,1,1,sexta-feira,0,13,4.146319,0,0,0.092641,0,6,1
2,madrugada,9,35,35,23,sexta-feira,0,0,155.303115,0,0,3.469929,83,211,1
2,noite,18,1,1,1,quinta-Feira,0,0,4.682518,0,0,0.104621,12,1,1
1,madrugada,6,1,1,1,quarta-feira,0,0,4.085193,0,0,0.09137,1,1,1
3,madrugada,82,5,5,2,quarta-feira,0,0,22.068693,0,0,0.493588,4,14,0
1,madrugada,52,1,1,1,quarta-feira,0,0,4.628707,0,0,0.103526,2,0,1
1,madrugada,210,2,5,5,quarta-feira,0,0,17.661322,3,0,0.395013,259,5,0
1,noite,6,1,1,1,terca-feira,0,0,4.00445,0,0,0.089564,2,11,1
1,noite,45,1,1,1,terca-feira,0,0,4.902345,0,0,0.109646,158,0,1
28,madrugada,79,9,9,8,terca-feira,0,776,284.019147,0,0,6.352315,490,77,1
1,noite,9,1,1,1,segunda-feira,0,0,4.323313,0,0,0.096694,2,5,1
185,noite,1,173,181,116,segunda-feira,0,920,1582.384602,8,9,35.391294,1795,361,0
1,tarde,10,1,1,0,segunda-feira,0,0,4.887112,0,0,0.109304,0,64,1
6,tarde,69,3,3,3,segunda-feira,0,124,23.110648,0,0,0.516893,275,13,1
3,manha,49,2,2,2,segunda-feira,0,47,9.292076,0,0,0.207825,13,15,1
2,manha,22,12,12,12,domingo,0,55,50.625693,0,0,1.132285,60,80,1
11,madrugada,31,2,3,1,domingo,0,0,9.194516,1,0,0.205643,848,0,1
2,madrugada,5,1,1,1,domingo,0,0,0,0,0,0,4,0,1
4,noite,47,3,3,3,sabado,0,105,33.850846,0,0,0.757102,52,10,0
1,madrugada,15,2,2,2,sabado,0,0,8.6588,0,0,0.193661,28,9,1
1,tarde,34,1,1,1,sexta-feira,0,0,4.115121,0,0,0.095265,4,0,0
1,tarde,25,1,1,1,quinta-Feira,0,0,4.64513,0,0,0.103892,23,6,0
11,tarde,48,2,2,2,quinta-Feira,0,68,4.511925,0,0,0.100913,201,7,1
8,manha,63,3,4,3,quinta-Feira,0,36,26.467267,1,0,0.591965,150,6,0
15,manha,13,13,13,11,quinta-Feira,0,101,141.683263,0,0,3.168879,520,115,1
3,madrugada,53,24,24,24,quinta-Feira,0,77,109.975949,0,0,2.459715,68,62,1
1,noite,150,1,1,1,quarta-feira,0,0,4.12348,0,0,0.092226,16,24,0
3,madrugada,58,2,2,2,quarta-feira,0,198,9.28796,0,0,0.207734,154,14,1
19,madrugada,12,15,15,14,quarta-feira,0,107,8.792602,0,0,0.196655,1313,12,1
1,noite,16,1,1,1,terca-feira,0,0,4.381465,0,0,0.097996,4,3,1
19,noite,12,6,6,6,terca-feira,0,307,8.792767,0,0,0.196659,628,14,1
2,tarde,36,2,2,2,segunda-feira,0,11,8.912645,0,0,0.199341,34,16,1
1,madrugada,25,2,2,2,segunda-feira,0,0,3.484673,0,0,0.077938,12,0,1
18,noite,119,5,5,4,sabado,0,811,54.187635,0,0,1.21195,1172,6,1
1,tarde,13,2,2,2,sabado,0,0,8.912449,0,0,0.199334,23,33,0
1,madrugada,8,1,1,1,sabado,0,0,3.974377,0,0,0.08889,1,1,1
3,tarde,10,1,1,1,sexta-feira,0,0,4.310787,0,0,0.096414,27,1,1
1,noite,104,2,2,2,quarta-feira,0,18,9.37769,0,0,0.209739,13,2,1
1,noite,24,2,2,2,quarta-feira,0,1,8.32304,0,0,0.186151,7,11,1
25,manha,44,2,2,2,quarta-feira,0,326,61.320124,0,0,1.371473,245,3,1
8,madrugada,40,4,4,3,terca-feira,0,76,4.245446,0,0,0.094953,12,7,1
2,madrugada,12,1,1,1,terca-feira,0,0,4.209023,0,0,0.094138,96,9,1
72,madrugada,136,52,52,52,terca-feira,0,891,2366.286317,0,0,52.923867,5959,194,1
2,noite,23,2,2,2,segunda-feira,0,10,4.145183,0,0,0.092619,6,10,0
5,tarde,10,3,3,3,segunda-feira,0,0,21.446748,0,0,0.479201,36,16,1
105,manha,304,48,60,51,segunda-feira,2,1437,280.108642,10,0,6.258675,19187,39,0
6,manha,55,5,5,5,segunda-feira,0,52,22.095567,0,0,0.493698,99,8,1
72,manha,61,55,56,55,segunda-feira,0,2299,2267.874373,1,0,50.672795,8739,215,0
1,madrugada,26,1,1,1,segunda-feira,0,2,4.351945,0,0,0.097239,0,0,1
3,madrugada,17,2,2,2,segunda-feira,0,4,13.461318,0,0,0.300776,7,12,0
5,madrugada,9,5,5,4,segunda-feira,0,79,59.709742,0,0,1.334139,102,8,0
8,madrugada,12,2,2,2,segunda-feira,0,72,36.107823,0,0,0.806784,41,5,1
1,noite,13,1,1,1,domingo,0,0,4.690463,0,0,0.104802,19,0,0
3,noite,52,8,9,9,sabado,1,28,41.831797,0,0,0.934679,78,73,1
1,manha,7,1,1,0,sabado,0,0,4.385586,0,0,0.098288,0,23,1
2,madrugada,9,4,4,3,sabado,0,43,30.293839,0,0,0.678932,221,73,1
2,madrugada,9,3,3,2,sabado,0,24,22.390688,0,0,0.50181,4,73,1
29,noite,25,15,15,14,sexta-feira,0,207,43.651414,0,0,0.978296,4932,6,1
4,madrugada,31,27,27,27,sexta-feira,0,31,4.205275,0,0,0.094247,455,2,0
1,tarde,23,1,1,0,quinta-Feira,0,0,4.378285,0,0,0.098124,0,0,1
1,tarde,14,1,1,0,quinta-Feira,0,0,4.455677,0,0,0.099862,0,7,0
5,madrugada,46,3,3,3,quinta-Feira,0,52,27.281608,0,0,0.611457,31,14,1
1,noite,5,1,1,0,quarta-feira,0,0,4.831436,0,0,0.108286,0,3,1
1,noite,74,2,3,3,quarta-feira,0,0,10.510453,1,0,0.235569,52,0,1
1,manha,5,1,1,1,quarta-feira,0,0,4.521553,0,0,0.101341,6,4,1
3,tarde,67,2,2,2,terca-feira,0,11,8.809437,0,0,0.197444,5,3,1
9,tarde,74,3,3,2,terca-feira,0,172,8.488911,0,0,0.19026,326,0,1
3,tarde,9,3,3,2,terca-feira,0,6,9.456076,0,0,0.211937,19,13,1
2,noite,6,4,4,4,segunda-feira,0,12,17.690838,0,0,0.396497,51,16,1
10,tarde,107,3,3,3,segunda-feira,0,31,21.679448,0,0,0.485892,335,35,1
1,manha,9,1,1,1,domingo,0,0,3.83745,0,0,0.086007,2,9,1
1,noite,14,2,2,2,sexta-feira,0,43,9.513933,0,0,0.213461,0,13,1
2,noite,35,2,2,2,sexta-feira,0,4,4.271137,0,0,0.09583,35,10,1
6,noite,26,3,3,2,sexta-feira,0,154,27.120085,0,0,0.608486,66,84,1
1,noite,15,1,1,1,sexta-feira,0,0,4.304994,0,0,0.09659,25,18,1
18,madrugada,7,6,9,6,sexta-feira,0,310,116.944708,3,0,2.623855,635,14,1
147,noite,32,13,22,13,quinta-Feira,2,1754,932.306279,7,0,21.027667,6478,28,1
1,tarde,2,1,1,0,quinta-Feira,0,0,4.438931,0,0,0.100117,0,5,1
5,tarde,52,3,3,2,quinta-Feira,0,93,26.677641,0,0,0.6017,6,11,1
4,noite,33,1,1,1,quarta-feira,0,0,12.982206,0,0,0.292807,208,7,1
1,tarde,10,2,2,1,quarta-feira,0,0,8.769256,0,0,0.197786,2,15,1
1,noite,101,1,1,1,terca-feira,0,0,4.053867,0,0,0.091433,21,7,0
24,noite,22,7,7,4,terca-feira,0,1035,168.644905,0,0,3.803694,565,98,1
2,tarde,27,2,2,1,segunda-feira,0,0,17.920929,0,0,0.404188,38,64,1
4,tarde,15,3,3,2,segunda-feira,0,73,18.569566,0,0,0.418817,107,2,1
5,noite,14,3,3,2,domingo,0,63,13.916772,0,0,0.313878,3,57,1
18,noite,27,12,12,7,sabado,0,574,4.665201,0,0,0.105219,304,29,1
1,noite,5,1,1,1,sabado,0,0,4.78806,0,0,0.10799,2,0,1
1,tarde,17,1,1,1,sexta-feira,0,0,4.390732,0,0,0.099028,9,9,1
10,madrugada,102,6,6,5,sexta-feira,0,191,13.38952,0,0,0.301986,483,19,1
1,tarde,119,1,1,1,quinta-Feira,0,0,3.922893,0,0,0.090815,2,0,0
3,tarde,14,3,3,3,quinta-Feira,0,38,0,0,0,0,14,0,0
1,madrugada,7,1,1,1,quinta-Feira,0,0,4.422652,0,0,0.100065,4,23,1
1,madrugada,27,1,1,1,quinta-Feira,0,0,4.392772,0,0,0.099389,5,23,1
1,madrugada,21,1,1,1,quinta-Feira,0,0,3.875011,0,0,0.087675,12,14,1
7,noite,87,3,3,2,quarta-feira,0,82,37.262079,0,0,0.843079,233,2,1
1,noite,38,1,1,1,segunda-feira,0,0,4.377168,0,0,0.099034,12,8,1
4,noite,17,1,1,1,segunda-feira,0,0,4.417128,0,0,0.09994,109,1,1
7,noite,74,2,2,2,segunda-feira,0,141,4.56883,0,0,0.103371,13,3,1
7,madrugada,118,2,2,2,segunda-feira,0,28,0,0,0,0,67,0,1
47,tarde,72,8,12,5,domingo,0,180,84.034793,4,0,1.901307,1522,9,1
1,noite,44,1,1,0,sabado,0,0,4.400318,0,0,0.099558,0,3,1
212,noite,50,19,35,15,sexta-feira,2,6377,746.546773,14,1,16.890795,22792,20,0
1,madrugada,21,1,1,1,sexta-feira,0,0,3.598086,0,0,0.081407,2,2,1
1,noite,12,2,2,2,quinta-Feira,0,70,0,0,0,0,0,0,1
10,tarde,30,8,8,5,quinta-Feira,0,22,46.254804,0,0,1.046523,282,33,1
5,noite,21,2,2,2,quarta-feira,0,84,8.857166,0,0,0.200393,58,33,1
1,madrugada,53,4,4,4,quarta-feira,0,12,18.041053,0,0,0.408179,84,15,0
5,madrugada,41,4,6,3,terca-feira,1,0,28.653037,1,1,0.648283,91,17,1
1,tarde,15,1,1,0,segunda-feira,0,0,4.844349,0,0,0.109604,0,4,1
1,manha,58,11,11,11,segunda-feira,0,0,48.444705,0,0,1.096065,178,86,1
1,noite,4,2,2,2,domingo,0,4,9.209218,0,0,0.208359,21,4,1
3,noite,48,2,2,2,domingo,0,55,8.545991,0,0,0.193354,2,4,0
2,noite,47,1,1,1,domingo,0,0,4.497152,0,0,0.101748,10,2,1
4,noite,20,1,1,1,domingo,0,0,8.953465,0,0,0.202573,43,4,1
6,tarde,20,7,7,4,domingo,0,0,31.97936,0,0,0.723535,41,33,1
1,tarde,45,1,1,1,domingo,0,0,4.362959,0,0,0.098712,3,11,1
1,tarde,13,1,1,1,domingo,0,0,4.820488,0,0,0.109064,13,0,1
2,madrugada,3,1,1,1,domingo,0,0,9.218213,0,0,0.208562,22,1,1
1,madrugada,2,1,1,1,domingo,0,0,4.640644,0,0,0.104995,17,1,0
2,noite,6,2,4,0,sabado,1,0,13.859209,1,1,0.313566,0,8,1
1,noite,10,1,1,1,sabado,0,0,4.94127,0,0,0.111797,2,0,1
0,noite,27,0,0,0,sabado,0,0,0,0,0,0,0,0,0
2,noite,21,1,1,0,sabado,0,0,4.407225,0,0,0.099714,0,1,1
