@relation 'kuma-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,5,7,10,11,12,13,8,17,1,15,18,14,9,53'

@attribute description_length numeric
@attribute created_at_day_turn {noite,madrugada,manha,tarde}
@attribute intra_branch {true,false}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute files_added numeric
@attribute new_entropy numeric
@attribute created_at_week_day {quinta-Feira,quarta-feira,sabado,sexta-feira,terca-feira,domingo,segunda-feira}
@attribute src_churn numeric
@attribute entropy_diff numeric
@attribute other_files numeric
@attribute files_deleted numeric
@attribute status {0,1}

@data
9,madrugada,false,1,1,1,0,1,0,4.455927,quarta-feira,0,0.027223,0,0,1
34,madrugada,false,1,1,1,0,1,0,4.233118,quarta-feira,0,0.025874,0,0,1
28,madrugada,false,3,3,3,0,3,0,25.758308,quarta-feira,0,0.157443,0,0,1
9,noite,false,1,1,1,0,1,0,4.849106,terca-feira,0,0.029639,0,0,1
37,noite,false,2,2,2,0,2,0,14.065398,terca-feira,0,0.085972,0,0,1
38,noite,false,2,1,1,0,1,0,0,terca-feira,0,0,0,0,1
26,noite,false,1,1,2,0,2,1,9.031132,terca-feira,0,0.055215,0,0,1
25,noite,false,1,1,1,0,1,0,4.148523,terca-feira,0,0.025363,0,0,1
32,tarde,false,1,2,2,1,1,0,8.300014,terca-feira,6,0.050745,0,0,1
37,tarde,false,2,4,4,4,0,0,18.213421,terca-feira,57,0.111355,0,0,1
11,madrugada,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
80,madrugada,false,10,11,11,2,9,0,22.025773,terca-feira,10,0.134664,0,0,1
1,madrugada,false,3,4,4,4,0,0,30.0812,terca-feira,66,0.183914,0,0,1
30,madrugada,false,3,3,3,0,3,0,0,terca-feira,0,0,0,0,1
9,noite,false,5,6,7,2,5,0,82.263452,segunda-feira,188,0.502953,0,1,1
16,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
8,noite,false,1,1,1,1,0,0,5.044779,sexta-feira,2,0.030918,0,0,1
12,noite,false,5,4,4,4,0,0,50.154794,sexta-feira,107,0.307385,0,0,1
9,noite,false,1,1,1,0,1,0,4.771096,sexta-feira,0,0.029241,0,0,1
8,noite,false,1,1,1,0,1,0,4.597692,sexta-feira,0,0.028178,0,0,1
16,noite,false,1,1,1,1,0,0,5.24433,sexta-feira,4,0.032141,0,0,1
281,tarde,false,120,58,421,55,18,362,1250.465338,sexta-feira,9783,7.663763,267,1,0
8,noite,false,1,6,6,0,6,0,27.141446,quinta-Feira,0,0.166343,0,0,1
21,noite,false,1,2,2,2,0,0,8.748756,quinta-Feira,9,0.053619,0,0,1
69,noite,false,1,2,2,0,2,0,9.274716,quarta-feira,0,0.056842,0,0,1
5,noite,false,2,1,1,0,1,0,4.693046,quarta-feira,0,0.028763,0,0,0
23,noite,false,9,5,11,1,3,6,35.941849,quarta-feira,6,0.220341,5,0,1
16,madrugada,false,1,2,8,1,2,6,13.205165,quarta-feira,3,0.080954,5,0,0
13,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
17,madrugada,false,8,8,12,12,0,3,0,quarta-feira,418,0,0,1,1
8,noite,false,2,1,1,0,0,0,10.10773,terca-feira,0,0.062006,1,0,1
19,manha,false,1,1,1,0,1,0,4.693046,terca-feira,0,0.028789,0,0,0
32,madrugada,false,3,5,5,5,0,0,14.229023,terca-feira,230,0.087288,0,0,1
113,noite,false,1,1,1,1,0,0,1.914844,segunda-feira,1,0.011752,0,0,1
12,noite,false,1,1,1,1,0,0,0,segunda-feira,2,0,0,0,1
14,madrugada,false,1,1,1,0,1,0,4.935205,sabado,0,0.030288,0,0,1
14,noite,false,3,4,4,3,0,0,0,sexta-feira,30,0,1,0,1
45,noite,false,2,11,11,2,9,0,99.646872,sexta-feira,102,0.611547,0,0,1
10,madrugada,false,7,4,5,3,1,1,9.735418,sexta-feira,112,0.059747,0,0,1
6,noite,false,2,1,1,1,0,0,8.852183,quinta-Feira,24,0.054327,0,0,1
283,noite,false,1,30,51,55,0,6,171.662519,quinta-Feira,1740,1.053507,0,15,1
58,noite,false,1,3,3,2,1,0,12.82908,quinta-Feira,4,0.078733,0,0,1
79,madrugada,false,2,11,11,0,11,0,98.690504,quinta-Feira,0,0.60567,0,0,1
20,noite,false,5,9,11,9,1,2,0,quarta-feira,744,0,0,0,1
7,noite,false,11,12,13,11,2,1,136.646221,quarta-feira,193,0.838606,0,0,1
18,noite,false,4,4,4,4,0,0,44.333085,quarta-feira,279,0.272075,0,0,1
17,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
12,noite,false,3,3,4,3,1,1,22.515695,quarta-feira,243,0.13818,0,0,0
69,madrugada,false,1,1,28,1,28,26,132.774817,quarta-feira,3,0.821022,0,1,1
38,noite,false,2,2,2,1,0,0,18.070395,terca-feira,76,0.111848,0,0,1
44,manha,false,2,22,24,0,23,2,199.582304,terca-feira,0,1.235332,1,0,1
25,madrugada,false,2,1,3,0,1,2,9.268708,terca-feira,0,0.057369,2,0,1
14,noite,false,4,2,2,1,1,0,35.280779,segunda-feira,36,0.218373,0,0,1
45,madrugada,false,5,21,34,21,21,13,155.346844,sabado,494,0.961533,1,0,0
49,madrugada,false,4,1,1,0,1,0,4.693046,sabado,0,0.029048,0,0,0
16,noite,false,2,1,1,1,0,0,8.973269,quinta-Feira,13,0.055705,0,0,1
6,madrugada,false,2,2,2,0,2,0,17.392602,quinta-Feira,0,0.107972,0,0,1
8,noite,false,1,1,1,0,1,0,4.112961,quarta-feira,0,0.025533,0,0,1
17,noite,false,4,0,13,22,0,13,109.534685,quarta-feira,995,0.679981,0,0,0
14,noite,false,1,1,1,0,1,0,4.352287,terca-feira,0,0.027019,0,0,1
20,noite,false,1,1,1,1,0,0,4.275394,terca-feira,25,0.026541,0,0,1
16,noite,false,1,1,1,0,1,0,3.69743,terca-feira,0,0.022953,0,0,0
7,tarde,false,1,1,1,0,0,0,4.716986,terca-feira,0,0.029283,0,0,1
38,tarde,false,1,2,3,3,0,1,13.646013,terca-feira,239,0.084713,0,0,0
30,madrugada,false,1,1,1,0,0,0,4.720844,terca-feira,0,0.029272,0,0,1
20,madrugada,false,1,1,1,0,1,0,4.437442,terca-feira,0,0.027515,0,0,1
17,madrugada,false,2,16,19,16,2,0,78.326709,terca-feira,59,0.48567,1,3,0
17,madrugada,false,1,1,1,1,0,0,4.59817,terca-feira,2,0.028511,0,0,1
14,madrugada,false,6,7,8,7,1,1,53.184739,terca-feira,179,0.329874,0,0,1
32,noite,false,1,2,2,1,1,0,9.635868,segunda-feira,1,0.059766,0,0,1
46,noite,false,4,1,2,0,1,1,16.105596,segunda-feira,0,0.099893,1,0,0
24,noite,false,1,2,2,1,1,0,9.635868,segunda-feira,1,0.059766,0,0,0
12,tarde,false,1,1,1,0,1,0,4.437442,segunda-feira,0,0.027523,0,0,0
8,madrugada,false,1,1,1,1,0,0,4.59817,sabado,2,0.02852,0,0,0
134,noite,false,2,1,1,0,1,0,10.088646,sexta-feira,0,0.062574,0,0,1
11,noite,false,1,1,1,0,0,0,5.021006,quinta-Feira,0,0.031142,1,0,1
12,noite,false,1,1,1,0,0,0,4.59473,quinta-Feira,0,0.028498,0,0,0
19,madrugada,false,1,1,1,0,1,0,4.471225,quinta-Feira,0,0.027732,0,0,1
28,noite,false,1,2,2,0,2,0,9.660259,quarta-feira,0,0.05995,0,0,1
6,tarde,false,7,7,8,7,1,1,63.316153,quarta-feira,317,0.391463,0,0,0
29,madrugada,false,1,8,8,0,8,0,35.422421,quarta-feira,0,0.219005,0,0,1
21,noite,false,3,2,2,1,1,0,21.291852,terca-feira,0,0.131715,0,0,1
22,madrugada,false,1,1,1,0,1,0,4.45986,terca-feira,0,0.02759,0,0,1
28,noite,false,1,1,1,1,0,0,4.38321,segunda-feira,3,0.027115,0,0,1
53,noite,false,1,1,1,0,1,0,4.797019,segunda-feira,0,0.029675,0,0,1
18,noite,false,1,31,46,42,2,0,146.416109,segunda-feira,990,0.905758,1,15,1
13,madrugada,false,1,1,1,0,1,0,4.498913,sabado,0,0.027831,0,0,1
47,noite,false,32,16,18,16,2,2,18.298564,sexta-feira,866,0.113198,1,0,1
28,noite,false,6,6,6,0,6,0,79.652383,sexta-feira,0,0.492745,0,0,1
10,noite,false,2,9,9,50,7,0,79.278462,quinta-Feira,54,0.490827,3,0,1
8,tarde,false,2,4,4,3,1,0,18.162212,quinta-Feira,47,0.112476,0,0,1
95,tarde,false,1,1,2,2,0,1,8.224944,quinta-Feira,14,0.050936,0,0,1
27,noite,false,1,11,11,11,0,0,48.014036,quarta-feira,0,0.298116,0,0,1
8,tarde,false,1,8,8,8,0,0,35.826442,quarta-feira,0,0.222444,0,0,1
3,tarde,false,1,3,3,9,4,0,13.728949,quarta-feira,54,0.085242,1,0,1
70,madrugada,false,1,1,1,0,1,0,4.646561,quarta-feira,0,0.02885,0,0,1
22,noite,false,8,16,19,16,2,0,73.203278,terca-feira,236,0.454515,1,3,0
5,noite,false,7,15,19,12,5,4,117.21505,terca-feira,623,0.727759,0,0,1
6,noite,false,3,10,11,49,7,0,36.537888,terca-feira,238,0.226855,4,1,1
6,noite,false,2,13,13,13,0,0,69.713465,terca-feira,78,0.432834,0,0,1
3,noite,false,2,4,4,2,2,0,18.236728,terca-feira,18,0.113227,0,0,1
13,tarde,false,1,4,4,2,2,0,16.762007,terca-feira,4,0.104071,0,0,1
11,tarde,false,1,2,2,2,0,0,8.841677,terca-feira,3,0.054897,0,0,1
34,noite,false,1,69,69,69,0,0,318.662196,segunda-feira,0,1.978453,0,0,1
92,tarde,false,2,1,1,0,0,0,9.276192,domingo,0,0.057592,0,0,1
20,manha,false,2,2,2,0,0,0,15.526292,sabado,0,0.096397,2,0,1
69,madrugada,false,7,34,46,1,51,11,305.783872,sabado,0,1.898496,0,1,1
7,madrugada,false,1,1,1,0,0,0,4.864779,sexta-feira,0,0.030204,0,0,1
8,madrugada,false,1,1,1,0,1,0,4.765401,sexta-feira,0,0.029587,0,0,1
78,madrugada,false,5,3,4,3,1,1,26.471012,sexta-feira,338,0.164348,0,0,0
76,noite,false,6,39,52,3,53,12,404.627529,quinta-Feira,33,2.512177,0,1,1
114,noite,false,1,2,2,2,0,0,0,quinta-Feira,0,0,0,0,1
20,tarde,false,1,1,1,1,0,0,4.328182,quinta-Feira,0,0.026872,0,0,1
74,madrugada,false,1,3,4,1,1,1,20.436434,quinta-Feira,14,0.126913,2,0,1
32,noite,false,1,4,4,4,0,0,17.254357,quarta-feira,18,0.107212,0,0,1
42,tarde,false,2,2,2,2,0,0,19.00692,quarta-feira,36,0.118138,0,0,0
30,tarde,false,1,8,8,1,0,0,34.039143,quarta-feira,0,0.211571,0,0,1
30,madrugada,false,3,0,13,12,0,13,49.202236,quarta-feira,951,0.305997,0,0,0
8,noite,false,1,1,1,1,0,0,4.082038,terca-feira,18,0.025387,0,0,1
28,noite,false,1,0,0,0,1,0,0,terca-feira,0,0,0,0,0
20,noite,false,1,1,1,1,1,0,4.501709,terca-feira,0,0.027997,0,0,1
8,noite,false,1,1,1,0,1,0,4.761412,terca-feira,0,0.029612,0,0,1
10,noite,false,1,2,2,1,1,0,8.023577,terca-feira,2,0.0499,0,0,1
6,madrugada,false,1,3,3,1,2,0,12.469339,terca-feira,4,0.077549,0,0,0
24,madrugada,false,4,14,18,12,5,4,99.269241,terca-feira,520,0.617372,0,0,1
78,madrugada,false,2,27,38,0,46,10,347.293421,terca-feira,0,2.159874,0,1,1
8,noite,false,1,1,1,0,1,0,5.139481,segunda-feira,0,0.031963,0,0,1
6,noite,false,1,1,1,0,1,0,4.349716,segunda-feira,0,0.027052,0,0,1
8,tarde,false,1,4,5,4,0,1,23.195177,segunda-feira,9,0.144339,1,0,1
44,noite,false,2,3,3,2,1,0,25.866657,domingo,63,0.160963,0,0,0
9,noite,false,1,1,1,0,1,0,4.910984,sexta-feira,0,0.030562,0,0,1
140,noite,false,1,2,2,2,0,0,8.90709,sexta-feira,16,0.05543,0,0,1
103,noite,false,1,4,6,0,6,2,28.902862,quinta-Feira,0,0.179856,0,0,1
159,noite,false,1,1,1,1,0,0,3.826528,quinta-Feira,5,0.023813,0,0,1
28,noite,false,1,2,2,2,0,0,0,quinta-Feira,32,0,0,0,1
25,tarde,false,2,3,3,2,1,0,14.682671,quinta-Feira,7,0.091371,0,0,1
37,noite,false,2,4,6,4,0,2,13.604979,quarta-feira,68,0.084665,1,0,1
115,noite,false,1,2,2,2,0,0,0,quarta-feira,0,0,0,0,1
18,noite,false,1,2,2,1,1,0,0,quarta-feira,7,0,0,0,1
27,madrugada,false,1,3,3,1,2,0,13.305491,quarta-feira,3,0.082801,0,0,1
25,noite,false,2,23,23,2,19,0,112.672776,terca-feira,0,0.701815,1,0,1
97,madrugada,false,1,1,2,0,2,1,9.299874,terca-feira,0,0.057927,0,0,1
73,tarde,false,2,1,3,3,0,2,9.824665,segunda-feira,19,0.061196,0,0,1
54,tarde,false,3,1,1,1,0,0,8.984116,sabado,317,0.05596,0,0,1
17,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
31,tarde,false,1,1,1,1,0,0,0,sexta-feira,2,0,0,0,1
131,tarde,false,1,1,1,1,0,0,4.556543,sexta-feira,35,0.028382,0,0,1
51,noite,false,1,1,1,1,0,0,0,quinta-Feira,20,0,0,0,1
20,tarde,false,1,1,1,1,0,0,0,quinta-Feira,2,0,0,0,1
9,manha,false,1,1,1,0,1,0,5.26322,quinta-Feira,0,0.032784,0,0,1
10,madrugada,false,1,1,1,1,0,0,5.073363,quinta-Feira,7,0.031601,0,0,1
57,madrugada,false,1,2,2,0,2,0,8.708847,quinta-Feira,0,0.054246,0,0,1
22,madrugada,false,2,2,2,2,0,0,14.169433,quinta-Feira,20,0.088559,0,0,1
8,noite,false,1,5,8,2,5,3,0,quarta-feira,5,0,0,0,1
76,noite,false,1,1,1,0,1,0,4.434338,quarta-feira,0,0.027715,0,0,1
304,madrugada,false,3,22,37,31,11,15,155.670984,quarta-feira,1399,0.972944,1,0,1
47,noite,false,1,4,4,2,2,0,17.025466,terca-feira,95,0.106409,0,0,1
9,noite,false,1,1,1,0,1,0,4.955937,terca-feira,0,0.030975,0,0,1
215,madrugada,false,1,2,2,2,0,0,9.622005,terca-feira,20,0.060138,0,0,1
148,madrugada,false,1,20,20,0,19,0,95.302464,sabado,0,0.593619,0,0,1
9,noite,false,1,1,1,0,0,0,0,quinta-Feira,0,0,1,0,1
74,noite,false,1,1,1,0,1,0,4.938141,quarta-feira,0,0.030863,0,0,1
12,madrugada,false,1,1,1,0,0,0,4.623565,quarta-feira,0,0.028898,0,0,1
153,madrugada,false,3,12,16,11,5,4,65.961789,segunda-feira,517,0.412266,0,0,1
160,noite,false,1,4,4,2,2,0,17.042123,sabado,87,0.106513,0,0,0
12,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
12,madrugada,false,1,1,1,0,1,0,3.894957,sabado,0,0.024344,0,0,1
91,madrugada,false,1,3,3,2,1,0,13.164741,sexta-feira,80,0.08228,0,0,1
30,madrugada,false,1,1,1,1,0,0,0,sexta-feira,11,0,0,0,1
11,noite,false,1,1,1,0,0,0,0,quinta-Feira,0,0,1,0,1
31,noite,false,1,1,1,1,0,0,0,quinta-Feira,2,0,0,0,1
40,noite,false,1,3,3,2,1,0,12.308624,quinta-Feira,7,0.07693,0,0,0
12,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
15,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
14,noite,false,2,3,3,3,0,0,17.601035,quinta-Feira,4,0.110008,0,0,1
18,madrugada,false,2,3,3,3,0,0,17.919637,quinta-Feira,4,0.111999,0,0,1
19,madrugada,false,1,1,1,0,1,0,4.426557,quinta-Feira,0,0.027666,0,0,1
28,madrugada,false,1,2,2,2,0,0,8.992951,quarta-feira,6,0.056207,0,0,1
21,noite,false,3,2,2,2,0,0,13.414054,terca-feira,6,0.08384,0,0,0
61,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
22,madrugada,false,1,1,1,1,0,0,4.081158,terca-feira,5,0.025508,0,0,0
23,tarde,false,1,2,2,1,1,0,9.242098,segunda-feira,206,0.057764,0,0,1
4,madrugada,false,3,2,2,2,0,0,4.233443,domingo,6,0.02646,0,0,0
12,noite,false,3,2,2,2,0,0,4.393991,sabado,6,0.027463,0,0,0
21,tarde,false,3,2,2,1,1,0,17.049719,sexta-feira,0,0.106563,0,0,1
12,tarde,false,2,18,33,31,11,15,132.769153,sexta-feira,2441,0.829824,1,0,0
45,noite,false,2,1,1,1,0,0,4.483206,quinta-Feira,27,0.028021,0,0,1
18,noite,false,8,6,6,3,2,0,81.853284,quinta-Feira,0,0.511593,1,0,1
35,noite,false,2,5,5,3,2,0,0,quinta-Feira,90,0,0,0,1
37,noite,false,1,2,2,0,2,0,9.4635,quinta-Feira,0,0.059148,0,0,1
26,tarde,false,1,1,1,1,0,0,4.889213,quinta-Feira,2,0.030558,0,0,1
24,manha,false,1,1,1,0,1,0,4.789853,quinta-Feira,0,0.029937,0,0,0
36,madrugada,false,2,23,23,4,16,0,197.678758,quinta-Feira,4,1.235513,2,0,1
7,madrugada,false,1,1,1,0,0,0,4.534446,quinta-Feira,0,0.028341,1,0,1
7,noite,false,2,2,2,0,2,0,19.171544,quarta-feira,0,0.119824,0,0,0
8,noite,false,2,2,2,1,1,0,13.819856,quarta-feira,0,0.086375,0,0,1
17,tarde,false,2,2,2,1,1,0,9.42806,quarta-feira,0,0.058943,0,0,1
11,tarde,false,3,4,4,2,2,0,27.193842,quarta-feira,11,0.170013,0,0,1
32,madrugada,false,3,3,4,1,2,1,19.047338,quarta-feira,0,0.119082,1,0,1
36,madrugada,false,2,2,2,1,1,0,13.148756,quarta-feira,0,0.082205,0,0,1
15,noite,false,3,2,2,0,2,0,22.25486,terca-feira,0,0.139135,0,0,1
16,noite,false,3,1,1,0,1,0,9.446144,terca-feira,0,0.059056,0,0,0
17,noite,false,2,3,3,1,2,0,27.537804,terca-feira,0,0.172163,0,0,1
8,tarde,false,3,1,1,1,0,0,14.692518,terca-feira,67,0.091856,0,0,1
84,tarde,false,15,13,15,4,10,1,43.716677,terca-feira,1321,0.273312,0,1,1
22,madrugada,false,1,1,1,0,1,0,4.299723,terca-feira,0,0.026881,0,0,1
58,noite,false,1,11,11,11,0,0,45.483901,segunda-feira,204,0.284361,0,0,0
9,madrugada,false,1,1,1,0,1,0,4.425683,sabado,0,0.027669,0,0,1
5,madrugada,false,1,1,1,0,0,0,4.694212,sabado,0,0.029348,1,0,0
11,noite,false,2,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
19,tarde,false,3,2,2,1,1,0,0,sexta-feira,0,0,0,0,1
13,tarde,false,6,4,4,2,2,0,31.981457,sexta-feira,11,0.199944,0,0,0
13,tarde,false,5,4,4,2,2,0,18.708145,sexta-feira,11,0.116961,0,0,0
26,tarde,false,2,2,2,1,1,0,9.123882,sexta-feira,3,0.057059,0,0,1
11,tarde,false,1,0,1,0,1,1,4.947576,sexta-feira,0,0.030923,0,0,1
14,tarde,false,1,1,1,0,1,0,4.361624,sexta-feira,0,0.02726,0,0,0
10,tarde,true,1,1,1,0,0,0,4.642886,sexta-feira,0,0.029018,1,0,1
9,noite,true,3,6,11,6,3,5,51.605044,quinta-Feira,103,0.322813,0,0,1
28,tarde,false,1,2,2,0,2,0,8.987086,quinta-Feira,0,0.056218,0,0,0
7,tarde,false,6,7,11,4,5,1,49.472772,quinta-Feira,50,0.309475,0,3,1
7,madrugada,false,1,2,2,0,2,0,9.588931,quinta-Feira,0,0.059983,0,0,0
16,noite,false,5,1,1,0,1,0,4.440149,quarta-feira,0,0.027775,0,0,1
7,tarde,true,4,2,2,0,2,0,14.091274,quarta-feira,0,0.088148,0,0,0
8,madrugada,false,1,1,1,0,1,0,5.114877,quarta-feira,0,0.031996,0,0,1
12,noite,false,2,1,1,0,1,0,4.432531,terca-feira,0,0.027727,0,0,1
20,noite,false,1,1,1,0,1,0,4.379682,terca-feira,0,0.027397,0,0,1
7,noite,true,5,6,6,2,4,0,12.481612,terca-feira,8,0.078078,0,0,1
23,noite,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
29,tarde,false,1,1,1,0,1,0,4.247418,terca-feira,0,0.02657,0,0,1
15,manha,false,3,1,1,0,1,0,14.007446,terca-feira,0,0.087622,0,0,0
10,madrugada,false,1,1,1,0,1,0,4.265665,terca-feira,0,0.026683,0,0,1
12,madrugada,false,1,3,3,1,2,0,13.356071,terca-feira,2,0.083548,0,0,1
11,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
10,madrugada,false,1,3,3,2,1,0,0,terca-feira,23,0,0,0,1
23,noite,false,1,1,1,1,0,0,4.908111,segunda-feira,1,0.030702,0,0,1
27,noite,false,1,2,2,0,2,0,8.671279,segunda-feira,0,0.054242,0,0,1
9,tarde,false,1,1,1,1,0,0,0,segunda-feira,3,0,0,0,0
15,tarde,true,20,9,9,5,4,0,8.85399,segunda-feira,100,0.055403,0,0,1
15,tarde,false,4,7,7,1,3,0,30.066011,segunda-feira,20,0.188133,0,0,0
40,manha,false,1,1,1,0,1,0,4.760376,segunda-feira,0,0.029787,0,0,1
7,manha,false,1,2,2,1,1,0,0,sexta-feira,2,0,0,0,1
15,manha,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
12,manha,false,1,1,2,1,1,0,0,sexta-feira,13,0,0,1,1
9,manha,false,2,2,2,2,0,0,0,sexta-feira,40,0,0,0,1
4,manha,false,1,1,1,1,0,0,0,sexta-feira,12,0,0,0,1
2,madrugada,false,1,1,3,3,0,0,5.036523,sexta-feira,238,0.031523,0,2,1
27,madrugada,false,3,4,10,10,0,2,28.181272,sexta-feira,539,0.176385,0,4,1
5,noite,false,9,4,5,3,2,1,16.577446,quinta-Feira,266,0.103757,0,0,1
10,noite,false,2,2,2,0,0,0,4.751258,quinta-Feira,0,0.029746,2,0,1
8,madrugada,false,2,11,11,0,11,0,0,quinta-Feira,0,0,0,0,1
6,noite,false,3,0,1,0,0,1,15.505931,quarta-feira,0,0.097078,1,0,1
10,noite,false,1,3,3,1,2,0,0,quarta-feira,0,0,0,0,1
7,noite,false,1,1,1,1,0,0,4.820621,quarta-feira,2,0.03018,0,0,1
7,noite,false,1,0,0,0,0,0,0,quarta-feira,0,0,0,0,1
5,noite,false,1,2,2,2,0,0,9.140616,quarta-feira,8,0.057226,0,0,1
21,noite,false,2,1,1,0,0,0,5.433423,quarta-feira,0,0.034017,1,0,1
25,manha,false,1,1,1,0,1,0,4.757252,quarta-feira,0,0.029784,0,0,1
12,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
17,noite,false,2,3,3,2,1,0,0,terca-feira,12,0,0,0,1
15,noite,false,2,1,1,0,1,0,0,terca-feira,0,0,0,0,1
20,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
6,tarde,false,2,2,2,0,2,0,0,terca-feira,0,0,0,0,1
18,tarde,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
5,tarde,false,2,4,5,5,0,1,23.633979,terca-feira,70,0.147967,0,0,1
23,madrugada,false,3,1,1,0,1,0,0,terca-feira,0,0,0,0,1
18,madrugada,false,2,1,1,0,1,0,7.444161,terca-feira,0,0.046606,0,0,1
8,noite,false,2,3,3,1,2,0,0,segunda-feira,8,0,0,0,1
16,tarde,false,4,4,4,3,1,0,28.070671,segunda-feira,85,0.175745,0,0,1
11,tarde,false,1,2,2,2,0,0,8.108995,domingo,15,0.050769,0,0,0
34,noite,false,1,2,2,2,0,0,0,sexta-feira,15,0,0,0,1
2,noite,false,2,2,2,0,2,0,9.041806,sexta-feira,0,0.056609,0,0,1
38,madrugada,false,2,2,2,0,0,0,18.53516,sexta-feira,0,0.116045,1,0,1
29,noite,true,26,28,34,12,16,6,22.440378,quinta-Feira,336,0.140494,0,0,1
17,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
9,noite,false,1,2,2,0,2,0,0,quinta-Feira,0,0,0,0,1
11,noite,false,2,2,2,1,1,0,0,quinta-Feira,4,0,0,0,1
50,noite,false,5,5,5,3,0,0,118.520625,quinta-Feira,41,0.742033,2,0,1
22,noite,false,2,1,1,1,0,0,0,quinta-Feira,10,0,0,0,1
10,tarde,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
11,noite,false,1,1,1,1,0,0,0,quarta-feira,3,0,0,0,1
6,noite,false,2,1,1,0,1,0,8.995058,quarta-feira,0,0.056361,0,0,1
12,noite,false,1,1,1,1,0,0,0,quarta-feira,15,0,0,0,1
5,noite,false,4,2,2,1,1,0,8.539156,quarta-feira,0,0.053504,0,0,1
8,tarde,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
40,madrugada,false,1,1,1,1,0,0,4.689387,quarta-feira,0,0.029382,0,0,1
48,noite,false,1,1,1,1,0,0,4.41707,terca-feira,32,0.027676,0,0,1
85,madrugada,false,1,1,1,0,1,0,4.658515,terca-feira,0,0.029546,0,0,1
18,madrugada,false,1,2,2,0,2,0,8.740288,terca-feira,0,0.055434,0,0,1
57,madrugada,false,1,1,1,0,1,0,4.234529,terca-feira,0,0.026857,0,0,1
39,noite,false,1,0,4,0,4,0,0,segunda-feira,0,0,0,4,1
21,noite,false,1,1,1,0,1,0,4.174494,segunda-feira,0,0.026164,0,0,1
31,noite,false,1,2,2,0,2,0,9.074265,segunda-feira,0,0.056874,0,0,0
41,madrugada,false,1,3,3,1,0,0,13.625367,sabado,2,0.086396,1,0,1
20,noite,false,6,6,6,3,3,0,0,sexta-feira,53,0,0,0,1
12,noite,false,2,3,3,1,2,0,0,sexta-feira,0,0,0,0,1
38,noite,false,5,7,39,1,28,7,47.63706,quinta-Feira,2,0.300379,10,25,1
24,noite,false,1,9,14,3,11,4,58.231915,quinta-Feira,213,0.367186,0,1,1
62,tarde,false,15,7,7,4,1,0,0,quinta-Feira,398,0,2,0,1
59,tarde,false,10,22,22,105,50,0,81.225115,quinta-Feira,285,0.512171,7,0,1
8,madrugada,false,2,6,36,0,26,25,131.751985,quinta-Feira,0,0.835894,10,5,1
20,madrugada,false,1,1,1,1,0,0,4.429885,quinta-Feira,2,0.028105,0,0,0
9,madrugada,false,1,1,1,0,1,0,4.665875,quinta-Feira,0,0.029602,0,0,1
