@relation 'kuma-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,2,5,7,10,11,12,13,8,17,1,15,18,14,9,53'

@attribute description_length numeric
@attribute created_at_day_turn {noite,madrugada,manha,tarde}
@attribute intra_branch {true,false}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute doc_files numeric
@attribute files_added numeric
@attribute new_entropy numeric
@attribute created_at_week_day {quinta-Feira,quarta-feira,sabado,sexta-feira,terca-feira,domingo,segunda-feira}
@attribute src_churn numeric
@attribute entropy_diff numeric
@attribute other_files numeric
@attribute files_deleted numeric
@attribute status {0,1}

@data
10,madrugada,false,1,1,1,0,1,0,4.30509,segunda-feira,0,0.025487,0,0,1
179,madrugada,false,7,8,9,4,0,1,34.666289,sabado,28,0.205232,1,0,1
42,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
11,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
15,noite,false,1,1,1,0,1,0,4.06876,sexta-feira,0,0.024094,0,0,1
20,madrugada,false,1,0,1,1,0,1,5.126719,sexta-feira,137,0.030369,0,0,1
22,madrugada,false,3,2,2,2,0,0,9.498562,sexta-feira,7,0.056266,0,0,1
4,madrugada,false,2,5,5,2,1,0,37.39739,sexta-feira,16,0.221527,0,0,1
45,noite,false,2,18,27,11,15,0,84.738257,quinta-Feira,304,0.517108,1,9,1
40,noite,false,1,1,1,1,0,0,5.162153,quinta-Feira,2,0.031831,0,0,1
20,madrugada,false,1,4,84,13,31,80,223.090732,quinta-Feira,2065,1.37564,39,0,1
15,noite,false,5,4,6,2,4,2,0,quarta-feira,52,0,0,0,1
126,madrugada,false,4,5,5,4,0,0,5.000898,quarta-feira,18,0.03081,1,0,1
14,tarde,false,1,4,4,0,3,0,18.900025,terca-feira,0,0.116441,1,0,1
27,madrugada,false,1,4,4,3,0,0,16.628366,terca-feira,19,0.102445,1,0,1
9,madrugada,false,1,2,2,2,0,0,8.317525,terca-feira,8,0.051257,0,0,1
9,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
21,noite,false,1,18,21,1,20,0,0,segunda-feira,23,0,0,3,1
10,noite,false,1,1,1,1,0,0,3.276075,segunda-feira,17,0.020161,0,0,1
6,tarde,false,1,8,13,7,0,0,34.75254,segunda-feira,162,0.213866,5,5,1
84,tarde,false,1,1,1,1,0,0,4.063079,segunda-feira,7,0.025004,0,0,1
3,noite,false,2,2,2,0,2,0,14.459141,sexta-feira,0,0.088933,0,0,1
47,noite,false,1,1,1,0,1,0,4.828323,sexta-feira,0,0.029697,0,0,1
32,noite,false,1,1,1,1,0,0,4.832821,sexta-feira,34,0.029725,0,0,1
158,madrugada,false,1,1,1,1,0,0,4.843915,sexta-feira,1,0.029793,0,0,1
244,noite,false,5,9,39,5,22,30,284.634065,quinta-Feira,295,1.751193,11,0,1
7,manha,false,3,3,7,6,0,1,31.088825,quinta-Feira,689,0.191277,1,3,1
58,madrugada,false,1,2,3,2,0,1,13.58915,quinta-Feira,10,0.083609,1,0,1
12,noite,false,1,2,2,2,0,0,10.445596,quarta-feira,10,0.064268,0,0,1
8,noite,false,4,1,2,2,0,1,38.344863,quarta-feira,201,0.235921,0,0,1
46,noite,false,1,2,3,2,0,0,8.953201,terca-feira,26,0.055052,1,1,1
34,noite,false,1,1,1,0,1,0,4.688512,terca-feira,0,0.028837,0,0,1
6,noite,false,1,1,1,0,0,0,4.861014,terca-feira,0,0.029898,1,0,1
5,tarde,false,1,1,1,1,0,0,4.556079,terca-feira,2,0.027986,0,0,1
6,manha,false,1,3,3,1,2,0,14.007529,terca-feira,1,0.086043,0,0,1
10,madrugada,false,4,3,9,0,3,1,66.169027,sabado,0,0.406452,6,5,1
28,noite,false,2,6,8,3,4,1,41.107341,sexta-feira,1632,0.252507,0,1,1
35,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
15,noite,false,1,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
22,madrugada,false,3,20,21,1,20,0,0,quinta-Feira,0,0,0,1,1
45,madrugada,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
7,noite,false,1,1,1,1,0,0,0,quarta-feira,2,0,0,0,1
53,noite,false,8,4,4,1,3,0,13.000841,quarta-feira,17,0.079859,0,0,1
7,noite,false,1,2,2,2,0,0,8.668197,quarta-feira,6,0.053245,0,0,1
46,noite,false,1,27,27,22,2,0,126.317242,quarta-feira,338,0.77592,2,0,0
14,madrugada,false,1,27,27,22,2,0,126.370602,quarta-feira,338,0.776237,2,0,1
13,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
10,noite,false,1,1,6,0,1,2,4.870348,terca-feira,0,0.029906,5,3,1
14,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
17,madrugada,false,1,3,3,1,2,0,0,terca-feira,46,0,0,0,1
46,noite,false,7,22,22,10,10,0,668.410734,segunda-feira,242,4.098451,1,0,1
24,noite,false,2,2,2,2,0,0,4.733719,segunda-feira,212,0.029025,0,0,1
71,tarde,false,5,7,8,6,0,1,79.217452,segunda-feira,163,0.485733,2,0,1
33,madrugada,false,1,2,4,3,1,0,8.864812,sabado,115,0.054356,0,2,1
32,madrugada,false,1,1,1,0,1,0,5.048053,sabado,0,0.030953,0,0,1
21,madrugada,false,2,2,2,0,1,0,14.488912,sabado,0,0.088842,1,0,1
8,noite,false,2,2,2,0,2,0,4.843186,sexta-feira,0,0.029707,0,0,1
4,noite,false,1,0,1,1,0,1,5.329128,sexta-feira,17,0.032687,0,0,1
30,noite,false,1,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
65,manha,false,4,7,10,8,2,0,51.500184,sexta-feira,2007,0.315887,0,3,1
12,manha,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
6,madrugada,false,1,3,3,3,0,0,12.099372,sexta-feira,13,0.074107,0,0,1
40,madrugada,false,2,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
54,madrugada,false,12,7,10,9,1,3,26.289509,sexta-feira,2404,0.161019,0,0,0
20,madrugada,false,1,1,1,1,0,0,0,sexta-feira,28,0,0,0,1
10,madrugada,false,1,1,1,0,1,0,5.091739,sexta-feira,0,0.031186,0,0,1
33,madrugada,false,2,4,5,4,1,0,0,sexta-feira,228,0,0,1,1
20,madrugada,false,1,1,1,0,1,0,4.941756,sexta-feira,0,0.030267,0,0,1
15,noite,false,1,2,2,0,2,0,0,quinta-Feira,0,0,0,0,1
2,madrugada,false,1,1,1,1,0,0,4.741493,quinta-Feira,4,0.029041,0,0,1
7,tarde,false,1,1,1,1,0,0,5.2577,quarta-feira,5,0.032202,0,0,1
18,tarde,false,1,9,16,4,0,1,0,quarta-feira,69,0,4,6,1
10,tarde,false,1,5,5,4,0,0,24.26225,quarta-feira,54,0.148601,0,0,1
45,tarde,false,2,28,28,23,2,0,257.435427,quarta-feira,684,1.57674,2,0,1
17,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
14,madrugada,false,1,4,5,1,4,1,0,quarta-feira,5,0,0,0,1
11,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
19,madrugada,false,1,1,1,1,0,0,0,quarta-feira,4,0,0,0,1
9,noite,false,1,2,3,1,2,0,0,terca-feira,5,0,0,1,0
15,noite,false,1,33,33,2,31,0,154.25051,terca-feira,0,0.945043,0,0,1
24,noite,false,2,1,1,1,0,0,8.889826,terca-feira,29,0.054401,0,0,0
21,madrugada,false,1,1,1,1,0,0,4.558274,terca-feira,4,0.02789,0,0,0
6,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
20,madrugada,false,1,3,3,1,2,0,0,terca-feira,23,0,0,0,1
118,madrugada,false,1,1,1,1,0,0,5.09603,terca-feira,17,0.031181,0,0,1
13,madrugada,false,1,2,2,1,1,0,0,terca-feira,21,0,0,0,1
18,noite,false,1,1,2,0,1,1,0,segunda-feira,0,0,1,0,1
11,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
21,noite,false,1,209,209,0,0,0,0,segunda-feira,0,0,209,0,1
13,noite,false,1,5,5,0,0,0,0,segunda-feira,0,0,5,0,1
11,noite,false,1,2,2,0,0,0,11.966634,segunda-feira,0,0.073255,2,0,1
12,noite,false,2,4,4,1,2,0,28.082505,domingo,2,0.17191,1,0,1
8,noite,false,2,1,1,0,1,0,0,domingo,0,0,0,0,1
7,noite,false,2,1,1,0,1,0,0,domingo,0,0,0,0,1
49,noite,false,2,8,10,2,8,0,73.916716,domingo,60,0.45249,0,2,1
13,tarde,false,2,1,1,1,0,0,8.883117,domingo,29,0.054379,0,0,1
14,manha,false,1,1,3,3,0,0,0,domingo,161,0,0,2,1
4,manha,false,1,1,1,1,0,0,0,domingo,14,0,0,0,0
11,manha,false,2,1,1,1,0,0,0,domingo,72,0,0,0,1
18,manha,false,1,2,2,1,1,0,0,domingo,2,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
34,noite,false,1,1,1,0,1,0,4.67877,sexta-feira,0,0.028629,0,0,1
24,noite,false,2,1,1,0,1,0,8.605895,sexta-feira,0,0.052659,0,0,1
30,madrugada,false,2,5,6,1,5,1,54.710501,sexta-feira,22,0.334767,1,0,1
40,noite,false,1,1,1,0,1,0,4.42829,quarta-feira,0,0.027096,0,0,1
34,noite,false,2,13,13,1,12,0,0,quarta-feira,38,0,0,0,1
7,noite,false,1,1,1,0,1,0,5.037718,quarta-feira,0,0.030825,0,0,1
134,madrugada,false,31,10,12,1,9,1,81.902937,quarta-feira,21,0.501156,1,1,0
24,madrugada,false,2,4,5,4,1,1,43.401695,quarta-feira,71,0.265573,0,0,0
7,madrugada,false,1,2,2,2,0,0,9.036192,quarta-feira,21,0.055292,0,0,1
17,noite,false,3,3,3,2,1,0,0,terca-feira,6,0,0,0,1
13,noite,false,4,2,2,1,1,0,0,terca-feira,6,0,0,0,0
129,noite,false,3,6,6,2,4,0,70.844762,terca-feira,9,0.433365,0,0,1
3,noite,false,2,2,2,1,0,0,9.50398,terca-feira,8,0.058137,0,0,1
7,noite,false,1,3,4,1,3,0,13.676179,terca-feira,7,0.08351,1,1,1
7,tarde,false,1,1,1,1,0,0,4.786242,terca-feira,8,0.029226,0,0,1
28,madrugada,false,1,1,1,0,1,0,4.808074,terca-feira,0,0.029359,0,0,1
9,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
40,madrugada,false,2,4,5,0,4,0,0,terca-feira,0,0,1,1,1
23,madrugada,false,1,1,1,0,1,0,4.767034,terca-feira,0,0.029109,0,0,1
26,noite,false,1,7,7,0,7,0,0,segunda-feira,0,0,0,0,0
11,noite,false,6,7,9,3,5,0,158.605571,segunda-feira,12,0.968486,1,2,1
30,noite,false,1,1,1,0,1,0,4.539099,segunda-feira,0,0.027718,0,0,1
18,noite,false,1,4,4,0,0,0,0,segunda-feira,0,0,4,0,1
8,noite,false,1,15,15,0,0,0,0,sabado,0,0,15,0,1
11,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
22,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
45,madrugada,false,3,5,6,4,2,0,0,sabado,91,0,0,1,1
10,madrugada,false,3,4,9,4,4,0,28.455795,sabado,549,0.173606,1,5,1
9,madrugada,false,1,1,1,0,1,0,3.924628,sabado,0,0.023944,0,0,1
15,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
36,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
39,manha,false,1,5,5,0,5,0,0,sexta-feira,0,0,0,0,1
49,manha,false,1,2,3,0,2,0,0,sexta-feira,0,0,1,1,1
47,manha,false,2,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
15,manha,false,1,2,2,1,1,0,0,sexta-feira,3,0,0,0,1
13,madrugada,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
18,madrugada,false,2,4,7,1,6,0,0,sexta-feira,6,0,0,3,1
10,madrugada,false,1,1,2,0,2,0,0,sexta-feira,0,0,0,1,1
11,madrugada,false,1,1,3,2,1,0,0,sexta-feira,545,0,0,2,1
24,madrugada,false,1,572,572,0,0,0,0,quinta-Feira,0,0,572,0,0
74,madrugada,false,2,1,1,0,1,0,10.102892,quinta-Feira,0,0.061536,0,0,1
8,madrugada,false,3,4,4,0,4,0,36.071426,quinta-Feira,0,0.219709,0,0,1
34,noite,false,1,6,9,3,6,0,26.694823,quarta-feira,88,0.162596,0,3,1
27,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
12,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
6,madrugada,false,3,10,12,3,10,1,0,quarta-feira,30,0,1,1,1
26,noite,false,1,7,9,2,8,1,37.28022,terca-feira,8,0.227071,1,1,0
9,noite,false,1,1,1,0,1,0,4.941455,terca-feira,0,0.030098,0,0,1
25,noite,false,1,3,4,3,1,0,0,terca-feira,31,0,0,1,0
21,noite,false,1,4,4,1,3,0,0,terca-feira,6,0,0,0,1
8,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
9,madrugada,false,1,1,1,0,1,0,4.421224,terca-feira,0,0.026929,0,0,1
6,noite,false,1,2,2,2,0,0,8.342537,segunda-feira,13,0.050814,0,0,0
112,noite,false,1,2,2,2,0,0,9.29627,segunda-feira,36,0.056623,0,0,1
20,noite,false,1,1,1,0,1,0,3.968068,segunda-feira,0,0.024169,0,0,0
44,noite,false,1,1,1,0,1,0,4.211439,segunda-feira,0,0.025652,0,0,1
37,noite,false,1,4,4,0,4,0,0,segunda-feira,0,0,0,0,1
27,madrugada,false,1,1,1,1,0,0,5.077505,segunda-feira,0,0.030935,0,0,0
12,noite,false,1,2,2,0,2,0,0,sabado,0,0,0,0,1
89,madrugada,false,6,24,29,14,10,3,126.589052,sabado,399,0.771253,2,2,1
211,madrugada,false,6,7,8,1,6,1,0,sabado,9,0,0,0,0
8,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
5,noite,false,1,1,1,0,1,0,5.013686,sexta-feira,0,0.030546,0,0,1
36,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
30,noite,false,1,2,2,1,1,0,8.569712,quinta-Feira,12,0.052212,0,0,1
44,noite,false,1,2,2,0,2,0,9.389608,quinta-Feira,0,0.057206,0,0,1
11,madrugada,false,1,3,3,1,2,0,12.605579,quinta-Feira,9,0.0768,0,0,1
13,madrugada,false,2,1,1,1,0,0,5.058731,quinta-Feira,6,0.030821,0,0,1
89,noite,false,1,1,1,0,1,0,4.178883,quarta-feira,0,0.02546,0,0,1
10,madrugada,false,1,1,7,0,1,6,0,quarta-feira,0,0,6,0,1
16,noite,false,2,15,19,7,9,3,99.49279,terca-feira,161,0.607898,2,1,1
9,noite,false,1,1,1,0,1,0,4.552708,terca-feira,0,0.027817,0,0,1
6,noite,false,1,1,1,0,0,0,4.665264,terca-feira,0,0.028505,0,0,1
11,noite,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
15,manha,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
8,noite,false,1,2,2,0,2,0,9.184926,segunda-feira,0,0.05612,0,0,1
15,tarde,false,1,1,1,1,0,0,4.907798,segunda-feira,8,0.029987,0,0,1
10,madrugada,false,1,1,1,0,1,0,3.782029,segunda-feira,0,0.023108,0,0,0
13,madrugada,false,1,1,1,0,1,0,5.094011,sexta-feira,0,0.031124,0,0,1
7,madrugada,false,1,1,1,0,1,0,4.471522,sexta-feira,0,0.027321,0,0,1
9,madrugada,false,1,1,1,1,0,0,0,quinta-Feira,7,0,0,0,1
12,madrugada,false,1,1,1,1,0,0,0,quinta-Feira,4,0,0,0,1
20,madrugada,false,1,0,1,0,0,1,0,quinta-Feira,0,0,1,0,1
22,madrugada,false,2,5,5,0,5,0,0,quinta-Feira,0,0,0,0,1
11,madrugada,false,1,2,2,0,2,0,9.582805,quinta-Feira,0,0.058625,0,0,1
45,madrugada,false,1,7,7,1,6,0,32.824954,quinta-Feira,16,0.200864,0,0,1
14,noite,false,1,1,1,1,0,0,3.997057,quarta-feira,9,0.024459,0,0,1
5,madrugada,false,1,4,6,1,4,2,0,quarta-feira,9,0,1,0,1
11,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
10,madrugada,false,3,4,5,1,2,1,0,quarta-feira,6,0,1,0,1
8,madrugada,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
10,noite,false,1,1,1,1,1,0,0,terca-feira,2,0,0,0,1
12,noite,false,1,5,5,4,1,0,0,terca-feira,9,0,0,0,0
16,noite,false,2,2,2,0,2,0,0,terca-feira,0,0,0,0,1
29,noite,false,1,1,1,0,1,0,3.964708,terca-feira,0,0.024282,0,0,1
8,manha,false,1,1,1,1,0,0,4.960284,sabado,2,0.030387,0,0,1
20,madrugada,false,1,1,1,0,1,0,4.730168,sabado,0,0.028978,0,0,1
40,madrugada,false,2,6,8,4,4,1,65.853262,sabado,232,0.403426,0,1,0
7,madrugada,false,2,4,5,1,3,1,41.81628,sabado,14,0.256172,1,0,1
27,madrugada,false,2,1,1,0,0,0,9.204655,sabado,0,0.056462,1,0,1
13,madrugada,false,1,1,1,0,1,0,0,sabado,0,0,0,0,1
16,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
27,noite,false,2,2,3,1,2,1,0,sexta-feira,16,0,0,0,1
11,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
8,noite,false,2,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
4,manha,false,2,3,4,1,2,1,38.581561,sexta-feira,12,0.23673,1,0,1
248,madrugada,false,9,9,12,11,1,3,81.885632,sexta-feira,626,0.502436,0,0,1
11,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
23,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
13,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
36,noite,false,1,1,1,0,0,0,5.131549,quinta-Feira,0,0.031486,1,0,1
22,noite,false,2,5,5,0,5,0,41.326326,quinta-Feira,0,0.253571,0,0,1
14,noite,false,1,2,2,0,2,0,8.873576,quinta-Feira,0,0.054447,0,0,1
13,noite,false,2,1,1,0,1,0,4.677687,quinta-Feira,0,0.028701,0,0,0
8,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
13,noite,false,1,5,6,0,5,1,0,quarta-feira,0,0,1,0,1
91,manha,false,2,5,18,1,4,9,100.633215,quarta-feira,12,0.617639,9,4,1
10,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
9,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
12,noite,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
30,noite,false,1,3,3,0,3,0,0,terca-feira,0,0,0,0,1
4,noite,false,2,1,1,1,0,0,9.854515,terca-feira,4,0.060497,0,0,1
11,noite,false,1,2,2,0,2,0,0,segunda-feira,0,0,0,0,1
13,noite,false,1,2,2,0,2,0,0,segunda-feira,0,0,0,0,1
51,manha,false,2,2,2,1,0,0,14.837816,sabado,5,0.091144,1,0,1
158,madrugada,false,1,8,62,52,3,54,277.318528,sabado,1139,1.703475,6,0,0
10,madrugada,false,1,13,13,0,13,0,60.015557,sabado,0,0.368655,0,0,1
16,noite,false,1,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
12,noite,false,1,1,1,0,1,0,4.353253,sexta-feira,0,0.026741,0,0,1
10,noite,false,1,1,1,1,0,0,4.178804,sexta-feira,7,0.025669,0,0,1
26,tarde,false,1,1,1,1,0,0,2.847661,sexta-feira,8,0.017492,0,0,1
42,madrugada,false,1,3,4,4,0,1,16.887631,sexta-feira,92,0.103735,0,0,1
54,madrugada,false,1,1,2,2,0,1,9.954389,sexta-feira,13,0.061146,0,0,1
7,madrugada,false,1,1,1,1,0,0,4.505793,sexta-feira,15,0.027678,0,0,1
30,noite,false,1,2,2,0,2,0,0,quinta-Feira,0,0,0,0,0
11,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
6,noite,false,1,1,1,0,1,0,4.229656,quinta-Feira,0,0.026005,0,0,1
15,noite,false,1,1,1,0,1,0,4.465289,quinta-Feira,0,0.027454,0,0,1
15,noite,false,19,25,28,18,7,3,475.77487,quinta-Feira,2846,2.925219,0,0,1
24,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
176,madrugada,false,10,8,8,7,1,0,100.629485,quinta-Feira,280,0.618713,0,0,1
6,noite,false,2,2,2,0,2,0,19.58095,quarta-feira,0,0.120392,0,0,1
10,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
13,noite,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
12,noite,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
10,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
102,manha,false,2,1,4,1,2,3,29.17313,quarta-feira,48,0.179369,1,0,1
21,madrugada,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
7,noite,false,2,2,2,2,0,0,14.212541,terca-feira,20,0.087385,0,0,1
27,noite,false,3,3,3,2,1,0,0,terca-feira,5,0,0,0,1
33,noite,false,1,3,3,1,2,0,13.411965,terca-feira,6,0.082463,0,0,1
44,noite,false,1,15,15,1,14,0,70.322132,terca-feira,34,0.432371,0,0,1
45,noite,false,1,3,3,0,3,0,13.671584,terca-feira,0,0.084059,0,0,1
9,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
25,madrugada,false,1,1,1,0,1,0,4.786187,terca-feira,0,0.029436,0,0,1
38,noite,false,1,2,2,2,0,0,9.630658,segunda-feira,9,0.059928,0,0,0
9,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
20,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
30,noite,false,1,3,3,2,1,0,14.181722,segunda-feira,8,0.088248,0,0,1
23,noite,false,1,1,1,0,1,0,0,segunda-feira,0,0,0,0,1
21,noite,false,1,5,5,0,5,0,22.452204,segunda-feira,0,0.139712,0,0,1
44,noite,false,1,2,2,2,0,0,8.614832,segunda-feira,47,0.053607,0,0,1
33,madrugada,false,1,2,2,0,2,0,8.80492,sabado,0,0.05479,0,0,1
14,madrugada,false,1,1,1,0,1,0,4.483691,sabado,0,0.0279,0,0,1
25,madrugada,false,1,2,2,0,2,0,9.331131,sabado,0,0.058064,0,0,1
15,madrugada,false,2,2,2,2,0,0,9.700222,sabado,10,0.060361,0,0,1
15,madrugada,false,1,2,2,0,2,0,0,sabado,0,0,0,0,1
30,madrugada,false,1,1,1,0,1,0,4.281155,sabado,0,0.02664,0,0,1
8,madrugada,false,2,2,2,0,2,0,17.032579,sabado,0,0.105988,0,0,1
177,noite,false,2,1,2,2,0,1,20.224656,sexta-feira,294,0.125851,0,0,1
20,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
49,noite,false,1,7,7,0,7,0,0,sexta-feira,0,0,0,0,1
16,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
18,noite,false,1,1,1,0,1,0,0,sexta-feira,0,0,0,0,1
14,noite,false,1,2,2,0,2,0,0,sexta-feira,0,0,0,0,1
75,madrugada,false,2,5,5,4,1,0,26.615203,sexta-feira,56,0.165617,0,0,1
12,noite,false,1,6,6,0,6,0,0,quinta-Feira,0,0,0,0,1
13,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
16,noite,false,1,2,2,0,2,0,9.208758,quinta-Feira,0,0.057302,0,0,1
12,noite,false,1,1,1,0,1,0,0,quinta-Feira,0,0,0,0,1
31,noite,false,1,1,1,0,1,0,4.823125,quinta-Feira,0,0.030012,0,0,1
30,noite,false,2,1,1,0,1,0,9.90404,quinta-Feira,0,0.061629,0,0,1
22,noite,false,1,11,11,0,1,0,4.463549,quarta-feira,0,0.027775,10,0,1
16,noite,false,1,2,2,0,2,0,0,quarta-feira,0,0,0,0,1
17,noite,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
8,noite,false,1,1,3,0,1,1,4.652996,quarta-feira,0,0.028962,2,1,1
9,noite,false,2,1,1,0,0,0,9.436169,quarta-feira,0,0.058734,0,0,1
34,noite,false,1,15,15,1,14,0,70.405139,quarta-feira,34,0.438225,0,0,0
21,noite,false,1,1,1,1,0,0,4.381235,quarta-feira,12,0.027271,0,0,1
7,noite,false,2,1,1,1,0,0,9.725167,quarta-feira,462,0.060534,0,0,1
15,manha,false,1,1,1,0,1,0,0,quarta-feira,0,0,0,0,1
111,manha,false,2,7,8,2,5,1,13.211173,quarta-feira,6,0.082232,1,0,1
17,madrugada,false,1,1,1,1,0,0,4.414679,quarta-feira,4,0.027479,0,0,1
109,madrugada,false,2,5,5,1,4,0,44.908213,quarta-feira,36,0.279531,0,0,1
21,noite,false,2,5,5,4,1,0,30.55418,terca-feira,70,0.190243,0,0,1
17,noite,false,1,1,1,0,1,0,3.839829,terca-feira,0,0.023908,0,0,1
18,noite,false,1,1,1,0,1,0,5.112593,terca-feira,0,0.031833,0,0,1
9,noite,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
35,noite,false,1,1,1,0,1,0,4.74553,terca-feira,0,0.029548,0,0,1
40,noite,false,1,1,1,0,1,0,4.620301,terca-feira,0,0.028768,0,0,1
8,noite,false,1,4,4,0,4,0,0,terca-feira,0,0,0,0,1
11,noite,false,2,2,2,0,2,0,0,terca-feira,0,0,0,0,0
39,noite,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
13,tarde,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
15,madrugada,false,1,1,1,0,1,0,0,terca-feira,0,0,0,0,1
12,madrugada,false,1,2,2,0,2,0,0,terca-feira,0,0,0,0,1
26,noite,false,2,3,3,1,2,0,0,segunda-feira,26,0,0,0,1
41,noite,false,2,6,6,0,6,0,0,segunda-feira,0,0,0,0,1
67,noite,false,1,10,10,0,10,0,45.424326,segunda-feira,0,0.28283,0,0,1
