@relation 'scala-ide-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,5,6,9,8,10,14,1,11,12,17,18,16,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,manha,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute other_files numeric
@attribute created_at_week_day {domingo,quarta-feira,terca-feira,segunda-feira,sexta-feira,quinta-Feira,sabado}
@attribute files_changed numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
2,tarde,false,12,0,0,3,0,quinta-Feira,3,3,13.913708,0.272174,2,5,1
2,manha,false,111,0,0,1,0,quinta-Feira,1,1,9.270389,0.181498,0,3,1
1,tarde,false,103,0,0,1,1,quarta-feira,1,0,4.585706,0.08978,0,34,1
2,tarde,false,192,0,1,3,0,quarta-feira,4,4,38.061045,0.745171,22,18,1
5,tarde,false,36,0,2,4,0,segunda-feira,6,6,60.01352,1.174963,28,27,1
2,noite,false,113,0,8,2,4,domingo,10,6,70.508064,1.380428,0,26,1
2,tarde,false,38,0,0,4,0,sexta-feira,4,4,28.273283,0.554029,0,12,1
4,tarde,false,123,23,4,21,41,quinta-Feira,48,7,239.13826,4.68603,0,60,1
1,tarde,false,10,0,0,5,1,quinta-Feira,5,4,22.774789,0.446283,0,47,1
1,manha,false,11,0,0,1,1,quinta-Feira,1,0,4.466175,0.087517,0,6,0
33,tarde,false,29,0,2,19,0,quarta-feira,21,19,293.890468,5.758925,2,48,0
1,tarde,false,37,0,0,1,0,terca-feira,1,1,4.709243,0.09228,0,7,1
4,manha,false,8,0,0,3,0,terca-feira,3,3,19.247075,0.391529,0,0,1
2,noite,false,9,0,0,3,0,segunda-feira,3,3,19.247075,0.39152,0,0,1
2,tarde,false,7,0,0,1,0,quinta-Feira,1,1,8.766324,0.171637,0,3,1
1,tarde,false,8,0,0,1,0,quinta-Feira,1,1,4.832009,0.094607,0,2,1
1,tarde,false,31,0,0,91,0,quinta-Feira,91,91,440.196948,8.618679,4,54,0
3,tarde,false,7,0,0,27,0,quarta-feira,27,27,241.280953,4.724075,4,33,1
7,noite,false,212,2,1,47,0,terca-feira,50,49,287.445719,5.593317,12,61,1
1,tarde,false,57,0,0,3,0,segunda-feira,3,3,14.47963,0.281755,0,10,1
12,tarde,false,51,2,1,47,0,sexta-feira,50,49,138.818146,2.701219,8,36,0
1,tarde,false,15,0,0,1,1,quinta-Feira,1,0,3.610779,0.070261,0,2,1
1,manha,false,28,0,0,1,1,terca-feira,1,0,4.628032,0.090182,0,4,1
4,tarde,false,7,0,1,43,12,segunda-feira,44,31,154.573341,3.009217,2,18,1
2,manha,false,27,0,0,6,5,segunda-feira,6,1,31.537734,0.614664,0,45,1
1,madrugada,false,59,0,0,92,0,sabado,92,92,446.283902,8.697975,4,49,0
3,madrugada,false,65,1,1,8,0,sabado,10,9,76.178362,1.4847,0,13,1
2,noite,false,8,6,0,10,5,sexta-feira,16,11,90.784072,1.766549,0,31,1
2,noite,false,29,0,0,139,0,sexta-feira,139,139,691.129225,13.469957,2,67,1
1,noite,false,18,0,1,19,0,quinta-Feira,20,21,92.382288,1.800511,0,8,1
1,madrugada,false,29,0,0,1,1,domingo,1,0,4.906705,0.095631,0,4,0
1,tarde,false,55,0,0,1,0,sexta-feira,1,1,4.093992,0.079791,0,6,1
5,manha,false,47,2,0,8,9,sexta-feira,10,0,55.779641,1.132167,0,9,1
1,tarde,false,13,0,0,2,2,quinta-Feira,2,0,9.281617,0.180897,0,19,1
15,tarde,false,4,0,0,37,31,quinta-Feira,37,6,209.414454,4.250415,0,28,1
1,tarde,false,2,0,0,1,0,quinta-Feira,1,1,5.017967,0.10185,0,0,1
3,tarde,false,2,0,0,3,0,terca-feira,3,3,24.295629,0.493107,0,2,1
1,manha,false,6,0,0,1,0,terca-feira,1,1,5.028957,0.09808,0,2,1
1,noite,false,6,0,0,1,0,segunda-feira,1,1,5.028957,0.09808,0,2,1
7,tarde,false,35,2,3,16,17,segunda-feira,21,1,133.792573,2.611859,0,43,1
1,tarde,false,20,0,1,1,0,domingo,2,2,9.575654,0.186933,0,0,1
1,tarde,false,71,0,1,2,0,quinta-Feira,3,3,14.350621,0.280412,0,8,1
1,tarde,false,9,0,0,1,0,quinta-Feira,1,1,4.61395,0.093645,0,2,1
7,tarde,false,161,0,0,3,0,quinta-Feira,3,3,28.417072,0.55475,0,6,1
1,tarde,false,47,0,0,1,0,quinta-Feira,1,1,4.623164,0.090337,0,2,1
1,madrugada,false,15,0,0,1,0,quinta-Feira,1,1,4.723648,0.0923,0,2,1
2,manha,false,4,0,1,4,0,terca-feira,5,5,23.652133,0.480521,0,0,1
1,manha,false,14,0,0,1,0,terca-feira,1,1,4.665469,0.091251,0,7,1
1,manha,false,2,0,0,31,31,terca-feira,31,0,148.200359,3.010775,0,7,1
4,manha,false,7,0,0,2,0,terca-feira,2,2,32.304516,0.656302,0,3,1
1,manha,false,4,0,1,4,0,terca-feira,5,5,23.652133,0.480505,0,0,1
4,noite,false,7,0,0,2,0,segunda-feira,2,2,32.304516,0.656282,0,2,1
1,tarde,false,11,0,0,4,0,segunda-feira,4,4,18.982262,0.385645,0,0,1
7,tarde,false,8,0,0,3,1,segunda-feira,3,2,13.948893,0.283387,0,14,1
1,tarde,false,25,0,0,1,0,segunda-feira,1,1,4.715398,0.092227,0,4,1
1,noite,false,26,0,0,1,0,sexta-feira,1,1,4.179419,0.081744,0,3,1
6,tarde,false,61,0,0,16,0,sexta-feira,16,16,131.530389,2.572569,8,25,1
4,tarde,false,71,0,1,4,0,sexta-feira,5,4,52.475983,1.026364,0,5,1
2,tarde,false,6,0,0,1,1,quinta-Feira,1,0,9.27875,0.188508,0,10,1
2,tarde,false,6,0,0,1,1,quinta-Feira,1,0,9.27875,0.188502,0,5,1
3,manha,false,6,0,0,1,1,quinta-Feira,1,0,9.241622,0.180754,0,36,1
2,manha,false,84,0,0,4,0,quarta-feira,4,4,37.903657,0.741348,0,8,1
1,tarde,false,8,0,0,1,0,terca-feira,1,1,4.889055,0.099326,0,0,1
4,madrugada,false,81,0,0,1,1,terca-feira,1,0,9.183069,0.179608,0,33,1
1,tarde,false,5,0,0,1,0,segunda-feira,1,1,4.648318,0.090915,0,9,1
2,tarde,false,46,0,0,1,0,segunda-feira,1,1,9.754137,0.190778,0,6,1
1,tarde,false,1,0,0,1,0,segunda-feira,1,1,4.695568,0.095393,0,0,1
1,tarde,false,263,0,0,1,0,sexta-feira,1,1,4.656843,0.091081,0,6,1
2,tarde,false,263,0,0,1,0,sexta-feira,1,1,9.315701,0.182202,0,6,0
9,tarde,false,96,0,3,16,1,terca-feira,19,16,153.317999,2.998712,0,12,1
2,tarde,false,22,0,0,3,3,segunda-feira,3,0,26.015324,0.509302,0,29,1
1,noite,false,44,11,0,9,10,domingo,20,10,43.348938,0.848642,0,21,0
1,tarde,false,3,0,0,4,0,domingo,4,4,17.605831,0.344669,0,4,1
1,noite,false,44,0,0,2,0,sexta-feira,2,2,9.503728,0.186054,0,7,1
3,tarde,false,55,0,2,5,1,quarta-feira,7,5,24.24175,0.474582,0,33,1
1,tarde,false,15,0,0,3,3,quarta-feira,3,0,12.868344,0.251924,0,27,1
26,manha,false,80,0,1,8,0,quarta-feira,9,8,50.534651,0.98932,75,13,1
2,tarde,false,15,0,0,4,4,segunda-feira,4,0,18.006301,0.352519,0,27,1
15,manha,false,33,0,2,14,0,segunda-feira,16,14,153.244415,2.999837,0,27,1
1,noite,false,50,0,0,1,0,domingo,1,1,4.714521,0.092289,0,6,1
1,tarde,false,10,0,0,1,1,sexta-feira,1,0,4.813397,0.094225,0,24,1
1,tarde,false,107,0,0,1,0,sexta-feira,1,1,4.61395,0.093737,0,0,1
1,tarde,false,107,0,0,1,0,sexta-feira,1,1,4.61395,0.093734,0,0,1
2,tarde,false,62,0,1,3,0,quinta-Feira,4,4,39.158928,0.766556,0,7,1
6,noite,false,4,0,0,3,2,quarta-feira,3,1,19.297802,0.392054,0,19,1
1,tarde,false,9,0,0,1,1,quarta-feira,1,0,4.761005,0.096722,0,10,1
1,tarde,false,10,0,0,1,1,quarta-feira,1,0,4.806522,0.093999,0,22,1
1,tarde,false,10,0,0,1,1,quarta-feira,1,0,4.806522,0.094089,0,22,0
1,tarde,false,4,0,0,1,1,quarta-feira,1,0,4.806522,0.094089,0,22,1
2,tarde,false,106,0,0,1,0,terca-feira,1,1,9.04619,0.177082,0,2,1
1,tarde,false,116,0,2,8,9,terca-feira,10,1,45.921984,0.898939,0,17,1
40,tarde,false,11,0,15,24,4,terca-feira,39,29,548.527641,10.737624,190,71,0
1,tarde,false,23,0,0,1,1,segunda-feira,1,0,4.162196,0.081476,0,4,1
2,tarde,false,76,0,0,2,0,domingo,2,2,14.595967,0.28572,0,7,1
1,madrugada,false,4,0,0,6,2,quinta-Feira,6,4,28.446379,0.556846,0,9,1
2,madrugada,false,49,1,0,25,0,quarta-feira,26,26,124.207895,2.429077,0,17,1
1,noite,false,77,1,1,22,2,domingo,24,27,101.303451,1.981145,0,30,0
2,madrugada,false,7,0,3,3,0,domingo,6,6,56.385839,1.102712,154,13,1
1,manha,false,3,0,0,3,2,sexta-feira,3,1,14.536797,0.295314,0,17,1
1,tarde,false,172,0,0,3,2,quinta-Feira,3,1,14.536797,0.295305,0,9,1
3,madrugada,false,83,0,0,4,3,quarta-feira,4,1,14.568229,0.285416,0,27,1
2,noite,false,46,0,0,1,1,terca-feira,1,0,9.640826,0.18888,0,20,1
3,manha,false,45,0,0,2,0,terca-feira,2,2,28.050538,0.549556,0,7,1
1,madrugada,false,26,0,1,9,0,domingo,10,10,47.532133,0.93123,0,13,1
2,tarde,false,120,0,1,1,1,quinta-Feira,2,1,18.425274,0.361647,0,0,1
1,noite,false,9,0,0,1,0,sexta-feira,1,1,4.805152,0.094684,0,8,1
1,noite,false,8,0,0,2,2,sexta-feira,2,0,8.780104,0.173008,0,6,1
3,tarde,false,9,0,7,16,2,sexta-feira,23,21,121.028008,2.384809,33,33,0
4,tarde,false,25,0,0,4,3,quinta-Feira,4,1,29.983672,0.590787,8,25,1
3,noite,false,64,0,0,1,0,quarta-feira,1,1,14.374777,0.283235,0,0,1
5,tarde,false,46,0,0,2,0,quarta-feira,2,2,27.391899,0.539728,0,4,1
2,tarde,false,24,0,0,5,4,terca-feira,5,1,24.143836,0.490478,0,9,1
13,tarde,false,32,1,0,25,8,terca-feira,26,18,136.517991,2.687315,0,37,1
6,tarde,false,23,1,0,16,6,terca-feira,17,11,84.487401,1.663109,0,35,1
4,madrugada,false,142,0,4,4,1,terca-feira,8,5,47.25078,0.930117,48,12,1
1,noite,false,73,0,0,1,0,segunda-feira,1,1,4.830766,0.095092,0,8,1
1,noite,false,14,0,0,1,0,domingo,1,1,4.645484,0.091445,0,4,1
7,tarde,false,79,0,0,70,0,domingo,70,70,439.495484,8.651334,0,50,1
3,tarde,false,136,0,1,5,0,sexta-feira,6,5,23.643262,0.46541,0,13,1
4,tarde,false,25,1,0,14,5,quinta-Feira,15,10,65.285098,1.285117,0,31,1
1,tarde,false,197,0,0,3,0,terca-feira,3,3,14.359828,0.291717,0,0,1
1,tarde,false,197,0,0,3,0,terca-feira,3,3,14.359828,0.29171,0,0,1
1,tarde,false,16,0,0,1,1,segunda-feira,1,0,4.261709,0.083879,0,16,1
3,tarde,false,698,0,0,7,7,sexta-feira,7,1,35.583686,0.70036,0,20,0
4,noite,false,30,0,1,2,0,quarta-feira,3,3,23.243919,0.457488,30,18,1
2,noite,false,84,0,0,1,0,terca-feira,1,1,9.768969,0.192273,0,4,1
3,tarde,false,120,0,0,3,0,terca-feira,3,3,28.705066,0.564974,0,2,1
3,tarde,false,5,0,3,7,0,quinta-Feira,10,10,51.371823,1.04663,44,6,1
1,noite,false,23,0,0,1,0,quarta-feira,1,1,4.5969,0.090857,0,10,1
1,tarde,false,66,0,0,10,0,quarta-feira,10,10,46.650228,0.950419,0,0,1
1,manha,false,52,0,0,1,1,quarta-feira,1,0,4.800038,0.094872,0,14,1
8,noite,false,7,0,9,156,1,terca-feira,165,164,2211.659372,43.713026,171,83,1
3,noite,false,16,0,0,8,0,terca-feira,8,8,38.015828,0.774508,1,10,1
86,tarde,false,14,8,38,128,45,terca-feira,174,125,1117.446212,22.086111,57,110,0
3,tarde,false,48,0,1,14,0,terca-feira,15,14,90.287378,1.839452,0,2,1
2,tarde,false,61,0,1,2,0,terca-feira,3,3,27.392779,0.541413,0,10,1
1,manha,false,14,0,0,1,0,terca-feira,1,1,3.415596,0.069586,0,0,1
1,noite,false,157,0,9,140,1,segunda-feira,149,148,637.727911,12.604571,49,89,0
2,tarde,false,46,0,0,6,0,segunda-feira,6,6,0,0,0,0,1
1,tarde,false,212,0,0,10,0,segunda-feira,10,10,48.564046,0.9894,0,6,1
1,tarde,false,137,0,0,1,0,segunda-feira,1,1,4.499882,0.091677,0,0,1
1,tarde,false,51,0,2,5,0,segunda-feira,7,7,33.238547,0.656954,44,12,1
1,tarde,false,58,0,1,1,1,domingo,2,1,4.792474,0.094811,0,2,1
1,madrugada,false,56,1,1,3,0,domingo,5,5,18.861687,0.373147,0,6,0
2,tarde,false,135,0,0,1,0,sexta-feira,1,1,8.997657,0.178004,0,10,1
1,tarde,false,11,0,0,2,1,sexta-feira,2,1,9.496015,0.187863,0,17,1
1,tarde,false,197,0,0,10,0,sexta-feira,10,10,0,0,0,0,1
1,manha,false,27,0,0,2,0,sexta-feira,2,2,9.68056,0.191514,0,12,1
1,noite,false,11,0,0,2,0,domingo,2,2,9.247746,0.184102,0,11,1
1,manha,false,8,0,0,1,0,domingo,1,1,3.415596,0.067997,0,3,1
1,tarde,false,18,0,0,1,0,sexta-feira,1,1,4.943101,0.098407,0,4,1
1,tarde,false,38,0,0,3,0,quinta-Feira,3,3,14.067627,0.28302,1,0,1
17,madrugada,false,127,0,6,371,15,quinta-Feira,377,362,1603.479694,32.259643,1609,116,1
2,noite,false,10,0,2,5,1,quarta-feira,7,6,33.778971,0.692798,10,9,1
3,tarde,false,44,0,0,3,0,quarta-feira,3,3,42.929671,0.865406,0,15,1
1,tarde,false,10,0,2,4,1,terca-feira,6,5,29.315718,0.590967,10,4,1
1,manha,false,160,0,5,3,2,terca-feira,8,6,37.297329,0.764971,8,9,1
1,manha,false,155,0,5,3,2,terca-feira,8,6,37.297329,0.764959,8,7,1
1,manha,false,41,0,0,1,0,terca-feira,1,1,4.209007,0.084853,2,2,1
1,manha,false,74,0,0,1,0,sabado,1,1,4.36764,0.088452,0,3,1
13,madrugada,false,84,1,2,15,1,sabado,18,15,133.234934,2.698219,0,17,1
3,noite,false,20,0,5,4,2,sexta-feira,9,7,83.967547,1.700476,16,15,1
7,tarde,false,5,0,1,356,2,sexta-feira,357,355,1703.984755,34.508397,513,110,0
8,tarde,false,13,0,2,360,8,quinta-Feira,362,354,1720.762072,34.848164,513,109,0
1,noite,false,25,0,0,9,9,terca-feira,9,0,43.190732,0.87467,0,21,1
1,noite,false,96,0,1,1,0,terca-feira,2,2,9.358033,0.192325,0,2,1
1,noite,false,96,0,1,1,0,terca-feira,2,2,9.358033,0.19233,0,3,1
1,tarde,false,51,0,0,1,0,terca-feira,1,1,4.541696,0.09334,0,4,1
1,tarde,false,50,0,0,1,0,terca-feira,1,1,4.541696,0.093342,0,7,1
1,tarde,false,7,0,0,3,3,terca-feira,3,0,15.20381,0.308197,0,2,1
2,tarde,false,50,0,1,2,0,terca-feira,3,3,13.899729,0.285665,0,6,0
2,tarde,false,63,0,1,2,0,terca-feira,3,3,14.250799,0.288879,0,8,1
2,tarde,false,10,0,1,2,0,terca-feira,3,3,14.192012,0.291679,0,0,1
2,tarde,false,10,0,1,2,0,terca-feira,3,3,14.192012,0.291672,0,0,1
27,tarde,false,4,0,0,7,6,terca-feira,7,1,207.034982,4.255056,0,5,1
31,tarde,false,14,0,0,7,6,terca-feira,7,1,225.733919,4.639249,0,4,1
3,manha,false,5,0,0,6,0,terca-feira,6,6,28.387496,0.58343,0,11,1
2,manha,false,4,0,0,5,0,terca-feira,5,5,23.841316,0.489983,0,5,1
4,tarde,false,9,0,0,5,5,segunda-feira,5,0,57.932154,1.174346,0,14,1
1,tarde,false,43,0,0,1,0,segunda-feira,1,1,4.541696,0.092065,0,11,1
4,tarde,false,106,0,1,2,0,quarta-feira,3,3,28.36199,0.575484,0,0,1
1,tarde,false,82,0,4,4,2,quinta-Feira,8,6,33.556828,0.68291,0,13,1
1,tarde,false,6,0,0,1,0,quinta-Feira,1,1,4.788416,0.097448,0,9,1
2,noite,false,101,0,4,4,2,quarta-feira,8,6,67.094092,1.365423,0,13,0
2,tarde,false,4,0,0,2,0,quarta-feira,2,2,9.630684,0.195993,0,13,1
1,tarde,false,5,0,0,1,0,terca-feira,1,1,4.463253,0.090831,0,15,1
1,tarde,false,26,0,0,1,0,segunda-feira,1,1,5.08177,0.103419,0,0,1
1,tarde,false,38,0,0,2,0,sabado,2,2,9.369355,0.190675,0,4,1
1,noite,false,7,0,0,1,0,sexta-feira,1,1,4.503364,0.091648,0,4,1
2,manha,false,24,0,7,16,2,terca-feira,23,21,116.464025,2.368266,35,25,0
1,noite,false,9,0,0,1,0,sabado,1,1,4.93069,0.100173,0,0,1
1,tarde,false,23,3,0,4,2,sexta-feira,7,5,18.533532,0.376532,0,13,1
14,tarde,false,6,1,0,24,5,quarta-feira,25,20,126.050211,2.563199,6,41,1
2,tarde,false,13,0,0,36,0,terca-feira,36,36,163.232568,3.316272,2,41,1
2,tarde,false,9,0,0,2,0,segunda-feira,2,2,9.725056,0.197577,3,2,1
7,tarde,false,73,1,0,22,3,segunda-feira,23,20,111.90839,2.273558,6,32,0
1,tarde,false,10,0,0,4,0,segunda-feira,4,4,19.053312,0.387082,0,0,1
7,noite,false,29,3,14,12,0,domingo,29,18,86.110722,1.749403,138,7,1
2,tarde,false,8,0,0,4,2,segunda-feira,4,2,18.565194,0.378942,0,10,1
2,manha,false,24,0,7,17,3,quinta-Feira,24,21,121.179236,2.47344,35,33,0
1,madrugada,false,272,0,5,8,0,quinta-Feira,13,13,61.999912,1.265504,5,0,1
2,manha,false,40,0,0,3,0,sexta-feira,3,3,13.1344,0.268091,0,0,1
1,noite,false,32,0,0,1,1,quinta-Feira,1,0,4.219754,0.086131,0,4,1
1,madrugada,false,49,0,0,1,0,quarta-feira,1,1,4.892766,0.099867,0,2,1
1,tarde,false,37,0,0,4,0,segunda-feira,4,4,18.981562,0.387437,0,16,1
1,madrugada,false,87,0,0,2,0,domingo,2,2,9.769855,0.199415,0,5,0
2,noite,false,9,0,0,1,0,sexta-feira,1,1,9.769622,0.19941,0,6,1
1,tarde,false,15,0,0,1,1,terca-feira,1,0,4.219754,0.086726,0,5,1
4,madrugada,false,280,0,2,19,0,terca-feira,21,20,191.686997,3.912568,0,15,1
2,tarde,false,23,0,0,2,0,segunda-feira,2,2,4.368639,0.089169,4,2,1
6,noite,false,6,0,0,4,0,domingo,4,4,27.269036,0.556595,0,8,1
1,noite,false,34,0,0,1,0,sexta-feira,1,1,4.54618,0.092793,0,6,1
1,tarde,false,197,0,0,4,0,quarta-feira,4,4,19.119666,0.392944,0,9,1
2,noite,false,191,0,0,4,0,terca-feira,4,4,33.365412,0.681028,0,9,1
1,tarde,false,115,0,0,1,0,terca-feira,1,1,4.438889,0.091227,0,1,1
1,tarde,false,109,0,0,1,0,terca-feira,1,1,4.438889,0.090603,0,2,1
1,tarde,false,44,0,0,1,0,segunda-feira,1,1,4.969948,0.102142,0,8,1
1,tarde,false,38,0,0,1,0,segunda-feira,1,1,4.969948,0.101443,0,7,1
1,tarde,false,126,0,0,1,0,segunda-feira,1,1,4.667142,0.095918,0,4,1
1,tarde,false,120,0,0,1,0,segunda-feira,1,1,4.667142,0.095262,0,4,1
2,tarde,false,37,0,0,1,0,domingo,1,1,10.314315,0.210528,0,9,0
10,madrugada,false,18,0,1,349,4,sabado,350,346,1703.374308,34.767959,520,127,0
14,tarde,false,165,0,10,157,2,sexta-feira,167,164,637.727911,13.016809,49,171,1
1,tarde,false,73,0,0,1,0,sexta-feira,1,1,4.506713,0.091987,0,2,1
1,noite,false,135,0,0,13,0,quarta-feira,13,13,63.110013,1.297046,0,19,1
1,noite,false,135,0,0,13,0,quarta-feira,13,13,63.135758,1.297575,0,19,1
2,noite,false,129,0,0,13,0,quarta-feira,13,13,126.259483,2.577148,0,22,1
3,tarde,false,117,0,0,13,0,quarta-feira,13,13,53.387463,1.089743,0,21,0
2,tarde,false,9,0,7,17,3,quarta-feira,24,21,121.183688,2.488097,35,40,0
1,tarde,false,74,0,0,6,0,terca-feira,6,6,26.517067,0.544438,0,5,1
1,tarde,false,8,0,0,2,0,domingo,2,2,8.99406,0.184662,0,6,1
2,noite,false,9,0,0,8,0,segunda-feira,8,8,37.156989,0.763684,9,20,1
4,tarde,false,330,0,0,8,0,segunda-feira,8,8,74.340983,1.526413,18,23,1
6,tarde,false,5,0,0,1,0,sexta-feira,1,1,9.423539,0.193655,0,3,1
2,tarde,false,83,0,1,4,1,sexta-feira,5,3,23.111608,0.474965,0,9,1
1,tarde,false,12,0,0,1,0,sexta-feira,1,1,4.455,0.091475,0,3,1
1,madrugada,false,101,0,0,2,0,sexta-feira,2,2,9.450546,0.194808,0,20,0
2,noite,false,74,0,0,5,0,quinta-Feira,5,5,47.873834,0.986843,0,13,1
2,noite,false,10,0,1,1,0,quinta-Feira,2,1,4.87058,0.100399,0,0,1
1,tarde,false,52,0,1,1,0,quinta-Feira,2,2,9.771136,0.203426,0,3,1
4,tarde,false,5,7,16,26,1,quinta-Feira,49,48,207.694918,4.324019,0,41,1
1,noite,false,60,0,1,1,0,quarta-feira,2,2,9.771136,0.201622,0,4,1
1,tarde,false,78,1,0,2,0,quarta-feira,3,3,9.436618,0.196462,5,10,1
4,madrugada,false,83,7,16,26,1,terca-feira,49,48,198.411482,4.130748,0,43,1
1,tarde,false,25,0,0,1,1,segunda-feira,1,0,4.723127,0.098331,0,10,1
6,tarde,false,72,0,2,11,0,segunda-feira,13,11,84.830353,1.766102,0,34,0
2,noite,false,41,0,3,6,3,sexta-feira,9,6,86.624731,1.803459,29,8,1
2,noite,false,150,0,0,1,0,sexta-feira,1,1,9.232338,0.19221,0,2,1
2,tarde,false,73,0,0,3,0,sexta-feira,3,3,18.975756,0.39506,0,18,1
8,noite,false,29,0,0,5,0,quarta-feira,5,5,50.107362,1.043196,0,4,1
2,tarde,false,9,0,3,5,2,terca-feira,8,5,38.269954,0.799404,0,7,1
2,noite,false,6,0,0,2,0,segunda-feira,2,2,14.402365,0.300832,0,12,1
1,noite,false,14,0,0,1,0,segunda-feira,1,1,4.788158,0.100014,0,8,1
1,noite,false,10,0,0,1,0,segunda-feira,1,1,4.788158,0.100018,0,8,1
1,noite,false,120,0,0,2,0,segunda-feira,2,2,9.348876,0.195277,0,9,1
9,noite,false,323,9,18,36,1,segunda-feira,63,53,292.695007,6.113732,0,38,0
1,noite,false,40,0,0,1,0,segunda-feira,1,1,4.627209,0.096652,0,0,0
1,tarde,false,93,0,0,2,0,segunda-feira,2,2,9.702318,0.202659,0,5,1
1,noite,false,13,0,0,1,0,domingo,1,1,4.520629,0.094426,0,2,0
2,madrugada,false,14,0,0,2,0,domingo,2,2,14.402365,0.300832,0,12,1
1,madrugada,false,59,0,0,2,0,domingo,2,2,9.119607,0.190488,0,2,0
4,tarde,false,38,0,0,5,0,sexta-feira,5,5,47.249602,0.986936,0,11,1
1,tarde,false,4,0,0,31,31,sexta-feira,31,0,147.835169,3.087939,0,10,1
1,noite,false,88,0,0,2,0,quinta-Feira,2,2,9.702318,0.202659,0,5,1
5,noite,false,59,8,13,31,1,quinta-Feira,52,46,249.400666,5.209408,0,37,0
2,tarde,false,28,0,3,5,2,quinta-Feira,8,5,28.904105,0.606498,0,7,1
1,tarde,false,85,0,5,2,3,quinta-Feira,7,3,31.791937,0.667094,3,7,1
2,madrugada,false,22,0,5,2,3,terca-feira,7,3,63.594198,1.333091,6,7,1
1,noite,false,55,1,0,9,0,segunda-feira,10,10,42.904679,0.899387,0,22,1
1,noite,false,45,0,0,27,27,segunda-feira,27,0,129.152425,2.707352,0,6,1
2,tarde,false,47,0,0,3,0,segunda-feira,3,3,14.010991,0.293705,0,14,1
1,noite,false,106,0,0,1,0,sexta-feira,1,1,4.688198,0.098276,0,2,1
7,tarde,false,238,7,12,29,1,sexta-feira,48,44,319.711234,6.701927,0,36,1
1,tarde,false,60,0,0,2,0,quinta-Feira,2,2,10.012765,0.210081,0,4,1
2,tarde,false,77,0,0,2,0,quinta-Feira,2,2,18.905622,0.397862,0,5,1
3,tarde,false,31,0,5,2,3,quarta-feira,7,3,4.915831,0.103454,3,4,0
1,tarde,false,96,0,0,2,1,terca-feira,2,1,9.306235,0.19585,0,3,0
1,tarde,false,81,0,1,2,0,terca-feira,3,3,14.090615,0.296537,5,3,1
5,noite,false,113,0,0,6,0,sexta-feira,6,6,28.339264,0.596399,0,2,1
3,noite,false,46,0,3,9,0,sexta-feira,12,10,47.549918,1.000687,9,31,1
19,manha,false,30,0,6,8,0,sexta-feira,14,10,215.053939,4.525806,0,23,1
13,noite,false,35,0,0,1,0,quarta-feira,1,1,9.674134,0.203582,0,0,1
4,noite,false,10,0,0,4,3,terca-feira,4,1,68.731677,1.446388,0,6,1
3,madrugada,false,35,0,0,3,1,terca-feira,3,2,0,0,0,0,1
3,noite,false,10,0,1,5,1,sexta-feira,6,4,28.811774,0.606354,0,21,1
8,noite,false,5,0,1,5,0,sexta-feira,6,5,57.340263,1.206746,34,11,1
1,noite,false,69,0,0,3,1,quinta-Feira,3,2,14.43434,0.303777,0,8,1
3,tarde,false,22,0,0,6,1,quinta-Feira,6,5,39.206257,0.825109,0,25,1
2,noite,false,11,0,0,6,1,terca-feira,6,5,34.25932,0.720999,0,25,1
1,noite,false,35,0,0,3,1,terca-feira,3,2,14.361622,0.302245,0,13,1
1,noite,false,2,0,0,1,1,terca-feira,1,0,4.850139,0.102076,0,6,1
1,noite,false,22,0,0,1,0,terca-feira,1,1,4.733015,0.099608,0,0,1
1,noite,false,37,0,0,1,1,sexta-feira,1,0,4.708219,0.099589,0,4,1
1,tarde,false,39,0,0,1,1,sexta-feira,1,0,4.754532,0.100669,0,1,1
