@relation 'scala-ide-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R7,2,5,6,9,8,10,14,1,11,12,17,18,16,19,53'

@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,manha,madrugada}
@attribute intra_branch {false,true}
@attribute description_length numeric
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute other_files numeric
@attribute created_at_week_day {domingo,quarta-feira,terca-feira,segunda-feira,sexta-feira,quinta-Feira,sabado}
@attribute files_changed numeric
@attribute src_files numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute commits_on_files_touched numeric
@attribute status {0,1}

@data
1,tarde,false,30,0,0,2,0,quarta-feira,2,2,8.581613,0.1322,0,29,1
1,noite,false,37,0,0,1,0,terca-feira,1,1,4.320999,0.066664,0,5,1
10,tarde,false,723,1,234,53,64,sabado,288,221,1409.129196,21.707719,846,53,0
1,tarde,false,29,0,0,1,0,quinta-Feira,1,1,4.320999,0.066565,0,5,1
1,noite,false,5,0,0,61,60,quarta-feira,61,1,290.02999,4.467985,0,38,1
1,madrugada,false,69,0,0,5,0,terca-feira,5,5,23.680613,0.364813,0,11,1
2,madrugada,false,118,0,0,3,0,segunda-feira,3,3,17.911538,0.275937,0,12,1
1,tarde,true,50,0,0,1,0,quinta-Feira,1,1,4.759355,0.073373,0,2,1
1,madrugada,false,121,0,12,2,3,quinta-Feira,14,11,57.161972,0.881241,0,46,0
1,noite,false,102,0,1,3,0,terca-feira,4,4,18.59107,0.286827,0,63,1
1,noite,false,14,0,1,1,1,terca-feira,2,1,9.622287,0.148455,0,4,1
1,noite,false,10,0,0,1,0,terca-feira,1,1,4.526254,0.069832,0,19,0
1,noite,false,8,0,0,2,0,terca-feira,2,2,0,0,0,0,1
2,noite,false,62,0,0,2,0,terca-feira,2,2,9.449832,0.145795,0,10,1
1,madrugada,false,7,0,0,1,0,terca-feira,1,1,4.759355,0.073429,0,3,1
29,noite,false,53,20,24,7,2,domingo,51,26,148.4549,2.290458,256,40,1
1,noite,false,19,0,0,1,0,quinta-Feira,1,1,4.451223,0.068676,0,2,1
1,tarde,false,32,0,0,5,0,terca-feira,5,5,24.608452,0.379675,0,0,1
1,noite,false,163,0,0,1,0,quarta-feira,1,1,4.659836,0.071895,0,29,1
2,madrugada,false,36,0,0,1,0,terca-feira,1,1,9.509014,0.147033,0,30,1
1,madrugada,false,10,1,0,3,0,sabado,4,4,14.403184,0.222708,0,14,1
1,madrugada,false,40,0,2,1,1,sabado,3,2,14.07141,0.217578,0,37,1
1,tarde,false,61,0,0,1,0,quinta-Feira,1,1,4.68676,0.072469,0,7,1
1,madrugada,false,30,0,0,1,0,quinta-Feira,1,1,4.622545,0.071476,0,9,1
1,tarde,false,26,0,0,1,1,quarta-feira,1,0,4.600614,0.071137,0,12,1
1,madrugada,false,27,0,0,1,0,terca-feira,1,1,4.655965,0.071993,0,4,1
1,madrugada,false,164,0,0,2,0,domingo,2,2,9.408992,0.145486,0,35,0
2,tarde,false,310,0,0,1,0,quinta-Feira,1,1,9.495693,0.146827,0,57,1
8,noite,false,14,0,0,1,0,terca-feira,1,1,37.832638,0.584985,0,19,1
7,tarde,false,68,2,4,9,0,terca-feira,15,13,99.11606,1.532577,0,20,1
2,noite,false,17,0,0,1,0,segunda-feira,1,1,9.702143,0.14991,0,14,1
1,tarde,true,16,1,0,1,0,segunda-feira,2,2,4.84342,0.074837,0,14,1
1,manha,false,12,0,0,2,0,quarta-feira,2,2,8.714257,0.134735,0,14,1
2,manha,false,39,0,0,3,0,quarta-feira,3,3,13.324364,0.206014,0,44,1
2,manha,false,19,0,0,4,1,quarta-feira,4,3,23.32826,0.360689,0,12,1
5,manha,false,7,0,1,3,0,quarta-feira,4,3,18.354217,0.283783,70,18,1
2,tarde,false,289,0,0,1,0,segunda-feira,1,1,9.551691,0.147683,0,21,0
1,tarde,false,243,0,0,1,0,segunda-feira,1,1,4.783832,0.073965,0,18,0
2,tarde,false,9,0,0,1,0,segunda-feira,1,1,8.876804,0.137248,0,29,1
1,noite,false,20,0,0,1,0,segunda-feira,1,1,4.406971,0.068138,0,13,1
8,tarde,false,269,0,3,4,2,segunda-feira,7,5,76.884069,1.188739,0,11,1
1,tarde,false,19,0,0,1,0,sabado,1,1,4.71282,0.072867,0,7,1
1,noite,false,6,0,0,1,1,sexta-feira,1,0,4.412935,0.06823,0,14,1
1,tarde,false,4,0,0,6,6,sexta-feira,6,0,25.679408,0.397035,0,54,1
2,tarde,false,12,0,0,2,0,sexta-feira,2,2,4.797411,0.074174,0,27,1
1,tarde,false,69,0,0,1,0,sexta-feira,1,1,4.761572,0.073619,0,9,1
1,noite,false,20,0,0,7,0,quinta-Feira,7,7,33.664287,0.532596,34,34,1
24,tarde,false,688,35,268,156,88,quinta-Feira,459,286,6517.2293,103.797202,3542,98,0
3,tarde,false,12,0,0,3,1,quinta-Feira,3,2,9.28845,0.147933,0,24,1
4,noite,false,7,0,0,5,0,quarta-feira,5,5,37.911714,0.604241,0,14,1
1,tarde,false,12,0,0,2,2,quarta-feira,2,0,9.327773,0.148779,0,3,1
3,tarde,false,14,0,1,5,0,terca-feira,6,6,37.016329,0.590414,0,79,1
2,tarde,false,25,0,0,2,0,terca-feira,2,2,19.461838,0.310431,0,3,0
2,noite,false,10,0,0,1,0,segunda-feira,1,1,8.084798,0.128856,0,19,1
8,tarde,false,2,1,1,17,0,segunda-feira,19,21,197.791427,3.157136,0,61,1
1,tarde,false,19,0,0,3,0,segunda-feira,3,3,14.640375,0.233689,0,39,1
20,tarde,false,30,3,2,20,3,segunda-feira,25,23,200.235272,3.210424,0,104,1
24,noite,false,301,7,16,45,7,domingo,68,69,389.400425,6.243359,0,88,1
1,noite,false,43,0,0,1,0,sexta-feira,1,1,4.651834,0.074584,0,5,1
1,tarde,false,35,0,0,1,0,sexta-feira,1,1,4.313424,0.069049,0,24,1
15,tarde,false,36,0,4,48,3,quinta-Feira,52,52,514.657873,8.250939,0,127,1
7,tarde,false,161,1,1,150,3,quarta-feira,152,154,1406.119644,22.644951,32,216,1
7,manha,false,25,2,0,17,1,domingo,19,16,173.451826,2.793378,0,53,1
5,tarde,false,27,0,0,14,0,sabado,14,14,135.791794,2.186877,0,48,1
8,tarde,false,68,0,2,31,0,sexta-feira,33,33,309.278416,4.980817,0,82,1
6,tarde,false,23,3,9,55,4,sexta-feira,67,56,359.397165,5.787961,0,130,1
3,noite,false,110,0,0,2,0,quinta-Feira,2,2,4.577454,0.073718,0,13,1
6,tarde,false,24,2,0,17,1,quinta-Feira,19,16,154.62662,2.490206,0,49,1
3,noite,false,20,0,0,1,0,terca-feira,1,1,9.615021,0.154847,0,3,1
2,tarde,false,59,0,0,3,2,terca-feira,3,1,17.656175,0.365123,0,0,0
2,tarde,false,72,0,0,3,2,terca-feira,3,1,13.442597,0.273453,0,0,1
1,tarde,false,26,0,0,2,0,sexta-feira,2,2,9.318443,0.150071,0,6,1
1,manha,false,27,0,0,1,0,quarta-feira,1,1,4.9675,0.08095,0,11,1
1,noite,false,7,0,0,1,0,segunda-feira,1,1,4.821618,0.078634,0,14,1
4,noite,false,14,0,3,9,0,sexta-feira,12,11,51.546026,0.83999,0,20,1
9,tarde,false,49,0,13,22,2,quinta-Feira,35,29,61.68019,1.002783,88,40,1
2,tarde,false,4,0,2,9,0,quinta-Feira,11,11,56.499577,0.921405,29,24,0
1,tarde,false,17,0,0,7,0,quinta-Feira,7,7,32.795495,0.534835,0,22,0
1,tarde,false,30,0,0,1,0,quinta-Feira,1,1,4.715191,0.076896,0,4,1
1,tarde,false,19,0,0,8,0,quinta-Feira,8,8,37.592466,0.613065,0,22,0
4,tarde,false,58,1,1,11,1,quarta-feira,13,13,54.957298,0.896254,0,88,1
10,madrugada,false,75,0,1,8,1,quarta-feira,9,7,37.336572,0.608908,0,94,1
1,tarde,false,27,0,0,3,3,segunda-feira,3,1,12.594057,0.206355,0,34,1
5,noite,false,75,2,0,17,1,sabado,19,16,98.455906,1.613243,0,32,0
4,noite,false,12,0,0,14,0,sabado,14,14,79.610012,1.304445,0,28,1
15,noite,false,157,0,1,6,0,sexta-feira,7,6,72.350625,1.179939,0,11,1
1,noite,false,76,0,0,2,0,sexta-feira,2,2,9.35701,0.153319,0,27,1
1,tarde,false,6,0,0,1,0,quinta-Feira,1,1,4.5639,0.074781,0,4,1
4,noite,false,15,0,0,3,0,quarta-feira,3,3,17.725114,0.290432,0,27,1
2,noite,false,65,0,0,5,0,quarta-feira,5,5,19.493472,0.319406,10,9,1
2,noite,false,69,0,0,3,0,terca-feira,3,3,13.847167,0.22689,0,11,1
1,tarde,false,15,0,0,3,3,terca-feira,3,0,12.819352,0.210049,0,33,1
1,tarde,false,13,0,0,14,0,terca-feira,14,14,64.243947,1.052655,0,40,1
1,tarde,false,13,0,0,8,1,segunda-feira,8,16,35.880203,0.588314,0,47,1
1,noite,false,47,0,0,1,0,sexta-feira,1,1,4.727697,0.077518,0,9,1
1,noite,false,18,0,0,1,0,sexta-feira,1,1,4.79012,0.078542,0,21,1
1,noite,false,35,0,0,3,3,quinta-Feira,3,0,14.02262,0.229747,0,29,1
1,tarde,false,16,0,0,53,3,quinta-Feira,53,52,247.242886,4.050829,12,108,1
1,tarde,false,74,0,0,1,0,quinta-Feira,1,1,4.427252,0.072536,0,4,0
1,tarde,false,22,0,0,1,0,quinta-Feira,1,1,4.705557,0.077096,0,4,1
2,tarde,false,7,0,1,2,0,quinta-Feira,3,3,18.80791,0.308149,0,25,1
1,madrugada,false,10,1,0,18,0,quinta-Feira,19,19,86.590306,1.418676,89,31,1
1,tarde,false,18,0,0,1,0,quarta-feira,1,1,4.78476,0.078396,0,1,1
1,madrugada,false,238,2,0,15,1,quarta-feira,17,16,70.49246,1.154949,0,22,1
1,noite,false,110,0,0,1,1,terca-feira,1,0,4.70973,0.077349,0,13,1
1,madrugada,false,24,0,0,1,1,terca-feira,1,0,4.749482,0.078002,0,0,1
302,madrugada,false,244,8,99,112,3,terca-feira,219,161,3328.371418,54.6628,59,98,1
1,noite,false,78,0,1,1,0,terca-feira,2,2,9.58697,0.157572,0,2,1
1,tarde,false,23,0,0,1,0,domingo,1,1,4.487617,0.073759,0,10,1
13,noite,false,612,0,3,38,1,terca-feira,41,37,497.475544,8.221207,0,92,1
1,madrugada,false,6,0,0,1,0,terca-feira,1,1,4.555699,0.075287,0,2,1
9,noite,false,111,0,11,13,3,segunda-feira,24,15,56.984442,0.941716,0,42,1
1,tarde,false,4,0,0,1,1,segunda-feira,1,0,4.592421,0.075894,0,14,1
188,tarde,false,273,5,37,64,3,quinta-Feira,106,73,862.710217,14.257165,0,46,1
14,tarde,false,292,0,3,88,3,quinta-Feira,91,92,576.937179,9.534475,14,104,1
3,tarde,false,16,0,0,1,0,terca-feira,1,1,9.117838,0.150575,0,6,1
50,tarde,false,46,1,8,26,5,quinta-Feira,35,23,506.612639,8.366161,0,72,1
37,tarde,false,4,2,4,145,8,quinta-Feira,151,140,1129.283527,18.677411,11,181,1
6,madrugada,false,48,0,0,7,3,quinta-Feira,7,4,57.619289,0.95152,0,23,1
9,noite,false,48,2,1,13,0,quarta-feira,16,16,108.457456,1.791057,24,22,1
1,noite,false,25,1,0,23,1,quarta-feira,24,23,111.264711,1.836214,0,61,1
1,tarde,true,13,1,0,23,1,quarta-feira,24,23,111.264711,1.836214,0,61,0
2,manha,false,50,0,0,6,6,terca-feira,6,0,56.078448,0.926075,0,20,1
19,madrugada,false,130,1,6,19,5,terca-feira,26,17,273.321335,4.513608,0,60,0
1,manha,false,16,0,0,1,0,sexta-feira,1,1,4.791899,0.079256,0,0,1
5,noite,false,53,0,0,7,0,quinta-Feira,7,7,47.775327,0.79018,0,39,1
21,tarde,false,116,1,3,68,3,terca-feira,72,67,748.551137,12.380656,18,127,1
1,noite,false,18,0,0,1,0,segunda-feira,1,1,4.756309,0.078667,0,6,1
8,madrugada,false,77,0,7,129,3,segunda-feira,136,129,1624.291762,26.864848,34,167,1
2,madrugada,false,3,0,0,2,0,domingo,2,2,13.969936,0.231055,0,0,1
1,tarde,false,10,0,0,1,1,sexta-feira,1,0,4.586262,0.075854,0,12,1
10,noite,false,13,0,1,23,1,quinta-Feira,24,23,261.200349,4.320103,0,58,1
3,tarde,false,19,0,0,72,0,quinta-Feira,72,72,590.550544,9.767207,0,112,1
95,manha,false,48,4,102,70,88,quinta-Feira,176,60,1284.558114,23.070984,0,98,1
2,tarde,false,13,0,0,7,6,quarta-feira,7,1,32.547039,0.538296,0,16,1
1,tarde,false,49,0,0,0,1,quarta-feira,0,0,0,0,0,0,1
49,noite,false,7,2,22,31,11,terca-feira,55,26,594.527801,9.991965,0,51,1
1,tarde,false,34,0,0,1,0,segunda-feira,1,1,4.961502,0.087613,0,3,1
49,madrugada,false,109,2,22,31,11,sexta-feira,55,26,491.077891,8.671739,0,54,1
26,noite,false,15,2,19,34,8,quarta-feira,55,41,378.870482,6.903672,174,66,1
1,noite,false,49,0,0,2,0,terca-feira,2,2,9.602855,0.17247,0,20,1
2,noite,false,56,0,0,1,0,quinta-Feira,1,1,9.599788,0.172416,0,0,1
36,manha,false,208,2,60,32,53,quinta-Feira,94,31,431.838326,7.75597,0,67,1
2,noite,false,7,0,0,3,0,quarta-feira,3,3,13.669817,0.245515,0,5,1
1,madrugada,false,28,0,0,1,1,terca-feira,1,0,4.322419,0.078762,0,14,1
13,tarde,false,12,0,20,11,25,segunda-feira,31,7,239.297227,4.360403,0,26,1
1,tarde,false,9,0,0,1,1,quinta-Feira,1,0,4.628157,0.084187,0,18,0
45,manha,false,4,13,11,32,2,quinta-Feira,56,46,352.679657,6.415324,131,53,1
2,tarde,false,32,0,0,3,1,quarta-feira,3,2,23.207622,0.422882,0,15,1
16,tarde,false,3,1,7,9,4,quarta-feira,17,10,205.658461,3.747521,0,12,0
1,tarde,false,58,0,0,1,0,terca-feira,1,1,4.394478,0.080078,0,17,1
69,noite,false,155,12,22,25,10,segunda-feira,59,36,642.514162,11.708104,0,44,0
1,tarde,false,24,0,0,2,0,sabado,2,2,9.340755,0.17021,0,1,1
2,madrugada,false,11,0,0,1,0,quinta-Feira,1,1,9.440796,0.172033,0,0,0
17,tarde,false,60,1,5,21,1,quarta-feira,27,21,235.165575,4.285264,0,48,1
2,tarde,false,6,0,0,2,0,segunda-feira,2,2,8.639763,0.157437,0,9,1
4,tarde,false,18,0,2,10,0,quinta-Feira,12,12,127.026314,2.314717,0,17,1
2,tarde,false,7,0,0,1,0,quinta-Feira,1,1,9.11398,0.166078,0,2,1
3,tarde,false,22,0,0,1,0,quinta-Feira,1,1,14.787243,0.269458,0,12,1
10,tarde,false,127,0,6,16,2,quarta-feira,22,17,92.910693,1.69305,1,13,1
1,tarde,false,33,0,0,1,0,sexta-feira,1,1,4.65218,0.084774,0,1,1
1,madrugada,false,96,0,1,2,0,sexta-feira,3,3,14.815109,0.26949,0,7,0
4,noite,false,18,0,0,2,0,quinta-Feira,2,2,35.418949,0.644278,0,7,1
20,noite,false,1253,0,16,10,3,quarta-feira,26,17,206.801636,3.761767,0,20,0
2,tarde,false,38,0,0,1,0,quarta-feira,1,1,9.206985,0.167477,0,4,1
1,tarde,false,9,0,0,1,0,terca-feira,1,1,4.838181,0.088008,0,10,0
1,tarde,false,31,0,0,1,0,terca-feira,1,1,4.849685,0.088218,0,10,1
3,noite,false,57,0,0,2,0,segunda-feira,2,2,14.060439,0.256672,0,16,1
2,tarde,false,60,0,0,3,3,segunda-feira,3,0,4.561748,0.083274,0,4,1
1,tarde,false,4,0,0,1,1,segunda-feira,1,0,4.575944,0.083534,0,10,1
3,tarde,false,15,0,0,4,0,domingo,4,4,23.806396,0.434584,0,22,1
1,tarde,false,19,0,0,4,0,sexta-feira,4,4,18.870335,0.344475,7,19,1
1,tarde,false,23,3,0,13,17,sexta-feira,16,1,59.476521,1.082855,0,23,1
1,tarde,false,46,0,0,1,1,quinta-Feira,1,0,4.142824,0.075691,0,2,1
5,tarde,false,178,0,4,12,0,quarta-feira,16,13,148.955074,2.721456,12,32,1
16,noite,false,74,0,4,14,1,terca-feira,18,14,284.525006,5.198361,0,44,1
8,tarde,false,176,1,41,28,55,sexta-feira,70,16,392.001364,7.423241,6,38,1
2,noite,false,56,0,2,7,0,quarta-feira,9,8,38.025425,0.72008,0,21,1
1,tarde,false,52,0,1,2,0,quarta-feira,3,3,14.509415,0.274762,0,6,1
7,noite,false,69,0,4,10,1,terca-feira,14,10,85.20721,1.613551,0,32,0
8,noite,false,97,1,42,20,66,segunda-feira,63,3,286.890077,5.447582,0,27,1
5,noite,false,8,0,0,3,1,quinta-Feira,3,2,18.298941,0.349041,0,12,1
1,tarde,false,16,0,0,3,3,terca-feira,3,0,13.35192,0.254686,0,8,0
12,noite,false,37,4,8,6,3,segunda-feira,18,14,145.382098,2.773138,0,23,1
29,madrugada,false,356,4,197,107,36,sexta-feira,308,196,1815.054128,34.621792,726,7,0
3,noite,false,19,0,25,15,32,quarta-feira,40,3,200.855747,3.831283,0,24,0
2,madrugada,false,36,0,0,5,0,quarta-feira,5,5,28.949784,0.552211,0,17,1
2,noite,false,41,0,0,4,0,terca-feira,4,4,27.696205,0.5283,0,11,1
28,noite,false,558,9,7,17,0,sexta-feira,33,26,325.093469,6.206743,262,23,1
2,noite,false,38,0,1,3,0,sexta-feira,4,4,19.360576,0.369636,0,10,1
10,madrugada,false,14,8,0,8,1,sabado,16,15,77.490285,1.46901,0,19,1
1,madrugada,false,46,0,1,1,0,sabado,2,2,9.547689,0.180999,0,10,0
3,noite,false,30,0,0,1,0,sexta-feira,1,1,9.328626,0.176846,0,2,1
1,tarde,false,90,0,0,4,0,quarta-feira,4,4,18.513864,0.350974,0,11,0
1,tarde,false,20,0,0,1,1,segunda-feira,1,0,4.114409,0.077998,0,6,1
6,madrugada,false,63,0,5,6,0,segunda-feira,11,9,38.502426,0.729903,0,5,1
4,tarde,false,4,0,0,2,0,quarta-feira,2,2,28.945704,0.548733,0,5,1
5,tarde,false,35,0,1,4,0,terca-feira,5,5,53.146019,1.007506,0,7,0
2,tarde,false,11,0,0,1,0,segunda-feira,1,1,9.492546,0.179953,0,3,0
1,tarde,false,50,0,0,1,1,domingo,1,0,4.803214,0.091056,0,0,1
2,noite,false,23,0,0,2,2,quinta-Feira,2,0,16.783046,0.318751,0,8,1
2,tarde,false,43,1,0,5,0,quinta-Feira,6,6,27.163679,0.515433,0,9,1
4,noite,false,33,3,4,21,1,quarta-feira,28,41,129.241739,2.452373,0,18,1
3,noite,false,52,0,1,2,1,quarta-feira,3,2,23.472126,0.445386,0,11,1
2,tarde,false,94,0,0,21,0,quarta-feira,21,21,185.404029,3.518116,0,11,1
1,tarde,false,24,0,0,1,0,quarta-feira,1,1,4.333631,0.082232,0,2,1
8,manha,false,9,0,0,11,0,quarta-feira,11,11,131.894599,2.502758,0,7,1
1,tarde,false,13,0,0,8,0,terca-feira,8,8,36.138038,0.685735,0,5,1
1,noite,false,42,0,0,2,0,segunda-feira,2,2,9.533211,0.185908,0,5,1
9,tarde,false,96,0,4,16,0,quarta-feira,20,18,140.664426,2.752609,0,7,1
2,tarde,false,13,0,0,6,6,segunda-feira,6,0,55.362023,1.083358,0,0,1
4,noite,false,5,0,0,6,0,sexta-feira,6,6,67.23096,1.315622,0,5,1
1,noite,false,31,0,0,1,1,sexta-feira,1,0,4.818015,0.094282,0,2,1
2,noite,false,32,0,0,2,0,terca-feira,2,2,13.964319,0.273382,0,3,1
2,noite,false,44,0,2,4,3,terca-feira,6,4,40.158321,0.786185,0,8,1
15,manha,false,101,0,4,15,0,domingo,19,15,245.906389,4.814009,0,5,1
3,tarde,false,11,2,0,1,3,quinta-Feira,3,0,4.229646,0.082802,0,0,1
1,noite,false,19,0,0,1,0,terca-feira,1,1,4.51635,0.088415,0,3,1
8,tarde,false,146,3,4,21,1,terca-feira,28,41,258.396018,5.058517,0,5,0
2,tarde,false,49,0,0,4,3,terca-feira,4,4,34.628394,0.677906,0,6,1
1,tarde,false,106,3,2,7,1,terca-feira,12,11,43.127863,0.844297,0,5,1
3,tarde,false,26,1,1,4,0,terca-feira,6,6,32.946788,0.644986,0,5,1
5,madrugada,false,630,3,44,22,5,sexta-feira,69,61,384.116899,7.568909,580,4,1
4,noite,false,28,0,1,2,2,quinta-Feira,3,1,22.970919,0.452635,0,10,1
55,noite,false,84,32,13,107,65,quinta-Feira,152,75,1140.455157,23.199417,59,2,0
39,tarde,false,9,11,23,20,2,terca-feira,54,31,258.564281,5.103898,0,4,0
2,tarde,false,222,0,0,1,0,segunda-feira,1,1,9.226545,0.182126,0,2,1
1,manha,false,11,0,0,1,0,domingo,1,1,4.724373,0.093256,0,0,1
1,manha,false,28,0,0,1,0,domingo,1,1,4.40984,0.087047,0,4,1
16,madrugada,false,200,3,11,429,9,sexta-feira,443,489,3835.213583,75.70527,74,6,1
1,manha,false,77,0,0,1,0,quarta-feira,1,1,4.673999,0.092262,0,0,1
4,madrugada,false,120,0,2,6,0,segunda-feira,8,7,56.931972,1.12381,0,2,1
2,madrugada,false,44,0,0,2,0,quinta-Feira,2,2,19.892016,0.392659,0,0,1
1,tarde,false,8,0,0,1,0,quarta-feira,1,0,5.162327,0.101895,0,0,1
1,madrugada,false,19,0,0,1,0,quarta-feira,1,1,4.147315,0.081861,0,0,1
2,noite,false,13,0,0,5,0,terca-feira,5,5,47.881169,0.945089,0,4,1
1,tarde,false,10,0,0,1,0,terca-feira,1,0,5.162327,0.101895,0,0,0
4,tarde,false,21,1,1,5,2,terca-feira,7,4,67.28214,1.32803,0,2,1
1,tarde,false,37,0,0,2,0,segunda-feira,2,2,9.033766,0.178313,0,2,1
1,madrugada,false,102,0,0,5,5,segunda-feira,5,0,25.444785,0.502243,0,0,1
10,noite,false,56,0,0,5,0,sexta-feira,5,5,75.963025,1.499399,0,3,1
1,tarde,false,15,0,0,1,1,sexta-feira,1,0,4.731539,0.093394,0,12,0
1,tarde,false,9,0,0,1,1,quinta-Feira,1,0,4.754914,0.093855,0,13,0
4,noite,false,9,0,0,2,0,terca-feira,2,2,18.408408,0.363355,0,8,1
1,madrugada,false,254,0,0,5,1,terca-feira,5,4,23.707719,0.467956,0,19,0
2,noite,false,85,0,0,4,0,segunda-feira,4,4,18.921983,0.373491,0,2,1
1,tarde,false,179,0,0,1,0,segunda-feira,1,1,4.677632,0.092329,0,4,1
1,noite,false,35,0,0,1,0,quinta-Feira,1,1,4.434454,0.087682,0,4,1
2,noite,false,375,4,0,8,5,segunda-feira,12,7,40.922633,0.806082,35,16,1
2,madrugada,false,104,0,1,2,1,quinta-Feira,3,2,23.679856,0.466878,0,2,1
2,noite,false,33,0,0,5,2,quarta-feira,5,3,42.615933,0.840226,0,21,1
1,tarde,false,5,0,0,31,31,quarta-feira,31,0,147.970763,3.010054,0,0,1
1,tarde,false,3,0,0,1,0,quarta-feira,1,0,4.925288,0.097108,0,0,0
1,tarde,false,23,0,0,1,0,terca-feira,1,1,4.679799,0.092268,0,4,1
2,tarde,false,25,0,0,1,0,terca-feira,1,1,9.456583,0.192368,0,0,1
2,noite,false,44,0,0,2,0,segunda-feira,2,2,18.312277,0.361043,0,34,1
1,tarde,false,11,0,0,1,0,segunda-feira,1,1,4.694118,0.092549,0,14,1
2,tarde,false,75,0,0,1,0,segunda-feira,1,1,9.564315,0.188569,0,3,1
2,noite,false,14,0,2,3,0,sexta-feira,5,5,35.815612,0.706136,26,27,1
2,noite,false,66,0,0,1,0,quinta-Feira,1,1,8.840841,0.174305,0,6,1
2,tarde,false,64,0,0,1,0,quinta-Feira,1,1,9.621532,0.189686,0,2,1
2,noite,false,114,0,0,9,4,quarta-feira,9,5,40.626052,0.800933,0,34,1
1,noite,false,69,0,0,1,0,quarta-feira,1,1,4.719659,0.093047,0,11,1
4,noite,false,26,0,0,9,4,quarta-feira,9,5,53.500534,1.054748,0,32,0
1,noite,false,24,0,0,2,2,quarta-feira,2,0,8.167471,0.161019,0,15,1
1,tarde,false,50,0,0,1,0,quarta-feira,1,1,4.888223,0.09637,0,0,1
1,tarde,false,53,0,0,1,0,quarta-feira,1,1,4.827353,0.098199,0,0,1
3,noite,false,20,1,1,3,0,terca-feira,5,4,19.476527,0.383968,0,5,0
5,manha,false,256,0,0,11,4,sabado,11,7,54.825026,1.080859,0,43,1
2,noite,false,40,0,0,2,0,quarta-feira,2,2,14.173922,0.27943,0,3,1
7,noite,false,39,0,0,3,0,quarta-feira,3,3,18.946626,0.37352,0,14,1
1,tarde,false,51,0,0,1,0,quarta-feira,1,1,4.963764,0.097857,0,29,1
2,noite,false,69,0,0,1,0,sabado,1,1,4.718032,0.093078,0,11,1
1,tarde,false,79,0,0,1,0,sabado,1,1,4.425531,0.087308,0,29,0
2,madrugada,false,117,0,0,1,0,sabado,1,1,8.430263,0.166314,0,31,1
2,tarde,false,28,0,0,2,0,sexta-feira,2,2,9.021094,0.177969,0,8,1
1,noite,false,82,0,1,3,0,quinta-Feira,4,4,18.88389,0.372544,0,8,0
2,noite,false,44,0,1,12,4,quarta-feira,13,9,124.378583,2.453757,56,6,1
1,tarde,false,6,0,0,1,1,terca-feira,1,0,4.667748,0.092086,0,19,1
9,tarde,false,19,0,2,19,0,sexta-feira,21,19,177.154406,3.501601,2,45,1
1,tarde,false,6,0,1,1,0,segunda-feira,2,2,9.630736,0.190359,0,0,0
1,madrugada,false,9,0,0,2,1,sabado,2,1,8.927257,0.176454,0,0,1
1,noite,false,11,0,0,1,0,segunda-feira,1,1,4.489498,0.088738,0,3,1
2,tarde,false,16,0,0,4,0,quinta-Feira,4,4,27.187663,0.537397,0,8,0
2,tarde,false,41,1,0,1,0,segunda-feira,2,2,8.884821,0.175619,0,5,1
2,noite,false,36,0,1,5,0,domingo,6,6,54.875982,1.08469,32,37,1
1,tarde,false,5,0,0,1,1,quinta-Feira,1,0,4.670193,0.092312,0,37,1
1,tarde,false,13,0,0,1,0,sexta-feira,1,1,4.794105,0.095109,0,3,1
2,madrugada,false,10,0,1,3,2,domingo,4,2,19.048373,0.377896,0,26,1
1,tarde,false,8,1,0,0,1,sexta-feira,1,0,0,0,0,0,1
2,tarde,false,180,0,0,1,0,sexta-feira,1,1,9.044159,0.176586,0,0,1
1,manha,false,328,0,0,1,0,sexta-feira,1,1,4.763141,0.093,0,3,0
1,manha,false,9,0,0,2,0,sexta-feira,2,2,9.173285,0.179107,2,3,1
