@relation 'marathon-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,14,10,1,11,8,9,12,16,17,20,21,15,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute other_files numeric
@attribute files_modified numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sexta-feira,quinta-Feira,quarta-feira,domingo,sabado}
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute commits_to_hottest_file numeric
@attribute hotness numeric
@attribute src_churn numeric
@attribute status {0,1}

@data
36,1,tarde,0,2,segunda-feira,2,0,0,2,37,9.691002,10,0.017212,2,1
12,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.617387,0,0,2,1
155,2,tarde,0,14,domingo,14,0,0,13,10,132.599157,22,0.013986,498,1
9,1,noite,0,1,sabado,1,0,0,1,0,4.777036,9,0.015762,10,1
11,2,madrugada,1,7,sabado,7,0,0,5,0,22.700397,12,0.014035,50,1
7,1,madrugada,4,1,sabado,4,2,1,0,0,12.911365,0,0,0,1
13,1,noite,0,1,sexta-feira,1,0,0,1,0,4.651819,15,0.026455,5,1
111,3,tarde,0,2,sexta-feira,2,0,0,2,41,9.44604,19,0.033392,71,1
8,1,tarde,0,2,sexta-feira,4,2,0,4,27,18.653301,8,0.01406,55,1
14,2,tarde,0,1,sexta-feira,1,0,0,1,0,4.738614,5,0.00885,5,1
13,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.874376,9,0.015929,7,1
18,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.8218,13,0.023091,7,1
11,3,noite,0,1,quinta-Feira,1,0,0,1,0,4.612434,7,0.012324,8,1
41,3,madrugada,0,6,quinta-Feira,6,0,0,6,3,80.634763,23,0.015873,106,0
41,7,noite,0,11,quarta-feira,14,2,1,13,0,61.078675,12,0.008929,693,0
10,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.56761,15,0.026834,15,1
13,1,tarde,0,2,quarta-feira,2,0,0,2,47,9.742213,15,0.026834,18,1
65,13,tarde,0,7,quarta-feira,7,0,0,7,301,113.285576,15,0.016304,196,1
29,1,manha,0,4,quarta-feira,4,0,0,4,8,18.543894,11,0.003643,29,1
20,1,madrugada,0,8,quarta-feira,8,0,0,7,21,37.125647,20,0.012774,534,1
156,1,madrugada,0,1,quarta-feira,2,1,0,2,23,9.333128,4,0.007313,2,1
63,1,noite,0,2,terca-feira,2,0,0,2,23,9.387946,28,0.051661,7,1
11,1,noite,0,2,terca-feira,2,0,0,2,203,8.890617,15,0.027778,5,0
29,3,manha,1,1,terca-feira,1,0,0,0,0,15.409291,9,0.016698,0,1
9,4,noite,0,2,segunda-feira,3,1,0,2,303,9.602898,11,0.020716,52,1
55,2,noite,0,5,sabado,5,0,0,5,136,27.696801,15,0.015209,41,0
28,6,noite,1,43,sexta-feira,43,0,0,41,0,190.973061,13,0.005639,12470,1
19,4,noite,0,1,sexta-feira,2,1,0,2,162,9.47073,5,0.009579,92,1
8,2,tarde,0,3,sexta-feira,3,0,0,3,12,28.438784,21,0.011494,30,1
9,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.709335,9,0.017241,16,1
7,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.899697,8,0.015326,7,1
9,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.726181,5,0.009579,2,1
3,7,madrugada,1,1,sexta-feira,6,5,0,5,0,57.922362,9,0,620,1
3,15,noite,3,4,quinta-Feira,4,0,0,1,0,5.297218,6,0.012048,32,1
42,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.77648,6,0.012097,2,1
10,2,noite,0,2,quinta-Feira,2,0,0,1,0,4.310829,2,0.004049,4,1
16,2,tarde,0,2,quinta-Feira,3,1,0,3,51,14.233592,12,0.004082,12,1
14,1,tarde,0,3,quinta-Feira,3,0,0,3,19,13.57486,12,0.016427,2,1
13,1,tarde,0,3,quinta-Feira,3,0,0,3,18,13.313872,7,0.012448,10,1
38,2,tarde,0,3,quinta-Feira,3,0,0,2,31,14.449096,10,0.010417,32,1
7,2,tarde,1,2,quinta-Feira,2,0,0,1,0,9.641299,8,0.016771,2,1
22,2,tarde,0,5,quinta-Feira,5,0,0,5,18,27.132562,12,0.016985,34,1
27,1,manha,0,5,quinta-Feira,6,1,0,6,57,26.194731,22,0.010593,70,1
16,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.940872,13,0.027601,1,1
20,1,noite,0,1,quarta-feira,1,0,0,1,0,4.219751,24,0.050955,4,1
15,1,tarde,0,2,quarta-feira,2,0,0,2,33,9.513922,23,0.049145,2,1
9,1,madrugada,0,1,quarta-feira,1,0,0,1,0,3.976821,6,0.013015,4,1
32,16,noite,14,91,terca-feira,143,29,23,111,720,93.212061,5,0,11433,0
19,1,noite,1,1,terca-feira,1,0,0,0,0,5.126182,7,0.015152,0,1
40,1,noite,0,2,terca-feira,2,0,0,2,5,9.493788,24,0.051948,32,1
36,14,madrugada,10,46,terca-feira,67,8,13,54,0,266.095621,6,0,1035,1
41,3,noite,0,6,segunda-feira,6,0,0,6,0,24.092133,0,0,36,1
3,4,madrugada,5,7,segunda-feira,16,2,7,11,0,45.866687,2,0,37,0
20,1,manha,0,3,domingo,3,0,0,3,2,13.229857,25,0.05122,10,1
58,1,manha,0,2,domingo,2,0,0,2,7,9.485947,4,0.00978,6,1
40,57,manha,10,75,domingo,99,12,12,88,0,720.491349,6,0,14904,0
51,10,madrugada,0,9,domingo,9,0,0,8,443,119.434656,16,0.01023,661,1
39,1,noite,0,2,sabado,2,0,0,2,28,9.766396,2,0.005362,6,1
40,5,tarde,0,3,sabado,4,1,0,3,0,45.824115,16,0,224,1
6,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.601032,11,0.031161,2,1
50,1,manha,0,2,quinta-Feira,2,0,0,2,0,9.597181,17,0.049133,6,1
9,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.908814,9,0.026012,1,1
27,7,noite,0,4,quarta-feira,4,0,0,3,0,12.967873,2,0,140,1
44,2,noite,0,4,quarta-feira,4,0,0,4,0,17.221099,0,0,147,1
8,27,noite,2,7,quarta-feira,7,0,0,4,156,81.121901,6,0.014451,543,1
10,2,tarde,0,3,quarta-feira,3,0,0,3,28,13.174648,27,0.040698,14,0
119,8,tarde,0,5,quarta-feira,5,0,0,5,48,63.651424,21,0.029326,154,1
36,5,tarde,1,6,quarta-feira,6,0,0,4,0,53.153803,0,0,88,1
117,2,noite,0,2,terca-feira,2,0,0,2,31,9.441959,8,0.02381,20,1
5,1,noite,0,3,terca-feira,4,1,0,4,0,13.759566,2,0,407,0
47,6,noite,0,13,segunda-feira,13,0,0,13,248,103.340583,27,0.017442,473,1
70,1,noite,1,1,domingo,1,0,0,0,0,4.847772,10,0.02924,0,1
72,27,madrugada,0,11,sabado,11,0,0,11,515,255.420009,21,0.017143,156,1
17,1,noite,0,3,sexta-feira,3,0,0,3,0,14.176392,8,0.012195,22,0
17,4,manha,0,2,quarta-feira,2,0,0,2,111,27.78375,4,0.011765,86,1
78,1,madrugada,1,1,quarta-feira,1,0,0,0,0,4.965411,0,0,0,0
156,3,tarde,1,1,terca-feira,1,0,0,0,0,15.105308,0,0,0,1
6,3,noite,0,3,segunda-feira,4,1,0,3,138,24.638448,19,0.036254,90,1
60,1,noite,0,1,segunda-feira,1,0,0,1,0,4.698125,7,0.021212,66,0
41,8,noite,0,6,segunda-feira,6,0,0,6,216,82.022065,21,0.02439,236,1
9,6,noite,0,4,segunda-feira,4,0,0,4,88,13.218477,12,0.036585,88,1
47,3,noite,0,4,segunda-feira,4,0,0,4,0,26.03088,25,0.064024,48,1
117,1,madrugada,0,1,sabado,1,0,0,1,0,4.507974,6,0.018127,1,1
10,60,noite,0,20,sexta-feira,24,4,0,18,517,298.358618,19,0.011765,2627,1
66,1,tarde,0,4,sexta-feira,4,0,0,4,0,17.70184,12,0.029155,17,1
10,2,tarde,0,5,quinta-Feira,5,0,0,5,4,23.135004,14,0.020231,33,0
110,2,madrugada,0,2,quinta-Feira,2,0,0,2,0,17.871373,27,0.076271,14,0
8,2,manha,0,2,quarta-feira,2,0,0,2,30,18.416129,24,0.067039,7,1
22,2,madrugada,0,3,quarta-feira,3,0,0,3,0,14.453196,18,0.005602,23,1
8,1,manha,0,1,terca-feira,2,1,0,2,61,9.63664,10,0.028169,11,1
37,1,manha,0,1,domingo,1,0,0,1,0,4.40803,0,0,6,1
58,5,madrugada,1,8,sexta-feira,8,0,0,6,161,80.163201,16,0.028947,674,1
134,1,tarde,1,1,terca-feira,1,0,0,0,0,4.641655,11,0.028061,0,1
13,1,madrugada,0,3,quinta-Feira,3,0,0,3,4,13.926348,13,0.012019,8,1
5,1,noite,1,1,quarta-feira,1,0,0,0,0,5.198124,5,0.011628,0,0
6,1,noite,0,1,segunda-feira,1,0,0,1,0,4.848748,14,0.028866,1,1
17,1,noite,0,1,domingo,1,0,0,1,0,5.036074,36,0.073022,4,1
6,1,madrugada,0,1,domingo,1,0,0,1,0,4.892019,20,0.040733,6,1
22,1,noite,0,1,sabado,1,0,0,1,0,4.676155,15,0.030675,4,1
17,1,noite,0,2,sexta-feira,2,0,0,2,84,9.594724,23,0.047423,12,1
19,1,tarde,0,1,sexta-feira,1,0,0,1,0,0,0,0,2,1
18,1,manha,0,3,sexta-feira,3,0,0,3,26,14.406071,26,0.049689,26,1
9,1,manha,0,2,sexta-feira,2,0,0,2,2,9.215451,11,0.022822,10,1
7,1,manha,0,1,sexta-feira,1,0,0,1,48,4.853449,4,0.008316,0,1
14,1,manha,0,2,sexta-feira,2,0,0,2,0,0,0,0,14,1
22,6,madrugada,2,3,sexta-feira,3,0,0,1,0,4.814529,2,0.004175,5,1
56,1,manha,0,7,quinta-Feira,7,0,0,7,254,32.77894,15,0.015936,287,1
10,2,madrugada,0,7,quarta-feira,7,0,0,7,21,27.97806,22,0.02277,22,1
28,2,madrugada,0,2,terca-feira,2,0,0,2,0,4.855383,21,0.039326,96,1
37,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.480863,6,0.011236,4,1
9,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.388041,8,0.015038,2,1
4,1,madrugada,0,1,terca-feira,1,0,0,1,0,4.614494,20,0.037665,2,1
91,1,tarde,1,1,quarta-feira,1,0,0,0,0,4.841966,11,0.017296,0,0
4,5,madrugada,0,10,quarta-feira,11,1,0,10,238,82.278957,32,0.014041,1068,1
12,1,tarde,0,1,terca-feira,2,1,0,1,0,8.661905,5,0.007728,43,1
14,1,madrugada,0,1,terca-feira,3,2,0,3,190,14.524078,16,0,160,1
27,4,noite,3,3,segunda-feira,11,5,3,3,0,47.272562,48,0,424,0
5,1,noite,0,5,segunda-feira,5,0,0,3,0,22.761166,24,0.006221,71,0
9,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.849403,27,0.042056,1,1
32,3,noite,0,9,sexta-feira,9,0,0,9,54,33.21144,19,0.008759,36,1
30,2,tarde,1,1,quinta-Feira,1,0,0,0,0,8.562633,10,0.014327,0,1
182,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,4.600272,2,0.002878,0,1
66,1,madrugada,0,1,quinta-Feira,1,0,0,1,109,4.777489,20,0.028818,0,1
41,1,noite,0,1,quarta-feira,1,0,0,1,154,4.884641,14,0.020202,0,1
5,1,madrugada,0,2,quarta-feira,2,0,0,2,1,9.073013,8,0.01173,2,1
45,2,madrugada,0,2,quarta-feira,2,0,0,2,0,4.576466,14,0.020558,4,1
20,8,madrugada,0,4,quarta-feira,4,0,0,3,78,28.657144,2,0.002937,325,0
8,2,madrugada,0,5,quarta-feira,6,1,0,6,92,18.957121,23,0.011782,32,1
132,3,madrugada,0,6,quarta-feira,6,0,0,5,55,27.580727,69,0.019202,848,1
10,2,noite,0,3,terca-feira,3,0,0,3,17,13.559721,29,0.008863,32,1
11,1,noite,0,2,terca-feira,2,0,0,2,9,9.413126,4,0.005926,7,1
6,1,manha,0,1,terca-feira,1,0,0,1,0,4.426423,26,0.038519,2,1
9,2,manha,0,3,terca-feira,3,0,0,3,82,9.487683,21,0.03125,27,1
26,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.846035,40,0.058055,1,1
5,1,manha,0,2,quinta-Feira,2,0,0,2,0,9.894731,25,0.03639,23,1
2,1,manha,0,2,quinta-Feira,2,0,0,2,0,9.275535,20,0.029326,6,1
8,1,manha,0,2,quinta-Feira,2,0,0,2,22,8.959093,20,0.029499,5,1
36,1,tarde,0,14,quarta-feira,14,0,0,14,20,65.182802,24,0.002946,58,1
5,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.855328,26,0.037681,4,1
111,1,noite,0,2,sabado,2,0,0,2,97,9.892548,26,0.037572,26,1
23,4,noite,0,10,sexta-feira,11,1,0,10,238,67.728792,34,0.014388,1053,0
17,3,noite,0,2,terca-feira,2,0,0,2,1,4.561852,16,0.02213,5,1
27,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,4.832932,5,0.006859,0,1
1086,2,madrugada,1,15,quinta-Feira,15,0,0,14,65,69.790215,35,0.024862,416,1
30,1,tarde,0,1,terca-feira,1,0,0,1,0,4.486055,13,0.017981,2,1
40,4,noite,1,1,quinta-Feira,1,0,0,0,0,15.044177,7,0.009589,0,1
10,2,manha,0,2,quinta-Feira,2,0,0,2,2,9.590328,27,0.036785,58,1
6,1,noite,0,1,quarta-feira,1,0,0,1,0,3.549008,62,0.084699,4,1
72,3,tarde,1,11,quarta-feira,14,1,2,13,155,56.187682,62,0.010753,301,1
33,1,noite,0,1,segunda-feira,2,1,0,2,42,9.490692,8,0.010681,61,1
9,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.585841,28,0.037433,2,0
14,3,tarde,0,3,segunda-feira,3,0,0,3,159,28.296565,12,0.010695,77,1
6,3,noite,0,2,sexta-feira,3,1,0,1,0,8.670565,21,0.027451,136,1
11,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.758789,18,0.023591,26,1
6,1,noite,0,1,quinta-Feira,1,0,0,1,31,4.907332,26,0.034076,0,1
44,8,tarde,0,3,quinta-Feira,3,0,0,3,0,9.369163,9,0.011811,149,1
12,5,tarde,0,2,quinta-Feira,2,0,0,2,0,9.53573,20,0.026247,45,1
49,1,madrugada,0,5,quinta-Feira,5,0,0,5,32,23.80066,28,0.011719,41,1
28,1,tarde,0,14,quarta-feira,15,1,0,15,61,71.213897,27,0.010296,136,1
26,3,noite,0,7,terca-feira,7,0,0,7,37,28.426892,20,0.01519,53,1
6,1,tarde,0,1,terca-feira,1,0,0,1,0,4.602842,26,0.032581,6,1
14,1,manha,1,38,terca-feira,38,0,0,37,0,181.677973,38,0.010025,769,1
13,1,madrugada,1,46,terca-feira,46,0,0,45,0,217.920272,36,0.008794,284,1
42,1,?,1,2,segunda-feira,2,0,0,1,0,9.791451,37,0.046599,12,1
34,1,madrugada,0,1,segunda-feira,1,0,0,1,0,4.762201,10,0.01261,2,1
13,1,manha,0,1,sexta-feira,1,0,0,1,0,5.017631,3,0.003645,2,1
6,2,madrugada,0,2,sexta-feira,2,0,0,2,0,4.420092,15,0.018315,4,1
5,7,noite,0,20,terca-feira,28,6,2,23,252,220.441238,35,0.018735,3640,1
7,2,noite,1,1,segunda-feira,1,0,0,0,0,5.130378,5,0.005875,0,1
10,3,noite,0,1,segunda-feira,1,0,0,1,0,9.172287,57,0.067376,14,1
15,1,madrugada,0,2,sabado,2,0,0,2,10,10.031217,7,0.008255,8,1
10,1,madrugada,0,1,sabado,1,0,0,1,0,4.50717,28,0.033058,2,1
42,2,madrugada,1,17,sabado,17,0,0,15,66,73.160757,55,0.023613,231,1
12,1,tarde,0,2,sexta-feira,3,1,0,3,80,14.420106,31,0.024706,3,1
40,1,tarde,0,7,quinta-Feira,7,0,0,7,29,32.602761,26,0.012557,29,1
37,2,noite,1,4,quarta-feira,5,1,0,4,30,19.120716,31,0.023973,61,1
19,1,madrugada,0,2,quarta-feira,2,0,0,2,0,9.64206,35,0.039638,8,1
27,2,madrugada,0,9,quarta-feira,9,0,0,9,50,41.485156,31,0.00907,61,1
8,1,madrugada,0,1,quarta-feira,2,1,0,2,45,9.326604,8,0.009091,2,1
12,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.588967,31,0.035267,15,1
9,2,madrugada,0,9,terca-feira,9,0,0,8,22,4.83501,7,0.007955,165,1
7,2,madrugada,0,1,sabado,1,0,0,1,0,4.714752,22,0.024256,9,1
22,2,noite,0,1,sexta-feira,1,0,0,1,0,4.55693,3,0.003286,40,1
18,3,noite,0,1,sexta-feira,1,0,0,1,0,4.878268,10,0.010965,28,1
7,1,madrugada,0,2,sexta-feira,2,0,0,2,0,9.382936,24,0.026201,14,1
3,2,madrugada,2,13,sexta-feira,13,0,0,10,2,65.289593,65,0.014239,53,1
9,1,madrugada,0,5,sexta-feira,5,0,0,4,0,23.436764,65,0.01862,26,1
9,2,noite,0,2,quinta-Feira,2,0,0,2,0,9.883139,46,0.049837,29,1
7,1,manha,0,1,quinta-Feira,1,0,0,1,0,4.97281,4,0.004329,5,1
12,1,noite,0,1,quarta-feira,1,0,0,1,0,4.898643,14,0.014894,2,1
8,2,tarde,0,2,quarta-feira,2,0,0,2,0,4.961332,9,0.009585,74,1
21,1,tarde,0,5,quarta-feira,5,0,0,5,44,23.494562,12,0.009585,20,1
50,13,madrugada,1,11,terca-feira,12,1,0,11,73,37.150839,28,0.005214,500,1
13,2,madrugada,1,1,terca-feira,1,0,0,0,0,9.160037,4,0.004175,0,1
16,1,madrugada,1,1,terca-feira,1,0,0,0,0,4.878966,4,0.004193,0,0
14,2,tarde,0,2,segunda-feira,2,0,0,2,172,9.515958,28,0.02963,16,1
36,1,noite,0,2,sexta-feira,2,0,0,1,0,9.664906,42,0.044025,117,1
18,1,noite,0,1,sexta-feira,1,0,0,1,21,5.037572,26,0.027083,0,1
4,8,madrugada,3,35,sexta-feira,38,0,3,35,164,291.582386,68,0.016598,528,1
9,5,tarde,1,7,quinta-Feira,7,0,0,6,0,14.125212,72,0.011364,56,1
5,1,noite,0,1,quarta-feira,1,0,0,1,0,4.791889,25,25,32,1
10,2,tarde,0,13,quarta-feira,14,1,0,13,146,66.768555,64,0.03006,1282,1
12,1,madrugada,0,2,quarta-feira,2,0,0,2,25,8.774515,32,0.031904,2,1
2,3,noite,0,5,segunda-feira,5,0,0,5,48,32.900423,32,0.00498,173,1
7,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.969678,40,0.03988,4,1
10,1,madrugada,0,1,sabado,1,0,0,1,0,4.703626,17,0.016393,8,1
390,1,madrugada,0,3,sabado,3,0,0,3,0,13.829826,55,0.03861,138,1
15,2,madrugada,0,1,sabado,1,0,0,1,0,4.758017,14,0.013553,11,1
11,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.850809,14,0.013659,4,1
5,1,madrugada,0,12,sexta-feira,14,0,2,13,0,50.127393,75,0.01173,441,1
35,17,madrugada,0,4,sexta-feira,7,3,0,4,0,32.501084,75,0,340,1
10,2,madrugada,0,2,sexta-feira,2,0,0,2,0,4.641148,11,0.010913,93,1
17,2,tarde,0,2,quinta-Feira,2,0,0,2,16,0,0,0,6,1
43,2,madrugada,0,2,quinta-Feira,3,1,0,2,0,13.274073,19,0.010934,26,1
13,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,5.421369,8,0.007929,0,1
7,1,noite,0,1,quarta-feira,1,0,0,1,0,4.921297,69,0.068657,1,1
56,1,noite,0,1,quarta-feira,1,0,0,1,0,4.608994,66,0.066398,2,1
35,31,manha,0,14,quarta-feira,16,2,0,13,0,71.818932,78,0.00603,767,1
16,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.821795,30,0.030303,8,1
30,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.310422,59,0.06002,17,1
20,1,noite,0,1,terca-feira,1,0,0,1,0,3.970338,10,0.010194,207,1
38,3,noite,0,3,terca-feira,4,0,1,3,0,4.221495,17,0.017436,118,1
104,1,noite,1,2,terca-feira,3,1,0,2,0,14.51907,30,0.008247,31,1
63,1,noite,0,2,terca-feira,2,0,0,2,0,9.515661,47,0.048554,57,1
7,1,tarde,0,1,terca-feira,1,0,0,1,0,4.909369,65,0.067288,1,1
19,2,manha,0,3,terca-feira,3,0,0,3,0,14.312399,23,0.011411,402,1
59,1,madrugada,0,1,terca-feira,2,1,0,1,0,8.750014,15,0.015609,142,1
8,1,noite,0,1,segunda-feira,1,0,0,1,0,4.832199,5,0.005219,26,1
15,1,noite,0,3,segunda-feira,3,0,0,3,0,12.67996,38,0.008359,41,1
9,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.852981,18,0.018868,22,1
13,6,madrugada,0,9,sabado,9,0,0,9,92,61.658215,53,0.034553,303,1
6,9,noite,0,3,quinta-Feira,3,0,0,3,0,9.885237,58,0.05835,245,1
11,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.750364,14,0.01407,10,1
17,3,madrugada,0,2,quinta-Feira,4,2,0,1,0,13.552065,10,0,26,1
46,1,madrugada,0,2,quinta-Feira,2,0,0,1,0,8.663322,11,0.011078,43,1
4,19,madrugada,0,10,quinta-Feira,11,1,0,11,0,152.587943,59,0.028226,1056,1
15,1,noite,0,1,quarta-feira,1,0,0,1,0,5.035168,33,0.033401,432,1
26,2,manha,0,3,quarta-feira,3,0,0,3,0,4.906307,43,0.043522,35,1
16,12,madrugada,0,10,quarta-feira,13,2,1,11,0,103.178754,75,0.02004,372,1
25,1,madrugada,0,2,quarta-feira,2,0,0,2,0,9.187147,44,0.044088,59,1
25,2,madrugada,0,3,quarta-feira,3,0,0,2,0,13.329412,41,0.018036,75,1
8,2,noite,0,2,terca-feira,2,0,0,2,0,9.358572,46,46,30,1
22,2,noite,2,3,terca-feira,7,4,0,2,0,13.49481,11,0,219,1
14,2,noite,0,4,terca-feira,5,1,0,5,0,13.204725,56,0.03507,107,1
15,1,noite,0,1,domingo,1,0,0,1,0,4.304533,35,0.034483,3,1
65,1,noite,0,1,sexta-feira,1,0,0,1,0,4.358049,41,0.040157,14,1
37,1,tarde,0,10,sexta-feira,10,0,0,9,8,46.629891,44,0.028376,681,1
8,1,tarde,0,3,sexta-feira,3,0,0,3,18,14.063766,35,0.01472,39,1
6,1,manha,0,1,sexta-feira,1,0,0,1,0,4.332582,29,0.028515,103,1
19,10,manha,0,13,sexta-feira,15,2,0,14,18,13.867436,56,0.028571,588,0
11,1,noite,0,1,quinta-Feira,1,0,0,1,0,5.04251,25,0.024534,4,1
14,2,noite,0,7,quinta-Feira,7,0,0,7,4,28.150423,49,0.031342,33,1
8,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.432388,23,0.022549,2,1
13,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.624897,16,0.015779,75,1
94,2,tarde,0,2,quinta-Feira,2,0,0,2,2,9.77629,19,0.018756,19,1
7,1,tarde,0,2,quinta-Feira,2,0,0,2,40,9.744488,64,0.062992,8,1
8,2,manha,0,1,quinta-Feira,1,0,0,1,0,4.987422,16,0.015795,602,1
6,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.775271,14,0.013861,8,1
43,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.805593,14,0.013875,13,1
3,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.055206,5,0.004965,2,1
10,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.780899,12,0.011928,2,1
5,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.693361,4,0.003976,5,1
54,3,noite,0,6,quarta-feira,7,1,0,5,0,14.042397,9,0.006965,361,1
5,1,noite,0,1,quarta-feira,1,0,0,1,0,4.920752,5,0.004883,20,1
8,1,tarde,0,7,quarta-feira,7,0,0,7,58,33.707023,33,0.016569,60,1
8,1,manha,0,1,quarta-feira,1,0,0,1,0,4.61075,3,0.002921,5,1
17,2,madrugada,0,2,quarta-feira,3,1,0,1,0,8.788409,7,0.00689,161,1
39,1,madrugada,1,1,quarta-feira,1,0,0,0,0,4.920145,2,0.00198,0,1
37,1,noite,0,1,terca-feira,1,0,0,1,0,4.923037,59,0.05859,1,1
31,1,noite,0,1,terca-feira,1,0,0,1,0,5.224149,12,0.011917,12,1
5,1,tarde,0,8,terca-feira,8,0,0,8,52,0,0,0,99,1
7,2,manha,1,1,terca-feira,3,0,2,2,0,5.025291,15,0.008876,979,1
34,1,manha,1,1,terca-feira,1,0,0,0,0,5.231675,10,0.009891,0,1
12,2,madrugada,0,2,terca-feira,2,0,0,2,115,4.672505,33,0.032641,5,1
14,8,madrugada,0,3,terca-feira,4,1,0,2,0,8.973128,5,0.004955,192,1
34,14,madrugada,0,10,terca-feira,10,0,0,10,0,22.766012,78,0.042914,900,0
78,8,madrugada,2,3,sabado,3,0,0,1,0,10.244209,18,0.017029,6,1
9,3,noite,0,6,quinta-Feira,6,0,0,5,0,26.97909,87,0.024551,206,1
49,19,noite,3,16,quinta-Feira,35,19,0,14,0,82.284186,52,0,2268,1
8,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.558822,23,0.022031,3,1
24,2,tarde,0,1,quinta-Feira,3,2,0,3,130,14.378585,32,0,160,1
7,1,madrugada,1,1,quinta-Feira,1,0,0,0,0,4.881378,8,0.00759,0,1
51,4,noite,0,1,quarta-feira,1,0,0,1,0,4.887419,48,0.045671,105,1
8,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.768638,46,0.043643,58,1
4,4,madrugada,0,2,terca-feira,2,0,0,2,0,18.386736,75,0.070621,8,0
12,3,madrugada,0,4,sabado,4,0,0,4,3,23.542022,61,0.052535,24,1
8,1,tarde,0,2,sexta-feira,2,0,0,2,0,9.349049,55,0.049063,31,1
19,1,madrugada,0,2,sexta-feira,2,0,0,2,23,9.446492,29,0.026009,16,1
11,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.741401,50,0.044092,11,1
39,1,madrugada,0,3,quinta-Feira,3,0,0,3,0,14.179933,31,0.024735,45,1
15,1,manha,0,1,terca-feira,1,0,0,1,0,4.867573,11,0.009291,31,1
89,1,noite,0,1,domingo,1,0,0,1,0,5.373056,46,0.039082,2,1
38,4,noite,0,19,sexta-feira,25,4,2,22,470,170.430395,51,0.019071,1223,1
3,1,manha,0,1,quarta-feira,1,0,0,1,0,4.948412,39,0.032718,1,1
