@relation 'marathon-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,14,10,1,11,8,9,12,16,17,20,21,15,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {noite,tarde,madrugada,manha}
@attribute other_files numeric
@attribute files_modified numeric
@attribute created_at_week_day {terca-feira,segunda-feira,sexta-feira,quinta-Feira,quarta-feira,domingo,sabado}
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_deleted numeric
@attribute src_files numeric
@attribute test_churn numeric
@attribute new_entropy numeric
@attribute commits_to_hottest_file numeric
@attribute hotness numeric
@attribute src_churn numeric
@attribute status {0,1}

@data
62,2,noite,0,2,terca-feira,2,0,0,2,62,9.351753,4,0.004425,4,1
17,1,tarde,1,1,terca-feira,1,0,0,0,0,4.573947,2,0.002215,0,1
17,1,tarde,1,1,terca-feira,1,0,0,0,0,4.573947,2,0.002212,0,0
58,1,madrugada,0,1,terca-feira,1,0,0,1,0,5.118316,17,0.018826,26,1
14,1,noite,0,1,segunda-feira,1,0,0,1,0,4.625144,0,0,5,1
12,2,noite,0,1,segunda-feira,1,0,0,1,0,9.833758,2,0.002227,64,1
20,1,tarde,0,1,segunda-feira,1,0,0,1,2,4.80616,2,0.002235,0,1
21,1,noite,1,1,sexta-feira,1,0,0,0,0,4.569641,0,0,0,1
7,2,noite,0,3,sexta-feira,3,0,0,3,480,23.603325,6,0.005464,18,1
8,3,tarde,0,11,sexta-feira,11,0,0,11,0,28.129188,25,0.004376,129,1
4,1,madrugada,0,1,sexta-feira,1,0,0,1,0,4.733256,0,0,3,1
57,2,tarde,0,11,quinta-Feira,11,0,0,11,630,94.653685,14,0.005411,405,1
12,2,tarde,0,2,quarta-feira,2,0,0,1,0,8.963411,14,0.015119,5,1
56,2,noite,0,17,terca-feira,19,1,1,19,622,171.21674,14,0.002169,421,1
7,1,tarde,0,1,terca-feira,1,0,0,1,0,4.624972,52,0.056707,4,1
3,1,tarde,0,1,terca-feira,1,0,0,1,0,4.252519,3,0.003286,2,1
8,1,tarde,0,1,terca-feira,1,0,0,1,0,4.606882,2,0.002195,2,1
9,1,tarde,0,3,terca-feira,3,0,0,3,0,13.926055,2,0,26,1
15,1,tarde,0,3,terca-feira,3,0,0,3,0,0,0,0,26,1
34,1,noite,0,3,segunda-feira,4,1,0,4,96,18.797902,12,0.00222,0,1
8,1,noite,0,2,segunda-feira,2,0,0,2,0,9.947638,29,0.032438,23,1
41,2,noite,0,5,segunda-feira,5,0,0,5,105,23.254387,8,0.002247,68,0
7,2,tarde,0,2,segunda-feira,4,2,0,4,604,38.125966,10,0.002247,68,1
39,1,manha,1,1,segunda-feira,1,0,0,0,0,4.715838,6,0.006772,0,1
37,3,manha,1,1,segunda-feira,1,0,0,0,0,10.545557,0,0,0,0
13,1,manha,1,1,segunda-feira,1,0,0,0,0,5.236822,0,0,0,0
19,2,noite,0,19,sexta-feira,22,3,0,23,295,190.926905,13,0.004444,4,1
21,2,tarde,0,1,sexta-feira,1,0,0,1,108,9.739762,0,0,0,1
10,1,tarde,0,2,sexta-feira,2,0,0,2,14,9.225532,2,0.002242,4,1
6,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.810517,0,0,8,1
85,2,noite,1,3,quinta-Feira,4,0,1,3,0,23.956002,22,0.005587,2332,1
140,2,noite,0,3,quinta-Feira,3,0,0,3,184,28.035312,8,0.002247,126,1
14,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.501263,7,0.007928,2,1
3,2,noite,0,2,quinta-Feira,2,0,0,2,0,9.59864,4,0.004551,97,1
14,2,noite,0,1,quarta-feira,1,0,0,1,0,4.958186,31,0.03433,71,1
6,1,noite,0,1,quarta-feira,1,0,0,1,0,4.503629,44,0.048998,2,1
6,1,noite,0,1,quarta-feira,1,0,0,1,0,4.622888,42,0.046667,2,1
4,2,noite,0,1,quarta-feira,1,0,0,1,0,9.721014,29,0.03233,8,1
36,3,tarde,0,7,terca-feira,7,0,0,7,1,28.760218,29,0.011136,114,1
5,2,tarde,0,1,domingo,1,0,0,1,0,9.782888,25,0.026539,2,1
16,2,tarde,0,3,sexta-feira,3,0,0,3,2,9.367936,29,0.030623,14,1
5,1,tarde,0,1,sexta-feira,1,0,0,0,0,4.797379,2,0.002096,0,1
26,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.640502,46,0.048117,2,1
15,2,noite,0,1,quinta-Feira,1,0,0,1,0,4.853395,53,0.055324,174,1
11,2,tarde,0,1,quinta-Feira,1,0,0,1,0,9.450189,53,0.055324,56,1
19,1,tarde,0,1,quinta-Feira,1,0,0,1,2,4.728878,2,0.002092,0,1
3,2,tarde,0,1,quinta-Feira,1,0,0,1,0,4.814627,50,0.052083,26,1
7,1,tarde,0,1,quinta-Feira,1,0,0,1,1,4.508814,12,0.012526,0,1
12,2,noite,0,3,quarta-feira,3,0,0,3,0,14.368843,33,0.017801,28,1
15,1,noite,0,1,quarta-feira,1,0,0,1,0,4.519843,0,0,24,1
40,2,noite,0,2,quarta-feira,2,0,0,2,0,18.311471,11,0.01153,57,1
10,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.903878,3,0.003165,57,1
17,1,tarde,0,1,quarta-feira,1,0,0,1,3,4.840685,17,0.017951,0,1
10,3,noite,0,10,terca-feira,10,0,0,10,303,91.037667,45,0.004206,14,1
16,1,tarde,1,1,terca-feira,1,0,0,0,0,4.31677,4,0.004233,0,1
6,1,tarde,0,4,terca-feira,4,0,0,4,9,18.825244,31,0.026427,11,1
5,1,tarde,0,1,terca-feira,1,0,0,1,0,4.654408,4,0.004228,2,1
19,1,tarde,0,1,terca-feira,1,0,0,1,0,4.800094,29,0.030688,48,1
41,2,tarde,0,8,terca-feira,8,0,0,8,179,33.742531,16,0.013742,166,1
19,1,noite,0,1,segunda-feira,1,0,0,1,0,4.939843,45,0.04772,3,1
13,1,tarde,0,2,segunda-feira,2,0,0,2,0,9.391582,27,0.028754,16,1
3,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.61172,2,0.002137,2,1
27,1,noite,0,3,sexta-feira,3,0,0,3,10,13.345657,9,0.008547,10,1
15,2,tarde,2,3,sexta-feira,5,2,0,3,4,47.942762,41,0.004283,54,1
13,2,tarde,1,4,sexta-feira,8,4,0,7,2,43.012652,41,0.005353,163,0
6,1,tarde,0,3,sexta-feira,6,3,0,6,0,28.83919,29,0,189,0
5,2,tarde,0,1,sexta-feira,1,0,0,1,0,9.553038,43,0.046187,75,1
8,4,tarde,0,6,sexta-feira,6,0,0,6,38,110.365728,43,0.023681,96,1
14,2,tarde,0,18,sexta-feira,31,12,1,29,206,166.774938,15,0.002153,1120,1
5,1,tarde,0,1,sexta-feira,1,0,0,1,2,4.649037,6,0.006466,0,1
6,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.647055,25,0.026969,8,1
37,2,tarde,3,2,sexta-feira,3,1,0,0,0,29.342946,8,0.008658,0,1
55,1,tarde,2,2,sexta-feira,2,0,0,0,0,9.649655,6,0.006515,0,0
64,2,noite,0,5,quinta-Feira,5,0,0,4,0,23.232869,39,0.005435,38,1
6,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.846672,6,0.006536,12,1
6,1,noite,0,3,quinta-Feira,6,3,0,6,0,28.836266,39,0.005417,191,1
6,1,noite,0,3,quinta-Feira,6,3,0,6,0,28.95144,29,0,152,0
4,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.889798,21,0.022876,44,0
7,2,tarde,0,5,quinta-Feira,5,0,0,5,8,24.119063,21,0.010929,32,1
4,1,tarde,0,1,quinta-Feira,1,0,0,1,0,5.020146,26,0.028292,4,1
3,2,tarde,0,1,quinta-Feira,1,0,0,1,0,9.711362,35,0.038168,53,0
11,1,manha,0,1,quinta-Feira,1,0,0,1,7,4.616409,0,0,0,1
22,1,manha,0,13,quinta-Feira,15,2,0,15,166,71.031804,21,0.002176,382,0
8,3,noite,0,2,quarta-feira,2,0,0,2,274,24.768118,7,0.007659,169,1
3,2,noite,2,2,quarta-feira,2,0,0,0,0,9.340326,6,0.006623,0,1
9,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.61153,0,0,5,1
22,2,tarde,2,2,quarta-feira,2,0,0,0,0,19.837251,2,0.002232,0,0
19,1,tarde,0,2,quarta-feira,2,0,0,2,0,9.250747,7,0.007839,36,1
14,2,tarde,0,6,quarta-feira,6,0,0,6,15,19.292702,19,0.012332,56,0
81,1,manha,0,1,quarta-feira,1,0,0,1,0,4.505412,37,0.041573,2,1
19,1,noite,0,2,terca-feira,2,0,0,1,0,0,0,0,78,1
17,1,noite,0,13,terca-feira,23,10,0,23,104,110.249171,10,0.002262,658,0
6,1,noite,0,1,terca-feira,1,0,0,1,0,0,0,0,4,1
43,1,tarde,0,7,terca-feira,8,1,0,7,62,38.208579,23,0.006842,160,1
6,1,tarde,0,3,terca-feira,3,0,0,3,0,14.214785,0,0,22,0
6,2,tarde,0,2,terca-feira,2,0,0,2,0,14.198409,25,0.02867,8,1
29,2,tarde,0,7,terca-feira,8,1,0,7,106,38.13777,2,0,318,0
18,3,noite,0,22,segunda-feira,25,3,0,25,334,80.059724,24,0.002323,991,1
27,1,noite,0,10,segunda-feira,13,2,1,14,108,56.509409,6,0.004662,444,0
15,1,tarde,0,2,segunda-feira,2,0,0,2,17,9.465366,12,0.014052,5,1
6,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.539794,27,0.03169,2,1
39,1,tarde,0,3,segunda-feira,3,0,0,3,0,13.48531,16,0.014101,8,1
3,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.795994,7,0.008235,7,1
17,1,tarde,0,5,segunda-feira,5,0,0,5,2,23.585565,11,0.007092,118,1
5,1,noite,0,1,sexta-feira,1,0,0,1,0,4.75066,44,0.051826,2,1
7,1,noite,0,3,sexta-feira,3,0,0,3,33,13.815989,6,0.005889,2,0
7,2,tarde,0,3,sexta-feira,5,2,0,5,53,38.601385,7,0.001185,427,0
4,2,tarde,0,2,sexta-feira,2,0,0,2,24,4.691818,2,0.002375,22,0
9,1,tarde,0,3,sexta-feira,3,0,0,3,0,14.356487,6,0.005938,15,1
19,1,tarde,0,3,sexta-feira,3,0,0,3,2,0,0,0,61,0
3,3,tarde,0,7,sexta-feira,7,0,0,7,0,33.409247,7,0.005974,221,1
3,3,tarde,0,7,sexta-feira,7,0,0,7,0,33.409247,7,0.005967,221,0
7,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.896338,4,0.004808,14,0
5,2,noite,0,1,quarta-feira,1,0,0,1,0,8.73751,40,0.04779,57,0
12,1,noite,0,1,quarta-feira,1,0,0,1,0,4.594641,0,0,2,1
13,2,noite,0,1,terca-feira,1,0,0,1,0,8.981588,5,0.005889,4,0
50,1,noite,0,1,terca-feira,1,0,0,1,1,4.71491,25,0.029586,0,1
19,1,noite,0,1,terca-feira,1,0,0,1,1,4.593637,6,0.007109,0,0
6,2,tarde,0,3,terca-feira,3,0,0,3,0,23.828608,4,0.002387,16,1
3,1,tarde,0,3,terca-feira,3,0,0,3,0,13.870681,0,0,13,0
11,3,tarde,0,16,terca-feira,18,2,0,17,171,66.797334,3,0,709,0
8,1,tarde,0,1,terca-feira,1,0,0,1,0,4.904085,16,0.019185,3,1
7,1,tarde,0,1,terca-feira,1,0,0,1,0,4.606459,2,0.002395,2,1
3,2,noite,0,1,segunda-feira,1,0,0,1,0,4.764329,41,0.049398,82,1
4,1,noite,0,2,segunda-feira,2,0,0,2,0,9.737425,29,0.034982,12,1
4,2,tarde,1,1,segunda-feira,3,2,0,1,0,8.641216,10,0,323,1
26,2,tarde,0,1,segunda-feira,1,0,0,1,0,9.786828,2,0.002421,9,1
68,2,tarde,40,9,segunda-feira,105,64,32,44,20,131.608378,38,0,2845,1
17,2,tarde,0,1,segunda-feira,1,0,0,1,0,9.481096,4,0.004872,10,1
5,1,noite,0,1,sexta-feira,1,0,0,1,0,4.659762,39,0.047388,28,1
5,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.673115,39,0.047503,2,0
5,1,tarde,0,2,quinta-Feira,2,0,0,2,0,9.710248,9,0.01107,24,0
15,1,manha,0,2,quinta-Feira,2,0,0,2,28,9.381179,14,0.017073,4,1
14,1,noite,0,1,quarta-feira,1,0,0,1,0,4.941701,6,0.007353,2,1
43,1,madrugada,1,1,quarta-feira,1,0,0,0,0,5.055368,3,0.003676,0,1
54,1,madrugada,1,12,quarta-feira,12,0,0,10,21,53.296641,40,0.01227,248,0
18,2,noite,2,0,terca-feira,6,6,0,4,0,30.053164,0,0,302,1
6,1,tarde,0,1,terca-feira,1,0,0,1,0,4.899898,8,0.00984,7,1
5,1,tarde,0,3,terca-feira,3,0,0,3,2,0,0,0,4,1
14,2,tarde,0,1,segunda-feira,1,0,0,1,0,4.539794,29,0.036524,4,1
5,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.539794,27,0.034048,2,1
11,1,tarde,0,2,segunda-feira,2,0,0,2,2,9.315104,6,0.007585,2,1
34,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.443445,6,0.007614,2,1
26,2,tarde,1,1,sexta-feira,1,0,0,0,0,4.972205,0,0,0,1
19,1,tarde,0,2,quinta-Feira,2,0,0,2,6,9.57435,4,0.005025,9,1
70,2,tarde,0,22,quinta-Feira,26,4,0,26,814,196.603258,19,0.005038,625,1
6,1,tarde,0,2,quinta-Feira,2,0,0,2,37,9.435916,5,0.006305,10,1
48,1,noite,1,2,quarta-feira,3,1,0,2,0,14.598012,28,0.003851,33,0
39,2,tarde,2,30,quarta-feira,31,1,0,29,28,148.637235,27,0.005175,146,1
21,2,noite,0,9,terca-feira,12,3,0,12,115,62.5646,39,0.007673,167,1
25,1,tarde,1,3,segunda-feira,3,0,0,2,124,14.459976,8,0.01043,12,1
12,1,tarde,0,1,sexta-feira,1,0,0,1,0,5.230504,12,0.015686,38,1
52,1,tarde,0,3,quinta-Feira,3,0,0,3,0,14.281253,6,0.005242,47,1
7,1,tarde,0,2,quinta-Feira,2,0,0,2,2,0,0,0,2,0
6,2,noite,0,1,quarta-feira,1,0,0,1,0,5.056886,30,0.037594,17,1
4,4,tarde,2,9,quarta-feira,9,0,0,7,6,27.802838,6,0.002528,19,0
38,1,manha,0,8,quarta-feira,8,0,0,8,44,37.939952,37,0.010063,163,1
37,1,noite,1,1,sabado,1,0,0,0,0,4.485181,0,0,0,1
8,2,tarde,0,1,sexta-feira,1,0,0,1,0,9.155161,2,0.002415,50,1
7,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.600491,10,0.012121,2,1
33,6,noite,0,33,quinta-Feira,55,19,3,52,1825,0,0,0,3080,1
10,2,tarde,2,4,quinta-Feira,4,0,0,2,0,19.02716,35,0.002469,12,1
6,1,tarde,0,2,quinta-Feira,2,0,0,2,0,0,0,0,6,1
7,1,tarde,0,3,quinta-Feira,3,0,0,3,19,13.949036,20,0.007463,1,1
19,2,tarde,0,1,quarta-feira,1,0,0,1,0,9.462111,40,0.05,68,1
28,1,tarde,0,8,quarta-feira,8,0,0,8,44,37.937508,44,0.01,163,1
35,2,tarde,0,6,quarta-feira,7,1,0,8,270,68.145637,14,0.01,85,1
22,2,tarde,0,1,quarta-feira,1,0,0,1,0,9.174488,37,0.046308,126,1
5,3,noite,0,22,terca-feira,22,0,0,22,329,104.051387,40,0.007643,263,1
4,1,noite,0,2,terca-feira,2,0,0,2,180,9.494934,18,0.022959,0,1
24,1,noite,0,5,terca-feira,5,0,0,5,28,23.581263,21,0.012771,0,1
48,1,tarde,0,9,terca-feira,10,1,0,10,31,45.365736,8,0.005102,0,1
4,1,noite,0,1,segunda-feira,1,0,0,1,4,4.709873,2,0.002561,0,1
14,4,tarde,0,17,segunda-feira,28,11,0,28,369,0,0,0,1082,1
5,1,tarde,0,1,segunda-feira,1,0,0,1,11,4.736069,2,0.002646,0,1
7,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.827103,25,0.033156,1,1
23,1,manha,1,1,sabado,2,0,1,1,0,4.46512,23,0.029487,4,1
18,1,tarde,0,6,sexta-feira,6,0,0,6,331,28.00734,41,0.010152,67,1
37,1,tarde,0,6,sexta-feira,8,2,0,8,0,37.425576,20,0.007605,106,1
19,1,tarde,0,1,sexta-feira,1,0,0,1,15,4.694142,27,0.034571,0,1
8,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.62201,2,0.002567,6,1
51,1,noite,0,15,quinta-Feira,15,0,0,17,179,70.87168,14,0.005141,101,1
14,1,tarde,2,2,quinta-Feira,3,1,0,1,15,14.079626,4,0.002587,0,1
12,13,tarde,0,18,quinta-Feira,19,1,0,18,379,52.613739,29,0.015564,112,1
13,1,tarde,0,3,quinta-Feira,3,0,0,3,28,0,0,0,3,1
64,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.527372,2,0.002625,4,1
8,2,noite,0,1,quarta-feira,1,0,0,1,0,9.651438,24,0.031788,3,1
4,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.968907,44,0.057292,225,1
15,1,tarde,0,6,quarta-feira,6,0,0,6,11,28.037506,26,0.005188,18,1
7,4,tarde,1,2,quarta-feira,3,1,0,1,0,8.633991,35,0.045812,2,0
56,1,manha,0,1,quarta-feira,1,0,0,1,0,4.637199,25,0.032425,5,1
17,1,manha,0,1,quarta-feira,1,0,0,1,0,4.676784,31,0.04026,2,1
144,2,manha,1,11,quarta-feira,11,0,0,9,39,77.20139,18,0.007843,547,0
7,1,noite,0,2,terca-feira,2,0,0,2,0,9.300718,31,0.040576,76,1
15,2,noite,0,18,terca-feira,26,7,1,26,601,113.713698,42,0.002625,548,1
11,1,tarde,0,1,terca-feira,1,0,0,1,0,4.73588,0,0,2,1
4,1,manha,0,1,terca-feira,1,0,0,1,0,4.821741,26,0.034301,16,0
12,1,noite,0,21,segunda-feira,33,12,0,34,728,157.507137,40,0.002639,1473,1
8,1,tarde,0,11,segunda-feira,13,2,0,13,139,61.427263,32,0.008011,74,1
16,1,tarde,0,9,domingo,9,0,0,10,21,0,0,0,76,1
25,1,tarde,0,5,sexta-feira,5,0,0,5,86,23.354494,31,0,86,1
9,1,tarde,0,3,sexta-feira,3,0,0,3,13,14.465935,16,0.010782,9,1
4,1,tarde,0,2,sexta-feira,2,0,0,2,12,0,0,0,0,1
72,1,manha,0,1,sexta-feira,1,0,0,1,0,4.418227,43,0.05803,58,1
165,1,noite,0,1,quinta-Feira,1,0,0,1,0,4.334848,43,0.058266,100,1
15,1,tarde,0,2,quinta-Feira,2,0,0,2,0,9.127896,9,0.012212,5,1
4,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.249454,2,0.002721,4,1
12,1,tarde,0,3,quinta-Feira,3,0,0,3,11,13.98038,38,0.006821,11,1
30,1,tarde,1,37,quinta-Feira,41,4,0,40,793,193.466949,40,0.008208,842,1
21,1,tarde,0,2,quinta-Feira,2,0,0,2,80,9.788115,23,0.031421,0,1
33,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.528166,8,0.010914,4,1
48,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.437597,39,0.053867,7,1
5,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.433957,39,0.053867,10,1
14,1,tarde,0,1,quarta-feira,2,1,0,2,40,9.603251,7,0.009669,14,1
28,1,noite,1,9,terca-feira,9,0,0,8,88,42.185006,28,0.008322,113,1
44,1,tarde,0,1,terca-feira,1,0,0,1,0,0,0,0,51,1
4,1,tarde,0,1,terca-feira,1,0,0,1,0,4.394599,6,0.008368,2,1
18,1,tarde,0,1,terca-feira,1,0,0,1,30,4.710017,13,0.018182,0,1
4,1,manha,0,1,terca-feira,1,0,0,1,0,4.565144,12,0.016854,2,1
4,1,manha,0,1,terca-feira,1,0,0,1,0,4.565144,12,0.016878,2,0
40,2,noite,1,49,segunda-feira,55,4,2,55,1064,243.640655,34,0.005634,763,1
42,1,manha,0,1,sexta-feira,1,0,0,1,0,4.605816,12,0.016484,2,1
20,2,noite,1,32,quinta-Feira,32,0,0,31,344,150.363482,27,0.008242,715,0
17,1,noite,1,2,quinta-Feira,2,0,0,1,0,4.602378,11,0.015172,2,1
271,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.071855,32,0.044321,4,1
13,1,madrugada,0,1,quinta-Feira,1,0,0,1,0,4.349001,10,0.013812,2,1
5,2,madrugada,1,2,quinta-Feira,2,0,0,1,0,4.728393,10,0.01387,3,1
6,1,noite,0,1,quarta-feira,1,0,0,1,0,5.000396,25,0.034916,1,1
42,1,tarde,0,1,quarta-feira,1,0,0,1,0,5.039681,4,0.005571,2,1
31,1,madrugada,0,1,quarta-feira,1,0,0,1,0,4.952696,25,0.034722,1,1
7,1,noite,0,1,terca-feira,1,0,0,0,0,4.69432,7,0.009736,0,1
9,1,noite,0,1,terca-feira,1,0,0,1,0,4.567535,8,0.011158,10,1
5,1,noite,11,7,terca-feira,7,0,0,12,0,28.370085,6,0.001399,140,1
49,1,tarde,0,7,terca-feira,8,1,0,8,150,38.56214,23,0.002766,38,1
13,1,madrugada,0,6,terca-feira,6,0,0,6,51,0,0,0,62,1
15,1,madrugada,0,3,terca-feira,3,0,0,3,0,0,0,0,8,1
3,1,noite,0,1,segunda-feira,1,0,0,1,0,4.521673,2,0.002786,2,1
19,1,noite,0,2,segunda-feira,2,0,0,2,0,9.587078,11,0.015385,16,1
85,1,noite,0,1,segunda-feira,1,0,0,1,0,4.571868,2,0.002813,2,1
9,1,noite,0,1,segunda-feira,1,0,0,1,0,4.729523,5,0.007042,2,0
24,2,noite,0,12,segunda-feira,14,2,0,14,173,61.275608,30,0.002821,183,1
7,1,tarde,0,6,segunda-feira,6,0,0,6,6,27.83271,29,0.014164,13,1
8,1,noite,0,1,sexta-feira,1,0,0,1,0,4.804771,8,0.011204,23,1
36,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.819289,27,0.038028,75,1
47,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.6623,2,0.002825,6,1
6,1,tarde,0,1,sexta-feira,1,0,0,1,0,0,0,0,3,1
43,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.736519,27,0.038407,176,1
6,1,tarde,0,1,sexta-feira,1,0,0,1,0,4.563636,27,0.038407,11,1
20,1,manha,0,1,sexta-feira,1,0,0,1,0,4.630921,27,0.038516,2,1
19,1,manha,1,1,sexta-feira,1,0,0,0,0,4.490169,4,0.005722,0,0
17,1,manha,0,1,sexta-feira,1,0,0,1,0,4.477303,27,0.038627,17,1
8,1,noite,0,2,quinta-Feira,3,1,0,4,48,14.39564,29,0.035765,66,0
18,2,noite,0,1,quinta-Feira,1,0,0,1,0,4.443124,0,0,4,1
24,2,noite,0,1,quinta-Feira,1,0,0,1,0,4.891889,22,0.031655,3,1
24,1,tarde,0,1,quinta-Feira,1,0,0,1,0,4.479167,4,0.005682,10,1
21,1,tarde,0,2,quinta-Feira,3,1,0,4,48,14.359731,15,0.018466,53,0
15,1,manha,0,1,quinta-Feira,1,0,0,1,0,4.565814,22,0.030986,2,0
23,2,tarde,2,6,quarta-feira,9,3,0,6,0,37.874033,31,0.01669,125,0
11,1,tarde,0,2,quarta-feira,2,0,0,2,0,9.310343,6,0.00838,16,1
22,1,manha,0,1,quarta-feira,1,0,0,1,0,4.976534,20,0.027933,1,1
8,1,tarde,0,1,terca-feira,2,1,0,1,0,8.915999,7,0.009511,23,1
19,1,tarde,1,1,terca-feira,1,0,0,0,0,4.612514,5,0.006803,0,1
32,1,madrugada,2,4,segunda-feira,7,2,1,5,100,0,0,0,93,1
12,1,noite,0,1,domingo,2,1,0,2,87,9.639157,3,0.004087,0,1
9,1,tarde,0,1,sabado,3,2,0,3,20,14.730004,12,0,60,0
4,1,tarde,0,1,sexta-feira,1,0,0,1,0,0,0,0,12,1
4,1,tarde,0,4,sexta-feira,4,0,0,4,14,19.113134,8,0.010782,10,1
10,2,madrugada,0,2,sexta-feira,2,0,0,1,0,8.78351,5,0.006766,12,1
43,1,tarde,1,3,quinta-Feira,4,1,0,3,75,16.673082,10,0.00271,0,1
11,1,tarde,0,5,quinta-Feira,5,0,0,5,0,23.416088,28,0.036685,13,1
127,1,noite,0,18,quarta-feira,24,6,0,24,285,115.244914,13,0,235,1
18,1,tarde,0,6,quarta-feira,6,0,0,5,21,27.662367,19,0.008174,256,1
25,2,tarde,0,4,quarta-feira,4,0,0,4,35,23.005355,19,0.019074,157,1
36,2,tarde,0,4,quarta-feira,4,0,0,4,35,23.085916,15,0.013624,161,1
7,1,madrugada,0,2,quarta-feira,2,0,0,2,69,9.464731,21,0.028571,15,1
127,3,noite,0,16,terca-feira,21,5,0,20,75,95.553891,13,0.005413,213,0
2,3,noite,0,4,terca-feira,4,0,0,4,35,23.126693,15,0.013755,144,1
38,1,noite,0,1,terca-feira,1,0,0,1,0,0,0,0,1,1
137,3,manha,0,2,terca-feira,2,0,0,2,0,18.56567,0,0,14,1
8,1,noite,0,1,segunda-feira,2,1,0,2,0,9.527271,2,0.002809,164,1
9,1,tarde,0,1,segunda-feira,1,0,0,1,0,4.835623,0,0,5,0
12,1,madrugada,0,1,sabado,1,0,0,1,0,4.800714,24,0.033803,2,1
18,1,madrugada,1,1,sexta-feira,1,0,0,0,0,4.824464,0,0,0,1
15,1,manha,0,1,quinta-Feira,1,0,0,1,0,4.433541,4,0.005634,2,1
4,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.550501,6,0.008646,4,1
6,1,tarde,0,1,quarta-feira,1,0,0,1,0,4.66825,6,0.008621,48,1
9,1,noite,0,1,terca-feira,2,1,0,2,0,9.582159,8,0.011577,102,1
12,1,noite,0,1,terca-feira,1,0,0,1,0,4.976542,24,0.034985,1,1
6,1,noite,0,1,terca-feira,1,0,0,1,0,4.901937,24,0.034985,1,1
28,1,noite,0,15,segunda-feira,15,0,0,15,102,0,0,0,136,1
13,1,noite,0,12,segunda-feira,13,1,0,13,0,65.287084,11,0.002915,71,1
9,1,tarde,0,4,segunda-feira,4,0,0,4,61,20.056234,30,0.027656,34,1
54,1,noite,0,0,sabado,0,0,0,0,0,0,0,0,0,1
52,1,tarde,0,1,sexta-feira,2,1,0,2,28,9.308678,28,0.040876,2,1
54,1,noite,0,3,quinta-Feira,3,0,0,3,0,14.267089,22,0.002911,921,1
10,1,manha,0,1,quinta-Feira,1,0,0,1,0,0,0,0,66,1
71,1,noite,1,5,quarta-feira,7,1,1,37,0,29.070174,28,0,703,1
34,1,tarde,0,2,quarta-feira,3,1,0,3,28,14.224009,28,0.006015,45,0
