@relation 'pulp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,7,10,6,12,2,11,15,17,18,16,5,8,9,14,53'

@attribute forward_links {false,true}
@attribute num_commits numeric
@attribute files_modified numeric
@attribute description_length numeric
@attribute src_files numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute files_changed numeric
@attribute src_churn numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute test_churn numeric
@attribute intra_branch {false,true}
@attribute files_added numeric
@attribute files_deleted numeric
@attribute other_files numeric
@attribute status {0,1}

@data
false,1,6,37,6,madrugada,6,8,26.214619,0.432903,82,false,0,0,0,1
false,1,2,17,2,madrugada,2,5,9.040684,0.152648,4,false,0,0,0,1
false,1,2,41,2,noite,2,20,8.931972,0.147501,11,false,0,0,0,1
false,2,1,4,1,madrugada,1,6,8.811203,0.148776,0,false,0,0,0,1
false,2,5,29,5,madrugada,5,89,39.41068,0.665443,158,false,0,0,0,1
false,1,1,8,1,madrugada,1,4,4.493248,0.075868,0,false,0,0,0,1
false,2,2,32,1,noite,3,28,23.673491,0.399724,0,false,1,0,2,1
false,2,2,25,2,noite,2,52,9.395853,0.158648,117,false,0,0,0,1
false,1,1,30,1,madrugada,1,2,4.325734,0.071434,0,false,0,0,0,1
false,2,1,7,0,madrugada,1,0,9.190495,0.155185,0,false,0,0,0,1
false,1,2,11,1,noite,2,14,9.133976,0.15459,0,false,0,0,1,1
false,2,2,37,1,noite,2,7,18.76995,0.317677,0,false,0,0,1,1
false,2,5,72,2,noite,5,77,44.807974,0.758364,0,false,0,0,3,1
false,1,2,68,2,manha,2,1,8.82943,0.149434,11,false,0,0,0,1
false,1,2,49,2,manha,2,33,8.894301,0.150532,25,false,0,0,0,1
false,1,2,13,2,manha,2,2,8.369034,0.141642,4,false,0,0,0,1
false,1,1,78,1,manha,1,2,4.57834,0.077486,0,false,0,0,0,0
false,2,2,50,2,manha,2,54,4.508342,0.076301,52,false,0,0,0,1
false,1,1,23,0,madrugada,1,0,3.383491,0.057265,0,false,0,0,1,1
false,2,10,100,7,madrugada,10,201,60.702266,1.027369,39,false,0,0,0,1
false,1,3,34,3,madrugada,3,39,14.281968,0.241718,21,false,0,0,0,1
false,2,39,37,43,madrugada,43,2996,351.522792,5.962823,5865,false,2,2,0,1
false,1,1,10,1,madrugada,1,0,4.693208,0.07961,5,false,0,0,0,1
false,2,4,272,4,madrugada,4,274,17.54249,0.288995,284,false,0,0,0,1
false,1,3,39,0,noite,3,0,14.866242,0.252176,0,false,0,0,3,1
false,1,1,70,1,noite,1,1,4.42989,0.075144,0,false,0,0,0,1
false,2,1,92,0,noite,1,0,4.842065,0.081848,0,false,0,0,0,1
false,1,1,103,0,noite,1,0,4.878138,0.086761,0,false,0,0,0,1
false,1,1,103,0,noite,1,0,4.878138,0.082748,0,false,0,0,0,0
false,1,1,6,0,noite,1,0,3.719332,0.063091,0,false,0,0,1,1
false,2,1,7,1,madrugada,1,46,9.554586,0.17006,0,false,0,0,0,1
false,1,4,28,4,madrugada,4,60,18.636642,0.31437,63,false,0,0,0,1
false,1,4,92,4,madrugada,4,60,18.636642,0.31437,63,false,0,0,0,1
false,2,8,66,8,madrugada,8,52,34.874606,0.591444,36,false,0,0,0,1
false,1,1,11,0,noite,1,0,4.439881,0.079024,0,false,0,0,1,1
false,1,1,35,1,tarde,1,4,4.620084,0.078353,0,false,0,0,0,1
false,1,1,9,0,manha,1,0,4.473549,0.075868,0,false,0,0,0,1
false,1,4,8,4,madrugada,4,29,17.841521,0.293922,18,false,0,0,0,1
false,3,2,88,0,madrugada,4,0,37.113372,0.629411,0,false,2,0,4,1
false,1,1,56,0,madrugada,2,0,4.818154,0.085614,0,false,0,1,0,1
false,1,1,62,1,madrugada,1,0,4.611728,0.077885,5,false,0,0,0,1
false,2,5,40,5,madrugada,5,18,32.008958,0.52734,32,false,0,0,0,1
false,1,2,62,2,madrugada,2,2,9.026278,0.160506,5,false,0,0,0,1
false,1,3,62,3,noite,3,2,13.528681,0.227689,10,false,0,0,0,1
false,1,1,7,0,noite,1,0,4.524435,0.076147,0,false,0,0,1,1
false,1,2,2,0,tarde,2,0,8.356903,0.141134,0,false,0,0,2,1
true,1,2,9,1,madrugada,2,1,9.639416,0.162485,0,false,0,0,2,1
false,1,2,75,1,madrugada,2,2,9.171296,0.151095,0,false,0,0,1,1
false,1,1,7,0,madrugada,1,0,3.915239,0.066122,0,false,0,0,1,1
false,2,1,15,1,noite,1,5,9.10938,0.153549,0,false,0,0,0,1
false,1,3,9,2,noite,3,32,13.401604,0.225899,0,false,0,0,0,1
false,1,6,271,4,manha,8,43,0,0,0,false,2,0,4,1
false,1,1,5,0,noite,1,0,4.071668,0.068633,0,false,0,0,1,1
false,1,1,10,0,noite,1,0,4.421715,0.074534,0,false,0,0,1,0
false,1,2,94,2,noite,2,25,8.894052,0.149921,55,false,0,0,0,1
false,1,1,7,1,noite,1,0,4.50619,0.075958,2,false,0,0,0,1
false,1,1,36,0,manha,1,0,4.067077,0.068686,0,false,0,0,1,1
false,1,1,9,0,madrugada,1,0,3.929101,0.069867,0,false,0,0,1,1
false,1,1,9,0,noite,1,0,4.452433,0.075051,0,false,0,0,0,1
false,1,1,16,0,noite,1,0,4.95855,0.083634,0,false,0,0,1,1
false,1,1,14,0,noite,1,0,4.147507,0.070045,0,false,0,0,1,1
false,1,1,8,0,noite,2,0,4.623448,0.077917,0,false,0,1,2,1
false,1,4,14,4,madrugada,4,47,18.796333,0.316766,50,false,0,0,0,1
false,1,2,6,2,noite,2,19,9.053678,0.14935,20,false,0,0,0,1
false,1,5,25,4,noite,5,113,22.926698,0.378201,223,false,0,0,0,1
false,2,2,9,2,madrugada,2,300,17.89244,0.301534,184,false,0,0,0,1
false,1,2,12,2,madrugada,2,4,8.635309,0.145837,81,false,0,0,0,1
false,2,4,78,4,noite,4,57,35.896026,0.604942,63,false,0,0,0,1
false,1,11,8,0,noite,11,0,37.750326,0.671277,0,false,0,0,0,1
false,2,2,74,2,madrugada,2,62,18.138129,0.299208,106,false,0,0,0,1
false,1,1,19,1,madrugada,1,0,4.840707,0.081579,2,false,0,0,0,1
false,2,10,66,21,noite,24,602,102.671675,1.73029,830,false,2,12,0,1
false,1,1,7,0,noite,1,0,4.649198,0.078351,0,false,0,0,1,1
false,2,5,26,0,noite,5,0,24.924586,0.420045,0,false,0,0,5,0
false,2,5,51,6,madrugada,6,197,17.93018,0.302171,445,false,1,0,0,1
false,1,2,7,2,madrugada,2,2,8.787052,0.148085,4,false,0,0,0,1
false,1,2,13,0,madrugada,2,0,8.988621,0.151482,0,false,0,0,0,1
false,1,1,35,0,madrugada,1,0,4.017149,0.0677,0,false,0,0,1,1
false,1,7,66,19,madrugada,21,283,41.143672,0.693379,412,false,2,12,0,0
false,2,0,40,3,madrugada,3,151,13.498154,0.227479,0,false,3,0,0,1
false,2,2,20,2,madrugada,2,21,18.82128,0.317188,12,false,0,0,0,1
false,1,2,43,2,noite,2,16,9.032621,0.149003,20,false,0,0,0,0
false,1,1,173,0,madrugada,1,0,4.794886,0.08093,0,false,0,0,1,1
false,2,1,5,0,noite,1,0,10.215455,0.172423,0,false,0,0,1,1
false,2,1,51,1,noite,1,8,9.895991,0.16703,0,false,0,0,0,1
false,1,1,6,1,noite,1,6,5.220921,0.088122,0,false,0,0,0,1
false,2,6,69,6,noite,6,139,53.295706,0.899557,176,false,0,0,0,1
false,2,3,9,4,noite,5,116,41.628606,0.702631,147,false,2,0,0,1
false,1,2,56,2,noite,2,4,9.01984,0.152242,7,false,0,0,0,0
false,1,1,5,1,noite,1,2,4.5289,0.076441,0,false,0,0,0,1
false,1,1,9,0,madrugada,1,0,4.467378,0.07539,0,false,0,0,0,1
false,1,1,5,0,noite,2,0,3.768274,0.06346,0,false,0,1,0,1
false,1,1,30,1,noite,1,2,3.741991,0.061728,0,false,0,0,0,1
false,1,1,14,0,tarde,1,0,4.746524,0.080101,0,false,0,0,0,1
false,1,2,204,2,madrugada,2,2,8.87371,0.149775,8,false,0,0,0,1
false,1,1,8,0,madrugada,1,0,4.419676,0.074598,0,false,0,0,0,1
false,1,1,28,0,madrugada,1,0,4.671796,0.078853,0,false,0,0,0,1
false,2,7,70,7,noite,7,131,14.143467,0.233501,102,false,0,0,0,1
false,2,1,54,1,madrugada,1,38,9.365634,0.158078,0,false,0,0,0,1
false,2,2,133,2,noite,2,43,9.146772,0.151008,99,false,0,0,0,1
false,2,7,160,7,noite,7,388,31.725613,0.523768,666,false,0,0,0,1
false,1,2,14,2,madrugada,2,3,8.941009,0.151036,30,false,0,0,0,1
false,1,13,46,13,tarde,13,170,57.317273,0.968231,202,false,0,0,0,1
false,4,1,6,0,noite,1,0,4.732256,0.07986,0,false,0,0,0,1
false,2,3,19,3,tarde,3,16,27.71855,0.449833,53,false,0,0,0,1
false,1,2,17,2,madrugada,2,4,8.972593,0.145613,460,false,0,0,0,1
false,1,2,24,2,noite,2,27,9.228313,0.149763,65,false,0,0,0,1
false,2,2,37,2,madrugada,2,45,18.451236,0.299438,53,false,0,0,0,1
false,1,1,39,1,noite,1,2,4.465394,0.075555,0,false,0,0,0,1
false,1,2,70,0,noite,3,0,14.48298,0.245053,0,false,1,0,3,1
false,1,1,22,0,tarde,1,0,4.764388,0.077319,0,false,0,0,1,1
false,1,1,8,0,tarde,7,0,4.934142,0.083102,0,false,0,6,7,1
false,1,2,51,2,noite,2,30,9.209254,0.150144,58,false,0,0,0,0
false,2,2,15,2,noite,2,11,17.786061,0.299557,34,false,0,0,0,1
false,1,2,13,2,noite,2,14,9.234281,0.155834,12,false,0,0,0,1
false,1,1,10,0,noite,1,0,4.143671,0.069789,0,false,0,0,1,1
false,1,2,47,2,noite,2,58,9.172192,0.154786,91,false,0,0,0,1
false,2,0,38,0,noite,7,0,9.915598,0.166336,0,false,1,6,7,1
false,2,1,9,1,noite,1,12,8.877456,0.148921,0,false,0,0,0,1
false,2,4,57,4,noite,4,109,0,0,92,false,0,0,0,0
false,1,5,66,5,madrugada,5,53,0,0,14,false,0,0,0,1
false,2,6,28,13,noite,14,232,113.594891,1.852011,170,false,8,0,8,1
false,1,1,10,0,tarde,1,0,3.879327,0.068932,0,false,0,0,1,1
false,1,1,7,1,noite,1,2,4.843576,0.081324,0,false,0,0,0,1
false,1,1,3,1,noite,1,1,4.316082,0.072376,0,false,0,0,0,1
false,2,2,9,0,madrugada,4,0,18.600805,0.311914,0,false,0,2,2,1
false,1,2,2,2,noite,2,2,8.598941,0.143094,0,false,0,0,0,1
false,1,1,6,1,noite,1,2,4.311279,0.072386,0,false,0,0,0,1
false,1,4,8,4,tarde,4,110,19.722078,0.350728,97,false,0,0,0,1
false,2,6,36,7,noite,7,166,45.115731,0.758049,266,false,1,0,0,1
false,1,2,69,2,noite,2,13,9.001329,0.149898,9,false,0,0,0,1
false,1,8,40,10,madrugada,10,473,44.127971,0.720467,1067,false,2,0,0,1
false,1,3,69,3,noite,3,6,13.415208,0.223401,5,false,0,0,0,1
false,2,27,8,33,noite,33,2048,275.400012,4.586191,3493,false,4,2,0,1
false,1,1,53,0,noite,1,0,4.711954,0.078467,0,false,0,0,1,1
false,1,5,48,5,tarde,5,23,22.554334,0.375593,60,false,0,0,0,1
false,2,3,40,3,noite,3,57,27.478557,0.448636,12,false,0,0,0,0
false,1,1,31,0,noite,6,0,3.928973,0.066016,0,false,0,5,5,1
false,2,1,7,1,madrugada,1,45,9.351164,0.155818,0,false,0,0,0,1
false,2,4,70,4,noite,4,444,37.848202,0.61796,220,false,0,0,0,1
false,2,1,8,1,madrugada,1,0,9.412261,0.156836,41,false,0,0,0,1
false,1,2,2,2,madrugada,2,5,9.417216,0.153759,0,false,0,0,0,1
false,2,1,61,1,noite,1,152,4.694648,0.076651,0,false,0,0,0,1
false,2,1,10,1,noite,3,2,19.639501,0.320938,0,false,2,0,2,1
false,1,1,21,0,noite,1,0,4.760808,0.07989,0,false,0,0,0,1
false,1,19,9,19,madrugada,19,26,79.560097,1.3257,696,false,0,0,0,1
false,5,8,92,15,madrugada,19,732,74.240737,1.225553,708,false,9,2,3,1
false,1,1,30,1,tarde,1,9,4.588183,0.075741,0,false,0,0,0,1
false,1,3,11,3,noite,3,22,13.706589,0.227276,5,false,0,0,0,1
false,2,1,76,0,noite,7,0,4.598945,0.076257,0,false,0,6,5,1
false,2,1,13,1,noite,1,12,4.467068,0.074071,0,false,0,0,0,1
false,1,2,14,2,noite,2,1,9.264216,0.153615,3,false,0,0,0,1
false,1,1,35,1,noite,1,8,3.754139,0.061973,0,false,0,0,0,1
false,2,1,5,0,noite,1,0,9.480922,0.168467,0,false,0,0,0,1
false,1,1,28,0,noite,2,0,9.453688,0.158968,0,false,1,0,2,1
false,1,1,58,0,noite,1,0,4.817125,0.079938,0,false,0,0,1,1
false,1,1,74,1,noite,1,2,4.55809,0.076646,0,false,0,0,0,1
false,2,6,15,6,madrugada,6,405,28.241931,0.466223,176,false,0,0,0,1
false,2,2,52,2,noite,2,14,14.025208,0.231531,14,false,0,0,0,1
false,1,3,69,1,madrugada,11,13,37.791382,0.623867,0,false,8,0,6,0
false,1,1,5,0,noite,1,0,4.464263,0.07398,0,false,0,0,0,0
false,1,5,8,1,madrugada,6,10,24.330032,0.402654,0,false,1,0,5,1
false,1,3,7,3,madrugada,3,30,14.696901,0.242622,25,false,0,0,0,1
false,2,20,5,19,madrugada,20,639,197.278827,3.264896,170,false,0,0,1,1
false,1,2,71,2,noite,2,31,0,0,55,false,0,0,0,1
false,4,6,39,6,noite,6,39,27.227701,0.450953,59,false,0,0,0,1
false,2,7,37,4,noite,7,86,57.967148,0.97474,68,false,0,0,2,1
false,4,2,13,2,noite,2,4,8.865334,0.14683,5,false,0,0,0,1
false,1,0,6,0,tarde,1,0,0,0,0,false,0,1,1,1
false,1,1,25,0,madrugada,3,0,5.182841,0.09217,0,false,1,1,3,1
false,1,1,25,0,madrugada,3,0,5.182841,0.09216,0,false,1,1,3,1
false,1,1,25,0,madrugada,3,0,5.182841,0.09216,0,false,1,1,3,1
false,1,1,12,1,madrugada,1,22,4.675823,0.077545,0,false,0,0,0,1
false,1,2,6,2,noite,2,2,9.129209,0.153511,27,false,0,0,0,0
false,2,2,10,2,noite,2,8,13.443448,0.226057,44,false,0,0,0,1
false,1,4,29,4,noite,4,3,18.412421,0.309612,35,false,0,0,0,1
false,1,3,6,3,madrugada,3,77,0,0,20,false,0,0,0,1
false,1,1,11,0,madrugada,1,0,4.875756,0.086638,0,false,0,0,0,1
false,1,1,6,0,madrugada,1,0,4.918982,0.087406,0,false,0,0,0,1
false,1,1,9,0,noite,3,0,5.187381,0.087228,0,false,1,1,3,1
false,1,6,31,6,noite,6,39,27.227701,0.457847,59,false,0,0,0,1
false,1,1,9,0,noite,3,0,5.098097,0.090663,0,false,1,1,3,1
false,2,3,23,6,noite,10,521,77.969628,1.287151,215,false,7,0,4,1
false,1,3,71,1,noite,11,13,37.687671,0.625498,0,false,8,0,6,0
false,1,2,29,2,tarde,2,4,0,0,5,false,0,0,0,1
false,1,2,29,2,tarde,2,2,9.235309,0.153277,10,false,0,0,0,0
false,1,3,36,1,tarde,11,13,37.687671,0.625498,0,false,8,0,6,0
false,1,3,126,11,noite,12,735,0,0,367,false,9,0,1,1
false,1,1,8,1,madrugada,1,6,4.51537,0.074941,0,false,0,0,0,1
false,1,1,27,1,noite,1,2,4.426544,0.078713,0,false,0,0,0,0
false,1,1,7,1,madrugada,1,22,4.246152,0.070473,0,false,0,0,0,1
false,1,3,12,3,madrugada,3,4,13.274714,0.220319,6,false,0,0,0,1
false,1,1,7,1,noite,1,16,4.267038,0.07082,0,false,0,0,0,1
false,2,1,8,0,noite,1,0,8.87181,0.147245,0,false,0,0,0,1
false,1,1,26,0,noite,1,0,4.497901,0.074651,0,false,0,0,0,1
false,2,1,30,2,noite,2,10,18.338048,0.304355,148,false,1,0,0,1
false,1,1,11,0,noite,1,0,4.457134,0.07939,0,false,0,0,0,1
false,2,3,8,0,noite,3,0,18.614277,0.331555,0,false,0,0,0,1
false,3,3,46,3,noite,3,13,9.072787,0.150807,0,false,0,0,0,1
false,1,5,7,4,noite,5,125,22.933956,0.381207,463,false,0,0,1,0
false,1,4,31,7,madrugada,7,129,32.084272,0.571948,138,false,3,0,0,1
false,1,4,16,7,noite,7,129,18.466931,0.328411,138,true,0,3,0,1
false,4,5,5,3,noite,5,79,22.44101,0.373835,154,false,0,0,1,1
false,1,60,13,60,noite,60,269,264.514539,4.457873,83,false,0,0,0,1
false,1,9,11,6,noite,9,114,40.162338,0.676847,98,false,0,0,1,1
false,1,9,6,6,noite,9,113,39.99126,0.673629,100,false,0,0,1,0
false,2,2,43,3,noite,4,299,17.978661,0.299497,259,false,2,0,0,1
false,1,1,7,0,noite,1,0,3.879327,0.065377,0,false,0,0,1,1
false,1,1,38,0,tarde,1,0,4.507314,0.075961,0,false,0,0,1,1
false,1,1,12,0,noite,3,0,5.124401,0.09135,0,false,1,1,3,1
false,1,5,9,5,noite,5,48,22.009216,0.366639,18,false,0,0,0,1
false,1,2,29,2,noite,2,1,8.966717,0.149372,5,false,0,0,0,1
false,1,5,56,3,madrugada,5,79,22.44101,0.378195,154,false,0,0,1,1
false,1,2,27,2,noite,2,13,9.064314,0.150997,18,false,0,0,0,1
false,1,2,24,2,tarde,2,12,9.072787,0.161735,0,false,0,0,0,1
false,1,4,5,7,noite,7,129,32.084272,0.571948,138,false,3,0,0,1
false,1,7,87,7,noite,7,76,32.060818,0.534088,73,false,0,0,0,1
false,1,4,15,4,madrugada,4,49,17.685245,0.29461,0,false,0,0,0,1
false,1,1,8,0,noite,1,0,4.898933,0.081609,0,false,0,0,1,1
false,1,1,27,0,noite,1,0,4.907885,0.081758,0,false,0,0,1,1
false,1,4,29,4,noite,4,31,0,0,37,false,0,0,0,1
false,1,2,24,2,noite,2,51,8.786102,0.146364,32,false,0,0,0,1
false,1,1,21,0,noite,1,0,4.315773,0.072733,0,false,0,0,1,1
false,1,1,66,0,tarde,1,0,5.22982,0.087121,0,false,0,0,1,1
false,1,1,10,1,tarde,1,9,4.872959,0.081176,0,false,0,0,0,1
false,1,2,36,2,tarde,2,24,8.962395,0.149317,20,false,0,0,0,1
false,1,5,12,5,tarde,5,9,25.62775,0.431942,13,false,0,0,0,1
false,1,4,10,4,noite,4,90,17.855859,0.297485,92,false,0,0,0,1
false,1,0,16,1,noite,1,73,0,0,0,false,1,0,0,1
false,1,3,21,3,noite,3,7,12.784993,0.213503,1,false,0,0,0,1
false,1,0,3,2,noite,2,18,9.349152,0.156,23,false,2,0,0,1
false,1,1,8,0,noite,1,0,4.502051,0.07588,0,false,0,0,0,1
false,1,16,57,15,tarde,16,228,73.279726,1.235134,475,false,0,0,0,1
false,1,2,4,2,noite,2,44,9.07017,0.151467,19,false,0,0,0,1
false,1,14,51,14,noite,14,211,64.052381,1.141826,467,false,0,0,0,0
false,1,1,32,0,noite,2,0,9.658763,0.172329,0,false,1,0,2,1
false,1,5,18,4,noite,5,3,21.598543,0.361179,6,false,0,0,0,1
false,1,7,27,4,noite,8,183,37.062787,0.619778,0,false,1,0,4,1
false,1,2,6,2,tarde,2,17,9.297331,0.155474,15,false,0,0,0,1
false,1,1,8,1,tarde,1,5,4.578681,0.076566,0,false,0,0,0,0
false,1,3,43,0,noite,3,0,13.013698,0.217493,0,false,0,0,3,1
false,1,1,10,1,noite,1,13,5.016401,0.089501,0,false,0,0,0,1
false,1,1,10,1,noite,1,2,4.426544,0.073947,0,false,0,0,0,0
false,2,8,61,3,tarde,8,16,51.540328,0.919568,85,false,0,0,2,1
false,2,8,61,3,noite,8,16,51.540328,0.869416,85,false,0,0,2,1
false,1,3,25,3,noite,5,141,19.114125,0.319307,0,false,1,1,1,1
false,1,7,4,7,noite,7,143,33.015134,0.551516,2,false,0,0,0,1
false,1,15,2,15,manha,15,272,72.658963,1.213764,187,false,0,0,0,1
false,1,10,2,10,noite,10,67,46.808581,0.78195,53,false,0,0,0,1
false,1,1,18,0,tarde,1,0,4.186453,0.069935,0,false,0,0,1,1
false,1,1,8,1,noite,1,12,5.037301,0.08415,0,false,0,0,0,1
false,1,5,58,1,noite,9,2,27.746978,0.4942,0,false,1,3,7,1
false,37,43,38,47,noite,54,4014,789.75869,13.171512,4771,false,3,8,0,1
false,1,1,19,1,noite,1,0,4.501667,0.07508,4,false,0,0,0,1
false,1,3,14,2,noite,3,19,14.113671,0.235386,0,false,0,0,0,1
true,1,8,12,6,noite,8,75,35.726836,0.596815,68,false,0,0,0,1
false,1,5,13,5,noite,5,30,23.197811,0.390686,43,false,0,0,0,1
false,3,3,53,2,tarde,3,8,8.835475,0.147583,0,false,0,0,1,1
false,1,1,35,1,tarde,1,10,4.457934,0.0794,0,false,0,0,0,1
false,1,1,28,0,noite,3,0,5.186299,0.092373,0,false,1,1,3,1
false,1,4,22,4,noite,4,34,0,0,30,false,0,0,0,1
false,2,1,8,0,tarde,2,0,17.559412,0.295581,0,false,1,0,0,1
false,1,6,10,4,noite,6,58,28.11355,0.468896,34,false,0,0,0,1
false,1,2,72,4,noite,4,358,0,0,439,false,2,0,0,1
false,1,1,7,1,noite,1,1,4.787196,0.079965,0,false,0,0,0,1
false,1,1,65,0,noite,1,0,4.335344,0.077259,0,false,0,0,0,1
false,2,83,9,85,madrugada,84,2848,321.116769,5.363763,1398,false,1,0,0,1
false,1,4,6,2,manha,4,3,18.856991,0.314988,0,false,0,0,2,1
false,1,3,12,3,noite,3,87,14.612953,0.260271,119,false,0,0,0,1
false,1,2,56,2,noite,2,20,9.023888,0.151981,2,false,0,0,0,1
false,1,1,15,1,noite,1,4,4.055435,0.072227,0,false,0,0,0,1
false,1,2,10,2,noite,2,6,9.343769,0.156265,0,false,0,0,0,1
false,1,2,16,2,noite,2,5,9.192431,0.153734,7,false,0,0,0,1
false,1,1,3,0,noite,1,0,4.156195,0.07,0,false,0,0,1,1
false,1,2,9,0,noite,2,0,8.524823,0.143576,0,false,0,0,2,1
false,1,1,12,1,madrugada,1,2,4.197926,0.070207,0,false,0,0,0,1
false,2,2,10,2,noite,2,52,17.762221,0.299152,20,false,0,0,0,1
false,2,6,14,6,madrugada,6,17,31.364167,0.528236,20,false,0,0,0,1
false,2,2,104,2,noite,2,24,18.168084,0.323584,0,false,0,0,0,1
false,1,5,58,5,noite,5,14,22.542137,0.379655,15,false,0,0,0,1
false,1,7,45,7,noite,7,29,30.871334,0.516296,35,false,0,0,0,1
false,1,2,31,2,noite,2,0,9.837049,0.164516,5,false,0,0,0,1
false,2,3,14,3,noite,3,98,22.843812,0.38455,277,false,0,0,0,1
false,2,6,5,6,madrugada,6,11,21.375392,0.359831,11,false,0,0,0,1
false,1,12,4,0,noite,12,0,40.963735,0.729368,0,false,0,0,0,1
false,2,1,8,0,tarde,1,0,8.802833,0.148824,0,false,0,0,0,1
false,1,1,78,1,noite,1,4,4.777667,0.080812,0,false,0,0,0,1
false,2,15,96,9,noite,24,58,140.884138,2.383,127,false,7,2,13,1
false,1,2,10,0,noite,2,0,6.927853,0.123347,0,false,0,0,0,1
false,1,2,9,2,tarde,2,1,9.152193,0.154797,27,false,0,0,0,1
false,2,2,8,2,tarde,2,8,17.1211,0.289593,162,false,0,0,0,1
false,1,3,6,2,manha,5,15,21.263857,0.356903,0,false,2,0,3,1
false,1,5,20,6,madrugada,5,20,19.655938,0.329915,146,false,0,0,0,1
false,1,1,11,0,tarde,1,0,4.438707,0.075078,0,false,0,0,0,1
false,1,1,4,1,madrugada,1,14,5.078917,0.085905,0,false,0,0,0,1
false,1,1,3,1,noite,1,14,5.078917,0.085364,0,false,0,0,0,0
false,1,1,7,0,noite,1,0,4.788762,0.085262,0,true,0,0,1,1
false,2,2,25,2,noite,2,61,8.497288,0.142832,0,false,0,0,0,1
false,1,1,11,1,noite,1,8,4.569195,0.081352,0,false,0,0,0,1
false,1,1,11,1,noite,1,7,4.573622,0.081431,0,false,0,0,0,0
false,1,3,42,2,noite,3,3,13.641752,0.242886,0,false,0,0,1,1
false,1,2,42,3,noite,9,94,31.974941,0.537471,0,false,5,2,6,1
false,2,1,58,0,noite,1,0,9.253231,0.156511,0,false,0,0,0,1
false,1,2,57,1,noite,2,49,9.182521,0.15435,0,false,0,0,0,1
false,2,2,3,1,manha,2,16,19.089649,0.32088,0,false,0,0,0,1
false,1,2,90,1,noite,2,41,9.258317,0.155624,0,false,0,0,1,1
false,1,9,8,0,noite,9,0,31.797979,0.566074,0,false,0,0,0,1
false,1,1,32,1,tarde,1,1,3.99671,0.067173,0,false,0,0,0,1
false,2,4,17,7,noite,7,190,66.588412,1.126194,124,false,3,0,0,1
false,1,1,31,0,tarde,1,0,4.537868,0.076268,0,false,0,0,0,1
false,2,58,140,80,noite,74,6762,556.842894,9.358893,12026,false,8,8,0,1
false,2,1,6,0,noite,1,0,8.560869,0.143883,0,false,0,0,1,1
false,1,6,2,7,tarde,7,188,28.081542,0.471968,17,false,0,1,0,1
false,1,6,2,6,tarde,6,84,28.256559,0.47491,30,false,0,0,0,1
false,1,55,1,75,noite,69,3336,275.603663,4.632088,5901,false,6,8,0,0
false,1,2,16,0,noite,2,0,7.472884,0.133099,0,false,0,0,0,1
false,2,2,16,0,noite,2,0,7.472884,0.126434,0,false,0,0,0,1
false,2,4,71,2,noite,4,36,37.116897,0.627981,70,false,0,0,1,1
false,2,2,10,2,tarde,2,18,18.248419,0.308744,26,false,0,0,0,1
false,3,2,7,2,tarde,2,4,8.264549,0.13896,2,false,0,0,0,0
false,2,1,59,1,noite,1,13,9.530559,0.160246,0,false,0,0,0,1
false,1,10,4,0,madrugada,10,0,35.382554,0.63036,0,false,0,0,0,1
false,2,2,17,2,noite,2,20,18.072988,0.305868,30,false,0,0,0,1
false,2,9,11,9,madrugada,9,116,54.173075,0.916256,189,false,0,0,0,1
false,2,1,13,0,noite,1,0,4.742612,0.084516,0,false,0,0,0,1
false,1,8,17,7,noite,10,101,45.285071,0.767104,48,false,2,0,1,1
false,1,3,43,0,noite,3,0,14.112769,0.251269,0,false,0,0,3,1
false,1,1,7,0,noite,1,0,4.622302,0.078204,0,false,0,0,0,1
false,2,1,27,2,tarde,2,8,13.516339,0.240847,26,false,1,0,0,1
false,2,10,26,15,tarde,16,814,108.823961,1.841187,1431,false,6,0,1,1
false,2,5,17,4,tarde,5,42,45.419952,0.769412,32,false,0,0,0,1
false,2,1,7,0,noite,3,0,5.150397,0.091775,0,false,1,1,3,1
