@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,9,8,10,11,12,15,13,1,14,18,17,16,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {manha,noite,madrugada,tarde}
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute doc_files numeric
@attribute created_at_week_day {quarta-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,terca-feira}
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
46,1,madrugada,0,0,1,1,0,0,0,segunda-feira,1,0.045238,3.993465,0,1
66,6,madrugada,9,6,36,51,24,945,22,segunda-feira,2,1.764225,155.740555,72,1
3,2,madrugada,0,0,2,2,1,2,0,segunda-feira,1,0.050512,4.459083,0,1
10,1,noite,0,0,5,5,3,20,2,sabado,0,0.266863,23.300325,0,1
2,1,tarde,0,2,7,9,0,0,9,sabado,0,0.46923,40.969418,0,1
28,1,manha,0,0,1,1,1,4,0,sabado,0,0.056086,4.896942,0,0
40,4,madrugada,1,3,22,26,6,58,20,sexta-feira,0,2.663169,232.417196,2,1
8,1,noite,0,0,1,1,1,2,0,quinta-Feira,0,0.054302,4.738944,0,1
135,2,tarde,0,0,1,1,0,0,1,quinta-Feira,0,0.05414,4.724775,0,1
49,2,noite,1,0,3,4,4,79,0,segunda-feira,0,0.265059,23.144689,0,1
6,4,noite,0,1,10,11,8,92,3,segunda-feira,0,0.878292,76.691307,0,1
21,2,tarde,0,0,2,2,0,0,2,segunda-feira,0,0.057163,4.99137,0,1
42,4,tarde,0,0,6,6,5,116,0,domingo,1,0.215312,18.761369,0,1
3,1,tarde,9,0,8,17,16,395,1,sabado,0,0.392834,34.399488,3,1
56,4,noite,2,0,8,10,5,620,2,sexta-feira,3,0.34789,30.46387,100,1
35,1,tarde,0,0,2,2,2,8,0,sexta-feira,0,0.104821,9.178907,46,1
22,1,tarde,0,0,12,12,12,120,0,sexta-feira,0,0.650767,56.987197,0,1
12,2,noite,0,0,3,3,3,55,0,quinta-Feira,0,0.217187,19.010595,0,1
15,9,noite,0,1,19,20,6,22,13,quinta-Feira,0,1.294359,113.296761,0,1
7,3,tarde,1,1,5,7,2,14,5,segunda-feira,0,0.903734,79.06713,0,1
66,5,noite,0,1,2,3,2,156,0,domingo,0,0.318489,27.864427,0,1
36,4,tarde,0,0,6,6,4,169,1,sexta-feira,1,0.907772,79.420373,0,1
10,1,madrugada,0,0,9,9,0,0,9,quinta-Feira,0,0.458966,40.154801,0,1
78,1,madrugada,0,0,2,2,0,0,0,quarta-feira,2,0.100028,8.75141,0,1
161,4,noite,0,2,10,12,3,106,5,terca-feira,4,2.350495,205.6425,0,1
66,6,tarde,0,1,4,5,3,57,2,domingo,0,0.373226,32.618587,0,1
16,4,noite,0,1,6,7,2,16,2,sexta-feira,3,0.315635,27.585327,0,1
6,1,noite,0,0,1,1,0,0,0,sexta-feira,1,0.048087,4.202616,0,0
4,1,noite,0,0,1,1,0,0,0,sexta-feira,1,0.046832,4.092982,0,1
5,1,noite,0,0,1,1,1,2,0,sexta-feira,0,0.05444,4.757861,0,0
5,1,manha,0,0,2,2,0,0,0,domingo,2,0.10323,8.994266,0,1
233,8,tarde,0,0,2,2,1,3,0,sexta-feira,1,0.323509,28.186747,0,1
23,2,madrugada,0,0,1,1,0,0,0,quinta-Feira,1,0.051915,4.523268,0,0
67,2,noite,0,0,4,4,1,2,3,segunda-feira,0,0.420537,36.640627,0,1
15,1,madrugada,0,0,1,1,0,0,1,segunda-feira,0,0.052915,4.610424,0,1
7,1,noite,0,0,1,1,0,0,0,domingo,1,0.049763,4.335795,0,1
48,3,noite,0,6,17,23,7,57,14,sabado,0,2.074668,180.76184,0,1
168,210,noite,37,174,48,259,168,17937,19,segunda-feira,43,17.104244,1490.260181,97,1
5,1,madrugada,0,0,1,1,0,0,0,segunda-feira,1,0.050146,4.369151,0,0
8,3,noite,1,1,4,6,0,0,4,sexta-feira,0,0.215177,18.74794,0,1
49,1,manha,0,0,1,1,0,0,0,quarta-feira,1,0.051708,4.505235,0,1
49,1,tarde,0,0,1,1,0,0,0,segunda-feira,1,0.051708,4.505235,0,0
48,2,tarde,0,0,1,1,0,0,1,domingo,0,0.117714,10.267223,0,1
12,1,tarde,0,0,1,1,0,0,1,domingo,0,0.045217,3.943939,0,1
9,1,noite,0,1,4,5,1,4,4,sexta-feira,0,0.260212,22.685577,0,1
70,8,noite,3,2,7,12,7,340,4,quinta-Feira,1,1.271455,110.846804,0,1
20,2,manha,0,0,7,7,2,3,4,terca-feira,1,0.262474,22.822534,0,1
24,1,madrugada,0,0,1,1,1,2,0,terca-feira,0,0.055899,4.86053,0,1
38,2,noite,0,0,1,1,0,0,1,domingo,0,0.050982,4.433004,0,1
68,11,noite,0,5,19,24,9,790,12,domingo,1,0.399851,34.767782,399,1
115,43,manha,0,1,16,17,4,62,12,sabado,0,3.251726,282.743276,0,1
10,1,manha,0,0,2,2,2,7,0,quarta-feira,0,0,0,0,1
27,2,madrugada,0,0,4,4,4,85,0,quarta-feira,0,0,0,0,1
42,1,tarde,0,0,1,1,1,11,0,terca-feira,0,0.056834,4.941744,0,1
30,1,madrugada,0,0,1,1,1,14,0,terca-feira,0,0.053271,4.632006,0,0
40,1,madrugada,0,0,4,4,3,7,1,terca-feira,0,0.199927,17.383891,11,0
38,3,noite,0,0,2,2,2,22,0,segunda-feira,0,0.102106,8.878177,24,1
10,1,tarde,0,0,1,1,1,7,0,segunda-feira,0,0.055913,4.861693,0,0
9,1,noite,0,0,1,1,1,2,0,domingo,0,0.054745,4.760153,0,0
16,1,tarde,0,0,1,1,1,42,0,domingo,0,0.05767,5.014375,0,1
2,1,tarde,0,0,1,1,0,0,0,sexta-feira,1,0.050962,4.431137,0,1
26,1,manha,0,0,2,2,2,8,0,sexta-feira,0,0.102868,8.944362,9,1
72,3,noite,0,0,3,3,3,40,0,quinta-Feira,0,0.277002,24.085264,0,1
23,1,noite,0,0,2,2,1,1,1,quinta-Feira,0,0.110884,9.641369,0,1
38,3,madrugada,0,0,2,2,2,12,0,quinta-Feira,0,0.051682,4.493715,23,1
125,2,noite,0,0,5,5,1,6,4,quarta-feira,0,0.271853,23.637568,0,0
27,3,noite,0,0,2,2,2,8,0,segunda-feira,0,0.051591,4.48586,14,1
69,5,tarde,0,0,5,5,3,27,2,segunda-feira,0,0.210213,18.278221,0,1
91,11,noite,0,1,4,5,2,603,2,sabado,0,1.140245,99.145759,0,1
101,2,noite,0,0,2,2,1,2,1,segunda-feira,0,0.221432,19.253876,0,1
35,7,madrugada,0,0,9,9,6,197,3,segunda-feira,0,1.164721,101.27421,0,0
111,1,noite,0,0,7,7,7,88,0,domingo,0,0.369039,32.088528,0,0
10,3,tarde,0,0,3,3,3,68,0,domingo,0,0.492473,42.821118,0,1
2,2,tarde,1,2,4,7,7,154,0,domingo,0,0.645501,56.127029,0,1
3,32,tarde,0,0,2,2,2,348,0,domingo,0,3.251973,282.762714,0,1
106,8,noite,0,0,7,7,2,56,4,sabado,1,0.400857,34.854948,0,1
6,1,manha,0,0,1,1,1,4,0,terca-feira,0,0.049984,4.346115,0,1
13,2,madrugada,0,0,2,2,0,0,2,terca-feira,0,0.137593,11.963915,0,1
12,3,madrugada,0,1,5,6,0,0,5,terca-feira,0,0.294318,25.591359,0,0
10,1,tarde,0,0,2,2,2,4,0,segunda-feira,0,0.111887,9.728729,0,1
8,1,noite,0,0,2,2,0,0,2,quinta-Feira,0,0.100352,8.721656,0,1
26,1,manha,0,1,0,1,1,15,0,segunda-feira,0,0.049307,4.285278,0,1
90,2,tarde,0,0,6,6,3,22,2,sexta-feira,1,0.297365,25.830575,20,1
89,2,tarde,0,0,2,2,0,0,2,sexta-feira,0,0.199125,17.296954,0,1
21,1,noite,0,0,2,2,2,41,0,quarta-feira,0,0.104203,9.018004,27,1
16,2,tarde,0,0,3,3,2,66,1,terca-feira,0,0,0,50,1
4,2,tarde,0,0,1,1,1,58,0,segunda-feira,0,0,0,0,1
56,1,madrugada,0,0,1,1,1,58,0,sabado,0,0.052332,4.526425,0,0
27,1,madrugada,0,1,4,5,5,16,0,segunda-feira,0,0,0,10,0
83,5,madrugada,1,2,16,19,16,635,1,quinta-Feira,1,0.985661,85.25424,42,1
25,2,madrugada,0,0,3,3,3,2,0,terca-feira,0,0.051156,4.424657,5,1
10,4,manha,0,0,6,6,4,72,1,segunda-feira,1,0,0,44,1
2,12,noite,0,1,12,13,3,5,10,domingo,0,1.077743,93.218549,0,0
51,2,tarde,0,4,21,25,22,230,1,sabado,2,1.373624,118.877264,23,0
133,2,noite,0,0,2,2,0,0,2,sexta-feira,0,0.155331,13.442761,0,1
107,19,manha,0,1,14,15,3,11,12,sexta-feira,0,1.077137,93.218549,0,0
49,5,tarde,0,0,3,3,3,55,0,quarta-feira,0,0,0,75,1
12,1,manha,0,0,2,2,2,6,0,terca-feira,0,0,0,5,1
24,2,manha,0,0,11,11,9,185,2,segunda-feira,0,0,0,46,1
81,2,noite,0,0,12,12,6,35,5,domingo,1,0.849932,73.434059,0,1
7,1,noite,0,0,3,3,3,4,0,domingo,0,0.164243,14.190571,25,1
43,2,tarde,0,3,8,11,7,451,3,domingo,1,1.124934,97.194233,0,1
1,1,madrugada,0,2,1,3,2,79,0,domingo,1,0.163018,14.084786,0,0
69,1,madrugada,0,0,1,1,0,0,0,domingo,1,0.05757,4.974089,0,0
66,1,noite,0,0,1,1,1,2,0,sabado,0,0.05218,4.50835,0,1
30,2,tarde,0,0,5,5,4,60,1,sabado,0,0,0,8,1
5,1,manha,0,0,1,1,1,94,0,sabado,0,0.04547,3.92859,0,0
17,1,noite,0,0,2,2,2,6,0,sexta-feira,0,0.105196,9.088991,0,1
6,2,manha,0,0,4,4,3,86,1,sexta-feira,0,0,0,0,1
16,1,madrugada,0,0,1,1,0,0,0,sexta-feira,1,0.05828,5.041025,0,1
9,1,noite,2,0,2,4,3,27,2,quinta-Feira,0,0,0,0,1
3,1,noite,0,0,5,5,5,164,0,quarta-feira,0,0,0,0,1
9,2,tarde,0,3,9,12,9,216,4,terca-feira,0,0,0,0,1
10,1,noite,0,0,1,1,1,7,0,segunda-feira,0,0.054373,4.690377,0,1
12,1,noite,0,0,2,2,2,13,0,segunda-feira,0,0,0,0,1
138,4,noite,0,0,8,8,2,51,6,segunda-feira,0,0.306305,26.42298,0,0
78,1,noite,0,0,1,1,0,0,0,domingo,1,0.054784,4.690662,0,1
5,2,noite,0,0,2,2,2,10,0,domingo,0,0.096484,8.261072,0,1
17,2,tarde,0,0,6,6,6,39,0,domingo,0,0.488676,41.841048,0,1
7,5,tarde,0,0,2,2,1,39,1,sabado,0,0.051596,4.417621,0,1
53,1,tarde,0,0,4,4,1,2,3,sexta-feira,0,0.204589,17.516733,0,1
8,1,tarde,0,0,1,1,0,0,1,quarta-feira,0,0,0,0,1
5,1,noite,0,0,1,1,0,0,0,segunda-feira,1,0.047247,4.049599,0,1
10,2,madrugada,0,0,3,3,3,12,0,domingo,0,0.333549,28.588862,0,1
10,2,madrugada,0,0,3,3,1,16,2,quinta-Feira,0,0.314399,26.947271,0,1
53,66,noite,1,16,45,62,32,2657,10,terca-feira,7,1.742828,148.644948,999,1
53,1,madrugada,0,876,4,880,5,342,3,terca-feira,872,0.415113,35.404804,0,0
12,5,noite,0,0,3,3,3,95,0,segunda-feira,0,0,0,0,1
20,2,tarde,0,0,3,3,3,24,0,segunda-feira,0,0,0,0,1
15,1,tarde,0,0,2,2,2,33,0,domingo,0,0.11245,9.590803,0,1
107,3,noite,3,2,2,7,2,17,0,sabado,5,0.444423,37.904627,0,1
10,14,noite,1,0,5,6,1,2,5,sabado,0,0.733692,62.576539,0,1
14,1,noite,0,0,1,1,0,0,1,sabado,0,0,0,0,1
25,3,tarde,0,0,3,3,2,18,0,sabado,1,0.15546,13.259188,0,0
40,18,noite,0,0,3,3,3,211,0,sexta-feira,0,2.384811,203.400282,0,0
9,2,madrugada,0,0,2,2,2,42,0,sexta-feira,0,0,0,0,1
45,1,noite,0,0,1,1,0,0,1,quarta-feira,0,0.054762,4.670666,0,1
7,1,noite,0,0,1,1,0,0,1,terca-feira,0,0.051251,4.371178,0,1
12,4,tarde,0,0,4,4,4,31,0,terca-feira,0,0.564041,48.107175,4,1
5,1,madrugada,0,0,1,1,1,4,0,terca-feira,0,0.04711,4.031958,0,1
5,3,madrugada,0,0,3,3,3,4,0,terca-feira,0,0.11313,9.64884,10,1
10,4,noite,0,0,130,130,130,313,0,domingo,0,8.048728,683.147081,0,1
347,3,manha,2,2,36,40,36,1506,4,domingo,0,5.798918,492.191319,1172,1
37,1,madrugada,0,0,1,1,1,4,0,domingo,0,0.056962,4.834773,0,1
33,1,noite,0,0,1,1,1,2,0,sabado,0,0.056485,4.794307,0,0
19,1,tarde,0,0,3,3,3,43,0,sexta-feira,0,0.168906,14.336247,17,1
7,8,noite,0,0,6,6,4,57,0,quinta-Feira,2,1.661313,141.006953,162,1
13,3,madrugada,0,0,2,2,2,28,0,quinta-Feira,0,0.269916,22.909606,0,1
12,1,madrugada,0,0,2,2,0,0,2,terca-feira,0,0.097616,8.28533,0,1
19,18,madrugada,0,9,33,42,27,4115,13,terca-feira,2,4.303221,365.04526,179,1
52,4,noite,0,0,2,2,2,32,0,domingo,0,0.448306,38.200904,0,1
5,1,noite,0,0,3,3,0,0,0,domingo,3,0.155323,13.235357,0,1
93,2,tarde,0,1,2,3,1,2,3,domingo,0,0.101835,8.670544,0,1
13,3,tarde,0,0,5,5,3,15,0,sexta-feira,2,0.408409,34.774321,14,1
52,1,noite,0,0,2,2,0,0,0,quinta-Feira,2,0.103362,8.800869,0,1
69,2,tarde,0,0,2,2,2,5,0,quinta-Feira,0,0.165258,14.070983,0,1
90,6,tarde,0,0,6,6,2,29,3,quinta-Feira,1,1.384651,117.897141,0,1
36,1,tarde,0,0,4,4,1,1,3,quinta-Feira,0,0.213164,18.150021,0,1
24,3,noite,0,0,5,5,0,0,1,terca-feira,4,0.044424,3.782484,0,1
23,4,madrugada,0,0,3,3,3,28,0,terca-feira,0,0,0,25,1
27,1,madrugada,0,0,1,1,1,2,0,sabado,0,0.055362,4.713873,0,1
39,1,madrugada,0,0,2,2,2,9,0,quinta-Feira,0,0.109869,9.354849,0,0
17,2,noite,0,0,1,1,2,2,0,segunda-feira,0,0.050326,4.285076,0,1
19,1,noite,0,0,1,1,1,2,0,segunda-feira,0,0.050326,4.285076,0,1
7,1,noite,0,0,2,2,0,0,2,domingo,0,0.110078,9.366577,0,1
5,1,noite,0,0,2,2,0,0,2,domingo,0,0.099764,8.494444,0,1
218,1,tarde,0,0,3,3,3,12,0,domingo,0,0.169909,14.415238,0,1
10,8,tarde,19,12,21,52,14,634,25,domingo,1,3.068119,261.239966,0,1
37,8,madrugada,0,0,4,4,3,11,0,quinta-Feira,1,0.670949,56.923326,30,1
16,2,tarde,0,1,5,6,3,81,3,segunda-feira,0,0.366296,31.076559,0,0
16,21,madrugada,0,2,3,5,3,327,1,domingo,0,0.213051,18.075229,0,1
40,8,madrugada,0,0,3,3,2,64,1,sabado,0,0.100322,8.511296,0,1
135,16,madrugada,0,0,18,18,7,22,9,sexta-feira,2,0.238801,20.259905,0,1
9,5,noite,0,0,8,8,3,5,4,quinta-Feira,1,0.460309,39.052679,0,1
48,1,tarde,0,0,2,2,1,5,0,quinta-Feira,1,0.09902,8.400885,0,1
23,1,manha,0,0,6,6,4,7,2,quarta-feira,0,0.317809,26.963007,0,1
18,1,noite,0,1,2,3,3,48,0,domingo,0,0,0,0,1
12,1,manha,0,0,1,1,0,0,1,domingo,0,0.052782,4.478057,0,1
49,3,manha,0,0,1,1,0,0,1,domingo,0,0.045375,3.849658,0,0
17,4,madrugada,0,0,5,5,4,12,0,domingo,1,0.631446,53.572341,22,1
9,2,manha,0,0,4,4,0,0,0,sabado,4,0.21092,17.894745,0,1
13,4,noite,0,0,4,4,4,20,0,sexta-feira,0,0.314048,26.64421,0,1
32,2,madrugada,24,0,2,26,18,955,8,sexta-feira,0,0.10666,9.175087,0,1
71,2,madrugada,0,0,3,3,3,51,0,sexta-feira,0,0.105181,9.047892,17,1
4,2,madrugada,1,0,3,4,1,4,1,sexta-feira,2,0.214134,18.420191,0,1
9,2,noite,0,0,1,1,1,36,0,quarta-feira,0,0.104024,8.948327,0,0
13,2,noite,0,0,4,4,3,17,1,segunda-feira,0,0.377299,32.439193,0,1
49,1,tarde,0,0,1,1,1,3,0,segunda-feira,0,0.052363,4.502065,0,1
6,1,?,0,0,1,1,1,91,0,domingo,0,0.0568,4.858656,0,1
194,13,noite,0,0,6,6,1,36,5,domingo,0,1.236588,105.394027,0,1
86,15,noite,3,4,10,17,6,40,8,domingo,1,0.850541,72.491365,4,1
111,3,noite,3,6,8,17,0,0,1,sabado,10,0.058708,5.003701,0,1
17,1,noite,0,0,1,1,0,0,1,quinta-Feira,0,0.056421,4.814129,0,1
22,1,noite,0,0,1,1,1,2,0,quinta-Feira,0,0.049634,4.235003,0,0
82,9,noite,0,0,11,11,3,40,6,quinta-Feira,2,0.538344,45.933912,0,1
7,2,tarde,0,0,2,2,1,2,1,terca-feira,0,0.224565,19.161196,0,1
6,1,manha,0,0,9,9,9,20,0,terca-feira,0,0.455239,38.843572,0,0
5,2,madrugada,0,0,9,9,9,38,0,terca-feira,0,0.455237,38.843572,0,1
5,1,madrugada,0,0,1,1,1,2,0,terca-feira,0,0.051544,4.398068,0,1
108,3,madrugada,0,0,6,6,3,40,2,segunda-feira,1,0.166258,14.186151,0,1
135,71,madrugada,9,1,35,45,42,9063,3,domingo,0,5.607967,478.505576,0,1
51,21,tarde,4,13,30,47,17,3209,24,quinta-Feira,1,10.208049,871.012361,19,1
10,1,madrugada,0,0,1,1,0,0,1,quinta-Feira,0,0.054925,4.686589,0,1
12,2,tarde,0,1,4,5,3,13,2,quarta-feira,0,0.199092,16.987789,0,0
99,27,noite,0,4,10,14,4,135,4,segunda-feira,5,1.387628,118.401286,0,1
33,1,madrugada,0,0,1,1,0,0,1,segunda-feira,0,0.054652,4.653481,0,1
47,1,tarde,0,0,3,3,3,16,0,domingo,0,0.169698,14.449285,0,1
63,1,noite,0,0,2,2,0,0,2,sabado,0,0.103738,8.832945,0,1
115,1,madrugada,0,0,3,3,3,5,0,sabado,0,0.164688,14.022675,11,1
16,1,madrugada,0,0,1,1,0,0,1,sabado,0,0.049511,4.215702,0,1
18,31,noite,2,0,22,24,22,13188,1,sexta-feira,1,2.789143,237.987397,0,1
60,2,madrugada,1,5,13,19,9,62,5,sexta-feira,4,1.288579,109.718563,30,1
69,10,manha,4,11,73,88,37,686,44,quinta-Feira,4,1.494139,127.221086,36,1
7,7,madrugada,0,0,6,6,4,63,2,quinta-Feira,0,1.332281,113.439336,0,1
24,1,tarde,0,0,2,2,1,1,1,segunda-feira,0,0.112449,9.579708,0,1
24,1,tarde,0,0,2,2,1,1,1,segunda-feira,0,0.112449,9.579708,0,1
25,3,madrugada,0,0,2,2,0,0,2,quinta-Feira,0,0.207546,17.681192,0,1
33,3,noite,1,1,4,6,3,54,0,segunda-feira,1,0.16761,14.27899,0,0
21,11,manha,1,0,12,13,5,195,7,segunda-feira,0,1.751004,149.170741,0,1
6,1,noite,0,0,1,1,1,1,0,sexta-feira,0,0.050144,4.27185,0,0
6,2,tarde,0,0,3,3,1,13,0,sexta-feira,2,0.264528,22.535692,0,1
3,54,tarde,0,0,73,73,73,370,0,sexta-feira,0,0.313025,26.667264,1199,1
19,1,madrugada,0,0,3,3,3,12,0,sexta-feira,0,0.160733,13.393874,20,1
23,1,madrugada,0,0,2,2,2,5,0,segunda-feira,0,0.11263,9.584933,0,1
13,12,tarde,1,4,12,17,9,112,2,sabado,4,0.592476,50.420485,0,0
24,1,madrugada,0,0,2,2,1,17,1,sabado,0,0.113767,9.681732,0,1
5,13,noite,0,0,6,6,6,134,0,sexta-feira,0,0.323377,27.519722,47,0
6,5,noite,0,0,3,3,2,58,0,sexta-feira,1,0.480717,40.909477,0,1
9,11,noite,0,2,10,12,2,17,9,sexta-feira,0,0.427162,36.351912,0,1
10,1,noite,0,0,1,1,0,0,0,quarta-feira,1,0.0509,4.331639,0,0
52,1,madrugada,0,0,1,1,1,3,0,segunda-feira,0,0.054663,4.725077,0,1
5,1,noite,0,0,1,1,1,2,0,domingo,0,0.058079,5.02034,0,1
40,1,manha,0,0,1,1,0,0,0,quinta-Feira,1,0.054973,4.751869,0,1
33,1,tarde,0,0,1,1,1,5,0,segunda-feira,0,0.056915,4.909278,0,1
8,16,madrugada,29,0,13,42,29,704,17,segunda-feira,0,0.263815,22.804034,143,1
5,1,tarde,0,0,3,3,0,0,0,domingo,3,0.154206,13.301689,0,1
2,1,noite,0,0,1,1,0,0,0,quinta-Feira,1,0.058801,5.07211,0,0
8,1,noite,0,0,1,1,0,0,0,quinta-Feira,1,0.056671,4.888436,0,0
29,1,noite,0,7,0,7,2,33,0,quinta-Feira,5,0.392401,33.848245,0,0
13,4,tarde,0,0,3,3,2,65,0,quinta-Feira,1,0.271399,23.410718,0,1
16,2,madrugada,0,0,3,3,0,0,3,quinta-Feira,0,0.320495,27.645665,0,1
7,1,madrugada,0,0,1,1,0,0,1,quinta-Feira,0,0.046987,4.053095,0,1
79,3,noite,0,4,8,12,8,125,0,sabado,3,0.830272,71.618659,83,1
252,1,madrugada,0,1,8,9,4,13,4,segunda-feira,1,0.473593,40.851731,0,1
26,4,tarde,0,0,5,5,2,3,3,sabado,0,0.372092,32.079505,0,1
35,2,tarde,0,0,2,2,1,2,1,sabado,0,0.217503,18.751832,0,1
10,3,tarde,0,0,3,3,1,1,2,sabado,0,0.264647,22.816253,0,1
74,2,madrugada,0,0,2,2,1,1,1,sabado,0,0.052091,4.490999,0,1
62,10,madrugada,0,0,7,7,4,217,2,quinta-Feira,1,0.577329,49.773869,0,1
14,27,tarde,20,14,19,53,14,1764,25,segunda-feira,1,8.338944,718.933583,0,0
38,16,madrugada,0,34,39,73,46,4430,7,segunda-feira,1,3.131867,270.009468,1055,1
26,2,manha,0,0,3,3,1,1,2,domingo,0,0.275351,23.738995,0,1
26,1,madrugada,0,0,2,2,1,1,1,domingo,0,0.110662,9.5406,0,1
4,1,noite,0,1,1,2,0,0,2,quinta-Feira,0,0.103803,8.939878,0,1
11,2,tarde,0,0,2,2,1,1,1,quinta-Feira,0,0.157289,13.546228,0,1
11,5,noite,0,2,10,12,6,251,6,terca-feira,0,2.31429,199.313851,0,1
134,2,tarde,0,0,3,3,0,0,3,terca-feira,0,0.312138,26.882295,0,0
1,3,noite,0,0,0,0,0,0,0,segunda-feira,0,0,0,0,1
42,2,tarde,0,1,3,4,1,26,3,segunda-feira,0,0.425712,36.66366,0,0
83,13,madrugada,0,2,20,22,7,152,11,segunda-feira,2,3.189431,274.68384,0,1
39,3,manha,0,0,3,3,1,1,2,sabado,0,0.388566,33.464535,0,1
106,5,madrugada,0,1,8,9,3,86,5,sabado,1,0.851747,73.355101,0,1
94,1,noite,0,11,5,16,16,452,0,segunda-feira,0,0.840045,72.347303,334,0
9,1,noite,0,0,3,3,3,14,0,domingo,0,0,0,0,1
38,33,noite,0,32,15,47,28,1285,12,sabado,2,5.107921,439.909612,468,0
17,1,noite,0,0,1,1,0,0,0,sabado,1,0.05402,4.652363,0,0
12,1,manha,0,0,1,1,0,0,0,quinta-Feira,1,0.0509,4.383622,0,0
13,2,noite,0,0,4,4,4,67,0,domingo,0,0.379724,32.702726,0,1
22,2,noite,0,0,4,4,4,14,0,quarta-feira,0,0.358726,30.894311,24,0
24,4,noite,0,0,1,1,1,4172,0,domingo,0,0.209069,18.005481,0,1
18,1,tarde,0,0,7,7,7,31,0,domingo,0,0.373364,32.154977,56,1
23,1,madrugada,0,0,1,1,0,0,1,segunda-feira,0,0.061266,5.273359,0,1
18,1,madrugada,0,0,1,1,0,0,1,segunda-feira,0,0.056242,4.840925,0,1
25,1,tarde,0,0,8,8,8,27,0,domingo,0,0.428718,36.900899,33,1
21,2,manha,0,0,2,2,0,0,2,domingo,0,0.121457,10.454264,0,1
15,1,manha,0,0,7,7,5,18,1,sexta-feira,1,0,0,20,1
75,3,madrugada,1,0,2,3,0,0,3,sexta-feira,0,0.340859,29.339234,0,0
13,1,noite,0,0,1,1,0,0,0,quinta-Feira,1,0.055648,4.786532,0,0
11,1,madrugada,0,0,2,2,1,1,1,quinta-Feira,0,0.110254,9.483499,0,0
48,1,madrugada,0,0,2,2,0,0,1,terca-feira,1,0.105064,9.037111,0,1
19,3,madrugada,0,0,3,3,2,8,0,terca-feira,1,0.198333,17.059621,0,1
8,1,manha,0,0,3,3,0,0,3,segunda-feira,0,0.140375,12.074319,0,1
36,1,madrugada,0,0,3,3,3,7,0,domingo,0,0.166445,14.316794,0,0
12,1,tarde,0,0,1,1,1,8,0,sabado,0,0.050326,4.314444,0,1
25,1,manha,0,0,1,1,0,0,1,sabado,0,0.051297,4.397677,0,1
45,7,noite,0,46,13,59,2,4,33,sexta-feira,22,2.336172,200.278933,0,1
13,3,manha,0,0,2,2,1,1,1,sexta-feira,0,0.106909,9.165286,0,1
1,3,noite,0,0,0,0,0,0,0,quinta-Feira,0,0,0,0,1
63,9,noite,8,25,21,54,22,548,7,quinta-Feira,7,2.132234,182.400758,232,1
18,2,noite,0,0,4,4,1,1,2,quarta-feira,1,0.152149,13.015495,0,1
1,8,noite,3,3,4,10,2,14,1,terca-feira,6,0.497254,42.537265,0,1
74,3,tarde,1,1,12,14,11,1049,0,terca-feira,3,2.059185,176.151563,78,1
25,6,madrugada,0,0,9,9,9,134,0,terca-feira,0,1.058009,90.506661,0,1
24,22,noite,2,2,10,14,7,80,0,domingo,5,0,0,171,0
74,2,madrugada,0,4,1,5,0,0,1,quarta-feira,4,0.059288,5.071551,0,0
15,1,noite,0,0,2,2,2,46,0,segunda-feira,0,0.102771,8.791126,19,0
23,1,madrugada,0,0,1,1,0,0,1,domingo,0,0.046177,3.95,0,1
32,1,madrugada,0,0,7,7,3,21,2,domingo,2,0.367931,31.47297,0,1
10,1,tarde,0,0,1,1,0,0,1,sabado,0,0.056274,4.81366,0,0
11,17,tarde,0,0,7,7,7,611,0,sabado,0,0.484648,41.456984,0,1
298,214,madrugada,2,18,154,174,151,8916,5,sabado,18,9.675117,827.612725,687,1
