@relation 'appium-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,7,17,18,23,27,28,29,30,35,36,37,38,42,48,52,53'

@attribute forward_links {false,true}
@attribute num_commits numeric
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute at_mentions_comments numeric
@attribute sloc numeric
@attribute test_lines_per_kloc numeric
@attribute test_cases_per_kloc numeric
@attribute asserts_per_kloc numeric
@attribute ci {travis,unknown}
@attribute requester {lucyking,imurchie,SrinivasanTarget,scottdixon,vikramvi,jlipps,guysmoilov,ahansen1,rompic,anandsadu,Jonahss,moizjv,MiteshShah,pra85,rahuljawale,aluedeke,akhillb,wuhao5,sankha93,amake,rseek,christian-bromann,some-say,dshafer,gempesaw,redshirtrob,lukeis,Footpad,michalsarna,srautiai,nicolasavenza,michaelpreston,ericwengelking,sebv,yaphatak,sofaking,arunnat,theyelllowdart,mjdetullio,bayandin,fernyb,exstan,d0lfin,icecrystal23,WKPlus,romainlouvet,xudafeng,whoward,lihuazhang,penguinho,Annnd,siriwit,paymand,hyeung-trulia,0x1mason,bootstraponline,teragoon,tarunsujit,sangeethasriniv,SBoudrias,aleks2a,qianyiliushang,robfromca,slk9,jpkrause,danail-branekov,panozzaj,macmishra,apankov1,ktronic80,jdeff,rgonalo,emakiej,DylanLacey,KazuCocoa,lbielski,arikon,shzero5,austenke,axemclion,bardh,varzan,paramadeep,edgy360,erlendfh,jamescaldwell,jsgithub1,dandoveralba,Erolstt,tonetheman,Mikrovolnovka,rickihastings,boxiong,thebeekeeper,fbai,curtissiemens,marley71,testerhome,sah,jfk-urbandaddy,prolificcoder,tokunbo,callmewa,astayleraz,pkastner,deadmoto,himukin,midopa,shyamvala,casschin,snevesbarros,NozomiIto,joe-harter,matthewdunn,vgrigoruk,landryraccoon,lxuan,mobiware,Buritica,guoyongzhen,egoldblum,stephensjlee,Javier84,deivanai,danubiusdan,pavelsmolensky,bigfei,linguinee,q-a,lbunschoten,davebassan,jasonchutko,yujie1985,thu2004,patotskiy,c0nscience,zijie0,ecomrobotics,Markm21,gong023,rectalogic,CharlesHarley,rockbot,vkmtse,elgalu,grz0,filmaj,Nefry,haveahennessy,Astro03,rossrowe,seveniruby,misttar,feelobot,twilly86,drpy,peterschwarz,monkeytest15,samaitra,approxinfinity,ritika-mish,mgmanikandan87,tylersnavely-wf,LouisStAmour,swapna-chennadi,PavithraNavaneeth,xuru,frankbp,sourishkrout,yohannesalazar,Bogger,angerborn,enricostano,tborys,TadeasKriz,kinghenry3,chrisgw,bernii,mansibarodia,elysakohrs,alimoeeny,alvillaflor,HimanshuJ,AmitKumar5,michellai,rmcloughlin,tanob,mmerrell,herzbube,rorp,mbanks411,houlianpi,umaar,maudineormsby,OniOni,Shiin,dawogfather,pradeepbishnoi,omireault,Rorosha,gaige,santiycr,satchit,jmathes,admc,bernie-mesos,brainsik}
@attribute prev_pullreqs numeric
@attribute requester_succ_rate numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute first_response numeric
@attribute status {0,1}

@data
true,7,107.337337,4.616507,0,14633,629.399303,38.474681,98.476047,travis,Jonahss,44,0.977273,true,36,691,0
false,1,27.6023,1.170536,1,14769,630.374433,38.526644,98.449455,travis,0x1mason,7,0.714286,true,10,4,1
false,1,0,0,1,14793,630.636112,38.599338,98.56013,travis,imurchie,77,0.961039,true,49,1459,1
false,1,23.335056,1.003627,4,14635,629.31329,38.469423,98.46259,travis,austenke,10,0.9,true,9,0,0
false,1,0,0,15,14635,629.31329,38.469423,98.46259,travis,axemclion,0,0,true,0,0,1
false,5,23.330964,1.003428,0,14615,627.916524,38.385221,98.118372,travis,jlipps,382,0.989529,true,169,-1,1
false,1,9.304312,0.400163,0,14615,627.916524,38.385221,98.118372,travis,Jonahss,43,0.976744,true,33,4,1
true,203,2543.804639,106.6254,59,14874,636.81592,38.859755,98.897405,travis,jlipps,381,0.989501,true,173,15,1
false,1,14.276646,0.614018,0,14612,626.402956,38.256228,97.796332,travis,0x1mason,6,0.666667,true,7,440,1
false,1,27.863844,1.200828,0,14607,624.084343,38.132402,97.555966,travis,jlipps,380,0.989474,true,174,9,1
false,1,4.651009,0.200437,2,14606,624.880186,38.203478,97.768041,travis,bardh,0,0,false,0,3859,1
false,1,4.351952,0.187544,0,14606,624.880186,38.203478,97.768041,travis,varzan,1,1,false,1,-1,1
false,3,78.998538,3.404388,1,14606,624.674791,38.203478,97.768041,travis,0x1mason,5,0.6,true,6,11,1
false,1,4.309331,0.186099,1,14542,625.773621,38.302847,97.923257,travis,jlipps,379,0.992084,true,168,0,0
false,1,4.62964,0.199931,0,14515,626.937651,38.374096,98.105408,travis,varzan,0,0,false,0,-1,1
false,2,38.184982,1.64897,0,14492,625.724538,38.089981,97.778084,travis,austenke,8,1,true,7,27,1
false,1,18.611668,0.81035,0,14609,623.040591,38.058731,97.611062,travis,imurchie,76,0.960526,true,51,-1,1
false,1,4.743595,0.206536,0,14609,623.040591,38.058731,97.611062,travis,austenke,7,1,true,6,-1,1
false,1,4.674381,0.203522,0,14608,623.083242,38.061336,97.617744,travis,imurchie,75,0.96,true,50,0,1
false,2,23.54971,1.025352,0,14594,623.680965,38.097848,97.711388,travis,jlipps,378,0.992063,true,160,-1,1
false,2,18.656829,0.812316,0,14594,623.680965,38.097848,97.711388,travis,imurchie,74,0.959459,true,49,5,1
false,2,4.371473,0.190333,0,14594,623.680965,38.097848,97.711388,travis,jlipps,377,0.992042,true,159,47,1
false,2,60.209998,2.621479,0,14566,624.879857,38.171083,97.899217,travis,imurchie,73,0.958904,true,48,4,1
false,12,239.568016,10.430537,2,14566,624.879857,38.171083,97.899217,travis,Jonahss,42,0.97619,true,48,20,1
false,10,168.236423,7.324835,0,14566,624.879857,38.171083,97.899217,travis,Jonahss,41,1,true,46,-1,0
false,2,9.33156,0.406286,3,14566,624.879857,38.171083,97.899217,travis,0x1mason,4,0.5,true,5,45,1
false,2,28.574119,1.244087,2,14566,624.879857,38.171083,97.899217,travis,moizjv,25,0.96,true,31,5,1
false,1,9.263604,0.40332,0,14560,624.107143,38.118132,97.664835,travis,imurchie,72,0.958333,true,47,9,1
false,2,18.428106,0.802322,0,14560,623.42033,37.980769,97.39011,travis,0x1mason,3,0.333333,true,4,3,1
false,1,4.649367,0.202409,0,14560,623.351648,37.980769,97.39011,travis,moizjv,24,0.958333,true,30,-1,1
false,1,4.822292,0.209939,5,14560,622.184066,37.912088,97.252747,travis,0x1mason,2,0,true,3,5,1
false,4,37.684589,1.640601,6,14560,622.184066,37.912088,97.252747,travis,moizjv,23,0.956522,true,29,1,1
false,5,83.994044,3.656688,6,14560,622.184066,37.912088,97.252747,travis,austenke,6,1,true,5,30,1
false,2,8.900709,0.387493,0,14559,622.226801,37.914692,97.259427,travis,paymand,48,0.895833,true,12,2,0
false,1,4.687074,0.204052,0,14559,622.226801,37.914692,97.259427,travis,0x1mason,1,0,true,1,-1,0
false,2,13.628123,0.593301,1,14559,622.226801,37.914692,97.259427,travis,paymand,47,0.893617,true,11,188,1
false,1,4.88015,0.212455,0,14556,622.355043,37.922506,97.279472,travis,Jonahss,40,1,true,45,-1,1
false,1,4.607573,0.200582,0,14556,622.355043,37.922506,97.279472,travis,Jonahss,39,1,true,43,-1,1
false,2,8.832184,0.384495,0,14556,622.355043,37.922506,97.279472,travis,austenke,5,1,true,4,11,1
false,2,18.248004,0.794388,0,14539,623.082743,37.966848,97.393218,travis,jlipps,376,0.992021,true,148,-1,1
false,1,14.120861,0.599994,0,14544,627.750275,38.022552,97.428493,travis,jlipps,375,992,true,146,4,1
true,2,41.810096,1.527814,3,14500,629.655172,38.137931,97.724138,travis,jlipps,374,0.991979,true,144,11,1
false,3,42.378683,1.548581,0,14488,630.176698,38.16952,97.80508,travis,austenke,4,1,true,3,4,1
false,1,4.3625,0.159412,0,14488,630.176698,38.16952,97.80508,travis,austenke,3,1,true,2,-1,1
false,1,278.139813,11.795922,0,14488,630.176698,38.16952,97.80508,travis,bootstraponline,257,0.949416,true,70,-1,1
false,1,4.681893,0.198954,0,14488,630.176698,38.16952,97.80508,travis,paramadeep,0,0,false,0,-1,1
false,2,4.428911,0.138004,0,15786,578.360573,35.03104,89.763081,travis,bootstraponline,256,0.949219,true,67,-1,1
false,2,27.671538,0.862233,0,15774,578.800558,35.05769,89.831368,travis,imurchie,71,0.957746,true,50,2,1
false,1,13.919861,0.434377,0,15769,579.047498,35.068806,89.923267,travis,jlipps,373,0.991957,true,139,-1,1
false,1,14.158311,0.441818,0,15769,579.047498,35.068806,89.923267,travis,imurchie,70,0.957143,true,49,-1,1
false,1,4.69312,0.146452,0,15768,579.084221,35.07103,89.92897,travis,edgy360,7,1,true,7,-1,1
false,1,23.868062,0.744817,1,15768,579.084221,35.07103,89.92897,travis,sebv,120,0.958333,true,156,555,0
false,1,18.27468,0.572167,0,15768,577.498732,35.00761,89.802131,travis,jdeff,2,0.5,true,3,9,1
false,2,19.230847,0.602103,3,15768,577.498732,35.00761,89.802131,travis,moizjv,22,0.954545,true,28,1,1
false,5,18.881355,0.592052,1,15768,575.976662,35.00761,89.675292,travis,austenke,2,1,true,1,5,1
false,1,9.105524,0.285513,0,15760,575.507614,34.961929,89.403553,travis,imurchie,69,0.956522,true,51,-1,1
false,1,9.117523,0.286285,0,15757,573.71327,34.841658,89.16672,travis,imurchie,68,0.955882,true,51,-1,1
false,1,9.061954,0.28454,0,15757,573.71327,34.841658,89.16672,travis,moizjv,21,0.952381,true,27,-1,1
false,2,14.107919,0.44298,0,15754,573.822521,34.848292,89.183699,travis,moizjv,20,0.95,true,24,15,1
false,2,9.492654,0.298064,4,15754,573.822521,34.848292,89.183699,travis,imurchie,67,0.955224,true,49,7,1
false,1,4.719896,0.148208,2,15754,573.822521,34.848292,89.183699,travis,imurchie,66,0.954545,true,48,-1,1
false,1,13.914314,0.436936,0,15754,573.822521,34.848292,89.183699,travis,imurchie,65,0.953846,true,47,-1,1
false,2,39.826078,1.250724,0,15715,585.682469,34.871142,89.27776,travis,Jonahss,38,1,true,42,185,1
false,1,9.290741,0.291772,0,15715,585.682469,34.871142,89.27776,travis,Jonahss,37,1,true,41,-1,1
false,2,206.492945,6.484839,1,15715,585.682469,34.871142,89.27776,travis,imurchie,64,0.953125,true,46,8,1
false,1,4.649815,0.146026,0,15715,585.682469,34.871142,89.27776,travis,jlipps,372,0.991935,true,130,1,1
false,1,4.763656,0.149602,0,15715,585.555202,34.871142,89.27776,travis,imurchie,63,0.952381,true,45,-1,1
false,2,8.610134,0.2704,3,15712,585.667006,34.8778,89.294807,travis,moizjv,19,0.947368,true,23,42,1
false,7,46.348559,1.455575,0,15711,585.704284,34.88002,89.30049,travis,austenke,1,1,false,0,8,1
false,3,29.15219,0.915524,0,15711,585.704284,34.88002,89.30049,travis,Jonahss,36,1,true,43,227,1
false,2,27.586254,0.866345,0,15711,585.704284,34.88002,89.30049,travis,moizjv,18,0.944444,true,22,769,1
false,1,4.604545,0.144606,0,15702,586.039995,34.900013,89.351675,travis,erlendfh,2,1,false,2,-1,1
false,1,4.606713,0.144675,0,15672,586.332312,34.903012,89.3951,travis,jlipps,371,0.991914,true,132,20,1
false,1,9.480138,0.297725,0,15672,586.332312,34.903012,89.3951,travis,Jonahss,35,1,true,42,721,1
false,1,15.029252,0.472731,0,15672,584.481879,34.839204,89.139867,travis,jlipps,370,0.991892,true,131,7,1
false,1,9.331046,0.294358,1,15672,582.184788,34.711588,89.012251,travis,jlipps,369,0.99187,true,130,27,1
false,1,9.579704,0.302202,0,15683,581.776446,34.687241,88.949818,travis,sebv,119,0.957983,true,155,-1,1
false,2,88.652442,2.796636,1,15683,581.776446,34.687241,88.949818,travis,moizjv,17,0.941176,true,21,2,1
false,2,18.749861,0.591485,0,15660,582.630907,34.738186,89.08046,travis,jlipps,368,0.991848,true,128,9,1
false,1,9.352508,0.295451,0,15624,579.749104,34.626216,88.90169,travis,imurchie,62,0.951613,true,73,11,1
false,1,4.28406,0.136375,0,15605,568.856136,33.963473,87.728292,travis,bootstraponline,255,0.952941,true,76,98,0
false,7,13.849222,0.440864,0,15594,569.257407,33.987431,87.790176,travis,jamescaldwell,2,0,true,1,3,0
false,2,4.592746,0.146202,0,15586,569.549596,34.004876,87.835237,travis,jlipps,367,0.991826,true,125,-1,1
false,3,9.124331,0.290457,0,15586,569.100475,33.940716,87.771077,travis,erlendfh,1,1,false,1,1,1
false,4,43.059761,1.37073,1,15586,569.100475,33.940716,87.771077,travis,erlendfh,0,0,false,0,451,1
false,1,14.237811,0.453235,1,15586,569.100475,33.940716,87.771077,travis,moizjv,16,0.9375,true,18,527,1
false,13,61.301603,1.963254,2,15550,565.980707,33.890675,87.524116,travis,jsgithub1,0,0,true,0,22,1
false,1,4.593031,0.147097,0,15550,565.980707,33.890675,87.524116,travis,imurchie,61,0.95082,true,68,-1,1
false,1,18.969513,0.60752,0,15550,565.980707,33.890675,87.524116,travis,imurchie,60,0.95,true,67,13,1
false,1,4.854868,0.155483,1,15550,565.980707,33.890675,87.524116,travis,rgonalo,8,875,true,3,2229,1
false,1,14.941526,0.480071,0,15550,565.980707,33.890675,87.524116,travis,sebv,118,0.957627,true,154,-1,1
false,2,37.196466,1.195109,1,15548,566.117829,33.895035,87.535374,travis,moizjv,15,0.933333,true,17,1175,1
false,1,4.485775,0.144126,0,15548,566.117829,33.895035,87.535374,travis,imurchie,59,0.949153,true,66,-1,1
false,1,4.361559,0.140135,0,15548,566.117829,33.895035,87.535374,travis,paymand,46,0.891304,true,10,-1,1
false,2,98.705894,3.171385,1,15548,566.117829,33.895035,87.535374,travis,sebv,117,0.957265,true,151,0,1
false,1,4.594279,0.147613,1,15548,566.117829,33.895035,87.535374,travis,dandoveralba,19,0.842105,false,0,5650,1
false,1,4.676228,0.150245,0,15540,566.409266,33.912484,87.580438,travis,paymand,45,0.888889,true,12,-1,1
false,1,4.747689,0.152547,0,15540,566.409266,33.912484,87.580438,travis,moizjv,14,0.928571,true,16,-1,1
false,2,95.163543,3.067097,1,15540,566.409266,33.912484,87.580438,travis,moizjv,13,0.923077,true,15,0,1
false,1,18.991695,0.612089,0,15525,566.05475,33.94525,87.536232,travis,sebv,116,0.956897,true,148,-1,1
false,1,9.684584,0.312128,0,15525,566.05475,33.94525,87.536232,travis,Erolstt,0,0,false,0,-1,1
false,1,4.757643,0.153336,0,15525,566.05475,33.94525,87.536232,travis,jlipps,366,0.991803,true,129,-1,1
false,2,13.990775,0.450928,0,15506,566.748355,33.986844,87.643493,travis,jlipps,365,0.991781,true,132,-1,1
false,1,4.700974,0.151515,0,15506,566.748355,33.986844,87.643493,travis,Jonahss,34,1,true,42,43,1
false,1,14.437744,0.465336,0,15505,566.784908,33.989036,87.649145,travis,imurchie,58,0.948276,true,70,-1,1
false,1,4.990392,0.160842,0,15508,566.675264,33.982461,87.63219,travis,jlipps,364,0.991758,true,141,-1,1
false,1,4.559783,0.146955,0,15508,566.675264,33.982461,87.63219,travis,sebv,115,0.956522,true,145,-1,1
false,1,9.511964,0.306558,0,15508,566.675264,33.982461,87.63219,travis,imurchie,57,0.947368,true,67,-1,1
false,1,19.3514,0.624591,0,15508,566.675264,33.982461,87.63219,travis,jlipps,363,0.991736,true,138,5,1
false,1,23.885667,0.77094,0,15508,566.675264,33.982461,87.63219,travis,Jonahss,33,1,true,39,-1,1
false,1,22.687423,0.73225,0,15466,568.214147,34.074745,87.870167,travis,Jonahss,32,1,true,36,-1,1
false,1,5.020103,0.162033,0,15509,566.638726,33.98027,87.626539,travis,imurchie,56,0.946429,true,64,-1,1
false,1,23.540353,0.759806,1,15509,566.638726,33.98027,87.626539,travis,sebv,114,0.95614,true,142,4,1
false,1,18.373813,0.593047,0,15508,566.675264,33.982461,87.63219,travis,sebv,113,0.955752,true,140,-1,1
false,1,9.611865,0.31024,0,15508,566.675264,33.982461,87.63219,travis,moizjv,12,0.916667,true,14,-1,1
false,1,5.130576,0.165595,0,15508,566.675264,33.982461,87.63219,travis,Jonahss,31,1,true,35,-1,1
false,1,9.650188,0.311475,0,15508,566.675264,33.982461,87.63219,travis,Jonahss,30,1,true,34,-1,1
false,1,4.950121,0.159777,0,15508,566.675264,33.982461,87.63219,travis,Jonahss,29,1,true,33,-1,1
false,1,4.72891,0.152637,0,15508,566.675264,33.982461,87.63219,travis,edgy360,6,1,true,6,-1,1
false,2,38.630509,1.246908,1,15491,566.716158,33.9552,87.663805,travis,imurchie,55,0.945455,true,66,21,1
false,2,4.55065,0.146885,0,15491,566.716158,33.9552,87.663805,travis,paymand,44,0.886364,true,13,187,1
false,1,32.8622,1.06072,0,15491,566.716158,33.9552,87.663805,travis,sebv,112,0.955357,true,140,-1,1
false,2,13.695668,0.442067,0,15491,566.716158,34.019753,87.663805,travis,sebv,111,0.954955,true,138,-1,1
false,1,9.45301,0.305124,0,15474,567.338762,34.057128,87.760114,travis,sebv,110,0.954545,true,137,-1,1
false,4,46.282309,1.493899,0,15474,567.338762,34.057128,87.760114,travis,paymand,43,0.883721,true,15,4,1
false,1,0,0,1,15474,567.338762,34.057128,87.760114,travis,moizjv,11,0.909091,true,13,18,1
false,1,23.089886,0.745295,0,15457,564.663259,33.965194,87.403765,travis,jlipps,362,0.991713,true,155,-1,1
false,1,4.561803,0.14724,0,15437,565.394831,34.009199,87.517005,travis,jlipps,361,0.99169,true,155,-1,1
false,1,4.602304,0.148546,0,15433,565.541372,34.018013,87.539688,travis,imurchie,54,0.944444,true,66,-1,1
false,1,13.627822,0.441915,0,15295,570.644001,34.324943,88.329519,travis,sebv,109,0.954128,true,134,-1,1
false,1,4.448297,0.14425,1,15295,570.644001,34.324943,88.329519,travis,tonetheman,0,0,true,0,1,1
false,1,4.77931,0.154982,0,15294,570.681313,34.327187,88.335295,travis,imurchie,53,0.943396,true,63,-1,1
false,1,22.632689,0.733924,0,15294,570.223617,34.327187,88.204525,travis,jlipps,360,0.991667,true,165,5,1
false,1,4.867668,0.157851,0,15294,570.223617,34.327187,88.204525,travis,sebv,108,0.953704,true,133,-1,1
false,1,27.508968,0.893418,0,15294,570.223617,34.327187,88.204525,travis,sebv,107,0.953271,true,132,-1,1
false,1,37.994004,1.233944,0,15294,570.223617,34.327187,88.204525,travis,sebv,106,0.95283,true,131,-1,1
false,1,9.683596,0.31452,0,15203,573.636782,34.532658,88.732487,travis,sebv,105,0.952381,true,128,-1,1
false,3,40.771055,1.324228,0,15203,573.636782,34.532658,88.732487,travis,sebv,104,0.951923,true,127,1,1
false,1,4.868434,0.158376,0,15203,573.636782,34.532658,88.732487,travis,imurchie,52,0.942308,true,68,-1,1
false,1,13.656535,0.444263,0,15203,573.636782,34.532658,88.732487,travis,imurchie,51,0.941176,true,67,8,1
false,1,4.383766,0.142609,0,15203,573.636782,34.532658,88.732487,travis,bootstraponline,254,0.952756,true,124,-1,1
false,1,14.205105,0.462094,0,15203,571.268829,34.269552,88.206275,travis,sebv,103,0.951456,true,138,-1,1
false,1,8.966589,0.291684,0,15203,571.268829,34.269552,88.206275,travis,bootstraponline,253,0.952569,true,123,-1,1
false,1,5.225046,0.169972,0,15203,571.268829,34.269552,88.206275,travis,moizjv,10,0.9,true,12,-1,1
false,1,4.627962,0.150549,0,15203,571.268829,34.269552,88.206275,travis,moizjv,9,0.888889,true,11,5,1
false,1,8.86432,0.288358,0,15203,571.268829,34.269552,88.206275,travis,bootstraponline,252,0.952381,true,119,-1,1
false,3,9.255925,0.301097,0,15203,571.268829,34.269552,88.206275,travis,moizjv,8,875,true,9,1,1
false,1,9.271291,0.301597,0,15203,569.953299,34.203776,88.074722,travis,sebv,102,0.95098,true,136,-1,1
false,1,32.396102,1.05386,0,15204,569.850039,34.201526,88.068929,travis,sebv,101,0.950495,true,134,-1,1
false,2,10.389616,0.33851,0,15204,569.850039,34.201526,88.068929,travis,moizjv,7,0.857143,true,8,1,1
false,1,4.832857,0.157467,0,15187,569.829459,34.23981,88.167512,travis,imurchie,50,0.94,true,66,2,1
false,3,71.97284,2.345034,2,15114,572.581712,34.405187,88.593357,travis,sebv,100,0.95,true,140,1,1
false,2,51.163232,1.669525,0,15098,571.13525,34.176712,88.157372,travis,imurchie,49,0.938776,true,65,179,1
false,1,4.595681,0.149963,0,15098,571.13525,34.176712,88.157372,travis,moizjv,6,0.833333,true,7,-1,1
false,1,4.797615,0.156553,0,15098,571.13525,34.176712,88.157372,travis,moizjv,5,0.8,true,6,-1,1
false,2,19.25865,0.628455,0,15098,571.13525,34.176712,88.157372,travis,moizjv,4,0.75,true,5,0,1
false,2,81.393695,2.660322,0,15098,570.671612,34.110478,88.024904,travis,imurchie,48,0.958333,true,63,6,0
false,1,19.049083,0.622626,0,15098,570.671612,34.110478,88.024904,travis,imurchie,47,0.957447,true,62,-1,1
false,2,275.580234,9.007171,1,15048,572.567783,34.223817,88.317384,travis,sebv,99,0.949495,true,144,0,1
false,2,117.300191,3.833886,0,15048,572.567783,34.223817,88.317384,travis,imurchie,46,0.956522,true,61,975,1
false,6,42.990694,1.405125,0,15048,572.567783,34.223817,88.317384,travis,Jonahss,28,1,true,36,177,1
false,1,4.669903,0.152632,0,15048,571.903243,34.157363,88.118022,travis,Jonahss,27,1,true,35,-1,1
false,2,19.03869,0.622272,0,15048,571.903243,34.157363,88.118022,travis,bootstraponline,251,0.952191,true,115,-1,1
false,3,56.92271,1.860495,0,15048,571.903243,34.157363,88.118022,travis,bootstraponline,250,952,true,114,63,1
false,2,4.941716,0.161518,0,15048,571.903243,34.157363,88.118022,travis,paymand,42,0.880952,true,15,-1,1
false,2,46.700506,1.526387,0,15048,571.903243,34.157363,88.118022,travis,Mikrovolnovka,1,1,false,1,276,0
false,3,14.145101,0.462327,0,15035,572.397739,34.186897,88.194214,travis,jlipps,359,0.991643,true,185,-1,1
false,1,8.974842,0.293338,0,15035,572.397739,34.186897,88.194214,travis,Jonahss,26,1,true,34,-1,1
false,2,28.713988,0.939957,0,14852,576.690008,33.800162,88.674926,travis,jlipps,358,0.99162,true,179,1,1
false,3,9.814694,0.321286,0,14852,576.690008,33.800162,88.674926,travis,Mikrovolnovka,0,0,false,0,13,1
false,3,263.615941,8.629501,0,14852,576.690008,33.800162,88.674926,travis,imurchie,45,0.955556,true,60,39,1
false,1,14.72641,0.482088,2,14852,576.016698,33.800162,88.876919,travis,edgy360,5,1,true,5,2415,1
false,1,33.288045,1.091479,4,14846,572.881584,33.679105,88.10454,travis,sebv,98,0.94898,true,148,-1,1
false,1,4.673394,0.153235,0,14846,572.342719,33.611747,87.902465,travis,sebv,97,0.948454,true,145,-1,1
false,1,18.954981,0.621504,0,14905,570.077155,33.478698,87.554512,travis,jlipps,357,0.991597,true,190,-1,1
false,1,18.649077,0.611478,0,14859,570.967091,33.515041,87.690962,travis,sebv,96,0.947917,true,142,-1,1
false,2,13.79181,0.452215,0,14859,570.967091,33.515041,87.690962,travis,Jonahss,25,1,true,34,0,1
false,1,4.80685,0.157611,0,14856,571.082391,33.521809,87.70867,travis,Jonahss,24,1,true,31,-1,1
false,1,0,0,2,14856,571.082391,33.521809,87.70867,travis,edgy360,4,1,true,4,11,1
false,1,4.566969,0.149745,0,14856,571.082391,33.521809,87.70867,travis,rickihastings,0,0,false,0,-1,1
false,1,23.376933,0.767745,0,14835,571.351534,33.569262,87.832828,travis,sebv,95,0.947368,true,141,-1,1
false,3,108.770619,3.572244,2,14835,571.351534,33.569262,87.832828,travis,moizjv,3,0.666667,true,4,1090,1
false,1,4.462856,0.146569,0,14835,571.351534,33.569262,87.832828,travis,boxiong,4,1,false,0,0,0
false,1,4.306324,0.141423,0,14782,569.40874,33.486673,87.741848,travis,moizjv,2,0.5,true,2,-1,1
false,1,4.335553,0.142383,0,14782,569.40874,33.486673,87.741848,travis,sebv,94,0.946809,true,138,-1,1
false,2,18.381929,0.603681,0,14784,569.196429,33.482143,87.729978,travis,sebv,93,0.946237,true,136,1,1
false,1,4.648146,0.15265,0,14784,569.196429,33.482143,87.729978,travis,sebv,92,0.945652,true,133,-1,1
false,1,9.6945,0.318378,0,14784,569.196429,33.482143,87.729978,travis,edgy360,3,1,true,3,-1,1
false,1,36.06672,1.18447,0,14784,569.196429,33.482143,87.729978,travis,moizjv,1,1,true,1,4336,0
false,4,91.372111,3.00076,0,14784,569.196429,33.482143,87.729978,travis,Jonahss,23,1,true,30,1,1
false,2,9.332545,0.306995,0,14781,569.311955,33.488939,87.747784,travis,paymand,41,0.878049,true,17,1,1
false,1,4.539577,0.149339,0,14781,570.056153,33.488939,87.815439,travis,sebv,91,0.945055,true,134,-1,1
false,1,32.306387,1.062797,0,14781,566.876395,33.218321,87.274203,travis,sebv,90,0.944444,true,132,-1,1
false,1,13.408382,0.441101,0,14781,566.876395,33.218321,87.274203,travis,sebv,89,0.94382,true,130,-1,1
false,2,28.312861,0.93142,0,14760,567.682927,33.265583,87.398374,travis,Jonahss,22,1,true,29,2,1
false,1,4.959487,0.164197,0,14719,565.323731,33.290305,87.234187,travis,sebv,88,0.943182,true,128,-1,1
false,2,9.206651,0.304811,1,14719,565.323731,33.222366,87.234187,travis,bootstraponline,249,0.951807,true,127,828,1
false,2,124.037867,4.106614,0,14719,565.323731,33.222366,87.234187,travis,imurchie,44,0.954545,true,60,42,1
false,1,116.914977,3.991629,0,14725,560.339559,32.733447,85.976231,travis,sebv,87,0.942529,true,128,-1,1
false,1,4.612558,0.157479,0,14729,560.187385,32.724557,85.952882,travis,sebv,86,0.94186,true,126,-1,1
false,4,4.829513,0.164886,0,14729,560.187385,32.724557,85.952882,travis,edgy360,2,1,true,2,2,1
false,2,9.453829,0.322768,0,14719,560.567973,32.74679,86.011278,travis,jlipps,356,0.991573,true,215,3,1
false,1,4.545484,0.155203,0,14682,561.980657,32.829315,86.228034,travis,sebv,85,0.941176,true,125,-1,1
false,1,45.24557,1.544932,0,14688,561.478758,32.883987,86.19281,travis,sebv,84,0.940476,true,123,-1,1
false,1,41.610876,1.425333,0,14600,563.150685,33.082192,86.712329,travis,sebv,83,0.939759,true,121,-1,1
false,10,109.585013,3.75371,3,14600,563.150685,33.082192,86.712329,travis,Jonahss,21,1,true,27,1,1
false,2,27.189131,0.931333,4,14593,563.420818,33.098061,86.753923,travis,moizjv,0,0,true,0,9,1
false,1,4.429921,0.151742,0,14592,563.45943,33.100329,86.759868,travis,bootstraponline,247,0.955466,true,127,-1,1
false,2,109.397437,3.728474,0,14592,563.45943,33.100329,86.759868,travis,imurchie,43,0.953488,true,59,25,1
