@relation 'pouchdb-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,14,17,36,44,53'

@attribute forward_links {false,true}
@attribute other_files numeric
@attribute new_entropy numeric
@attribute requester {pgte,greenkeeperio-bot,d0ugal,nolanlawson,daleharvey,adamlofts,tangollama,cdaringe,nickcolley,unpete,AntonioVdlC,tonylukasavage,iivvoo,garethbowen,Hypercubed,dahjelle,mroeder,sgenoud,beardicus,jacwright,bbenezech,anaran,pixelistik,willholley,KlausTrainer,Arslanbekov,fivetanley,daedlock,joshblour,RichiH,tmct,fiatjaf,mudcube,jerem,EuAndreh,wheresrhys,filoozom,garrensmith,wilk,lupomontero,rubensayshi,carloshanson,stephenlautier,bdchauvette,janraasch,swashcap,Charlotteis,mwksl,tohagan,colinskow,adamvert,ermouth,ntwcklng,scottmtp,omsmith,robertkowalski,denis-sokolov,nicolasbrugneaux,olafura,karolklp,mattbailey,Dashed,bedney,karlwestin,michalchochol,sirkitree,calvinmetcalf,kkirsche,jhs,victorkohl,slaskis,marten-de-vries,janl,nichoth,thriqon,suziwen,mainakae,yaronyg,dholth,AGBrown,jo,gr2m,viskin,alax,neojski,RichardLitt,sphaso,ronag,jjd314,oliviertassinari,yungchin,svnlto,cyrusbowman,ialbescu,jchris,tannerlinsley,tOkeshu,shimaore,slang800,tyler-johnson,JakeChampion,jez0990,rsutphin,BigBlueHat,gabrielnau,glynnbird,robertkeizer,lokeshj,anubes19,backspace,tomsun,KSchreyer,rudasn,jacargentina,cschwarz,webinista,runlevelsix,gitter-badger,yurtaev,vvo,ktarasz,azu,tomraithel,ahizzle,redgeoff,refractalize,runetvilum,frankrousseau,ssured,desertzebra,commandoline,PeterDaveHello,explorigin,ajkerrigan,dereke,guglie,redtrumpet,jprichardson,haustraliaer,bmihelac,klaemo,falmp,mdebski,yunhaia,qs44,adamshih,ig3,trokster,erikwaing,jtbarker,davedoesdev,valotas,krists,saubaer,vw52,virgie,sygi}
@attribute req_follows_integrator {false,true}
@attribute status {0,1}

@data
false,1,5.06515,daleharvey,false,1
false,0,8.554403,daleharvey,false,1
false,1,4.180987,daleharvey,false,1
false,0,4.737481,nickcolley,true,1
false,0,4.517184,swashcap,false,1
false,0,9.155856,nolanlawson,true,1
false,1,4.655759,daleharvey,false,1
false,1,4.591126,daleharvey,false,1
false,1,4.464009,daleharvey,false,1
false,1,4.316545,daleharvey,false,1
false,4,56.380375,nolanlawson,false,1
false,1,5.293475,nolanlawson,false,0
false,1,4.41296,daleharvey,false,1
false,1,4.335571,daleharvey,false,1
false,2,64.128208,nolanlawson,false,0
false,0,13.944607,daleharvey,false,1
false,2,61.874813,nolanlawson,true,1
false,1,4.286743,daleharvey,false,1
false,1,4.280478,daleharvey,false,1
false,0,8.972385,daleharvey,false,1
false,1,4.462989,daleharvey,false,1
false,0,9.2573,Charlotteis,false,1
false,0,4.688762,nolanlawson,false,1
false,1,4.375729,daleharvey,false,1
false,1,4.340125,daleharvey,false,1
false,1,4.244223,daleharvey,false,1
false,1,4.211464,daleharvey,false,1
false,0,9.992524,garrensmith,false,1
false,1,9.045777,daleharvey,false,1
false,1,4.371474,daleharvey,false,1
false,0,0,nolanlawson,false,1
false,1,4.300227,daleharvey,false,1
false,1,4.359742,daleharvey,false,1
false,1,4.63241,daleharvey,false,1
false,1,4.625761,daleharvey,false,1
false,1,4.72067,daleharvey,false,1
false,1,4.657255,daleharvey,false,1
false,1,49.815469,daleharvey,false,1
false,0,48.425551,mwksl,false,0
false,0,13.635313,daleharvey,false,1
false,0,4.564402,tohagan,true,1
false,0,26.614688,daleharvey,false,1
false,0,9.2526,colinskow,false,1
false,0,13.831136,colinskow,false,1
false,0,27.913862,daleharvey,false,1
false,0,4.769208,adamvert,false,1
false,0,14.692223,nolanlawson,true,1
false,0,13.313425,daleharvey,false,1
false,2,68.759388,nolanlawson,false,0
false,0,13.075293,daleharvey,false,1
false,0,4.857236,fiatjaf,false,1
false,2,122.207327,nolanlawson,false,1
false,4,22.84334,nolanlawson,false,1
false,0,9.106732,nickcolley,true,0
false,0,13.735822,janraasch,false,1
false,1,28.729086,nolanlawson,false,0
false,0,28.254314,willholley,false,1
false,0,4.646757,daleharvey,false,1
false,2,43.785633,nickcolley,false,0
false,0,5.101606,ermouth,false,1
false,0,14.923372,ntwcklng,false,0
false,4,90.076992,nolanlawson,false,0
false,1,9.889873,nolanlawson,false,1
false,0,5.039396,scottmtp,false,1
false,0,4.733825,omsmith,false,1
false,1,4.300179,nolanlawson,false,0
false,0,5.040363,nolanlawson,false,1
false,1,5.012348,daleharvey,false,1
false,1,4.659628,nolanlawson,false,1
false,1,4.300179,daleharvey,false,1
false,1,5.293072,nolanlawson,false,0
false,0,4.739519,nolanlawson,false,1
false,1,4.5392,daleharvey,false,0
false,1,4.637991,daleharvey,false,1
false,1,5.362423,daleharvey,false,0
false,0,21.511587,daleharvey,false,1
false,1,5.215704,daleharvey,false,0
false,2,9.731688,nolanlawson,false,0
false,0,4.671164,nolanlawson,false,1
false,0,9.61897,daleharvey,false,1
false,1,9.631464,daleharvey,false,0
false,1,4.349749,nolanlawson,false,1
false,0,112.938564,nolanlawson,false,1
false,0,4.50334,nolanlawson,false,0
false,0,27.936423,Charlotteis,false,1
false,0,9.370144,Charlotteis,false,1
false,0,9.239974,daleharvey,false,1
false,0,13.862005,daleharvey,false,1
false,0,4.391852,daleharvey,false,1
false,0,9.143469,daleharvey,false,1
false,2,5.215009,robertkowalski,false,0
false,0,28.212333,daleharvey,false,1
false,1,5.288724,daleharvey,false,0
false,0,4.866379,nolanlawson,false,1
false,1,9.690418,daleharvey,false,1
false,1,13.715826,omsmith,false,0
false,0,0,daleharvey,false,1
false,1,9.417805,nolanlawson,false,0
false,0,4.58844,willholley,false,1
false,0,5.093884,daleharvey,false,1
false,0,4.961957,garrensmith,false,0
false,1,5.289101,nolanlawson,false,0
false,1,9.690418,nickcolley,false,0
false,1,4.861967,nolanlawson,false,1
false,1,4.376016,denis-sokolov,false,1
false,1,5.054099,nolanlawson,false,0
false,1,5.285029,daleharvey,false,0
false,1,23.299858,nolanlawson,true,1
false,1,9.70418,nolanlawson,false,1
false,2,28.225493,nolanlawson,false,0
false,1,5.093446,nolanlawson,false,0
false,0,9.689183,nolanlawson,false,1
false,6,28.096367,nolanlawson,false,1
false,0,13.185225,nolanlawson,false,1
false,0,4.733728,nolanlawson,true,1
false,1,29.920303,nolanlawson,false,1
false,1,5.134954,nolanlawson,false,0
false,0,14.299513,nolanlawson,false,0
false,2,13.645384,daleharvey,false,1
false,1,18.386352,daleharvey,false,1
false,0,14.333725,nolanlawson,false,1
false,0,4.416778,daleharvey,false,1
false,0,9.887835,daleharvey,false,1
false,1,22.87907,nicolasbrugneaux,false,1
false,1,4.456736,nickcolley,false,1
false,0,9.250609,nicolasbrugneaux,false,0
false,1,37.329558,daleharvey,false,0
false,1,14.689257,nolanlawson,false,1
false,0,4.651526,nolanlawson,false,1
false,1,23.115215,nolanlawson,true,0
false,0,4.570172,nolanlawson,false,1
false,0,9.736729,nolanlawson,false,0
false,1,13.896956,nolanlawson,false,0
false,0,4.641901,nolanlawson,false,1
false,0,13.839656,nolanlawson,false,1
false,0,23.32672,nolanlawson,false,1
false,1,4.908076,nolanlawson,false,1
false,0,5.049238,nolanlawson,true,1
false,2,19.112517,nolanlawson,false,0
false,1,5.431155,daleharvey,false,0
false,1,4.462134,nolanlawson,false,0
false,1,28.398226,nolanlawson,false,0
false,0,23.378203,nolanlawson,false,1
false,1,4.378863,daleharvey,false,1
false,2,49.211868,nolanlawson,false,0
false,0,4.433769,nolanlawson,false,1
false,1,69.782385,nolanlawson,false,1
false,0,4.689709,nolanlawson,false,1
false,0,4.628763,nolanlawson,false,1
false,0,4.952189,nolanlawson,false,1
false,0,13.850672,Charlotteis,false,1
false,0,4.717573,daleharvey,false,0
false,0,13.557114,nolanlawson,false,1
false,0,4.638034,nolanlawson,false,1
false,1,77.949897,daleharvey,false,1
false,0,4.859097,daleharvey,false,1
false,0,9.336702,nolanlawson,false,0
false,1,9.256589,daleharvey,false,1
false,0,9.424934,daleharvey,false,1
false,0,9.944927,nickcolley,false,1
false,1,4.652897,daleharvey,false,1
false,1,5.228005,daleharvey,false,0
false,1,8.636766,daleharvey,false,1
false,1,4.456417,daleharvey,false,0
false,1,4.505965,daleharvey,false,1
false,0,4.477281,willholley,false,1
false,0,4.813875,daleharvey,false,1
false,0,18.265983,daleharvey,false,1
false,1,4.752431,daleharvey,false,1
false,0,4.812908,nolanlawson,false,1
false,0,4.589191,olafura,false,0
false,0,4.868137,nolanlawson,false,0
false,0,9.88807,daleharvey,false,0
false,0,31.652223,nolanlawson,true,1
false,1,4.7337,nolanlawson,false,1
false,0,17.652695,nolanlawson,false,1
false,0,8.948331,nolanlawson,false,1
false,0,4.605443,nolanlawson,false,1
false,0,36.50237,nolanlawson,false,1
false,0,13.197613,nolanlawson,true,1
false,0,74.716725,nolanlawson,false,1
false,0,4.547325,nolanlawson,false,1
false,0,32.878819,nolanlawson,false,1
false,0,36.161084,nolanlawson,false,1
false,2,171.739819,nolanlawson,false,1
false,0,5.145093,karolklp,false,1
false,0,4.994256,nolanlawson,false,1
false,0,4.719249,nolanlawson,false,1
false,2,153.711386,nolanlawson,false,1
false,0,22.937942,nolanlawson,false,1
false,0,4.258199,nolanlawson,false,1
false,1,122.906169,nolanlawson,false,1
false,3,41.028903,nickcolley,true,0
false,1,4.583612,nolanlawson,false,1
false,2,14.207937,nolanlawson,false,1
false,1,67.158832,nolanlawson,false,1
false,0,4.428609,mattbailey,false,1
false,0,5.023473,Dashed,false,1
false,1,5.193316,daleharvey,false,1
false,0,4.559995,daleharvey,false,1
false,0,4.979595,daleharvey,false,0
false,0,5.149038,daleharvey,false,1
false,0,13.933681,bedney,false,1
false,0,19.000213,nolanlawson,false,1
false,1,10.64466,daleharvey,false,0
false,0,70.399084,daleharvey,false,0
false,1,5.288698,daleharvey,false,0
false,1,4.461912,daleharvey,false,0
false,1,14.863115,daleharvey,false,1
false,0,4.310514,daleharvey,false,1
false,0,13.495823,daleharvey,false,0
false,0,36.098241,daleharvey,false,0
false,0,62.808071,karlwestin,false,0
false,0,4.685396,daleharvey,false,1
false,0,9.691907,daleharvey,false,1
false,0,4.310514,michalchochol,false,1
false,0,4.560417,daleharvey,false,0
false,0,9.435391,KlausTrainer,false,1
false,0,8.533935,nickcolley,true,1
false,3,248.921198,nickcolley,true,1
false,0,36.532013,nickcolley,true,1
false,0,4.761313,sirkitree,false,1
false,1,4.375005,daleharvey,false,1
false,1,5.312272,daleharvey,false,0
false,0,24.657268,daleharvey,false,1
false,0,29.190753,daleharvey,false,0
false,1,0,daleharvey,false,1
false,2,137.020603,daleharvey,false,0
false,0,8.689749,daleharvey,false,1
false,2,147.31358,daleharvey,false,0
false,0,18.831664,nolanlawson,true,1
false,1,4.466005,daleharvey,false,1
false,0,8.871538,nolanlawson,true,0
false,1,17.973344,nolanlawson,true,1
false,0,8.561665,nolanlawson,true,1
false,0,8.83418,nolanlawson,false,1
true,0,9.247666,nolanlawson,true,0
false,1,4.659268,calvinmetcalf,true,1
false,0,9.053134,nolanlawson,false,0
false,1,5.025365,daleharvey,false,0
false,1,4.581467,kkirsche,false,1
false,0,10.1668,nolanlawson,true,1
false,1,46.320387,nolanlawson,false,1
false,0,4.75139,nolanlawson,false,1
false,0,4.778569,jhs,false,1
false,1,98.639389,daleharvey,false,0
false,0,41.343968,daleharvey,false,0
false,0,22.642854,victorkohl,false,1
false,0,4.468927,nolanlawson,true,1
false,0,8.683579,nolanlawson,true,1
false,0,4.857244,jhs,false,1
false,0,42.518211,nolanlawson,true,1
false,0,4.493676,slaskis,false,1
false,0,84.143608,nolanlawson,true,1
false,1,5.069495,daleharvey,false,1
false,0,4.260502,daleharvey,false,1
false,1,9.947749,daleharvey,false,1
false,1,4.555407,daleharvey,false,1
false,1,5.19111,daleharvey,false,1
false,0,4.627689,nolanlawson,true,1
false,4,28.152109,nolanlawson,true,0
false,1,5.060018,daleharvey,false,1
false,2,574.719518,nolanlawson,true,1
false,1,19.625541,daleharvey,false,0
false,0,4.38297,nolanlawson,true,1
false,1,9.687451,daleharvey,false,1
false,1,5.079009,nolanlawson,true,1
false,2,59.800548,nolanlawson,false,0
false,0,8.712886,nolanlawson,true,1
false,0,14.359904,nolanlawson,true,0
false,0,4.775667,nolanlawson,true,1
false,2,447.091983,nolanlawson,true,1
false,0,9.210559,nolanlawson,true,1
false,0,19.142898,marten-de-vries,true,1
false,0,9.476194,janl,false,0
false,1,122.653379,nolanlawson,false,0
false,0,4.891829,nolanlawson,true,1
false,0,134.341879,nolanlawson,true,1
false,1,114.59952,nolanlawson,true,1
false,0,4.487448,nichoth,false,1
false,1,5.123504,nolanlawson,true,1
false,2,114.700702,nolanlawson,true,1
false,2,113.554247,nolanlawson,true,1
false,0,4.75897,nolanlawson,true,1
false,0,4.972695,nolanlawson,true,0
false,0,9.722914,nolanlawson,true,1
false,0,32.033793,thriqon,false,1
false,0,4.251859,nolanlawson,true,1
false,1,8.903643,nolanlawson,false,0
false,0,4.756385,nolanlawson,true,1
false,2,29.305766,nolanlawson,false,0
false,1,32.526585,nolanlawson,true,1
false,0,19.005579,nolanlawson,true,1
false,0,4.436946,nolanlawson,false,0
false,1,19.417294,nolanlawson,true,1
false,0,34.260851,nolanlawson,false,0
false,0,9.762605,nolanlawson,false,1
false,0,5.096193,suziwen,false,1
false,1,4.964287,nolanlawson,true,1
false,1,5.461828,daleharvey,false,1
false,1,4.572232,mainakae,false,0
false,0,4.682146,rubensayshi,false,1
false,0,90.612006,nolanlawson,true,1
false,1,4.681471,yaronyg,true,1
false,0,44.290087,nolanlawson,false,0
false,0,4.683292,nolanlawson,true,1
false,0,4.278766,nolanlawson,false,0
false,0,63.360161,nolanlawson,true,1
false,0,4.75596,mainakae,false,1
false,0,27.130767,nolanlawson,false,0
false,0,13.786078,nolanlawson,false,0
false,0,17.679745,nolanlawson,false,0
false,1,9.548885,nolanlawson,false,1
false,0,4.539917,nolanlawson,false,1
false,0,4.525804,nolanlawson,false,1
true,0,4.496033,dholth,false,0
false,0,4.215277,AGBrown,false,1
false,1,67.786643,nolanlawson,false,1
false,0,5.235772,nolanlawson,true,1
false,0,0,daleharvey,false,1
false,0,0,jo,false,1
false,0,0,jo,false,1
false,0,28.422936,daleharvey,false,1
false,0,4.746865,nolanlawson,true,1
false,1,23.122291,nolanlawson,false,1
false,0,4.587694,nolanlawson,true,1
false,1,10.172436,nolanlawson,true,1
false,1,85.794608,nolanlawson,false,0
false,1,4.315931,nolanlawson,true,1
false,0,4.734703,nolanlawson,true,1
false,1,158.559362,nolanlawson,true,1
true,0,71.286113,nolanlawson,false,0
false,0,15.32821,nolanlawson,true,1
false,0,14.620844,nolanlawson,true,1
false,0,4.686347,nolanlawson,true,1
false,0,4.611551,nolanlawson,true,1
false,0,9.959344,nolanlawson,true,1
false,0,4.976306,nolanlawson,true,1
false,0,76.452179,marten-de-vries,true,1
false,2,33.101254,daleharvey,false,1
false,0,4.99486,nolanlawson,false,1
false,0,14.165546,nolanlawson,true,1
false,0,5.082931,nolanlawson,true,1
false,0,4.943374,nolanlawson,false,1
false,0,10.037048,gr2m,true,1
false,0,4.48143,nolanlawson,true,1
false,0,0,jo,false,0
false,0,10.354112,nolanlawson,false,0
false,2,8.877563,nolanlawson,false,1
false,4,78.640562,nolanlawson,false,0
false,0,9.173392,nolanlawson,true,1
false,0,0,jo,false,1
false,0,5.087265,viskin,false,1
false,0,4.989433,nolanlawson,true,1
false,0,18.067556,nolanlawson,true,1
false,0,17.54194,nolanlawson,true,1
false,0,4.828907,alax,false,1
false,0,9.842533,nolanlawson,true,1
false,1,22.715074,nolanlawson,true,1
false,0,66.297908,nolanlawson,false,1
false,1,5.187151,nolanlawson,false,0
false,1,5.3578,nolanlawson,false,0
false,1,5.148768,nolanlawson,false,1
false,1,5.355399,nolanlawson,false,0
false,0,4.280179,nolanlawson,true,1
false,6,29.089565,nolanlawson,false,1
false,0,4.554522,nolanlawson,true,1
false,1,14.384344,nolanlawson,false,1
false,0,4.547006,dholth,false,0
false,0,4.680604,neojski,false,1
false,0,4.786379,nolanlawson,true,1
false,0,0,daleharvey,false,1
false,0,4.916447,RichardLitt,false,1
false,0,4.578708,RichardLitt,false,1
false,0,4.453746,RichardLitt,false,1
false,1,19.187189,nolanlawson,true,1
false,1,4.691928,sphaso,false,1
false,0,14.907151,ronag,false,0
false,0,19.411729,daleharvey,false,1
false,0,13.750306,daleharvey,false,1
false,1,19.065445,yaronyg,true,1
false,0,8.900626,jjd314,false,1
false,0,4.614981,yaronyg,true,1
false,0,0,jo,true,1
true,0,14.509131,KlausTrainer,false,1
false,0,4.886317,oliviertassinari,false,1
false,0,10.083115,nolanlawson,true,1
false,0,4.590458,sphaso,false,0
false,0,9.816125,nolanlawson,true,1
false,0,4.407196,nolanlawson,true,1
false,0,62.898483,nolanlawson,true,1
true,0,25.785022,nolanlawson,false,0
true,0,13.244691,dholth,false,0
false,0,4.662894,yungchin,false,1
false,0,4.995503,nolanlawson,true,1
true,1,4.356994,svnlto,true,0
false,0,4.634972,cyrusbowman,false,1
false,0,4.931532,nolanlawson,true,1
false,0,4.593756,ialbescu,false,0
false,0,4.488404,jchris,false,1
false,0,4.662894,nolanlawson,true,1
false,0,14.840541,nolanlawson,false,1
false,1,8.957935,calvinmetcalf,true,1
false,1,4.512845,nolanlawson,true,1
false,0,39.458972,nolanlawson,true,1
true,2,9.748148,tannerlinsley,false,0
false,0,4.511005,nolanlawson,true,1
false,0,4.527879,nolanlawson,false,0
false,0,8.948901,nolanlawson,true,1
false,0,19.351517,nolanlawson,true,1
false,0,8.856541,nolanlawson,true,1
false,0,17.987575,nolanlawson,true,1
false,0,4.455056,sphaso,false,0
false,0,4.87218,nolanlawson,true,1
false,0,0,nolanlawson,true,1
false,0,4.544079,tOkeshu,false,1
false,0,4.763556,nolanlawson,true,1
false,0,18.559906,nolanlawson,true,1
false,0,9.18229,nolanlawson,true,0
false,0,4.949993,nolanlawson,true,1
false,0,5.033825,nolanlawson,true,1
false,0,4.985744,nolanlawson,true,1
false,1,13.946245,nolanlawson,false,1
false,1,4.573588,nolanlawson,true,1
false,2,20.188693,nolanlawson,true,1
false,1,1021.832698,nolanlawson,true,1
false,0,4.591729,nolanlawson,true,1
false,0,4.363562,nolanlawson,true,1
false,0,39.907673,nolanlawson,true,1
false,1,10.176575,jchris,false,0
false,0,4.896197,nolanlawson,false,1
false,0,17.66694,nolanlawson,true,1
false,0,4.402221,jchris,false,1
false,0,4.536018,jchris,false,1
true,0,4.038302,jchris,false,1
false,0,4.528597,jchris,false,1
false,0,8.760814,nolanlawson,true,1
false,1,38.800968,nolanlawson,false,0
false,0,41.803987,nolanlawson,true,1
false,0,3.885735,jchris,false,1
false,0,4.480798,jchris,false,1
false,0,9.571627,nolanlawson,false,0
false,0,4.631624,jchris,false,1
false,0,4.516309,shimaore,false,1
false,0,4.417987,nolanlawson,false,1
false,0,5.01464,nolanlawson,true,1
false,0,8.163024,nickcolley,true,1
false,0,4.50696,dahjelle,false,1
false,2,14.640275,nolanlawson,true,1
false,1,11.288629,calvinmetcalf,true,0
true,1,8.939694,nolanlawson,true,1
false,0,5.175403,nolanlawson,false,1
false,1,28.04984,nolanlawson,false,1
false,0,4.641429,willholley,false,1
false,1,20.288212,jchris,false,1
false,2,28.719761,nickcolley,false,1
false,0,4.743363,slang800,false,0
true,1,15.603908,jchris,false,1
false,1,45.879276,nolanlawson,true,1
false,0,4.510003,tyler-johnson,false,1
false,1,27.474308,JakeChampion,false,1
false,0,26.258211,nolanlawson,true,1
false,0,4.68204,nolanlawson,true,1
false,0,9.924853,nolanlawson,true,1
false,0,4.997259,nolanlawson,true,1
false,0,22.845026,nolanlawson,true,1
false,0,12.18513,willholley,false,1
false,0,4.958665,nolanlawson,true,1
false,0,9.025013,jchris,false,0
false,0,5.049741,daleharvey,false,1
false,0,8.971519,jchris,false,1
false,0,4.55417,nolanlawson,true,1
false,1,73.880047,nolanlawson,false,0
false,0,9.660709,nolanlawson,true,1
false,1,104.393965,nolanlawson,false,0
false,1,3.947166,daleharvey,false,0
false,1,4.108248,daleharvey,false,1
false,0,4.639036,nolanlawson,true,1
false,0,9.131355,willholley,false,1
false,1,5.142113,willholley,false,1
false,1,14.706074,daleharvey,false,0
false,1,5.175564,daleharvey,false,1
false,1,5.396188,daleharvey,false,0
false,1,5.366995,daleharvey,false,0
false,0,9.623154,nolanlawson,true,1
false,0,4.804105,jez0990,false,1
false,0,3.725675,willholley,false,1
false,0,14.348544,nolanlawson,true,1
false,2,44.516474,jchris,false,1
false,0,42.761773,willholley,false,1
false,1,5.153152,daleharvey,false,1
false,1,5.164388,daleharvey,false,0
false,1,5.151758,daleharvey,false,0
false,1,5.313859,daleharvey,false,0
false,1,5.171416,daleharvey,false,0
false,1,5.337695,daleharvey,false,0
false,0,16.598706,daleharvey,false,1
false,0,5.027827,nolanlawson,true,1
false,1,5.145348,daleharvey,false,1
false,1,9.09841,nolanlawson,true,1
false,0,4.71163,nolanlawson,false,0
false,0,14.144362,nolanlawson,true,0
false,0,8.981118,willholley,false,1
false,0,4.664378,rsutphin,false,1
true,0,4.455437,willholley,false,0
false,0,4.87184,daleharvey,false,1
false,0,4.99963,daleharvey,false,1
false,0,45.63866,daleharvey,false,0
false,0,9.201023,daleharvey,false,1
false,0,3.86484,daleharvey,false,1
false,0,3.989818,daleharvey,false,0
false,1,113.668678,daleharvey,false,1
false,5,46.478921,jchris,false,1
false,1,4.086568,nickcolley,true,1
false,0,5.302204,daleharvey,false,1
false,3,50.427462,daleharvey,false,1
false,0,9.383177,nolanlawson,true,1
false,0,4.436743,daleharvey,false,1
false,1,4.486151,nolanlawson,true,1
false,1,18.037311,nolanlawson,true,1
false,0,4.934377,nolanlawson,true,1
false,0,4.905832,nolanlawson,true,1
false,0,4.683473,daleharvey,false,1
false,0,24.580651,nolanlawson,false,0
false,1,5.060531,nolanlawson,false,0
false,0,17.619824,nolanlawson,true,1
false,1,4.558699,daleharvey,false,1
false,0,4.876142,BigBlueHat,false,1
false,0,4.771036,gabrielnau,false,1
false,0,4.573624,gabrielnau,false,0
false,0,8.732134,willholley,false,1
false,0,4.4053,willholley,false,1
false,0,4.380129,willholley,false,1
false,0,4.419724,willholley,false,1
false,0,4.454632,willholley,false,1
false,0,4.386036,willholley,false,1
false,0,8.871747,willholley,false,1
false,0,4.263614,willholley,false,1
false,0,3.74005,willholley,false,1
false,0,3.76153,willholley,false,1
false,0,4.574513,daleharvey,false,0
false,0,4.747009,jchris,false,0
false,0,4.461421,tyler-johnson,false,1
false,0,4.457822,nolanlawson,false,1
false,1,14.677155,nolanlawson,false,1
false,1,51.34459,nolanlawson,true,1
false,0,26.583582,daleharvey,false,1
false,0,13.729997,daleharvey,false,1
false,0,4.530637,daleharvey,false,0
false,0,13.559782,daleharvey,false,0
false,0,122.062328,daleharvey,false,1
false,2,15.221586,daleharvey,false,1
false,1,5.341688,nolanlawson,false,0
false,0,4.241559,glynnbird,false,1
false,0,4.40462,glynnbird,false,1
false,0,4.821924,nickcolley,true,1
false,1,14.697156,marten-de-vries,true,1
false,0,14.10759,daleharvey,false,1
false,0,9.488218,nolanlawson,true,1
false,1,4.734988,nolanlawson,true,1
false,1,13.61938,nolanlawson,true,1
false,0,44.584113,gr2m,false,1
false,0,22.542567,daleharvey,false,1
false,0,13.637712,daleharvey,false,1
false,0,8.648888,nolanlawson,true,1
false,0,13.893679,marten-de-vries,true,1
false,0,4.6969,nolanlawson,false,1
false,0,4.440272,willholley,false,1
false,1,4.333744,nolanlawson,false,1
false,1,9.895292,nolanlawson,false,0
false,0,9.292542,nolanlawson,true,1
false,0,15.373909,nolanlawson,false,1
false,0,4.516061,nolanlawson,true,1
false,0,18.710701,daleharvey,false,1
false,0,13.665851,daleharvey,false,0
false,0,18.307505,nolanlawson,true,1
false,0,4.634962,nolanlawson,true,1
false,1,33.862527,nolanlawson,false,0
false,0,28.509812,nolanlawson,false,0
false,0,4.252222,willholley,false,0
false,1,4.469214,daleharvey,false,0
false,0,9.214089,willholley,false,1
false,0,8.247499,willholley,false,1
false,0,8.734213,willholley,false,1
false,1,20.932194,willholley,false,1
false,3,59.589133,daleharvey,false,1
false,0,16.774056,nolanlawson,true,1
false,1,29.35641,nolanlawson,false,0
false,1,5.359083,nolanlawson,false,0
false,0,29.035822,nolanlawson,true,1
false,1,5.323362,nolanlawson,false,0
false,0,4.381424,daleharvey,false,1
false,0,9.028105,daleharvey,false,1
false,0,9.533715,nolanlawson,false,1
false,0,7.942009,willholley,false,1
false,0,3.315823,willholley,false,1
false,0,8.623268,willholley,false,1
false,0,4.139832,willholley,false,1
false,0,17.514955,willholley,false,1
false,0,11.966456,willholley,false,1
false,0,4.539579,willholley,false,1
false,0,4.56111,willholley,false,1
false,0,4.573283,willholley,false,1
false,0,4.091953,willholley,false,1
false,0,4.57057,willholley,false,1
false,0,8.226278,willholley,false,1
false,3,90.486594,nolanlawson,false,0
false,2,195.537589,nolanlawson,false,0
false,0,3.982449,willholley,false,1
false,0,4.153373,willholley,false,1
false,0,4.034432,willholley,false,1
false,0,4.251386,robertkeizer,false,1
false,0,4.077925,willholley,false,1
false,0,45.446878,gr2m,false,1
false,0,3.549181,willholley,false,1
false,0,4.111205,willholley,false,1
false,1,4.923613,nolanlawson,true,1
false,0,57.399385,nolanlawson,false,0
false,0,4.586511,lokeshj,false,1
false,0,32.257101,nolanlawson,true,1
false,0,4.605364,marten-de-vries,true,1
false,0,4.600074,willholley,false,1
false,0,4.46761,willholley,false,1
false,0,9.078719,willholley,false,1
false,0,9.078926,willholley,false,1
false,0,8.749409,willholley,false,1
true,0,13.234753,gr2m,false,1
false,0,22.418377,nolanlawson,true,1
false,0,4.371939,anubes19,false,0
false,0,32.176467,nolanlawson,true,1
false,0,17.970692,yaronyg,true,1
false,0,4.766073,backspace,false,0
false,0,28.753512,tomsun,true,1
false,1,9.641492,daleharvey,false,0
false,0,9.517422,garrensmith,false,1
false,0,8.862635,calvinmetcalf,true,1
false,0,13.239778,willholley,false,1
false,0,4.361285,willholley,false,1
false,0,4.170048,willholley,false,1
false,0,4.073173,willholley,false,1
false,0,4.254665,willholley,false,1
false,0,4.164298,willholley,false,1
false,0,4.251859,willholley,false,1
false,0,4.197719,willholley,false,1
false,0,4.379191,willholley,false,1
false,0,4.310459,willholley,false,1
