@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,9,10,19,34,36,37,44,45,46,52,53'

@attribute forward_links {false,true}
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute commits_on_files_touched numeric
@attribute workload numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute prev_pullreqs numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_issue_events numeric
@attribute first_response numeric
@attribute status {0,1}

@data
false,0,2,0,23,MattsGitCode,0,false,false,0,6,1
false,8,1,0,27,damianh,11,false,false,1,-1,1
false,0,0,0,27,thecodejunkie,142,false,false,12,19,1
false,0,1,0,28,damianh,10,false,false,1,-1,1
false,30,45,8,27,damianh,9,false,false,1,5,1
false,0,3,12,27,thecodejunkie,141,false,true,12,-1,1
false,0,4,11,27,thecodejunkie,140,false,true,12,-1,1
false,0,4,8,27,thecodejunkie,139,false,true,14,-1,1
false,0,1,7,24,johnsimons,0,false,false,0,-1,1
false,0,1,3,27,dragan,0,false,false,0,10,0
false,0,9,17,33,thefringeninja,9,false,false,0,62,1
false,0,3,7,62,danielporfirio,0,false,false,0,179,1
false,1,4,2,64,salaerts,0,false,false,0,1080780,0
false,0,3,18,26,rasmus-beck,0,false,false,0,4814,1
true,4,12,23,43,lukesmith,3,false,false,0,96456,1
false,0,2,7,44,kekekeks,0,false,false,0,9223,1
false,0,2,2,21,jchannon,23,false,false,0,-1,1
true,0,2,7,46,thecopy,2,false,false,0,21,0
false,0,2,0,21,whatknott,0,false,false,0,-1,1
false,0,2,1,32,thecopy,1,false,false,0,13258,1
false,0,2,1,32,thecopy,0,false,false,0,13259,1
false,1,5,29,32,albertjan,14,true,false,2,192,1
false,4,53,26,13,grumpydev,126,true,false,12,-1,1
false,0,3,5,18,Invizory,0,false,false,0,112,1
false,0,2,9,17,albertjan,13,true,false,1,322,1
true,0,1,9,17,marcusoftnet,10,false,false,0,1117,1
false,0,2,0,16,rlipscombe,1,false,false,0,-1,1
false,0,2,0,16,rlipscombe,0,false,false,0,13,1
false,0,2,3,14,jugglingnutcase,17,true,false,1,-1,1
false,0,4,4,14,jugglingnutcase,16,true,false,1,731,1
false,0,1,15,13,yojimbo87,0,false,false,0,-1,1
false,0,2,5,13,thecodejunkie,138,false,true,11,2118,1
false,0,9,11,40,jchannon,22,false,false,0,16,1
false,0,16,10,15,grumpydev,125,true,false,10,94,1
false,2,25,5,14,adamralph,4,false,false,1,6,1
false,0,7,10,12,thecodejunkie,137,false,true,9,-1,1
false,0,2,4,12,grumpydev,124,false,false,12,-1,1
false,0,1,0,12,grumpydev,123,true,false,11,-1,1
false,5,16,5,27,damianh,8,false,false,0,3,1
false,0,3,18,16,JoelHT-Landmark,1,false,false,0,7,1
false,0,2,17,16,adamralph,3,false,false,1,-1,1
false,0,3,4,16,grumpydev,122,false,false,12,-1,1
false,0,1,2,16,grumpydev,121,false,false,12,-1,1
false,0,1,7,24,albertjan,12,true,false,1,294,1
false,0,1,0,23,adamralph,2,false,false,1,-1,1
false,0,2,3,23,thefringeninja,8,false,false,0,450,1
false,0,1,9,23,grumpydev,120,false,false,7,-1,1
false,0,3,16,24,omeaart,0,false,false,0,14373,1
false,0,5,12,24,jugglingnutcase,15,false,false,1,6,1
false,0,3,15,23,dot-i,8,false,false,0,11,1
false,0,4,0,22,jugglingnutcase,14,false,false,1,4600,1
false,0,5,6,22,jugglingnutcase,13,false,false,1,11,1
false,0,8,2,24,tpluscode,0,false,false,0,7358,1
false,0,36,33,25,dot-i,7,false,false,0,10505,1
false,0,4,12,22,grahamrhay,1,false,false,0,13273,0
false,0,0,0,20,phillip-haydon,15,true,false,0,1,1
false,0,0,0,21,kppullin,2,false,false,0,-1,1
false,0,12,36,47,phillip-haydon,14,false,false,0,14848,1
false,0,1,2,24,albertjan,11,true,false,0,15137,1
false,0,2,0,20,albertjan,10,true,false,0,-1,1
false,0,1,5,25,phillip-haydon,13,true,false,0,17677,1
false,0,1,0,24,phillip-haydon,12,true,false,0,802,1
false,0,1,3,16,smithjacobj,0,false,false,0,6,1
false,0,5,0,19,albertjan,9,true,false,0,11395,1
false,0,2,4,37,erdomke,0,false,false,0,17686,1
false,0,2,10,22,adamralph,1,false,false,1,-1,0
false,0,657,275,30,damianh,7,false,false,0,-1,0
false,0,4,0,17,damianh,6,true,false,0,6315,1
false,0,1,0,16,thecodejunkie,136,false,true,24,-1,1
false,0,4,6,20,albertjan,8,true,false,0,-1,1
false,0,2,3,17,jugglingnutcase,12,true,false,1,2,1
false,0,2,5,16,mike-ward,0,false,false,0,-1,1
false,1,13,136,35,half-ogre,1,false,false,2,1,0
false,0,3,8,35,jchannon,21,false,false,4,25889,1
false,0,1,0,12,thecodejunkie,135,false,true,23,-1,1
false,0,1,15,13,thecodejunkie,134,false,true,23,-1,1
false,0,6,48,15,thecodejunkie,133,false,true,23,-1,1
false,0,2,9,15,phillip-haydon,11,true,false,1,-1,1
false,0,4,36,14,davepermen,1,false,false,0,331,1
false,0,0,0,14,davepermen,0,false,false,0,-1,0
false,0,3,5,18,pwain,0,false,false,0,-1,1
false,0,1,4,16,thecodejunkie,132,false,true,22,-1,1
false,0,1,15,16,andreichuk,4,false,false,0,-1,1
false,0,1,19,14,thecodejunkie,131,false,true,22,-1,1
false,0,9,13,16,phillip-haydon,10,true,false,1,-1,1
false,0,2,3,16,jchannon,20,false,false,4,-1,1
false,0,1,4,16,phillip-haydon,9,true,false,1,-1,1
false,2,15,83,15,damianh,5,false,false,0,24,1
false,0,1,0,14,damianh,4,false,false,0,5510,1
false,0,5,22,14,grumpydev,119,true,false,47,110,1
false,0,4,0,18,albertjan,7,true,false,0,-1,1
false,0,6,43,17,phillip-haydon,8,true,false,1,123,1
false,0,1,14,17,jugglingnutcase,11,false,false,1,-1,1
false,0,5,37,19,thecodejunkie,130,false,true,26,3,1
false,0,1,4,17,jugglingnutcase,10,true,false,1,-1,1
false,0,0,0,16,jugglingnutcase,9,false,false,1,-1,0
false,10,32,53,16,thecodejunkie,129,false,true,25,-1,1
false,0,1,13,17,majimenezp,2,true,false,0,-1,1
false,0,1,19,16,thecodejunkie,128,false,true,25,-1,1
false,0,1,0,16,jchannon,19,false,false,4,-1,1
false,0,2,5,17,bwatts,0,false,false,0,278,1
false,1,5,24,16,damianh,3,false,false,0,-1,1
true,0,1,0,17,jchannon,18,false,false,3,-1,1
false,14,24,37,17,jchannon,17,false,false,3,335,1
false,0,7,0,16,albertjan,6,true,false,0,148,1
false,0,1,12,14,thecodejunkie,127,false,true,23,-1,1
false,0,4,7,19,provegard,0,false,false,0,1,1
false,0,2,27,18,jchannon,16,false,false,4,-1,0
false,0,1,0,17,jchannon,15,false,false,5,-1,1
false,0,1,0,17,jchannon,14,false,false,3,-1,1
true,13,31,37,18,jchannon,13,false,false,3,1313,1
false,0,2,26,14,kevfromireland,0,false,false,0,3,1
false,0,3,5,14,mjamin,1,false,false,0,9,1
false,0,1,17,13,dariusdamalakas,0,false,false,0,-1,1
false,0,1,9,13,mjamin,0,false,false,0,-1,1
false,0,1,8,17,jar349,0,false,false,0,242,1
false,0,0,0,12,damianh,2,false,false,0,-1,1
false,0,1,19,17,adamclerk,3,false,false,0,-1,1
false,0,3,32,11,lukesmith,2,false,false,0,1295,1
false,0,1,0,13,jjchiw,0,false,false,0,39456,0
false,0,3,30,11,franhoey,0,false,false,1,-1,1
false,0,2,15,13,grumpydev,118,true,false,56,-1,1
false,0,1,3,12,EKibort,0,false,false,0,1,1
false,0,2,10,12,timplourde,0,false,false,0,-1,1
false,0,1,5,12,thecodejunkie,126,false,true,32,-1,1
false,0,4,54,12,thecodejunkie,125,false,true,32,44,1
false,0,3,6,13,adamclerk,2,false,false,0,0,1
false,0,3,6,12,adamclerk,1,false,false,0,-1,0
false,5,42,125,13,grumpydev,117,true,false,56,908,1
false,0,1,19,12,dchrno,0,false,false,0,-1,1
false,0,2,14,12,grumpydev,116,false,false,56,-1,1
false,0,2,11,12,grumpydev,115,false,false,56,-1,1
false,0,1,2,12,tischlda,2,false,false,0,-1,1
false,0,4,18,16,thecodejunkie,124,false,true,37,556,1
false,0,3,32,20,grumpydev,114,false,false,45,-1,1
false,0,29,85,20,grumpydev,113,false,false,44,199,1
false,0,1,2,22,grumpydev,112,false,false,44,-1,1
false,0,3,5,22,grumpydev,111,false,false,41,-1,1
false,0,14,96,21,grumpydev,110,false,false,41,-1,1
false,0,3,6,21,grumpydev,109,false,false,43,-1,1
false,0,1,14,23,grumpydev,108,false,false,42,-1,1
false,0,1,2,22,grumpydev,107,false,false,42,-1,1
false,0,4,24,23,grumpydev,106,false,false,41,-1,1
false,0,4,19,36,grahamrhay,0,false,false,1,52746,1
false,0,5,26,20,damianh,1,false,false,0,5,1
false,0,1,14,21,phillip-haydon,7,true,false,3,-1,1
false,0,2,14,19,thecodejunkie,123,false,true,39,35,1
false,0,1,2,19,thecodejunkie,122,false,true,39,-1,1
false,0,3,9,24,thecodejunkie,121,false,true,34,-1,1
false,0,1,0,23,marcusoftnet,9,false,false,2,-1,1
false,0,1,10,23,jhovgaard,0,false,false,1,-1,1
false,0,31,257,57,half-ogre,0,false,true,0,226,0
false,0,3,25,23,thecodejunkie,120,false,true,34,7,1
true,0,1,5,24,MichaelAz,0,false,false,1,-1,0
false,0,9,46,24,thecodejunkie,119,false,false,33,1199,1
false,0,1,9,23,grumpydev,105,true,false,36,-1,1
false,0,6,32,23,grumpydev,104,false,false,36,10,1
false,0,3,5,25,marcusoftnet,8,false,false,2,2010,1
false,0,11,67,23,grumpydev,103,true,false,33,-1,1
false,0,1,19,22,thecodejunkie,118,false,true,33,-1,1
false,0,1,13,24,chrisdavies,0,false,false,0,-1,0
false,0,5,2,23,grumpydev,102,false,false,33,161,0
false,12,32,60,22,grumpydev,101,true,false,33,830,1
false,0,1,6,23,thecodejunkie,117,false,true,32,-1,1
false,0,1,12,22,thecodejunkie,116,false,true,32,-1,1
false,0,3,12,22,grumpydev,100,false,false,33,-1,1
false,0,7,52,24,tischlda,1,false,false,0,2912,1
false,0,2,15,25,phillip-haydon,6,true,false,4,-1,1
false,5,36,72,21,grumpydev,99,false,false,34,1297,1
false,0,1,2,22,marcusoftnet,7,false,false,2,13316,0
false,0,7,33,23,marcusoftnet,6,false,false,2,-1,0
false,0,1,19,22,marcusoftnet,5,false,false,1,-1,1
false,0,4,28,19,danhaller,0,false,false,0,232,1
false,0,8,38,18,marcusoftnet,4,false,false,1,790,1
false,0,3,11,18,Dashue,1,false,false,0,-1,1
true,0,1,17,18,marcusoftnet,3,false,false,1,-1,0
false,0,3,15,17,marcusoftnet,2,true,false,1,88,1
false,0,3,9,18,garethrhughes,1,false,false,0,-1,1
false,0,2,15,21,grumpydev,98,false,false,30,-1,1
false,0,2,6,22,AnthonySteele,0,false,false,0,-1,1
false,0,3,22,23,marcusoftnet,1,false,false,0,-1,1
false,0,3,0,22,thecodejunkie,115,false,true,33,-1,1
false,0,1,0,23,phillip-haydon,5,true,false,3,1079,1
false,0,1,2,22,ChrisBrandhorst,0,false,false,0,1928,1
false,2,8,13,21,grumpydev,97,true,false,27,3187,1
false,0,4,0,21,tischlda,0,false,false,0,7038,1
false,0,2,9,19,grumpydev,96,true,false,29,-1,1
false,0,2,7,19,grumpydev,95,true,false,29,-1,1
false,0,1,0,21,btompkins,0,false,false,1,7680,1
false,1,61,78,21,grumpydev,94,false,false,29,8978,1
true,0,2,10,28,shytikov,0,false,false,2,7841,0
false,0,2,4,19,grumpydev,93,true,false,29,56,1
false,0,1,5,17,jugglingnutcase,8,false,false,0,-1,1
false,0,3,12,20,thecodejunkie,114,false,true,44,-1,1
false,0,2,2,18,damianh,0,true,false,0,-1,1
false,0,1,3,17,jchannon,12,false,false,4,4,1
false,0,4,0,16,grumpydev,92,false,false,35,-1,1
false,0,2,11,16,thecodejunkie,113,false,true,57,-1,1
false,1,7,46,16,thecodejunkie,112,false,true,57,-1,1
false,0,5,7,16,grumpydev,91,true,false,34,-1,1
false,1,14,52,19,thecodejunkie,111,false,true,67,-1,1
false,0,1,0,17,grumpydev,90,false,false,34,-1,1
false,0,2,3,19,grumpydev,89,false,false,34,-1,1
false,0,3,23,22,RoyJacobs,1,false,false,0,26117,1
false,0,1,0,18,synhershko,0,false,false,1,188,1
false,0,6,6,20,codeprogression,6,false,false,2,1136,1
false,1,7,70,65,codeprogression,5,false,false,2,1110,0
false,0,1,0,19,adamclerk,0,false,false,0,0,1
false,0,2,18,23,grumpydev,88,true,false,37,-1,1
false,0,2,26,24,thecodejunkie,110,false,true,89,-1,1
false,0,1,7,23,grumpydev,87,true,false,35,-1,1
false,0,7,0,26,jchannon,11,false,false,5,3004,1
false,1,30,75,23,jchannon,10,false,false,5,-1,0
false,0,1,8,24,thecodejunkie,109,false,true,90,-1,1
false,0,3,9,25,thecodejunkie,108,false,true,91,-1,1
false,0,3,2,24,thecodejunkie,107,false,true,89,-1,1
false,0,2,0,22,ehanneken,0,false,false,0,-1,1
false,6,27,0,23,jchannon,9,false,false,4,9427,1
false,0,8,0,23,thecodejunkie,106,false,true,95,11237,1
false,0,1,0,19,jchannon,8,false,false,4,-1,1
false,0,1,3,19,jchannon,7,false,false,4,-1,1
false,1,22,33,24,jchannon,6,false,false,4,1706,1
true,0,1,19,24,prabirshrestha,26,true,false,10,10360,1
false,0,1,0,24,jchannon,5,false,false,4,-1,1
false,0,1,0,17,jchannon,4,false,false,3,-1,0
true,0,5,28,26,jchannon,3,false,false,3,32,1
false,0,1,24,26,jchannon,2,false,false,3,-1,1
false,1,2,18,18,luuksommers,2,false,false,2,12,1
false,0,1,2,15,jugglingnutcase,7,true,false,0,-1,1
false,0,1,5,18,prabirshrestha,25,true,false,11,902,1
false,0,3,8,14,jugglingnutcase,6,true,false,0,103,1
false,0,14,18,17,thecodejunkie,105,false,true,96,80,1
false,0,3,20,17,thecodejunkie,104,false,true,96,-1,1
false,0,2,11,17,phillip-haydon,4,true,false,4,-1,1
false,0,5,4,15,thecodejunkie,103,false,true,96,-1,1
false,0,3,5,17,thecodejunkie,102,false,true,94,-1,1
false,0,2,19,17,thecodejunkie,101,false,true,92,-1,1
false,0,1,0,17,thecodejunkie,100,false,true,93,-1,1
false,5,34,14,22,adamralph,0,false,false,0,1173,1
false,0,11,18,25,thecodejunkie,99,false,true,85,1835,1
true,0,2,27,37,thefringeninja,7,false,false,3,3681,0
false,0,2,0,26,phillip-haydon,3,true,false,3,5759,1
false,0,1,2,25,jugglingnutcase,5,true,false,0,-1,1
false,0,2,0,25,jugglingnutcase,4,true,false,0,-1,1
false,0,7,28,24,sloncho,3,false,false,0,2298,1
false,0,1,4,21,inTagger,1,false,false,2,24,1
false,0,2,3,21,luuksommers,1,true,false,1,27,0
false,0,1,0,20,thecodejunkie,98,false,true,84,-1,1
false,0,2,6,25,inTagger,0,true,false,0,2543,1
false,0,3,13,20,prabirshrestha,24,true,false,10,-1,1
false,0,2,7,21,phillip-haydon,2,true,false,1,24174,1
false,0,2,11,24,kayone,1,false,false,0,9331,1
false,0,1,0,22,luuksommers,0,true,false,0,16,1
false,0,2,2,22,thecodejunkie,97,false,false,84,-1,1
false,0,14,47,20,thecodejunkie,96,false,true,84,-1,1
false,0,4,22,24,thecodejunkie,95,false,false,84,-1,1
false,0,2,3,20,rhwy,1,false,false,0,21440,1
false,10,153,84,12,rhwy,0,false,false,0,-1,1
false,0,5,148,59,prabirshrestha,23,true,false,8,730773,0
false,0,1,1,11,phillip-haydon,1,true,false,1,-1,1
false,0,5,12,11,thecodejunkie,94,false,true,82,-1,1
false,0,1,2,12,thecodejunkie,93,false,true,82,-1,1
false,0,2,3,11,thecodejunkie,92,false,true,79,-1,1
false,0,1,1,11,bsommardahl,1,false,false,3,-1,1
false,0,2,10,25,prabirshrestha,22,true,false,9,95245,0
false,0,11,12,12,grumpydev,86,true,false,41,-1,1
false,0,1,4,16,thecodejunkie,91,false,true,77,-1,1
false,0,1,0,16,thecodejunkie,90,false,true,74,-1,1
true,0,2,3,17,emilcardell,2,false,false,1,-1,0
false,0,4,6,16,DarrellMozingo,0,false,false,0,-1,1
false,0,5,0,25,thefringeninja,6,false,false,2,308,1
false,0,5,26,27,thecodejunkie,89,false,true,55,-1,1
false,0,2,0,27,phillip-haydon,0,true,false,1,224,1
false,0,2,0,25,grumpydev,85,true,false,33,-1,1
false,0,2,50,24,grumpydev,84,true,false,32,-1,1
false,0,1,0,25,prabirshrestha,21,true,false,9,-1,1
false,0,1,0,23,prabirshrestha,20,true,false,9,-1,1
false,0,7,32,30,thecodejunkie,88,false,true,55,-1,1
false,0,1,0,24,dot-i,6,false,false,4,359,1
false,0,2,0,25,dot-i,5,false,false,4,371,1
false,0,3,3,27,andreichuk,3,false,false,2,199,1
false,0,5,4,26,andreichuk,2,false,false,2,-1,1
false,0,4,79,68,thecodejunkie,87,false,false,43,-1,0
false,0,7,23,37,andreichuk,1,false,false,2,887,1
false,0,7,0,32,andreichuk,0,false,false,1,-1,1
false,0,5,0,34,sloncho,2,false,false,0,2202,1
false,0,0,0,32,thecodejunkie,86,false,false,53,-1,1
false,0,1,0,31,thecodejunkie,85,false,true,52,-1,1
false,0,4,0,32,prabirshrestha,19,true,false,6,-1,1
false,0,2,0,34,thecodejunkie,84,false,true,54,-1,1
false,0,4,47,33,thecodejunkie,83,false,true,51,-1,1
false,0,1,0,33,thecodejunkie,82,false,true,50,-1,1
false,0,16,38,31,thecodejunkie,81,false,true,48,-1,1
false,0,1,0,49,dot-i,4,false,false,1,12662,0
false,0,2,0,32,dot-i,3,false,false,1,-1,1
false,0,17,31,29,dot-i,2,false,false,0,-1,1
false,0,2,0,34,palsson,0,false,false,0,21306,1
true,9,15,6,40,prabirshrestha,18,true,false,5,17338,1
false,21,1,0,31,grumpydev,83,true,false,33,-1,1
false,1,15,48,32,grumpydev,82,true,false,33,329,1
false,0,16,0,36,prabirshrestha,17,true,false,5,-1,1
false,0,1,0,37,thefringeninja,5,false,false,1,30757,0
true,0,2,1,35,laazyj,0,false,false,1,5,0
false,0,2,0,30,thecodejunkie,80,false,true,65,-1,1
true,0,12,7,32,maxwe789,4,false,false,3,44512,0
false,8,5,4,30,thecodejunkie,79,false,true,65,-1,1
false,1,15,26,34,dot-i,1,false,false,0,1775,1
false,0,15,26,27,dot-i,0,false,false,0,-1,1
false,0,8,11,34,emilcardell,1,false,false,0,48095,0
false,14,7,9,27,thecodejunkie,78,false,true,65,-1,1
false,0,2,11,26,codeprogression,4,false,false,2,-1,1
false,0,4,0,33,emilcardell,0,false,false,0,49993,0
false,0,1,0,36,jchannon,1,false,false,4,55772,1
false,0,3,0,30,maxwe789,3,false,false,3,-1,0
false,0,3,7,24,maxwe789,2,false,false,2,803,1
false,0,2,0,32,jugglingnutcase,3,true,false,3,-1,1
false,0,1,0,30,maxwe789,1,false,false,2,52796,1
false,0,2,0,39,alexanderbeletsky,0,false,false,1,54174,1
false,0,3,0,39,prabirshrestha,16,true,false,5,65,1
false,0,4,0,22,thecodejunkie,77,false,true,63,-1,1
false,7,28,316,76,csainty,4,false,false,1,76477,0
false,0,4,0,35,prabirshrestha,15,true,false,8,63908,1
false,0,2,0,33,SimonCropp,8,false,false,0,64669,1
false,0,1,0,32,JoelHT-Landmark,0,false,false,0,-1,1
false,0,3,0,28,prabirshrestha,14,true,false,7,41272,1
true,5,12,0,36,prabirshrestha,13,false,false,7,1113,0
false,0,3,0,28,emertechie,0,false,false,0,43152,0
false,3,5,0,24,jugglingnutcase,2,true,false,1,1,1
false,0,1,0,17,thecodejunkie,76,false,true,66,-1,1
false,0,1,0,17,webdkmfs,0,false,false,1,83,0
false,0,2,0,24,alanta,0,false,false,0,-1,1
false,0,3,0,17,hmemcpy,0,false,false,0,-1,0
false,0,2,0,27,somedave,1,false,false,3,60573,1
false,0,1,0,16,jugglingnutcase,1,false,false,0,7,0
false,0,1,0,14,kayone,0,false,false,0,-1,1
false,15,60,56,15,thecodejunkie,75,false,false,78,-1,1
false,0,2,0,15,thefringeninja,4,false,false,0,-1,1
false,3,16,0,26,maxwe789,0,false,false,0,296,1
false,0,5,0,53,tylerburd,0,false,false,0,87790,0
false,0,1,0,14,GregBrant,0,false,false,0,-1,1
false,0,6,14,15,grumpydev,81,true,false,34,626,1
false,0,13,0,14,grumpydev,80,true,false,33,-1,1
false,0,3,0,14,thecodejunkie,74,false,true,84,-1,1
false,0,1,0,16,thecodejunkie,73,false,true,82,-1,1
true,0,1,0,17,thecodejunkie,72,false,true,80,6,1
false,0,2,0,15,thecodejunkie,71,false,true,77,-1,1
false,0,1,1,15,blackjable,0,false,false,2,-1,1
false,0,2,7,18,thecodejunkie,70,false,true,86,-1,1
false,0,8,5,24,thecodejunkie,69,false,true,93,-1,1
false,15,60,14,25,bsommardahl,0,false,false,1,17,1
false,0,1,0,22,thecodejunkie,68,false,true,94,-1,1
false,0,4,8,21,thecodejunkie,67,false,true,92,-1,1
false,0,3,0,21,thecodejunkie,66,false,true,94,-1,1
false,0,3,0,40,albertjan,5,true,false,3,-1,0
false,3,17,0,21,thecodejunkie,65,false,true,93,-1,1
false,0,2,0,19,thecodejunkie,64,false,true,91,-1,1
false,0,6,3,30,albertjan,4,true,false,4,-1,0
false,2,13,14,38,albertjan,3,true,false,3,124361,0
false,0,2,0,17,thecodejunkie,63,false,true,90,-1,1
false,4,9,13,18,thecodejunkie,62,false,true,89,-1,1
false,0,2,0,15,thecodejunkie,61,false,true,87,-1,1
false,0,1,0,15,PaulECoyote,9,false,false,4,-1,1
false,0,1,0,25,runesoerensen,0,false,false,0,1318,0
false,0,1,0,12,logicbomb,15,false,false,3,-1,1
false,0,10,0,13,kleinron,0,false,false,0,-1,1
false,0,3,0,18,logicbomb,14,false,false,2,-1,0
false,0,3,0,19,logicbomb,13,false,false,4,13767,1
false,0,1,0,17,csainty,3,false,false,0,-1,1
false,0,1,0,16,prabirshrestha,12,true,false,15,-1,1
false,3,25,20,16,logicbomb,12,false,false,3,26778,1
false,0,6,0,15,RobertTheGrey,3,false,false,1,-1,1
false,0,2,0,16,larsw,0,false,false,0,48,1
false,0,1,0,13,skinny,1,false,false,3,376,0
false,0,3,0,18,prabirshrestha,11,true,false,13,37099,1
false,0,1,0,14,jchannon,0,false,false,1,166,1
false,0,3,0,18,yadazula,0,false,false,0,-1,0
false,0,2,0,24,prabirshrestha,10,true,false,12,1,1
false,1,11,10,15,somedave,0,false,false,0,1148,1
false,0,4,0,9,skinny,0,false,false,0,178,1
false,0,3,0,8,prabirshrestha,9,true,false,11,-1,1
false,0,2,0,33,prabirshrestha,8,true,false,10,0,1
false,0,4,0,10,prabirshrestha,7,true,false,10,-1,1
false,2,5,7,12,thecodejunkie,60,false,true,105,-1,1
false,1,6,19,14,thecodejunkie,59,false,true,104,20141,1
false,0,8,6,11,thecodejunkie,58,false,true,103,-1,1
false,0,1,0,12,serbajlo,4,false,false,0,-1,1
