@relation 'Nancy-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,9,10,19,34,36,37,44,45,46,52,53'

@attribute forward_links {false,true}
@attribute files_deleted numeric
@attribute files_modified numeric
@attribute commits_on_files_touched numeric
@attribute workload numeric
@attribute requester {jchannon,khellang,thecodejunkie,akoeplinger,hwqdt,phillip-haydon,jasonmead,feeeper,stuart-bennett,SonnevilleJ,xt0rted,Yantrio,grumpydev,uliian,Liversage,EasyAsABC123,06b,damianh,dwonisch,aryelfnd,jeffthiele-iq,jonathanfoster,onliner10,phoenixx,asbjornu,richardprice,DavidLievrouw,horsdal,mikle111,jongleur1983,jlennox,joebuschmann,duszekmestre,ayoung,danielmue,bsommardahl,felipeleusin,samal84,lijunle,gitter-badger,rudygt,AIexandr,anton-gogolev,wtilton,dbent,taharrison,AdamFinley,sroylance,Crisfole,VictorTomaili,tparnell8,jvandertil,awec,oskar,hmemcpy,kobi,cchrisman,danbarua,jbattermann,shiftbot,hlesesne,etishor,scottcarr,ranjitCatchinUp,loftum,DarthWalsh,Tsingbo-Kooboo,adamhathcock,johnduhart,onatm,bendetat,ClemPi,ptomasroos,khalidsalomao,Kibele,albertjan,mtharrington,PureKrome,sloncho,devcrafting,Corstiaan84,sschlesier,jayharris,omeaart,kthompson,IngvarKofoed,yannisgu,nathanmarlor,canton7,wilhen01,solyutor,AnthonySteele,jeff-pang,jjchiw,Jevonius,mat-mcloughlin,Novakov,amityagov,rasmus-beck,Hihaj,pdoh00,StephenFriend,ExUltima,jugglingnutcase,aharin,paulsuart,logiclrd,DavidHoerster,icelorrio,kzhen,nerdfury,mloenow,DarrellMozingo,jtroe,jeffdoolittle,washcroft,tpluscode,acorkery,robertbeal,provegard,csainty,wallymathieu,liddellj,stanislavromanov,philjones88,rcknight,dot-i,stabbylambda,detroitpro,despertargz,Adalyat,frankradocaj,DavidKarlas,scottt732,jbonhag,zippy1981,williambogaiv,CumpsD,tempaccount0,lukesmith,fliiiix,FredrikL,jfis,MCord,raurfang,steenhulthin,marcusoftnet,rogeralsing,anilanar,omockler,TheFastCat,SimonCropp,adamralph,davidalpert,Deadarius,btompkins,DavidChristiansen,brianwigfield,emilianionascu,wasabii,justinvp,sirbadger,ferretallica,mattilaj,haf,DevAtWork,czb,Willmo36,prabirshrestha,MattsGitCode,johnsimons,dragan,thefringeninja,danielporfirio,salaerts,kekekeks,thecopy,whatknott,Invizory,rlipscombe,yojimbo87,JoelHT-Landmark,grahamrhay,kppullin,smithjacobj,erdomke,mike-ward,half-ogre,davepermen,pwain,andreichuk,majimenezp,bwatts,kevfromireland,mjamin,dariusdamalakas,jar349,adamclerk,franhoey,EKibort,timplourde,dchrno,tischlda,jhovgaard,MichaelAz,chrisdavies,danhaller,Dashue,garethrhughes,ChrisBrandhorst,shytikov,RoyJacobs,synhershko,codeprogression,ehanneken,luuksommers,inTagger,kayone,rhwy,emilcardell,palsson,laazyj,maxwe789,alexanderbeletsky,emertechie,webdkmfs,alanta,somedave,tylerburd,GregBrant,blackjable,PaulECoyote,runesoerensen,logicbomb,kleinron,RobertTheGrey,larsw,skinny,yadazula,serbajlo,jfabre,dlineberger,squidge,thinkbeforecoding,nicolasgarfinkiel,frankgeerlings,Fax,loudej,occ,Jeej,vbedegi,paultyng,denkhaus,craiggwilson,hfjallemark,BenHall,nolanw,mbettex,fschwiet,huyderman,rodrigoi,bvanderveen,CedricYao,ant512,kouphax,ChrisMH,t3hc13h,superlogical,factormystic,rspacjer,juanfranblanco,rguerreiro,nathanpalmer,stanhua,markrendle,jschmid,chrisnicola,carlokok,lhaussknecht,jscoles,gbanister,leoduran,andypike,duncansmart,gatapia,pcibraro,jfromaniello,hgarcia,patrik-hagne,GraemeF,tombell,Mpdreamz,ToJans,cryophobia,thedersen,hongymagic,avlasova,mmozuras,khalidabuhakmeh}
@attribute prev_pullreqs numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_issue_events numeric
@attribute first_response numeric
@attribute status {0,1}

@data
false,0,3,2,53,wtilton,0,false,false,0,67,1
false,0,1,0,50,dbent,0,false,false,0,-1,1
false,0,3,0,50,taharrison,0,false,false,0,1,0
false,0,1,0,52,AdamFinley,0,false,false,0,16482,0
false,0,1,0,49,sroylance,0,false,false,0,-1,1
false,0,1,0,58,Crisfole,6,false,false,0,78,0
false,0,1,0,48,VictorTomaili,0,false,false,0,1578,0
false,0,64,6,54,khellang,54,false,false,28,256,0
false,0,1,0,47,khellang,53,true,false,27,22,1
false,0,2,0,49,khellang,52,true,false,27,3,1
false,0,3,4,49,khellang,51,true,false,30,19,1
false,0,1,4,50,lijunle,1,false,false,1,-1,1
false,0,3,0,58,tparnell8,1,false,false,0,9,1
false,227,3,2,58,tparnell8,0,false,false,0,5,0
false,0,2,0,49,jvandertil,0,false,false,1,28671,1
true,0,1,2,48,awec,1,false,false,0,-1,1
false,0,1,3,49,oskar,0,false,false,0,-1,1
false,0,1,0,48,lijunle,0,false,false,0,-1,1
false,0,2,0,47,khellang,50,false,false,41,145,1
false,0,5,12,47,hmemcpy,2,false,false,0,-1,1
false,0,1,10,47,kobi,0,false,false,0,107,1
false,0,5,2,55,khellang,49,true,false,42,24824,1
true,0,1,7,55,cchrisman,0,false,false,0,37,0
false,0,1,4,45,jchannon,46,false,false,3,-1,1
false,0,2,0,44,danbarua,0,false,false,0,-1,1
false,0,1,0,44,jbattermann,0,false,false,1,-1,1
true,0,8,6,51,jonathanfoster,0,false,false,0,11373,0
false,0,3,6,55,khellang,48,true,false,42,12,1
false,0,1,0,42,shiftbot,1,true,true,0,5,1
false,0,2,0,42,hlesesne,2,false,false,2,6,1
false,0,3,2,49,horsdal,8,false,false,8,5187,1
false,0,1,0,42,Crisfole,5,false,false,0,97,1
false,0,2,7,40,grumpydev,139,false,false,9,9,1
false,0,1,0,40,etishor,0,false,false,0,-1,1
false,0,1,0,47,scottcarr,0,false,false,0,-1,1
false,0,2,8,39,anton-gogolev,0,false,false,0,3,1
false,0,3,2,39,jchannon,45,false,false,0,-1,0
false,0,22,8,42,ranjitCatchinUp,3,false,false,1,85,1
false,0,12,14,45,hlesesne,1,true,false,1,-1,1
false,0,3,4,44,06b,18,false,false,0,-1,1
false,0,3,0,43,06b,17,false,false,0,-1,1
false,0,40,2,43,ranjitCatchinUp,2,false,false,1,281,1
false,0,1,3,45,khellang,47,true,false,33,-1,1
false,0,2,0,57,loftum,1,false,false,0,317,1
false,0,5,2,43,hlesesne,0,true,false,1,608,1
false,0,3,2,43,ranjitCatchinUp,1,false,false,0,262,1
true,0,1,0,42,ranjitCatchinUp,0,false,false,0,756,1
false,0,1,4,43,DarthWalsh,0,false,false,0,-1,1
true,0,3,2,44,loftum,0,false,false,0,2424,1
false,0,1,0,44,khellang,46,false,false,23,1,1
true,0,1,4,45,Tsingbo-Kooboo,0,false,false,0,405,0
false,0,2,4,46,horsdal,7,false,false,2,761,1
false,0,3,5,45,khellang,45,false,false,19,3022,1
false,0,6,2,45,adamhathcock,0,false,false,0,1186,1
false,0,4,10,45,khellang,44,false,false,17,766,1
false,0,58,7,45,06b,16,false,false,0,-1,1
false,0,1,0,45,khellang,43,false,false,18,-1,0
false,0,2,2,44,khellang,42,true,false,18,-1,1
false,0,12,6,44,06b,15,false,false,0,-1,1
false,0,1,0,46,06b,14,false,false,0,-1,1
false,0,3,0,46,06b,13,false,false,0,-1,1
false,0,27,3,55,thecodejunkie,172,false,false,8,4,0
false,0,2,0,44,johnduhart,0,false,false,0,-1,1
false,0,1,2,44,06b,12,false,false,0,-1,1
false,0,1,0,43,06b,11,false,false,0,-1,1
false,0,16,0,46,06b,10,false,false,0,-1,1
false,0,8,0,45,06b,9,false,false,0,-1,1
false,0,21,3,45,06b,8,false,false,0,-1,1
false,0,1,0,45,06b,7,false,false,0,-1,1
false,0,2,0,45,06b,6,false,false,0,-1,1
false,0,1,0,48,onatm,0,false,false,0,-1,1
false,0,1,0,50,bendetat,0,false,false,0,5537,1
false,0,17,9,50,06b,5,false,false,0,382,1
false,0,1,1,50,06b,4,false,false,0,-1,1
false,0,1,0,48,khellang,39,false,false,13,-1,0
false,0,1,0,48,06b,3,false,false,0,-1,1
false,0,2,0,46,khellang,38,true,false,12,232,1
false,0,4,2,45,jchannon,44,false,false,0,326,1
false,0,1,0,46,xt0rted,24,false,false,0,-1,1
false,0,1,1,46,xt0rted,23,false,false,0,-1,1
false,0,2,4,45,khellang,37,true,false,7,-1,1
false,0,1,1,53,ClemPi,2,false,false,0,40,1
false,0,1,0,53,ptomasroos,0,false,false,0,-1,1
false,0,1,0,51,khalidsalomao,3,false,false,0,5547,1
false,0,1,0,51,khalidsalomao,2,false,false,0,4,0
false,0,2,0,51,khalidsalomao,1,false,false,0,237,1
false,0,2,2,52,Kibele,0,true,false,0,15,1
false,0,1,0,53,albertjan,29,true,true,0,-1,1
false,0,2,2,53,mtharrington,0,false,false,0,-1,1
false,0,2,0,52,xt0rted,22,false,false,0,29,1
false,0,4,1,52,khellang,36,false,false,1,1,1
false,0,1,0,52,albertjan,28,false,false,0,-1,1
false,0,44,0,52,06b,2,false,false,0,-1,1
false,0,3,0,51,PureKrome,0,false,false,0,-1,1
false,0,2,0,51,albertjan,27,true,true,0,-1,1
false,0,4,0,62,xt0rted,21,false,false,0,371765,1
false,0,2,0,52,sloncho,8,false,false,0,95787,1
false,0,3,3,50,devcrafting,0,false,false,0,996,1
false,0,1,3,65,Crisfole,4,false,false,0,16,0
false,0,5,0,57,Crisfole,3,false,false,0,62,0
false,0,1,1,53,khalidsalomao,0,false,false,0,3893,0
false,0,2,2,47,ClemPi,1,false,false,0,22,1
false,0,1,2,47,Corstiaan84,0,false,false,0,-1,1
false,0,4,2,49,sschlesier,1,false,false,0,-1,1
false,0,1,2,55,ClemPi,0,false,false,0,-1,1
false,0,10,0,48,jayharris,0,false,false,0,-1,1
false,0,2,2,51,omeaart,4,true,false,0,5081,1
false,0,2,1,52,omeaart,3,true,false,0,146545,1
false,0,1,0,46,06b,1,false,false,0,-1,1
false,0,1,1,46,kthompson,0,false,false,0,-1,1
false,0,2,4,47,albertjan,26,false,false,0,12,1
false,0,1,3,47,IngvarKofoed,1,false,false,0,0,0
false,0,1,0,47,yannisgu,0,false,false,0,1,1
false,0,2,5,58,nathanmarlor,0,false,false,0,531486,0
false,0,1,1,47,canton7,0,false,false,0,-1,1
false,0,1,2,46,horsdal,6,false,false,4,101,1
false,0,3,8,49,wilhen01,1,false,false,0,28,1
false,0,1,4,48,solyutor,0,false,false,0,-1,1
false,0,3,2,62,AnthonySteele,1,false,false,0,53,0
false,0,1,0,53,jeff-pang,2,false,false,0,200614,1
false,0,2,1,53,jeff-pang,1,false,false,0,437,1
false,0,1,1,56,jjchiw,3,false,false,0,224990,1
false,0,2,2,48,albertjan,25,true,false,0,-1,1
true,0,3,4,58,Jevonius,0,false,false,1,47,1
false,1,0,0,47,xt0rted,20,false,false,2,-1,1
false,0,3,5,69,khellang,35,true,false,22,482462,1
false,0,4,3,54,sschlesier,0,false,false,0,42,0
false,0,1,3,45,mat-mcloughlin,2,false,false,0,-1,1
false,3,15,6,56,Novakov,0,false,false,0,492047,1
false,0,4,12,46,xt0rted,19,false,false,2,-1,1
false,0,1,5,45,xt0rted,18,false,false,2,295,1
false,0,2,4,45,amityagov,0,false,false,0,136,0
false,0,1,4,46,xt0rted,17,false,false,2,-1,1
false,0,1,2,46,xt0rted,16,false,false,2,-1,1
false,0,26,3,65,rasmus-beck,3,false,false,2,1358,0
false,0,3,1,50,rasmus-beck,2,false,false,1,9,0
false,0,2,7,49,Hihaj,2,false,false,0,15,0
false,0,0,0,51,khellang,34,false,false,18,-1,1
false,0,103,45,49,06b,0,false,false,0,8310,1
false,0,1,1,48,pdoh00,0,false,false,0,-1,1
false,0,1,4,69,khellang,33,true,false,18,234081,1
false,0,1,1,59,jchannon,43,false,false,7,9,1
false,1,2,3,55,jchannon,42,false,false,7,256,0
false,0,1,5,57,jjchiw,2,false,false,0,433,1
false,0,1,0,42,StephenFriend,1,false,false,0,134,1
false,0,2,1,43,xt0rted,15,false,false,2,-1,1
false,0,1,0,43,StephenFriend,0,false,false,0,703,1
false,0,4,3,59,phillip-haydon,25,false,true,15,173,1
false,0,2,11,44,thecodejunkie,171,false,true,31,5190,1
false,0,20,6,53,jchannon,41,false,false,7,20,1
false,0,2,2,43,jchannon,40,false,false,7,8,1
false,1,4,4,64,jchannon,39,false,false,6,771,0
true,0,3,4,61,ExUltima,0,false,false,0,24485,0
false,0,1,0,42,jugglingnutcase,25,false,false,3,9,1
false,0,2,0,43,richardprice,1,false,false,0,1,1
false,0,2,2,43,aharin,1,false,false,0,111,1
false,0,2,2,43,aharin,0,false,false,0,20,0
false,0,1,2,53,xt0rted,14,false,false,2,60355,1
false,0,1,0,42,thecodejunkie,170,false,true,25,-1,1
false,0,1,0,70,jchannon,38,false,false,6,17,1
true,0,1,0,57,sloncho,7,false,false,0,14226,0
false,0,2,9,42,paulsuart,1,false,false,0,341,1
false,0,2,9,39,paulsuart,0,false,false,0,-1,1
false,0,1,0,57,sloncho,6,false,false,0,-1,1
false,0,6,0,66,sloncho,5,false,false,0,160,0
false,0,1,0,42,khellang,32,true,false,12,-1,1
false,0,1,0,42,khellang,31,false,false,12,112,1
false,0,9,26,59,logiclrd,1,false,false,0,749,1
false,0,2,4,41,xt0rted,13,false,false,2,1279,1
false,0,1,0,40,jugglingnutcase,24,false,false,2,-1,1
false,0,1,2,42,albertjan,24,true,true,0,-1,1
false,0,4,15,40,albertjan,23,true,true,0,8,0
false,0,3,0,45,albertjan,22,false,false,0,-1,1
false,0,4,2,44,albertjan,21,true,true,0,7,1
false,0,4,0,43,grumpydev,138,true,false,45,991,1
false,0,1,0,43,DavidHoerster,0,false,false,1,-1,1
false,0,2,0,43,albertjan,20,true,true,0,1434,1
false,0,3,2,41,icelorrio,0,false,false,0,5,1
false,15,65,5,49,jjchiw,1,false,false,0,14,0
false,0,1,0,39,kzhen,0,false,false,0,6,1
false,0,1,0,39,khellang,30,false,false,4,-1,1
false,0,4,7,42,damianh,18,true,true,2,0,1
false,0,6,7,38,damianh,17,true,true,2,-1,1
false,1,11,19,60,wilhen01,0,false,false,0,8,1
false,0,2,0,42,xt0rted,12,false,false,0,471,1
false,0,1,2,42,phillip-haydon,24,false,false,10,0,1
false,0,3,33,57,phillip-haydon,23,false,false,10,141,1
false,0,2,2,38,nerdfury,2,false,false,0,5,1
false,0,9,2,44,khellang,29,true,false,4,304,1
false,0,2,0,41,mloenow,0,false,false,0,3,1
false,0,1,0,41,jchannon,37,false,false,2,-1,1
false,0,2,4,41,DarrellMozingo,1,false,false,0,10,1
false,0,7,0,58,khellang,28,false,false,2,410903,1
false,0,2,2,41,thecodejunkie,169,false,false,22,-1,1
false,0,10,23,40,thecodejunkie,168,false,false,22,6501,1
true,0,63,0,51,jchannon,36,false,false,2,2,0
false,0,1,0,39,jtroe,0,false,false,0,64,1
false,0,3,35,43,phillip-haydon,22,false,false,0,1,1
true,0,2,2,58,jeffdoolittle,1,false,false,0,70467,0
true,0,1,1,50,washcroft,0,false,false,0,50892,0
false,0,3,2,54,xt0rted,11,false,false,0,-1,1
false,0,8,24,43,khellang,27,true,true,1,38,1
false,0,1,0,45,xt0rted,10,false,false,0,-1,1
false,0,25,13,34,xt0rted,9,false,false,0,-1,1
false,0,1,15,34,xt0rted,8,false,false,0,-1,1
false,0,1,1,34,xt0rted,7,false,false,0,-1,1
false,0,1,0,32,xt0rted,6,false,false,0,-1,1
false,0,31,0,33,tpluscode,1,false,false,0,0,1
false,0,1,0,33,acorkery,0,false,false,0,-1,1
false,0,3,25,55,robertbeal,1,false,false,0,181356,0
false,0,2,1,60,provegard,1,false,false,1,-1,1
true,0,3,2,53,csainty,5,false,false,0,1074,0
false,0,3,0,34,khellang,26,true,false,4,3443,1
false,0,1,0,31,wallymathieu,0,false,false,0,-1,1
true,8,28,38,37,liddellj,4,false,false,0,51,1
false,0,1,4,30,stanislavromanov,0,false,false,1,99,1
false,0,2,0,30,khellang,25,true,false,4,-1,1
false,0,3,25,30,khellang,24,true,false,4,-1,1
false,0,8,6,31,grumpydev,136,true,false,15,83,1
false,0,1,18,30,khellang,23,true,false,4,3,1
true,0,2,0,45,philjones88,0,false,false,0,77558,0
false,0,4,16,31,grumpydev,135,true,false,13,-1,1
false,0,27,18,31,grumpydev,134,false,false,13,925,1
false,0,1,0,32,rcknight,0,false,false,0,-1,1
false,0,17,16,36,thecodejunkie,167,false,false,24,108,1
false,0,1,12,40,dot-i,12,false,false,0,131,1
false,0,1,0,40,khellang,22,true,false,4,1,1
true,4,9,0,70,jeff-pang,0,false,false,0,17672,1
false,0,2,2,40,thecodejunkie,166,false,true,23,-1,1
false,0,1,0,39,khellang,21,true,false,4,-1,1
false,0,4,8,68,xt0rted,5,false,false,2,583025,0
false,0,1,4,49,xt0rted,4,false,false,2,-1,1
false,0,10,0,52,thecodejunkie,165,false,true,23,20744,1
false,0,4,23,49,dot-i,11,false,false,0,67,1
false,0,1,0,48,thecodejunkie,164,false,false,20,-1,1
false,0,2,0,47,nerdfury,1,false,false,0,-1,1
false,3,7,2,55,phillip-haydon,21,true,false,2,28962,1
false,0,1,0,46,stabbylambda,0,false,false,0,-1,1
false,0,29,24,52,thecodejunkie,163,false,true,21,3583,1
false,0,1,2,45,jugglingnutcase,23,true,false,1,0,1
false,0,2,3,67,xt0rted,3,false,false,2,4533,1
false,0,1,0,72,detroitpro,0,false,false,0,143642,0
false,0,3,1,44,xt0rted,2,false,false,2,-1,1
false,0,1,0,72,despertargz,0,false,false,0,20023,0
false,0,9,1,48,jeffdoolittle,0,true,false,0,13,1
false,0,1,2,49,Adalyat,1,true,false,0,-1,1
false,0,5,7,42,xt0rted,1,false,false,2,-1,1
false,0,4,8,41,damianh,16,true,false,3,4,1
false,0,1,0,48,frankradocaj,0,false,false,0,37801,1
false,0,3,11,49,khellang,20,true,false,5,105,1
false,0,3,0,50,khellang,19,true,false,4,-1,1
false,0,7,2,45,Adalyat,0,false,false,0,47324,1
false,0,1,1,44,DavidKarlas,1,false,false,0,65978,0
false,0,1,0,43,scottt732,0,false,false,0,36,1
false,0,1,6,36,jugglingnutcase,22,true,false,1,-1,1
false,0,1,0,36,khellang,18,true,false,4,-1,1
false,0,4,7,37,khellang,17,false,false,4,-1,1
false,0,2,0,37,thecodejunkie,162,false,false,29,-1,1
false,0,84,72,37,albertjan,19,false,false,1,-1,0
false,0,3,7,38,albertjan,18,false,false,1,-1,1
false,0,2,7,44,albertjan,17,true,false,1,55954,1
false,0,6,0,37,khellang,16,false,false,4,-1,1
false,0,1,0,37,DavidKarlas,0,false,false,0,-1,0
false,0,1,0,37,khellang,15,true,false,4,1,1
false,0,1,1,38,jbonhag,0,false,false,0,-1,1
false,0,1,4,43,jchannon,35,false,false,4,3777,1
false,0,3,6,54,jchannon,34,false,false,4,326,1
false,1,6,13,38,khellang,14,true,false,4,86,1
false,0,2,0,50,khellang,13,true,false,4,1,1
false,0,1,3,35,thecodejunkie,161,false,true,25,801,1
false,0,2,3,33,thecodejunkie,160,false,false,25,-1,1
false,0,5,11,47,zippy1981,3,false,false,1,73,1
false,0,1,7,33,xt0rted,0,false,false,0,-1,1
false,0,3,13,45,horsdal,5,false,false,0,143811,1
false,0,2,13,35,phillip-haydon,20,true,false,2,-1,1
false,0,52,96,35,horsdal,4,false,false,0,2081,0
false,0,1,5,35,damianh,15,true,false,1,-1,1
false,0,6,23,49,omeaart,2,true,false,0,11790,1
false,0,3,4,44,zippy1981,2,false,false,1,5971,0
false,0,1,1,72,Crisfole,2,false,false,0,13799,0
false,0,2,0,41,williambogaiv,0,false,false,0,8904,1
false,0,2,1,38,CumpsD,1,false,false,0,-1,1
false,0,2,7,39,zippy1981,1,false,false,1,188,1
false,0,1,9,36,jugglingnutcase,21,true,false,1,21,1
false,0,1,0,36,CumpsD,0,false,false,0,51,1
false,0,11,9,50,richardprice,0,false,false,0,1,1
false,0,1,0,38,tempaccount0,0,false,false,1,-1,1
false,0,11,28,35,damianh,14,true,false,1,-1,1
false,0,2,3,54,phillip-haydon,19,true,false,2,5,1
false,0,8,13,67,phillip-haydon,18,false,true,2,89,1
false,0,2,0,35,hmemcpy,1,true,false,0,-1,1
true,2,13,6,77,lukesmith,4,false,false,0,129207,0
false,0,1,0,35,fliiiix,0,false,false,0,-1,1
false,0,3,7,36,dot-i,10,false,false,0,785,0
false,0,2,5,36,FredrikL,7,true,false,0,-1,1
false,0,2,7,37,jchannon,33,false,false,3,8,1
false,0,5,0,37,khellang,12,true,false,5,3,1
false,0,3,7,38,jugglingnutcase,20,false,false,1,72,1
false,0,8,8,43,horsdal,3,false,false,0,4,1
false,0,1,0,42,jfis,0,false,false,0,2448,1
true,0,5,8,42,dot-i,9,false,false,0,2853,1
false,0,9,12,45,jchannon,32,false,false,2,58,1
false,0,2,5,39,thecodejunkie,159,false,true,24,-1,1
false,0,3,5,40,MCord,0,false,false,0,4858,0
false,0,2,4,40,jchannon,31,false,false,2,-1,1
false,0,4,0,43,raurfang,0,false,false,0,9168,1
false,0,1,0,35,steenhulthin,0,false,false,0,-1,1
false,0,1,5,41,khellang,11,true,false,4,-1,1
false,0,2,3,35,khellang,10,true,false,4,-1,1
false,0,7,30,47,khellang,9,true,false,3,18543,1
false,0,1,0,38,marcusoftnet,13,false,false,0,51,1
false,0,1,2,37,jchannon,30,false,false,2,-1,1
false,0,2,0,36,rogeralsing,0,false,false,0,-1,1
false,0,4,18,36,thecodejunkie,157,false,true,16,-1,1
false,0,4,4,47,phillip-haydon,17,true,false,1,4,1
false,0,1,2,38,anilanar,0,false,false,0,-1,1
false,0,1,0,37,omockler,0,false,false,1,1298,1
false,0,1,0,57,TheFastCat,0,false,false,0,8,1
true,0,18,0,60,jugglingnutcase,19,false,false,0,19,0
false,0,2,2,37,jchannon,29,false,false,2,5026,1
false,0,1,0,33,jchannon,28,false,false,2,-1,1
false,0,2,7,37,phillip-haydon,16,true,false,1,8306,1
false,0,3,6,35,SimonCropp,12,false,false,1,3040,1
false,0,5,15,34,Hihaj,1,false,false,0,3299,1
false,0,1,7,34,jugglingnutcase,18,true,false,0,-1,1
false,4,29,18,45,adamralph,5,false,false,0,17865,1
true,0,15,18,38,thecodejunkie,156,false,false,13,78,1
true,0,4,13,47,davidalpert,0,false,false,0,953,1
false,0,9,23,31,thecodejunkie,155,false,true,13,6,1
false,0,3,4,34,jchannon,27,false,false,1,3,1
false,0,9,17,30,thecodejunkie,154,false,true,13,20,1
false,0,8,15,65,logiclrd,0,false,false,0,314519,1
false,0,1,0,33,khellang,8,true,false,3,-1,1
false,1,5,18,33,thecodejunkie,153,false,true,13,246,1
false,0,9,3,32,thecodejunkie,152,false,true,13,262,1
false,0,9,0,32,thecodejunkie,151,false,true,13,1317,1
false,1,27,8,30,thecodejunkie,150,false,false,13,-1,1
false,0,3,3,54,Deadarius,1,true,false,1,30138,1
false,0,1,3,30,zippy1981,0,false,false,0,-1,1
false,0,3,13,51,robertbeal,0,false,false,0,195418,0
false,0,1,0,70,btompkins,1,false,false,0,322142,0
false,0,1,0,28,DavidChristiansen,0,false,false,0,9,1
false,0,1,0,30,Hihaj,0,false,false,0,-1,1
false,0,3,4,35,brianwigfield,0,false,false,0,-1,1
false,0,1,3,27,grumpydev,133,false,false,26,-1,1
true,0,3,3,43,Deadarius,0,true,false,1,444,0
false,0,1,5,26,thecodejunkie,149,false,true,14,-1,1
false,0,1,2,26,thecodejunkie,148,false,false,14,-1,1
false,0,2,0,26,grumpydev,132,false,false,23,-1,1
false,0,2,0,43,jchannon,26,false,false,0,44,1
false,0,1,2,30,SimonCropp,11,false,false,1,-1,0
false,0,1,2,30,khellang,7,true,false,2,-1,1
false,5,2,0,32,SimonCropp,10,false,false,1,9113,1
false,0,1,2,30,grumpydev,131,false,false,23,-1,1
false,0,1,0,35,sloncho,4,false,false,0,-1,1
false,0,4,5,35,khellang,5,false,false,2,1376,1
false,0,1,0,36,emilianionascu,0,false,false,0,-1,1
false,0,2,7,36,rasmus-beck,1,false,false,1,2,1
false,0,7,6,38,grumpydev,130,true,false,18,1850,1
false,2,7,3,36,thecodejunkie,146,false,true,12,-1,1
false,0,1,6,34,grumpydev,129,false,false,18,-1,1
false,0,1,10,55,jchannon,25,false,false,0,1039382,1
false,2,8,22,77,grumpydev,128,false,true,18,475629,0
false,0,2,0,35,wasabii,0,false,false,0,-1,1
false,0,2,0,36,omeaart,1,false,false,0,9841,1
false,0,6,18,30,liddellj,3,false,false,0,-1,1
false,0,3,16,31,grumpydev,127,false,false,18,-1,1
false,0,2,11,32,albertjan,16,true,false,2,-1,1
false,0,1,3,35,justinvp,0,false,false,0,-1,1
false,0,10,24,30,khellang,4,false,false,1,8,1
false,0,1,0,31,sirbadger,0,false,false,0,969,1
false,0,3,0,31,nerdfury,0,false,false,0,4,1
false,2,6,22,59,ferretallica,0,false,false,0,10513,1
false,0,2,3,47,khellang,3,true,false,1,-1,1
false,1,9,12,61,marcusoftnet,12,false,false,0,16585,1
false,0,3,0,32,mat-mcloughlin,1,false,false,0,-1,1
false,0,1,1,31,mattilaj,1,false,false,0,-1,1
false,0,1,1,28,mattilaj,0,false,false,0,-1,1
false,0,1,0,30,khellang,2,true,false,1,-1,1
false,0,1,1,27,haf,0,false,false,0,11,1
false,0,9,14,35,DevAtWork,0,true,false,0,42090,1
false,0,2,13,31,damianh,13,false,false,3,-1,1
false,0,1,0,31,thecodejunkie,145,false,true,15,-1,1
false,0,2,0,32,jchannon,24,false,false,0,-1,1
false,0,4,30,31,mat-mcloughlin,0,false,false,0,11025,1
false,0,1,0,30,czb,0,false,false,0,-1,1
false,0,11,3,38,albertjan,15,true,false,2,17761,1
false,0,7,29,33,liddellj,2,false,false,0,284,1
false,0,13,65,43,khellang,1,false,false,1,39,0
false,0,1,0,29,Willmo36,0,false,false,0,-1,1
false,0,37,29,31,prabirshrestha,27,true,false,0,-1,1
false,5,4,0,35,SimonCropp,9,false,false,1,53829,0
false,0,2,8,30,khellang,0,false,false,1,33,1
true,0,19,108,46,damianh,12,false,false,1,144970,1
false,0,4,13,38,thecodejunkie,144,false,true,14,-1,1
false,0,1,9,23,liddellj,1,false,false,0,7,1
false,0,1,9,23,liddellj,0,false,false,0,75,1
false,0,1,0,24,marcusoftnet,11,false,false,0,-1,1
false,3,6,7,23,thecodejunkie,143,false,true,12,392,1
