@relation 'bundler-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R13,19,36,53'

@attribute doc_files numeric
@attribute commits_on_files_touched numeric
@attribute requester {indirect,segiddins,RochesterinNYC,schneems,allenzhao,sonalkr132,BronzDoc,asutoshpalai,mobilutz,njam,mib32,jbodah,Elffers,glennpratt,christhekeele,cirdes,lamont-granquist,dtognazzini,Zorbash,vassilevsky,MOZGIII,arthurnn,hughbien,Agis-,morsheed,pcarranza,dthjones,drn,smellsblue,deepj,jperville,doy,benlovell,fotanus,JuanitoFatas,TimMoore,stantona,CoralineAda,blackxored,deivid-rodriguez,dwb,felixbuenemann,sikachu,denmat,Nikolay-Pomytkin,andremedeiros,csfrancis,toolmantim,voxik,goughy000,jtarchie,A5308Y,samphippen,dilumn,Sirupsen,esasse,jasonkarns,jaym,lukaso,robinboening,philnash,heliocola,asymmetric,jrafanie,esse,masarakki,Eric-Guo,smlance,seanlinsley,pmenglund,chulkilee,grosser,Koronen,jordanthomas,mastfish,sferik,tf,steved,frsyuki,EduardoBautista,byroot,roseweixel,cdwort,hbd225,mattbrictson,amatsuda,ethanez713,PG-kura,AlexanderPavlenko,mcantor,joshk,pducks32,danieltdt,timblair,Bartuz,tjschuck,cstrahan,steverob,habibalamin,karlo57,tony-spataro-rs,strand,neoeno,postmodern,waynn,skateman,ivantsepp,e2,hartator,repinel,akihiro17,nickborromeo,spastorino,Strech,ineiti,stevenjack,pjump,fny,aprescott,hone,tenderlove,korobkov,hiukkanen,panthomakos,sealocal,jdmundrawala,digitalextremist,mlarraz,matiasow,seamusabshere,jhass,simi,chastell,bobishh,kodnin,marocchino,marutosi,niku4i,janlelis,Sxl1092,sanemat,kohgpat,kirs,banyan,maclover7,keiths-osc,neerfri,moeffju,steakknife,darnould,tamird,bjfish,ccutrer,eagletmt,joneslee85,k0kubun,dsisnero,claudiob,bkeepers,selcham,BenMorganIO,tdtds,jnraine,pangloss,eapache,aroben,y-yagi,onetwopunch,myronmarston,gfvcastro,rohit,myabc,petedmarsh,dholdren,toy,thomasfedb,kuraga,doodzik,staugaard,Who828,GeekOnCoffee,gsamokovarov,obfusk,zzak,Deradon,agenteo,arronmabrey,patvice,Sketch,gretel,twcctz50,elia,dubek,rrrene,dangoita,danfinnie,DevRubySlippers,Intrepidd,fvaleur,seuros,meganemura,yous,ryansouza,dx7,aasmith,kares,ruyrocha,HonoreDB,benlakey,bak,eloyesp,citizen428,hwartig,tonytonyjan,ejaypcanaria,splattael,allyraza,reiz,lgierth,pmahoney,jetaggart,tryba,nickpellant,mraidel,zmack,jasonrclark,jemc,rodreegez,Razzell,Nerian,IvanUkhov,notlaforge,jc00ke,Juanxo,prathamesh-sonpatki,aptinio,vinbarnes,tiredpixel,mvz,mattwynne,gjaldon,MSNexploder,deitrick,unak,robolson,aughr,richo,grant-olson,1337807,gnufied,jmmk,peter-mtso,YorickPeterse,mokhan,jm,dylanahsmith,j15e,d-reinhold,mathonsunday,stevecj,vais,as-cii,urbanautomaton,tbuehlmann,aitor,mrphs,headius,kiela,mdkent,suzukaze,stlay,jfvanderwalt,divineforest,lardcanoe,burke,strzalek,davidblondeau,jwworth,narutosanjiv,zebardy,punkle,smashwilson,kgrz,shrey-sharma,andreychernih,suhastech,loveky,codertux,salimane,v-yarotsky,rafaelfranca,deependersingla,olivierlacan,phallstrom,tundal45,DavidEGrayson,dougcole,yaotti,tdumitrescu,skottler,sunny,ognevsky,spohlenz,arunagw,rhysd,mrkn,steveklabnik,qblake,grddev,tyler,cainlevy,jendiamond,misfo,mfojtik,samsm,ghedamat,joyicecloud,cowboyd,brandonblack,henrik,jasonmp85,SamSaffron,steved555,benjamintanweihao,wfarr,joallard,Garoe,snackbandit,mcfiredrill,rykov,larskanis,flyinprogramer,xaviershay,Plaristote,jlsuttles,JordanFaust,faun,lucasmazza,ssrihari,shtirlic,fuadsaud,gudleik,ndbroadbent,nubbel,ixti,rthbound,tricknotes,jfoy,JonRowe,apsoto,kml,mipearson,Gaelan,rahearn,bwillis,Nitrodist,pjvds,regularfry,matthewd,BrentWheeldon,mpapis,epinault,Holek,ardavis,Ptico,hbakhtiyor,dougal,qichunren,chief,nslocum,jayniz,rehevkor5,sakuro,gregory-m,bradleybuda,dmueller,halorgium,nevir,okitan,coop,ogra,danielsdeleo,JamesFerguson,zimbatm,alup,sunaku,jarl-dk,raggi,matthewrudy,parndt,luislavena,gaffneyc,CosmicCat,utkarshkukreti,ddopson,databus23,matschaffer,EmilRehnberg,RyanonRails,Peeja,andreagoulet,dblock,csgui,timoschilling,NARKOZ,gkop,liveh2o,ToadJamb,jisaacks,semanticart,farski,drbrain,crowbot,Empact,kcurtin,wildchild,cheald,wallyqs,sol,brettporter,nbibler,tomykaira,koraktor,pivotalcommon,rking,MafcoCinco,phocke,dkastner,jmoses,benmoss,godfat,BMorearty,davidcelis,brainopia,jdelStrother,mkristian,Flameeyes,mrflip,carlosantoniodasilva,hirochachacha,eightbitraptor,kikito,luismreis,zofrex,trans,bobbus,takkanm,phil-monroe,bowsersenior,jgaskins,gilesbowkett,nwwatson,rkh,stevenh512,coding46,drogus,kucaahbe,mpabst,dougbarth,fpauser,bryanwoods,richardkmichael,bpardee,echohead,kytrinyx,jimmycuadra,jgeiger,ariofrio,jhlllnd,floehopper,dlee,soulcutter,dekellum,etehtsea,svenfuchs,hlidotbe,gerwinbrunner,Fluxx,josevalim,nashby,Vanuan,jpatokal,zeha,knu,d,geemus,lsimoneau,ANithian,mattconnolly,mhoran,vijaydev,osheroff,jreidinger,sodabrew,invisiblefunnel,ilude,dadooda,brixen,eric1234,laserlemon,stve,petervandenabeele,nurse,jeremy,derekprior,jredville,smartinez87,lunks,lastobelus,arsduo,albus522,jjb,sleeper,francois,timfel,jch,roend83,maxjustus,nono,bensie,jacobo,lanej,pirj,sundbp,benhoskings,nextmat,leereilly,stephencelis,slagyr,rwilcox,radsaq,DNNX,Trevoke,tpope,retr0h,tiegz,robertwahler,boffbowsh,neonlex,cldwalker,mtylty,cgriego,kmayer,mheffner,tadman,joelmoss,leejarvis,rkbodenner,benhamill,ybart,pascalh1011,mbirk,rubiii,csquared,mikehoward,mpj,tissak,ngollan,josh,ryanbriones,evanphx,dhh,krekoten,rslifka,cmeiklejohn,gucki,jordansissel,voidlock,bgreenlee,jonah-carbonfive,nledez,botanicus,jackdempsey,epall,wuputah,nolith,hedgehog,nicksieger,opsb,goneflyin,vandrijevik,mjio,jfelchner,baroquebobcat,sumbach,Lytol,sgrove,davesmylie,tigris,aaronblohowiak,bcardarella,now,adelcambre,ecoleman,gyngve,leobessa,dasch,ai,net1957,sdhull,rcarver,mcolyer,kalv,shwoodard,ultrasaurus,tsigo,dismaldenizen,bobbywilson0,antono,jfirebaugh,tarcieri,rjharmon,ddollar,kakutani,jstorimer,irjudson,trampoline,dennisreimann,graaff,aslakhellesoy,MasterLambaster,mephux,bsears,fd,chipiga,spraints}
@attribute status {0,1}

@data
0,8,jrafanie,1
0,22,segiddins,1
0,0,akihiro17,1
0,51,segiddins,1
0,13,nickborromeo,0
0,10,segiddins,1
0,0,spastorino,0
0,14,fotanus,1
0,2,fotanus,0
0,34,segiddins,1
0,19,segiddins,1
0,6,segiddins,1
0,7,fotanus,1
0,6,segiddins,1
0,26,fotanus,1
0,19,Strech,1
0,15,ineiti,0
0,3,segiddins,1
0,0,stevenjack,1
0,15,segiddins,1
0,4,segiddins,1
0,12,pjump,0
0,10,fotanus,0
0,2,fny,1
0,0,aprescott,1
0,12,pjump,0
0,42,segiddins,1
0,30,fotanus,0
0,7,segiddins,1
0,0,hone,1
0,4,segiddins,1
0,4,tenderlove,1
0,4,segiddins,1
0,19,segiddins,1
0,20,segiddins,1
0,26,segiddins,1
0,11,segiddins,1
0,6,tenderlove,1
0,0,cdwort,0
0,35,amatsuda,1
0,26,pducks32,1
0,3,pducks32,1
0,9,TimMoore,1
0,3,korobkov,1
0,51,pducks32,1
0,2,hiukkanen,1
0,8,voxik,1
0,7,segiddins,1
0,27,pducks32,1
0,33,pducks32,1
0,7,pducks32,1
0,56,panthomakos,1
0,25,pducks32,0
0,5,sealocal,1
0,1,jdmundrawala,1
0,8,TimMoore,1
0,1,TimMoore,1
0,0,digitalextremist,1
0,33,segiddins,1
0,0,jdmundrawala,1
0,15,smlance,1
0,16,smlance,1
0,2,indirect,1
0,0,mlarraz,0
0,9,matiasow,0
0,19,smlance,1
0,24,seamusabshere,0
0,50,jhass,1
0,24,smlance,0
0,3,simi,1
0,20,segiddins,0
0,2,pducks32,0
0,3,chastell,1
0,0,segiddins,1
0,3,smlance,1
0,37,segiddins,1
0,43,segiddins,1
0,24,arthurnn,0
0,16,arthurnn,1
0,3,smlance,1
0,33,arthurnn,1
0,8,pducks32,1
0,20,smlance,1
0,15,bobishh,0
0,31,kodnin,1
0,30,marocchino,1
0,2,segiddins,1
0,8,segiddins,1
0,0,segiddins,1
0,3,segiddins,1
0,10,segiddins,1
0,1,smlance,1
0,1,fny,1
0,7,smlance,0
0,5,marutosi,1
0,0,niku4i,1
0,17,smlance,1
0,19,janlelis,1
0,6,vassilevsky,1
0,9,segiddins,1
0,47,Sxl1092,0
0,44,TimMoore,1
0,40,TimMoore,1
0,9,sanemat,0
0,20,segiddins,1
0,20,segiddins,1
0,6,arthurnn,1
0,6,kohgpat,1
0,15,kirs,1
0,4,pjump,1
0,12,banyan,1
0,4,maclover7,0
0,1,keiths-osc,1
0,7,segiddins,0
0,17,neerfri,1
0,5,moeffju,1
0,23,TimMoore,1
0,0,moeffju,1
0,4,steakknife,0
0,52,moeffju,1
0,4,segiddins,0
0,0,segiddins,1
0,9,segiddins,1
0,1,segiddins,1
0,1,darnould,0
0,6,tamird,0
0,5,segiddins,1
0,13,TimMoore,1
0,4,segiddins,1
0,5,segiddins,1
0,10,segiddins,1
0,4,bjfish,1
0,6,ccutrer,0
0,7,eagletmt,0
0,15,TimMoore,1
0,0,joneslee85,0
0,9,EduardoBautista,1
0,0,k0kubun,0
0,11,TimMoore,1
0,13,TimMoore,1
0,4,dsisnero,1
0,2,claudiob,1
0,7,bkeepers,1
0,20,segiddins,1
0,12,selcham,1
0,8,segiddins,1
0,27,BenMorganIO,1
0,15,keiths-osc,1
0,22,kirs,0
0,1,sikachu,1
0,0,tdtds,1
0,0,jnraine,0
0,29,jnraine,0
0,4,cstrahan,0
0,0,pangloss,0
0,5,TimMoore,1
0,13,eapache,0
0,10,aroben,0
0,0,y-yagi,1
0,12,onetwopunch,0
0,0,myronmarston,1
0,22,gfvcastro,0
0,0,rohit,1
0,5,myabc,1
0,25,petedmarsh,1
0,29,dholdren,1
0,11,rohit,1
0,8,e2,0
0,5,kirs,0
0,19,kirs,1
0,11,dholdren,1
0,18,toy,0
0,3,thomasfedb,1
0,0,e2,0
0,0,kuraga,0
0,2,doodzik,1
0,6,TimMoore,1
0,34,staugaard,1
0,0,kirs,1
0,22,Who828,1
0,12,kirs,1
0,0,GeekOnCoffee,1
0,1,gsamokovarov,1
0,9,Who828,1
0,1,obfusk,1
0,11,zzak,1
0,0,segiddins,1
0,2,kirs,1
0,4,BenMorganIO,1
0,2,kirs,1
0,0,Deradon,1
0,14,kirs,0
0,24,agenteo,1
0,2,arronmabrey,1
0,8,arronmabrey,1
0,11,Who828,1
0,16,segiddins,1
0,8,TimMoore,1
0,14,TimMoore,0
0,5,patvice,1
0,4,voxik,1
0,3,voxik,1
0,3,voxik,0
0,10,Sketch,1
0,2,gretel,1
0,79,twcctz50,1
0,19,elia,1
0,28,dtognazzini,0
0,2,postmodern,1
0,4,sferik,1
0,4,dubek,1
0,1,rrrene,1
0,2,dangoita,1
0,14,dubek,1
0,0,danfinnie,1
0,1,dubek,1
0,0,DevRubySlippers,1
0,2,Intrepidd,1
0,26,TimMoore,1
0,13,fvaleur,1
0,0,DevRubySlippers,1
0,9,seuros,1
0,2,meganemura,1
0,12,DevRubySlippers,1
0,17,ccutrer,1
0,18,chastell,1
0,0,yous,1
0,3,ryansouza,0
0,0,dx7,1
0,42,aasmith,1
0,0,kares,0
0,8,ruyrocha,0
0,24,HonoreDB,0
0,18,benlakey,1
0,0,TimMoore,1
0,3,bak,1
0,2,TimMoore,1
0,13,TimMoore,1
0,3,eloyesp,1
0,0,citizen428,1
0,2,hwartig,1
0,7,tonytonyjan,1
0,0,ejaypcanaria,1
0,27,splattael,0
0,2,grosser,0
0,10,grosser,1
0,10,grosser,1
0,2,allyraza,0
0,6,dubek,1
0,6,reiz,0
0,7,lgierth,0
0,4,pmahoney,1
0,0,jetaggart,1
0,4,jetaggart,1
0,3,tryba,1
0,3,nickpellant,1
0,31,tryba,1
0,5,mraidel,1
0,8,zmack,1
0,4,jasonrclark,1
0,4,jemc,0
0,2,TimMoore,1
0,24,rodreegez,1
0,37,Razzell,0
0,36,Nerian,0
0,5,rrrene,1
0,0,IvanUkhov,1
0,0,notlaforge,0
0,11,jc00ke,1
0,6,Juanxo,1
0,5,prathamesh-sonpatki,1
0,14,seuros,0
0,39,Who828,1
0,2,aptinio,1
0,0,vinbarnes,1
0,28,andremedeiros,1
0,1,tiredpixel,0
0,2,mvz,1
0,0,mattwynne,1
0,18,JuanitoFatas,1
0,0,myronmarston,0
0,1,JuanitoFatas,1
0,21,gjaldon,1
0,3,rrrene,1
0,75,MSNexploder,1
0,9,mvz,1
0,8,mvz,1
0,31,gjaldon,1
0,2,Who828,1
0,15,deitrick,0
0,6,unak,1
0,22,banyan,1
0,23,robolson,0
0,15,aughr,1
0,0,zzak,0
0,11,richo,0
0,1,grant-olson,0
0,38,1337807,1
0,22,gnufied,1
0,28,jmmk,1
0,1,peter-mtso,1
0,0,YorickPeterse,1
0,0,mokhan,0
0,3,prathamesh-sonpatki,1
0,32,jm,0
0,8,dylanahsmith,1
0,0,j15e,0
0,49,d-reinhold,1
0,2,mathonsunday,1
0,2,stevecj,1
0,4,vais,0
0,43,as-cii,1
0,30,as-cii,1
0,16,Who828,1
0,0,urbanautomaton,1
0,15,Who828,1
0,6,tbuehlmann,1
0,38,aitor,1
0,5,mrphs,0
0,19,TimMoore,1
0,10,TimMoore,1
0,16,TimMoore,1
0,3,seanlinsley,1
0,19,headius,1
0,19,kiela,1
0,65,andremedeiros,0
0,8,mdkent,1
0,0,kiela,1
0,4,suzukaze,1
0,12,kiela,0
0,3,stlay,1
0,5,TimMoore,1
0,0,jfvanderwalt,1
0,8,divineforest,0
0,2,tbuehlmann,1
0,16,aughr,1
0,65,lardcanoe,1
0,16,burke,0
0,0,bkeepers,1
0,17,strzalek,1
0,23,simi,1
0,18,davidblondeau,1
0,47,simi,1
0,40,jwworth,1
0,0,kiela,1
0,7,narutosanjiv,1
0,33,zebardy,1
0,2,punkle,1
0,2,smashwilson,1
0,5,kgrz,1
0,22,shrey-sharma,1
0,7,eagletmt,1
0,7,gnufied,0
0,44,Who828,1
0,7,schneems,1
0,0,andreychernih,0
0,41,smashwilson,1
0,15,Who828,1
0,14,suhastech,0
0,2,loveky,1
0,12,codertux,0
0,5,salimane,1
0,9,TimMoore,1
0,0,v-yarotsky,1
0,1,rafaelfranca,1
0,3,Who828,1
0,10,deependersingla,0
0,2,olivierlacan,1
0,9,sanemat,0
0,1,TimMoore,0
0,12,deependersingla,0
0,13,arthurnn,1
0,0,TimMoore,1
0,16,phallstrom,1
0,0,TimMoore,0
0,1,zzak,1
0,3,sanemat,1
0,13,gjaldon,1
0,0,Who828,1
0,9,tundal45,1
0,13,DavidEGrayson,0
0,2,DavidEGrayson,1
0,0,Who828,1
0,5,dougcole,0
0,14,simi,1
0,7,yaotti,1
0,11,tdumitrescu,1
0,51,Who828,1
0,0,skottler,0
0,0,sunny,1
0,20,banyan,1
0,0,Who828,1
0,15,yaotti,1
0,1,olivierlacan,1
0,7,Who828,0
0,48,ognevsky,0
0,5,myronmarston,1
0,23,myronmarston,1
0,18,spohlenz,1
0,3,arunagw,1
0,4,indirect,1
0,7,rhysd,1
0,20,mrkn,1
0,6,steveklabnik,1
0,2,qblake,1
0,0,grddev,1
0,22,davidblondeau,1
0,7,tyler,1
0,23,cainlevy,1
0,3,jendiamond,1
0,21,misfo,0
0,3,mfojtik,0
0,0,zzak,1
0,25,kirs,0
0,24,jendiamond,0
0,1,samsm,0
0,7,ghedamat,1
0,6,joyicecloud,1
0,6,samsm,1
0,13,cowboyd,1
0,28,joyicecloud,1
0,58,joyicecloud,0
0,9,brandonblack,1
0,0,joyicecloud,1
0,3,gnufied,1
0,4,joyicecloud,1
0,34,joyicecloud,1
0,22,joyicecloud,1
0,0,henrik,1
0,6,jasonmp85,1
0,0,SamSaffron,1
0,17,jendiamond,1
0,17,steved555,1
0,0,joyicecloud,0
0,6,benjamintanweihao,0
0,4,gnufied,1
0,3,gnufied,0
0,16,wfarr,1
0,38,joallard,1
0,2,sanemat,1
0,131,Garoe,0
0,8,snackbandit,1
0,8,mcfiredrill,1
0,8,rykov,1
0,17,larskanis,1
0,13,kirs,1
0,62,schneems,1
0,21,kirs,1
0,0,kirs,1
0,4,flyinprogramer,1
0,25,xaviershay,1
0,12,larskanis,1
0,7,xaviershay,1
0,7,xaviershay,1
0,17,Plaristote,1
0,21,jlsuttles,1
0,15,simi,1
0,6,JordanFaust,0
0,3,faun,1
0,11,lucasmazza,1
0,0,ssrihari,1
0,10,shtirlic,1
0,2,jlsuttles,1
0,3,kirs,1
0,7,fuadsaud,1
0,19,gnufied,1
0,16,gnufied,1
0,16,gnufied,1
0,8,flyinprogramer,1
0,4,jendiamond,1
0,1,ssrihari,0
0,2,gnufied,1
0,4,gnufied,0
0,14,simi,1
0,15,gnufied,1
0,3,gnufied,1
0,14,gnufied,1
0,12,gudleik,0
0,0,ndbroadbent,1
0,2,nubbel,1
0,13,ixti,1
0,17,ixti,0
0,0,ixti,0
0,15,Garoe,0
0,15,Garoe,0
0,4,rthbound,1
0,0,rthbound,1
0,7,tricknotes,1
0,12,rthbound,1
0,1,rthbound,1
0,3,headius,1
0,5,TimMoore,1
0,2,jfoy,1
0,5,JonRowe,0
0,0,apsoto,1
0,5,kml,0
0,10,TimMoore,1
0,3,TimMoore,1
0,6,mipearson,1
0,2,Gaelan,0
0,32,rahearn,1
0,14,bwillis,0
0,38,eagletmt,1
0,0,Nitrodist,1
0,2,pjvds,0
0,18,regularfry,0
0,18,regularfry,1
0,10,matthewd,1
0,29,bkeepers,1
0,7,BrentWheeldon,1
0,4,mpapis,0
0,10,tenderlove,1
0,37,epinault,0
0,6,Holek,1
0,39,prathamesh-sonpatki,1
0,2,ardavis,1
0,40,banyan,0
0,52,Agis-,1
0,2,Ptico,1
0,41,hbakhtiyor,0
0,30,dougal,0
0,0,qichunren,0
0,9,chief,1
0,5,nslocum,1
0,37,jayniz,1
0,34,rehevkor5,1
0,51,sakuro,0
0,13,gregory-m,0
0,88,bradleybuda,1
0,37,dmueller,1
0,36,simi,1
0,181,simi,1
0,2,halorgium,0
0,13,nevir,0
0,42,okitan,0
0,7,coop,1
0,8,coop,0
0,11,ogra,1
0,2,voxik,1
0,108,danielsdeleo,1
0,44,JamesFerguson,1
0,92,simi,1
0,13,zimbatm,0
0,4,alup,1
0,5,chastell,1
0,5,sunaku,1
0,5,jarl-dk,1
0,31,raggi,1
0,55,matthewrudy,1
0,2,alup,0
0,11,parndt,0
0,19,luislavena,1
0,29,rykov,1
0,6,gaffneyc,1
0,4,gaffneyc,1
0,82,CosmicCat,1
0,61,utkarshkukreti,1
0,78,ddopson,1
0,2,databus23,0
0,92,matschaffer,1
0,18,databus23,1
0,26,EmilRehnberg,1
0,0,databus23,1
0,10,RyanonRails,1
0,1,Peeja,0
0,44,andreagoulet,1
0,1,andreagoulet,1
0,8,tricknotes,1
0,2,tricknotes,0
0,7,tricknotes,1
0,47,tricknotes,1
0,3,tricknotes,1
0,28,dblock,1
0,43,csgui,1
0,24,csgui,1
0,60,wfarr,1
0,4,sanemat,0
0,1,regularfry,1
0,64,ndbroadbent,1
0,4,timoschilling,1
0,7,utkarshkukreti,1
0,29,banyan,1
0,5,NARKOZ,1
0,3,rohit,1
0,0,rohit,1
0,0,gkop,1
0,16,rohit,1
0,27,banyan,1
0,0,liveh2o,0
0,10,ToadJamb,1
0,10,jisaacks,1
0,22,semanticart,1
0,22,rohit,1
0,14,farski,1
0,4,rohit,1
0,2,chastell,1
0,20,drbrain,1
0,3,crowbot,1
0,3,Empact,1
0,21,kcurtin,1
0,0,wildchild,0
0,14,grosser,0
0,0,cheald,1
0,19,kcurtin,1
0,3,rohit,1
0,2,rohit,1
0,0,rohit,1
0,0,rohit,1
0,12,wallyqs,1
0,6,sol,1
0,1,shtirlic,1
0,0,tenderlove,1
0,4,jc00ke,1
0,2,jc00ke,1
0,1,sol,1
0,8,sol,1
0,8,brettporter,1
0,72,ndbroadbent,1
0,0,ndbroadbent,0
0,42,brettporter,0
0,1,brettporter,1
0,1,nbibler,1
0,1,tenderlove,1
0,1,tenderlove,0
0,7,tomykaira,1
0,13,koraktor,1
0,3,grosser,0
0,0,rohit,1
0,0,pivotalcommon,1
0,11,rking,1
0,11,rking,0
0,0,MafcoCinco,1
0,0,phocke,1
0,0,BrentWheeldon,1
0,5,dkastner,1
0,0,jmoses,1
0,0,benmoss,1
0,0,benmoss,1
0,0,godfat,1
0,0,BMorearty,1
0,0,schneems,1
0,0,davidcelis,1
0,0,brainopia,1
0,15,jdelStrother,1
0,0,richo,1
0,88,mkristian,1
0,0,Flameeyes,1
0,13,jdelStrother,1
0,0,mrflip,0
0,11,carlosantoniodasilva,1
0,0,richo,0
0,98,ognevsky,1
0,44,ognevsky,0
0,0,jdelStrother,1
0,0,hirochachacha,1
0,52,banyan,1
0,36,eightbitraptor,1
0,62,amatsuda,1
0,0,kikito,1
0,0,luismreis,1
0,0,zofrex,1
0,0,postmodern,1
0,0,postmodern,1
0,68,trans,1
0,0,bobbus,1
0,0,bobbus,1
0,0,takkanm,1
0,17,phil-monroe,1
0,0,phil-monroe,1
0,0,bowsersenior,1
0,0,jgaskins,1
0,0,gilesbowkett,1
0,20,nwwatson,1
0,0,rkh,1
0,0,rkh,1
0,0,stevenh512,1
0,0,coding46,1
0,0,mpapis,1
0,0,drogus,1
0,0,kucaahbe,1
0,0,mpabst,1
0,0,dougbarth,1
0,0,fpauser,1
0,0,bryanwoods,1
0,56,richardkmichael,1
0,0,bpardee,0
0,0,echohead,0
0,0,echohead,1
0,0,echohead,1
0,0,kytrinyx,1
0,0,jimmycuadra,1
0,0,jgeiger,1
0,0,ariofrio,0
0,6,ariofrio,1
0,0,jhlllnd,1
0,0,zofrex,1
0,0,floehopper,1
0,0,zofrex,1
0,0,dlee,1
0,0,soulcutter,1
0,12,dekellum,1
0,0,etehtsea,1
0,0,svenfuchs,1
0,0,svenfuchs,1
0,0,hlidotbe,1
0,0,gerwinbrunner,1
0,0,databus23,1
0,0,Fluxx,1
0,0,tenderlove,1
0,9,josevalim,0
0,9,josevalim,1
0,14,josevalim,0
0,0,nashby,1
0,0,Vanuan,0
0,0,jpatokal,1
0,0,nashby,1
0,0,zeha,1
0,0,ariofrio,0
0,4,rohit,1
0,0,rohit,1
0,0,knu,1
0,0,knu,1
0,3,d,0
0,0,geemus,1
0,0,lsimoneau,1
0,137,ANithian,0
0,0,mattconnolly,1
0,15,mattconnolly,0
0,0,pmahoney,1
0,0,mhoran,1
0,13,mhoran,0
0,3,koraktor,1
0,0,vijaydev,1
0,0,koraktor,1
0,0,osheroff,1
0,47,jreidinger,1
0,0,sodabrew,1
0,11,osheroff,1
0,1,raggi,1
0,0,knu,1
0,0,knu,1
0,7,dekellum,1
0,0,invisiblefunnel,1
0,2,ilude,1
0,0,richardkmichael,1
0,173,dadooda,0
0,57,richardkmichael,1
0,0,brixen,1
0,91,sunaku,1
0,2,postmodern,1
0,52,postmodern,0
0,0,postmodern,1
0,9,eric1234,1
0,9,eric1234,0
0,0,spastorino,1
0,45,cowboyd,0
0,4,spastorino,1
0,5,laserlemon,1
0,0,cowboyd,1
0,0,hirochachacha,1
0,0,stve,1
0,0,ognevsky,0
0,7,petervandenabeele,1
0,0,hone,1
0,0,tenderlove,1
0,101,nurse,1
0,0,ognevsky,1
0,0,tenderlove,1
0,0,ognevsky,1
0,38,jeremy,0
0,0,tenderlove,1
0,0,derekprior,1
0,0,jredville,1
0,0,hone,1
0,4,smartinez87,0
0,0,lunks,1
0,159,sakuro,1
0,131,lastobelus,0
0,39,trans,1
0,0,hone,1
0,35,hone,1
0,12,arsduo,0
0,0,tenderlove,1
0,53,albus522,1
0,0,jjb,1
0,0,mattconnolly,1
0,8,sleeper,1
0,8,sleeper,0
0,0,francois,1
0,0,timfel,1
0,33,jch,0
0,48,roend83,1
0,13,roend83,0
0,0,hone,1
0,9,maxjustus,0
0,218,gudleik,0
0,0,timfel,1
0,9,hone,1
0,0,nono,1
0,0,bensie,1
0,0,indirect,1
0,7,tenderlove,0
0,103,tenderlove,1
0,0,hone,1
0,30,indirect,1
0,23,hone,0
0,0,hone,1
0,7,jacobo,0
0,7,lanej,1
0,15,pirj,0
0,2,timfel,1
0,6,sundbp,1
0,0,hone,1
0,17,hone,1
0,6,benhoskings,0
0,40,hone,1
0,78,hone,1
0,0,nextmat,1
0,3,leereilly,1
0,7,stephencelis,1
0,0,kirs,0
0,4,slagyr,0
0,0,rwilcox,1
0,2,radsaq,1
0,7,ognevsky,0
0,0,DNNX,0
0,0,DNNX,0
0,10,Trevoke,0
0,0,tpope,1
0,14,retr0h,0
0,0,cowboyd,1
0,19,tiegz,0
0,1,robertwahler,1
0,1,boffbowsh,1
0,5,neonlex,1
0,3,cldwalker,1
0,0,mtylty,0
0,4,koraktor,0
0,7,bowsersenior,1
0,4,gilesbowkett,1
0,0,cgriego,1
0,0,cldwalker,1
0,1,cldwalker,1
0,31,cldwalker,1
0,22,zeha,1
0,2,kmayer,1
0,15,mheffner,1
0,12,ognevsky,1
0,8,tadman,1
0,30,joelmoss,1
0,0,leejarvis,1
0,1,rkbodenner,1
0,8,benhamill,1
0,38,joelmoss,1
0,173,nevir,0
0,275,ybart,0
0,19,pascalh1011,1
0,6,mbirk,1
0,17,pascalh1011,1
0,0,rubiii,1
0,22,csquared,1
0,12,mikehoward,0
0,12,mpj,1
0,14,tissak,1
0,5,ngollan,0
0,0,josh,1
0,14,joelmoss,1
0,3,ryanbriones,0
0,39,evanphx,1
0,1,dhh,1
0,12,krekoten,1
0,2,rslifka,1
0,10,cmeiklejohn,1
0,2,gucki,1
0,9,jordansissel,0
0,1,voidlock,1
