@relation 'candlepin-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,24,27,33,50,52,53'

@attribute forward_links {false,true}
@attribute prev_pull_reqs_project numeric
@attribute sloc numeric
@attribute project_age numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
false,572,34625,697,191,0,0
false,571,34625,697,190,1180,1
false,569,34593,692,27,1018,1
false,568,34593,692,195,1,1
false,567,34593,692,194,107,1
false,566,34593,691,51,1235,1
false,565,34593,690,177,46,0
false,564,34601,686,50,1332,1
false,563,34204,684,1,3,1
false,560,34214,679,213,5,0
false,559,34534,678,9,66,1
false,558,34210,678,210,1,1
false,556,33632,671,52,2599,1
false,555,33632,671,11,49,1
false,554,33613,669,189,3,1
false,553,33369,664,192,2,1
false,552,33628,663,199,2,1
false,551,33628,663,198,1,1
false,550,33628,662,197,0,1
false,549,33623,658,14,43,1
false,548,33527,658,44,36,0
false,547,33527,658,192,1,1
false,546,33475,656,185,56,0
false,545,33291,652,194,0,1
false,544,33291,652,186,2,1
false,543,33291,651,8,1049,1
false,542,33187,651,28,62,1
false,541,33153,650,103,932,1
false,540,33153,650,44,22,1
false,539,33153,648,189,0,1
false,538,33153,648,189,0,1
false,537,33153,644,39,6196,0
false,536,33138,643,190,0,1
false,535,33036,641,184,4,1
false,534,33036,638,15,5458,1
false,533,33036,638,13,1,1
false,532,33039,637,48,29,1
false,531,33031,637,45,1119,1
false,530,33003,637,178,1,1
false,529,33003,637,61,20474,1
false,528,33003,636,44,1485,1
false,527,33003,634,45,4084,1
false,526,33003,634,184,3,1
false,525,33003,634,45,-1,0
false,524,33003,630,193,1,1
false,523,33003,629,198,1,1
false,522,32798,628,12,26,1
false,521,32775,628,200,0,1
false,520,32755,627,70,54,1
false,519,32755,627,197,1087,1
false,517,32755,627,46,1401,1
false,516,32756,624,204,-1,1
false,515,32764,623,199,195,1
false,514,32764,623,11,248,1
false,513,32764,623,197,168,1
false,512,32764,623,196,456,1
false,511,32764,622,196,0,1
false,510,32763,622,200,3,1
false,509,32763,622,48,1270,1
false,508,32763,621,203,3,1
false,507,32761,620,47,48,1
false,506,32756,616,218,0,1
false,505,32701,616,220,2,1
false,504,32695,614,64,3180,1
false,503,32695,613,210,4,0
false,502,32695,610,58,3918,1
false,501,32695,609,56,1,1
false,500,32695,609,53,65,1
false,499,32695,609,77,-1,1
false,498,32695,609,77,0,1
false,497,32372,603,52,21,1
false,496,32358,600,202,9,1
false,495,32358,600,74,65,1
false,494,32358,593,216,3,1
false,493,32358,592,214,3,1
false,492,32358,589,75,15863,1
false,491,32358,588,208,2,1
false,490,32303,586,73,1249,1
false,489,32304,585,207,0,1
false,488,32304,585,11,1126,1
false,487,32304,581,12,1028,1
false,486,32304,581,68,8474,1
false,485,32304,581,72,45,1
false,484,32307,580,209,1,1
false,483,32289,580,207,4,1
false,482,32289,580,19,48,1
false,481,32289,580,206,3,1
false,480,32289,579,71,1141,1
false,479,32287,578,207,-1,1
false,478,32287,578,206,1,1
false,477,32287,575,70,5532,1
true,476,32307,575,70,5573,1
false,475,32081,575,68,5783,1
false,474,32287,574,201,4,1
false,473,32047,564,200,4,1
false,472,32006,564,199,3,1
false,471,32006,564,199,4,1
false,470,32006,561,80,18542,1
false,469,32006,561,190,4,1
false,468,32006,561,78,4244,1
false,467,32001,561,190,-1,1
false,466,32002,560,18,19964,1
false,465,32002,560,18,13,1
false,464,32002,560,66,41,1
false,463,32002,559,66,-1,1
false,462,32000,559,188,4,1
false,461,32000,559,187,3,1
false,460,32000,558,184,4,1
false,459,31998,554,182,4,1
false,458,31998,553,190,2,1
false,457,31989,552,84,1261,1
false,456,31989,552,198,1,0
false,455,31989,552,81,1618,1
false,454,31989,552,197,0,1
false,453,31996,551,195,2,1
false,452,32001,550,193,0,1
false,451,32001,550,67,1175,1
false,450,32001,550,74,42,1
false,449,32001,547,75,4342,1
false,448,32001,546,196,1,0
false,447,32001,546,14,7344,1
false,446,31779,545,74,1091,1
false,445,31779,545,198,87,1
false,444,31779,544,73,1129,1
false,443,31370,539,121,5,1
false,442,31370,538,197,7221,1
false,441,31370,538,196,8153,1
false,440,31370,537,70,8140,1
false,439,31370,537,105,133,1
false,438,31119,536,14,29,1
false,437,31119,536,14,196,1
false,436,31026,533,113,34,1
false,435,31026,532,110,1790,1
false,434,31026,531,158,2995,1
false,433,31023,531,64,191,1
false,432,30686,529,109,918,1
false,431,30686,529,151,4,1
false,430,30681,529,97,6023,1
false,429,30681,529,141,4,1
false,428,30681,525,62,6,1
false,427,30270,516,24,78,1
false,426,30270,515,139,0,1
false,425,30270,512,5,5522,1
false,424,30270,512,4,5554,1
false,423,30269,512,62,342,1
false,422,30245,510,141,1,1
false,421,30245,510,61,8454,1
false,420,30245,509,86,1068,1
false,419,30245,509,71,3984,1
false,418,30245,509,55,-1,0
false,417,30245,505,139,3,1
false,416,30245,505,49,22,1
false,415,30245,505,1,8903,1
false,414,30245,505,137,2,1
false,413,29794,504,83,325,1
false,412,29735,503,131,3,1
false,411,29447,503,129,4,1
false,410,29440,501,122,0,0
false,409,29440,497,122,2,1
false,408,29335,495,87,972,1
false,407,29335,495,128,4,1
false,406,29335,494,55,11957,1
false,405,29335,490,91,18444,1
false,404,29200,489,0,3,0
false,403,29200,489,79,20057,1
false,402,29200,487,60,19740,1
false,401,29200,487,75,1242,1
false,400,29182,483,55,15,1
false,399,29182,482,13,7353,1
false,398,29182,481,54,-1,1
false,397,29156,477,54,37,1
false,396,29156,477,113,-1,1
false,395,29156,477,54,159,1
false,394,29156,476,63,194,1
false,393,29156,476,59,-1,1
false,392,29156,475,79,0,1
false,391,29050,475,78,8,1
false,390,29050,475,14,169,1
false,389,29048,475,112,2,1
false,388,29048,475,92,0,1
false,387,29033,474,51,-1,1
false,386,29044,474,13,2,1
false,385,29044,474,111,0,0
false,384,29044,473,82,1359,1
false,383,29046,473,48,1254,1
false,382,29046,470,12,4310,1
false,381,29050,470,72,3,0
false,380,29046,470,80,4672,1
false,379,29033,467,104,2,1
false,378,29033,463,98,2,1
false,377,29033,463,65,8576,1
false,376,29033,462,87,3,0
false,375,29033,462,66,21560,0
false,374,29031,461,9,1296,1
false,373,29031,460,67,2618,1
false,372,29028,459,77,1,1
false,371,29028,456,60,-1,0
false,370,29028,456,72,5,0
false,369,29030,455,80,1320,1
false,368,29030,455,59,1411,1
false,367,29029,453,77,30,1
false,366,29029,453,15,20,1
false,365,29029,453,59,93,1
false,364,29029,451,68,2882,1
false,363,29029,449,65,2,0
false,362,29029,449,69,29,1
false,361,28997,448,27,798,1
false,360,28997,448,65,0,1
false,359,28062,448,65,2,1
false,358,28997,448,93,1049,1
false,357,28997,448,72,258,1
false,356,29005,442,90,3867,1
false,355,29005,442,68,3982,1
false,354,28894,442,82,85,1
false,353,28894,442,64,3,1
false,352,28894,442,64,8,1
false,351,28894,442,74,249,1
false,350,28894,442,74,345,1
false,349,28894,441,63,4,0
false,348,28894,441,74,1726,1
false,347,28894,440,68,2411,1
false,346,28485,438,63,1,1
false,345,28485,435,51,4148,1
false,344,28485,435,62,5918,1
false,343,28486,431,62,1,1
false,342,28486,427,103,38,1
false,341,28486,425,51,4,1
false,340,28486,425,96,10320,1
false,339,28479,421,80,3191,1
false,338,28479,421,84,3334,1
false,337,28479,421,86,3468,1
false,336,28479,421,4,2,1
false,335,28479,420,86,1199,0
false,334,28479,420,0,1,1
false,333,28390,413,0,1,1
false,332,28390,410,130,4382,1
false,331,28390,406,61,0,1
false,330,28390,406,60,-1,1
false,329,28390,406,58,1,1
false,328,28357,405,0,1,1
false,326,28357,404,18,1139,1
false,325,28357,404,1,0,1
false,324,28357,404,53,2,1
false,323,28357,404,53,-1,0
false,322,28357,403,48,0,1
false,321,28357,403,45,4,1
false,320,28357,399,198,8313,1
false,319,28315,398,0,3,1
false,318,28332,398,108,282,1
false,317,28332,398,65,16,1
false,316,28355,397,0,3,1
false,315,28351,397,107,994,1
false,314,28319,397,134,224,1
false,313,28319,397,51,151,1
false,312,28339,397,50,147,1
false,311,28252,396,43,0,1
false,310,28255,396,107,1238,1
false,309,28255,396,105,156,1
false,308,28255,393,62,3324,1
false,307,28263,391,109,2783,1
false,306,28021,390,0,0,1
false,305,28085,386,15,3207,1
false,304,28085,386,0,-1,0
false,303,28062,385,78,6111,1
false,302,28062,384,197,2569,1
false,301,28062,384,75,335,1
false,300,28062,383,45,2,1
false,299,28062,382,14,-1,1
false,298,28062,379,133,4099,1
false,297,28062,378,12,16794,1
false,296,28062,377,67,-1,1
false,295,28037,376,198,1136,1
false,294,28037,375,0,1,1
false,293,28037,371,70,8497,1
false,292,28039,371,0,4,1
false,291,28039,370,144,1176,1
false,290,28054,369,67,62,1
false,289,28054,369,67,83,1
false,288,28054,369,69,1354,1
false,287,28009,368,140,1343,1
false,286,28009,368,68,21,1
false,285,28004,368,134,1595,1
false,284,27874,368,56,3,1
false,283,27874,365,144,4418,1
false,282,27856,365,64,4363,1
false,281,27902,364,203,1119,1
false,280,27902,363,67,2996,1
false,279,27902,362,130,4366,1
false,278,27971,362,141,860,1
false,277,27971,362,141,0,0
false,276,27959,358,194,4048,1
false,275,27959,358,63,5984,1
false,274,27959,357,53,5720,1
false,273,27986,357,138,544,1
false,272,27988,356,110,279,1
false,271,27722,356,124,923,1
false,270,27289,356,107,183,1
false,269,27289,356,61,157,1
false,268,27289,355,167,1433,1
false,267,27289,355,64,82,1
false,266,27289,351,49,5657,1
false,265,27287,351,123,1,1
false,264,27305,349,117,8224,1
false,263,26833,349,61,423,1
false,262,26833,349,164,662,1
false,261,26833,345,125,2185,1
false,260,26822,342,61,1147,1
false,259,26822,342,61,1052,1
false,258,26822,342,61,90,1
false,257,26822,342,114,65,1
false,256,26822,342,59,-1,1
false,255,26822,342,57,-1,1
false,254,26822,342,115,265,1
false,253,26822,341,43,2374,1
false,252,26822,341,63,259,1
false,251,26821,340,118,396,0
false,250,26822,340,62,-1,1
false,249,26822,340,153,96,1
false,248,26822,337,72,3913,1
false,247,26767,336,151,0,1
false,246,26639,335,111,1,1
false,245,26639,335,67,114,1
false,244,26636,333,70,2777,1
false,243,26634,330,71,6,1
false,242,26634,329,16,5405,1
false,241,26634,329,60,5700,1
false,240,26634,328,64,1253,1
false,239,26482,327,15,1092,1
false,238,26482,327,60,1235,1
false,237,26482,327,60,1599,1
false,236,26482,326,12,2676,1
false,235,26482,326,58,184,1
false,234,26482,323,110,6892,1
false,233,26486,323,60,7,1
false,232,26368,319,62,298,1
false,231,26368,316,109,4000,1
false,230,26368,316,23,4023,1
false,229,26333,314,58,1195,1
false,228,26333,313,8,1189,1
false,227,26333,313,32,1633,1
false,226,26335,312,7,3268,1
false,225,26367,307,17,3074,1
false,224,26366,307,16,-1,0
false,223,26366,306,97,12767,1
false,222,26366,306,74,1691,1
false,221,26366,305,99,1308,1
false,220,26366,302,73,3996,1
false,219,26366,302,98,14,1
false,218,26366,302,0,1,1
false,217,26366,301,72,1196,1
false,216,26372,300,72,1112,1
false,215,26372,300,72,-1,0
false,214,26372,300,0,58,1
false,213,26361,299,93,1161,1
false,212,26372,299,13,351,1
false,211,26361,298,0,2,0
false,210,26142,295,91,6751,1
false,209,26171,294,87,861,1
false,208,26171,294,79,1064,1
false,207,26171,294,80,1241,1
false,206,26171,293,79,1282,1
false,205,26171,292,17,3011,1
false,204,26125,286,9,60,1
false,203,26125,286,3,1226,1
false,202,26125,286,63,2,1
false,201,26125,285,73,5,1
false,200,26125,285,0,2,1
false,199,26124,284,2,938,1
false,198,26047,284,14,7,1
false,197,26021,280,13,947,1
false,196,26021,280,1,82,1
false,195,26067,277,12,20033,1
false,194,26067,277,59,4409,1
false,193,26067,277,0,4214,1
false,192,26067,274,55,3775,1
false,191,26067,274,48,15324,1
false,190,26065,270,41,59,1
false,189,26065,267,46,60,1
false,188,25853,267,43,-1,1
false,187,26126,267,41,4,1
false,186,26144,265,58,1393,1
false,185,26144,264,58,-1,0
false,184,26177,264,50,311,0
false,183,26177,264,39,-1,1
false,182,26039,264,49,-1,1
false,181,26177,258,0,4,1
false,180,26039,258,0,2,1
false,179,26039,257,81,903,1
false,178,26039,257,81,901,0
false,177,26039,257,1,12887,1
false,176,26033,256,9,137,1
false,175,25895,250,12,1359,1
false,174,25762,250,10,1744,1
false,173,25762,249,88,2950,1
false,172,25762,246,42,6825,1
false,171,25762,243,8,0,0
false,170,25762,239,39,16849,1
false,169,25762,239,46,17083,1
false,168,25771,235,44,5544,1
false,167,25771,235,72,1220,1
false,166,25771,235,10,21,1
false,165,25771,235,43,14621,1
false,164,25771,231,41,11543,1
false,163,25771,230,36,1,1
false,162,25739,225,59,4301,1
false,161,25739,225,109,20,1
false,160,25739,225,34,5582,1
false,159,25761,224,57,206,1
false,158,25761,224,0,2,1
false,157,25761,221,37,11241,1
false,156,25754,218,38,231,1
false,155,25754,217,11,8,0
false,154,25754,216,10,3,0
false,153,25749,215,65,14,1
false,152,25749,215,63,14228,1
false,151,25596,214,41,118,1
false,150,25587,211,64,168,1
false,149,25596,210,39,1,0
false,148,25579,197,40,21772,1
false,147,25579,197,18,18919,1
false,146,25579,196,38,23521,1
false,145,25579,196,40,-1,1
false,144,25579,195,37,23124,1
false,143,25580,195,38,-1,1
false,142,25572,194,36,8,1
false,141,25569,194,59,28,1
false,140,25572,194,57,176,1
false,139,25572,194,57,178,1
false,138,25564,193,54,81,1
false,137,25564,190,17,-1,1
false,136,25564,189,17,538,1
false,135,25559,188,47,11,1
false,134,25556,188,45,22,1
false,133,25556,186,34,4953,1
false,132,25548,183,34,51,1
false,131,25547,182,41,17,1
false,130,25547,181,0,229,1
false,129,25547,181,128,117,1
false,128,25547,181,40,2946,1
false,127,25544,180,0,63,1
false,126,25535,179,31,-1,1
false,125,25388,176,32,229,1
false,124,25388,175,128,1158,1
false,123,25388,175,128,4,1
false,122,25364,175,21,23,1
false,121,25364,173,37,822,1
false,120,25388,173,39,662,1
false,119,25364,173,15,3791,1
false,118,25361,172,33,-1,0
false,117,25361,169,32,1272,1
false,116,25200,167,124,50,1
false,115,25200,166,122,2690,0
false,114,25200,162,51,129,1
false,113,25200,162,43,9653,1
false,112,25199,160,11,15,1
false,111,25199,155,46,10082,0
false,110,25260,153,30,8413,1
false,109,25171,153,9,47,1
false,108,25184,152,8,971,1
false,107,25175,147,32,189,1
false,106,25175,146,72,-1,1
false,105,25175,141,70,8483,1
false,104,25175,139,22,1256,1
false,103,25175,139,0,1635,1
false,102,25146,138,47,2,1
false,101,25146,137,57,1594,1
false,100,25146,137,48,1650,0
false,99,25146,135,31,3006,1
false,98,25146,135,31,-1,0
false,97,25131,132,7,-1,1
false,96,25131,132,7,6886,1
false,95,25131,132,57,33,1
false,94,25131,132,1,21535,0
false,93,25131,132,56,117,1
false,92,25131,132,1,21614,1
false,91,25131,131,54,1,1
false,90,25131,129,53,2325,1
false,89,25131,127,7,8,1
false,88,25131,126,75,942,1
false,87,24953,126,5,84,1
false,86,24953,126,48,27,1
false,85,24937,126,42,173,1
false,84,24937,126,34,377,1
false,83,24904,123,45,1367,1
false,82,24835,120,35,4098,1
false,81,24835,120,7,3953,1
false,80,24889,120,22,4131,1
false,79,24843,120,0,68,1
false,78,24768,118,0,83,1
false,77,24768,117,42,1300,0
false,76,24768,117,0,-1,0
false,75,24778,117,31,168,1
false,74,24778,116,30,1350,1
false,73,27155,111,36,71,1
false,72,27153,110,41,-1,1
false,71,27153,110,0,4432,1
false,70,27153,109,0,1842,1
false,69,27147,104,40,1,1
false,68,27147,104,83,33,1
false,67,27111,104,42,225,1
false,66,27111,103,38,1490,1
false,65,26367,102,4,158,1
false,64,26367,99,27,7183,1
false,63,26367,95,40,487,1
false,62,26367,92,35,10137,1
false,61,26367,90,49,8471,1
false,60,26367,89,84,1551,1
false,59,26367,85,17,5599,1
false,58,26289,85,34,5568,1
false,57,26289,84,76,1047,1
false,56,23867,84,45,5,1
false,55,23738,84,77,175,1
false,54,23912,84,33,92,1
false,53,23872,84,45,373,0
false,52,23736,83,10,404,1
false,51,23733,82,24,240,1
false,50,23733,82,10,154,1
false,49,23733,82,10,-1,0
false,48,23733,81,30,-1,1
false,47,23733,81,53,29,1
false,46,23733,81,49,1724,1
false,45,23733,81,49,-1,0
false,44,23526,77,29,55,1
false,43,23526,76,18,2228,1
false,42,23526,75,33,1424,1
false,41,23431,71,7,5845,1
false,40,23431,70,6,1276,1
false,39,23431,67,5,1087,0
false,38,23440,67,28,3,1
false,37,23440,64,26,3969,0
false,36,23440,64,29,6884,1
false,35,23440,63,24,328,1
false,34,23440,62,23,11,1
false,33,23449,57,29,352,1
false,32,23449,56,28,1402,1
false,31,22842,54,26,4202,1
false,30,22804,50,8,8774,0
false,29,22804,49,8,-1,1
false,28,24945,46,4,-1,1
false,27,22804,43,7,40,1
false,26,22804,41,25,-1,1
false,25,22804,41,27,1293,1
false,24,22804,41,25,2749,1
false,23,22842,41,12,3029,1
false,22,22787,39,26,113,1
false,21,22787,34,21,2549,1
false,20,22784,34,5,432,1
false,19,22784,32,25,239,1
false,18,25337,29,19,71,1
false,17,25337,29,18,253,1
false,16,25309,21,19,80,1
false,15,25179,20,14,1496,1
false,14,25179,18,0,-1,1
false,13,25179,18,23,2663,1
false,12,25179,17,11,1579,1
false,11,25179,15,10,3698,1
false,10,25179,14,20,5488,0
false,9,25154,12,10,13,1
false,8,25154,11,103,84,1
false,7,25079,8,5,-1,1
false,6,25079,8,5,4135,1
false,5,25062,7,32,83,1
false,4,24981,6,7,12,1
false,3,24981,4,24,-1,1
false,2,25011,4,12,2521,1
false,1,24981,4,12,7,0
false,0,24981,1,0,5582,1
