@relation 'pulp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,20,29,38,39,40,42,46,50,51,52,53'

@attribute description_length numeric
@attribute commits_to_hottest_file numeric
@attribute test_cases_per_kloc numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute following numeric
@attribute main_team_member {true,false}
@attribute prior_interaction_issue_events numeric
@attribute prior_interaction_commits numeric
@attribute prior_interaction_commit_comments numeric
@attribute first_response numeric
@attribute status {0,1}

@data
2,47,94.868044,0.942308,12,3,true,0,144,0,10,1
19,0,94.258945,0.792683,16,12,true,0,86,0,9,1
11,0,94.258945,0.8,16,12,true,0,85,0,10,1
30,0,94.868044,0.902439,4,0,true,0,91,0,9,1
8,0,91.379255,0.797468,16,12,true,0,79,0,944,1
17,4,94.258945,0.913043,5,0,true,0,27,0,10,1
18,7,94.376943,0.906977,3,0,true,0,44,0,9,1
26,10,94.868044,0.901235,4,0,true,0,90,0,10,1
8,0,91.379255,0.970874,17,0,true,0,58,1,41,1
2,47,94.854913,0.942122,12,3,true,0,147,0,9,1
10,81,94.376943,0.913386,3,0,true,0,42,0,9,1
6,10,95.796676,0.941935,12,3,true,0,147,0,10,1
2,47,95.817165,0.941748,12,3,true,0,145,0,20,1
2,47,95.817165,0.941558,12,3,true,0,145,0,9,1
24,30,95.817165,0.970588,17,0,true,0,58,1,4,1
2,47,95.817165,0.941368,12,3,true,0,143,0,9,1
106,47,95.817165,0.794872,16,12,true,0,92,0,10,1
30,16,94.258945,0.971545,11,0,true,0,62,0,6,1
3,0,95.66572,0.941176,12,3,true,0,156,0,12,1
4,14,94.258945,0.971429,11,0,true,0,57,0,24,1
2,28,95.809116,0.971311,11,0,true,0,57,0,-1,1
43,3,95.809116,0.940984,12,3,true,0,155,0,8,1
19,108,95.809116,0.970297,17,0,true,0,67,1,15,1
3,0,95.809116,0.940789,12,3,true,0,153,0,9,1
38,78,94.397689,0.940594,12,3,true,0,153,0,9,1
6,5,95.7128,0.821429,4,0,true,0,118,0,10,1
40,8,95.773959,0.940397,12,3,true,0,151,0,9,1
49,0,95.773959,0.940199,12,3,true,0,151,0,9,1
11,10,95.765174,0.792208,16,12,true,0,96,0,5,1
15,8,95.773959,0.789474,16,12,true,0,95,0,10,1
10,14,95.773959,0.814815,4,0,true,0,120,0,8,1
130,2,95.773959,0.94,12,3,true,0,152,0,8,1
23,6,95.782746,0.786667,16,12,true,0,96,0,1,1
40,10,95.782746,0.9,4,0,true,0,109,0,10,1
26,9,95.782746,0.807692,4,0,true,0,119,0,14,1
6,83,94.397689,0.92,3,0,true,0,47,0,10,1
229,13,95.668146,0.783784,16,12,true,0,102,0,8,1
7,11,95.668146,0.8,4,0,true,0,117,0,9,1
26,8,94.397689,0.791667,4,0,true,0,117,0,12,1
31,14,95.668146,0.782609,4,0,true,0,117,0,9,1
2,2,95.69876,0.939799,12,3,true,0,154,0,9,1
3,41,95.69876,0.909091,5,0,true,0,18,0,8,1
5,15,95.69876,0.898734,4,0,true,0,111,0,1,1
2,0,95.589587,0.939597,12,3,true,0,154,0,9,1
22,15,94.258945,0.971193,11,0,true,0,52,0,10,1
14,10,95.620214,0.772727,4,0,true,0,116,0,9,1
4,35,95.620214,0.904762,5,0,true,0,14,0,9,1
2,0,95.620214,0.939394,12,3,true,0,154,0,10,1
7,2,94.400653,0.919355,3,0,true,0,45,0,8,1
5,0,94.258945,0.918699,3,0,true,0,44,0,9,1
24,0,94.400653,0.897436,4,0,true,0,111,0,8,1
8,35,95.584177,0.9,5,0,true,0,14,0,9,1
9,6,95.584177,0.932203,2,0,true,0,34,0,9,1
2,0,95.584177,0.939189,12,3,true,0,152,0,9,1
4,2,95.584177,0.938983,12,3,true,0,152,0,9,1
11,35,95.584177,0.780822,16,12,true,0,103,0,10,1
2,11,95.584177,0.938776,12,3,true,0,151,0,9,1
2,64,94.258945,0.918033,3,0,true,0,43,0,0,1
4,62,94.176896,0.917355,3,0,true,0,41,0,4,1
8,35,95.581246,0.894737,5,0,true,0,14,0,11,1
11,4,94.176896,0.971074,11,0,true,0,45,0,9,1
12,11,95.587108,0.761905,4,0,true,0,115,0,1,1
2,15,94.176896,0.970954,11,0,true,0,42,0,2,1
5,9,95.574027,0.888889,5,0,true,0,12,0,9,1
12,0,94.179861,0.938567,12,3,true,0,150,0,10,1
6,7,94.179861,0.75,4,0,true,0,114,0,9,1
27,8,94.163204,0.97,17,0,true,0,76,1,3,1
26,3,95.55801,0.916667,3,0,true,0,41,0,10,1
13,2,94.163204,0.882353,5,0,true,0,9,0,9,1
4,0,95.673019,0.938356,12,3,true,0,144,0,9,1
26,13,94.163204,0.938144,12,3,true,0,144,0,10,1
4,0,95.693344,0.937931,12,3,true,0,143,0,7,1
13,2,94.183959,0.9375,5,0,true,0,9,0,-1,0
4,0,95.725613,0.937716,12,3,true,0,134,0,12,1
9,3,94.334875,0.915966,3,0,true,0,39,0,9,1
9,5,95.725613,0.923729,3,0,true,0,39,0,-1,0
14,9,95.735316,0.896104,4,0,true,0,111,0,21,1
4,0,95.340612,0.9375,12,3,true,0,134,0,9,1
11,13,94.138767,0.894737,4,0,true,0,113,0,8,1
9,6,94.138767,0.970833,11,0,true,0,40,0,17,1
9,9,95.323022,0.970711,11,0,true,0,40,0,-1,1
8,12,94.138767,0.933333,5,0,true,0,9,0,9,1
4,0,95.323022,0.937282,12,3,true,0,133,0,10,1
9,13,94.289759,0.928571,5,0,true,0,8,0,9,1
19,10,95.323022,0.777778,16,12,true,0,126,0,8,1
39,15,94.138767,0.969697,17,0,true,0,76,1,9,1
4,0,95.318652,0.937063,12,3,true,0,133,0,5,1
22,2,94.289759,0.974684,9,0,true,0,22,0,9,1
5,10,95.318652,0.774648,16,12,true,0,126,0,10,1
3,34,95.318652,0.923077,5,0,true,0,8,0,10,1
4,0,94.583164,0.936842,12,3,true,0,133,0,9,1
11,31,95.409182,0.785714,16,12,true,0,129,0,11,0
22,112,94.583164,0.969388,17,0,true,0,73,1,10,1
14,30,95.409182,0.969072,17,0,true,0,73,1,182,1
100,112,94.583164,0.96875,17,0,true,0,73,1,10,1
6,29,95.340546,0.782609,16,12,true,0,127,0,10,1
6,1,95.340546,0.779412,16,12,true,0,126,0,39,1
8,16,95.340546,0.776119,16,12,true,0,125,0,1,1
28,2,94.13099,0.974522,9,0,true,0,19,0,10,1
3,27,95.420667,0.772727,16,12,true,0,124,0,33,1
6,33,94.003342,0.968421,17,0,true,0,72,1,2,1
4,0,94.583164,0.93662,12,3,true,0,133,0,9,1
28,9,94.13099,0.8,33,7,false,0,0,0,0,1
38,74,94.13099,0.970588,11,0,true,0,47,0,7,1
12,0,94.282028,0.931624,3,0,true,0,39,0,13,0
4,0,94.583164,0.936396,12,3,true,0,138,0,135,1
8,7,94.13099,0.75,33,7,false,0,0,0,0,1
26,24,93.281597,0.769231,16,12,true,0,123,0,16,1
57,4,94.280228,0.4,28,53,true,0,4,0,0,1
4,0,94.581466,0.93617,12,3,true,0,138,0,1402,1
9,24,93.281597,0.916667,5,0,true,0,9,0,2832,1
44,8,94.581466,1,33,7,false,0,0,0,0,0
7,4,94.12914,0.931034,3,0,true,0,36,0,0,1
6,13,94.12914,0.970464,11,0,true,0,46,0,1,1
6,10,94.12914,0.970339,11,0,true,0,41,0,0,1
4,0,94.469901,0.935943,12,3,true,0,146,0,3070,1
8,3,94.167718,0.93913,3,0,true,0,36,0,3,0
8,17,93.232282,0.909091,5,0,true,0,7,0,2,1
7,0,94.167718,0.938596,3,0,true,0,34,0,14,1
20,5,94.016285,0.968085,17,0,true,0,71,1,149,1
44,6,94.016285,0.789474,4,0,true,0,120,0,337,0
28,86,94.016285,0.777778,4,0,true,0,120,0,-1,1
17,4,93.085273,0.765625,15,11,true,0,115,0,28,1
4,29,94.523301,0.935714,12,3,true,0,143,0,5325,1
108,125,94.523301,0.893333,4,0,true,0,112,0,8586,1
149,2,94.016285,0.970213,11,0,true,0,36,0,120,1
37,84,94.016285,0.967742,17,0,true,0,69,1,3,1
17,7,94.514397,0.935484,12,3,true,0,143,0,929,1
2,29,94.514397,0.935252,12,3,true,0,143,0,1435,1
305,1,94.007384,0.967391,17,0,true,0,66,1,259,1
63,9,94.544084,0.935018,12,3,true,0,146,0,2265,1
19,9,92.934936,0.761905,15,11,true,0,114,0,41,1
10,9,94.158812,0.946903,3,0,true,0,35,0,16,0
37,5,92.934936,0.758065,15,11,true,0,114,0,34,1
2,27,94.544084,0.934783,12,3,true,0,153,0,94,1
17,7,92.823027,0.754098,15,11,true,0,113,0,988,1
2,25,94.470119,0.934545,12,3,true,0,164,0,13151,1
19,7,92.823027,0.9,5,0,true,0,7,0,9885,1
3,7,92.823027,0.766667,14,11,true,0,113,0,-1,0
3,7,92.823027,0.779661,14,11,true,0,113,0,51,0
3,7,92.823027,0.793103,14,11,true,0,113,0,56,0
3,7,92.823027,0.807018,14,11,true,0,113,0,63,0
3,7,92.823027,0.821429,14,11,true,0,113,0,14406,0
3,7,92.823027,0.818182,14,11,true,0,113,0,74,1
3,7,92.823027,0.814815,14,11,true,0,109,0,10123,1
3,7,92.823027,0.811321,14,11,true,0,109,0,9988,1
3,7,92.823027,0.807692,14,11,true,0,109,0,9956,1
3,7,92.823027,0.803922,14,11,true,0,109,0,9898,1
3,7,92.823027,0.8,14,11,true,0,109,0,7047,1
3,2,92.823027,0.795918,14,11,true,0,109,0,7018,1
46,5,94.007384,0.891892,4,0,true,0,104,0,130,1
2,25,94.470119,0.934307,12,3,true,0,173,0,17394,1
52,2,94.158812,0.8125,14,11,true,0,108,0,-1,0
9,2,94.007384,0.829787,14,11,true,0,107,0,-1,0
10,0,94.007384,0.826087,14,11,true,0,105,0,3,1
11,15,94.470119,0.934066,12,3,true,0,174,0,1020,1
75,2,92.693978,0.967033,17,0,true,0,69,1,1182,1
88,3,94.007384,0.890411,4,0,true,0,98,0,65,1
117,18,93.962062,0.966667,17,0,true,0,66,1,19,1
11,0,94.050509,0.764706,4,0,true,0,113,0,8,1
2,25,94.362167,0.933824,12,3,true,0,176,0,18677,1
46,12,93.962062,0.888889,4,0,true,0,98,0,0,1
31,5,92.693978,0.822222,14,11,true,0,99,0,2628,1
2,25,94.394816,0.933579,12,3,true,0,178,0,20197,1
6,24,94.394816,0.933333,12,3,true,0,178,0,0,1
12,0,94.394816,0.931624,2,0,true,0,33,0,11,1
47,8,94.394816,0.887324,4,0,true,0,98,0,3034,1
31,8,94.394816,0.885714,4,0,true,0,98,0,-1,1
26,4,94.083139,0.982759,7,2,true,0,21,0,162,1
56,0,93.967993,0.970085,11,0,true,0,47,0,47,1
2,24,94.400755,0.933086,12,3,true,0,180,0,10031,1
4,1,94.341998,0.932836,12,3,true,0,176,0,0,1
4,2,94.030039,0.25,28,53,true,0,4,0,0,1
13,2,93.967993,0.884058,4,0,true,0,102,0,1,1
10,17,94.030039,0.931034,2,0,true,0,31,0,101,1
26,4,94.439541,0.818182,14,11,true,0,89,0,1018,1
16,6,94.439541,0.932584,12,3,true,0,175,0,1047,1
15,95,93.887083,0.969957,11,0,true,0,44,0,-1,1
2,15,94.355677,0.932331,12,3,true,0,175,0,1331,1
5,8,93.887083,0.969828,11,0,true,0,44,0,196,1
2,15,94.355677,0.932075,12,3,true,0,175,0,3765,1
2,15,94.355677,0.931818,12,3,true,0,174,0,3734,1
2,15,94.355677,0.931559,12,3,true,0,174,0,2931,1
2,15,94.355677,0.931298,12,3,true,0,174,0,4081,1
11,0,93.966932,0.8125,4,0,true,0,93,0,4112,0
11,0,88.571142,0.866667,4,0,true,0,93,0,53,0
43,10,93.966932,0.813953,14,11,true,0,86,0,132,1
35,3,93.887083,0.882353,4,0,true,0,106,0,0,1
2,11,94.337839,0.931034,12,3,true,0,172,0,157,1
47,3,94.337839,0.888889,5,0,true,0,7,0,212,1
4,2,94.337839,0.333333,28,53,true,0,4,0,272,0
8,10,93.887083,0.934615,12,3,true,0,172,0,134,0
2,11,94.258162,0.934363,12,3,true,0,172,0,165,1
43,0,88.53085,0.880597,4,0,true,0,97,0,8,1
2,9,94.035685,0.934109,12,3,true,0,194,0,209,1
8,14,93.850622,0.930435,2,0,true,0,28,0,2025,1
2,6,94.020866,0.933852,12,3,true,0,200,0,69,1
23,6,94.020866,0.933594,12,3,true,0,200,0,78,1
58,0,91.34118,0.966292,17,0,true,0,76,1,19,1
60,6,93.850622,0.809524,14,11,true,0,109,0,0,1
18,2,93.850622,0.878788,4,0,true,0,102,0,2,1
5,103,93.850622,0.946429,2,0,true,0,54,0,41,1
9,6,94.020866,0.945946,2,0,true,0,54,0,172,1
11,6,94.020866,0.954545,2,0,true,0,54,0,-1,0
26,0,93.850622,0.804878,14,11,true,0,109,0,0,1
5,7,94.020866,875,5,0,true,0,6,0,87,1
12,7,94.020866,0.933333,12,3,true,0,199,0,906,1
21,9,93.850622,0.876923,4,0,true,0,99,0,0,1
107,6,93.618635,875,4,0,true,0,97,0,0,1
39,2,88.381131,0.888889,4,0,true,0,97,0,369,0
35,3,93.795367,0.8,14,11,true,0,109,0,0,1
17,27,91.34118,0,7,1,false,0,0,0,5114,1
17,47,93.795367,0,7,1,false,0,0,0,-1,0
2,5,93.795367,0.933071,12,3,true,0,198,0,12855,1
5,3,93.795367,0.932806,12,3,true,0,198,0,12860,1
2,6,93.795367,0.93254,12,3,true,0,198,0,16951,1
29,4,93.795367,0.932271,12,3,true,0,198,0,12870,1
4,0,93.795367,932,12,3,true,0,198,0,12885,1
4,0,93.795367,0.931727,12,3,true,0,198,0,12890,1
5,3,93.795367,0.931452,12,3,true,0,198,0,12894,1
4,9,93.795367,0.931174,12,3,true,0,198,0,12899,1
4,4,93.795367,0.930894,12,3,true,0,198,0,17099,1
5,5,93.795367,0.930612,12,3,true,0,198,0,17110,1
28,5,93.795367,0.930328,12,3,true,0,199,0,18514,1
4,0,93.795367,0.930041,12,3,true,0,199,0,18416,1
4,3,93.795367,0.929752,12,3,true,0,199,0,18418,1
108,136,93.795367,0.857143,4,0,true,0,76,0,5,1
5,5,93.795367,0.929461,12,3,true,0,199,0,19129,1
8,2,93.618635,0.5,2,0,true,0,1,0,25,1
5,29,91.34118,0,74,2,false,0,0,0,277,1
22,2,93.618635,0.887097,4,0,true,0,121,0,21,1
26,2,93.618635,0.974359,9,0,true,0,33,0,39,1
5,6,93.310247,0.929167,12,3,true,0,212,0,162,1
39,0,93.618635,0.885246,4,0,true,0,124,0,0,1
4,6,93.310247,0.92887,12,3,true,0,205,0,6,1
4,26,93.310247,0.928571,12,3,true,0,205,0,17,1
55,7,93.618635,0.965909,17,0,true,0,101,1,7,1
36,7,93.336692,0.92827,12,3,true,0,190,0,130,1
51,12,93.645273,1,2,0,true,0,1,0,30409,0
16,117,93.619578,0.969697,11,0,true,0,62,0,0,1
90,0,93.619578,0.969565,11,0,true,0,60,0,1271,1
55,0,88.53085,0.9,4,0,true,0,132,0,25800,0
6,14,88.381131,0.927966,12,3,true,0,196,0,1622,1
106,23,93.619578,0.965517,17,0,true,0,102,1,406,1
66,4,92.693978,0.794872,14,11,true,0,107,0,34,1
4,0,93.311079,0.92766,12,3,true,0,196,0,1720,1
29,0,88.53085,0.915254,4,0,true,0,132,0,-1,0
83,98,92.693978,0.965116,17,0,true,0,99,1,39,1
9,5,92.693978,0.815789,14,11,true,0,108,0,-1,0
6,3,93.311079,0.92735,12,3,true,0,196,0,3092,1
9,5,92.693978,0.837838,14,11,true,0,108,0,-1,0
8,6,93.351391,0.927039,12,3,true,0,192,0,990,1
10,24,91.091415,0.974194,9,0,true,0,30,0,0,1
46,6,92.702728,0.964706,17,0,true,0,100,0,118,1
17,8,93.351391,0.913793,4,0,true,0,129,0,2191,1
10,2,93.351391,0.926724,12,3,true,0,203,0,2231,1
68,4,92.8898,0.964286,17,0,true,0,100,0,92,1
5,0,93.619578,0,2,0,true,0,1,0,2956,1
22,117,93.619578,0.912281,4,0,true,0,129,0,3647,1
2,3,92.8898,0.861111,14,11,true,0,106,0,3,0
5,10,93.339632,0.930435,12,3,true,0,199,0,6792,1
7,0,93.339632,0.930131,12,3,true,0,199,0,6786,1
13,10,93.655111,0.982456,7,2,true,0,31,0,1345,1
74,9,93.655111,0.963855,17,0,true,0,96,0,2,1
37,9,92.8898,0.885714,14,11,true,0,106,0,31,0
105,6,93.655111,0.963415,17,0,true,0,93,0,15,1
2,6,93.407286,0.929825,12,3,true,0,209,0,1403,1
11,0,93.687708,0.982143,7,2,true,0,27,0,83,1
8,3,92.892729,0.857143,5,0,true,0,6,0,212,1
47,0,93.687708,0.981818,7,2,true,0,27,0,1045,1
4,0,93.351835,0.929515,12,3,true,0,209,0,1185,1
62,7,92.892729,0.962963,17,0,true,0,92,0,9,1
11,28,93.589825,0.846154,4,0,true,0,38,0,1409,1
6,2,92.8898,0.9625,17,0,true,0,90,0,3,1
15,23,91.091415,0,12,17,false,0,0,0,-1,1
7,3,93.139883,0.929204,12,3,true,0,205,0,12,1
37,0,93.48693,0.962025,17,0,true,0,85,0,10,1
22,10,93.139883,0.666667,1,0,true,0,4,0,67,1
12,25,91.223645,0.954128,2,0,true,0,39,0,283,1
4,0,93.165547,0.928889,12,3,true,0,204,0,3050,1
8,0,93.48693,0.833333,4,0,true,0,38,0,474,1
63,9,93.48693,0.910714,4,0,true,0,129,0,1374,1
5,3,93.168485,0.928571,12,3,true,0,203,0,1184,1
19,14,93.165547,0.5,27,53,true,0,2,0,1,0
19,14,93.48693,1,27,53,true,0,2,0,166,0
4,0,93.168485,0.928251,12,3,true,0,203,0,2747,1
4,0,93.168485,0.927928,12,3,true,0,203,0,3987,1
7,8,93.48693,0.953704,2,0,true,0,38,0,4242,1
22,0,91.235446,0.953271,2,0,true,0,38,0,4308,1
4,0,93.18906,0.927602,12,3,true,0,200,0,8580,1
5,16,88.53085,0.927273,12,3,true,0,200,0,25,1
22,6,93.18906,0.5,1,0,true,0,3,0,49720,1
18,0,91.235446,0.95283,2,0,true,0,35,0,1120,1
17,8,93.077628,0.911765,14,11,true,0,105,0,5767,0
7,0,88.381131,0.926941,12,3,true,0,183,0,2,1
7,0,93.077628,0.926606,12,3,true,0,181,0,1475,1
76,7,93.366716,0.981481,6,2,true,0,27,0,8149,1
10,10,93.366716,0.909091,4,0,true,0,36,0,-1,0
32,4,93.366716,0.981132,6,2,true,0,26,0,73,1
6,0,93.127647,0.926267,12,3,true,0,190,0,2919,1
111,33,93.127647,0.929825,2,0,true,0,5,0,1772,1
5,0,93.127647,0.925926,12,3,true,0,190,0,100,1
27,4,93.366716,0.961538,17,0,true,0,107,0,0,1
63,0,93.127647,0.925581,12,3,true,0,190,0,-1,1
24,9,88.381131,0.969432,11,0,true,0,56,0,5441,1
37,8,92.285326,0.909091,14,11,true,0,103,0,32,1
21,0,92.52218,0.9,4,0,true,0,32,0,76,1
4,0,92.273661,0.925234,12,3,true,0,190,0,211,1
30,7,92.273661,0.833333,5,0,true,0,6,0,332,1
4,3,92.273661,0.90625,14,11,true,0,103,0,7636,1
4,3,92.273661,0.924883,12,3,true,0,204,0,123,1
4,0,92.273661,0.924528,12,3,true,0,204,0,124,1
7,3,92.273661,0.924171,12,3,true,0,203,0,144,1
48,0,92.273661,0.92381,12,3,true,0,203,0,209,1
90,5,92.510455,0.961039,17,0,true,0,115,0,389,1
27,12,92.273661,0.923445,12,3,true,0,206,0,568,1
6,7,92.273661,0.923077,12,3,true,0,206,0,573,1
4,2,92.278481,0.922705,12,3,true,0,208,0,10285,1
73,0,92.498017,0.935484,14,11,true,0,99,0,3,0
6,8,92.515625,0.92233,12,3,true,0,208,0,1536,1
21,17,92.515625,0.909091,4,0,true,0,131,0,14249,1
7,1,92.515625,0.933333,14,11,true,0,97,0,38,1
268,124,92.515625,0.960526,17,0,true,0,117,0,66,1
33,10,92.296006,0.931034,14,11,true,0,96,0,98,1
4,23,91.091415,0.907407,4,0,true,0,130,0,9,1
4,0,92.515625,0.921951,12,3,true,0,208,0,255,1
5,9,92.515625,0.921569,12,3,true,0,208,0,352,1
5,21,91.091415,0.974026,9,0,true,0,30,0,0,1
6,16,91.091415,0.973856,9,0,true,0,26,0,2,1
6,16,91.091415,0.96,17,0,true,0,115,0,0,1
9,2,92.058162,0.921182,12,3,true,0,217,0,3496,1
4,6,92.07858,0.928571,14,11,true,0,86,0,22,1
7,0,92.07858,0.920792,12,3,true,0,213,0,7,1
10,4,92.075663,0.920398,12,3,true,0,212,0,888,1
48,14,92.277404,0.959459,17,0,true,0,115,0,31,1
3,3,92.277404,0.969298,11,0,true,0,58,0,10,1
5,14,91.091415,0.973684,9,0,true,0,23,0,6,1
4,12,91.091415,0.97351,9,0,true,0,21,0,1,1
12,3,92.075663,0.92,12,3,true,0,205,0,1,1
57,129,92.277404,0.90566,4,0,true,0,124,1,5,1
2,0,92.277404,0.919598,12,3,true,0,207,0,1239,1
16,0,92.277404,0.919192,12,3,true,0,207,0,3,1
5,12,92.277404,0.958904,17,0,true,0,114,0,2,1
27,10,92.277404,0.958333,17,0,true,0,114,0,9,1
20,14,92.277404,0.925926,14,11,true,0,83,0,309,1
21,4,92.277404,0.903846,4,0,true,0,123,1,0,1
13,2,92.277404,0.973333,9,0,true,0,21,0,1203,1
7,4,92.277404,0.901961,4,0,true,0,122,1,0,1
31,7,92.353652,0.957746,17,0,true,0,112,0,2,1
69,131,92.353652,0.957143,17,0,true,0,112,0,126,1
7,4,92.353652,0.9,4,0,true,0,122,1,5,1
6,10,92.353652,0.918782,12,3,true,0,207,0,486,1
3,0,92.353652,0.918367,12,3,true,0,207,0,19,1
17,5,92.353652,0.923077,14,11,true,0,83,0,542,1
9,21,88.381131,0.929204,2,0,true,0,2,0,971,1
2,3,92.290091,0.917949,12,3,true,0,204,0,10,1
7,12,88.381131,0.917526,12,3,true,0,204,0,1027,1
60,8,92.15868,0.956522,17,0,true,0,110,0,3,1
8,0,88.381131,0.897959,4,0,true,0,118,1,29,1
36,26,88.381131,0.895833,4,0,true,0,118,1,0,1
11,0,88.381131,0.888889,4,0,true,0,27,0,48,1
11,2,92.253387,1,4,0,true,0,27,0,-1,0
11,10,91.091415,0.955882,17,0,true,0,107,0,2,1
12,0,88.381131,0.952381,2,0,true,0,36,0,175,1
33,15,92.253387,0.893617,4,0,true,0,117,1,91,1
9,2,88.381131,0.951923,2,0,true,0,36,0,15,1
9,21,92.15868,0.917098,12,3,true,0,202,0,107,1
9,0,88.381131,1,5,0,true,0,4,0,-1,0
15,2,92.253387,1,5,0,true,0,4,0,3,1
9,0,92.253387,1,5,0,true,0,4,0,86,1
14,2,92.253387,1,5,0,true,0,4,0,9,1
7,2,92.306224,0.92,14,11,true,0,78,0,89,1
43,0,92.306224,0.916667,14,11,true,0,78,0,816,1
19,13,92.306224,0.891304,4,0,true,0,115,1,831,1
4,3,92.306224,0.913043,14,11,true,0,77,0,1059,1
31,4,92.306224,0.980769,6,2,true,0,37,0,186,1
4,5,92.201294,0.916667,12,3,true,0,201,0,35,1
52,3,92.201294,0.921466,12,3,true,0,200,0,118,0
29,11,92.175299,0.980392,6,2,true,0,35,0,1,1
33,32,92.175299,0.955224,17,0,true,0,106,0,8,1
31,6,92.175299,0,1,12,true,0,2,0,3,1
7,8,92.175299,0.921053,12,3,true,0,200,0,1405,1
6,11,92.175299,0.920635,12,3,true,0,200,0,2513,1
38,9,91.067848,0.954545,17,0,true,0,102,0,4,1
2,0,92.151802,0.909091,14,11,true,0,69,0,3998,1
25,7,92.151802,0.904762,14,11,true,0,69,0,4039,1
17,11,92.151802,0,1,0,true,0,3,0,3,1
105,128,92.06501,0.888889,4,0,true,0,112,1,0,1
112,0,92.06501,0.9,14,11,true,0,69,0,1153,1
30,11,92.142309,0.886364,4,0,true,0,110,1,2,1
27,3,92.017102,0.894737,14,11,true,0,68,0,2703,1
5,4,92.142309,0.888889,14,11,true,0,63,0,7,1
6,0,92.017102,0.973154,9,0,true,0,19,0,1430,1
47,9,92.017102,0,27,53,true,0,2,0,0,1
102,0,92.08716,0.883721,4,0,true,0,106,1,0,1
169,22,91.067848,0.953846,17,0,true,0,105,0,5,1
16,3,92.122531,0.882353,14,11,true,0,50,0,9,1
51,22,92.122531,875,14,11,true,0,50,0,1,1
7,99,92.122531,0.969163,11,0,true,0,69,0,0,1
16,4,92.122531,0.866667,14,11,true,0,48,0,2667,1
13,11,92.01827,0.969027,11,0,true,0,70,0,-1,1
80,4,92.021209,0.857143,14,11,true,0,48,0,183,1
7,5,91.067848,0.925134,12,3,true,0,233,0,-1,1
51,12,91.995908,0,1,12,false,0,0,0,4,0
45,9,92.12548,0.880952,4,0,true,0,100,1,0,1
96,21,92.12548,0.973333,11,0,true,0,87,0,5832,0
64,1,91.995908,0.953125,17,0,true,0,112,0,4636,1
5,3,91.995908,0.878049,4,0,true,0,98,1,6035,1
6,1,92.097235,875,4,0,true,0,98,1,5557,1
22,4,92.202233,0.973214,11,0,true,0,88,0,1518,1
67,7,92.097235,1,5,0,true,0,1,0,114,1
7,6,91.067848,0.924731,12,3,true,0,256,0,8,1
47,7,92.030269,0.846154,14,11,true,0,37,0,173,1
45,0,92.030269,0.973094,11,0,true,0,98,0,190,1
8,3,91.925586,0.871795,4,0,true,0,99,1,1188,1
16,0,92.030269,0.868421,4,0,true,0,97,1,44,1
32,2,91.792864,0.952381,17,0,true,0,117,0,2,1
47,4,92.080675,0,1,0,true,0,3,0,1851,0
30,19,88.381131,0.951613,17,0,true,0,116,0,4084,1
8,37,90.988541,0.929348,12,3,true,0,250,0,345,1
50,0,90.988541,0.864865,4,0,true,0,94,1,0,1
36,0,91.975825,0.95082,17,0,true,0,119,0,8,1
6,1,91.975825,0.861111,4,0,true,0,94,1,1287,1
93,4,92.080675,0.857143,4,0,true,0,94,1,0,1
12,0,91.887205,0.98,6,2,true,0,113,0,221,1
26,11,91.887205,0.852941,4,0,true,0,94,1,-1,1
6,6,91.470673,0.928962,12,3,true,0,246,0,970,1
9,0,91.470673,0.979592,6,2,true,0,112,0,0,1
5,17,90.988541,0.928571,12,3,true,0,245,0,1044,1
4,49,90.988541,1,4,0,true,0,9,0,1,1
4,18,91.503058,0.928177,12,3,true,0,239,0,2,1
74,21,91.66317,1,4,0,true,0,8,0,4030,1
166,8,91.66317,0.972973,11,0,true,0,93,0,342,1
30,0,91.66317,0.95,17,0,true,0,119,0,254,1
4,38,88.381131,0.927778,12,3,true,0,226,0,5444,1
197,4,91.66317,0.949153,17,0,true,0,119,0,5629,1
16,77,90.988541,0.927374,12,3,true,0,226,0,5755,1
