@relation 'pulp-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,20,29,38,39,40,42,46,50,51,52,53'

@attribute description_length numeric
@attribute commits_to_hottest_file numeric
@attribute test_cases_per_kloc numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute following numeric
@attribute main_team_member {true,false}
@attribute prior_interaction_issue_events numeric
@attribute prior_interaction_commits numeric
@attribute prior_interaction_commit_comments numeric
@attribute first_response numeric
@attribute status {0,1}

@data
24,2,95.684915,0.933333,7,2,true,0,21,0,-1,1
37,24,95.632418,0.932432,7,2,true,0,20,0,1043,1
39,11,97.826087,945,13,3,true,0,47,0,9,1
70,10,97.826087,0.931507,7,2,true,0,19,0,8,1
22,9,95.632418,0.930556,7,2,true,0,19,0,354,1
8,2,97.816461,0.81203,18,12,true,0,48,0,7,1
51,2,95.711548,0.951557,11,0,true,0,36,0,1410,0
15,0,97.816461,0.977654,9,0,true,0,24,0,7,1
13,2,99.137799,0.810606,18,12,true,0,51,0,8,1
10,2,97.816461,0.944862,13,3,true,0,47,0,12,1
47,2,99.137799,0.80916,18,12,true,0,51,0,7,1
38,5,97.804513,0.944056,18,0,true,0,29,0,13,1
9,12,97.804513,0.807692,18,12,true,0,50,0,8,1
57,0,95.711548,0.954861,11,0,true,0,34,0,100,0
66,0,95.711548,0.954704,11,0,true,0,34,0,-1,1
28,24,95.711548,0.929577,7,2,true,0,18,0,-1,1
10,0,95.829243,0.919355,6,0,true,0,10,0,9,1
7,6,98.782843,0.944724,13,3,true,0,45,0,13,1
3,1,99.137799,0.85567,5,0,true,0,101,0,9,1
9,0,99.137799,0.977528,9,0,true,0,15,0,7,1
2,28,96.658129,0.854167,5,0,true,0,100,0,7,1
6,2,98.782843,0.852632,5,0,true,0,97,0,8,1
8,0,95.923337,0.918033,6,0,true,0,10,0,8,1
36,2,98.818475,0.851064,5,0,true,0,94,0,8,1
69,22,96.691491,0.943662,18,0,true,0,34,0,7,1
40,4,95.863703,0.954545,11,0,true,0,35,0,1228,1
69,20,96.691491,0.943262,18,0,true,0,33,0,12,1
8,20,96.691491,0.806202,18,12,true,0,66,0,7,1
53,8,96.691491,0.944584,13,3,true,0,44,0,8,1
48,18,96.614671,0.849462,5,0,true,0,98,0,9,1
40,26,95.863703,0.942857,7,2,true,0,17,0,1313,0
31,3,98.818475,0.847826,5,0,true,0,95,0,8,1
7,9,96.623519,0.942029,7,2,true,0,14,0,7,1
70,5,95.922901,0.941176,7,2,true,0,13,0,132,1
8,13,96.623519,0.846154,5,0,true,0,94,0,6,1
2,24,95.922901,0.954386,11,0,true,0,33,0,-1,1
61,22,95.911383,0.954225,11,0,true,0,31,0,12,1
10,4,95.914263,0.940299,7,2,true,0,12,0,3,1
21,12,99.173808,0,12,15,false,0,0,0,0,1
9,13,96.603751,0.944444,13,3,true,0,49,0,8,1
92,20,95.875543,0.954064,11,0,true,0,29,0,1180,1
30,2,95.875543,0.939394,7,2,true,0,6,0,-1,1
11,5,96.636216,0.977401,9,0,true,0,12,0,7,1
76,4,96.636216,0.938462,7,2,true,0,6,0,8,1
13,12,96.639169,0.833333,1,0,false,0,1,0,0,1
14,5,96.639169,0.8,1,0,false,0,1,0,0,1
35,2,95.863982,0.953901,11,0,true,0,27,0,-1,1
5,2,95.829243,0.844444,5,0,true,0,79,0,9,1
28,4,98.799546,0.942857,18,0,true,0,30,0,7,1
58,0,96.639169,0.9375,7,2,true,0,3,0,7,1
74,0,98.799546,0.916667,6,0,true,0,11,0,8,1
15,20,96.049293,0.953737,11,0,true,0,25,0,2341,1
52,2,96.049293,0.936508,7,2,true,0,2,0,62,1
69,0,96.049293,0.951613,7,2,true,0,1,0,-1,0
5,0,96.575112,0,0,0,false,0,0,0,0,0
8,10,96.575112,0.944304,13,3,true,0,46,0,6,1
7,0,96.032394,0.953571,11,0,true,0,24,0,-1,1
5,11,96.575112,0.944162,13,3,true,0,45,0,6,1
71,0,96.035109,0.953405,11,0,true,0,20,0,12,1
39,4,96.501146,0.804688,18,12,true,0,77,0,27,1
37,9,98.744205,0.842697,5,0,true,0,87,0,29,1
13,13,96.531704,0.80315,18,12,true,0,75,0,7,1
6,2,95.923337,0.840909,5,0,true,0,87,0,8,1
25,6,95.923337,0.83908,5,0,true,0,80,0,5,1
25,2,95.923337,0.837209,5,0,true,0,80,0,-1,1
25,2,95.923337,0.835294,5,0,true,0,80,0,-1,1
12,2,96.546455,0,9,15,true,0,1,0,0,1
6,0,98.759366,0.809524,18,12,true,0,71,0,4056,0
10,5,98.759366,808,18,12,true,0,71,0,2881,1
29,0,98.759366,0.806452,18,12,true,0,70,0,2977,1
6,0,96.516957,0.953237,11,0,true,0,18,0,5197,1
11,1,95.829243,0.94402,13,3,true,0,26,0,7,1
6,0,95.829243,0.943878,13,3,true,0,25,0,8,1
9,0,98.759366,0.953069,11,0,true,0,17,0,6,1
31,2,98.759366,0.804878,18,12,true,0,69,0,7,1
9,4,95.923337,0.952899,11,0,true,0,14,0,8,1
23,22,96.032394,0.95082,7,2,true,0,1,0,156,1
71,0,96.516957,0.966667,7,2,true,0,1,0,-1,0
29,0,98.759366,0.803279,18,12,true,0,69,0,9,1
29,0,96.516957,0.809917,18,12,true,0,69,0,-1,0
36,0,96.516957,0.983051,7,2,true,0,1,0,-1,0
126,0,96.516957,0.952727,11,0,true,0,9,0,2899,1
8,11,96.516957,0.943734,13,3,true,0,32,0,1016,1
27,2,95.923337,0.845238,5,0,true,0,73,0,8,0
7,12,96.516957,0.977273,9,0,true,0,11,0,14,1
12,7,96.516957,0.977143,9,0,true,0,11,0,7,1
7,2,96.505163,0.977011,9,0,true,0,10,0,18,1
8,8,96.505163,0.94359,13,3,true,0,33,0,20,1
26,8,96.505163,0.943445,13,3,true,0,32,0,12,1
30,3,96.505163,0.808333,18,12,true,0,73,0,260,1
11,0,95.604535,0.943299,13,3,true,0,32,0,8,1
8,0,95.604535,0.943152,13,3,true,0,32,0,11,1
46,8,96.354167,0.806723,18,12,true,0,73,0,4,1
7,20,96.354167,0.956204,11,0,true,0,9,0,-1,0
31,4,95.698925,0.805085,18,12,true,0,65,0,7,1
16,2,95.923337,0.803419,18,12,true,0,67,0,9,1
5,15,96.148543,0.843373,5,0,true,0,77,0,196,1
13,4,98.508104,0.801724,18,12,true,0,65,0,7,1
11,5,98.445277,0.8,18,12,true,0,62,0,5,1
6,9,98.791624,0.807018,18,12,true,0,62,0,7,0
43,2,96.014715,0.976879,9,0,true,0,9,0,7,1
7,0,98.445277,0.841463,5,0,true,0,77,0,6,1
38,2,98.445277,0.899083,4,0,true,0,7,0,7,1
12,2,95.698925,0.956044,11,0,true,0,10,0,7,1
9,6,96.005885,0.976744,9,0,true,0,8,0,2,1
29,0,96.017658,0.942446,18,0,true,0,36,0,94,1
56,7,98.578141,0.839506,5,0,true,0,87,0,7,1
27,4,96.017658,0.976608,9,0,true,0,7,0,47,1
24,0,95.698925,0.80531,18,12,true,0,60,0,7182,1
5,0,95.698925,0.803571,18,12,true,0,60,0,84,1
87,6,95.976941,0.976471,9,0,true,0,5,0,8,1
15,26,95.994602,0.976331,9,0,true,0,3,0,7,1
8,2,95.994602,0.943005,13,3,true,0,33,0,8,1
27,1,95.994602,0.942857,13,3,true,0,33,0,7,1
29,0,96.00638,0.955882,11,0,true,0,12,0,73,1
24,2,95.984059,0.97619,9,0,true,0,2,0,6,1
21,0,98.445277,0.898148,4,0,true,0,8,0,105,1
66,1,95.998774,0.942708,13,3,true,0,32,0,199,1
10,2,95.998774,0.948905,18,0,true,0,34,0,-1,1
36,20,96.044678,0.948529,18,0,true,0,34,0,9,1
12,5,98.429673,0.8375,5,0,true,0,92,0,25,1
10,20,96.044678,0.948148,18,0,true,0,34,0,7,1
16,0,96.941436,0.95572,11,0,true,0,12,0,11,1
21,18,96.94441,0.801802,18,12,true,0,58,0,7,1
3,0,96.028726,0.835443,5,0,true,0,94,0,8,1
8,6,98.429673,0.833333,5,0,true,0,93,0,8,1
57,6,99.190283,0.831169,5,0,true,0,92,0,6,1
4,3,97.015842,0.914474,3,0,true,0,20,0,58,1
51,3,95.698925,0.842105,5,0,true,0,92,0,1032,0
32,4,95.698925,0.947761,18,0,true,0,29,0,0,1
18,7,97.014925,0.955556,11,0,true,0,8,0,7,1
27,27,97.014925,0.942559,13,3,true,0,62,0,10,1
6,8,97.035786,0.913907,3,0,true,0,22,0,1784,1
8,20,97.035786,0.954887,18,0,true,0,31,0,2,0
43,15,97.014925,0.942408,13,3,true,0,64,0,7,1
10,0,95.706647,0.75,8,12,true,0,24,0,8,1
10,2,97.122302,0.818182,8,12,true,0,24,0,7,0
61,7,95.629885,0.954545,18,0,true,0,29,0,13,1
61,9,99.11651,0.954198,18,0,true,0,33,0,36,1
25,26,97.050955,0.942257,13,3,true,0,57,0,63,1
4,31,96.992643,0.942105,13,3,true,0,56,0,4,1
2,31,96.992643,0.941953,13,3,true,0,56,0,3603,1
2,31,97.050955,0.941799,13,3,true,0,56,0,4198,1
18,2,96.992643,0.941645,13,3,true,0,55,0,21,1
8,4,97.050955,0.84,5,0,true,0,119,0,1007,1
58,5,95.629885,0.953846,18,0,true,0,32,0,5,1
38,28,96.986672,0.8,18,12,true,0,63,0,12,1
19,27,96.912231,0.8,8,12,true,0,22,0,2,1
14,21,96.986672,0.777778,8,12,true,0,22,0,7,1
12,23,96.992643,0.75,8,12,true,0,22,0,1155,1
13,7,99.04271,0.953488,18,0,true,0,28,0,31,1
53,2,96.309575,0,0,0,false,0,0,0,0,1
35,0,95.604535,0.798165,18,12,true,0,43,0,5,1
28,2,95.604535,0.95539,11,0,true,0,21,0,1,1
22,0,95.604535,0.955224,11,0,true,0,21,0,1,1
8,1,99.348134,0.915254,6,0,true,0,60,0,166,1
10,23,96.925257,0.714286,8,12,true,0,18,0,25,1
72,0,96.309575,0.955056,11,0,true,0,28,0,51,1
7,25,96.31439,0.941489,13,3,true,0,54,0,73,1
65,5,95.64694,0.941333,13,3,true,0,54,0,13,1
9,35,96.31439,0.75,1,0,false,0,1,0,0,1
6,25,96.31439,0.941176,13,3,true,0,52,0,28310,1
12,0,95.604535,0.953125,18,0,true,0,32,0,12,1
56,15,99.007772,0.796296,18,12,true,0,35,0,18,1
15,0,95.616647,0.837838,5,0,true,0,132,0,10,1
10,6,96.19666,0.794393,18,12,true,0,30,0,80,1
16,4,96.099071,0.913333,3,0,true,0,47,0,12,1
3,4,98.977053,0.835616,5,0,true,0,132,0,-1,1
9,2,98.977053,0.833333,5,0,true,0,131,0,-1,1
12,3,96.102047,0.8,8,12,true,0,8,0,10,1
10,4,98.980093,0.913793,5,0,true,0,62,0,9,1
14,17,98.980093,0.830986,5,0,true,0,133,0,11,1
104,2,95.616647,0.792453,18,12,true,0,30,0,10,1
58,17,98.980093,0.952756,18,0,true,0,34,0,9,1
45,27,96.102047,0.790476,18,12,true,0,32,0,9,1
31,31,96.102047,0.788462,18,12,true,0,32,0,11,1
14,12,99.206593,0.912281,5,0,true,0,63,0,11,1
5,2,99.206593,0.786408,18,12,true,0,31,0,10,1
4,6,95.616647,0.828571,5,0,true,0,123,0,11,1
8,21,99.271375,0.910714,5,0,true,0,61,0,9,1
78,12,99.04487,0.784314,18,12,true,0,25,0,9,1
96,31,99.04487,0.952381,18,0,true,0,31,0,10,1
10,4,95.616647,0.826087,5,0,true,0,116,0,9,1
9,5,99.047912,0.909091,5,0,true,0,51,0,8,1
8,3,99.047912,0.907407,5,0,true,0,51,0,10,1
6,21,98.969831,0.941019,13,3,true,0,51,0,9,1
20,31,98.969831,0.94086,13,3,true,0,52,0,18,1
11,2,99.022981,0.90566,5,0,true,0,51,0,9,1
4,8,99.022981,0.940701,13,3,true,0,44,0,7,1
3,12,98.636336,0.943243,13,3,true,0,44,0,9,0
7,12,95.616647,0.823529,5,0,true,0,111,0,2,1
25,3,98.63332,0.782178,18,12,true,0,25,0,9,1
11,2,95.616647,0.820896,5,0,true,0,106,0,11,1
11,2,95.616647,0.833333,5,0,true,0,106,0,-1,0
42,9,95.613618,0.830769,5,0,true,0,104,0,2,1
42,17,98.63332,0.943089,13,3,true,0,44,0,11,1
58,0,99.019939,0.78,18,12,true,0,23,0,12,1
57,17,98.63332,0.942935,13,3,true,0,48,0,8,1
3,15,98.63332,0.942779,13,3,true,0,48,0,10,1
90,17,98.63332,0.942623,13,3,true,0,51,0,10,1
8,4,95.613618,0.828125,5,0,true,0,102,0,-1,1
32,21,98.636336,952,18,0,true,0,34,0,8,1
17,0,99.004425,0.921569,5,0,true,0,52,0,10,1
31,8,98.636336,0.942466,13,3,true,0,51,0,9,1
140,21,98.620837,0.777778,18,12,true,0,17,0,8,1
6,2,98.620837,0.942308,13,3,true,0,51,0,9,1
2,32,98.620837,0.942149,13,3,true,0,50,0,9,1
2,32,98.620837,0.941989,13,3,true,0,50,0,10,1
1,21,98.620837,0.785714,18,12,true,0,17,0,-1,0
16,2,95.613618,0.825397,5,0,true,0,95,0,1,1
16,3,99.004425,0.822581,5,0,true,0,94,0,8,1
71,4,99.004425,0.897196,4,0,true,0,42,0,2,1
10,14,99.004425,0.783505,18,12,true,0,17,0,9,1
7,7,98.620837,0.666667,1,1,false,0,0,0,0,0
59,15,98.620837,0.941828,13,3,true,0,50,0,8,1
4,2,95.613618,0.819672,5,0,true,0,87,0,4,1
17,12,98.856511,0.78125,18,12,true,0,17,0,9,1
11,12,98.856511,0.976048,9,0,true,0,12,0,9,1
13,0,95.64694,0.954887,11,0,true,0,35,0,10,1
17,16,98.716137,1,8,12,true,0,6,0,9,1
43,4,95.613618,0.951613,18,0,true,0,34,0,13,1
7,4,98.763159,0.941667,13,3,true,0,49,0,10,1
27,2,95.613618,0.816667,5,0,true,0,84,0,10,1
26,19,98.763159,0.912752,3,0,true,0,63,0,9,1
17,10,98.678955,0.92,5,0,true,0,49,0,10,1
7,4,95.613618,0.954717,11,0,true,0,46,0,10,1
6,6,98.763159,0.958333,11,0,true,0,46,0,-1,0
7,0,95.613618,0.813559,5,0,true,0,84,0,22,1
17,38,95.613618,0.896226,4,0,true,0,41,0,0,1
17,37,95.64694,0.895238,4,0,true,0,41,0,-1,1
5,12,98.763159,0.941504,13,3,true,0,62,0,14,1
38,10,98.579423,0.941341,13,3,true,0,62,0,9,1
10,23,98.579423,1,8,12,true,0,2,0,0,1
13,17,98.494875,0.912162,3,0,true,0,60,0,9,1
20,10,98.522167,0.911565,3,0,true,0,57,0,10,1
15,4,98.522167,0.5,1,1,false,0,0,0,0,1
21,5,98.522167,1,1,1,false,0,0,0,0,0
21,2,98.522167,0,1,1,false,0,0,0,0,1
46,10,98.606711,0.941176,13,3,true,0,60,0,8,1
7,3,98.606711,1,8,12,false,0,0,0,0,1
5,41,98.606711,0.941011,13,3,true,0,55,0,10,1
5,35,95.64694,0.810345,5,0,true,0,77,0,5,1
33,3,98.615811,0.940678,13,3,true,0,54,0,9,1
21,11,98.516101,0.918367,5,0,true,0,46,0,9,1
8,8,98.516101,0.910959,3,0,true,0,56,0,9,1
18,4,98.516101,0.910345,3,0,true,0,56,0,9,1
7,4,95.64694,0.909722,3,0,true,0,55,0,11,1
33,0,95.64694,0.909091,3,0,true,0,55,0,11,1
13,12,98.516101,0.915493,3,0,true,0,55,0,9,0
12,0,98.400567,0.916667,5,0,true,0,46,0,10,1
123,0,95.64694,0.807018,5,0,true,0,69,0,10,1
5,41,98.497444,0.94051,13,3,true,0,53,0,9,1
53,21,98.497444,0.940341,13,3,true,0,53,0,8,1
6,10,98.497444,0.940171,13,3,true,0,53,0,9,1
16,3,98.497444,0,8,12,false,0,0,0,0,1
44,10,98.500477,0.94,13,3,true,0,52,0,9,1
4,6,98.500477,0.942529,13,3,true,0,46,0,-1,1
9,2,98.400567,0.975904,9,0,true,0,13,0,9,1
9,2,98.500477,0.975758,9,0,true,0,13,0,-1,1
2,43,98.500477,0.942363,13,3,true,0,49,0,9,1
8,4,98.430769,0.942197,13,3,true,0,42,0,1,1
26,6,98.430769,0.942029,13,3,true,0,41,0,2,1
8,7,98.458035,0.94186,13,3,true,0,41,0,9,1
18,19,95.653,0.803571,5,0,true,0,65,0,7,1
66,45,98.433936,0.894231,4,0,true,0,42,0,9,1
4,36,98.458035,0.941691,13,3,true,0,41,0,10,1
2,36,98.458035,0.94152,13,3,true,0,41,0,9,1
56,2,95.653,0.941349,13,3,true,0,41,0,18,1
56,11,98.458035,0.941176,13,3,true,0,41,0,-1,1
10,2,95.653,0.818182,5,0,true,0,66,0,10,0
4,0,95.39359,0.941003,13,3,true,0,42,0,26,1
7,22,98.455182,0.940828,13,3,true,0,42,0,8,1
43,0,95.662093,0.95122,18,0,true,0,41,0,11,1
2,29,98.558137,0.940653,13,3,true,0,42,0,16,1
2,29,98.558137,0.940476,13,3,true,0,42,0,8,1
97,48,98.46429,0.893204,4,0,true,0,42,0,9,1
28,10,98.437596,0.914894,3,0,true,0,56,0,8,1
9,20,95.665125,0.814815,5,0,true,0,64,0,9,1
49,2,95.665125,0.95082,18,0,true,0,38,0,11,1
116,6,98.558509,0.940299,13,3,true,0,43,0,8,1
7,4,98.558509,0.94012,13,3,true,0,47,0,10,1
24,21,98.437596,0.892157,4,0,true,0,44,0,9,1
24,0,98.505896,0.891089,4,0,true,0,44,0,10,1
28,16,98.384955,0.811321,5,0,true,0,65,0,1,1
27,0,98.505896,0.9,4,0,true,0,47,0,9,0
5,59,98.505896,0.93994,13,3,true,0,51,0,9,1
118,30,97.988123,0.942598,13,3,true,0,57,0,8,1
34,4,95.547457,0.965517,11,0,true,0,65,0,10,1
39,7,95.41827,0.950413,18,0,true,0,37,0,-1,1
5,2,95.547457,0.914286,3,0,true,0,58,0,10,1
9,5,95.41827,0.807692,5,0,true,0,56,0,10,1
10,3,95.41827,0.803922,5,0,true,0,55,0,10,1
28,1,95.41827,0.8,5,0,true,0,52,0,-1,1
11,10,95.39359,0.95,18,0,true,0,38,0,-1,1
11,4,95.41827,0.957983,18,0,true,0,38,0,10,0
66,34,97.668347,0.965385,11,0,true,0,64,0,16,1
3,15,97.668347,0.913669,3,0,true,0,55,0,9,1
20,5,97.680209,0.89899,4,0,true,0,52,0,8,1
9,15,97.668347,0.913043,3,0,true,0,55,0,10,1
10,34,95.39359,0.795918,5,0,true,0,48,0,2,1
6,62,97.454147,0.914894,5,0,true,0,58,0,22,1
5,8,97.454147,0.912409,3,0,true,0,56,0,9,1
15,12,95.337232,0.934783,5,0,true,0,54,0,9,0
12,0,95.41827,0.933333,5,0,true,0,54,0,10,1
31,5,95.337232,0.931818,5,0,true,0,54,0,8,1
14,0,95.41827,0.930233,5,0,true,0,53,0,10,1
8,20,95.337232,0.791667,5,0,true,0,48,0,8,1
44,3,95.337232,0.897959,4,0,true,0,52,0,12,1
57,4,95.39359,0.957627,18,0,true,0,41,0,10,1
96,12,95.071931,0.896907,4,0,true,0,52,0,9,1
7,18,95.016387,0.928571,5,0,true,0,50,0,9,1
36,8,95.018055,0.942424,13,3,true,0,64,0,9,1
6,40,95.018055,0.942249,13,3,true,0,63,0,8,1
8,12,95.018055,0.778947,17,12,true,0,56,0,9,1
8,9,95.018055,0.787234,17,12,true,0,56,0,-1,0
8,12,95.018055,0.787234,5,0,true,0,42,0,7,1
7,10,95.018055,0.782609,5,0,true,0,43,0,8,1
4,2,95.547457,0.777778,5,0,true,0,40,0,5,1
8,0,91.379255,0.957265,18,0,true,0,40,0,0,1
8,0,91.379255,0.956897,18,0,true,0,40,0,13,1
8,53,94.934966,0.926829,5,0,true,0,48,0,9,1
10,1,95.46146,0.772727,5,0,true,0,37,0,10,1
2,40,94.934966,0.942073,13,3,true,0,64,0,10,1
80,4,95.54322,0.956522,18,0,true,0,42,0,10,1
13,3,94.918475,925,5,0,true,0,48,0,8,1
40,4,95.475314,0.964912,18,0,true,0,42,0,10,0
6,53,94.918475,0.784946,17,12,true,0,56,0,0,1
14,0,95.475314,0.911765,3,0,true,0,52,0,11,1
19,0,95.475314,0.965251,11,0,true,0,73,0,12,1
9,1,94.895208,0.941896,13,3,true,0,64,0,33,1
1,55,94.895208,0.793478,17,12,true,0,57,0,8,0
66,69,95.039676,0.767442,4,0,true,0,47,0,6,1
9,14,95.039676,0.923077,5,0,true,0,46,0,8,1
6,14,95.042588,0.895833,4,0,true,0,60,0,13,1
6,8,95.105366,0.911111,3,0,true,0,49,0,0,1
8,2,95.475314,0.964602,17,0,true,0,42,0,2,1
4,0,95.475314,0.968992,11,0,true,0,73,0,12,0
57,6,95.042588,0.894737,4,0,true,0,60,0,1,1
15,10,95.042588,0.97561,9,0,true,0,14,0,8,1
68,1,95.475314,0.964286,17,0,true,0,44,0,22,1
20,4,94.920236,0.791209,17,12,true,0,68,0,24,1
7,32,95.475314,0.893617,4,0,true,0,60,0,17,1
8,0,94.985594,0,44,41,false,0,0,0,0,1
31,2,95.481373,0.968872,11,0,true,0,69,0,10,1
8,4,95.475314,0.96875,11,0,true,0,68,0,4,1
22,8,95.481373,1,1,1,false,0,0,0,0,1
6,3,94.891181,0.910448,3,0,true,0,44,0,10,1
18,11,94.891181,0.909774,3,0,true,0,44,0,11,1
8,3,94.92605,0.921053,5,0,true,0,45,0,10,1
11,30,95.481373,0.963964,17,0,true,0,42,0,10,1
63,8,94.891181,0.892473,4,0,true,0,61,0,1214,1
63,8,94.891181,0.891304,4,0,true,0,61,0,12,1
9,3,94.92605,0.788889,17,12,true,0,77,0,7,1
22,5,95.41827,0,1,1,false,0,0,0,0,1
33,16,95.143495,0.786517,17,12,true,0,78,0,9,1
97,52,94.891181,0.784091,17,12,true,0,78,0,10,1
17,2,95.481373,0.909091,3,0,true,0,43,0,11,1
29,3,95.41827,0.963636,17,0,true,0,42,0,7072,1
45,88,94.891181,0.97546,9,0,true,0,13,0,8,1
23,2,95.481373,0.781609,17,12,true,0,80,0,10,1
12,8,94.676911,0.918919,5,0,true,0,44,0,9,1
17,2,95.481373,0.968627,11,0,true,0,74,0,15,1
35,4,94.676911,0.968504,11,0,true,0,74,0,2,1
128,5,95.481373,0,61,46,false,0,0,0,0,1
6,4,91.379255,0.963303,17,0,true,0,43,0,5,1
9,0,95.481373,0.962963,17,0,true,0,43,0,10,1
12,12,94.57597,0.916667,5,0,true,0,41,0,9,1
29,2,95.487433,0.89011,4,0,true,0,83,0,10,1
5,12,94.57597,0.761905,4,0,true,0,86,0,9,1
13,90,94.57597,0.888889,4,0,true,0,82,0,2,1
45,4,94.57597,0.790698,17,12,true,0,81,0,15,0
4,10,94.57597,0.756098,4,0,true,0,83,0,10,1
8,2,95.487433,0.914286,5,0,true,0,41,0,17,1
8,3,94.57597,0.941176,5,0,true,0,41,0,-1,0
13,20,95.41827,0.971698,17,0,true,0,41,0,33,1
15,0,94.57597,0.939394,5,0,true,0,41,0,12,1
30,4,94.57597,0.9375,5,0,true,0,41,0,9,1
13,4,94.369743,0.975309,9,0,true,0,9,0,21,1
14,2,94.369743,0.88764,4,0,true,0,78,0,9,1
83,8,95.487433,0.886364,4,0,true,0,78,0,16,1
23,2,95.564926,0.975155,9,0,true,0,9,0,0,1
141,0,95.901362,0,16,6,false,0,0,0,0,1
7,13,95.901362,0.333333,7,1,false,0,0,0,0,1
5,0,95.901362,975,9,0,true,0,8,0,1,1
22,13,95.901362,0.5,7,1,false,0,0,0,0,0
22,18,95.41827,0.971429,17,0,true,0,37,0,882,1
95,84,95.901362,0.885057,4,0,true,0,76,0,10,1
16,51,95.901362,0.788235,16,12,true,0,79,0,0,1
11,0,95.41827,0.935484,5,0,true,0,37,0,60,1
7,0,91.379255,775,4,0,true,0,86,0,18,0
77,53,95.487433,0.769231,4,0,true,0,89,0,10,1
4,49,95.926211,0.933333,5,0,true,0,36,0,21,1
7,5,95.926211,0.941718,13,3,true,0,94,0,10,1
35,15,95.955713,0.941538,13,3,true,0,98,0,10,1
14,12,95.955713,0.941358,13,3,true,0,98,0,10,1
5,15,95.955713,0.941176,13,3,true,0,97,0,9,1
19,63,95.955713,0.940994,13,3,true,0,97,0,10,1
28,2,95.955713,0.968379,11,0,true,0,74,0,3,1
3,49,95.955713,0.931034,5,0,true,0,35,0,9,1
49,2,95.934259,0.797619,16,12,true,0,89,0,9,0
7,14,95.392644,0.763158,4,0,true,0,108,0,27,1
11,14,95.392644,0.756757,4,0,true,0,107,0,27,1
88,30,95.392644,0.968254,11,0,true,0,71,0,10,1
21,49,95.931306,0.928571,5,0,true,0,35,0,10,1
14,44,95.931306,0.94081,13,3,true,0,113,0,9,1
57,0,95.461907,0.972112,11,0,true,0,70,0,173,0
8,10,95.392644,0.75,4,0,true,0,114,0,123,1
9,10,95.392644,0.971154,17,0,true,0,42,1,1,1
11,69,95.461907,0.742857,4,0,true,0,113,0,10,1
2,61,95.931306,0.940625,13,3,true,0,113,0,10,1
4,13,95.931306,0.940439,13,3,true,0,118,0,10,1
2,61,95.931306,0.940252,13,3,true,0,124,0,9,1
12,27,95.461907,972,11,0,true,0,68,0,-1,1
6,11,91.379255,0.787879,4,0,true,0,114,0,21,0
9,0,95.392644,0.8125,4,0,true,0,114,0,9,0
9,0,91.379255,0.83871,4,0,true,0,114,0,940,0
6,6,95.392644,0.908397,3,0,true,0,41,0,-1,1
34,8,95.392644,0.883721,4,0,true,0,88,0,9,1
7,8,95.392644,0.894118,4,0,true,0,88,0,9,0
8,8,95.392644,0.943218,13,3,true,0,126,0,6,0
29,25,94.332517,0.971888,11,0,true,0,61,0,18,1
51,8,94.830996,0.892857,4,0,true,0,88,0,18,1
68,8,94.830996,0.903614,4,0,true,0,88,0,17,0
9,6,94.261909,0.971774,11,0,true,0,57,0,6,1
21,7,94.261909,0.907692,3,0,true,0,46,0,10,1
2,47,94.856969,0.943038,12,3,true,0,117,0,9,1
9,0,94.37398,0.925926,5,0,true,0,32,0,18,1
172,9,94.371017,0.97166,11,0,true,0,55,0,10,1
10,102,94.844921,0.833333,4,0,true,0,113,0,-1,1
2,47,94.844921,0.942857,12,3,true,0,125,0,9,1
273,4,94.844921,0.932773,2,0,true,0,25,0,10,1
2,3,94.844921,0.923077,5,0,true,0,28,0,10,1
12,0,94.258945,0.92,5,0,true,0,28,0,9,1
2,47,94.839142,0.942675,12,3,true,0,138,0,10,1
65,0,94.856481,0.795181,16,12,true,0,92,0,8,1
16,5,94.856481,0.916667,5,0,true,0,28,0,9,1
10,2,94.365092,0.974843,9,0,true,0,11,0,10,1
55,6,94.376943,0.942492,12,3,true,0,144,0,10,1
26,113,94.868044,0.827586,4,0,true,0,114,0,9,1
