@relation 'hazelcast-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,23,37,38,39,41,45,50,53'

@attribute description_length numeric
@attribute at_mentions_comments {0,1,3,5,4,8,6,2,11,7,10,false,9}
@attribute prev_pullreqs numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute requester_age {2435,1940,1053,1882,2434,2433,1690,1052,1939,1689,1937,1879,2431,1057,1575,1192,2430,1156,1935,1056,2429,2294,1934,1075,1189,2427,1933,1074,1931,1930,1872,688,2424,1185,2423,2015,1184,1928,2288,2422,2014,1870,1171,1183,1159,1869,684,469,1868,2420,2012,1158,1385,1926,2419,1865,2417,1922,2416,1063,1154,1561,1042,1062,1153,1380,1061,2280,1032,1040,956,1151,1060,1861,1917,1375,1148,2410,1147,1231,1857,1901,1914,2408,1170,672,1900,2407,1169,1552,1855,2406,1854,2403,1141,1851,2402,1027,2400,1161,2399,387,663,1126,2398,1023,927,660,2396,2395,1539,382,1188,2393,1164,2392,1119,2258,2390,2389,1160,932,1837,931,1836,1353,2253,1125,1034,1124,1834,1351,1113,1207,2385,1350,1123,1877,1890,1109,1874,2382,1347,1144,1346,1152,1829,2380,1827,1524,1150,367,1105,1200,1197,1606,1137,1520,1340,1822,1866,917,1112,1101,1339,2374,1111,2016,1583,613,1965,1604,1517,1820,1581,1819,2371,2369,1106,1333,1130,1578,1513,1577,1576,1597,2366,1596,1813,1103,2365,1856,1867,1325,2226,1808,1952,1591,2225,1121,599,1504,1129,346,1950,1084,1949,2223,767,900,1502,1092,1585,897,1116,1802,763,1115,896,1175,1080,1801,1091,593,1174,895,1317,761,1843,350,1496,1078,1842,1315,1560,1942,1088,1077,337,1087,587,1312,1557,1839,1118,0,756,1838,1108,1793,1107,991,2344,1489,1850,1792,753,1165,1307,582,968,965,1483,571,964,1547,1099,880,577,1568,1784,1481,600,1157,2334,1298,1478,2199,1781,1095,1070,1059,1563,1297,1094,1924,2197,1562,1541,666,1069,1102,1476,1779,1923,1296,1475,1778,1068,1295,1821,1777,1474,2195,1294,1293,1292,1471,1064,1096,1556,1470,735,1817,868,565,1773,951,1916,2324,1085,1915,563,1145,733,246,1532,1467,1814,1049,2188,1553,732,1811,1911,1284,1550,2318,1140,1283,1549,1810,1910,1045,1909,1139,2183,1079,1044,1809,1526,1054,1461,726,650,858,942,725,1907,940,1761,1050,2178,1457,1134,939,1904,1759,1073,299,854,1903,551,1816,1455,853,1902,1072,921,157,1193,101,1058,916,1364,1190,1334,504,1742,151,1479,1330,699,1329,908,1328,907,1327,700,1735,626,906,493,492,1730,491,1729,1728,1727,489,1452,1726,1725,1450,135,485,1723,687,484,1249,894,1721,1035,1313,132,483,482,131,685,1719,539,128,1717,114,861,888,127,1716,1468,1456,126,1715,680,2149,125,679,476,1306,124,475,1305,111,1712,675,121,1302,472,1710,674,1709,120,1301,1022,119,1300,470,1299,1155,118,1707,852,671,117,1017,1444,465,848,464,113,667,1016,1443,1136,1015,846,1149,463,873,665,1208,462,110,1700,1014,664,1013,461,871,1451,458,1437,1288,661,1010,106,1009,457,456,659,866,1008,455,865,658,390,1007,1693,454,657,1433,103,654,100,1281,653,1688,1280,1687,859,652,1686,1685,1684,1425,1683,93,1681,1272,1680,1421,true,91,645,78,1432,90,851,644,1679,1271,643,1678,850,1431,1676,1675,640,1267,716,1202,1674,1266,1673,84,1265,637,1120,83,1264,1671,82,1424,1263,18,79,490,1533,1259,632,1420,77,1258,1407,1257,630,979,14,1405,629,1404,807,1662,1661,833,832,1252,1660,804,481,1659,1251,1658,830,1399,1523,1656,1655,1654,1245,1653,1394,798,618,617,63,1393,824,62,616,1651,61,1648,1239,792,611,791,1387,817,467,790,610,1645,55,1644,816,788,1641,289,51,1639,50,604,1086,49,603,1637,809,48,1636,1635,44,1225,1633,805,597,1632,1631,1630,802,801,40,800,1628,1627,1626,797,1217,794,1488,33,1621,1485,1619,1211,30,898,267,583,1210,789,28,1617,27,1616,1480,785,1613,23,575,782,755,781,370,573,1472,15,568,567,364,746,363,1342,1466,360,8,562,1338,742,275,1337,7,358,1133,560,357,6,740,1595,356,1594,1593,1592,353,352,555,1589,1588,1180,553,460,1104,345,547,1582,1322,550,1028,1579,543,1025,722,338,1493,1167,336,1573,1314,335,1572,1570,331,1569,534,1487,1309,330,713,532,1308,388,531,1484,1482,1564,708,325,528,344,707,1303,526,321,524,704,730,521,1555,519,1554,311,371,513,310,309,995,98,307,1286,304,216,1535,162,500,772,975,288,287,1525,347,670,1117,669,286,284,1262,282,281,1518,279,339,479,478,1253,1512,334,602,601,1508,1507,1247,1506,1505,649,468,1503,648,1501,466,1241,1500,947,1499,1498,123,1494,459,941,638,1492,1491,869,636,1490,1001,477,1465,1453,981,224,612,819,607,606,96,1401,474,1379,743,16,-1140,1,3,1255,1199,1198,1196,1194,1024,902,1276,147,17,681,678,20,74}
@attribute integrator_follows_req {false,true,30}
@attribute prior_interaction_commits numeric
@attribute status {0,1}

@data
36,0,747,0.871486,43,2369,false,58,1
8,0,746,0.871314,43,2369,false,57,1
31,0,167,0.850299,68,1106,false,64,1
24,0,166,0.849398,68,1106,false,64,1
9,0,344,0.924419,15,1333,false,70,1
34,0,165,0.848485,68,1106,false,64,1
7,0,388,0.873711,4,1130,false,76,1
29,2,164,0.847561,68,1106,false,66,1
13,0,32,0.8125,30,1578,false,52,0
7,0,301,0.923588,55,1513,false,62,1
8,0,31,0.83871,30,1577,false,52,0
5,0,30,0.866667,30,1576,false,52,0
18,0,76,0.907895,11,1597,false,37,1
8,1,70,0.957143,2,1137,false,26,1
11,0,69,0.956522,2,1137,false,26,1
6,0,745,0.871141,43,2366,false,56,1
18,0,75,0.906667,11,1596,false,34,1
14,0,74,0.905405,11,1596,false,34,1
99,0,298,0.875839,8,1813,false,54,1
96,0,297,0.875421,8,1813,false,54,1
20,0,163,0.846626,68,1103,false,71,1
18,2,162,0.845679,68,1103,false,71,1
30,0,744,0.870968,43,2365,false,55,1
82,0,743,0.870794,43,2365,false,55,1
7,2,43,0.930233,2,1856,false,23,1
5,0,386,0.873057,4,1126,false,81,1
34,0,21,0.952381,5,1867,false,24,1
40,0,20,0.95,5,1867,false,24,1
25,0,343,0.924198,15,1325,false,69,1
39,0,183,0.846995,15,2226,false,89,1
10,0,296,875,8,1808,false,51,1
7,0,295,0.874576,8,1808,false,51,1
31,0,230,0.917391,22,1952,false,63,1
13,5,73,0.90411,11,1591,false,35,1
2,0,182,0.846154,15,2225,false,88,1
16,2,385,0.872727,4,1121,false,82,1
36,0,17,0.882353,1,599,false,11,1
53,0,42,0.928571,2,1851,false,23,1
14,1,300,0.923333,55,1504,false,66,1
6,0,68,0.955882,2,1129,false,26,1
11,2,14,0.642857,1,346,false,7,1
10,0,229,0.921397,22,1950,false,63,0
19,1,46,0.913043,8,1084,false,29,1
7,0,228,0.921053,22,1949,false,63,1
74,0,181,0.845304,15,2223,false,88,1
9,0,98,0.714286,5,767,false,14,0
8,0,26,0.807692,3,900,false,12,1
6,0,25,0.8,3,900,false,12,1
71,2,180,0.844444,15,2223,false,88,1
46,0,299,0.923077,55,1502,false,68,1
36,0,161,0.84472,68,1092,false,75,1
18,0,72,0.902778,11,1585,false,43,1
61,0,24,0.791667,3,897,false,12,1
8,0,23,0.782609,3,897,false,12,1
15,0,384,0.872396,4,1116,false,86,1
42,0,294,0.87415,8,1802,false,48,1
7,0,97,0.71134,5,763,false,14,1
13,2,383,0.872063,4,1115,false,83,1
10,0,22,0.772727,3,896,false,12,1
8,0,21,0.761905,3,896,false,12,1
9,0,72,0.833333,19,1175,false,28,1
9,0,71,0.830986,19,1175,false,28,1
37,0,45,0.911111,8,1080,false,27,1
29,0,293,0.87372,8,1801,false,48,1
24,2,160,0.84375,68,1091,false,73,1
73,0,16,875,1,593,false,11,1
7,2,382,0.871728,4,1115,false,83,1
11,0,20,0.8,3,896,false,12,0
52,0,292,0.873288,8,1801,false,46,1
15,0,67,0.955224,2,1124,false,24,1
16,0,70,0.828571,19,1174,false,27,1
27,0,71,0.901408,11,1583,false,43,1
12,0,19,0.789474,3,895,false,12,1
54,0,342,0.923977,15,1317,false,67,1
11,0,96,0.708333,5,761,false,14,1
51,0,41,0.926829,2,1843,false,23,1
4,1,0,0,3,350,false,0,1
9,0,40,925,2,1843,false,22,1
12,1,29,0.862069,29,1561,false,51,1
27,0,298,0.922819,55,1496,false,63,1
26,0,39,0.923077,2,1843,false,22,1
13,0,44,0.909091,8,1078,false,26,1
30,0,38,0.921053,2,1842,false,22,1
23,0,70,0.9,11,1581,false,45,1
28,0,37,0.918919,2,1842,false,22,1
10,0,341,0.923754,15,1315,false,67,1
5,0,28,0.857143,29,1560,false,51,1
13,0,227,0.920705,22,1942,false,57,1
14,0,226,0.920354,22,1942,false,57,1
28,0,159,0.842767,68,1088,false,73,1
10,0,381,0.871391,4,1112,false,78,1
4,0,43,0.906977,8,1077,false,26,1
11,0,13,0.615385,1,337,false,4,1
31,0,158,0.841772,68,1087,false,73,1
96,0,15,0.933333,1,587,false,11,0
17,0,380,0.871053,4,1109,false,78,1
59,1,340,0.923529,15,1312,false,64,1
5,0,27,0.851852,29,1557,false,51,1
44,0,26,0.846154,29,1557,false,51,1
105,0,36,0.916667,2,1839,false,20,1
2,0,42,0.904762,8,1074,false,27,1
8,1,35,0.914286,2,1839,false,20,1
15,0,34,0.911765,2,1839,false,19,1
8,0,33,0.909091,2,1839,false,18,1
7,3,66,0.954545,2,1118,false,26,1
2,0,0,0,0,0,false,0,0
10,0,32,0.90625,2,1839,false,17,1
5,0,95,0.705263,5,756,false,15,1
14,0,31,0.903226,2,1838,false,16,1
10,0,30,0.9,2,1838,false,16,1
20,0,379,0.870712,4,1108,false,77,1
24,3,94,0.702128,5,756,false,12,1
44,1,291,0.876289,8,1793,false,45,0
11,0,29,0.896552,2,1837,false,16,1
9,0,378,0.87037,4,1107,false,73,1
7,0,377,0.870027,4,1107,false,73,1
13,0,376,0.869681,4,1107,false,73,1
25,0,12,0.75,0,991,false,1,1
32,1,65,0.953846,2,1115,false,26,1
6,4,742,0.871968,43,2344,false,92,0
30,0,297,0.922559,55,1489,false,69,1
50,0,19,0.947368,4,1850,false,23,1
35,10,290,0.875862,8,1792,false,45,1
16,0,93,0.709677,5,753,false,12,0
16,2,69,0.826087,19,1165,false,26,1
12,0,375,0.869333,4,1105,false,71,1
21,0,374,0.868984,4,1105,false,71,1
12,0,339,0.923304,15,1307,false,68,1
10,0,338,0.923077,15,1307,false,68,1
6,0,337,0.922849,15,1307,false,68,1
62,2,14,0.928571,1,582,false,8,1
48,0,87,0.896552,15,968,false,75,1
96,0,86,0.895349,15,965,false,76,1
19,0,296,0.922297,55,1483,false,69,1
70,0,295,0.922034,55,1483,true,68,1
25,0,294,0.921769,55,1483,false,65,1
31,2,7,0.857143,0,571,false,0,1
53,0,85,0.894118,15,964,false,72,1
6,0,24,0.833333,29,1547,false,54,1
4,0,370,0.867568,4,1099,false,64,1
19,3,18,0.777778,3,880,false,11,1
21,0,12,0.916667,1,577,false,9,1
16,0,68,0.897059,11,1568,false,50,1
12,1,67,0.895522,11,1568,false,50,1
9,0,156,0.839744,68,1074,false,81,1
7,0,155,0.83871,68,1074,false,81,1
29,0,288,0.878472,8,1784,false,52,1
52,0,293,0.921502,55,1481,true,66,1
188,2,1,0,2,1074,false,10,1
3,0,86,0.837209,35,600,false,15,0
22,0,68,0.823529,19,1157,false,27,1
50,0,737,0.872456,43,2334,false,107,1
38,0,336,0.922619,15,1298,false,61,1
47,0,335,0.922388,15,1298,false,61,1
27,0,292,0.921233,55,1478,false,65,1
6,0,177,0.841808,15,2199,false,103,1
16,0,291,0.920962,55,1478,false,64,1
7,0,287,0.881533,8,1781,false,51,0
14,0,368,0.869565,4,1095,false,62,1
118,0,153,0.843137,68,1070,false,82,1
184,4,0,0,2,1070,false,1,0
64,1,41,0.902439,8,1059,false,23,1
7,0,66,0.893939,11,1563,false,50,1
9,0,334,0.922156,15,1297,false,59,1
10,4,333,0.921922,15,1297,false,59,1
3,1,367,0.86921,4,1094,false,58,1
44,1,225,0.92,22,1924,false,42,1
30,0,176,0.840909,15,2197,false,107,1
28,0,175,0.84,15,2197,false,105,1
19,0,65,0.892308,11,1562,false,48,1
10,0,23,0.826087,29,1541,false,51,1
15,0,64,0.890625,11,1562,false,48,1
10,1,38,0.868421,7,666,false,10,1
16,0,152,0.842105,68,1069,false,81,1
6,0,64,0.953125,2,1102,false,24,1
14,0,37,0.864865,7,666,false,10,1
49,0,36,0.861111,7,666,false,10,1
35,0,290,0.92069,55,1476,false,63,1
41,0,286,0.881119,8,1779,false,49,1
7,0,224,0.919643,22,1923,false,41,1
19,4,22,0.818182,29,1541,false,49,1
14,0,332,0.921687,15,1296,false,55,1
20,0,331,0.92145,15,1296,false,55,1
15,0,289,0.920415,55,1476,true,63,1
96,0,63,0.888889,11,1561,false,48,1
41,0,288,0.920139,55,1475,false,61,1
37,0,287,0.919861,55,1475,false,61,1
94,0,62,0.887097,11,1561,false,48,1
30,1,63,0.952381,2,1101,false,24,1
19,0,285,0.880702,8,1778,false,50,1
117,2,151,0.84106,68,1068,false,80,1
12,0,27,0.925926,2,1822,false,14,1
7,0,330,0.921212,15,1295,false,56,1
9,5,40,0.9,8,1056,false,22,1
15,0,21,0.809524,29,1539,false,52,1
42,0,26,0.923077,2,1821,false,14,1
53,0,284,0.880282,8,1777,false,53,1
26,0,286,0.91958,55,1474,false,63,1
14,0,25,0.92,2,1821,false,14,1
54,0,24,0.916667,2,1821,false,14,1
14,0,23,0.913043,2,1821,false,14,1
34,0,22,0.909091,2,1821,false,14,1
35,1,174,0.83908,15,2195,false,107,1
17,0,329,0.920973,15,1294,false,61,1
128,0,328,0.920732,15,1294,false,61,1
197,0,327,0.920489,15,1293,false,61,1
41,1,326,0.920245,15,1292,false,61,1
108,0,285,0.919298,55,1471,false,62,1
112,0,284,0.919014,55,1471,false,62,1
26,0,366,0.868852,4,1088,false,58,1
25,0,61,0.885246,11,1557,false,48,1
9,0,150,0.84,68,1064,false,82,1
23,1,60,0.883333,11,1557,false,48,1
8,0,39,0.897436,8,1053,false,21,1
12,0,62,0.951613,2,1096,false,27,1
11,0,59,0.881356,11,1556,false,46,1
43,0,283,0.918728,55,1470,false,59,1
35,0,92,0.706522,5,735,false,9,1
7,0,21,0.952381,2,1817,false,14,0
9,0,58,0.87931,11,1556,false,46,1
3,0,15,0.866667,3,868,false,11,1
4,0,20,0.95,2,1817,false,14,1
43,0,19,0.947368,2,1817,false,14,1
29,2,11,0.909091,1,565,false,7,1
12,0,223,0.919283,22,1917,false,39,1
82,0,283,0.879859,8,1773,false,54,1
79,0,282,0.879433,8,1773,false,54,1
14,0,282,0.91844,55,1470,false,58,1
37,3,84,0.892857,15,951,false,65,1
16,0,222,0.918919,22,1916,false,39,1
15,0,221,0.918552,22,1916,false,39,1
49,0,736,0.873641,43,2324,false,120,0
46,0,365,0.871233,4,1085,false,58,0
21,0,220,0.918182,22,1915,false,39,1
53,0,10,0.9,1,563,false,6,1
18,0,67,0.820896,19,1145,false,26,1
9,0,61,0.95082,2,1094,false,25,1
4,0,60,0.95,2,1094,false,25,1
8,0,91,0.703297,5,733,false,7,1
37,0,18,0.944444,4,1829,false,23,1
4,0,0,0,2,246,false,0,0
14,0,20,0.8,29,1532,false,55,1
65,4,281,0.918149,55,1467,false,57,1
3,0,364,0.870879,4,1084,false,56,1
57,0,18,0.944444,2,1814,false,12,1
4,0,38,0.894737,8,1049,false,19,1
17,0,173,0.83815,15,2188,false,120,1
56,0,17,0.941176,2,1814,false,11,1
29,0,56,0.892857,11,1553,false,44,1
13,0,172,0.837209,15,2188,false,120,1
6,0,90,0.7,5,732,false,6,1
15,0,363,0.870523,4,1084,false,56,1
15,0,149,0.838926,68,1057,false,78,1
15,0,148,0.844595,68,1057,false,78,0
50,0,16,0.9375,2,1811,false,8,1
50,0,147,0.85034,68,1057,false,78,0
50,0,146,0.856164,68,1057,false,78,0
37,0,218,0.922018,22,1911,false,36,1
31,0,325,0.92,15,1284,false,52,1
10,0,55,0.890909,11,1550,false,43,1
218,0,145,0.855172,68,1056,false,80,1
5,1,735,0.873469,43,2318,false,125,1
11,1,66,0.818182,19,1140,false,23,1
30,2,324,0.919753,15,1283,false,52,1
6,1,54,0.888889,11,1549,false,43,1
37,0,733,0.874488,43,2318,false,125,1
17,0,15,0.933333,2,1810,false,8,1
30,0,217,0.921659,22,1910,false,35,1
26,0,216,0.921296,22,1910,false,35,1
7,0,37,0.891892,8,1045,false,18,1
24,0,215,0.92093,22,1909,false,35,1
6,0,65,0.815385,19,1139,false,20,1
4,0,64,0.8125,19,1139,false,20,1
21,1,171,0.836257,15,2183,false,120,1
7,0,361,0.872576,4,1079,false,57,1
29,0,36,0.888889,8,1044,false,18,1
17,0,14,0.928571,2,1809,false,7,1
9,1,13,0.923077,2,1808,false,5,1
24,0,51,0.921569,11,1547,false,43,1
2,0,19,0.789474,29,1526,false,54,1
50,0,144,0.854167,68,1054,false,79,1
47,1,280,0.917857,54,1461,false,58,1
7,0,89,0.696629,5,726,false,5,1
14,0,360,0.872222,4,1077,false,56,1
14,3,359,0.871866,4,1077,false,56,1
12,0,35,0.857143,7,650,false,13,1
85,0,143,0.853147,68,1053,false,78,1
5,0,14,0.857143,3,858,false,10,1
122,1,35,0.885714,8,1042,false,19,1
98,0,82,0.902439,15,942,false,55,1
9,0,88,0.693182,5,725,false,5,1
10,0,214,0.920561,22,1907,false,34,1
27,0,81,0.901235,15,940,false,54,1
46,1,281,0.879004,8,1761,false,60,1
39,0,142,0.852113,68,1050,false,77,1
34,0,170,0.835294,15,2178,false,127,1
21,0,279,0.917563,54,1457,false,55,1
6,0,63,0.809524,19,1134,false,18,1
5,0,358,0.871508,4,1074,false,55,1
81,6,80,0.9,15,939,false,54,1
11,0,213,0.920188,22,1904,false,34,1
44,3,280,0.878571,8,1759,false,66,1
26,0,357,0.871148,4,1073,false,55,1
41,3,12,0.583333,1,299,false,2,1
19,0,17,0.941176,4,1817,false,22,1
7,0,13,0.846154,3,854,false,10,1
27,0,212,0.919811,22,1903,false,28,1
16,0,211,0.919431,22,1903,false,28,1
17,0,9,0.888889,1,551,false,8,1
22,0,16,0.9375,4,1816,false,21,1
19,0,15,0.933333,4,1816,false,21,1
51,0,278,0.917266,54,1455,false,54,1
5,0,12,0.833333,3,853,false,10,1
26,0,210,0.919048,22,1902,false,26,1
44,3,12,0.916667,2,1802,false,5,1
12,1,356,0.870787,4,1072,false,54,1
24,0,79,0.936709,52,921,false,109,1
11,0,41,1,6,1197,false,25,1
11,0,40,1,6,1197,false,25,1
4,1,22,0.909091,7,1063,false,11,1
12,0,21,0.904762,7,1062,false,10,1
6,3,3,0.666667,5,157,false,4,0
5,0,39,1,6,1193,false,24,1
30,2,0,0,3,101,false,0,1
1,0,38,1,6,1192,false,23,1
5,0,20,0.9,7,1058,false,5,1
16,0,78,0.935897,52,916,false,123,1
12,0,77,0.935065,52,916,false,123,1
32,2,0,0,0,1364,false,0,0
11,0,37,1,6,1190,false,21,1
11,0,36,1,6,1190,false,21,1
10,0,55,0.945455,21,1334,false,36,1
9,0,54,0.944444,21,1334,false,36,1
18,0,115,0.93913,4,504,false,91,1
17,0,114,0.938596,4,504,false,91,1
42,0,347,0.930836,42,1742,false,303,1
6,0,2,0.5,5,151,false,4,1
15,0,35,1,6,1189,false,17,1
15,0,34,1,6,1189,false,17,1
7,0,65,0.938462,24,1479,false,72,1
14,0,53,0.943396,21,1330,false,33,1
15,0,52,0.942308,21,1330,false,33,1
35,11,0,0,135,699,false,1,1
12,0,51,0.941176,21,1329,false,33,1
11,0,50,0.94,21,1329,false,33,1
18,0,75,0.946667,52,908,false,131,1
17,0,74,0.945946,52,908,false,131,1
6,0,49,0.938776,21,1328,false,33,1
5,0,48,0.9375,21,1328,false,33,1
42,0,73,0.945205,52,907,false,128,1
43,0,72,0.944444,52,907,false,128,1
5,0,47,0.93617,21,1327,false,33,1
13,0,177,0.960452,13,700,false,169,1
13,0,176,0.960227,13,700,false,169,1
5,0,46,0.934783,21,1327,false,32,1
14,0,346,0.930636,42,1735,false,303,1
6,0,345,0.930435,42,1735,false,303,1
72,0,1,1,5,626,false,0,0
2,0,64,0.9375,23,1475,false,66,1
2,0,63,0.936508,23,1475,false,66,1
6,0,71,0.943662,52,906,false,129,1
6,0,70,0.942857,52,906,false,129,1
17,0,113,0.938053,4,493,false,71,1
5,0,111,0.945946,4,492,false,63,1
4,0,110,0.945455,4,492,false,63,1
20,0,344,0.930233,42,1730,false,295,1
30,0,343,0.930029,42,1730,false,295,1
18,0,342,0.929825,42,1730,true,295,1
7,0,341,0.929619,42,1730,false,295,1
10,0,340,0.929412,42,1730,false,295,1
2,0,339,0.929204,42,1730,true,294,1
39,0,338,0.928994,42,1730,false,294,1
8,0,109,0.944954,4,491,false,56,1
9,0,108,0.944444,4,491,false,56,1
4,0,337,0.928783,42,1729,false,299,1
6,0,336,0.928571,42,1728,true,300,1
14,0,335,0.928358,42,1727,true,301,1
10,0,107,0.943925,4,489,false,50,1
10,0,334,0.928144,42,1727,true,300,1
13,0,106,0.943396,4,489,false,50,1
12,0,105,0.942857,4,489,false,50,1
37,0,1,1,255,1452,false,0,1
46,0,333,0.927928,42,1727,true,300,1
10,0,104,0.942308,4,489,false,49,1
11,0,103,0.941748,4,489,false,49,1
12,0,102,0.941176,4,489,false,49,1
10,0,101,0.940594,4,489,false,49,1
4,0,332,0.927711,42,1727,true,299,1
4,0,331,0.927492,42,1727,true,299,1
8,2,330,0.930303,42,1726,false,304,0
2,0,329,0.930091,42,1726,true,310,1
6,0,328,0.929878,42,1726,false,308,1
4,0,327,0.929664,42,1726,false,308,1
2,0,326,0.929448,42,1726,true,308,1
2,0,325,0.929231,42,1726,true,308,1
2,0,324,0.929012,42,1725,true,310,1
2,0,323,0.928793,42,1725,true,310,1
37,0,0,0,255,1450,false,0,1
46,0,78,0.846154,1,135,false,52,1
30,0,100,0.94,4,485,false,49,1
29,0,99,0.949495,4,485,false,46,0
28,0,98,0.94898,4,485,false,45,1
7,0,45,0.933333,21,1315,false,32,1
4,0,322,0.928571,42,1723,false,309,1
23,0,0,0,7,735,false,0,1
4,0,321,0.928349,42,1723,false,311,1
58,0,320,0.928125,42,1723,false,311,1
4,0,175,0.96,13,687,false,151,1
4,0,174,0.95977,13,687,false,151,1
16,0,97,0.948454,4,484,false,44,1
16,0,96,0.947917,4,484,false,44,1
21,2,1,1,4,1249,false,0,1
8,0,33,1,6,1170,false,19,1
8,0,32,1,6,1170,false,19,1
3,0,173,0.959538,13,687,false,149,1
3,0,172,0.959302,13,687,false,149,1
5,0,69,0.942029,51,894,false,156,1
5,0,68,0.941176,51,894,false,156,1
14,0,67,0.940299,51,894,false,156,1
5,0,319,0.9279,42,1721,false,306,1
5,0,19,0.894737,6,1035,false,3,1
7,0,44,0.931818,21,1313,false,28,1
9,0,318,0.927673,42,1721,false,302,1
7,0,317,0.927445,42,1721,false,302,1
12,0,77,0.844156,1,132,false,49,1
3,0,18,0.888889,6,1035,false,3,1
17,0,76,0.842105,1,132,false,45,1
12,0,95,0.947368,4,483,false,35,1
20,1,94,0.946809,4,483,false,34,1
16,0,93,0.946237,4,483,false,34,1
13,0,17,0.882353,6,1035,false,3,1
14,0,8,1,25,1474,false,2,1
16,0,92,0.945652,4,482,false,33,1
12,0,91,0.945055,4,482,false,30,1
4,0,75,0.84,1,131,false,43,1
12,0,16,875,6,1034,false,3,1
26,0,171,0.959064,13,685,false,149,1
26,0,170,0.958824,13,685,false,149,1
5,0,74,0.837838,1,131,false,42,1
3,1,316,0.927215,42,1719,false,285,1
3,0,14,1,16,539,false,7,1
2,1,13,1,16,539,false,7,1
2,0,73,0.835616,1,128,false,38,1
3,0,315,0.926984,42,1717,false,283,1
13,0,2,1,1,114,false,0,1
18,0,84,0.964286,48,861,false,101,1
18,0,83,0.963855,48,861,false,101,1
15,0,66,0.939394,51,888,false,165,1
13,0,65,0.938462,51,888,false,165,1
14,0,72,0.833333,1,127,false,35,1
10,0,314,0.926752,42,1716,false,278,1
2,0,71,0.830986,1,127,false,35,1
13,0,313,0.926518,42,1716,false,278,1
13,0,312,0.926282,42,1716,true,278,1
6,0,311,0.926045,42,1716,true,278,1
4,0,7,1,25,1468,false,2,1
11,0,62,0.935484,23,1456,true,51,1
2,0,70,0.828571,1,126,false,35,1
4,0,69,0.826087,1,126,false,35,1
22,0,310,0.925806,42,1715,false,270,1
7,0,169,0.95858,13,680,false,142,1
7,0,168,0.958333,13,680,false,142,1
28,1,0,0,1,2149,false,0,1
8,0,68,0.823529,1,125,false,35,1
6,1,167,0.958084,13,679,false,142,1
6,0,166,0.957831,13,679,false,142,1
12,0,90,0.944444,4,476,false,24,1
10,0,89,0.94382,4,476,false,24,1
19,0,43,0.930233,21,1306,false,23,1
9,0,67,0.820896,1,124,false,35,1
10,0,88,0.943182,4,475,false,24,1
5,0,42,0.928571,21,1305,false,23,1
9,0,66,0.818182,1,124,false,35,1
11,0,15,0.933333,6,1027,false,3,0
17,0,65,0.815385,1,124,false,35,1
6,0,64,0.8125,1,124,false,35,1
7,0,63,0.809524,1,124,false,35,1
24,4,1,1,1,111,false,0,1
2,0,309,0.925566,42,1712,false,265,1
9,0,165,0.957576,13,675,false,132,1
14,0,164,0.957317,13,675,false,132,1
20,0,62,0.806452,1,121,false,35,1
6,0,41,0.926829,21,1302,false,22,1
12,5,87,0.942529,4,472,false,20,1
7,0,86,0.94186,4,472,false,20,1
5,0,308,0.925325,42,1710,true,263,1
10,0,163,0.957055,13,674,false,123,1
3,0,307,0.928339,42,1709,false,263,0
6,0,306,0.928105,42,1709,true,261,1
6,0,305,0.927869,42,1709,false,260,1
6,0,304,0.927632,42,1709,false,260,1
20,0,61,0.803279,1,120,false,35,1
4,0,14,0.928571,6,1023,false,0,1
6,0,40,925,21,1301,false,21,1
15,0,60,0.8,1,120,false,35,1
26,0,59,0.79661,1,120,false,35,1
34,0,58,0.793103,1,120,false,35,1
6,0,303,0.927393,42,1709,true,257,1
5,0,302,0.927152,42,1709,true,256,1
7,0,301,0.92691,42,1709,true,256,1
6,0,300,0.926667,42,1709,true,255,1
12,0,299,0.926421,42,1709,false,253,1
8,0,298,0.926174,42,1709,true,252,1
5,0,297,0.925926,42,1709,true,251,1
4,0,13,0.923077,6,1022,false,0,1
