@relation 'hazelcast-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,23,37,38,39,41,45,50,53'

@attribute description_length numeric
@attribute at_mentions_comments {0,1,3,5,4,8,6,2,11,7,10,false,9}
@attribute prev_pullreqs numeric
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute requester_age {2435,1940,1053,1882,2434,2433,1690,1052,1939,1689,1937,1879,2431,1057,1575,1192,2430,1156,1935,1056,2429,2294,1934,1075,1189,2427,1933,1074,1931,1930,1872,688,2424,1185,2423,2015,1184,1928,2288,2422,2014,1870,1171,1183,1159,1869,684,469,1868,2420,2012,1158,1385,1926,2419,1865,2417,1922,2416,1063,1154,1561,1042,1062,1153,1380,1061,2280,1032,1040,956,1151,1060,1861,1917,1375,1148,2410,1147,1231,1857,1901,1914,2408,1170,672,1900,2407,1169,1552,1855,2406,1854,2403,1141,1851,2402,1027,2400,1161,2399,387,663,1126,2398,1023,927,660,2396,2395,1539,382,1188,2393,1164,2392,1119,2258,2390,2389,1160,932,1837,931,1836,1353,2253,1125,1034,1124,1834,1351,1113,1207,2385,1350,1123,1877,1890,1109,1874,2382,1347,1144,1346,1152,1829,2380,1827,1524,1150,367,1105,1200,1197,1606,1137,1520,1340,1822,1866,917,1112,1101,1339,2374,1111,2016,1583,613,1965,1604,1517,1820,1581,1819,2371,2369,1106,1333,1130,1578,1513,1577,1576,1597,2366,1596,1813,1103,2365,1856,1867,1325,2226,1808,1952,1591,2225,1121,599,1504,1129,346,1950,1084,1949,2223,767,900,1502,1092,1585,897,1116,1802,763,1115,896,1175,1080,1801,1091,593,1174,895,1317,761,1843,350,1496,1078,1842,1315,1560,1942,1088,1077,337,1087,587,1312,1557,1839,1118,0,756,1838,1108,1793,1107,991,2344,1489,1850,1792,753,1165,1307,582,968,965,1483,571,964,1547,1099,880,577,1568,1784,1481,600,1157,2334,1298,1478,2199,1781,1095,1070,1059,1563,1297,1094,1924,2197,1562,1541,666,1069,1102,1476,1779,1923,1296,1475,1778,1068,1295,1821,1777,1474,2195,1294,1293,1292,1471,1064,1096,1556,1470,735,1817,868,565,1773,951,1916,2324,1085,1915,563,1145,733,246,1532,1467,1814,1049,2188,1553,732,1811,1911,1284,1550,2318,1140,1283,1549,1810,1910,1045,1909,1139,2183,1079,1044,1809,1526,1054,1461,726,650,858,942,725,1907,940,1761,1050,2178,1457,1134,939,1904,1759,1073,299,854,1903,551,1816,1455,853,1902,1072,921,157,1193,101,1058,916,1364,1190,1334,504,1742,151,1479,1330,699,1329,908,1328,907,1327,700,1735,626,906,493,492,1730,491,1729,1728,1727,489,1452,1726,1725,1450,135,485,1723,687,484,1249,894,1721,1035,1313,132,483,482,131,685,1719,539,128,1717,114,861,888,127,1716,1468,1456,126,1715,680,2149,125,679,476,1306,124,475,1305,111,1712,675,121,1302,472,1710,674,1709,120,1301,1022,119,1300,470,1299,1155,118,1707,852,671,117,1017,1444,465,848,464,113,667,1016,1443,1136,1015,846,1149,463,873,665,1208,462,110,1700,1014,664,1013,461,871,1451,458,1437,1288,661,1010,106,1009,457,456,659,866,1008,455,865,658,390,1007,1693,454,657,1433,103,654,100,1281,653,1688,1280,1687,859,652,1686,1685,1684,1425,1683,93,1681,1272,1680,1421,true,91,645,78,1432,90,851,644,1679,1271,643,1678,850,1431,1676,1675,640,1267,716,1202,1674,1266,1673,84,1265,637,1120,83,1264,1671,82,1424,1263,18,79,490,1533,1259,632,1420,77,1258,1407,1257,630,979,14,1405,629,1404,807,1662,1661,833,832,1252,1660,804,481,1659,1251,1658,830,1399,1523,1656,1655,1654,1245,1653,1394,798,618,617,63,1393,824,62,616,1651,61,1648,1239,792,611,791,1387,817,467,790,610,1645,55,1644,816,788,1641,289,51,1639,50,604,1086,49,603,1637,809,48,1636,1635,44,1225,1633,805,597,1632,1631,1630,802,801,40,800,1628,1627,1626,797,1217,794,1488,33,1621,1485,1619,1211,30,898,267,583,1210,789,28,1617,27,1616,1480,785,1613,23,575,782,755,781,370,573,1472,15,568,567,364,746,363,1342,1466,360,8,562,1338,742,275,1337,7,358,1133,560,357,6,740,1595,356,1594,1593,1592,353,352,555,1589,1588,1180,553,460,1104,345,547,1582,1322,550,1028,1579,543,1025,722,338,1493,1167,336,1573,1314,335,1572,1570,331,1569,534,1487,1309,330,713,532,1308,388,531,1484,1482,1564,708,325,528,344,707,1303,526,321,524,704,730,521,1555,519,1554,311,371,513,310,309,995,98,307,1286,304,216,1535,162,500,772,975,288,287,1525,347,670,1117,669,286,284,1262,282,281,1518,279,339,479,478,1253,1512,334,602,601,1508,1507,1247,1506,1505,649,468,1503,648,1501,466,1241,1500,947,1499,1498,123,1494,459,941,638,1492,1491,869,636,1490,1001,477,1465,1453,981,224,612,819,607,606,96,1401,474,1379,743,16,-1140,1,3,1255,1199,1198,1196,1194,1024,902,1276,147,17,681,678,20,74}
@attribute integrator_follows_req {false,true,30}
@attribute prior_interaction_commits numeric
@attribute status {0,1}

@data
9,0,3,1,21,1193,false,6,1
6,0,65,0.923077,4,363,false,7,1
6,0,64,0.9375,4,363,false,7,0
8,0,63,0.936508,4,363,false,7,1
22,0,62,0.935484,4,363,false,7,1
22,0,61,0.934426,4,363,false,7,1
2,0,39,0.948718,22,1342,true,80,1
9,1,38,0.947368,22,1342,true,79,1
2,0,60,0.95,47,746,true,242,1
2,0,59,0.949153,47,746,true,242,1
8,0,0,0,15,1466,false,0,1
12,0,60,0.933333,4,360,false,5,1
8,0,59,0.932203,4,360,false,3,1
8,0,58,0.948276,4,360,false,3,0
12,0,57,0.947368,4,360,false,3,1
12,0,56,0.946429,4,360,false,3,1
7,0,37,0.945946,22,1339,true,78,1
9,0,36,0.972222,22,1339,true,76,0
38,1,3,0.666667,1,8,false,0,1
6,0,77,0.948052,10,562,false,72,1
6,0,76,0.947368,10,562,false,72,1
13,0,75,0.946667,10,562,false,72,1
7,0,158,0.917722,41,1597,false,40,1
2,0,35,0.971429,22,1338,true,74,1
4,0,58,0.948276,47,742,false,238,1
17,0,57,0.947368,47,742,false,238,1
17,0,56,0.946429,47,742,false,238,1
30,0,1,1,0,275,false,0,1
18,3,2,1,1,469,false,0,1
23,0,34,0.970588,22,1337,true,74,1
18,0,2,1,1,7,false,0,0
8,0,55,0.945455,4,358,false,2,1
41,1,0,0,2,1133,false,0,1
9,0,157,0.917197,41,1596,false,39,1
9,0,156,0.923077,41,1596,false,39,0
9,0,155,0.929032,41,1596,false,39,0
13,0,74,0.945946,10,560,false,75,1
13,0,73,0.945205,10,560,false,75,1
4,0,54,0.944444,4,357,false,2,1
4,0,53,0.943396,4,357,false,2,1
5,0,72,0.944444,10,560,false,75,1
5,0,71,0.943662,10,560,false,75,1
4,0,52,0.942308,4,357,false,2,1
4,0,51,0.941176,4,357,false,2,1
4,0,1,1,1,6,false,0,1
8,0,55,0.945455,47,740,false,227,1
8,0,54,0.944444,47,740,false,227,1
13,0,0,0,1,6,false,0,1
10,0,154,0.928571,41,1595,false,41,1
22,0,50,0.94,4,356,false,2,1
22,0,49,0.938776,4,356,false,2,1
46,0,153,0.928105,41,1594,false,41,1
6,0,152,0.927632,41,1594,false,41,1
8,0,48,0.9375,4,356,false,2,1
8,0,47,0.93617,4,356,false,2,1
4,0,151,0.927152,41,1593,false,41,1
47,0,150,0.926667,41,1592,false,41,1
6,0,149,0.926174,41,1592,false,37,1
67,0,0,0,0,455,false,0,0
6,0,46,0.934783,4,353,false,2,1
6,0,45,0.933333,4,353,false,2,1
20,0,44,0.931818,4,353,false,2,1
20,0,43,0.930233,4,353,false,2,1
6,0,42,0.928571,4,352,false,2,1
15,0,53,0.943396,47,735,false,227,1
13,0,52,0.942308,47,735,false,227,1
6,1,41,0.926829,4,352,false,2,1
7,0,70,0.957143,10,555,false,82,0
7,0,69,0.971014,10,555,false,82,0
10,0,68,0.970588,10,555,false,82,1
10,0,67,0.970149,10,555,false,82,1
28,0,148,0.925676,41,1589,false,35,1
5,0,3,0.666667,16,1126,false,0,1
5,0,2,0.5,16,1126,false,0,1
137,1,1,0,16,1126,false,0,1
137,0,0,0,16,1126,false,0,0
4,0,40,925,4,350,false,2,1
38,0,147,0.931973,41,1588,false,35,0
9,0,2,1,21,1180,false,1,1
3,0,66,0.969697,10,553,false,78,1
3,0,65,0.969231,10,553,false,78,1
5,0,64,0.96875,10,553,false,78,1
5,0,63,0.968254,10,553,false,78,1
5,0,62,0.967742,10,553,false,78,1
6,0,1,1,1,460,false,0,1
2,3,2,1,0,1104,false,0,0
4,0,51,0.941176,47,732,false,197,1
4,0,50,0.94,47,732,false,197,1
41,0,146,0.931507,40,1585,false,34,1
4,0,39,0.923077,4,345,false,2,1
4,0,38,0.921053,4,345,false,2,1
16,0,37,0.918919,4,345,false,2,1
10,1,0,0,1,455,false,0,1
2,0,61,0.967213,10,547,false,76,1
21,0,145,0.931034,40,1582,false,34,1
7,0,33,0.969697,22,1322,true,78,1
7,0,32,0.96875,22,1322,true,78,1
29,0,31,0.967742,22,1322,true,78,1
243,5,0,0,12,550,false,0,0
14,0,9,1,6,1028,false,17,1
20,0,144,0.930556,40,1579,true,35,1
31,1,60,0.966667,10,543,false,76,1
4,0,143,0.93007,40,1578,false,34,1
86,0,142,0.929577,40,1577,false,33,1
12,0,8,1,6,1025,false,17,1
12,0,7,1,6,1025,false,17,1
30,2,0,0,6,1533,false,0,0
9,0,49,0.938776,47,722,true,218,1
9,0,48,0.9375,47,722,true,218,1
8,0,36,0.916667,4,338,false,2,1
73,0,141,0.929078,39,1576,false,33,1
46,0,11,0.818182,4,1493,false,0,1
6,0,35,0.914286,4,337,false,2,1
13,1,1,1,20,1167,false,1,1
28,1,30,0.966667,22,1315,true,79,1
4,0,34,0.911765,4,336,false,2,1
4,1,33,0.909091,4,336,false,2,1
7,0,140,0.935714,39,1573,false,30,0
20,0,29,0.965517,22,1314,false,78,1
2,0,28,0.964286,22,1314,true,78,1
33,0,139,0.935252,39,1573,false,30,1
4,1,32,0.90625,4,335,false,2,1
6,0,31,0.903226,4,335,false,2,1
6,0,30,0.9,4,335,false,2,1
5,0,138,0.934783,39,1573,false,29,1
5,0,136,0.933824,39,1572,false,29,1
2,0,137,0.934307,39,1572,false,29,1
8,0,135,0.933333,39,1572,false,29,1
8,0,134,0.932836,39,1572,false,29,1
3,0,133,0.932331,39,1570,false,29,1
3,0,132,0.931818,39,1570,false,29,1
7,1,10,0.8,4,1488,false,0,1
10,1,9,0.777778,4,1488,false,0,1
6,0,8,0.75,4,1488,false,0,1
37,0,131,0.931298,39,1570,false,28,1
2,0,130,0.938462,39,1570,false,28,0
6,1,29,0.896552,4,331,false,2,1
9,0,129,0.937984,39,1569,false,28,1
22,0,128,0.9375,39,1569,false,28,1
7,0,59,0.966102,10,534,false,67,1
7,0,58,0.965517,10,534,false,67,1
20,0,7,0.857143,4,1487,false,0,0
9,0,27,0.962963,22,1309,false,78,1
9,0,26,0.961538,22,1309,false,78,1
9,0,28,0.928571,4,330,false,2,0
9,0,27,0.925926,4,330,false,2,1
10,0,26,0.961538,4,330,false,2,0
2,0,47,0.93617,47,713,false,193,1
2,0,46,0.934783,47,713,false,193,1
7,0,25,0.96,4,330,false,2,1
41,1,6,0.833333,4,1485,false,0,1
37,0,5,0.8,4,1485,false,0,1
8,0,4,0.75,4,1485,false,0,1
5,0,3,0.666667,4,1485,false,0,1
45,0,57,0.964912,10,532,false,62,1
45,0,56,0.964286,10,532,false,62,1
12,1,25,0.96,22,1308,true,75,1
6,0,7,1,16,388,false,2,1
6,0,6,1,16,388,false,2,1
7,0,55,0.963636,10,531,false,62,1
23,0,2,1,4,1484,false,0,0
7,0,24,0.958333,22,1306,false,71,1
6,0,1,1,4,1482,false,0,1
36,0,127,0.937008,39,1564,false,28,1
5,0,45,0.933333,47,708,false,211,1
13,0,44,0.931818,47,708,false,211,1
6,0,24,0.958333,4,325,false,2,1
2,0,43,0.930233,47,708,false,210,1
2,0,42,0.928571,47,708,false,210,1
10,0,23,0.956522,4,325,false,2,1
2,0,41,0.95122,47,708,false,212,0
2,0,40,975,47,708,false,212,0
6,0,22,0.954545,4,325,false,2,1
3,0,54,0.962963,9,528,false,63,1
3,0,53,0.962264,9,528,false,63,1
9,0,52,0.961538,9,528,false,63,1
9,0,51,0.960784,9,528,false,63,1
3,0,126,0.936508,39,1563,false,28,1
8,0,0,0,4,1481,false,0,1
365,1,0,0,0,344,false,0,0
35,0,125,936,39,1562,false,28,1
35,0,124,0.935484,39,1562,false,28,1
21,0,39,0.974359,47,707,true,207,1
21,0,38,0.973684,47,707,true,207,1
27,0,23,0.956522,22,1303,true,71,1
27,0,22,0.954545,22,1303,true,73,1
8,0,123,0.934959,39,1562,false,28,1
3,1,50,0.96,9,526,false,66,1
3,1,49,0.959184,9,526,false,66,1
16,0,122,0.934426,39,1560,false,28,1
16,0,121,0.933884,39,1560,false,28,1
1,0,6,1,6,1008,false,14,1
19,1,120,0.941667,39,1560,false,29,0
6,0,21,0.952381,4,321,false,2,1
9,0,48,0.958333,9,524,false,77,1
3,0,20,0.95,4,321,false,2,1
2,0,37,0.972973,47,704,true,210,1
2,0,36,0.972222,47,704,true,210,1
22,0,10,0.9,50,730,false,1,1
2,0,21,0.952381,22,1297,true,80,1
2,0,20,0.95,22,1297,true,80,1
5,0,47,0.957447,9,521,false,82,1
5,0,46,0.978261,9,521,false,82,0
10,0,119,0.941176,39,1555,false,34,1
1,0,118,0.940678,39,1555,false,34,1
6,0,45,0.977778,9,519,false,80,1
6,0,44,0.977273,9,519,false,80,1
5,0,0,0,11,1175,false,0,1
4,0,117,0.940171,39,1554,false,34,1
7,0,116,0.939655,39,1553,false,34,1
4,0,19,0.947368,4,311,false,2,1
4,0,18,0.944444,4,311,false,2,1
6,0,5,1,16,371,false,3,1
6,0,4,1,16,371,false,3,1
16,0,17,0.941176,4,311,false,2,1
5,0,43,0.976744,9,513,false,73,1
5,0,42,0.97619,9,513,false,73,1
4,0,16,0.9375,4,310,false,2,1
1,0,15,0.933333,4,309,false,2,1
2,0,5,1,6,995,false,14,1
3,0,4,1,6,995,false,14,1
96,5,0,0,3,98,false,0,0
8,0,14,0.928571,4,307,false,2,1
2,0,19,0.947368,20,1286,true,76,1
2,0,18,1,20,1286,true,76,0
2,0,17,1,20,1284,true,76,1
2,0,16,1,20,1284,true,76,1
8,1,13,0.923077,4,304,false,2,1
2,0,15,1,20,1283,true,76,1
2,0,14,1,20,1283,true,76,1
5,0,115,0.93913,39,1539,false,37,1
26,0,114,0.938596,39,1539,false,37,1
4,0,113,0.938053,39,1539,false,37,1
8,0,112,0.9375,39,1539,false,37,1
5,0,0,0,0,216,false,0,1
2,0,111,0.936937,39,1535,false,36,1
12,0,110,0.936364,39,1535,false,36,1
14,0,0,0,12,162,false,0,1
1,1,41,0.97561,9,500,false,64,1
16,2,0,0,104,772,false,0,0
6,0,12,0.916667,4,289,false,1,1
17,0,3,1,6,975,false,26,1
6,0,11,0.909091,4,288,false,1,1
10,0,10,0.9,4,288,false,1,1
20,0,35,0.971429,46,671,false,249,1
10,0,9,0.888889,4,287,false,1,1
7,0,109,0.93578,39,1525,false,34,1
3,0,40,975,9,490,false,70,1
6,0,3,1,16,347,false,4,1
4,0,8,875,4,287,false,1,1
3,0,7,0.857143,4,287,false,1,1
3,0,6,0.833333,4,287,false,1,1
15,0,34,0.970588,45,670,false,255,1
5,0,0,0,19,1117,false,0,1
1,0,39,0.974359,9,490,false,70,1
15,0,33,0.969697,44,669,false,256,1
2,0,32,0.96875,44,669,false,256,1
15,0,38,0.973684,9,489,false,70,1
16,0,31,0.967742,44,669,false,256,1
14,0,5,0.8,4,286,false,1,1
49,1,13,1,19,1263,true,86,1
50,1,12,1,19,1263,true,86,1
22,0,4,1,4,284,false,1,0
1,0,11,1,19,1262,true,84,1
2,0,10,1,19,1262,true,84,1
2,0,30,0.966667,44,665,true,278,1
1,0,29,0.965517,44,665,true,278,1
10,0,28,0.964286,44,665,false,282,1
16,0,3,1,4,282,false,0,1
6,0,27,0.962963,44,664,false,283,1
6,0,26,0.961538,44,664,false,283,1
12,0,25,0.96,44,664,false,283,1
12,0,24,0.958333,44,664,false,283,1
69,0,2,1,4,281,false,0,1
2,0,108,0.935185,39,1518,false,35,1
43,0,1,1,4,279,false,0,1
7,0,2,1,16,339,false,3,1
7,0,37,0.972973,8,482,false,79,1
1,0,36,0.972222,8,479,false,80,1
72,0,107,0.934579,39,1513,false,35,1
6,0,23,0.956522,44,658,false,286,1
16,0,22,0.954545,44,658,false,286,1
12,0,35,0.971429,8,478,false,78,1
12,0,34,0.970588,8,478,false,78,1
25,0,0,0,4,275,false,0,1
4,0,21,0.952381,44,658,true,286,1
2,0,9,1,17,1253,true,85,1
4,0,106,0.933962,39,1512,false,34,1
2,0,8,1,17,1253,true,85,1
1,0,1,1,16,334,false,3,1
17,0,0,0,16,334,false,3,1
10,1,2,0,1,602,false,0,1
7,0,1,0,1,601,false,0,0
7,0,0,0,1,601,false,0,0
2,2,105,0.942857,38,1508,false,32,0
5,0,104,0.942308,38,1508,false,31,1
7,0,103,0.941748,38,1508,false,31,1
6,0,20,0.95,43,652,false,297,1
5,0,102,0.941176,38,1507,false,31,1
5,0,101,0.940594,38,1507,false,31,1
20,0,0,0,0,0,false,0,1
2,0,7,1,16,1247,false,103,1
13,0,100,0.94,38,1506,false,27,1
7,1,33,0.969697,7,470,false,101,1
6,0,32,0.96875,7,470,false,101,1
3,0,99,0.939394,37,1505,false,24,1
17,0,19,0.947368,43,650,false,304,1
12,0,98,0.94898,37,1505,false,22,0
31,2,18,0.944444,43,649,false,308,1
8,0,17,0.941176,43,649,false,305,1
9,0,16,0.9375,43,649,false,305,1
26,0,97,0.948454,37,1504,false,22,1
2,0,96,0.947917,37,1504,false,22,1
2,0,6,1,16,1245,false,106,1
4,0,31,0.967742,7,469,false,112,1
8,0,30,0.966667,7,469,false,112,1
2,0,5,1,16,1245,true,106,1
12,1,15,0.933333,43,649,false,304,1
32,0,95,0.947368,37,1504,false,22,1
4,0,29,0.965517,7,468,false,113,1
3,0,28,0.964286,7,468,false,113,1
11,0,27,0.962963,7,468,false,113,1
11,0,26,0.961538,7,468,false,113,1
13,0,94,0.946809,37,1503,false,22,1
6,5,93,0.946237,37,1503,false,21,1
16,0,92,0.945652,37,1503,false,21,1
6,0,25,0.96,7,468,false,111,1
6,0,24,0.958333,7,468,false,111,1
8,0,14,0.928571,43,648,false,300,1
8,0,13,0.923077,43,648,false,300,1
37,0,91,0.945055,36,1501,false,28,1
4,0,23,0.956522,7,466,false,111,1
6,0,22,0.954545,7,466,false,111,1
3,1,21,0.952381,7,466,false,111,1
2,0,12,0.916667,42,645,false,299,1
4,0,11,0.909091,42,645,false,299,1
3,0,20,0.95,7,465,false,117,1
3,0,19,0.947368,7,465,false,117,1
2,0,18,1,7,465,false,117,0
18,0,10,0.9,42,645,true,299,1
18,0,9,0.888889,42,645,true,299,1
2,0,4,1,15,1241,true,99,1
2,0,3,1,15,1241,true,99,1
1,0,17,1,7,465,false,122,1
5,0,16,1,7,465,false,122,1
4,0,15,1,7,465,false,122,1
5,0,14,1,7,465,false,122,1
2,0,90,0.944444,36,1500,false,24,1
2,0,89,0.94382,36,1500,false,24,1
9,0,88,0.943182,36,1500,false,24,1
9,0,87,0.942529,36,1500,false,24,1
9,0,86,0.94186,36,1500,false,24,1
9,0,85,0.941176,36,1500,false,24,1
9,0,13,1,7,464,false,120,1
9,0,12,1,7,464,false,120,1
5,0,2,1,4,947,false,32,1
5,0,11,1,7,464,false,117,1
5,0,10,1,7,464,false,117,1
10,4,8,875,42,644,false,292,1
18,0,7,0.857143,42,644,false,292,1
17,0,6,0.833333,42,644,false,292,1
7,0,5,0.8,42,644,false,292,1
7,0,4,0.75,42,644,false,292,1
7,0,3,0.666667,42,644,false,292,1
15,0,84,0.940476,36,1499,false,24,1
15,0,83,0.939759,36,1499,false,24,1
2,0,2,1,15,1239,true,99,1
2,0,1,1,15,1239,true,99,1
12,0,0,0,15,1239,true,99,1
7,2,2,1,42,643,false,290,0
4,0,82,0.939024,36,1498,false,25,1
2,1,9,1,7,462,false,121,1
2,1,8,1,7,462,false,121,1
2,0,7,1,7,462,false,121,1
2,0,6,1,7,462,false,121,1
10,0,9,0.888889,43,669,false,0,1
4,0,5,1,7,462,false,124,1
4,0,4,1,7,462,false,124,1
12,0,8,875,43,669,false,0,1
10,0,3,1,7,461,false,126,1
10,0,2,1,7,461,false,126,1
2,0,0,0,0,123,false,0,1
3,0,81,0.938272,35,1494,false,25,1
17,0,80,0.9375,35,1494,false,25,1
36,0,79,0.936709,35,1494,false,25,1
4,0,1,1,7,459,false,126,1
2,0,0,0,7,459,false,126,1
2,0,78,0.935897,35,1493,false,25,1
3,0,77,0.935065,35,1493,false,25,1
29,0,76,0.934211,35,1493,false,25,1
35,0,75,0.946667,35,1493,false,25,0
2,3,1,1,4,941,false,28,1
3,2,0,0,4,941,false,28,1
2,0,74,0.959459,35,1493,false,25,0
14,0,1,1,42,638,false,294,1
3,0,73,0.958904,35,1493,false,25,1
4,0,72,0.958333,35,1493,false,26,1
15,0,71,0.957746,35,1492,false,26,1
2,0,70,0.971429,35,1492,false,26,0
11,0,69,0.971014,35,1492,false,26,1
11,0,68,0.970588,35,1492,false,26,1
11,0,67,0.970149,35,1492,false,26,1
12,0,66,0.969697,35,1492,false,26,1
85,1,1,1,0,1009,false,0,1
4,0,65,0.969231,35,1492,false,26,1
4,0,64,0.96875,35,1492,false,26,1
4,0,63,0.968254,35,1492,false,26,1
14,0,62,0.967742,35,1491,false,26,1
4,2,61,0.967213,35,1491,false,27,1
92,3,6,1,4,869,false,0,1
8,0,0,0,42,636,false,289,1
2,0,60,0.966667,35,1491,false,28,1
6,0,59,0.966102,35,1491,false,30,1
19,0,5,1,4,868,false,0,1
30,0,58,0.965517,35,1490,false,30,1
92,2,4,1,4,868,false,0,1
20,0,57,0.964912,35,1490,false,30,1
11,0,56,0.964286,35,1489,false,30,1
3,0,55,0.981818,35,1489,false,30,0
23,0,54,0.981481,35,1489,false,30,1
10,0,53,0.981132,35,1489,false,30,1
23,0,52,0.980769,35,1489,false,31,1
8,0,51,0.980392,35,1485,false,31,1
16,0,50,0.98,35,1485,false,31,1
40,0,49,0.979592,35,1484,false,31,1
14,1,0,0,0,1001,false,0,1
39,0,48,0.979167,35,1483,false,31,1
10,0,47,0.978723,35,1482,false,31,1
28,0,46,0.978261,35,1482,false,31,1
3,0,45,0.977778,35,1482,false,31,1
3,0,44,0.977273,35,1482,false,30,1
10,0,43,0.976744,35,1482,false,30,1
3,0,42,0.97619,35,1480,false,30,1
4,0,41,0.97561,35,1480,false,30,1
41,0,40,975,35,1480,false,30,1
1,0,39,0.974359,35,1480,false,30,1
17,0,38,0.973684,35,1479,false,30,1
1,0,37,0.972973,35,1479,false,30,1
1,0,36,0.972222,35,1479,false,30,1
1,0,35,0.971429,35,1479,false,30,1
58,0,34,0.970588,35,1479,false,30,1
38,2,33,1,35,1478,false,30,0
21,0,7,0.857143,43,649,false,0,1
17,0,32,1,35,1474,false,30,1
64,0,31,1,35,1474,false,30,1
1,1,30,1,35,1472,false,30,1
10,0,6,0.833333,42,643,false,0,1
53,0,29,1,35,1471,false,30,1
10,0,2,0,0,477,false,0,1
11,0,3,1,4,846,false,0,1
14,0,2,1,4,846,false,0,1
22,0,28,1,34,1465,false,29,1
11,0,27,1,34,1461,false,23,1
8,0,26,1,34,1457,false,21,1
24,0,25,1,34,1457,false,20,1
2,0,24,1,34,1457,false,20,1
31,0,23,1,34,1456,false,20,1
33,1,22,1,34,1456,false,20,1
38,0,21,1,34,1453,false,20,1
56,0,20,1,34,1453,false,20,1
102,7,1,1,2,981,false,0,0
77,0,19,1,34,1452,false,20,1
84,0,18,1,34,1452,false,20,1
74,1,0,0,0,224,false,0,0
16,0,5,1,40,617,false,0,0
18,0,17,1,33,1444,false,20,1
40,0,4,1,40,616,false,0,1
72,0,16,1,33,1444,false,20,1
13,0,15,1,33,1443,false,20,1
13,0,14,1,33,1443,false,20,1
19,0,13,1,33,1443,false,20,1
21,0,12,1,33,1443,false,20,1
5,0,11,1,33,1443,false,20,1
6,0,10,1,33,1443,false,20,1
15,2,9,1,33,1443,false,20,1
22,0,3,1,39,612,false,0,1
25,0,0,0,2,965,false,0,1
66,2,0,0,10,819,false,0,1
12,0,2,1,39,607,false,0,1
18,0,1,1,39,606,false,0,1
38,0,0,0,39,606,false,0,1
94,0,0,0,0,96,false,0,1
3,0,8,1,31,1401,false,12,1
93,0,0,0,7,474,false,0,1
58,2,0,0,3,1379,false,0,1
19,0,1,1,3,743,false,0,1
56,0,0,0,3,742,false,0,1
31,0,0,0,1,0,false,0,1
26,1,0,0,7,1052,false,0,1
20,0,0,0,54,1476,false,0,1
31,0,0,0,2,746,false,0,0
118,0,1,1,0,16,false,2,1
3,0,1,1,4,-1140,false,0,1
5,0,0,0,4,-1140,false,0,1
82,1,0,0,0,1,false,0,0
129,0,0,0,0,3,false,0,1
32,0,1,1,1,1255,false,0,0
31,0,0,0,1,1255,false,0,1
45,0,3,1,23,1199,false,0,1
72,0,2,1,23,1198,false,0,1
19,0,1,1,23,1196,false,0,1
7,0,0,0,23,1194,false,0,1
28,0,0,0,146,1024,false,0,1
47,0,1,1,7,902,false,2,1
34,0,0,0,5,1276,false,0,1
90,0,0,0,7,896,false,0,1
47,0,0,0,8,606,false,0,1
34,0,0,0,3,147,false,0,1
230,4,0,0,2,17,false,0,1
67,0,0,0,0,1,false,0,1
128,2,0,0,5,555,false,0,1
66,0,0,0,2,681,false,0,1
130,0,0,0,29,1189,false,0,1
8,0,6,0.666667,2,678,false,0,1
206,0,5,0.6,2,669,false,0,1
47,0,4,0.75,2,669,false,0,0
43,0,3,1,2,669,false,0,0
125,0,2,1,2,664,false,0,1
91,0,0,0,1,20,false,0,0
37,0,0,0,0,74,false,0,1
48,0,1,1,2,636,false,0,1
110,0,0,0,2,629,false,0,1
52,0,1,0,0,0,false,0,0
53,0,0,0,0,0,false,0,0
