@relation 'netty-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R13,18,27,36,38,39,41,49,53'

@attribute doc_files numeric
@attribute entropy_diff numeric
@attribute sloc numeric
@attribute requester {buchgr,normanmaurer,maxwindiff,Scottmitch,mm-binary,vietj,daschl,trustin,windie,kerumai,qiangjinjiu,johnou,CodingFabian,jamel,cnapagoda,guidomedina,Spikhalskiy,nmittler,rtimush,mosesn,blucas,Karry,jchambers,jiafu1115,travishaagen,alkemist,liuzhengyang,lovesea42,huguesb,ejona86,houdejun214,MediumOne,slandelle,ifesdjeen,yetisno,ferrybig,cdancy,NiteshKant,earthling,jza70,louxiu,technocoreai,xkr47,Apache9,zsxwing,skyao,hepin1989,eantaev,rayh176,PierreCoquentin,lukehutch,pieteradejong,jakubjanecek,Underbalanced,louiscryan,sbtourist,develar,ninja-,slachiewicz,loolooyyyy,merlimat,zhangshun2014,hgl888,rdicroce,jroper,jenskordowski,Adam-,silvaran,mubarak,serioussam,fratboy,sverkera,kvr000,mrb-twx,tomasol,vargarob,eincs,myArea51,sja,chrisprobst,grgvineet,rkapsi,yawkat,ioanbsu,djchen,wangzhiheng,sunng87,darabos,FeiWongReed,tomaszc,flozano,glennleidy,JungMinu,hamzaxx,syucream,0mok,woshilaiceshide,atellwu,mikkokar,jedesah,andyHa,clebertsuconic,ruslansennov,rovarga,robinst,idelpivnitskiy,fredericBregier,jestan,Alwayswithme,lime62,ThomasLau,benevans,jingene,d-t-w,garretwu,leogomes,ddossot,pdalpra,wouterhund,luciferous,robertpanzer,tbocek,opinali,jpinner,danbev,casidiablo,lhkzh,yhleeus,ngocdaothanh,mcraveiro,andreipet,sammychen105,elad-yosifon,adriancole,reflection,gariev,dittos,wf2030,beckje01,MichaelScofield,zcourts,ysammy,Pyrolistical,grahamedgecombe,fbarberamzn,heinousjay,timboudreau,jongyeol,jakobbuchgraber,naude-r,gitter-badger,afredlyj,amuniz,g-eorge,Matthias247,CruzBishop,jverce,bk1te,thobbs,pat2013,lw346,profer,bigrasjf,bfritz,youngero,dkocher,kichik,marekjelen,ylgrgyq,plucury,mikereedell,schulzp,zhuguowei01,WillemJiang,zw1127,onlychoice,Scottmitch1,notz,kangjunwei,nitsanw,gaol,xmxsuperstar,michaelklishin,perfectid,houyanjun,alepar,fboucher38,philbaxter,Lekanich,belliottsmith,dns,54k,j3h,jiangzezhou1989,dhanaraj0,WhiteTrashLord,jjYBdx4IL,ctron,jkeys089,mkrueger92,mousom,dragonsinth,tblongjia,died103times,anilsaldhana,tea-dragon,xhumanoid,CoNDoRip,itzg,jbertram,bucjac,aaronriekenberg,PhantomJin,m0wfo,nisihara562,JatinderSingh,andrewgaul,cmcmaugh,xfrag,vschafer,swankjesse,stIncMale,sskachkov,MiddleBen,mleventi,veebs,chenxiuheng,wgallagher,milenkovicm,igstan,arianitu,koen-serry,danielnorberg,BabyDuncan,smiera,nikolajovanovic,craigday,d4r7hk3rm17,mkjellman,lospejos,darionyaphet,okapies,planerist,ANorwell,velmurugan-0186,mhgrove,gsoltis,quickwango,aledale,goaway,radimch,sofent,jwils,matlach,tsingxu,mbakkar,ssilverman,kxbmap,golovnin,alainw,TonyRice,diginori,menacher,irelandKen,razvan-jurca,shreyharia,Andrei-Pozolotin,ryanobjc,siteware,michielbaird,andrewcox,georgecao,Melon1017,infynyxx,adamv,mauricio,hgschmie,haremyak,EugenDueck,lucky,kryptonics411,mcaserta,justinsb,cloudaloe,md-5,carrot-garden,gamlerhart,ming13,matterkkila,barkbay,broach,jeje,glynnm,anathan,stefanmk,bartex80,macer1,arya,matzew,tsuna,jaens,mheath,dantran,coltnz,ytfei,ankurcha,alex-berger,obergner,AtKaaZ,losipiuk,sprsquish,illicitonion,jfallows,jamestyrrell,izstas,gbehrmann,tianjiaguo66,94c3,spullara,mattiasrosberg,boldt,echarles,jabley,trask,cgbystrom,jrask,zhen9ao,transistorize,palmerabollo,rshelley,chavdar,mariusaeriksen,valodzka,motlin,jeffgriffith,evnm,coderunner,pfisterer,nibin,reines,fbarber,danbim,aperepel,waywardmonkeys,Rogiel,iainmcgin,wg,antlen}
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute requester_age numeric
@attribute prior_interaction_pr_comments numeric
@attribute status {0,1}

@data
0,0.336599,139858,ifesdjeen,0.4,147,2765,24,1
0,0.085453,139839,windie,1,3,960,8,1
0,0.325248,139839,ifesdjeen,0.333333,147,2764,24,1
0,0.040686,139784,louxiu,0,19,1624,0,1
0,0.214955,139776,normanmaurer,0.653846,477,1902,484,1
0,0.045188,139776,Scottmitch,0.126697,40,933,399,0
0,0.083731,139776,windie,1,3,957,0,1
0,0.041541,139776,jamel,0,11,2322,0,1
0,0.854441,139776,windie,1,3,956,0,1
0,0.261457,139776,ifesdjeen,375,147,2760,24,0
0,0.623442,139776,windie,1,3,955,0,1
0,0.039581,139730,windie,0,3,953,0,1
0,0.085153,139787,normanmaurer,0.653061,477,1896,483,1
0,0.42385,139787,Scottmitch,0.127273,40,928,435,0
0,0.119348,99839,normanmaurer,0.652273,477,1896,493,1
0,0.083596,139782,technocoreai,0,9,2134,0,1
0,0.27167,139801,normanmaurer,0.651481,477,1895,503,1
0,0.250368,139801,Scottmitch,0.127854,40,927,451,0
0,0.070125,99839,xkr47,0,5,1391,0,1
0,1.176602,139806,Apache9,0.333333,59,898,0,1
0,0.043338,139806,zsxwing,0,218,1581,0,1
0,0.043484,139806,Apache9,0.2,59,898,0,1
0,0.041757,140107,Apache9,0,59,897,0,1
0,0.331949,140011,skyao,1,9,1361,0,0
0,0.299839,139981,Scottmitch,0.12844,40,923,456,0
0,0.251911,139979,Scottmitch,0.129032,40,923,446,0
0,0.165748,139979,Scottmitch,0.12963,40,923,446,0
0,0.915877,139979,Scottmitch,0.125581,40,923,446,1
0,0.042479,139978,nmittler,0.059406,41,693,285,0
0,0.179084,139978,normanmaurer,0.650685,477,1891,497,1
0,0.042372,139978,normanmaurer,0.649886,477,1891,497,1
0,0.084917,139978,normanmaurer,0.649083,477,1891,497,1
0,0.141169,99704,normanmaurer,0.650575,477,1891,497,0
0,0.285353,139978,normanmaurer,0.652074,477,1891,497,0
0,0.042988,138893,hepin1989,0.25,72,1845,1,0
0,0.086077,136580,skyao,1,9,1360,0,1
0,4.180523,138203,normanmaurer,0.65127,476,1890,496,1
0,0,138188,trustin,0.684932,570,2179,62,1
0,0.271864,138188,trustin,0.694444,570,2179,62,0
0,0.1736,137995,trustin,0.690141,570,2179,62,1
0,0.315058,137980,eantaev,0,1,1869,0,1
0,0.069298,99675,normanmaurer,0.650463,476,1889,484,1
0,0.432801,99675,normanmaurer,0.649652,476,1889,484,1
0,0.070937,99675,normanmaurer,0.648837,476,1889,484,1
0,0.142203,99675,normanmaurer,0.648019,476,1889,484,1
0,1.476127,137980,trustin,0.685714,570,2178,49,1
0,0,137980,nmittler,0.06,41,689,289,0
0,0.930585,137980,slandelle,0.333333,123,1644,32,1
0,1.195626,137890,slandelle,0.272727,123,1642,24,1
0,0,136482,blucas,625,1,1306,1,1
0,55.435204,136398,rayh176,0,0,789,0,1
0,1.087026,137806,Scottmitch,0.126761,38,909,408,0
0,0.630425,137806,Scottmitch,0.127358,38,909,408,0
0,0.049326,137806,Scottmitch,0.127962,38,909,408,0
0,0.088089,136398,Scottmitch,0.12381,38,909,408,1
0,0.045861,136398,PierreCoquentin,0,0,998,0,0
0,0.088318,137803,trustin,0.681159,569,2161,26,1
0,0.044119,137803,trustin,0.676471,569,2161,26,1
0,0.041992,137803,trustin,0.671642,569,2161,26,1
0,0.261057,136395,ifesdjeen,0.428571,147,2731,23,0
0,0,99527,normanmaurer,0.655582,475,1869,406,1
0,0,135005,lukehutch,0,16,1645,0,0
0,0.045249,136369,Scottmitch,0.124402,38,899,417,0
0,0.1733,134890,nmittler,0.061224,41,665,257,0
0,0.041361,136302,Scottmitch,125,38,895,408,0
0,0.225888,136302,Scottmitch,0.120773,38,895,408,1
0,0.087403,136302,normanmaurer,0.654762,475,1863,366,1
0,1.372126,99486,normanmaurer,0.653938,475,1863,366,1
0,0.090846,134868,nmittler,0.061856,41,665,257,0
0,0.187312,134868,Spikhalskiy,0.5,7,1795,16,0
0,0.137718,99509,Scottmitch,0.116505,38,895,434,1
0,0.068614,99506,normanmaurer,0.65311,475,1862,361,1
0,0.211018,99506,normanmaurer,0.652278,475,1862,361,1
0,0.6317,134177,nmittler,0.0625,41,664,257,0
0,0.21195,99506,normanmaurer,0.653846,475,1862,362,0
0,0.07005,99506,normanmaurer,0.653012,475,1862,362,1
0,0.042711,134177,pieteradejong,0,34,1251,0,1
0,0.171603,134185,nmittler,0.063158,41,663,258,0
0,0.081284,135608,Scottmitch,0.112195,38,892,457,1
0,0.904658,134175,ifesdjeen,0.333333,147,2720,0,1
0,0.293164,99496,jakubjanecek,0,8,1593,0,1
0,0.088304,135608,Underbalanced,0,4,1396,0,0
0,0.088937,133544,Scottmitch,0.112745,38,884,452,0
0,0.234499,132176,Scottmitch,0.1133,38,884,448,0
0,0.472741,132176,Spikhalskiy,0,7,1783,0,1
0,0.280271,133426,trustin,0.666667,568,2140,56,1
0,0.092567,133410,Scottmitch,0.108911,38,882,438,1
0,0.044377,132909,Scottmitch,0.109453,38,882,438,0
0,0.088586,132909,Scottmitch,0.11,38,882,438,0
0,0.045143,132909,Scottmitch,0.110553,38,882,438,0
0,0.131915,131596,louiscryan,0.285714,13,394,15,0
0,0.090355,131596,louiscryan,0.307692,13,394,15,0
0,0.195138,99469,louiscryan,0.333333,13,394,15,0
0,3.895579,131587,nmittler,0.064516,39,649,218,0
0,0.268905,99463,sbtourist,0,60,2308,0,1
0,0.650842,131590,Scottmitch,0.111111,38,878,435,0
0,0.390538,132873,Scottmitch,0.111675,38,878,423,0
0,0.075656,99463,normanmaurer,0.652174,475,1846,334,1
0,0.406015,131593,louiscryan,0.363636,13,391,0,0
0,0.044393,132684,trustin,0.676923,568,2134,58,0
0,0.147767,132783,Scottmitch,0.112245,38,874,435,0
0,0.731342,132783,nmittler,0.065217,39,644,195,0
0,0.094396,133642,develar,0,37,1916,0,1
0,0.078391,133638,trustin,0.671875,568,2131,104,1
0,0.039613,133638,trustin,0.666667,568,2131,104,1
0,0.051215,132779,buchgr,0.055556,27,1370,49,0
0,0.222707,133636,Scottmitch,0.107692,38,873,434,1
0,0.04094,133636,Scottmitch,0.108247,38,873,434,0
0,0.165703,133636,Scottmitch,0.108808,38,873,435,0
0,3.800949,132778,Scottmitch,0.109375,38,873,435,0
0,1.353732,133636,ninja-,0,3,751,19,0
0,0.087372,132778,slandelle,0.3,122,1598,0,0
0,0.091438,132778,buchgr,0.058824,27,1370,61,0
0,0.077142,99267,normanmaurer,0.651332,475,1841,316,1
0,0.09372,133636,normanmaurer,0.650485,475,1841,316,1
0,0.597802,99267,normanmaurer,0.652068,475,1841,316,0
0,0.09317,133636,normanmaurer,0.65122,475,1841,316,1
0,0.076211,99191,slachiewicz,1,10,617,0,1
0,0.087309,132748,ninja-,0,3,749,5,0
0,2.435425,99170,normanmaurer,0.652812,475,1838,328,0
0,0.877973,132751,Spikhalskiy,0,7,1769,0,0
0,0.09433,133543,ninja-,0,3,746,3,0
0,0.134004,99160,normanmaurer,0.651961,475,1835,315,1
0,0.555244,99160,normanmaurer,0.651106,475,1835,315,1
0,0.12725,99160,normanmaurer,0.650246,475,1835,315,1
0,0.074756,99214,slachiewicz,0,10,611,0,1
0,0.433369,99214,normanmaurer,0.649383,475,1833,315,1
0,0.703514,99214,normanmaurer,0.648515,475,1833,315,1
0,0.044198,133581,normanmaurer,0.647643,475,1833,315,1
0,0.290607,99214,normanmaurer,0.646766,475,1833,309,1
0,0.319474,132401,loolooyyyy,0,2,1036,0,0
0,0.213323,98808,merlimat,0.666667,7,2413,0,1
0,40.24948,132395,zhangshun2014,0,0,361,0,0
0,0.88349,98807,normanmaurer,0.645885,475,1828,304,1
0,0.213803,98807,normanmaurer,645,475,1828,304,1
0,0.14348,98807,normanmaurer,0.64411,475,1828,304,1
0,0.066448,98807,normanmaurer,0.645729,475,1828,304,0
0,1.043449,98807,normanmaurer,0.644836,475,1828,304,1
0,1.561079,133079,Scottmitch,0.109948,38,859,556,0
0,0.593333,98652,normanmaurer,0.643939,475,1826,310,1
0,1.657942,98652,normanmaurer,0.64557,475,1826,310,0
0,0.0761,98654,normanmaurer,0.64467,475,1826,310,1
0,0.070191,98654,normanmaurer,0.643766,475,1826,310,1
0,0.094543,132233,normanmaurer,0.645408,475,1826,310,0
0,0,132211,hgl888,0,4,356,0,0
0,0.757946,133015,ninja-,0,3,734,2,0
0,0.365816,98645,normanmaurer,0.644501,475,1822,299,1
0,0.453519,98645,normanmaurer,0.64359,475,1822,299,1
0,0.215062,98645,normanmaurer,0.642674,475,1822,299,1
0,0.296497,98645,normanmaurer,0.641753,475,1822,299,1
0,0.1822,133005,normanmaurer,0.640827,475,1822,299,1
0,0.045742,132201,normanmaurer,0.639896,475,1822,299,1
0,0.232185,133005,rdicroce,0,2,1326,0,1
0,0.045572,133005,Scottmitch,0.110526,38,853,549,0
0,2.155538,133005,Scottmitch,0.10582,38,853,549,1
0,2.929523,133005,Scottmitch,0.106383,38,853,546,0
0,0.090493,133005,Scottmitch,0.101604,38,852,546,1
0,0.04576,132201,jroper,0.5,348,2275,0,0
0,0.043558,132201,skyao,0,9,1289,0,1
0,0.037746,132890,Scottmitch,0.102151,38,850,556,0
0,0.580197,132890,Scottmitch,0.102703,38,850,555,0
0,0.14545,98533,normanmaurer,0.638961,475,1818,302,1
0,0.180951,132890,normanmaurer,0.640625,475,1818,302,0
0,0.391577,98533,normanmaurer,0.639687,475,1818,302,1
0,0.269601,132890,normanmaurer,0.638743,475,1818,302,1
0,0.043361,132890,normanmaurer,0.637795,475,1818,302,1
0,0.046242,132890,normanmaurer,0.636842,475,1818,302,1
0,0.555724,132861,normanmaurer,0.635884,475,1814,300,1
0,0.221594,98529,normanmaurer,0.634921,475,1814,300,1
0,0.567198,98529,normanmaurer,0.633952,475,1814,300,1
0,0.087581,132861,Scottmitch,0.103261,38,846,567,0
0,0.225351,132861,Scottmitch,0.103825,38,846,567,0
0,0.725973,98519,normanmaurer,0.632979,474,1813,303,1
0,0.067727,98518,normanmaurer,632,474,1813,301,1
0,0.611152,132796,Scottmitch,0.104396,38,844,569,0
0,0.795679,132796,Scottmitch,0.104972,38,844,568,0
0,0.306031,98518,normanmaurer,0.631016,474,1812,320,1
0,0.065059,62820,jenskordowski,0,0,237,0,0
0,0.07171,98512,normanmaurer,0.630027,474,1812,320,1
0,0.051352,131992,Adam-,0,15,1928,0,0
0,0.042609,132583,ninja-,0,3,718,1,0
0,0.045287,132583,ninja-,0,3,718,1,0
0,0.091322,132456,Scottmitch,0.106145,38,839,557,0
0,0.070985,98452,normanmaurer,0.629032,474,1807,312,1
0,0.151508,98465,normanmaurer,0.628032,474,1807,312,1
0,0.139045,98452,normanmaurer,0.627027,474,1807,312,1
0,0.434111,98452,normanmaurer,0.626016,474,1807,310,1
0,0.130176,132443,silvaran,0,0,1809,0,1
0,2.155821,132443,mubarak,0,15,1655,0,0
0,0.079499,98428,serioussam,1,8,1524,3,1
0,0.07232,98428,normanmaurer,0.626703,474,1805,293,1
0,0.146315,132420,Scottmitch,0.106742,38,837,538,0
0,0.131393,132420,Scottmitch,0.107345,38,837,538,0
0,0.143085,132420,Scottmitch,0.107955,38,837,538,0
0,0.047624,132420,Scottmitch,0.108571,38,837,538,0
0,0.044793,132420,Scottmitch,0.109195,38,837,538,0
0,0.148636,132420,Scottmitch,0.109827,38,837,538,0
0,0.139111,98428,normanmaurer,0.625683,474,1805,281,1
0,0.077536,98428,normanmaurer,0.624658,474,1805,281,1
0,0.06941,98428,normanmaurer,0.625344,474,1805,281,1
0,0.272472,131616,nmittler,0.065934,39,606,191,0
0,0.043297,131618,nmittler,0.066667,39,605,172,0
0,0.096457,131618,fratboy,1,0,1878,2,0
0,0.530275,132422,sverkera,0,1,1880,0,1
0,0.22432,131618,kvr000,0,0,66,0,0
0,0.503656,132395,nmittler,0.067416,39,602,172,0
0,0.309759,132395,nmittler,0.068182,39,602,172,0
0,0.353173,98401,normanmaurer,0.627072,474,1800,354,0
0,0.225948,132347,Scottmitch,0.104651,38,829,500,1
0,0.094488,132342,Scottmitch,0.105263,38,829,500,0
0,0.041367,132342,normanmaurer,0.626039,474,1797,355,1
0,0.102443,132329,Scottmitch,0.105882,38,828,496,0
0,0.042908,132324,Scottmitch,0.106509,38,828,492,0
0,0.092351,132324,Scottmitch,0.107143,38,828,492,0
0,0.235398,132324,Scottmitch,0.107784,38,828,492,0
0,0.051999,132324,Scottmitch,0.108434,38,828,492,0
0,0.384992,132339,Scottmitch,0.109091,38,828,492,0
0,0.296427,98398,normanmaurer,625,473,1796,347,1
0,0.127703,98407,normanmaurer,0.623955,473,1796,347,1
0,0.067817,98398,normanmaurer,0.625698,473,1796,347,0
0,0.220461,98398,normanmaurer,0.62465,473,1796,347,1
0,0.137082,98398,normanmaurer,0.623596,473,1796,347,1
0,0.093404,132248,normanmaurer,0.622535,472,1790,350,1
0,0.542655,98366,serioussam,0,8,1505,0,1
0,0.271346,131377,blucas,0.571429,1,1207,2,1
0,0.041134,132180,Scottmitch,0.109756,38,818,567,0
0,1.396773,132180,Scottmitch,0.110429,38,818,568,0
0,0.046328,131373,blucas,0.666667,1,1207,2,0
0,0.044597,132180,Scottmitch,0.111111,38,818,569,0
0,0.639558,132180,Scottmitch,0.111801,38,818,571,0
0,0.148481,98366,mrb-twx,0,0,4,0,1
0,0.082043,132038,Scottmitch,0.1125,38,815,600,0
0,0.041008,132035,Scottmitch,0.113208,38,815,600,0
0,0.043736,132035,Scottmitch,0.113924,38,815,600,0
0,0.081512,98218,merlimat,0.5,7,2364,0,1
0,0.309136,98203,tomasol,0,1,1742,0,1
0,0.866444,98260,vargarob,0,0,901,0,1
0,0.092386,131188,eincs,0,27,1209,0,1
0,0.151925,98185,merlimat,1,7,2361,0,0
0,0.072861,98185,normanmaurer,0.623229,471,1779,382,1
0,41.09999,131188,normanmaurer,625,471,1779,382,0
0,0.229858,98185,normanmaurer,0.623932,471,1779,382,1
0,0.092479,131156,Scottmitch,0.11465,38,811,632,0
0,0.036905,131058,myArea51,0,3,-127,0,0
0,0.046414,131041,MediumOne,0,0,93,0,0
0,0.072125,98068,normanmaurer,0.622857,471,1779,420,1
0,0.071104,98068,normanmaurer,0.621777,471,1779,420,1
0,0.15086,98068,normanmaurer,0.62069,471,1779,420,1
0,0.042831,131845,Scottmitch,0.115385,38,810,632,0
0,0.088855,131845,Scottmitch,0.116129,38,810,632,0
0,0.047351,131845,Scottmitch,0.116883,38,810,632,0
0,0.141193,131862,normanmaurer,0.619597,471,1778,415,1
0,0.038645,130892,sja,0,10,1808,0,0
0,0.043674,131845,Scottmitch,0.117647,38,809,620,0
0,0.085433,131845,Scottmitch,0.118421,38,809,620,0
0,0.066326,98057,Scottmitch,0.119205,38,809,620,0
0,1.687289,131845,Scottmitch,0.12,38,809,620,0
0,0.079194,98057,Scottmitch,0.120805,38,809,620,0
0,0.216574,98057,Scottmitch,0.121622,38,809,620,0
0,0.282961,98155,Scottmitch,0.122449,38,809,620,0
0,0.149051,98155,normanmaurer,0.618497,471,1777,415,1
0,0.081699,98057,normanmaurer,0.617391,471,1777,415,1
0,0.095671,131949,Scottmitch,0.123288,38,807,615,0
0,0.081573,98155,ninja-,0,3,685,0,0
0,0.07542,98155,ninja-,0,3,684,0,0
0,0.097276,130990,CodingFabian,0,72,2056,0,0
0,0.04079,131908,Scottmitch,0.124138,38,804,596,0
0,0.046654,131908,Scottmitch,125,38,804,595,0
0,0.04547,130916,chrisprobst,0,6,1470,0,1
0,0.077846,97898,Scottmitch,0.125874,38,803,588,0
0,0.151429,97830,normanmaurer,0.616279,470,1771,410,1
0,0.148629,97830,normanmaurer,0.618076,470,1771,410,0
0,0.075956,97830,normanmaurer,0.616959,470,1771,410,1
0,0.62548,97830,normanmaurer,0.615836,470,1771,410,1
0,0.185255,131845,normanmaurer,0.617647,470,1771,410,0
0,0.049803,131787,Scottmitch,0.126761,38,802,538,0
0,0.048734,131796,Scottmitch,0.120567,38,802,537,1
0,0.045155,131787,Scottmitch,0.121429,38,802,537,0
0,0.431469,130842,Scottmitch,0.122302,38,802,535,0
0,0.19336,131908,Scottmitch,0.123188,38,802,535,0
0,0.045318,130816,Scottmitch,0.124088,38,802,535,0
0,0.041468,130816,Scottmitch,125,38,802,535,0
0,0.23842,131784,Scottmitch,0.125926,38,802,535,0
0,0.068624,97827,grgvineet,0,6,595,0,1
0,0.518813,131784,trustin,0.677419,563,2059,145,0
0,0.08883,131784,rkapsi,0.5,61,2028,0,0
0,48.461068,130816,rkapsi,0,61,2028,0,1
0,0.098522,130481,blucas,0.8,1,1188,2,0
0,0.148753,130481,yawkat,0,29,1058,0,1
0,0.42384,132376,Scottmitch,0.126866,38,796,514,0
0,0.423544,132376,Scottmitch,0.12782,38,796,514,0
0,3.451489,132367,Scottmitch,0.128788,38,796,507,0
0,0.044852,131530,Scottmitch,0.129771,38,795,505,0
0,0.306163,97731,Scottmitch,0.130769,38,795,505,0
0,0.145273,97731,Scottmitch,0.131783,38,795,505,0
0,0.069905,97731,Scottmitch,0.132813,38,795,505,0
0,0.047931,132367,Scottmitch,0.133858,38,795,505,0
0,0.135815,130480,ioanbsu,0.333333,4,1280,2,0
0,0.090826,131069,ioanbsu,0,4,1280,2,1
0,0.03971,131069,djchen,0,4,1531,0,0
0,0.068736,97264,merlimat,0,7,2341,0,1
0,0,130633,wangzhiheng,0,0,1449,0,0
0,0,130633,wangzhiheng,0,0,1449,0,0
0,0,130633,wangzhiheng,0,0,1447,0,0
0,1.774552,131763,Scottmitch,0.134921,38,782,542,0
0,0.043346,130889,sunng87,0.4,405,1965,0,1
0,0.063515,97253,Scottmitch,136,38,781,517,0
0,0.03971,130805,darabos,0,10,1321,0,1
0,0.046317,130805,FeiWongReed,0,9,1882,0,1
0,0.091308,131661,tomaszc,0,0,648,0,1
0,0.187497,131661,flozano,0,11,1369,0,0
0,0.138882,130805,Scottmitch,0.137097,38,780,509,0
0,4.294104,131063,Scottmitch,0.138211,38,780,509,0
0,0.219915,97227,normanmaurer,0.616519,469,1748,402,1
0,0.227233,131661,normanmaurer,0.618343,469,1748,402,0
0,0.391996,97227,normanmaurer,0.617211,469,1748,402,1
0,0,130805,fratboy,0,0,1823,0,1
0,0.04435,130805,nmittler,0.068966,37,550,237,0
0,0.090219,130805,ioanbsu,0,4,1264,0,0
0,0,130805,ioanbsu,0,4,1263,0,0
0,0.091507,131763,Scottmitch,0.139344,38,778,565,0
0,0.048787,131763,Scottmitch,0.140496,38,778,565,0
0,45.191853,131029,glennleidy,0,0,582,0,0
0,0.068236,97211,normanmaurer,0.616071,469,1741,506,1
0,0.152039,97211,normanmaurer,0.614925,469,1741,506,1
0,0.209841,97224,normanmaurer,0.613772,469,1741,506,1
0,0.077378,97210,normanmaurer,0.612613,469,1741,506,1
0,0.098293,131029,nmittler,0.069767,37,543,306,0
0,0.049158,130938,nmittler,0.070588,37,542,320,0
0,1.056579,97253,normanmaurer,0.611446,469,1740,497,1
0,0.071128,97210,JungMinu,0,3,-36,0,1
0,0.136079,131766,Scottmitch,0.141667,38,769,692,0
0,0.098591,130908,jroper,0.333333,346,2192,0,1
0,0.239633,131775,Scottmitch,0.142857,38,768,668,0
0,47.005934,130908,Scottmitch,0.135593,38,768,669,1
0,0,97210,normanmaurer,0.610272,469,1736,533,1
0,0.09568,131711,normanmaurer,0.609091,469,1735,533,1
0,0.141842,97217,normanmaurer,0.610942,469,1735,533,0
0,0.14987,97217,normanmaurer,0.609756,469,1735,533,1
0,0.048266,130855,louiscryan,0.3,13,281,123,1
0,0.61391,130962,nmittler,0.071429,37,535,313,0
0,0.048418,130855,hamzaxx,0,1,848,0,1
0,0.677287,131900,trustin,0.672131,557,2021,208,1
0,0.048313,130855,JungMinu,0,3,-43,0,0
0,0.142118,130938,blucas,0.75,1,1152,0,1
0,0.546581,130847,nmittler,0.072289,36,531,347,0
0,0.047505,130847,nmittler,0.073171,36,531,347,0
0,0.094725,130908,syucream,0,15,1988,0,0
0,0.13636,130787,nmittler,0.074074,36,530,346,0
0,0.037433,131678,normanmaurer,0.604938,468,1728,594,1
0,0.13893,130909,louiscryan,0.333333,12,274,128,0
0,0.097155,131663,Scottmitch,0.136752,37,759,888,0
0,0.32803,131640,Scottmitch,0.137931,37,759,888,0
0,0.143862,97252,Scottmitch,0.13913,37,759,888,0
0,44.997172,130781,Scottmitch,0.140351,37,759,888,0
0,0.075413,97252,normanmaurer,0.603715,468,1727,586,1
0,0.044087,131674,normanmaurer,0.602484,468,1727,586,1
0,0.047863,130780,syucream,0,15,1986,0,0
0,0.077004,97227,normanmaurer,0.601246,468,1726,584,1
0,0.142003,97164,normanmaurer,0.603125,468,1723,600,0
0,0.092984,131546,normanmaurer,0.601881,468,1723,600,1
0,0.146983,97164,normanmaurer,0.600629,468,1723,600,1
0,0.145474,97164,normanmaurer,0.599369,468,1723,600,1
0,0.071757,97164,normanmaurer,0.598101,468,1723,600,1
0,0,130687,Apache9,0,58,726,0,0
0,0,130687,Apache9,0,58,726,0,0
0,0.281484,130687,louiscryan,375,12,266,67,0
0,0.100782,62647,0mok,0,4,1581,0,0
0,0.139343,130687,louiscryan,0.428571,12,262,62,0
0,0.18472,130687,louiscryan,0.333333,12,262,62,1
0,0.048922,130687,woshilaiceshide,0,3,336,0,0
0,0.046551,130619,nmittler,75,36,514,451,0
0,1.719254,131478,daschl,0.26087,108,2441,0,0
0,0.975088,62647,atellwu,0,18,996,0,0
0,0.046162,131319,mikkokar,0,0,752,0,1
0,0.144456,130455,nmittler,0.075949,36,509,458,0
0,0.180378,131318,normanmaurer,0.596825,467,1707,541,1
0,0.071338,96566,normanmaurer,0.595541,467,1706,547,1
0,0.069949,96566,normanmaurer,0.594249,467,1706,547,1
0,0.070018,96566,normanmaurer,0.592949,467,1706,547,1
0,6.165727,131321,Scottmitch,0.141593,37,734,1053,0
0,0.231702,131168,Scottmitch,0.142857,37,732,1053,0
0,0.042445,131154,normanmaurer,0.59164,466,1700,600,1
0,0.093454,131159,Scottmitch,0.144144,37,731,1053,0
0,0.339927,131159,trustin,0.666667,555,1988,311,1
0,0.090184,131159,normanmaurer,0.590323,466,1699,606,1
