@relation 'netty-data-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R13,18,27,36,38,39,41,49,53'

@attribute doc_files numeric
@attribute entropy_diff numeric
@attribute sloc numeric
@attribute requester {buchgr,normanmaurer,maxwindiff,Scottmitch,mm-binary,vietj,daschl,trustin,windie,kerumai,qiangjinjiu,johnou,CodingFabian,jamel,cnapagoda,guidomedina,Spikhalskiy,nmittler,rtimush,mosesn,blucas,Karry,jchambers,jiafu1115,travishaagen,alkemist,liuzhengyang,lovesea42,huguesb,ejona86,houdejun214,MediumOne,slandelle,ifesdjeen,yetisno,ferrybig,cdancy,NiteshKant,earthling,jza70,louxiu,technocoreai,xkr47,Apache9,zsxwing,skyao,hepin1989,eantaev,rayh176,PierreCoquentin,lukehutch,pieteradejong,jakubjanecek,Underbalanced,louiscryan,sbtourist,develar,ninja-,slachiewicz,loolooyyyy,merlimat,zhangshun2014,hgl888,rdicroce,jroper,jenskordowski,Adam-,silvaran,mubarak,serioussam,fratboy,sverkera,kvr000,mrb-twx,tomasol,vargarob,eincs,myArea51,sja,chrisprobst,grgvineet,rkapsi,yawkat,ioanbsu,djchen,wangzhiheng,sunng87,darabos,FeiWongReed,tomaszc,flozano,glennleidy,JungMinu,hamzaxx,syucream,0mok,woshilaiceshide,atellwu,mikkokar,jedesah,andyHa,clebertsuconic,ruslansennov,rovarga,robinst,idelpivnitskiy,fredericBregier,jestan,Alwayswithme,lime62,ThomasLau,benevans,jingene,d-t-w,garretwu,leogomes,ddossot,pdalpra,wouterhund,luciferous,robertpanzer,tbocek,opinali,jpinner,danbev,casidiablo,lhkzh,yhleeus,ngocdaothanh,mcraveiro,andreipet,sammychen105,elad-yosifon,adriancole,reflection,gariev,dittos,wf2030,beckje01,MichaelScofield,zcourts,ysammy,Pyrolistical,grahamedgecombe,fbarberamzn,heinousjay,timboudreau,jongyeol,jakobbuchgraber,naude-r,gitter-badger,afredlyj,amuniz,g-eorge,Matthias247,CruzBishop,jverce,bk1te,thobbs,pat2013,lw346,profer,bigrasjf,bfritz,youngero,dkocher,kichik,marekjelen,ylgrgyq,plucury,mikereedell,schulzp,zhuguowei01,WillemJiang,zw1127,onlychoice,Scottmitch1,notz,kangjunwei,nitsanw,gaol,xmxsuperstar,michaelklishin,perfectid,houyanjun,alepar,fboucher38,philbaxter,Lekanich,belliottsmith,dns,54k,j3h,jiangzezhou1989,dhanaraj0,WhiteTrashLord,jjYBdx4IL,ctron,jkeys089,mkrueger92,mousom,dragonsinth,tblongjia,died103times,anilsaldhana,tea-dragon,xhumanoid,CoNDoRip,itzg,jbertram,bucjac,aaronriekenberg,PhantomJin,m0wfo,nisihara562,JatinderSingh,andrewgaul,cmcmaugh,xfrag,vschafer,swankjesse,stIncMale,sskachkov,MiddleBen,mleventi,veebs,chenxiuheng,wgallagher,milenkovicm,igstan,arianitu,koen-serry,danielnorberg,BabyDuncan,smiera,nikolajovanovic,craigday,d4r7hk3rm17,mkjellman,lospejos,darionyaphet,okapies,planerist,ANorwell,velmurugan-0186,mhgrove,gsoltis,quickwango,aledale,goaway,radimch,sofent,jwils,matlach,tsingxu,mbakkar,ssilverman,kxbmap,golovnin,alainw,TonyRice,diginori,menacher,irelandKen,razvan-jurca,shreyharia,Andrei-Pozolotin,ryanobjc,siteware,michielbaird,andrewcox,georgecao,Melon1017,infynyxx,adamv,mauricio,hgschmie,haremyak,EugenDueck,lucky,kryptonics411,mcaserta,justinsb,cloudaloe,md-5,carrot-garden,gamlerhart,ming13,matterkkila,barkbay,broach,jeje,glynnm,anathan,stefanmk,bartex80,macer1,arya,matzew,tsuna,jaens,mheath,dantran,coltnz,ytfei,ankurcha,alex-berger,obergner,AtKaaZ,losipiuk,sprsquish,illicitonion,jfallows,jamestyrrell,izstas,gbehrmann,tianjiaguo66,94c3,spullara,mattiasrosberg,boldt,echarles,jabley,trask,cgbystrom,jrask,zhen9ao,transistorize,palmerabollo,rshelley,chavdar,mariusaeriksen,valodzka,motlin,jeffgriffith,evnm,coderunner,pfisterer,nibin,reines,fbarber,danbim,aperepel,waywardmonkeys,Rogiel,iainmcgin,wg,antlen}
@attribute requester_succ_rate numeric
@attribute followers numeric
@attribute requester_age numeric
@attribute prior_interaction_pr_comments numeric
@attribute status {0,1}

@data
0,0.156251,96467,normanmaurer,0.592233,466,1699,606,0
0,0.571132,131159,trustin,0.661017,555,1988,311,1
0,0.098389,131126,normanmaurer,0.590909,466,1698,602,1
0,0.147991,96458,normanmaurer,0.589577,466,1696,599,1
0,0.301775,96458,normanmaurer,0.588235,466,1696,599,1
0,0.067241,96458,normanmaurer,0.586885,466,1696,599,1
0,0.045251,131116,normanmaurer,0.588816,466,1696,599,0
0,0.185021,130253,normanmaurer,0.587459,466,1696,599,1
0,0.132339,131116,Scottmitch,0.145455,37,727,1075,0
0,3.935377,131116,Scottmitch,0.137615,37,727,1076,1
0,1.253647,130122,louiscryan,0.4,12,240,33,0
0,0.14839,130062,nmittler,0.076923,36,495,439,0
0,0.23315,95817,normanmaurer,0.589404,465,1692,588,0
0,0.044859,130062,jedesah,1,21,1101,0,1
0,0.044413,130062,jedesah,0,21,1101,0,1
0,0.093762,130046,andyHa,0,19,1435,0,0
0,3.994263,131035,trustin,0.655172,553,1978,267,1
0,0.730317,131035,Scottmitch,0.138889,37,720,1019,0
0,0.101301,130046,clebertsuconic,0,13,1495,38,1
0,0.0735,95801,normanmaurer,0.58804,465,1688,565,1
0,0.073742,95801,normanmaurer,0.586667,465,1688,565,1
0,0.295642,131035,normanmaurer,0.585284,465,1688,565,1
0,4.812142,130046,clebertsuconic,0,13,1494,0,0
0,0.14268,95504,normanmaurer,0.587248,465,1686,485,0
0,1.620196,95504,normanmaurer,0.585859,465,1686,485,1
0,0.452764,130738,normanmaurer,0.584459,465,1686,485,1
0,0.070316,95499,Scottmitch,0.140187,37,717,986,0
0,0.051001,130733,Scottmitch,0.141509,37,717,986,0
0,0.711433,95490,normanmaurer,0.583051,465,1684,484,1
0,0.94907,95490,normanmaurer,0.585034,465,1684,484,0
0,0.045089,129731,johnou,0,13,1785,0,1
0,0.062026,95488,normanmaurer,0.585616,465,1684,482,1
0,0.073581,95489,normanmaurer,0.584192,465,1684,482,1
0,0.07655,95489,normanmaurer,0.582759,465,1684,482,1
0,0.046011,129638,nmittler,0.077922,36,483,433,0
0,0.04987,129590,ruslansennov,0,3,1149,0,1
0,0.047149,129001,nmittler,0.08,36,481,429,0
0,0.075475,94790,rovarga,1,2,799,0,1
0,0.057679,128396,robinst,0,39,2502,0,1
0,4.056679,94647,normanmaurer,0.581315,465,1677,483,1
0,0.392584,94647,normanmaurer,0.583333,465,1674,482,0
0,0.147797,94647,normanmaurer,0.581882,465,1674,482,1
0,0.453652,128396,Scottmitch,0.142857,37,706,999,0
0,0.07334,94647,normanmaurer,0.583916,465,1674,479,0
0,0.905626,94647,normanmaurer,0.582456,465,1674,479,1
0,0.074432,94647,normanmaurer,0.580986,465,1674,479,1
0,1.647571,94647,normanmaurer,0.579505,465,1674,479,1
0,0.915259,94647,normanmaurer,0.578014,465,1674,479,1
0,0.33801,129379,Scottmitch,0.144231,37,706,997,0
0,0.217759,62957,jroper,0.5,341,2126,1,0
0,0.160338,94643,ejona86,0.2,18,906,68,1
0,0.052643,128386,idelpivnitskiy,0.32,1,777,0,1
0,0.112006,129375,slandelle,0.222222,116,1427,21,1
0,0.309114,62647,fredericBregier,0.576471,13,1641,6,1
0,0.164382,128386,fredericBregier,0.583333,13,1641,6,0
0,0.119201,128421,jestan,0.888889,39,1482,0,1
0,0.221044,129377,Scottmitch,0.145631,37,699,1016,0
0,0.051897,129377,Scottmitch,0.147059,37,699,1016,0
0,0.050539,128423,nmittler,0.081081,36,469,429,0
0,0,62957,jroper,1,341,2122,1,0
0,0.165842,129388,ejona86,0.25,18,902,68,0
0,0.043128,128438,nmittler,0.082192,36,468,429,0
0,5.298517,61971,slandelle,0.25,116,1423,21,0
0,1.498988,128424,slandelle,0.285714,116,1423,21,0
0,0.053993,128428,Alwayswithme,1,11,847,0,1
0,1.25928,94008,normanmaurer,0.576512,463,1665,482,1
0,0.106012,128405,nmittler,0.083333,36,467,426,0
0,3.674239,93996,slandelle,0.333333,116,1422,21,0
0,0.048632,128404,normanmaurer,0.578571,463,1665,479,0
0,0.111365,128404,lime62,0.636364,5,1084,0,1
0,0.346574,128407,lime62,0.6,5,1084,0,1
0,0.076015,93998,normanmaurer,0.577061,463,1665,479,1
0,0.055329,128295,ThomasLau,0,39,609,0,0
0,0.061957,93893,normanmaurer,0.574007,463,1665,469,1
0,0.070326,93893,Scottmitch,0.14,37,696,997,1
0,0.691031,128998,Scottmitch,0.141414,37,696,997,0
0,1.412539,93893,normanmaurer,0.572464,463,1664,469,1
0,0.922917,93893,normanmaurer,0.570909,463,1664,469,1
0,0.617678,93893,normanmaurer,0.572993,463,1664,469,0
0,0.071704,93893,normanmaurer,0.571429,463,1664,469,1
0,0.224801,93893,normanmaurer,0.569853,463,1664,469,1
0,0.046295,128300,nmittler,0.084507,36,465,410,0
0,0.28067,128294,louiscryan,0.5,12,209,44,0
0,0.895337,128294,nmittler,0.085714,36,465,428,0
0,0.113113,127501,CodingFabian,0,70,1942,0,0
0,0.099918,127501,lime62,0.666667,5,1078,0,0
0,0.049335,126605,lime62,0.75,5,1078,0,0
0,1.997378,126605,louiscryan,0.666667,12,204,73,0
0,0.453009,92996,benevans,0,1,1655,0,0
0,0.120955,92996,normanmaurer,0.571956,463,1658,462,0
0,0.0561,127289,buchgr,0.0625,27,1187,196,0
0,0.055627,126620,buchgr,0.066667,27,1186,195,0
0,1.941071,92951,normanmaurer,0.574074,463,1655,356,0
0,0.071492,92951,normanmaurer,0.572491,463,1654,380,1
0,4.501241,127256,Scottmitch,0.134021,37,685,968,1
0,0.325332,127232,Scottmitch,0.135417,37,685,966,0
0,0.163106,126545,louiscryan,1,12,198,100,0
0,0.677116,126264,nmittler,0.086957,36,452,373,0
0,0.138875,92953,normanmaurer,0.570896,463,1650,354,1
0,0.234277,92953,normanmaurer,0.569288,463,1650,354,1
0,0.64866,92953,normanmaurer,0.567669,463,1650,354,1
0,8.686086,126240,buchgr,0.071429,27,1179,170,0
0,0.095898,126240,Alwayswithme,0,11,831,0,1
0,3.356971,126927,Scottmitch,0.136842,37,682,855,0
0,0.078061,92953,ejona86,0.333333,18,885,9,0
0,0.16821,126225,nmittler,0.088235,36,451,345,0
0,1.678708,92953,normanmaurer,0.566038,463,1649,369,1
0,2.958994,61971,fredericBregier,0.590361,13,1620,0,0
0,1.74693,126147,fredericBregier,0.585366,13,1619,0,1
0,2.169796,92875,normanmaurer,0.564394,462,1647,382,1
0,0.228803,92875,jingene,0,0,1161,0,0
0,0.078033,92875,normanmaurer,0.562738,462,1646,378,1
0,0.704445,126806,normanmaurer,0.561069,462,1646,378,1
0,8.370189,126806,Scottmitch,0.138298,37,678,850,0
0,0.082424,92875,normanmaurer,0.559387,462,1646,378,1
0,0.159264,92875,normanmaurer,0.557692,462,1646,378,1
0,0.103871,124955,rkapsi,0,61,1904,0,0
0,0.169571,124251,buchgr,0.076923,27,1174,156,0
0,0.144801,92883,ejona86,0,18,881,9,1
0,0.146144,92865,d-t-w,0.5,4,878,0,1
0,4.108991,123854,Scottmitch,0.139785,37,675,784,0
0,10.111982,124567,slandelle,0.2,115,1400,7,1
0,4.724724,123694,louiscryan,1,12,188,94,1
0,0.059843,123694,nmittler,0.089552,36,444,284,0
0,1.785965,123803,buchgr,0.083333,27,1171,146,0
0,0.057155,123756,garretwu,0,2,1403,0,1
0,0.244075,124469,Scottmitch,0.141304,37,672,695,0
0,0.482822,92705,normanmaurer,0.555985,462,1640,290,1
0,4.823134,124471,leogomes,0.571429,17,2156,1,0
0,0.586198,124471,Scottmitch,0.142857,37,671,685,0
0,0.237006,124471,Scottmitch,0.144444,37,671,685,0
0,4.686935,124471,Scottmitch,0.146067,37,671,684,0
0,0.446553,124471,Scottmitch,0.147727,37,671,684,0
0,0.1176,123757,nmittler,0.090909,36,441,260,0
0,0.067757,92707,normanmaurer,0.554264,462,1639,287,1
0,0.132802,92705,normanmaurer,0.552529,462,1639,287,1
0,0.083714,92705,normanmaurer,0.550781,462,1639,287,1
0,0.080985,92705,normanmaurer,0.54902,462,1639,287,1
0,4.237066,92705,normanmaurer,0.547244,462,1639,286,1
0,0.228717,123752,nmittler,0.092308,36,441,259,0
0,0.35869,123509,nmittler,0.09375,36,441,259,0
0,0.632686,123862,nmittler,0.095238,36,440,240,0
0,0.167319,123862,buchgr,0.090909,26,1166,143,0
0,0.174116,123862,nmittler,0.096774,36,439,237,0
0,0.054266,123862,lime62,0.833333,5,1056,0,1
0,0.656714,123757,lime62,1,5,1055,0,0
0,1.260537,123757,nmittler,0.098361,36,437,205,0
0,0.053901,124477,fredericBregier,0.580247,13,1606,1,1
0,0.305441,61965,huguesb,0,7,352,0,0
0,0.114336,124462,Scottmitch,0.149425,37,664,578,0
0,0.056877,124462,Scottmitch,0.151163,37,664,578,0
0,0.117089,124462,Scottmitch,0.152941,37,664,578,0
0,1.218143,124462,Scottmitch,0.154762,37,664,578,0
0,12.255805,124462,Scottmitch,0.156627,37,664,576,0
0,0.121054,124462,Scottmitch,0.158537,37,664,576,0
0,2.040711,124462,Scottmitch,0.160494,37,664,575,0
0,0.221527,123744,buchgr,0.1,26,1161,116,0
0,0.159275,124285,buchgr,0,26,1161,115,1
0,0.245269,123741,nmittler,0.101695,36,432,170,0
0,0.407343,61956,huguesb,0,7,348,0,0
0,0.054769,123670,nmittler,0.103448,36,430,154,0
0,0.12126,123625,nmittler,0.105263,36,430,153,0
0,0.473237,92459,normanmaurer,0.545455,460,1628,241,1
0,0.052895,123387,nmittler,0.107143,35,428,141,0
0,8.588725,62277,huguesb,0,7,346,0,0
0,0.920251,123940,Scottmitch,0.164557,37,657,463,0
0,0.07645,92402,ejona86,0,18,860,0,0
0,0.081449,92402,ddossot,0,101,2038,0,1
0,0.475368,123883,Scottmitch,0.155844,37,652,431,1
0,0.058535,123883,Scottmitch,0.157895,37,652,431,0
0,0.06776,123883,Scottmitch,0.16,37,652,431,0
0,0.056364,123883,Scottmitch,0.162162,37,652,431,0
0,0.354965,123883,Scottmitch,0.164384,37,652,431,0
0,1.561754,123327,nmittler,0.111111,35,420,102,0
0,0.055526,123327,pdalpra,0,13,1108,0,1
0,4.192199,123322,buchgr,0,26,1147,55,0
0,0.164284,123317,lime62,1,5,1036,0,1
0,0.055881,123317,lime62,1,5,1036,0,1
0,0.231059,123317,buchgr,0,26,1145,50,0
0,0.060047,123317,wouterhund,0,1,1314,0,1
0,0.055156,123311,buchgr,0,26,1144,50,0
0,0.212188,61950,luciferous,0,44,2375,0,1
0,0.23012,123308,nmittler,0.113208,35,417,94,0
0,0.051371,123308,idelpivnitskiy,0.291667,1,722,0,1
0,7.573995,123882,trustin,0.660714,543,1903,263,1
0,0.285892,123326,nmittler,0.115385,35,415,87,0
0,0.282168,123882,leogomes,0.5,17,2129,0,1
0,0.057206,123341,buchgr,0,26,1141,50,0
0,0.081777,92381,normanmaurer,0.543651,459,1611,188,1
0,0.35035,123341,robertpanzer,0,7,1229,0,1
0,0.059646,123306,nmittler,0.117647,35,412,85,0
0,0.568666,123306,nmittler,0.12,35,412,85,0
0,0.155724,123306,buchgr,0,26,1138,48,0
0,0.703506,123858,tbocek,0,15,1172,0,0
0,0.42379,123302,buchgr,0,26,1137,47,0
0,1.940603,123266,normanmaurer,544,458,1608,231,1
0,0.507843,123254,opinali,0,14,818,0,0
0,0.314708,92360,trustin,0.672727,542,1896,232,0
0,0.25273,92360,normanmaurer,0.542169,458,1605,388,1
0,0.273851,123810,normanmaurer,0.540323,458,1605,388,1
0,0.111201,92360,normanmaurer,0.538462,458,1605,388,1
0,0.106776,123254,leogomes,0.4,17,2120,0,1
0,0.114591,123250,leogomes,0.5,17,2118,0,0
0,0.323977,92356,trustin,0.685185,542,1890,238,0
0,1.050679,123251,buchgr,0,26,1127,0,0
0,0.06748,92358,normanmaurer,0.536585,457,1597,455,1
0,0.084265,92358,normanmaurer,0.534694,457,1597,455,1
0,0.078509,92358,normanmaurer,0.532787,457,1597,455,1
0,0.053922,123251,jpinner,0.755102,12,1351,0,1
0,0.053586,123251,lime62,1,5,1012,0,1
0,0.582022,92329,normanmaurer,0.530864,457,1590,447,1
0,0.50613,92329,normanmaurer,0.528926,457,1590,447,1
0,1.247638,92329,normanmaurer,0.526971,457,1590,447,1
0,0.079759,92329,normanmaurer,0.529167,457,1590,447,0
0,0.121428,123300,danbev,0.4,31,1594,31,1
0,0.207513,122456,buchgr,0,25,1116,9,0
0,0.057125,122401,lime62,1,5,1006,0,1
0,0.060053,122401,casidiablo,1,112,1940,0,1
0,0.05837,122401,casidiablo,0,112,1939,0,1
0,0.947679,122401,rovarga,0,1,704,0,1
0,0.060488,122401,CodingFabian,0,70,1866,0,0
0,0.081728,92256,CodingFabian,0,70,1866,0,0
0,0.060418,122965,CodingFabian,0,70,1866,0,0
0,1.229968,92256,normanmaurer,0.527197,457,1583,486,1
0,3.077319,92256,normanmaurer,0.52521,457,1583,486,1
0,0.05615,122864,lhkzh,0,2,20,0,0
0,1.047001,92218,normanmaurer,0.523207,457,1579,476,1
0,45.476735,122819,yhleeus,0,0,557,0,0
0,0.05486,122725,blucas,0.666667,1,999,1,1
0,0.451833,92063,normanmaurer,0.521186,456,1577,475,1
0,0.085858,92067,normanmaurer,0.519149,456,1576,473,1
0,0.07523,92067,ngocdaothanh,0.75,212,2461,2,0
0,0.090574,92067,normanmaurer,0.517094,456,1576,480,1
0,0.069117,92067,normanmaurer,0.515021,456,1576,480,1
0,0.566346,92067,normanmaurer,0.519481,456,1576,480,0
0,0.145108,92061,normanmaurer,0.517391,456,1576,480,1
0,3.290985,121707,Scottmitch,0.166667,37,606,604,0
0,0.292249,121707,mcraveiro,0,11,1848,0,1
0,1.187373,121675,nmittler,0.122449,34,374,292,0
0,1.732263,121675,Scottmitch,0.169014,37,604,595,0
0,0.10949,121675,andreipet,0,1,280,0,0
0,0.819707,91150,normanmaurer,0.515284,456,1569,468,1
0,0.252949,121339,NiteshKant,0,57,1340,4,0
0,0.038256,121684,sammychen105,0,0,0,0,0
0,42.107203,121684,sammychen105,0,0,0,0,0
0,0.22299,121684,Scottmitch,0.157143,37,598,576,1
0,0.051607,121684,Scottmitch,0.144928,37,598,577,1
0,0.107191,121211,Scottmitch,0.147059,37,597,569,0
0,0.111042,121559,elad-yosifon,0,3,779,0,0
0,0.15912,91000,slandelle,0.25,113,1321,10,0
0,0.641541,121556,louiscryan,0,11,108,0,1
0,0.328004,91009,normanmaurer,0.513158,454,1561,498,1
0,0.453819,121579,adriancole,0,118,2137,0,1
0,0.145495,91009,normanmaurer,0.511013,454,1560,491,1
0,5.647235,91009,normanmaurer,0.504464,454,1560,491,1
0,0.053149,121579,Scottmitch,0.134328,37,592,607,1
0,0.056368,121567,Scottmitch,0.121212,37,592,605,1
0,0.604956,113154,slandelle,0.333333,113,1317,7,0
0,0.044945,113154,slandelle,0,113,1317,7,1
0,27.630015,112849,NiteshKant,0,56,1331,0,0
0,13.263674,112849,trustin,0.679245,535,1849,181,1
0,1.379859,121508,reflection,0,5,1417,0,0
0,0.153983,90979,fredericBregier,575,12,1526,119,1
0,0.227944,121479,gariev,0,2,979,0,1
0,0.21056,61921,dittos,0,107,2502,0,1
0,0.114341,121487,lime62,0,5,971,0,1
0,0.116442,121399,jpinner,0.762887,12,1306,0,0
0,0.065109,112694,ifesdjeen,0.4,146,2408,0,0
0,59.389416,121353,ifesdjeen,0.25,146,2408,0,1
0,0.121166,121353,wf2030,0,5,939,0,0
0,0.062422,112680,ifesdjeen,0,146,2407,0,1
0,0.402199,90847,fredericBregier,0.56962,12,1517,118,1
0,0.058648,112679,trustin,0.692308,533,1833,151,0
0,0.456064,90847,normanmaurer,0.502242,453,1544,501,1
0,1.012694,90905,normanmaurer,0.5,453,1538,511,1
0,0.061954,121422,daschl,0.272727,102,2267,0,0
0,0.426639,112028,trustin,0.686275,533,1826,144,1
0,0.062115,110955,beckje01,0,49,1732,0,1
0,0.498197,89128,normanmaurer,0.492958,453,1530,539,1
0,0.32951,88491,normanmaurer,0.482927,453,1527,539,0
0,1.478968,110318,danbev,0.37931,31,1533,12,1
0,1.832429,88491,normanmaurer,0.480392,453,1527,538,1
0,0.078665,88491,normanmaurer,0.482759,453,1527,538,0
0,0.662231,88491,normanmaurer,0.480198,453,1527,538,1
0,0.083747,88491,normanmaurer,0.48,453,1527,538,1
0,0.168867,88491,normanmaurer,0.479798,453,1527,538,1
0,0.979858,88491,normanmaurer,0.482234,453,1527,538,0
0,3.018959,88491,normanmaurer,0.479592,453,1527,538,1
0,0.159538,88491,normanmaurer,0.479381,453,1527,538,1
0,0.067878,110318,Scottmitch,0.107692,36,556,757,1
0,0.117342,118966,Scottmitch,0.109375,36,556,762,0
0,0.419594,62277,MichaelScofield,0,7,1215,0,0
0,0.677843,118942,Scottmitch,0.111111,36,555,779,0
0,0.239633,118942,zcourts,0.25,35,1360,0,0
0,0.225873,118277,leogomes,0.666667,17,2039,0,0
0,0.175089,118277,trustin,0.7,533,1811,118,0
0,0.058966,118277,Scottmitch,0.112903,36,552,908,0
0,0.104792,118277,Scottmitch,0.114754,36,552,908,0
0,0.610429,118237,ysammy,0,0,1242,1,0
0,0.114012,118237,ysammy,0,0,1242,1,0
0,3.285967,109588,slandelle,0,111,1277,0,0
0,0.131357,118237,Scottmitch,0.116667,36,552,908,0
0,4.135783,87759,ngocdaothanh,0.818182,210,2405,0,0
0,0.734063,118159,Scottmitch,0.118644,36,551,896,0
0,0.260848,87638,normanmaurer,0.476684,453,1518,556,1
0,0.294154,87638,normanmaurer,0.479167,453,1518,556,0
0,0.250792,87638,normanmaurer,0.481675,453,1517,556,0
0,0.332689,87638,normanmaurer,0.478947,453,1517,556,1
0,0.081197,87636,Scottmitch,0.12069,36,549,922,0
0,1.436757,118109,Scottmitch,0.122807,36,549,921,0
0,0.353506,118109,Scottmitch,125,36,548,921,0
0,0.071563,87636,fredericBregier,0.576923,12,1487,104,0
0,0.091916,62277,fredericBregier,0.584416,12,1487,104,0
0,0.180035,118178,nmittler,125,33,315,411,0
0,0.151126,87605,trustin,0.693878,532,1802,109,1
0,0.115623,117753,ysammy,0,0,1231,1,0
0,0.783618,117730,Scottmitch,0.127273,36,540,842,0
0,0.0626,117730,Pyrolistical,0,9,1487,0,0
0,0.055718,117730,grahamedgecombe,0,144,1704,0,0
0,0.064839,117737,Scottmitch,0.12963,36,534,911,0
0,0.062465,117737,Scottmitch,0.132075,36,534,925,0
0,0.158461,87374,fbarberamzn,0,0,72,0,0
0,0.055412,117692,Scottmitch,0.134615,36,532,923,0
0,0.11824,117666,nmittler,0.12766,33,301,419,0
0,1.647208,117662,Scottmitch,0.137255,36,531,876,0
0,0.105492,117620,Scottmitch,0.14,36,530,877,0
0,0.046929,117613,nmittler,0.130435,33,300,421,0
0,0.106981,117613,Scottmitch,0.142857,36,530,877,0
0,0.052345,117613,Scottmitch,0.145833,36,530,877,0
0,0.130749,108982,trustin,0.6875,532,1787,107,1
0,0.126687,117571,Scottmitch,0.148936,36,529,868,0
0,0.060336,117569,nmittler,0.133333,33,299,421,0
0,0.435049,87333,sunng87,0.5,398,1712,14,0
0,0.124183,117569,Scottmitch,0.152174,36,529,869,0
0,0.114756,117400,heinousjay,0,4,1179,0,0
0,0.230843,117376,nmittler,0.136364,33,298,415,0
0,2.052734,117376,timboudreau,1,60,871,0,0
0,0.077244,87319,jpinner,0.770833,12,1251,0,0
0,0.75055,117332,Scottmitch,0.155556,36,525,868,0
0,0.055858,117317,jpinner,0.778947,12,1249,0,0
0,0.097956,62188,jpinner,0.776596,12,1249,0,1
0,0.40298,108932,jongyeol,0,30,2259,0,0
0,0.05589,117290,Scottmitch,0.159091,36,524,856,0
0,4.907875,62188,jpinner,0.784946,12,1248,0,0
0,0.282375,117230,danbev,0.392857,31,1497,8,0
0,0.12629,117193,danbev,0.407407,31,1496,7,0
0,0.124096,117216,danbev,0.384615,31,1495,2,1
0,0.055687,117216,jakobbuchgraber,0.352941,2,1017,48,0
0,0.214853,117216,naude-r,0,0,857,0,0
0,0.237439,117216,nmittler,0.139535,33,289,350,0
0,2.2403,117216,idelpivnitskiy,0.304348,1,594,7,0
0,0.187322,117216,danbev,0.4,31,1493,2,0
0,2.84798,117216,idelpivnitskiy,0.318182,1,593,7,0
0,0.194519,61953,Scottmitch,0.162791,36,516,774,0
0,1.250117,116965,Scottmitch,0.166667,36,516,773,0
0,0.06243,116965,gitter-badger,0,35,76,0,0
0,0.485779,116965,idelpivnitskiy,0.333333,1,589,6,0
0,0.562948,87002,Scottmitch,0.170732,36,514,758,0
0,1.102656,116965,nmittler,0.142857,33,283,312,0
0,0.809355,108890,Scottmitch,0.15,36,513,739,1
0,1.124852,116912,fredericBregier,0.592105,12,1452,80,0
0,0.062125,116912,nmittler,0.146341,33,282,312,0
0,2.305163,116912,fredericBregier,0.6,12,1452,80,0
0,0.887852,116912,afredlyj,0,3,567,0,0
0,0.242874,116912,Scottmitch,0.153846,36,511,735,0
0,0,61953,trustin,0.702128,529,1768,199,0
0,0.413512,116912,nmittler,0.15,33,280,303,0
0,0.219516,116911,Scottmitch,0.157895,36,510,723,0
0,0.12244,116939,amuniz,0,3,1157,0,1
0,6.887083,105199,Scottmitch,0.162162,36,510,720,0
0,0.052655,116382,naude-r,0,0,846,0,0
0,9.256267,104935,Scottmitch,0.166667,36,509,713,0
0,0.235559,86008,Scottmitch,0.171429,36,508,713,0
0,0.917944,116382,andreipet,0,1,184,0,0
0,0.066,104935,Scottmitch,0.176471,36,507,710,0
0,0.11893,116382,Scottmitch,0.181818,36,507,710,0
0,0.403538,85995,Scottmitch,0.1875,36,506,704,0
0,9.853093,61951,fredericBregier,0.594595,12,1445,63,1
0,0.054003,116353,danbev,0.454545,31,1479,1,0
0,6.843831,85995,fredericBregier,0.60274,12,1444,56,0
0,3.459038,104826,fredericBregier,0.597222,12,1444,56,1
0,3.131624,116257,fredericBregier,0.605634,12,1444,56,0
0,0.201117,104773,g-eorge,0,13,1471,1,0
0,5.848807,116204,danbev,0.5,31,1476,1,0
0,2.143874,116204,Matthias247,0,7,289,4,1
0,0.059371,116204,Matthias247,0,7,289,4,0
0,26.514138,116204,Scottmitch,0.193548,36,501,603,0
