@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
1,246.208958,evanlucas,0.333333,60,true,6,5,467,1
1,246.214161,bmeck,0.333333,26,true,4,12,3,0
1,246.177804,bmeck,0.5,26,true,2,12,-1,0
1,246.177804,romankl,0,6,true,0,6,16,1
2,246.214161,silverwind,0,34,true,0,6,0,1
1,246.177804,thefourtheye,0.333333,75,true,15,30,458,1
1,246.177804,JungMinu,0,5,true,3,11,4,0
1,246.177804,JungMinu,0,5,true,2,9,2289,0
1,246.214161,JungMinu,0,5,true,1,9,31,0
1,246.184871,indutny,0.25,17,true,9,40,0,1
1,246.177804,JungMinu,0,5,false,0,0,210,0
1,246.184871,evanlucas,0,60,true,3,3,9,1
7,246.184871,targos,0.5,7,true,5,19,23,1
2,246.184871,indutny,0.333333,17,true,6,38,70,0
1,246.186927,bnoordhuis,0.666667,29,true,12,56,95,1
0,246.184871,rvagg,375,17,true,10,195,4,1
0,246.184808,joaocgreis,1,3,true,6,22,26,1
1,246.170162,rvagg,0.285714,17,true,9,190,3,1
6,246.170162,rvagg,0.333333,17,true,8,180,6,0
0,246.184871,rvagg,0.4,17,true,7,176,925,0
2,246.170162,toddself,0,0,false,0,2,128,1
8,246.170162,thefourtheye,0.25,75,true,13,28,1027,1
2,246.170162,Fishrock123,0.285714,17,true,11,53,361,1
1,246.144082,thefourtheye,0.285714,75,true,11,25,465,0
1,246.170162,hertzg,0,13,true,0,1,27,0
1,246.144082,Trott,0.714286,41,true,10,18,21,0
2,246.144082,socketpair,0,11,false,0,0,18,0
2,246.144082,thefourtheye,0.333333,75,true,10,23,14,0
3,246.144082,joaocgreis,1,3,true,5,21,6986,1
0,246.170162,rvagg,0.5,17,true,6,170,995,0
0,246.170162,rvagg,0.666667,17,true,5,170,995,0
0,246.184871,rvagg,0.5,17,true,4,170,995,1
1,246.144082,Trott,0.666667,41,true,9,16,9,1
1,246.144082,MattMS,0,42,false,0,0,5109,0
7,246.144082,brendanashworth,0.5,17,true,1,13,7,1
3,246.144082,brendanashworth,0,17,true,0,7,31,1
3,246.186927,bnoordhuis,0.6,29,true,11,51,0,1
5,246.144082,bnoordhuis,0.5,29,true,8,46,2,1
1,246.144082,Trott,0.6,41,true,7,13,6,1
4,246.144082,orangemocha,0,2,true,0,13,2,1
1,246.144082,Skomski,0,51,true,5,40,65,0
0,246.144082,alexrepin,0,0,true,0,1,-1,0
1,246.139907,skeggse,0,11,true,0,1,268,1
1,246.180767,jasnell,0.333333,39,true,13,77,741,0
7,246.144082,jasnell,0.363636,39,true,12,76,21,0
5,246.144082,bahamas10,0,45,true,0,6,172,0
1,246.180767,trevnorris,0,24,true,0,19,17,1
2,246.180767,jasnell,0.4,39,true,11,70,356,0
2,246.168238,diversario,0,44,true,0,1,-1,0
1,246.168238,geek,0,28,false,1,0,31,0
3,246.168238,Skomski,0,51,true,4,38,11,0
4,246.186927,Skomski,0,51,true,3,38,2935,0
1,246.168238,yorkie,0.5,138,true,1,6,2492,1
1,246.168238,jasnell,0.333333,39,true,9,67,16178,1
1,246.168238,Trott,0.5,41,true,4,12,1,1
96,246.168238,thefourtheye,0.4,75,true,5,21,92,0
1,246.168238,jasnell,0.285714,39,true,7,67,45,1
2,246.168238,thefourtheye,0.5,75,true,4,21,14,0
2,246.168238,jasnell,0.166667,39,true,6,67,49,1
1,246.168238,jasnell,0,39,true,5,67,14,1
3,246.168238,yorkie,1,138,true,0,3,3,0
1,246.168238,jasnell,0,39,true,4,67,103,0
1,246.168238,indutny,0.5,17,true,2,31,654,0
12,246.168238,jasnell,0,39,true,3,20,180,0
0,246.168238,bnoordhuis,0.666667,29,true,4,42,3,0
4,246.168238,Skomski,0,51,true,2,18,62,0
2,246.168238,Skomski,0,51,true,1,18,15,0
1,246.168238,FB55,0,46,true,0,2,89,0
101,246.168238,cjihrig,0,19,true,0,9,19,0
2,246.168238,joaocgreis,1,3,true,1,16,12681,1
16,246.168238,mhdawson,0.5,4,true,2,8,5,1
1,246.168238,Skomski,0,51,true,0,3,1297,0
1,246.168238,evanlucas,0,60,true,1,1,128,0
3,246.168238,Fishrock123,0.166667,17,true,10,29,504,1
7,246.168238,indutny,1,17,true,1,25,100,0
1,246.168238,bmeck,0,26,true,0,7,163,1
8,246.168238,bnoordhuis,0.5,29,true,1,26,8,1
8,246.166118,indutny,0,17,true,0,21,1,1
2,246.166118,thefourtheye,0.666667,75,true,3,21,51,0
11,246.166118,thefourtheye,0.5,75,true,2,21,37,1
19,246.088758,Fishrock123,0.2,17,true,9,26,1,0
2,246.166118,apechimp,0,27,false,0,2,179,1
2,246.168238,pmq20,0,481,false,1,0,10,0
1,246.166118,jmdyck,0,0,false,0,0,1198,0
2,246.140161,itkoren,0,0,true,0,1,1009,0
230,246.140161,zkat,0,56,false,0,1,286,0
1,246.109705,mscdex,0.5,1,false,1,0,10587,1
1,246.166118,OleksandrChekhovskyi,0,0,true,0,2,22,0
1,246.109705,jbergstroem,0,23,true,0,8,2,1
2,246.109705,rvagg,0,17,true,2,101,1,1
1,246.109705,wraithan,0,123,false,0,0,24032,0
2,246.109705,evanlucas,0,60,true,0,1,980,0
69,246.166118,saghul,0,88,true,0,4,1,0
2,246.168238,srl295,1,15,true,2,8,12873,0
9,246.109705,targos,0.333333,7,true,3,16,14711,1
1,246.109705,manvalls,0,1,false,0,0,2124,1
167,246.140161,targos,0.5,7,true,2,14,84,0
1,246.109705,srl295,1,15,true,1,4,3760,1
1,246.166118,mhdawson,0,4,true,1,5,1,1
3,246.168238,srl295,0,15,true,0,1,1,1
1,246.168238,joaocgreis,0,3,true,0,13,522,1
1,246.109705,Trott,0.333333,41,true,3,10,121,1
2,246.166118,thefourtheye,1,75,true,1,14,138,0
1,246.109705,nathan7,0,68,false,0,0,18,0
3,246.109705,Fishrock123,0.25,17,true,8,18,901,0
1,246.109705,thefourtheye,0,75,true,0,10,607,1
25,246.109705,targos,0,7,true,1,9,138,1
1,246.109705,yosuke-furukawa,0,19,false,2,0,9,0
1,246.109705,yosuke-furukawa,0,19,false,1,0,15,0
10,246.168238,pmq20,0,481,false,0,0,0,0
2,246.109705,subzey,0,10,false,0,0,7,0
1,246.109705,yjhjstz,0,4,false,0,0,3106,0
2,246.109705,Trott,0.5,41,true,2,7,86,0
2,241.986508,Fishrock123,0.47619,17,true,48,35,-4000,1
0,242.475304,zkat,0,56,true,2,1,610,0
3,241.986508,Trott,0.02381,41,true,42,8,469,0
165,241.986508,thefourtheye,0,75,true,12,7,28,0
3,241.986508,indutny,0.080645,17,true,18,8,3,0
2,241.986508,rlidwka,0,5,true,4,3,545,0
1,241.986508,thefourtheye,0,75,true,11,4,1211,0
0,324.24875,thefourtheye,0,75,true,10,4,16,0
0,237.738491,woollybogger,0,4,true,1,6,397,0
0,437.99855,rvagg,0.37234,17,true,86,84,9,0
2,242.604413,rvagg,0.365591,17,true,85,84,11,1
1,241.982233,rvagg,0.358696,17,true,84,84,1150,1
0,324.237676,rvagg,0.362637,17,true,83,83,22,0
1,246.109705,rmg,0,7,true,1,3,37,0
3,241.999333,brendanashworth,0.035714,17,true,11,5,54,0
8,324.237676,bnoordhuis,0.847222,29,true,102,19,2,0
152,324.237676,bnoordhuis,0.853147,29,true,103,18,24,0
0,246.109705,matthewloring,0,4,false,0,2,7,0
2,246.109705,Trott,0,41,true,41,7,1356,1
1,237.241322,Fishrock123,0.463415,17,true,55,26,4,1
0,242.078624,rvagg,0.366667,17,true,84,72,17,0
1,242.690736,Trott,0,41,true,40,7,282,0
1,312.963805,bnoordhuis,0.852113,29,true,102,9,13,1
14,242.690736,bnoordhuis,0.851064,29,true,101,9,9,1
225,312.963805,silverwind,0,34,true,16,3,22,0
1,312.963805,Trott,0,41,true,39,7,787,0
1,312.963805,Trott,0,41,true,38,7,-1,0
1,242.704278,Trott,0,41,true,37,7,1750,0
1,312.963805,Trott,0,41,true,36,7,39,0
2,324.273587,rvagg,0.370787,17,true,83,71,276,0
1,312.963805,yury-s,0,0,false,0,0,3366,0
2,312.963805,shigeki,0.047619,7,true,11,41,653,0
1,246.109705,Trott,0,41,true,35,7,330,0
178,324.34603,bnoordhuis,0.85,29,true,111,9,5,1
0,312.963805,evanlucas,0.36,60,true,27,0,0,1
72,316.048291,rvagg,375,17,true,82,66,2,0
1,237.608627,Trott,0,41,true,34,4,0,0
0,242.613146,benjamingr,0,11,false,0,1,61,0
1,242.615228,evanlucas,0.333333,60,true,26,0,0,1
1,313.619117,yanxyz,0,11,false,1,0,1,0
2,313.619117,cjihrig,0.09375,19,true,9,3,16,0
1,241.986508,phillipj,0,2,true,1,2,41,0
1,313.61357,yanxyz,0,11,false,0,0,7,0
0,313.61357,rvagg,0.367816,17,true,73,66,215,1
2,246.109705,vkurchatkin,0.1,15,true,8,0,622,0
0,313.619117,Trott,0,41,false,33,2,4,0
1,246.109705,martinheidegger,0,24,false,0,0,63,0
1,313.619117,Trott,0,41,false,32,2,45,0
1,246.166118,Trott,0,41,false,31,2,-1,0
7,324.237676,mpotra,0,3,false,1,0,9,0
400,313.61357,mpotra,0,3,false,0,0,-1,0
0,313.61357,rvagg,0.360465,17,true,70,63,283,1
1,313.61357,rvagg,0.352941,17,true,67,63,138,1
1,313.61357,Trott,0,41,false,30,2,69,0
1,313.61357,Fishrock123,0.45,17,true,54,24,271,1
3,313.61357,Trott,0,41,false,29,2,29,0
2,313.61357,Trott,0,41,false,28,2,69,0
1,313.619117,brendanashworth,0.037037,17,true,13,3,-1,0
1,313.650332,bnoordhuis,0.848921,29,true,114,9,76,1
0,313.619117,thefourtheye,0,75,true,9,3,21,0
9,313.61357,thefourtheye,0,75,true,8,3,188,0
1,313.61357,Trott,0,41,false,27,2,0,0
1,246.109705,yosuke-furukawa,0,19,false,10,0,137,0
150,316.048291,bnoordhuis,0.847826,29,true,127,9,34,1
2,246.109705,calvinmetcalf,0,112,false,1,0,13,0
1,313.61357,evanlucas,0.304348,60,true,23,0,2418,1
137,313.701776,othiym23,0.142857,32,true,16,0,443,0
69,313.701776,shigeki,0.05,7,true,11,41,0,0
1,313.701776,Trott,0,41,false,26,2,5137,0
1,313.701776,Trott,0,41,false,25,2,21,0
2,313.701776,targos,0,7,false,7,1,294,0
2,312.893779,trevnorris,0.045455,24,true,14,13,9959,0
1,313.701776,Fishrock123,0.461538,17,true,60,23,15,0
1,313.61357,rvagg,0.349398,17,true,69,56,24,1
1,313.701776,Trott,0,41,false,24,2,10,0
1,313.703517,jbergstroem,0.022727,23,false,24,6,3,0
6,315.948836,trevnorris,0.047619,24,true,13,13,35,0
2,315.95931,trevnorris,0.05,24,true,12,11,268,0
1,313.684479,bnoordhuis,0.846715,29,true,138,1,383,1
1,313.701776,tellnes,0.285714,170,false,0,0,40,1
1,241.986508,ChALkeR,0.285714,3,true,11,2,137,0
1,313.608023,rvagg,0.357143,17,true,67,57,-3604,0
1,313.684479,Trott,0,41,false,23,2,13,0
1,313.684479,Trott,0,41,false,22,2,1,0
1,313.657067,targos,0,7,false,7,1,2,0
1,313.684479,Trott,0,41,false,21,2,18,0
4,313.640424,brendanashworth,0.038462,17,true,12,3,1,0
1,313.640424,bnoordhuis,0.845588,29,true,143,1,133,1
2,237.735185,Fishrock123,0.459459,17,true,55,22,2193,1
1,313.640424,ChALkeR,0.166667,3,true,8,2,7,1
1,313.684479,ChALkeR,0.2,3,true,7,2,0,0
3,246.109705,sam-github,0.076923,8,true,4,6,37161,1
1,246.109705,3y3,0,5,false,0,0,1003,0
1,313.684479,Trott,0,41,false,20,2,653,0
1,308.738872,bnoordhuis,0.844444,29,true,140,1,40,1
2,241.986508,sam-github,0.083333,8,true,3,3,11,0
41,308.738872,silverwind,0,34,true,22,3,1459,0
1,308.738872,Trott,0,41,false,19,2,10,0
1,246.109705,monsanto,0,0,true,4,3,614,0
1,313.684479,jbergstroem,0.023256,23,false,25,4,1,0
1,308.738872,jbergstroem,0.02381,23,false,24,4,169,0
1,308.738872,Trott,0,41,false,18,2,10,0
1,308.738872,Trott,0,41,false,17,2,32,0
1,308.73341,Trott,0,41,false,16,2,0,0
2,308.76827,Fishrock123,0.472222,17,true,58,19,1,0
1,308.76827,phersh,0,4,false,0,0,1,0
16,308.76827,shigeki,0.052632,7,true,11,49,25,0
183,308.76827,iarna,0,19,false,1,0,385,0
1,308.76827,jbergstroem,0.02439,23,false,23,2,332,0
53,308.738872,Trott,0,41,false,15,2,134,0
1,308.76827,sam-github,0.090909,8,true,2,3,7,0
2,308.76827,vkurchatkin,0.068966,15,false,5,0,14,1
1,308.854619,indutny,0.081967,17,true,26,4,16,0
282,308.854619,shigeki,0.055556,7,true,10,49,0,0
1,315.895617,cjihrig,0.064516,19,true,9,3,5631,1
1,313.684479,rvagg,0.345679,17,true,68,45,211,0
2,308.854619,Trott,0,41,false,14,2,7,0
1,308.854619,sam-github,0.1,8,true,1,3,4,0
0,313.706671,piscisaureus,0.516129,3,true,7,2,769,1
1,308.854619,domenic,0.333333,57,false,1,3,0,1
12,313.619117,rvagg,0.3375,17,true,68,42,115,1
3,304.7225,thefourtheye,0,75,false,7,0,254,0
1,237.738491,thefourtheye,0,75,false,6,0,269,0
3,246.109705,monsanto,0,0,true,3,3,302,0
1,308.854619,Olegas,0,1,false,4,0,75,0
1,304.7225,monsanto,0,0,false,2,0,8,0
1,304.7225,Olegas,0,1,false,3,0,0,0
1,304.7225,rlidwka,0,5,false,3,2,7,0
1,304.7225,ofrobots,0,11,false,3,0,1,1
1,308.738872,ChALkeR,0,3,true,4,2,1,1
1,313.684479,Fishrock123,0.457143,17,true,57,15,8503,1
1,246.109705,bnoordhuis,0.850746,29,true,150,1,1,0
3,304.722757,brendanashworth,0.04,17,true,12,3,2,0
1,313.684479,pierreinglebert,0,2,false,0,1,15,0
1,308.854619,santigimeno,0.25,8,false,3,0,10,0
2,304.722757,silverwind,0,34,true,21,3,48,0
4,304.707635,mscdex,0.071429,1,true,15,67,39,0
2,304.707635,petschekr,0,1,false,0,0,18,0
6,242.690736,indutny,0.083333,17,true,32,4,1,0
1,304.610951,zkat,0,56,false,1,0,-1,0
4,304.610951,saghul,0,87,false,2,0,0,0
1,304.593232,vkurchatkin,0.071429,15,false,4,0,191,0
2,246.109705,JacksonTian,0,134,true,12,8,615,0
1,304.593232,Trott,0,41,false,13,2,2504,0
269,304.610951,zkat,0,56,false,0,0,5,0
25,313.684479,trevnorris,0.052632,24,true,14,7,2597,0
3,313.640424,shigeki,0.058824,7,true,10,49,2,0
15,313.619117,thefourtheye,0,75,false,5,0,427,0
9,308.854619,indutny,0.084746,17,true,33,4,0,0
52,304.455163,saghul,0,87,false,1,0,0,0
1,246.109705,mogadanez,0,2,false,0,0,34,0
3,304.444287,rvagg,0.341772,17,true,68,40,17,0
1,304.444287,santigimeno,0.333333,8,false,3,0,0,0
1,246.109705,mikeal,0,35,false,2,0,149,0
5,308.854619,Trott,0,41,false,12,2,63,0
1,304.422536,Trott,0,41,false,11,2,316,0
1,308.738872,Trott,0,41,false,10,2,502,0
2,308.854619,thefourtheye,0,75,false,4,0,140,0
2,304.39322,sxyizhiren,0,1,false,0,0,-1,0
1,304.39322,santigimeno,0,8,false,2,0,8,1
1,304.414971,ChALkeR,0,3,true,3,2,31,0
6,246.109705,TooTallNate,0.333333,119,false,3,0,4,0
1,304.51829,evanlucas,0.318182,60,true,21,0,3,0
1,304.593232,JacksonTian,0,134,true,11,8,23,0
1,304.414971,rvagg,0.337662,17,true,66,34,8,1
1,304.414971,Trott,0,41,true,9,3,402,0
1,304.414971,yosuke-furukawa,0,19,false,11,0,33,0
2,304.414971,rvagg,0.328947,17,true,63,34,9,1
1,304.422536,Trott,0,41,true,8,3,144,0
1,304.414971,thefourtheye,0,75,false,3,0,0,0
1,304.414971,targos,0,7,false,5,1,263,0
3,304.414971,rvagg,0.333333,17,true,62,34,14,0
1,246.109705,dominictarr,0,27,false,0,0,57,0
2,304.39322,yosuke-furukawa,0,19,false,10,0,2,0
2,304.39322,yosuke-furukawa,0,19,false,9,0,6,0
14,246.109705,mscdex,0.074074,1,true,16,67,30,0
1,304.243782,jbergstroem,25,23,false,27,0,0,0
1,304.449725,evanlucas,0.285714,60,true,18,0,3,1
1,246.109705,JacksonTian,0,134,true,10,8,3,0
0,304.414971,bnoordhuis,0.849624,29,true,163,1,4728,1
3,304.39322,bnoordhuis,0.848485,29,true,162,1,3649,1
1,304.232905,webPapaya,0,14,false,0,0,-1,0
5,246.109705,shigeki,0,7,true,9,49,42,1
228,304.232905,othiym23,0.15,32,true,17,0,888,0
0,304.232905,bnoordhuis,0.847328,29,true,159,1,6,1
3,304.232905,bnoordhuis,0.846154,29,true,156,1,1,1
4,313.684479,vkurchatkin,0.074074,15,false,3,0,52,0
1,313.619117,m0ppers,0,32,false,0,0,2,0
7,304.39322,vkurchatkin,0.076923,15,false,2,0,1322,0
1,304.392981,Trott,0,41,true,7,3,3044,0
1,304.39322,Trott,0,41,true,6,3,2,0
1,304.200255,brendanashworth,0.041667,17,true,13,3,1,0
1,308.76827,Trott,0,41,true,5,3,3581,0
1,304.422536,bnoordhuis,0.844961,29,true,155,1,5,1
3,246.109705,davidtpate,0,39,false,0,0,1,0
3,304.193636,ofrobots,0,11,false,2,0,15,0
1,308.854619,targos,0,7,false,4,1,234,0
2,304.398419,rvagg,0.324324,17,true,59,34,-5743,1
1,304.193636,Trott,0,41,true,4,3,757,0
3,304.414971,evanlucas,0.25,60,true,15,0,96,1
2,304.193636,bnoordhuis,0.84375,29,true,153,1,63,1
2,246.109705,imyller,0,5,false,1,0,6054,0
2,304.39322,mcollina,0,281,false,0,1,419,0
31,308.854619,silverwind,0,34,true,21,2,2,0
9,304.180627,bnoordhuis,0.84252,29,true,155,1,71,1
5,304.610951,cjihrig,0.033333,19,true,11,4,361,1
1,304.414971,jbergstroem,0.025641,23,false,28,0,7198,0
10,246.109705,targos,0,7,false,3,1,12,0
0,304.160775,rvagg,0.319444,17,true,57,29,2,0
2,306.597331,phillipj,0,2,false,0,0,13,0
4,306.589723,silverwind,0,34,true,20,2,560,0
0,242.595834,woollybogger,0,4,true,0,2,64,0
2,304.160775,rvagg,0.323944,17,true,56,29,-1211,0
2,306.597331,rvagg,0.314286,17,true,53,29,0,1
1,304.180627,Trott,0,41,true,3,3,981,0
2,246.109705,Fishrock123,0.454545,17,true,53,11,7,0
1,304.414971,Fishrock123,0.4375,17,true,52,10,1,1
1,306.528527,skenqbx,0,18,false,2,2,14,0
4,306.528527,silverwind,0,34,true,19,1,2,0
245,306.561415,iarna,0,19,false,0,0,421,0
7,246.109705,TooTallNate,0.5,119,false,2,0,139,0
2,304.39322,Trott,0,41,true,2,3,210,0
3,304.200255,evanlucas,0.210526,60,true,16,0,34,1
4,304.414971,TooTallNate,1,119,false,1,0,200,0
1,306.514987,Trott,0,41,true,1,3,379,0
1,306.514987,MauriceButler,0,3,false,0,0,1974,0
3,246.109705,ChALkeR,0,3,true,2,2,0,0
7,246.109705,TooTallNate,0,119,false,0,0,9,1
1,306.516669,ChALkeR,0,3,true,1,2,44,0
1,306.505694,targos,0,7,false,2,1,-1,0
3,306.505694,shigeki,0,7,true,8,14,10,0
458,437.982254,Fishrock123,0.451613,17,true,50,10,2,0
1,306.388233,santigimeno,0,8,false,1,0,0,0
1,306.388233,michalzagrodzki,0,10,false,0,0,57,0
2,246.109705,mscdex,0.076923,1,true,19,68,46,0
1,306.388233,joshgummersall,0,9,false,1,0,4829,0
3,306.388233,trevnorris,0.058824,24,true,14,0,18,0
2,306.371769,imyller,0,5,false,0,0,0,0
3,306.371769,evanlucas,0.222222,60,true,16,0,17,0
4,306.371769,saarons,0,3,false,0,0,289,0
1,306.371769,fsbatista,0,4,false,1,0,-1,0
1,306.371769,yorkie,0.2,138,false,5,0,18,0
300,306.388233,silverwind,0,34,true,18,1,5,0
1,237.730106,indutny,0.086207,17,true,42,4,0,0
1,306.500206,Trott,0,41,true,0,1,22,0
1,306.355304,joshgummersall,0,9,false,0,0,-1,0
33,306.371769,fhemberger,0,10,true,1,1,452,0
5,306.371769,brendanashworth,0.043478,17,true,14,3,184,0
1,306.271645,indutny,0.087719,17,true,41,3,8600,0
1,313.619117,mikeal,0,35,false,3,0,3,0
1,306.271645,smikes,0,3,false,1,0,3929,0
8,306.371769,trevnorris,0,24,false,11,0,50,1
3,313.684479,indutny,0.089286,17,true,40,3,1,0
