@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
wchen-r7,0.911043,true,false,1
todb-r7,0.91954,true,false,1
todb-r7,0.919075,true,false,1
wvu-r7,0.9,true,false,1
wvu-r7,0.896552,true,false,1
rsmudge,0.924528,false,false,1
wchen-r7,0.910769,true,false,1
dukebarman,0,false,false,1
wchen-r7,0.910494,true,false,1
wchen-r7,0.910217,true,false,1
wchen-r7,0.913043,true,false,0
jvazquez-r7,0.963989,true,true,1
Ahmed-Elhady-Mohamed,0,false,false,1
OJ,0.868421,true,false,1
OJ,0.864865,true,false,1
wvu-r7,0.892857,true,false,1
OJ,0.888889,true,false,0
jvazquez-r7,0.963889,true,false,1
wchen-r7,0.915888,true,false,0
wchen-r7,0.91875,true,false,0
jvazquez-r7,0.963788,true,false,1
todb-r7,0.918605,true,false,1
sgabe,1,false,false,1
mandreko,0.933333,true,false,1
ethack,0,false,false,1
hmoore-r7,0.95,false,true,1
todb-r7,0.918129,true,false,1
mandreko,0.928571,true,false,1
dmaloney-r7,0.840909,true,false,1
jvazquez-r7,0.963687,true,false,1
wvu-r7,0.888889,true,false,1
todb-r7,0.917647,true,false,1
jvennix-r7,0.8,true,false,1
wchen-r7,0.918495,true,false,1
Meatballs1,0.895349,true,false,0
jvennix-r7,0.796296,true,false,1
jvennix-r7,0.811321,true,false,0
sgabe,1,false,false,1
jubaisamurai,0,false,false,0
wchen-r7,0.921384,true,false,0
shoxxdj,0,false,false,0
jvennix-r7,0.807692,true,false,1
jiuweigui,1,false,false,1
shoxxdj,0,false,false,0
jvazquez-r7,0.963585,true,true,1
jlee-r7,0.96124,true,false,1
jlee-r7,0.960938,true,false,1
todb-r7,0.91716,true,false,1
mandreko,0.923077,true,false,1
wchen-r7,0.921136,true,false,1
wvu-r7,0.884615,true,false,1
jvazquez-r7,0.963483,true,false,1
sho-luv,0,true,false,1
jvazquez-r7,0.96338,true,true,1
jvazquez-r7,0.963277,true,true,1
g1ldedm1n1on,0,true,false,0
jvazquez-r7,0.963173,true,true,1
jlee-r7,0.96063,true,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,1,false,false,1
nieldk,0,false,false,1
jvennix-r7,0.803922,true,false,1
jvennix-r7,0.8,true,false,1
jvazquez-r7,0.963068,true,false,1
agix,0.7,true,false,0
todb-r7,0.916667,true,false,1
todb-r7,0.916168,true,true,1
jvennix-r7,0.795918,true,false,1
jvennix-r7,0.791667,true,false,1
OJ,0.885714,true,false,1
rsmudge,0.923077,false,false,1
todb-r7,0.915663,true,false,1
mandreko,0.916667,false,false,1
mandreko,0.909091,false,false,1
OJ,0.882353,true,false,1
jvazquez-r7,0.962963,true,true,1
todb-r7,0.915152,true,false,1
todb-r7,0.914634,true,false,1
jvazquez-r7,0.962857,true,false,1
jvazquez-r7,0.962751,true,true,1
jvazquez-r7,0.962644,true,true,1
wchen-r7,0.920886,true,false,1
wvu-r7,0.88,true,false,1
dmaloney-r7,0.837209,true,false,1
jvazquez-r7,0.962536,true,true,1
shuckins-r7,0.833333,false,false,1
scriptjunkie,0.848485,true,false,1
jvazquez-r7,0.965318,true,false,0
todb-r7,0.91411,true,false,1
jvazquez-r7,0.968116,true,false,0
jvazquez-r7,0.968023,true,true,1
jvazquez-r7,0.96793,true,false,1
rcvalle,0.833333,false,false,1
todb-r7,0.91358,true,false,1
kicks4kittens,0,false,false,1
totaldowner,1,false,false,1
wchen-r7,0.92381,true,false,0
wchen-r7,0.923567,true,false,1
rbsec,1,false,false,1
Meatballs1,0.894118,true,false,1
todb-r7,0.913043,true,true,1
Meatballs1,0.892857,true,false,1
totaldowner,0,false,false,1
Meatballs1,0.891566,true,true,1
morisson,1,false,false,1
sgabe,0,false,false,1
Meatballs1,0.890244,true,false,1
mwulftange,1,false,false,1
jvazquez-r7,0.967836,true,true,1
todb-r7,0.9125,true,false,1
wvu-r7,875,true,false,1
bcoles,0.916667,false,false,1
OJ,0.878788,true,false,1
jvennix-r7,0.787234,true,false,1
todb-r7,0.91195,true,true,1
wchen-r7,0.923323,true,false,1
todb-r7,0.911392,true,true,1
wchen-r7,0.923077,true,false,1
jvazquez-r7,0.967742,true,true,1
wchen-r7,0.92283,true,false,1
Mekanismen,1,false,false,1
jvazquez-r7,0.967647,true,true,1
todb-r7,0.910828,true,false,1
todb-r7,0.910256,true,true,1
jvazquez-r7,0.967552,true,true,1
Meatballs1,0.888889,true,false,1
Meatballs1,0.8875,true,false,1
Meatballs1,0.886076,true,false,1
Meatballs1,0.884615,true,false,1
SeawolfRN,0,false,false,1
Meatballs1,0.883117,true,false,1
BorjaMerino,0.7,false,false,1
jvazquez-r7,0.967456,true,true,1
wchen-r7,0.922581,true,false,1
zeknox,0.727273,false,true,1
limhoff-r7,0.962963,false,false,0
zeroSteiner,0.941176,true,false,1
wchen-r7,0.92233,true,false,1
floyd-fuh,0,true,false,1
jvazquez-r7,0.967359,true,true,1
trustedsec,1,true,true,1
Meatballs1,0.881579,true,false,1
wchen-r7,0.922078,true,false,1
wchen-r7,0.921824,true,false,1
zeroSteiner,1,true,false,0
jvennix-r7,0.782609,true,false,1
jvazquez-r7,0.967262,true,true,1
todb-r7,0.909677,true,false,1
todb-r7,0.909091,true,false,1
rcvalle,0.8,false,false,1
rcvalle,0.75,false,false,1
Mekanismen,1,false,false,1
russell,1,true,false,1
russell,0,true,false,1
jvennix-r7,0.777778,true,false,1
Meatballs1,0.88,true,false,1
jiuweigui,1,false,false,1
OJ,875,true,false,1
OJ,0.870968,true,false,1
jvennix-r7,0.772727,true,false,1
jvennix-r7,0.767442,true,false,1
jvennix-r7,0.761905,true,false,1
jvennix-r7,0.780488,true,false,0
jvazquez-r7,0.967164,true,true,1
wchen-r7,0.921569,true,false,1
OJ,0.866667,true,false,1
jvazquez-r7,0.967066,true,true,1
todb-r7,0.908497,true,false,1
wchen-r7,0.921311,true,false,1
wvu-r7,0.869565,true,false,1
wchen-r7,0.921053,true,false,1
denandz,0,false,false,1
OJ,0.862069,true,false,1
OJ,0.857143,true,false,1
wchen-r7,0.920792,true,false,1
BorjaMerino,0.666667,false,false,1
wchen-r7,0.92053,true,false,1
todb-r7,0.914474,true,false,0
rcnunez,0,false,false,1
claudijd,1,false,true,1
todb-r7,0.913907,true,false,1
jvennix-r7,0.8,true,false,0
yehualiu,0,true,false,1
Mekanismen,0,false,false,1
jvazquez-r7,0.966967,true,true,1
disenchant,0,false,false,1
jvazquez-r7,0.966867,true,true,1
OJ,0.851852,true,false,1
wchen-r7,0.920266,true,false,1
jjarmoc,1,false,false,1
peto01,1,false,false,1
jvazquez-r7,0.966767,true,false,1
jvazquez-r7,0.966667,true,false,1
OJ,0.846154,true,false,1
juushya,0.7,false,false,1
wvu-r7,0.863636,true,false,1
OJ,0.84,true,false,1
wchen-r7,0.923333,true,false,0
OJ,875,true,false,0
wchen-r7,0.923077,true,false,1
todb-r7,0.913333,true,false,1
todb-r7,0.912752,true,true,1
jvazquez-r7,0.966565,true,false,1
F1gure8,0,false,false,0
wvu-r7,0.857143,true,false,1
OJ,0.869565,true,false,1
todb-r7,0.912162,true,false,1
OJ,0.909091,true,false,0
wchen-r7,0.922819,true,false,1
Meatballs1,0.878378,true,false,1
wchen-r7,0.922559,true,false,1
bcoles,0.913043,false,false,1
mcantoni,0,false,false,1
mcantoni,0,false,false,0
wchen-r7,0.922297,true,false,1
todb-r7,0.911565,true,false,1
jvazquez-r7,0.966463,true,true,1
todb-r7,0.910959,true,false,1
JonValt,0,false,false,1
todb-r7,0.910345,true,false,1
OJ,0.904762,true,false,1
OJ,0.9,true,false,1
jvazquez-r7,0.966361,true,false,1
juushya,0.666667,false,false,1
todb-r7,0.909722,true,false,1
wvu-r7,0.85,true,false,1
corelanc0d3r,0.533333,false,false,1
jvennix-r7,0.794872,true,false,1
wvu-r7,0.842105,true,false,1
wvu-r7,0.833333,true,false,1
JonValt,0,false,false,0
wvu-r7,0.823529,true,false,1
Meatballs1,0.876712,true,false,1
Meatballs1,875,true,false,1
Meatballs1,0.873239,true,false,1
jvazquez-r7,0.966258,true,true,1
agix,0.666667,true,false,1
todb-r7,0.916084,true,false,0
Meatballs1,0.871429,true,false,1
jvazquez-r7,0.966154,true,false,1
Bruk0ut,0,false,false,0
jvazquez-r7,0.966049,true,true,1
todb-r7,0.915493,true,false,1
pnegry,1,false,false,1
pnegry,1,false,false,1
pnegry,0,false,false,1
jvennix-r7,0.789474,true,false,1
sempervictus,0.373333,false,false,1
jvazquez-r7,0.965944,true,false,1
jvazquez-r7,0.965839,true,true,1
ChrisJohnRiley,0.826087,false,false,1
wvu-r7,0.8125,true,false,1
OJ,0.894737,true,false,1
OJ,0.888889,true,false,1
todb-r7,0.914894,true,true,1
jvennix-r7,0.783784,true,false,1
todb-r7,0.914286,true,false,1
wchen-r7,0.922034,true,false,1
peto01,1,false,false,1
jvazquez-r7,0.965732,true,true,1
OJ,0.882353,true,false,1
peto01,1,false,false,1
peto01,1,false,false,1
peto01,0,false,false,1
jduck,0.95,false,false,0
todb-r7,0.913669,true,true,1
wchen-r7,0.921769,true,false,1
FireFart,0.722222,false,false,1
todb-r7,0.92029,true,false,0
todb-r7,0.919708,true,true,1
wchen-r7,0.924915,true,false,0
wvu-r7,0.8,true,false,1
0pc0deFR,0,false,false,0
wvu-r7,0.785714,true,false,1
todb,0.333333,false,false,1
jhonnyboy,0,false,false,1
FireFart,0.705882,false,false,1
jvazquez-r7,0.965625,true,false,1
Meatballs1,0.869565,true,true,1
mubix,0.792453,false,false,1
wchen-r7,0.924658,true,false,1
OJ,875,true,false,1
hmoore-r7,0.948718,true,false,1
todb-r7,0.919118,true,false,1
todb-r7,0.925926,true,false,0
scriptjunkie,0.84375,true,true,1
jlee-r7,0.960317,true,false,1
wvu-r7,0.769231,true,false,1
bturner-r7,0.894737,true,false,1
todb-r7,0.925373,true,false,1
OJ,0.866667,true,false,1
OJ,0.857143,true,false,1
jvazquez-r7,0.965517,true,false,1
jvazquez-r7,0.965409,true,false,1
OJ,0.923077,true,false,0
bturner-r7,0.888889,true,false,1
wvu-r7,0.75,true,false,1
todb-r7,0.924812,true,false,1
todb-r7,0.924242,true,false,1
jvennix-r7,0.777778,true,false,1
todb-r7,0.923664,true,false,1
OJ,0.916667,true,false,1
bcoles,0.909091,false,false,1
OJ,0.909091,true,false,1
wvu-r7,0.727273,true,false,1
wvu-r7,0.7,true,false,1
todb-r7,0.923077,true,false,1
wvu-r7,0.666667,true,false,1
b00stfr3ak,1,false,false,1
jvazquez-r7,0.9653,true,false,1
jvazquez-r7,0.96519,true,true,1
b00stfr3ak,1,false,false,1
jvazquez-r7,0.965079,true,false,1
jvazquez-r7,0.964968,true,true,1
jvazquez-r7,0.964856,true,true,1
wchen-r7,0.924399,true,false,1
Meatballs1,0.867647,true,true,1
jvazquez-r7,0.964744,true,true,1
todb-r7,0.922481,true,true,1
todb-r7,0.929688,true,false,0
ethicalhack3r,1,false,false,1
bcoles,0.904762,false,false,1
jvazquez-r7,0.96463,true,true,1
jvazquez-r7,0.964516,true,true,1
averagesecurityguy,0.909091,false,false,1
h0ng10,0.888889,false,false,1
booboule,1,false,false,1
mubix,0.788462,false,true,1
wvu-r7,625,true,false,1
todb-r7,0.929134,true,false,1
mubix,0.784314,false,true,1
jvazquez-r7,0.964401,true,true,1
wvu-r7,0.714286,true,false,0
wvu-r7,0.666667,true,false,1
jvazquez-r7,0.964286,true,true,1
todb-r7,0.928571,true,true,1
Meatballs1,0.865672,true,false,1
todb-r7,928,true,false,1
OJ,0.9,true,false,1
OJ,1,true,false,0
jvazquez-r7,0.964169,true,true,1
b00stfr3ak,1,false,false,1
jvazquez-r7,0.964052,true,true,1
FiloSottile,0,false,false,0
titanous,0,true,false,1
Kentsson,0,false,false,1
jvazquez-r7,0.963934,true,false,1
wchen-r7,0.924138,true,false,1
Meatballs1,0.863636,true,true,1
OJ,1,true,false,1
jvazquez-r7,0.963816,true,true,1
wvu-r7,0.6,true,false,1
MrXors,1,false,false,1
jvazquez-r7,0.963696,true,true,1
jlee-r7,0.96,true,true,1
todb-r7,0.927419,true,true,1
ddouhine,0.25,false,false,1
'7,3696E+069',0,false,false,1
bcoles,0.9,false,false,1
mubix,0.78,false,false,1
todb-r7,0.926829,true,true,1
jlee-r7,0.959677,true,true,1
ddouhine,0.333333,false,false,0
wchen-r7,0.923875,true,false,1
wchen-r7,0.923611,true,false,1
todb-r7,0.92623,true,false,1
todb-r7,0.92562,true,true,1
jvazquez-r7,0.963576,true,false,1
todb-r7,925,true,false,1
todb-r7,0.92437,true,false,1
wchen-r7,0.923345,true,false,1
jvennix-r7,0.771429,true,false,1
wchen-r7,0.923077,true,false,1
wchen-r7,0.922807,true,false,1
3v0lver,0,false,false,1
jvazquez-r7,0.963455,true,true,1
jlee-r7,0.95935,true,false,1
jvennix-r7,0.764706,true,false,1
jvennix-r7,0.757576,true,false,1
Meatballs1,0.876923,true,false,0
Meatballs1,875,true,false,1
wchen-r7,0.922535,true,false,1
darknight007,1,false,false,1
jvennix-r7,0.75,true,false,1
todb-r7,0.923729,true,false,1
zeroSteiner,1,true,false,1
jlee-r7,0.959016,true,false,1
todb-r7,0.923077,true,false,1
MrXors,0,false,false,1
bcoles,0.894737,false,false,1
jvazquez-r7,0.963333,true,true,1
g0tmi1k,0.761905,false,false,1
OJ,1,true,false,1
trustedsec,1,true,true,1
todb-r7,0.922414,true,false,1
trustedsec,1,true,true,1
jvazquez-r7,0.963211,true,false,1
jvazquez-r7,0.963087,true,false,1
jvazquez-r7,0.962963,true,false,1
todb-r7,0.921739,true,false,1
Winterspite,0,false,false,1
OJ,1,true,false,1
mwulftange,1,false,false,1
wchen-r7,0.922261,true,false,1
todb-r7,0.921053,true,true,1
dmaloney-r7,0.833333,true,true,1
g0tmi1k,0.75,false,false,1
zeroSteiner,1,true,false,1
wchen-r7,0.921986,true,false,1
mubix,0.77551,false,true,1
jvennix-r7,0.741935,true,false,1
todb-r7,0.920354,true,false,1
todb-r7,0.919643,true,true,1
jvennix-r7,0.733333,true,false,1
jvazquez-r7,0.962838,true,false,1
jvennix-r7,0.758621,true,false,0
zeroSteiner,1,true,false,1
jharms,0,false,false,0
jharms,0,false,false,0
jvennix-r7,0.75,true,false,1
pyoor,1,false,false,1
trustedsec,0,true,true,1
bcoles,0.888889,false,false,1
Meatballs1,0.873016,true,true,1
wchen-r7,0.921708,true,false,1
jlee-r7,0.958678,true,false,1
ZeroChaos,1,false,false,1
jlee-r7,0.958333,true,false,1
jvazquez-r7,0.962712,true,false,1
nullbind,0.4,false,false,0
brandonprry,0.5625,false,false,1
xistence,1,true,false,1
jvazquez-r7,0.962585,true,true,1
OJ,1,true,false,1
nullbind,0.444444,false,false,0
b00stfr3ak,0,false,false,1
juushya,625,false,false,1
todb-r7,0.918919,true,false,1
zeroSteiner,1,true,false,1
jvazquez-r7,0.962457,true,true,1
jvazquez-r7,0.962329,true,true,1
jvazquez-r7,0.962199,true,false,1
wchen-r7,0.921429,true,false,1
OJ,1,true,false,1
wchen-r7,0.921147,true,false,1
jvazquez-r7,0.962069,true,true,1
todb-r7,0.918182,true,false,1
jvazquez-r7,0.961938,true,true,1
OJ,1,true,false,1
wchen-r7,0.920863,true,false,1
todb-r7,0.917431,true,true,1
todb-r7,0.916667,true,false,1
todb-r7,0.915888,true,true,1
darknight007,1,false,false,1
wchen-r7,0.920578,true,false,1
Meatballs1,0.870968,true,false,1
TsCl,0,false,false,0
jwpari,1,false,false,0
todb-r7,0.915094,true,false,1
Meatballs1,0.868852,true,true,1
jduck,1,false,false,0
jduck,1,false,false,1
OJ,1,true,false,1
todb-r7,0.914286,true,false,1
Meatballs1,0.866667,true,true,1
FireFart,0.75,false,false,0
todb-r7,0.913462,true,false,1
TecR0c,0,false,false,1
FireFart,0.733333,false,false,1
FireFart,0.714286,false,false,1
jvazquez-r7,0.961806,true,false,1
jvazquez-r7,0.961672,true,false,1
Meatballs1,0.864407,true,false,1
todb-r7,0.912621,true,false,1
jvazquez-r7,0.961538,true,false,1
Meatballs1,0.862069,true,false,1
OJ,1,true,false,1
jlee-r7,0.957983,true,false,1
mwulftange,1,false,false,1
todb-r7,0.911765,true,false,1
bonsaiviking,0.555556,false,false,0
xistence,1,false,false,1
jvazquez-r7,0.961404,true,true,1
darknight007,1,false,false,1
mandreko,0.9,false,false,1
OJ,0,true,false,1
Meatballs1,0.859649,true,true,1
jvazquez-r7,0.961268,true,true,1
Meatballs1,0.857143,true,true,1
wchen-r7,0.92029,true,false,1
jvazquez-r7,0.961131,true,true,1
wchen-r7,0.923636,true,false,0
alexiacole,0,false,false,1
jvennix-r7,0.740741,true,false,1
Meatballs1,0.854545,true,false,1
SteveJM,0,false,false,0
todb-r7,0.910891,true,false,1
todb-r7,0.91,true,false,1
todb-r7,0.909091,true,false,1
jvazquez-r7,0.960993,true,true,1
jvazquez-r7,0.960854,true,true,1
jvazquez-r7,0.960714,true,true,1
dummys,0,false,false,1
jlee-r7,0.957627,true,false,1
jvazquez-r7,0.964158,true,false,0
jlee-r7,0.957265,true,true,1
jamcut,0,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,1,false,false,1
xistence,0,false,false,1
jlee-r7,0.956897,true,false,1
jvennix-r7,0.730769,true,false,1
mubix,0.791667,false,true,0
todb-r7,0.908163,true,true,1
jlee-r7,0.956522,true,false,1
rwincey,0,false,false,1
todb-r7,0.907216,true,false,1
jvazquez-r7,0.964029,true,false,1
nanotechz9l,0,false,false,1
jvazquez-r7,0.963899,true,true,1
jvazquez-r7,0.963768,true,true,1
jvazquez-r7,0.963636,true,true,1
jvazquez-r7,0.963504,true,true,1
todb-r7,0.90625,true,false,1
todb-r7,0.905263,true,true,1
wchen-r7,0.923358,true,false,1
jvazquez-r7,0.96337,true,false,1
todb-r7,0.904255,true,false,1
hmoore-r7,0.947368,true,true,1
jvennix-r7,0.72,true,false,1
todb-r7,0.903226,true,false,1
wchen-r7,0.923077,true,false,1
MosDefAssassin,0,false,false,1
jlee-r7,0.95614,true,false,1
jvennix-r7,0.75,true,false,0
tyll,0,false,false,1
jvazquez-r7,0.963235,true,true,1
geyslan,0,false,false,1
zeroSteiner,1,false,false,1
sgaudet,1,false,false,1
jvazquez-r7,0.9631,true,false,1
jvazquez-r7,0.962963,true,true,1
jvazquez-r7,0.962825,true,true,1
jvazquez-r7,0.962687,true,true,1
hmoore-r7,0.945946,true,true,1
jlee-r7,0.955752,true,false,1
todb-r7,0.902174,true,false,1
jvazquez-r7,0.962547,true,false,1
mwulftange,1,false,false,1
ddouhine,0.5,false,false,0
wchen-r7,0.922794,true,false,1
jvazquez-r7,0.962406,true,true,1
bturner-r7,0.882353,true,false,1
tkrpata,0,false,false,1
Meatballs1,0.851852,true,true,1
jvazquez-r7,0.962264,true,false,1
todb-r7,0.901099,true,true,1
todb-r7,0.9,true,false,1
kaospunk,1,false,false,1
jgor,0.75,false,false,1
jvazquez-r7,0.962121,true,true,1
ringt,0.666667,false,false,1
jlee-r7,0.955357,true,false,1
todb-r7,0.898876,true,false,1
jvazquez-r7,0.961977,true,false,1
todb-r7,0.897727,true,false,1
juushya,0.571429,true,false,1
Meatballs1,0.849057,true,true,1
Meatballs1,0.865385,true,false,0
timwr,0.5,false,false,0
jvazquez-r7,0.961832,true,false,1
wchen-r7,0.922509,true,false,1
wchen-r7,0.922222,true,false,1
wchen-r7,0.921933,true,false,1
wchen-r7,0.925373,true,false,0
wchen-r7,0.928839,true,false,0
zeroSteiner,1,false,false,1
wchen-r7,0.928571,true,false,1
shellster,1,false,false,1
Meatballs1,0.882353,true,false,0
jvazquez-r7,0.961686,true,true,1
jlee-r7,0.954955,true,false,1
