@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,28,34,36,38,44,45,49,53'

@attribute forward_links {false,true}
@attribute test_lines_per_kloc numeric
@attribute workload numeric
@attribute requester {SuperTux88,cmrd-senya,svbergerem,denschub,Flaburgan,k0kubun,Faldrian,celber,visualsayed,korun,dmorley,theworldbright,Fensterbank,manuelVo,fiedl,jhass,Thor77,balasankarc,kas70,ujdhesa,avikpal,atulonruby,stragu,apsc92,Zauberstuhl,AugierLe42e,sarithats,tamatsyk,lstoll,marienfressinaud,jaywink,SansPseudoFix,axilleas,jpope777,pravi,Darael,sjain1107,Raven24,zaziemo,johand,AntonTkachov,morashid92,mikicaivosevic,RichKavanagh,yithian,giniouxe,Realtin,joebew42,RyDroid,Haidy777,fap-,pablocubico,arlogn,efstrian,strivedi183,teslasmoustache,ita1024,margori,goobertron,mrbrdo,artoartnik,szlend,zachrab,desyncr,MothOnMars,lislis,sam09,S-Ercan,aka001,WebDevFromScratch,fscz,salbertson,dimaursu,gdpelican,maliktunga,SWW13,aykevl93,jonsger,collimarco,flamontagne,ThomasLeister,joshk,Gallaecio,DharmaCommunity,JesseWeinstein,RoseTheFlower,hferee,Reifenpilot24de,zikalify,StefOfficiel,MarcBurt,roymckenzie,goofy-bz,taro-k,18augst,deepy,polsVoice,theatre-x,max258,jaideng123,remcohh,khall,lyzellis,dan-mi-sun,damzcodes,blase,MrFrety,rundkorn,theutahkate,blackwarthog,mmn,kpcyrd,hpetru,maxwell,wiegelmann,Chocobozzz,taratatach,jbelanich,MrZYX,Ruxton,nviennot,santosgabriel,hank789,amyilake,JannikStreek,rootwyrm,ilake,mehmetaergun,olorin,abhineet08,hincupetru,MatrixCrawler,seanbrant,onpon4,dash-rai,geirkairam,bronislav,rsofaer,qmaruf,ivanzotov,fabianrbz,ZBarg,zapiens,PallaviTS,marciol,rezapaya,pkallberg,manwithtwowatches,nitinsurfs,RoonyH,AraanBranco,alisoncassidy,0TWAIN0,ssrihari,redrik,movilla,WebSpider,marekjm,fubik,emilceh,gilhyun,manuels,colindean,dorman,rogerbraun,andrewcsmith,oliverbarnes,juliaguar,netom,kvsatya,meitar,L3MNcakes,jguyon,carolinagc,bjozzi,rivendale2010,tsrivishnu,davexunit,dukex,fabianfiorotto,kevivmatrix,juanazam,lnakamura,eloydegen,brauliomartinezlm,diasp,brunomachado,embs,wenzowski,marceloeloelo,workwareusa,marpo60,pestrada,jishnu7,afrerich,mtparet,prellele,somethree,alininja,DeadSuperHero,divout,fhsdi2,malavbhavsar,tubbo,archSeer,marco-gallardo,YaNoo,yurkobb,liamn,davecocoa,PatBarret,bobbywilson0,rschaden,EJW1,grimreaper,grzuy,simonsmiley,mklew,hfase01,devendram,gutobenn,billyoc,jeremyjh,alimony,dotkrnl,flipkick,fermionic,sfawaz,Goutte,kikuchiyo,L2G,brynary,justindthomas,Rawk,stevenh512,wubwubwubcr3w,zscott,ChaosCoder,kostasnw,nsdevaraj,caarlos0,fechterjm,clavisound,OhaiBBQ,agconnor,panckreous,pubis,tsujigiri,ktkaushik,xray7224,m4tze,christophe-de,denniscollective,vcuculo,shavit,s-f-s,ChFernandez,jbivins,pixelistik,gandaro,beardedninja,Carabas,JMSilla,prathamesh-sonpatki,stefi,Pistos,rekado,stwf,nolith,Stultus2,Yajo,sailing,fred,robhogg,gouthamvel,torrancew,arions,CodeBlock,judytuna,ChaseReid,memarko,futurechimp,vanhalt,one-dash,DusanM97,laserlemon,aabril,tmlee,geckoxx,kaleemullah,aboire,michaelklishin,carzil,groovehunter,kapcom01,jperyl,21echoes,mrtee,Robsteranium,Gonzih,buddhamagnet,walternelson,doot0,svoop,bagilevi,halfd,firefly21,spieker,wcs,Flink,bdjnk,gladiac,uiri,johnedmonds,sofian,Flashinator,alda519,jtimberman,NaleagDeco,robin-drexler,cparker15,everplays,untitaker,brianwisti,andrejpodzimek,lksnyder0,leonardolaporte,ticho,isaacsanders,galaxor,anassahmed,ajft,jancborchardt,disconn3ct,mblog,gvx,protowouter,drummondj,shawnwebs,ndee,cyberkov,paddyez,vidkun,nannubest,yolk,rtznprmpftl,imw,anishsheela,jerinphilip,Dorian,arzumy,jamiew,NPerry,ritchiewilson,adonix,evant,williamtheaker,jrichardlai,kiranh,mnutt,siefca,brandonkernell,ramiromagalhaes,benoit934,dangold1138,soukron,raid5,lfortin,jairodiaz,berkes,frank-r-schmidt,lusum,Pasta,joedavis,TomK32,nickvdb,flah00,utkarshkukreti,rajesh672,oacis,pupeno,themasch,sentientwaffle,iurikothe,digination,jish,masterdot,adedommelin,Hexagon,Vanuan,blackxored,silviorelli,antimatter15,rtxanson,yarons,jandom,jdeisenberg,alepane21,mattbaker,danieleds,robotarmy,robustdj,rnevitt,michiwend,ecleel,onewland,ultrasaurus,jwinky,ggilder,rmaskey,maelsoucaze,theBernd,tristil,archi,UserAd,bigbash,binarycleric,tenaciousflea,leamas,patcito,Crimer,sgayda2,Stigjb,jeffrydegrande,koo5,jbhannah,kashif,minilibra,maco,duke-,guilleiguaran,yuvadm,drt24,bastos,sarahmei,sennewood,D4nte,cirnatdan,diogenes,michael-k,mousey,apardo,adelcasse,CAFxX,tkrehbiel,Setheck,Chiggins,mastooo,cmelbye,spack,moziz,brinchj,manveru,pedrosilva,CodeBleu,stefanotravelli,arielo,mishudark,danillos,sloser,7h0ma5,ubikuity,sirmacik,kyber,Otacon,Darkmagister,madmaze,MrBison,zturtleman,halfdan,voxdolo,tdpsk,nh2,ebruning,donpdonp,rwaldron,gosuri,steveklabnik,5v3n,sterops,zeph,ccoenen,soychicka,felgru,fbrubacher,cryptix,hemanth,jarinudom,hbons,jcdyer,ashcrow,dlo}
@attribute requester_succ_rate numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_pr_comments numeric
@attribute status {0,1}

@data
false,1143.133962,78,lstoll,0,false,false,0,1
false,1143.263144,78,cmrd-senya,0.222222,false,false,1,1
false,1143.263144,77,cmrd-senya,0.25,false,false,0,0
false,1143.263144,77,svbergerem,0.927835,false,false,109,1
false,1143.263144,77,svbergerem,0.927586,true,true,107,1
false,1142.137227,81,marienfressinaud,0.333333,false,false,3,1
false,1142.137227,77,svbergerem,0.927336,false,false,104,1
false,1142.137227,79,Zauberstuhl,0.807692,false,false,4,0
false,1142.137227,78,Zauberstuhl,0.8,true,true,4,1
false,1142.432467,78,svbergerem,0.927083,true,true,103,1
false,1142.432467,100,marienfressinaud,1,false,false,0,0
false,1142.432467,100,Flaburgan,0.842105,false,true,11,1
false,1142.432467,76,svbergerem,0.926829,false,false,102,1
false,1142.432467,75,svbergerem,0.926573,false,false,102,1
false,1142.284828,76,svbergerem,0.926316,false,false,104,1
false,1142.284828,76,svbergerem,0.926056,true,true,103,1
false,1142.284828,75,svbergerem,0.925795,false,false,104,1
false,1142.284828,100,jaywink,0.854167,false,false,21,1
false,1142.284828,74,svbergerem,0.925532,false,false,104,1
false,1142.284828,74,svbergerem,0.925267,false,false,104,1
false,1142.017187,77,svbergerem,925,false,false,104,1
false,1141.176471,78,Zauberstuhl,0.791667,false,false,4,1
false,1141.324024,80,Faldrian,0.782609,false,false,3,1
false,1141.324024,79,svbergerem,0.924731,false,false,104,1
false,1141.324024,79,svbergerem,0.92446,true,true,98,1
false,1141.324024,77,svbergerem,0.924188,true,true,98,1
false,1141.324024,77,svbergerem,0.923913,true,true,96,1
false,1141.324024,77,svbergerem,0.923636,true,true,96,1
false,1141.324024,78,Faldrian,0.772727,false,true,2,1
false,1141.324024,76,svbergerem,0.923358,true,true,96,1
false,1141.324024,76,Faldrian,0.761905,false,false,2,1
false,1141.332471,80,AugierLe42e,0.65,false,false,69,1
false,1141.332471,76,AugierLe42e,0.644068,false,false,69,1
false,1141.332471,90,AugierLe42e,0.637931,false,false,68,1
false,1141.332471,103,SansPseudoFix,0.818182,false,false,2,0
false,1141.332471,76,Zauberstuhl,0.782609,false,false,2,1
false,1141.332471,75,Flaburgan,0.840426,false,true,11,1
false,1141.332471,74,svbergerem,0.923077,true,true,95,1
false,1141.923376,76,svbergerem,0.922794,false,false,95,1
false,1141.923376,76,svbergerem,0.922509,true,true,96,1
false,1141.923376,76,svbergerem,0.922222,true,true,97,1
false,1141.923376,75,svbergerem,0.921933,true,true,95,1
false,1141.923376,76,svbergerem,0.921642,true,true,95,1
false,1141.488053,81,AugierLe42e,0.631579,false,false,65,1
false,1141.488053,77,AugierLe42e,0.642857,false,false,65,0
false,1141.561974,78,axilleas,0.666667,false,false,0,1
false,1141.561974,77,SuperTux88,0.944444,false,false,3,1
true,1141.561974,80,cmrd-senya,0.333333,false,false,22,0
false,1141.561974,77,SansPseudoFix,0.809524,false,false,5,1
false,1141.561974,76,svbergerem,0.921348,false,false,103,1
true,1139.183938,108,jpope777,0,false,false,0,0
false,1139.183938,78,svbergerem,0.921053,false,false,107,1
false,1139.183938,77,svbergerem,0.920755,false,false,107,1
false,1136.649181,77,svbergerem,0.920455,true,true,107,1
false,1141.561974,90,AugierLe42e,0.636364,false,false,52,1
true,1136.649181,104,AugierLe42e,0.62963,false,false,52,1
true,1136.649181,88,pravi,1,false,false,0,1
false,1130.696921,84,jhass,0.847458,true,true,297,1
false,1130.696921,77,Zauberstuhl,0.772727,false,false,2,1
false,1130.696921,77,Darael,0,false,false,0,1
false,1130.696921,75,sjain1107,0.2,false,false,0,0
false,1130.696921,78,AugierLe42e,0.622642,false,false,52,1
false,1130.696921,87,AugierLe42e,0.634615,false,false,52,0
false,1130.696921,72,Zauberstuhl,0.8,false,false,0,1
false,1130.696921,84,Zauberstuhl,0.789474,false,false,0,1
true,1130.843545,89,theworldbright,0.470588,false,false,45,0
false,1135.022234,71,svbergerem,0.920152,true,true,98,1
false,1129.66933,72,jaywink,0.851064,false,false,24,1
false,1130.403692,72,jhass,0.844828,false,false,341,1
false,1130.99187,75,svbergerem,0.919847,false,false,89,1
false,1136.1705,77,jhass,0.842105,false,false,345,1
false,1131.116606,77,jhass,0.857143,false,false,345,0
false,1131.116606,77,SansPseudoFix,0.85,false,false,3,0
false,1131.116606,77,svbergerem,0.91954,true,true,87,1
false,1131.116606,76,AugierLe42e,0.647059,false,false,68,0
false,1131.116606,76,svbergerem,0.919231,false,false,91,1
false,1131.116606,76,AugierLe42e,0.64,false,false,71,1
false,1129.66933,74,Raven24,0.907407,true,true,6,1
false,1131.116606,75,AugierLe42e,0.632653,false,false,71,1
false,1130.696921,87,zaziemo,1,false,false,10,0
false,1139.547235,79,Faldrian,0.75,false,false,2,1
false,1136.707152,79,denschub,1,false,false,8,1
false,1139.547235,77,jhass,0.854545,true,true,346,1
false,1139.547235,107,Flaburgan,0.83871,false,false,26,1
false,1139.547235,87,Flaburgan,0.836957,false,true,22,1
false,1136.707152,75,johand,1,false,false,0,1
false,1141.01456,77,svbergerem,0.918919,true,true,73,1
false,1141.01456,77,jhass,0.87037,false,false,349,0
false,1141.090426,79,svbergerem,0.918605,false,false,73,1
false,1141.090426,80,Zauberstuhl,0.777778,false,false,0,1
false,1138.271271,80,Zauberstuhl,0.823529,false,false,0,0
false,1130.696921,93,AugierLe42e,625,false,false,62,1
false,1139.547235,85,svbergerem,0.918288,false,false,70,1
false,1143.58097,84,Zauberstuhl,0.8125,false,false,0,1
false,1140.831884,84,Zauberstuhl,0.8,false,false,0,1
false,1143.58097,83,Zauberstuhl,0.785714,false,false,0,1
false,1143.58097,88,AugierLe42e,0.617021,false,false,59,1
false,1143.58097,97,AugierLe42e,0.608696,false,false,59,1
false,1143.58097,84,AugierLe42e,0.6,false,false,59,1
false,1143.58097,83,AntonTkachov,0,false,false,0,0
false,1143.58097,83,AugierLe42e,0.590909,false,false,59,1
false,1143.58097,82,theworldbright,0.4375,false,false,42,1
false,1144.258625,84,SuperTux88,0.943396,false,false,6,1
false,1144.258625,82,AugierLe42e,0.581395,false,false,54,1
false,1146.674584,91,theworldbright,0.466667,false,false,36,0
false,1146.674584,78,theworldbright,0.428571,false,false,36,1
false,1146.674584,77,jaywink,0.847826,true,true,19,1
false,1146.674584,81,AugierLe42e,0.571429,false,false,54,1
false,1146.674584,81,AugierLe42e,0.560976,false,false,54,1
false,1146.222369,77,AntonTkachov,0,false,false,0,0
true,1146.222369,90,cmrd-senya,0.5,false,false,22,0
false,1146.674584,82,svbergerem,0.917969,true,true,61,1
true,1145.919916,78,AntonTkachov,0,false,false,0,0
false,1146.222369,76,AugierLe42e,0.55,false,false,51,1
false,1146.222369,84,Raven24,0.906542,true,true,0,1
false,1145.919916,74,AntonTkachov,0,false,false,0,0
false,1145.919916,76,svbergerem,0.917647,false,false,61,1
false,1145.562521,88,AugierLe42e,0.538462,false,false,49,1
false,1145.919916,73,AugierLe42e,0.526316,false,false,49,1
false,1149.788192,72,theworldbright,0.384615,false,false,33,1
false,1149.788192,83,svbergerem,0.917323,false,false,61,1
false,1149.788192,72,svbergerem,0.916996,true,true,61,1
false,1149.788192,85,Zauberstuhl,0.769231,false,false,0,1
false,1149.788192,70,svbergerem,0.916667,true,true,61,1
false,1149.788192,73,theworldbright,0.333333,false,false,33,1
false,1149.788192,71,theworldbright,0.272727,false,false,33,1
false,1149.788192,73,svbergerem,0.916335,false,false,61,1
false,1151.617608,76,morashid92,0,false,false,0,0
false,1151.617608,74,svbergerem,0.919679,false,false,56,1
false,1151.617608,74,svbergerem,0.919355,true,true,56,1
false,1151.617608,75,svbergerem,0.923077,false,false,56,0
false,1151.617608,75,svbergerem,0.922764,true,true,55,1
false,1151.617608,81,mikicaivosevic,0.5,false,false,1,1
true,1151.312301,75,mikicaivosevic,1,false,false,0,0
false,1151.312301,73,mikicaivosevic,0,false,false,0,1
false,1151.312301,73,cmrd-senya,0.666667,false,false,22,0
false,1151.617608,87,zaziemo,1,false,false,3,1
false,1151.617608,74,jhass,0.867925,false,false,257,1
false,1151.312301,71,SansPseudoFix,0.842105,false,false,3,1
false,1150.156136,90,johand,1,false,false,0,1
false,1143.780829,75,svbergerem,0.922449,true,false,53,1
false,1143.714171,76,AugierLe42e,0.513514,false,false,45,1
false,1143.714171,76,AugierLe42e,0.5,false,false,45,1
false,1151.617608,80,AugierLe42e,0.485714,false,false,45,1
false,1143.714171,75,AugierLe42e,0.5,false,false,45,0
false,1143.714171,73,svbergerem,0.922131,false,false,53,1
false,1147.685872,77,svbergerem,0.921811,true,true,53,1
false,1145.864256,75,jhass,0.884615,false,false,254,0
true,1145.864256,74,svbergerem,0.921488,true,true,53,1
false,1145.864256,74,svbergerem,0.921162,true,true,53,1
false,1145.864256,74,cmrd-senya,0.5,false,false,22,1
false,1151.617608,77,Flaburgan,0.835165,false,true,18,1
false,1145.864256,70,svbergerem,0.920833,true,true,53,1
false,1145.864256,73,Flaburgan,0.842697,true,false,18,1
false,1145.864256,70,svbergerem,0.920502,true,true,53,1
false,1145.864256,70,svbergerem,0.920168,true,true,53,1
false,1145.864256,68,svbergerem,0.919831,true,true,53,1
false,1145.864256,69,svbergerem,0.919492,false,false,53,1
false,1141.354285,70,svbergerem,0.919149,true,true,53,1
false,1141.354285,69,svbergerem,0.918803,false,false,53,1
false,1141.354285,76,morashid92,0,false,false,0,0
false,1141.354285,70,svbergerem,0.918455,true,true,53,1
false,1141.354285,70,svbergerem,0.918103,true,true,52,1
false,1140.668709,70,svbergerem,0.917749,true,true,52,1
false,1140.668709,72,korun,0,false,false,0,0
false,1140.668709,71,korun,0,false,false,0,0
false,1140.668709,71,morashid92,0,false,false,0,0
false,1140.668709,70,svbergerem,0.917391,false,false,52,1
false,1143.780829,74,theworldbright,0.2,false,false,28,1
false,1140.668709,77,jaywink,0.844444,false,false,6,1
false,1140.668709,71,RichKavanagh,0.333333,false,false,0,1
false,1140.668709,70,RichKavanagh,0.4,false,false,0,0
false,1140.668709,70,svbergerem,0.917031,true,true,52,1
false,1140.602105,69,denschub,1,false,false,5,1
false,1143.93233,71,AugierLe42e,0.484848,false,false,43,1
false,1143.93233,71,zaziemo,0,false,false,0,1
false,1143.93233,73,Flaburgan,0.840909,true,false,18,1
false,1143.93233,71,SuperTux88,0.942308,true,true,8,1
false,1143.93233,71,yithian,1,false,false,0,1
false,1143.93233,72,RichKavanagh,0.25,false,false,0,1
false,1143.93233,70,RichKavanagh,0.333333,false,false,0,0
true,1143.93233,90,giniouxe,1,false,false,0,0
false,1139.902595,71,Realtin,0,false,false,0,1
false,1139.902595,71,joebew42,0,false,false,0,1
false,1139.97865,71,SuperTux88,0.941176,false,false,8,1
false,1139.97865,74,RyDroid,1,false,false,0,0
false,1139.97865,74,RyDroid,1,false,false,0,1
false,1139.97865,73,RyDroid,1,false,false,0,1
false,1139.97865,72,RyDroid,1,false,false,0,1
false,1139.97865,73,RyDroid,0,false,false,0,1
true,1139.97865,74,Haidy777,0,false,false,0,0
false,1136.860341,70,cmrd-senya,0,false,false,6,1
false,1139.28953,69,SuperTux88,0.94,true,true,5,1
false,1139.28953,67,svbergerem,0.916667,false,false,55,1
false,1139.28953,97,theworldbright,0.25,false,false,5,0
false,1139.28953,65,jhass,0.882353,false,false,160,1
false,1138.529294,67,svbergerem,0.9163,true,true,53,1
false,1138.529294,68,svbergerem,0.915929,true,true,53,1
false,1138.529294,68,svbergerem,0.915556,true,true,53,1
false,1136.421362,70,svbergerem,0.915179,true,true,50,1
false,1136.421362,69,fap-,0,false,false,0,1
false,1136.877299,71,SansPseudoFix,0.833333,false,false,2,1
false,1136.877299,77,Flaburgan,0.83908,true,false,21,1
false,1136.877299,70,Faldrian,0.789474,false,false,0,0
false,1136.877299,71,SansPseudoFix,0.882353,false,false,1,0
false,1136.877299,108,SansPseudoFix,0.9375,false,false,1,0
true,1136.877299,85,pablocubico,0.571429,false,false,1,0
true,1136.877299,86,pablocubico,0.666667,false,false,1,0
true,1136.877299,66,pablocubico,0.6,false,false,1,1
false,1136.877299,65,jhass,0.9,false,false,146,0
false,1136.877299,69,svbergerem,0.914798,true,true,37,1
false,1136.421362,64,svbergerem,0.914414,true,true,38,1
false,1136.497326,65,SuperTux88,0.938776,false,false,5,1
false,1136.497326,67,svbergerem,0.914027,true,true,40,1
false,1136.275623,67,svbergerem,0.913636,true,true,50,1
false,1136.275623,67,Flaburgan,0.837209,true,true,17,1
true,1136.275623,111,AugierLe42e,0.46875,false,false,32,1
true,1136.275623,65,arlogn,1,false,false,0,0
false,1136.275623,63,svbergerem,0.913242,true,true,66,1
false,1136.275623,63,svbergerem,0.912844,false,false,82,1
false,1136.427379,63,SuperTux88,0.958333,false,false,5,0
false,1136.427379,65,Flaburgan,0.835294,false,true,14,1
false,1136.427379,68,Flaburgan,0.833333,false,true,12,1
false,1136.427379,61,svbergerem,0.912442,false,false,81,1
false,1136.427379,66,jhass,0.918367,true,true,152,0
false,1133.14618,61,SuperTux88,0.957447,true,true,5,1
false,1130.539402,63,svbergerem,0.912037,true,true,81,1
false,1130.539402,62,svbergerem,0.911628,true,true,81,1
false,1130.843002,63,SuperTux88,0.977778,false,false,5,1
false,1130.843002,65,svbergerem,0.911215,true,true,81,1
false,1130.843002,65,svbergerem,0.910798,true,true,81,1
false,1130.843002,65,svbergerem,0.910377,true,true,81,1
false,1130.918846,65,svbergerem,0.909953,true,true,81,1
false,1130.918846,65,AugierLe42e,0.451613,false,false,43,1
false,1130.918846,63,SuperTux88,0.977273,false,false,5,1
false,1130.918846,64,SuperTux88,0.976744,true,true,5,1
false,1130.65057,69,theworldbright,0.142857,false,false,5,1
false,1130.65057,62,SuperTux88,0.97619,true,true,5,1
false,1130.65057,61,SuperTux88,0.97561,false,false,5,1
false,1130.65057,65,SuperTux88,975,true,true,5,1
false,1130.65057,62,svbergerem,0.909524,true,true,81,1
false,1130.65057,61,AugierLe42e,0.433333,false,false,43,1
false,1130.802254,62,jhass,0.916667,false,false,146,1
false,1125.818085,62,SuperTux88,0.974359,true,true,5,1
false,1125.818085,65,efstrian,0.5,false,false,2,1
false,1124.933191,73,SuperTux88,0.972973,false,false,5,1
false,1124.933191,72,AugierLe42e,0.481481,false,false,38,0
false,1124.933191,75,svbergerem,0.940299,false,false,77,1
false,1124.933191,72,svbergerem,0.94,false,false,77,1
false,1124.933191,74,jaywink,0.840909,false,false,2,1
false,1124.933191,70,theworldbright,0,false,false,0,1
true,1124.933191,71,jhass,0.934783,false,false,131,0
false,1124.933191,74,SuperTux88,0.972222,true,true,5,1
false,1120.926816,70,SuperTux88,0.971429,true,true,5,1
false,1118.020305,72,svbergerem,0.939698,false,false,77,1
false,1118.020305,71,jhass,0.933333,false,false,102,1
false,1118.020305,71,strivedi183,1,false,false,0,1
false,1118.020305,71,SuperTux88,0.970588,false,false,5,1
false,1118.020305,71,jhass,0.931818,true,true,97,1
true,1118.020305,70,AugierLe42e,0.541667,false,false,18,0
false,1118.614603,72,strivedi183,1,false,false,0,1
false,1118.614603,85,RichKavanagh,0.5,false,false,0,0
false,1118.614603,72,svbergerem,0.939394,false,false,72,1
false,1118.614603,72,SuperTux88,0.969697,true,true,3,1
false,1117.867166,69,denschub,1,false,false,3,1
false,1117.867166,70,SuperTux88,0.96875,true,true,3,1
false,1117.941864,68,SuperTux88,0.967742,true,true,3,1
false,1113.876623,69,SuperTux88,0.966667,true,true,3,1
false,1113.48277,69,SuperTux88,0.965517,false,false,3,1
false,1111.765493,70,jaywink,0.837209,false,false,0,1
false,1111.765493,69,SuperTux88,0.964286,true,true,3,1
false,1111.765493,110,efstrian,1,false,false,0,0
false,1111.765493,68,SuperTux88,0.962963,true,true,3,1
false,1114.301046,71,teslasmoustache,0,false,false,0,0
false,1114.301046,68,SuperTux88,0.961538,false,false,2,1
false,1114.301046,68,SuperTux88,0.96,true,true,2,1
false,1114.301046,68,jhass,0.930233,true,true,103,1
false,1116.27907,69,SuperTux88,0.958333,false,false,2,1
false,1116.27907,69,SuperTux88,0.956522,true,true,2,1
false,1115.754115,70,SuperTux88,0.954545,true,true,2,1
false,1115.754115,70,svbergerem,0.939086,false,false,89,1
false,1115.754115,70,jhass,0.928571,false,false,124,1
false,1115.754115,67,svbergerem,0.938776,false,false,89,1
false,1115.754115,69,SuperTux88,0.952381,true,true,2,1
false,1112.171517,71,SuperTux88,0.95,false,false,2,1
false,1112.171517,71,ita1024,0,false,false,0,0
false,1112.171517,70,SuperTux88,0.947368,false,false,2,1
false,1112.171517,71,SuperTux88,0.944444,true,true,2,1
false,1112.171517,94,margori,0.75,false,false,13,0
false,1112.171517,71,svbergerem,0.938462,true,true,113,1
false,1112.171517,71,jaywink,0.857143,false,false,0,0
false,1112.171517,71,jaywink,0.853659,false,false,0,1
false,1112.171517,65,goobertron,0.928571,false,true,11,1
false,1111.185848,64,denschub,1,false,false,3,1
false,1112.106114,70,svbergerem,0.943005,false,false,115,1
false,1112.106114,70,denschub,1,false,false,3,1
false,1112.106114,68,svbergerem,0.942708,false,false,115,1
false,1112.106114,70,svbergerem,0.942408,false,false,115,1
false,1109.786489,69,jhass,0.926829,false,false,166,1
false,1109.382367,69,denschub,1,true,true,3,1
false,1109.382367,68,svbergerem,0.942105,true,true,115,1
false,1109.382367,69,Raven24,0.90566,true,true,4,1
false,1109.382367,69,RichKavanagh,0,false,false,0,1
false,1108.881557,69,jhass,925,true,true,167,1
false,1108.881557,68,jhass,0.923077,false,false,166,1
true,1108.814221,77,jhass,0.921053,false,false,164,1
false,1111.254237,68,jhass,0.918919,false,false,164,1
false,1114.065354,76,jhass,0.916667,false,false,163,1
false,1114.065354,77,svbergerem,0.941799,true,true,114,1
false,1114.065354,75,svbergerem,0.941489,true,true,114,1
false,1114.065354,74,svbergerem,0.941176,true,true,113,1
false,1114.065354,73,svbergerem,0.94086,true,true,113,1
false,1114.065354,74,svbergerem,0.940541,true,true,113,1
false,1114.065354,71,svbergerem,0.940217,true,true,113,1
false,1114.065354,70,svbergerem,0.939891,true,true,113,1
false,1103.408474,69,pravi,1,false,false,0,1
false,1114.065354,70,Raven24,0.904762,true,true,3,1
false,1110.96844,73,Raven24,0.903846,true,true,3,1
false,1110.96844,74,efstrian,0,false,false,0,1
false,1110.96844,73,mrbrdo,0.666667,false,false,0,0
false,1110.96844,74,mrbrdo,0.5,false,false,0,1
true,1110.96844,109,artoartnik,1,false,false,0,0
true,1110.96844,81,mrbrdo,1,false,false,0,0
false,1110.96844,76,szlend,1,false,false,0,1
false,1110.96844,76,szlend,0,false,false,0,1
false,1110.96844,74,artoartnik,0,false,false,0,1
false,1110.96844,71,mrbrdo,0,false,false,0,1
false,1106.515274,72,SuperTux88,0.941176,true,true,1,1
false,1106.515274,117,zachrab,1,false,false,0,0
false,1106.515274,72,SuperTux88,0.9375,true,true,1,1
false,1106.732459,75,Flaburgan,0.831325,true,false,14,1
false,1106.732459,72,SuperTux88,0.933333,true,true,1,1
false,1106.732459,68,svbergerem,0.93956,true,true,114,1
false,1106.732459,68,svbergerem,0.939227,true,true,114,1
false,1106.732459,68,svbergerem,0.938889,true,true,114,1
false,1103.626239,69,SuperTux88,1,false,false,1,1
false,1106.841359,69,svbergerem,0.938547,true,true,114,1
false,1103.626239,69,SuperTux88,1,false,false,1,1
false,1103.626239,69,SuperTux88,1,false,false,1,1
false,1102.877307,70,SuperTux88,1,false,false,0,1
false,1106.094351,70,AugierLe42e,0.565217,false,false,61,0
false,1106.094351,70,pravi,1,false,false,0,1
false,1106.094351,70,goobertron,0.925926,false,true,11,1
false,1106.094351,69,goobertron,0.923077,false,true,11,1
false,1104.692896,71,svbergerem,0.938202,true,true,125,1
false,1104.692896,71,svbergerem,0.937853,true,true,125,1
false,1103.10188,71,svbergerem,0.9375,true,true,122,1
false,1104.796098,71,margori,0.727273,false,false,12,1
false,1104.796098,70,svbergerem,0.937143,true,true,123,1
false,1104.796098,70,svbergerem,0.936782,true,true,123,1
false,1103.10188,71,svbergerem,0.936416,true,true,123,1
false,1103.10188,72,svbergerem,0.936047,true,true,120,1
false,1103.10188,71,svbergerem,0.935673,true,true,120,1
false,1103.10188,70,svbergerem,0.935294,false,false,120,1
false,1103.10188,72,svbergerem,0.934911,false,false,120,1
false,1103.10188,72,jhass,0.914286,false,false,257,1
false,1103.10188,71,svbergerem,0.934524,false,false,119,1
false,1102.205633,74,svbergerem,0.934132,true,true,119,1
false,1102.205633,73,svbergerem,0.933735,true,true,118,1
false,1102.205633,72,svbergerem,0.933333,true,true,118,1
false,1102.205633,73,svbergerem,0.932927,true,true,118,1
false,1102.205633,85,desyncr,0.944444,false,false,0,1
false,1102.205633,72,SansPseudoFix,1,false,false,3,1
