@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R4,28,34,36,38,44,45,49,53'

@attribute forward_links {false,true}
@attribute test_lines_per_kloc numeric
@attribute workload numeric
@attribute requester {SuperTux88,cmrd-senya,svbergerem,denschub,Flaburgan,k0kubun,Faldrian,celber,visualsayed,korun,dmorley,theworldbright,Fensterbank,manuelVo,fiedl,jhass,Thor77,balasankarc,kas70,ujdhesa,avikpal,atulonruby,stragu,apsc92,Zauberstuhl,AugierLe42e,sarithats,tamatsyk,lstoll,marienfressinaud,jaywink,SansPseudoFix,axilleas,jpope777,pravi,Darael,sjain1107,Raven24,zaziemo,johand,AntonTkachov,morashid92,mikicaivosevic,RichKavanagh,yithian,giniouxe,Realtin,joebew42,RyDroid,Haidy777,fap-,pablocubico,arlogn,efstrian,strivedi183,teslasmoustache,ita1024,margori,goobertron,mrbrdo,artoartnik,szlend,zachrab,desyncr,MothOnMars,lislis,sam09,S-Ercan,aka001,WebDevFromScratch,fscz,salbertson,dimaursu,gdpelican,maliktunga,SWW13,aykevl93,jonsger,collimarco,flamontagne,ThomasLeister,joshk,Gallaecio,DharmaCommunity,JesseWeinstein,RoseTheFlower,hferee,Reifenpilot24de,zikalify,StefOfficiel,MarcBurt,roymckenzie,goofy-bz,taro-k,18augst,deepy,polsVoice,theatre-x,max258,jaideng123,remcohh,khall,lyzellis,dan-mi-sun,damzcodes,blase,MrFrety,rundkorn,theutahkate,blackwarthog,mmn,kpcyrd,hpetru,maxwell,wiegelmann,Chocobozzz,taratatach,jbelanich,MrZYX,Ruxton,nviennot,santosgabriel,hank789,amyilake,JannikStreek,rootwyrm,ilake,mehmetaergun,olorin,abhineet08,hincupetru,MatrixCrawler,seanbrant,onpon4,dash-rai,geirkairam,bronislav,rsofaer,qmaruf,ivanzotov,fabianrbz,ZBarg,zapiens,PallaviTS,marciol,rezapaya,pkallberg,manwithtwowatches,nitinsurfs,RoonyH,AraanBranco,alisoncassidy,0TWAIN0,ssrihari,redrik,movilla,WebSpider,marekjm,fubik,emilceh,gilhyun,manuels,colindean,dorman,rogerbraun,andrewcsmith,oliverbarnes,juliaguar,netom,kvsatya,meitar,L3MNcakes,jguyon,carolinagc,bjozzi,rivendale2010,tsrivishnu,davexunit,dukex,fabianfiorotto,kevivmatrix,juanazam,lnakamura,eloydegen,brauliomartinezlm,diasp,brunomachado,embs,wenzowski,marceloeloelo,workwareusa,marpo60,pestrada,jishnu7,afrerich,mtparet,prellele,somethree,alininja,DeadSuperHero,divout,fhsdi2,malavbhavsar,tubbo,archSeer,marco-gallardo,YaNoo,yurkobb,liamn,davecocoa,PatBarret,bobbywilson0,rschaden,EJW1,grimreaper,grzuy,simonsmiley,mklew,hfase01,devendram,gutobenn,billyoc,jeremyjh,alimony,dotkrnl,flipkick,fermionic,sfawaz,Goutte,kikuchiyo,L2G,brynary,justindthomas,Rawk,stevenh512,wubwubwubcr3w,zscott,ChaosCoder,kostasnw,nsdevaraj,caarlos0,fechterjm,clavisound,OhaiBBQ,agconnor,panckreous,pubis,tsujigiri,ktkaushik,xray7224,m4tze,christophe-de,denniscollective,vcuculo,shavit,s-f-s,ChFernandez,jbivins,pixelistik,gandaro,beardedninja,Carabas,JMSilla,prathamesh-sonpatki,stefi,Pistos,rekado,stwf,nolith,Stultus2,Yajo,sailing,fred,robhogg,gouthamvel,torrancew,arions,CodeBlock,judytuna,ChaseReid,memarko,futurechimp,vanhalt,one-dash,DusanM97,laserlemon,aabril,tmlee,geckoxx,kaleemullah,aboire,michaelklishin,carzil,groovehunter,kapcom01,jperyl,21echoes,mrtee,Robsteranium,Gonzih,buddhamagnet,walternelson,doot0,svoop,bagilevi,halfd,firefly21,spieker,wcs,Flink,bdjnk,gladiac,uiri,johnedmonds,sofian,Flashinator,alda519,jtimberman,NaleagDeco,robin-drexler,cparker15,everplays,untitaker,brianwisti,andrejpodzimek,lksnyder0,leonardolaporte,ticho,isaacsanders,galaxor,anassahmed,ajft,jancborchardt,disconn3ct,mblog,gvx,protowouter,drummondj,shawnwebs,ndee,cyberkov,paddyez,vidkun,nannubest,yolk,rtznprmpftl,imw,anishsheela,jerinphilip,Dorian,arzumy,jamiew,NPerry,ritchiewilson,adonix,evant,williamtheaker,jrichardlai,kiranh,mnutt,siefca,brandonkernell,ramiromagalhaes,benoit934,dangold1138,soukron,raid5,lfortin,jairodiaz,berkes,frank-r-schmidt,lusum,Pasta,joedavis,TomK32,nickvdb,flah00,utkarshkukreti,rajesh672,oacis,pupeno,themasch,sentientwaffle,iurikothe,digination,jish,masterdot,adedommelin,Hexagon,Vanuan,blackxored,silviorelli,antimatter15,rtxanson,yarons,jandom,jdeisenberg,alepane21,mattbaker,danieleds,robotarmy,robustdj,rnevitt,michiwend,ecleel,onewland,ultrasaurus,jwinky,ggilder,rmaskey,maelsoucaze,theBernd,tristil,archi,UserAd,bigbash,binarycleric,tenaciousflea,leamas,patcito,Crimer,sgayda2,Stigjb,jeffrydegrande,koo5,jbhannah,kashif,minilibra,maco,duke-,guilleiguaran,yuvadm,drt24,bastos,sarahmei,sennewood,D4nte,cirnatdan,diogenes,michael-k,mousey,apardo,adelcasse,CAFxX,tkrehbiel,Setheck,Chiggins,mastooo,cmelbye,spack,moziz,brinchj,manveru,pedrosilva,CodeBleu,stefanotravelli,arielo,mishudark,danillos,sloser,7h0ma5,ubikuity,sirmacik,kyber,Otacon,Darkmagister,madmaze,MrBison,zturtleman,halfdan,voxdolo,tdpsk,nh2,ebruning,donpdonp,rwaldron,gosuri,steveklabnik,5v3n,sterops,zeph,ccoenen,soychicka,felgru,fbrubacher,cryptix,hemanth,jarinudom,hbons,jcdyer,ashcrow,dlo}
@attribute requester_succ_rate numeric
@attribute req_follows_integrator {false,true}
@attribute integrator_follows_req {false,true}
@attribute prior_interaction_pr_comments numeric
@attribute status {0,1}

@data
false,1102.28044,69,jhass,0.911765,false,false,258,1
false,1102.130836,70,svbergerem,0.932515,true,true,118,1
false,1102.130836,70,svbergerem,0.932099,true,true,118,1
false,1102.130836,70,svbergerem,0.931677,true,true,118,1
false,1102.130836,69,jhass,0.909091,true,true,261,1
false,1102.430084,71,svbergerem,0.93125,true,true,118,1
false,1102.430084,72,svbergerem,0.930818,true,true,118,1
false,1101.398127,72,jhass,0.90625,false,false,261,1
false,1101.846822,73,svbergerem,0.93038,true,true,118,1
false,1101.846822,121,visualsayed,0.75,false,false,0,0
false,1101.846822,73,visualsayed,0.666667,false,false,0,1
false,1097.408764,77,jhass,0.903226,false,false,264,1
false,1097.408764,77,svbergerem,0.929936,true,true,122,1
false,1097.408764,77,svbergerem,0.929487,true,true,121,1
false,1097.408764,75,AugierLe42e,0.590909,false,false,64,0
false,1097.408764,79,svbergerem,0.929032,true,true,124,1
false,1097.408764,76,svbergerem,0.928571,true,true,124,1
false,1097.408764,75,MothOnMars,1,false,false,3,1
false,1097.408764,75,SansPseudoFix,1,false,false,5,1
false,1098.004615,76,visualsayed,0.5,false,false,0,1
false,1098.004615,74,svbergerem,0.928105,true,true,121,1
false,1098.004615,75,AugierLe42e,0.571429,false,false,68,1
true,1098.004615,74,svbergerem,0.927632,true,true,121,1
false,1097.20807,77,visualsayed,0,false,false,0,1
false,1097.059023,76,svbergerem,0.927152,true,true,121,1
false,1097.20807,77,svbergerem,0.926667,false,false,121,1
false,1097.20807,77,svbergerem,0.926174,false,false,121,1
false,1097.804663,79,lislis,0,false,false,0,1
false,1097.804663,81,AugierLe42e,0.6,false,false,64,0
false,1098.048548,81,svbergerem,0.925676,true,true,93,1
false,1097.708574,82,SansPseudoFix,1,false,false,5,1
false,1097.708574,81,svbergerem,0.92517,true,true,93,1
false,1097.708574,81,giniouxe,1,false,false,0,1
false,1097.708574,81,svbergerem,0.924658,true,true,92,1
false,1097.708574,83,svbergerem,0.924138,true,true,90,1
false,1097.708574,85,AugierLe42e,0.578947,false,false,60,1
false,1097.857871,82,AugierLe42e,0.611111,false,false,60,0
false,1097.857871,83,jhass,0.9,true,true,270,1
false,1097.559317,81,svbergerem,0.923611,true,true,87,1
false,1097.559317,81,svbergerem,0.923077,false,false,85,1
false,1097.559317,81,svbergerem,0.922535,true,true,83,1
false,1095.743234,84,SansPseudoFix,1,false,false,7,1
false,1095.743234,82,svbergerem,0.921986,true,true,77,1
false,1095.743234,83,svbergerem,0.921429,true,true,77,1
false,1092.326464,81,svbergerem,0.920863,true,true,77,1
false,1092.326464,81,svbergerem,0.92029,true,true,77,1
false,1092.326464,81,Flaburgan,0.829268,false,true,29,1
false,1092.326464,84,Flaburgan,0.82716,false,true,29,1
false,1092.326464,83,goobertron,0.92,false,false,11,1
false,1092.326464,79,jhass,0.896552,true,true,285,1
false,1092.326464,79,Raven24,0.912621,false,false,4,0
false,1092.123102,82,svbergerem,0.919708,true,true,77,1
false,1092.123102,81,svbergerem,0.919118,true,true,77,1
false,1092.123102,81,svbergerem,0.918519,true,true,77,1
false,1092.493388,83,SansPseudoFix,1,false,false,8,1
false,1092.493388,80,Flaburgan,825,true,false,33,1
true,1092.493388,117,SansPseudoFix,1,false,false,7,1
false,1092.493388,79,SansPseudoFix,1,false,false,7,1
false,1092.13575,81,AugierLe42e,625,false,false,56,1
false,1092.13575,82,sam09,0.5,false,false,0,1
false,1092.13575,84,AugierLe42e,0.6,false,false,56,1
false,1088.994565,76,svbergerem,0.91791,true,true,77,1
false,1088.994565,76,S-Ercan,0,false,false,0,1
false,1088.994565,75,Flaburgan,0.822785,true,false,34,1
false,1088.994565,75,jhass,0.925926,false,false,280,1
false,1088.994565,75,svbergerem,0.917293,true,true,84,1
false,1088.994565,75,jhass,0.923077,true,true,280,1
false,1089.673913,75,jhass,0.92,false,false,280,1
false,1086.864695,92,aka001,0.75,false,false,25,0
false,1086.864695,79,aka001,0.666667,false,false,23,1
false,1087.086882,92,sam09,0.666667,false,false,0,0
false,1087.086882,77,WebDevFromScratch,0,false,false,1,1
true,1086.998023,99,aka001,1,true,false,20,0
false,1086.998023,78,svbergerem,0.916667,true,true,73,1
true,1086.998023,130,WebDevFromScratch,0,false,false,0,0
false,1087.220404,76,svbergerem,0.916031,true,true,72,1
false,1087.220404,85,margori,0.714286,false,false,1,1
false,1087.012898,77,svbergerem,0.922481,true,true,69,1
false,1086.451789,77,jhass,0.916667,true,true,220,1
false,1085.564054,79,svbergerem,0.921875,true,true,69,1
false,1085.564054,79,svbergerem,0.92126,true,true,69,1
false,1085.503383,78,SansPseudoFix,1,false,false,13,1
false,1085.503383,77,svbergerem,928,true,true,68,1
false,1085.87447,78,giniouxe,0,false,false,0,1
false,1085.503383,117,Faldrian,0.833333,false,false,10,0
false,1085.57758,80,svbergerem,0.927419,true,true,64,1
false,1085.57758,82,jhass,0.913043,true,true,198,1
false,1085.57758,87,AugierLe42e,0.615385,false,false,29,1
false,1085.966352,85,svbergerem,0.926829,true,true,46,1
false,1085.966352,82,svbergerem,0.92623,true,true,46,1
false,1085.966352,83,svbergerem,0.92562,true,true,45,1
false,1085.966352,83,Zauberstuhl,0.75,false,false,3,1
false,1085.966352,82,fscz,0,false,false,0,0
false,1085.966352,99,fscz,0,false,false,0,0
false,1085.966352,83,svbergerem,925,true,true,45,1
false,1085.966352,81,fscz,0,false,false,0,0
false,1085.966352,78,goobertron,0.916667,false,true,3,1
false,1082.511641,79,svbergerem,0.92437,true,true,45,1
false,1082.511641,84,svbergerem,0.923729,true,true,45,1
false,1082.511641,80,svbergerem,0.923077,true,true,45,1
false,1082.511641,89,Zauberstuhl,0.727273,false,false,9,1
false,1082.511641,78,svbergerem,0.922414,true,true,42,1
false,1082.511641,79,svbergerem,0.921739,true,true,42,1
false,1082.511641,83,salbertson,0,false,false,1,0
false,1082.511641,82,aka001,1,false,false,2,1
false,1082.511641,85,zachrab,0,false,false,0,1
false,1083.253392,80,aka001,0,false,false,0,1
false,1083.253392,80,Faldrian,0.823529,false,false,8,1
false,1083.253392,79,svbergerem,0.921053,true,true,40,1
false,1083.356183,81,svbergerem,0.920354,true,true,40,1
true,1083.356183,81,svbergerem,0.919643,true,true,40,1
false,1083.356183,82,svbergerem,0.918919,true,true,40,1
false,1083.356183,94,sam09,1,false,false,0,0
false,1083.356183,81,dimaursu,0.444444,false,false,33,1
false,1083.356183,83,AugierLe42e,0.583333,false,false,27,1
true,1083.356183,109,dimaursu,0.5,false,false,33,0
false,1083.281925,79,sam09,1,true,false,0,1
false,1082.670688,80,sam09,0,true,false,0,1
false,1082.74491,82,Flaburgan,0.820513,false,true,26,1
false,1082.716049,89,AugierLe42e,0.636364,false,false,15,0
false,1082.716049,85,Faldrian,0.8125,false,false,8,1
false,1082.716049,83,Faldrian,0.8,false,false,8,1
false,1082.716049,81,AugierLe42e,0.6,false,false,15,1
false,1082.716049,81,gdpelican,1,false,false,9,1
false,1082.716049,77,AugierLe42e,0.555556,false,false,15,1
false,1082.716049,85,Faldrian,0.785714,false,true,8,1
false,1082.716049,75,Flaburgan,0.818182,true,true,26,1
false,1082.716049,80,goobertron,0.913043,false,true,3,1
false,1082.790315,74,AugierLe42e,0.5,false,false,13,1
false,1090.946786,78,Faldrian,0.769231,false,true,8,1
false,1090.946786,79,SansPseudoFix,1,false,false,13,1
false,1090.255701,98,MothOnMars,0,false,false,0,1
true,1090.255701,85,maliktunga,0.333333,false,false,0,1
false,1096.621716,79,gdpelican,1,false,false,9,1
false,1095.963814,82,svbergerem,0.918182,true,true,34,1
false,1095.963814,100,jaywink,0.85,false,false,24,1
false,1095.963814,80,jaywink,0.846154,true,true,24,1
true,1095.963814,101,jaywink,0.868421,true,true,24,0
false,1097.820755,87,sjain1107,0,true,false,0,1
false,1097.820755,93,dimaursu,0.666667,false,false,26,0
false,1097.820755,106,SWW13,0,false,false,0,1
true,1097.820755,117,dimaursu,0.8,false,false,24,0
false,1097.820755,82,svbergerem,0.917431,false,false,31,1
false,1097.820755,82,maliktunga,0,false,false,0,1
false,1097.820755,88,Faldrian,0.75,false,false,4,1
false,1097.820755,80,svbergerem,0.916667,false,false,33,1
false,1097.820755,80,svbergerem,0.915888,true,true,33,1
false,1098.94191,81,svbergerem,0.915094,true,true,33,1
false,1098.94191,82,dimaursu,0.75,false,false,21,1
false,1098.94191,82,dimaursu,0.666667,false,false,21,1
false,1098.94191,82,dimaursu,0.5,false,false,7,1
false,1095.87889,94,dimaursu,0,false,false,7,1
false,1095.87889,86,aykevl93,0,false,false,0,0
false,1095.87889,86,svbergerem,0.914286,true,true,29,1
false,1095.87889,93,svbergerem,0.923077,false,false,29,0
false,1095.87889,87,dimaursu,0,false,false,0,0
false,1095.87889,100,arlogn,1,false,false,0,1
false,1095.87889,94,maliktunga,0,false,false,0,0
false,1095.87889,83,axilleas,1,true,false,2,0
false,1095.87889,83,jonsger,0,false,false,0,0
true,1095.87889,92,RichKavanagh,0,false,false,0,0
false,1095.87889,101,collimarco,0.6,false,false,0,1
false,1095.87889,93,margori,0.666667,false,false,1,1
false,1095.87889,82,flamontagne,0,false,false,0,1
false,1095.87889,91,maliktunga,0,false,false,0,0
false,1095.498528,97,jhass,0.909091,true,true,109,1
false,1095.498528,104,ThomasLeister,0,false,false,0,1
false,1095.498528,91,gdpelican,1,false,false,4,1
false,1094.964231,75,jhass,0.904762,true,true,106,1
false,1094.964231,78,margori,0.6,false,false,1,1
false,1094.964231,87,collimarco,0.5,false,false,0,1
false,1094.366098,74,collimarco,0.333333,false,false,0,1
false,1094.366098,114,collimarco,0.5,false,false,0,0
false,1094.366098,90,collimarco,0,false,false,0,1
false,1094.366098,73,Faldrian,0.727273,false,false,4,1
false,1094.366098,73,Faldrian,0.7,false,false,4,1
false,1093.978102,75,svbergerem,0.92233,true,false,33,1
false,1095.459019,97,AugierLe42e,0.571429,false,false,11,0
false,1095.459019,76,margori,0.5,false,false,0,1
true,1095.459019,76,margori,0.333333,false,false,0,1
false,1095.459019,75,margori,0.5,false,false,0,0
false,1095.459019,74,svbergerem,0.921569,true,true,30,1
false,1095.459019,88,svbergerem,0.920792,true,true,29,1
false,1095.459019,88,svbergerem,0.92,true,true,29,1
false,1095.459019,69,svbergerem,0.919192,true,true,29,1
true,1095.459019,88,jaywink,0.864865,true,true,18,1
false,1094.400675,90,Flaburgan,0.826667,true,false,14,1
false,1094.400675,87,SansPseudoFix,1,false,false,6,1
false,1092.20206,71,jhass,0.9,false,false,97,1
false,1092.20206,70,jhass,0.894737,false,false,97,1
false,1092.20206,70,jhass,0.888889,false,false,97,1
false,1094.355518,68,jhass,0.882353,true,true,102,1
false,1093.611949,70,svbergerem,0.918367,true,true,24,1
false,1093.611949,70,svbergerem,0.917526,true,true,24,1
false,1093.611949,95,Flaburgan,0.824324,true,false,9,1
false,1093.611949,72,svbergerem,0.916667,true,true,24,1
false,1093.611949,71,svbergerem,0.915789,true,true,24,1
false,1093.611949,74,margori,0,false,false,0,1
false,1093.611949,71,jhass,875,false,false,114,1
false,1093.752191,71,svbergerem,0.914894,true,true,23,1
false,1093.752191,71,svbergerem,0.913978,true,true,23,1
false,1093.752191,71,svbergerem,0.913043,false,false,23,1
false,1093.752191,71,jhass,0.866667,true,true,114,1
false,1093.522154,70,svbergerem,0.912088,true,true,24,1
true,1093.522154,93,joshk,1,false,false,0,0
false,1093.522154,70,Gallaecio,0.866667,false,false,0,1
false,1093.752191,71,joshk,0,false,false,0,1
false,1079.440869,78,SansPseudoFix,1,false,false,0,1
false,1079.440869,78,DharmaCommunity,0,false,false,0,1
false,1079.440869,77,svbergerem,0.911111,true,true,26,1
false,1079.440869,80,margori,0,false,false,0,0
false,1079.440869,76,Zauberstuhl,0.7,false,false,9,1
false,1079.440869,78,axilleas,1,true,false,0,1
false,1079.440869,76,axilleas,0,true,false,0,1
false,1079.440869,79,SansPseudoFix,1,false,false,0,1
false,1079.440869,76,Zauberstuhl,0.666667,false,false,9,1
false,1079.440869,75,jhass,0.857143,false,false,131,1
false,1079.440869,75,SansPseudoFix,1,false,false,0,1
false,1079.440869,76,svbergerem,0.910112,true,true,32,1
false,1079.440869,93,svbergerem,0.909091,true,true,31,1
false,1079.440869,76,jhass,0.846154,true,true,134,1
false,1079.440869,70,jaywink,0.861111,true,true,12,1
false,1079.440869,75,svbergerem,0.908046,true,true,33,1
false,1079.440869,73,svbergerem,0.906977,true,true,33,1
false,1079.515571,72,svbergerem,0.905882,true,true,32,1
false,1079.515571,71,Zauberstuhl,625,false,false,9,1
false,1079.515571,72,SansPseudoFix,0,false,false,0,1
false,1079.515571,70,pravi,1,false,false,0,1
false,1079.515571,77,pravi,1,false,false,0,1
false,1079.515571,70,Faldrian,0.666667,false,true,2,1
false,1079.515571,69,Faldrian,625,false,true,1,1
false,1086.768501,71,pravi,1,false,false,0,1
false,1086.768501,90,Flaburgan,0.821918,false,true,12,1
true,1086.768501,119,Flaburgan,0.833333,false,false,12,0
false,1088.387729,74,Faldrian,0.571429,false,true,1,1
true,1088.387729,92,JesseWeinstein,0,false,false,0,1
false,1088.845291,90,RoseTheFlower,0,false,false,0,0
false,1088.845291,65,hferee,0,false,false,0,0
false,1088.845291,65,Reifenpilot24de,0,false,false,0,0
false,1088.845291,65,strivedi183,1,false,false,0,1
false,1088.921589,65,zikalify,0.5,true,false,0,1
false,1088.921589,66,goobertron,0.904762,false,true,43,1
true,1088.921589,94,StefOfficiel,0,false,false,0,0
false,1088.921589,82,gdpelican,1,false,false,1,1
false,1088.921589,63,AugierLe42e,0.5,false,false,7,1
true,1083.703547,92,MarcBurt,0,false,false,0,1
false,1083.703547,63,collimarco,0,false,false,0,0
false,1083.703547,63,AugierLe42e,0.4,false,false,5,1
false,1083.309819,65,AugierLe42e,0.5,false,false,5,0
false,1083.309819,66,AugierLe42e,0.333333,false,false,5,1
false,1079.912386,79,Flaburgan,0.830986,true,false,5,1
false,1079.912386,78,svbergerem,0.915663,true,true,33,1
false,1079.912386,111,Faldrian,0.8,false,false,1,0
false,1079.912386,110,roymckenzie,0.333333,false,false,0,0
false,1079.912386,77,roymckenzie,0,false,false,0,1
false,1079.912386,79,svbergerem,0.914634,false,false,33,1
false,1079.912386,73,goofy-bz,0,false,false,0,0
false,1079.912386,75,gdpelican,1,false,false,0,1
false,1079.912386,79,zikalify,0,true,false,0,1
false,1079.912386,72,zikalify,0,false,false,0,0
false,1079.912386,76,gdpelican,1,false,false,0,1
false,1079.912386,74,gdpelican,1,false,false,0,1
false,1079.912386,73,gdpelican,0,false,false,0,1
true,1079.912386,87,taro-k,0.25,false,false,0,0
false,1079.912386,70,strivedi183,1,false,false,0,1
false,1079.912386,80,svbergerem,0.91358,true,false,33,1
false,1079.912386,74,Flaburgan,0.828571,true,false,5,1
false,1079.912386,71,svbergerem,0.9125,true,true,33,1
false,1079.912386,74,Flaburgan,0.826087,false,true,5,1
false,1079.912386,74,taro-k,0.333333,false,false,0,0
false,1079.912386,71,strivedi183,1,false,false,0,1
true,1079.912386,100,18augst,0,false,false,0,1
false,1079.912386,68,strivedi183,1,false,false,0,1
false,1079.912386,82,deepy,0,false,false,0,1
false,1079.912386,67,Flaburgan,0.823529,true,false,5,1
false,1081.789905,74,svbergerem,0.911392,true,true,32,1
false,1081.789905,74,jaywink,0.857143,true,true,32,1
false,1081.789905,66,roymckenzie,0,false,false,0,0
false,1081.789905,73,svbergerem,0.910256,true,true,32,1
false,1081.789905,91,svbergerem,0.922078,false,false,32,0
false,1081.789905,74,svbergerem,0.921053,true,true,32,1
false,1083.557189,72,polsVoice,0,false,false,0,1
false,1083.557189,62,theatre-x,0.5,false,false,0,1
false,1083.557189,62,strivedi183,0,false,false,0,1
false,1083.557189,73,taro-k,0.5,false,false,0,0
false,1083.557189,62,jaywink,0.852941,true,true,32,1
true,1085.053557,95,pablocubico,0.75,false,false,3,0
false,1085.053557,126,max258,0,false,false,0,1
false,1085.053557,61,max258,0,false,false,0,0
false,1085.053557,72,jaideng123,0.833333,false,false,3,1
true,1085.053557,72,AugierLe42e,0,false,false,3,1
false,1085.053557,61,taro-k,1,false,false,0,0
false,1084.639943,68,AugierLe42e,0,false,false,2,0
false,1084.639943,57,taro-k,0,false,false,0,1
false,1084.639943,56,AugierLe42e,0,false,false,0,0
false,1084.285208,56,jaideng123,0.8,false,false,3,1
false,940.51009,57,jaywink,0.848485,false,false,32,1
false,1089.930381,117,jhass,0.916667,true,true,142,0
false,1089.930381,56,jhass,0.909091,false,false,142,1
false,1089.492207,63,jhass,0.9,true,true,135,1
false,1089.492207,56,jaideng123,0.75,false,false,3,1
false,1090.380056,55,jhass,0.888889,false,false,130,1
false,940.51009,56,jhass,875,false,false,117,1
false,1090.380056,56,svbergerem,0.933333,false,false,21,0
false,1089.948991,55,svbergerem,0.932432,false,false,21,1
false,1089.948991,56,jhass,0.857143,false,false,115,1
false,1089.948991,55,jhass,0.833333,false,false,115,1
false,1089.948991,54,Raven24,0.911765,false,false,10,1
false,1090.235835,57,goobertron,0.947368,false,false,41,1
false,1090.235835,56,jhass,0.8,false,false,111,1
false,1089.930381,58,Raven24,0.910891,false,false,10,1
false,934.948822,56,svbergerem,0.931507,false,false,12,1
true,1090.575803,56,svbergerem,0.930556,false,false,12,1
false,934.54142,56,jhass,0.75,false,false,107,1
false,934.54142,56,remcohh,0,false,false,0,1
false,934.54142,55,jhass,0.666667,false,false,105,1
false,933.678501,58,khall,0.333333,false,false,1,1
false,937.681249,59,jaideng123,0.666667,false,false,3,1
false,937.681249,59,svbergerem,0.929577,false,false,12,1
false,937.681249,60,jaideng123,0.5,false,false,3,1
false,937.681249,59,goobertron,0.944444,false,false,40,1
false,937.681249,99,khall,0.4,false,false,1,0
false,939.710611,58,lyzellis,0,false,false,0,0
false,937.218625,59,khall,0.25,false,false,1,1
false,939.982675,56,khall,0,false,false,0,1
false,939.982675,59,svbergerem,0.928571,true,true,6,1
false,939.982675,55,jhass,0.5,false,false,93,1
false,940.014857,57,svbergerem,0.927536,true,true,6,1
false,940.014857,57,svbergerem,0.926471,true,true,4,1
false,940.014857,103,sjain1107,0,false,false,0,0
false,940.422369,63,svbergerem,0.925373,true,true,4,1
false,940.422369,55,svbergerem,0.924242,true,true,4,1
false,940.422369,57,goobertron,0.941176,false,true,40,1
false,940.422369,54,svbergerem,0.923077,true,true,4,1
false,940.422369,56,dan-mi-sun,0,true,false,0,1
false,940.422369,56,damzcodes,1,true,false,0,1
false,940.931677,58,Raven24,0.91,true,true,9,1
false,940.705327,56,svbergerem,0.921875,true,true,3,1
false,940.705327,58,jaideng123,0,false,false,0,1
false,940.705327,58,damzcodes,1,true,false,0,1
false,940.763738,54,jhass,0,false,false,68,1
false,940.822156,56,svbergerem,0.920635,true,true,3,1
false,940.822156,56,blase,1,false,false,0,1
false,941.640771,56,svbergerem,0.919355,true,true,3,1
false,941.640771,60,jaywink,0.84375,true,true,27,1
false,941.640771,57,damzcodes,0,true,false,0,1
false,941.640771,55,blase,1,false,false,0,1
false,941.640771,58,goobertron,0.9375,false,true,20,1
false,941.640771,61,jaywink,0.83871,true,true,14,1
false,941.640771,55,Faldrian,0.75,false,true,0,1
false,941.640771,54,Faldrian,0.666667,false,true,0,1
false,941.640771,53,MrFrety,0.5,false,false,0,0
false,941.640771,54,MrFrety,0,true,false,0,1
false,941.640771,53,MrFrety,0,true,false,0,0
false,941.582251,58,Gallaecio,0.857143,false,false,0,1
false,941.582251,59,goobertron,0.933333,false,true,0,1
true,941.582251,57,theatre-x,0.666667,false,false,0,0
false,941.582251,67,Flaburgan,0.818182,true,false,3,1
false,941.582251,57,theatre-x,0.5,false,false,0,1
false,941.582251,54,theatre-x,0,false,false,0,1
false,941.582251,57,svbergerem,0.918033,true,true,0,1
false,941.582251,85,Zauberstuhl,0.571429,false,false,4,1
false,941.582251,52,rundkorn,0,false,false,0,0
false,941.582251,57,theutahkate,0,false,false,0,1
true,941.582251,51,blackwarthog,0,false,false,0,1
false,941.582251,51,blackwarthog,0,false,false,0,0
false,941.465233,52,mmn,0,false,false,0,1
false,941.465233,52,blase,1,false,false,0,1
false,941.406735,52,blase,0,false,false,0,1
false,941.406735,51,arlogn,1,false,false,0,1
false,944.444444,55,pablocubico,0.666667,false,false,2,1
false,944.444444,54,kpcyrd,0,true,false,0,1
false,944.444444,54,pablocubico,0.5,false,false,1,1
false,944.444444,53,Raven24,0.909091,false,false,3,1
true,944.444444,60,pablocubico,0,false,false,0,1
false,943.858774,54,hpetru,0.941176,false,false,1,1
true,943.858774,64,hpetru,0.9375,false,false,1,1
false,944.076894,55,jaywink,0.833333,true,true,3,1
